pis,start,end,amount,agency,relationship,id,title,funded,start-year,end-year
"Ohlmann, Washburn",10/1/11,9/30/14,577046,National Science Foundation,Federal agencies,20110935,Collaborative Research: Evaluating Modeled Distributions of Submesoscale Flows with Surface Current Divergence Fields from High Frequency Radar Observations.,n,,
Porter,9/1/12,2/28/14,141494,National Aeronautics and Space Administration,Federal agencies,20121084,Estimating the Tempo of the Cambrian Explosion,n,,
Porter,7/15/14,7/14/16,88709,National Science Foundation,Federal agencies,20140783,"Collaborative Research: Resolving Biotic, Climatic, and Ocean Geochemical Change Through a Cryogenian 'Snowball Earth' Succession in Utah and Idaho",n,,
Porter,7/1/14,6/30/16,152590,National Science Foundation,Federal agencies,20140808,Collaborative Research: The mid-Neoproterozoic record of eukaryotes and environmental change: Exploring the Visingso Group of southern Sweden,n,,
Porter,7/1/13,6/30/15,106396,National Science Foundation,Federal agencies,20130774,"Collaborative Research: Resolving biotic, climatic, and ocean geochemical change through a Cryogenian ""snowball Earth"" succession in Utah and Idaho",n,,
Porter,9/1/13,8/31/16,320183,National Science Foundation,Federal agencies,20130960,ELT Collaborative Research: Toward a Global Timeline for Biological and Ocean Geochemical Change During the Early Cambrian ,n,,
Porter,1/1/12,12/31/12,38934,National Science Foundation,Federal agencies,20120052,Collaborative Research: Estimating the Tempo of the CambrianExplosion,n,,
Porter,8/1/11,7/31/13,204477,National Science Foundation,Federal agencies,20110813,Assessing the Mineralogy and Microstructure of the Earliest Skeletal Animals,n,,
Romero,2/1/14,1/31/16,69317,National Science Foundation,Federal agencies,20140203,Collaborative Research: Fusion of seismic and infrasonic data to test hypotheses for the generation of North Atlantic ocean noise,n,,
Romero,1/1/14,12/31/14,36660,UC San Diego,UC-wide,20140623,Numerical Modeling of Surface Waves for Practical Applications ,n,,
Romero,7/1/14,6/30/19,433822,UC San Diego,UC-wide,20140669,Modeling and Analysis of Surface Waves for Large Eddy Simulations of the Marine Atmospheric Boundary Layer,n,,
"Romero, Ohlmann",2/1/14,1/31/17,819160,National Science Foundation,Federal agencies,20140151,Horizontal Dispersion and its Anisotropy in the Coastal Ocean: From Observations to Parameterizations ,n,,
"Romero, Ohlmann, Siegel",8/1/13,7/31/16,1133059,National Science Foundation,Federal agencies,20130932,Near-Surface Horizontal Dispersion in the Inner-Shelf,n,,
"Romero, Siegel",10/1/14,9/30/17,289213,National Aeronautics and Space Administration,Federal agencies,20141135,Ocean Color Atmospheric Correction due to Whitecaps,n,,
"Romero, Siegel",8/1/14,7/31/17,477423,National Science Foundation,Federal agencies,20140938,On the Hydrodynamics of Submesoscale Coastal Retention ,n,,
Rood,8/1/14,7/31/17,96230,National Science Foundation,Federal agencies,20140384,Collaborative Research: Geologic assessments of late-Holocene spatially variable centennial-scale climatic and cryospheric change in south Greenland,n,,
Rood,1/1/14,12/31/16,92173,National Science Foundation,Federal agencies,20130378,Collaborative Research: Late Holocene fluctuations of the southwest Greenland Ice-Sheet margin in response to regional climatevariability,n,,
Rood,9/1/12,8/31/15,71866,National Science Foundation,Federal agencies,20120434,Collaborative Research: Late Holocene Fluctuations of the Southwest Greenland Ice-Sheet Margin in Response to Regional Climate Variability.,n,,
Rood,3/1/13,2/28/14,58708,US Geological Survey,Federal agencies,20131393,"Investigation of slip rate and fault interaction within Sierra Nevada Frontal Fault System, Western Mono Basin, California: Collaborative research with University of California at Santa Barbara and Lettis Consultants International.  ",n,,
"Ryan, Carr",4/1/10,3/31/13,14428,University of New Hampshire,Institutes of higher education,20100250,Connected Landscape and the Strategies People Use to Cope with Change: Dynamics in Protected Areas and Domesticated landscapes Caused by Climate Change and Anthropogenic Use.,n,,
Schimel,10/1/12,9/30/17,590841,Colorado State University,Institutes of higher education,20121005,Development and persistence of life in fluctuating environments: Community driven feedbacks between chemical and biological complexity,n,,
Schimel,5/16/14,5/15/17,307166,National Science Foundation,Federal agencies,20140534,Collaborative Research: Co-Evolutionary Biotic-Abiotic Dynamics through Above- and Below-Ground Linkages in the Critical-Zone Continuum,n,,
Schimel,1/1/15,12/31/17,321241,National Science Foundation,Federal agencies,20140650,Collaborative Research: Predicting the future of High Arctic tundra N-C interactions to climate feedbacks by coupling long-term experiments and modeling,n,,
Schimel,8/1/14,7/31/15,0,National Science Foundation,Federal agencies,20140827,Preliminary Proposal: The Fate of Root Carbon in Grasslands,n,,
Schimel,9/1/13,8/31/18,618239,National Science Foundation,Federal agencies,20130391,Collaborative Research: Determining the frequency and legacy of thermal erosion of permafrost in the arctic upland landscape - impactson carbon and nutrient storage and dynamics,n,,
Schimel,00/00/00,00/00/00,0,National Science Foundation,Federal agencies,20130820,Preliminary Proposal: Root Decomposition: The consequences of living and dying in a hostile environment,n,,
Schimel,9/1/10,8/31/13,310362,National Science Foundation,Federal agencies,20100781,Collaborative Research: Changes in the Timing of Arctic Snowpack Development: Implications for Element Cycling and Caribou-Vegetation Interactions.,n,,
Schimel,1/1/14,12/31/16,149700,Northern Arizona University,Institutes of higher education,20131153,"Analyzing Central C Metabolic Network Processes in Contrasting Soil Microbial Communities Integrating Genomic, Transcriptomic, Proteomic, Metabolomic, Fluxomic, and Ecosystem Approaches",n,,
Schimel,8/1/15,7/31/18,38375,UC Riverside,UC-wide,20141393,Nitrogen saturation in xeric ecosytems: Hydrologic disconnections and temporal asynchrony in N uptake and availability,n,,
Schimel,8/15/11,8/14/16,351378,University of Illinois,Institutes of higher education,20111056,"FESD Type I: Modeling the Critical-Zone Continuum across Multiple Time Scales - Assessing Resilience, Vulnerability and Tipping Points in Terrestrial Systems.",n,,
"Schimel, Holden",1/1/11,12/31/13,533635,National Science Foundation,Federal agencies,20110039,Collaborative Research: Controls over C Sequestration: Physiology vs. Physics.,n,,
"Schimel, Still, Carbone, King",7/1/12,6/30/15,1045142,US Department of Energy,Federal agencies,20120287,Moisture pulse dependency of biotic and abiotic drivers of C storage and flux in arid and semi-arid ecosystems.,n,,
"Seale, Archuleta",1/1/11,12/31/11,71749,US Department of Interior,Federal agencies,20101428,Whence Liquefaction? A Study of a Unique Data Set Recorded at the NEES Permanently-Instrumented Field Sites.,n,,
"Seale, Archuleta, Lavallee",1/1/14,12/31/15,291507,National Science Foundation,Federal agencies,20130905,New Tools for the Assessment of Liquefaction Potential ,n,,
"Seale, Archuleta, Lavallee",1/1/13,12/31/13,66320,US Geological Survey,Federal agencies,20121383,"Liquefaction Hazard in Western Washington, Part II: Data from the Seattle Liquefaction Array",n,,
Shi,6/1/09,5/31/13,195000,Jet Propulsion Laboratory,Federal agencies,20100521,Algorithm Development for Venture's Snow Water Rquivalent Retrieval.,n,,
Shi,11/1/10,10/31/13,332248,National Aeronautics and Space Administration,Federal agencies,20101204,Global Microwave Vegetation Products and Biomass Estimation with Passive Microwave Sensor AMSR-E.,n,,
Shi,7/1/10,6/30/13,265481,Pakistan Space and Upper Atmosphere Research Commission,"Private agency, foundation",20100580,Evaluating Different Remote Sensing Techniques for Drought Study in Pakistan.,n,,
Siegel,1/1/14,12/31/16,343103,Georgia Institute of Technology,Institutes of higher education,20140120,"Climate impacts on biogeography, nutrient stoichiometry, particle dynamics, and carbon export from the Southern Ocean",n,,
Siegel,7/1/14,6/30/17,976568,National Aeronautics and Space Administration,Federal agencies,20141050,Plumes and Blooms: A Multi-Decadal Coastal Bio-Optical Time-series for Suomi NPP Data Product Validation,n,,
Siegel,10/1/14,9/30/17,570751,National Aeronautics and Space Administration,Federal agencies,20141131,Linking Satellite Ocean Color Retrievals of Inherent Optical Properties to the Functioning of the Ocean's Biological Carbon Pump,n,,
Siegel,3/1/11,2/28/15,978313,National Aeronautics and Space Administration,Federal agencies,20110073,Characterizing and Modeling the Response(s) of Giant Kelp to Climate Change.,n,,
Siegel,11/1/10,10/31/13,984539,National Aeronautics and Space Administration,Federal agencies,20101218,Plumes and Blooms: Understanding Ocean Color Variability in a Complex Coastal Environment.,n,,
Siegel,5/1/15,4/30/18,203754,National Science Foundation,Federal agencies,20140930,RUI: Collaborative Research: Integrating Independent Assignment Methods for Quantifying Marine Demographic Connectivity with Unprecedented Certainty,n,,
Siegel,1/1/14,12/31/16,326335,Oregon State University,Institutes of higher education,20140085,Constraining future functioning of the ocean biological carbon pump in a high CO2 world,n,,
"Siegel, Aghassi",9/1/13,8/31/14,30000,National Aeronautics and Space Administration,Federal agencies,20130857,Biogeochemical Impacts of Submesoscale Flows and Effects on the Biological Carbon Pump,n,,
"Siegel, Aghassi",9/1/12,8/31/15,30000,National Aeronautics and Space Administration,Federal agencies,20120944,Ecological Ocean Hotspots: Tracking Agregation at Front Boundaries in the Open Ocean.,n,,
"Siegel, Allen",9/1/14,8/31/15,30000,National Aeronautics and Space Administration,Federal agencies,20140878,Retrieval of Phytoplankton Size Distribution from Satellite Imagery,n,,
"Siegel, Costello, Kendall, Plantinga",7/1/13,6/30/18,2217735,National Science Foundation,Federal agencies,20130772,"Coastal SEES (Track 2), Collaborative: Sustainable Fisheries Management Requires Explicit Consideration of the Interactions Among Diverse Ecological and Social Processes",n,,
"Siegel, Gaines, Warner, Caselle",1/1/10,12/31/12,782323,National Science Foundation,Federal agencies,20100234,Confronting Ocean Circulation Model-Based Estimates of Larval Connectivity with Real Ecological Data.,n,,
"Siegel, Nelson",10/1/12,9/30/15,321080,Bermuda Biological Station for Research,"Private agency, foundation",20121437,Improved Phytoplankton POC and Functional Group (PFG estimates from Satellite Products Based Upon Inclusion of Direct Oceanographic Measurements,n,,
"Siegel, Nelson",10/1/09,9/30/12,1313982,National Institute of Standards and Technology,Federal agencies,20100074,Novel Profiling Buoy Technology for Ocean Color Satellite Calibration and Data Product Validation.,n,,
"Siegel, Nelson, Carlson",7/1/10,6/30/15,3819293,National Science Foundation,Federal agencies,20100233,Collaborative Research: Linkages Between the Euphotic Zone and Twilight Zone in the Global Ocean (LETZGO).,n,,
"Siegel, Nelson, Levy",8/1/13,7/31/16,1319151,National Science Foundation,Federal agencies,20130924,Collaborative Research: Submesoscale Hot Spots and Ocean Biogeochemical Cycling ,n,,
"Siegel, Nelson, Maritorena",6/1/10,5/31/15,1072908,Oregon State University,Institutes of higher education,20100555,The North Atlantic Aerosols and Marine Ecosystems Study(NAAMES).,n,,
"Siegel, Nelson, Ohlmann",8/1/12,7/31/15,1338269,National Science Foundation,Federal agencies,20121017,Collaborative Research: Linking Biochemistry and Physics on the Submesoscale,n,,
"Siegel, Nelson, Ohlmann",9/1/11,8/31/14,1670009,National Science Foundation,Federal agencies,20110937,Collaborative Research: Linking Biogeochemistry and Physics on the Submesoscale.,n,,
"Siegel, Ohlmann, Nelson",6/1/11,5/31/14,1498291,National Science Foundation,Federal agencies,20110180,Collaborative Research: Linking Biogeochemistry and Physics on the Submesoscale.,n,,
"Siegel, Reed",7/1/11,3/31/14,138376,University of California,UC-wide,20111184,Remote Assessment of Giant Kelp Cover and Biomass Using >25 Years of Landsat Imagery.,n,,
"Siegel, Simons",7/1/13,6/30/16,285077,National Science Foundation,Federal agencies,20130913,Collaborative Research: Using time-series measurements to investigate regional climate change and biogeochemical cycling over annual to decadal timescales in the Santa Barbara Basin,n,,
"Siegel, Simons",9/1/11,8/13/14,1096732,National Science Foundation,Federal agencies,20110782,Collaborative Research: CAMEO: Social-ecological Complexity andAdaptation in Nearshore Marine Systems.,n,,
"Siegel, Simons",1/1/11,12/31/15,748935,National Science Foundation,Federal agencies,20101625,Collaborative Research: Type 2: Human and Climatic Sources of Decadal Earth System Variability in the Western U.S. (LOI L02170401),n,,
"Siegel, Simons",7/1/11,3/31/14,92295,University of California,UC-wide,20111177,"SCCOOS: Providing Contextual Information on Climate, Connectivity, and Oceanographic Conditions for the South Coast MPA Baseline Program.",n,,
"Siegel, Simons, Caselle",2/1/11,1/31/14,607213,National Science Foundation,Federal agencies,20110191,Confronting Circulation-Based Models of larval Connectivity with Field Observations.,n,,
Simms,9/1/11,8/31/13,100000,American Chemical Society,"Private agency, foundation",20110480,Tectonic Influences on the Creation of Unconformities: Insights from the Quaternary for Improving Stratigraphic Correlation in Subsurface Resevoirs.,n,,
Simms,6/1/12,8/31/14,100000,American Chemical Society,"Private agency, foundation",20110982,Tectonic Influences on the Creation of Unconformities: Insights from the Quaternary for Improving Stratigraphic Correlation in Subsurface Reservoirs,n,,
Simms,7/1/15,6/30/18,248302,National Science Foundation,Federal agencies,20140810,Hurricanes and Sea Level Change in Southern California,n,,
Simms,6/1/13,5/31/15,234667,National Science Foundation,Federal agencies,20130390,Collaborative Research: Patagonian Ice Sheet--Climate and Ocean (PISCO) Interactions in the Strait of Magellan,n,,
Simms,7/1/14,6/30/17,290031,National Science Foundation,Federal agencies,20131124,Collaborative Research: Antarctica's contribution to MIS3 sea levels,n,,
Simms,6/1/12,5/31/14,255272,National Science Foundation,Federal agencies,20120464,Collaborative Research: Patagonian Ice Sheet-Climate and Ocean (PISCO) Interactions in the Strait of Magellan.,n,,
Simms,8/1/13,7/31/16,297504,National Science Foundation,Federal agencies,20121427,Collaborative Research: The timing and nature of the Little Ice Age and its impact on relative sea levels across the northern Antarctic Peninsula,n,,
Simms,6/1/12,5/31/14,252348,National Science Foundation,Federal agencies,20120173,Collaborative Research: Patagonian Ice Sheet-Climate and Ocean (PISCO)Interactions in the Strait of Magellan,n,,
"Simms, Bookhagen",7/1/15,6/30/18,294452,National Science Foundation,Federal agencies,20141192,Collaborative Research: Did the West Antarctic Ice Sheet Collapse during the Last Interglacial?,n,,
"Simms, Keller",7/1/15,6/30/18,310626,National Science Foundation,Federal agencies,20141535,Collaborative Research: Testing for cyclic patterns of tectonic and climate controls in the maintenance of southern California Estuaries,n,,
Simons,5/1/14,4/30/17,83500,National Science Foundation,Federal agencies,20130904,RUI: Collaborative Research: Integrating Independent Assignment Methods for Qualifying Marine Demographic Connectivity with Unprecedented Certainty,n,,
Singer,9/1/11,8/31/14,176308,National Science Foundation,Federal agencies,20110808,Collaborative Research: Establishing Process Links Between Fluvial Sediment Transport/Storage and Biogeochemical Processing of Mercury,n,,
Singer,9/1/10,8/31/13,143528,National Science Foundation,Federal agencies,20100883,Collaborative Research: Establishing Process Links Between Fluvial Sediment Transport/Storage and Biogeochimical Processing of Mercury.,n,,
Singer,6/1/10,5/31/13,97751,National Science Foundation,Federal agencies,20100910,Collaborative Research: Quantifying Floodplain Morphogenesis and Sediment Redistribution in Disturbed Fluvial Systems.,n,,
"Singer, Bookhagen",1/1/11,12/31/14,617789,National Science Foundation,Federal agencies,20101301,"WSC Category 2 Collaborative Proposal: Interactions Between Climate, Humans and Hydrology in Continental-Scale Systems: Danube River & the Black Sea.",n,,
"Singer, Roberts",3/1/15,2/28/18,503861,National Science Foundation,Federal agencies,20141382,Collaborative Research: Impacts of Climate on Water Availability to Riparian Trees and Floodplain Forest Water Use and Health,n,,
Sorlien,10/1/14,9/30/16,99020,National Science Foundation,Federal agencies,20140917,"Collaborative Research: The North Anatolian Fault system in the Marmara Sea, Turkey - Insights from the Plio-Quaternary evolution of a multi-stranded transform",n,,
Sorlien,1/1/15,12/31/17,111383,National Science Foundation,Federal agencies,20140941,"Collaborative Research: The growth of a continental transform by coupled translation and rotation above a fossil subduction megathurst, Central California margin",n,,
Sorlien,7/1/13,6/30/16,112484,National Science Foundation,Federal agencies,20130134,Collaborative Research:Controls on gas hydrate occurrence along  the U.S. Mid-Atlantic Slope,n,,
Sorlien,1/1/13,12/31/15,81436,National Science Foundation,Federal agencies,20120192,Collaborative Research: Clogging of Hispaniola subduction by thickcrust and Cenozoic evolution of partitioned oblique contraction acrossHaiti.,n,,
Sorlien,1/1/12,12/31/14,95249,National Science Foundation,Federal agencies,20110175,Collaborative Research: Role of Inherited Structures and Strain Partioning in the Geohazards and Cenozoic Tectonics of Haiti.,n,,
Sorlien,9/1/11,8/31/14,103237,National Science Foundation,Federal agencies,20110953,"Collaborative Research: The North Anatolian Fault System in the Marmara Sea, Turkey - Insights from the Quaternary Evolution of a Multi-Straded Transform",n,,
"Sorlien, Luyendyk",6/1/12,5/31/15,153503,University of Nebraska,Institutes of higher education,20120368,ANDRILL Coulman High Project: Seismic Stratigraphy Studies in Support of the Drilling Program.,n,,
"Sorlien, Wilson, Luyendyk",1/1/13,12/31/14,286368,National Science Foundation,Federal agencies,20121445,"Oligocene-middle Milocene stratigraphy and paleopotography of the Ross Embayment, Antarctica",n,,
Spera,1/1/15,12/31/17,248163,National Science Foundation,Federal agencies,20141471,Collaborative Research: Quantifying the Thermochemical Consequences of Magma Mixing- Modeling Natural Systems and Classification of Mixing Behaviors Using the Magma Chamber Simulator,n,,
Spera,3/1/14,2/28/17,276335,National Science Foundation,Federal agencies,20131428,Collaborative Research: Thermochemical Consequences of Magma Mixing- Constructing a Magma Mixing Taxonomy Using the Magma Chamber Simulator,n,,
"Spera, Hacker",9/1/11,8/31/13,100000,American Chemical Society,"Private agency, foundation",20111097,Improving reservoir characterization by seismic anisotropy: Molecular dynamics calculations of elastic constants of reservoir minerals at pressure and temperature.,n,,
"Spera, Kirtman",7/1/11,6/30/14,558580,National Science Foundation,Federal agencies,20110315,CSEDI Collaborative Research: First-Principles Electronic Structure of Fayalite and Molecular Dynamics Simulations of Liquids in the System Mg2Si04-Fe2Si04 at Mantle Conditions.,n,,
Steidl,4/1/14,3/31/16,219617,National Science Foundation,Federal agencies,20140205,"Integration and Analysis of Seismic, Pore Pressure, and Strain Signals from the Borehole PBO Stations",n,,
Steidl,1/1/13,12/31/14,214053,National Science Foundation,Federal agencies,20130030,"Integration and Analysis of Seismic, Pore Pressure, and Strain Signals from the Borehole PBO stations",n,,
Steidl,10/1/13,9/30/16,88521,National Science Foundation,Federal agencies,20131289,NEESR Planning: Collaborative Research: Increase in Liquefaction Resistance Due to Repeated Earthquake Shakings: Field-Centrifuge Investigation & Application to San Francisco Bay Area,n,,
Steidl,1/1/12,12/31/13,188840,National Science Foundation,Federal agencies,20120056,"Integration and Analysis of Seismic, Pore Pressure, and Strain Signalsfrom the Borehole PBO Stations",n,,
Steidl,9/1/09,8/31/12,191906,University of Alaska,Institutes of higher education,20100052,Improved Seismic Performance Assessment Through Testing of Three ANSS-Monitored Structures in Anchorage,n,,
Still,1/1/10,12/31/12,399229,National Science Foundation,Federal agencies,20100178,The Biogeography and Physiological Ecology of C3 and C4 Grasses in the Hawaiian Islands.,n,,
"Still, Roberts",9/1/11,8/31/14,441807,National Science Foundation,Federal agencies,20110821,Collaborative Research:  Testing Ecological and Biogeographical Hypotheses with Land Surface Temperature,n,,
Stratton,1/1/15,12/31/16,2289963,California Department of Transportation,"California state, municipal agencies",20141339,"UC Santa Barbara, North Campus Open Space Multi-modal Trail Project",n,,
Stratton,10/1/13,9/30/15,1998143,California EPA Water Control Board,"California state, municipal agencies",20130724,Devereux Slough and Sands Beach Watershed Project.,n,,
Stratton,1/1/13,12/31/13,9947,Fund for Santa Barbara,"Private agency, foundation",20130210,SB & Goleta Wildlife Linkages - Citizen Scientist Project.,n,,
Stratton,9/1/14,8/31/15,24305,National Fish and Wildlife Foundation,"Private agency, foundation",20140897,West Storke Wetland Enhancement (CA),n,,
Stratton,8/1/14,7/31/15,24488,Southern California Wetlands Recovery Project,"Private agency, foundation",20140825,East Storke Wetland Restoration,n,,
Stratton,10/1/13,9/30/14,9948,Allergan Foundation,"Private agency, foundation",20131429,Devereux Creek Exploration and Discovery Program ,n,,
Suh,8/1/13,7/31/18,316779,North Carolina State University,Institutes of higher education,20131083,Advancement of Camelina and Sorghum Cropping Systems for a Sustainable Southeast Region Biomass supply Chain,n,,
Suh,7/1/13,6/30/16,230508,University of Maryland,Institutes of higher education,20130513,Linking Urban Dynamics to Global Environmental Impacts.,n,,
Suh,7/1/12,6/30/15,226630,University of Maryland,Institutes of higher education,20120567,Linking local consumption to national and global land use and land cover changes and carbon cycling,n,,
Suh,7/1/12,6/30/15,244591,University of Minnesota,Institutes of higher education,20120556,LCA of Biorefinery Products.,n,,
Suh,10/1/11,9/30/15,306020,University of Minnesota,Institutes of higher education,20110576,"Development of Sustainable Cellulosic Biomass Feedstock Logistics, Torrefaction, and Gasification Technology.",n,,
Suh,9/1/12,8/31/13,18894,University of Texas at Austin,Institutes of higher education,20120946,Help Organize a Workshop on IO and Hybrid LCA on the Third Year.,n,,
"Suh, Melack",1/1/11,12/31/12,212589,Arizona State University/Tempe,Institutes of higher education,20110416,Identifying Key Products and Supply-chain Clusters of Environmental Significance - In Collaboration with Dr. Golden's Research on Consumer Use & Post Consumer Research.,n,,
"Suh, Tague",7/1/12,6/30/17,812902,National Science Foundation,Federal agencies,20120470,WSC Category 2: Collaborative Research: Closing the Sustainability Gap for a Global Network of Watersheds,n,,
Tague,2/1/15,1/31/19,618418,National Science Foundation,Federal agencies,20141159,Collaborative Research: Nested continental to catchment controls on Nitrogen Cycling and Export in the Temperate Forest Biome of eastern North America,n,,
Tague,3/1/14,2/28/18,731156,National Science Foundation,Federal agencies,20131094,Collaborative Research: Browning the waters: Climate variability and changes in organic carbon exports from catchments across the continental US,n,,
Tague,2/1/14,1/31/18,572632,National Science Foundation,Federal agencies,20131091,Collaborative Research: Macrosystem Control on Nitrogen Cycling and Export Through Terrestrial and Aquatic Ecosystems in the Eastern Forest Biome,n,,
Tague,10/1/12,9/30/16,575129,National Science Foundation,Federal agencies,20121296,Collaborative Research: Macrosystem Controls on Nitrogen Cycling and Export Through Terrestrial and Aquatic Ecosystems in the Eastern Forest Biome.,n,,
Tague,1/1/11,12/31/12,149964,National Science Foundation,Federal agencies,20101294,WSC Category 1: Climate Change Impacts on the Fate of Precipitation: A Srategy for Cross-Site Modeling and Synthesis.,n,,
Tague,7/1/14,6/30/16,51823,UC Berkeley,UC-wide,20140556,Can restoration of the natural fire regime enhance watershed resilience in forested mountain watersheds in California? ,n,,
Tague,10/1/13,9/30/14,26162,University of Delaware,Institutes of higher education,20130088,"Collaborative Research: Effects of Droughts, Fires, and Floods on Carbon Production, Decomposition, and Storage in Southeastern Wetlands- The Okefenokee Ecosystem  ",n,,
Tague,11/1/13,10/31/16,29626,University of Massachusetts Boston,Institutes of higher education,20131101,Investigating gradients in climate variability and human vulnerability in coastal watersheds of the highly urbanized northeastern U.S.,n,,
Tague,9/1/12,8/31/15,712722,US Department of Energy,Federal agencies,20120308,Improving and applying a carbon cycle model of vegetation stress and mortality during drought.,n,,
Tague,1/1/15,12/31/19,474478,Washington State University (Pullman WA),Institutes of higher education,20140678,EaSM-3: Enhancing Earth System Models to Incorporate and Inform Natural and Agricultural Resource Management Activities ,n,,
"Tague, Anderson",1/1/14,12/31/17,457777,Washington State University (Pullman WA),Institutes of higher education,20130819,"Hazards SEES Type 2: Advancing local, regional, and national adaptive capacities for wildfire resilience in an altered climate",n,,
"Tague, Clark, Melack",1/1/15,12/31/17,341822,Northeastern University,Institutes of higher education,20141361,Hydrologic pathway controls on terrestrial export from mountainous coastal southern California Watersheds,n,,
Tanimoto,7/1/12,6/30/14,231479,National Science Foundation,Federal agencies,20120627,Searching for Slow Slips in the Source Process of Giant Earthquakes in the Normal-Mode Frequency Band,n,,
Tanimoto,7/1/11,6/30/13,289434,National Science Foundation,Federal agencies,20110636,Search for Afterslip in the Source Process og Giant Earthquakes by Normal Mode Analysis.,n,,
Tanimoto,4/1/14,3/31/15,46580,US Geological Survey,Federal agencies,20131311,Testing and Improving Shallow 3D Velocity and Attenuation Structure in the Los Angeles Region Using High-Frequency Oscillation Data: Collaborative Research with Caltech and UCSB,n,,
Thorsch,7/1/14,6/30/16,234114,Arcadis U.S. Inc.,"Private agency, foundation",20140935,Site Characterization - Plot Establishment and Plant Sampling,n,,
Thorsch,4/1/13,3/30/15,37683,Goleta Valley Beautiful,"Private agency, foundation",20130275,Kids In Nature (KIN - Urban Forest Education,n,,
Thorsch,10/1/12,9/30/14,287137,National Science Foundation,Federal agencies,20120429,"CSBR: Natural History Collections Infrastructure upgrade, curation, and digitizing of the John Robert Haller Pine Collection",n,,
Thorsch,10/1/14,9/30/15,115992,The Institute of Museum and Library Services IMLS,Federal agencies,20140605,Infrastructure Upgrade and Curation of CCBER Vertebrate Collections,n,,
Thorsch,1/1/14,12/31/14,19915,The Stanley Smith Horticultural Trust,"Private agency, foundation",20140163,Campus Flora Project,n,,
Thorsch,1/1/13,12/31/13,19996,The Stanley Smith Horticultural Trust,"Private agency, foundation",20130122,Campus Flora Project,n,,
Thorsch,9/1/14,8/31/15,154712,Toyota USA Foundation,"Private agency, foundation",20140988,Kids in Nature,n,,
Wan,11/15/10,11/14/13,575731,National Aeronautics and Space Administration,Federal agencies,20101426,Continue the Climate Data Records of Land Surface Temperature/Emissivity Products from EOS MODIS to NPP VIIRS.,n,,
"Wilson, Luyendyk",6/30/12,5/31/15,230037,University of Nebraska,Institutes of higher education,20120534,ANDRILL Coulman High Project: Bedrock Paleoelevation Studies in Support of Climate Modeling for the Drilling Program.,n,,
"Wilson, Luyendyk, Sorlien",6/1/12,5/31/15,383537,University of Nebraska,Institutes of higher education,20120579,"Seismic stratigraphy and bedrock elevation modeling in support of the ANDRILL Coulman High Project, UCSB, June 1, 2012 - May 31, 2015",n,,
Alex Simms,1/1/13,3/31/15,"$100,000 ",American Chemical Society,"Private agency, foundation",52790-ND8,Hyperpycnal Subaqueous Fans of the Northern Santa Barbara Channel Central California USA,y,,
Alex Simms,7/1/10,9/30/11,"$15,515 ",US Department of Interior,Federal agencies,G10AC00384,Mapping the Terraces of the Bull Creek Drainage of Beaver County Oklahoma,y,,
Alex Simms,7/1/10,6/30/13,"$91,087 ",Oklahoma State University,Institutes of higher education,AA-5-30220,Constraining the Deglaciation of the Antarctic Peninsula Using OSL Dated Beach Deposits,y,,
Alex Simms,7/1/10,9/30/12,"$123,084 ",Oklahoma State University,Institutes of higher education,AA-5-31560,New Approaches to Unraveling the Climatic and Sea-Level History of the Northwestern Gulf of Mexico,y,,
Alex Simms Ralph Archuleta,2/1/12,1/31/16,"$23,200 ",University of Southern California,Institutes of higher education,Y86552-L,SCEC4 Participation Project L: Collaborative Research: Documentation of Tsunami Deposits in the Carpinteria and Goleta Slough Estuaries: A signal of Great Earthquakes on the Pitas Point,y,,
Alexander Simms,8/6/12,4/1/13,"$2,409 ",US Department of Interior,Federal agencies,P12AC15060,Stream Terrace Mapping at Washita Battlefield National Historic Site,y,,
Arturo Keller,9/28/12,12/31/13,"$200,000 ",California EPA Water Control Board,"California state, municipal agencies",11-170-140,LA RWQCB Determination of natural sources,y,,
Arturo Keller,10/1/13,7/31/14,"$9,995 ",Electric Power Research Institute,"Private agency, foundation",00-10001423,"Publication on ""Use of InvEST to evaluate ecosystem services""",y,,
Arturo Keller,10/1/09,9/30/10,"$24,994 ",Electric Power Research Institute,"Private agency, foundation",20100411,Using WARMF to Support USDA Nutrient Trading Tool,y,,
Arturo Keller,8/1/12,4/30/13,"$18,681 ",Electric Power Research Institute,"Private agency, foundation",20130055,Developing InVEST to Mapping Ecosystem Services,y,,
Arturo Keller,1/19/09,12/31/09,"$5,000 ",Electric Power Research Institute,"Private agency, foundation",EP-P30858/C14313,Second Forum on Energy and Water Sustainability,y,,
Arturo Keller,1/1/10,12/31/11,"$106,000 ",Electric Power Research Institute,"Private agency, foundation",EP-P34405/C15680,Targeted Watersheds Grant for Water Quality Trading in Ohio River Basin,y,,
Arturo Keller,11/1/11,11/30/14,"$83,554 ",Electric Power Research Institute,"Private agency, foundation",EP-P42069/C18398,Modeling Nutrient Credit Calculations in Ohio River Basin,y,,
Arturo Keller,1/1/12,12/31/12,"$48,652 ",Electric Power Research Institute,"Private agency, foundation",EP-P42266/C18443,Scientific Basis for Water Quality Trading,y,,
