,Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5,filename
2537,200,pub.1071168715,10.3354/meps08595,,,Response of Pocillopora verrucosa to corallivory varies with environmental conditions,Marine Ecology Progress Series,,,6/23/10,2010,409,,51-63,All OA; Gold,Article,"Lenihan, HS; Edmunds, PJ",,"Lenihan, HS (); Edmunds, PJ ()",14,3,,1.63,https://www.int-res.com/articles/meps_oa/m409p051.pdf,https://app.dimensions.ai/details/publication/pub.1071168715,0602 Ecology; 0405 Oceanography; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology,Hunter-Stanton-Lenihan.csv
2538,400,pub.1006059264,10.1007/s00227-009-1372-1,24391245,PMC3873055,Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes of temperature and water flow,Marine Biology,,,2010-04,2010,157,4,887-897,All OA; Gold,Article,"Edmunds, Peter J.; Lenihan, Hunter S.","Edmunds, Peter J.","Edmunds, Peter J. (California State University, Northridge); Lenihan, Hunter S. (University of California, Santa Barbara)",11,2,0.07,1.03,https://link.springer.com/content/pdf/10.1007%2Fs00227-009-1372-1.pdf,https://app.dimensions.ai/details/publication/pub.1006059264,0602 Ecology,0602 Ecology,06 Biological Sciences,,,,Hunter-Stanton-Lenihan.csv
2539,400,pub.1055517116,10.1021/es902987d,20151631,,Stability and aggregation of metal oxide nanoparticles in natural aqueous matrices.,Environmental Science & Technology,,"Cerium; Fresh Water; Geologic Sediments; Metal Nanoparticles; Particle Size; Seawater; Titanium; Water Pollutants, Chemical; Zinc Oxide",3/15/10,2010,44,6,1962-7,Closed,Article,"Keller, Arturo A; Wang, Hongtao; Zhou, Dongxu; Lenihan, Hunter S; Cherr, Gary; Cardinale, Bradley J; Miller, Robert; Ji, Zhaoxia",,"Keller, Arturo A (University of California, Santa Barbara); Wang, Hongtao (); Zhou, Dongxu (); Lenihan, Hunter S (); Cherr, Gary (); Cardinale, Bradley J (); Miller, Robert (); Ji, Zhaoxia ()",775,179,27.4,99.83,,https://app.dimensions.ai/details/publication/pub.1055517116,0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,,Hunter-Stanton-Lenihan.csv
2540,100,pub.1068060246,10.1577/c08-026.1,,,A Management Strategy for Sedentary Nearshore Species that Uses Marine Protected Areas as a Reference,Marine and Coastal Fisheries,,,2010-01,2010,2010,2010,14-27,All OA; Gold,Article,"Wilson, Jono R.; Prince, Jeremy D.; Lenihan, Hunter S.",,"Wilson, Jono R. (); Prince, Jeremy D. (); Lenihan, Hunter S. ()",30,4,,,https://doi.org/10.1577/c08-026.1,https://app.dimensions.ai/details/publication/pub.1068060246,09 Engineering,09 Engineering,,,,,Hunter-Stanton-Lenihan.csv
2541,200,pub.1071168174,10.3354/meps08164,,,Success of constructed oyster reefs in no-harvest sanctuaries: implications for restoration,Marine Ecology Progress Series,,,9/4/09,2009,389,,159-170,All OA; Gold,Article,"Powers, SP; Peterson, CH; Grabowski, JH; Lenihan, HS",,"Powers, SP (); Peterson, CH (); Grabowski, JH (); Lenihan, HS ()",96,22,,10.7,https://www.int-res.com/articles/meps_oa/m389p159.pdf,https://app.dimensions.ai/details/publication/pub.1071168174,0602 Ecology; 0405 Oceanography; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology,Hunter-Stanton-Lenihan.csv
2542,300,pub.1001534943,10.1021/es8034544,19764201,,The University of California Center for the Environmental Implications of Nanotechnology.,Environmental Science & Technology,,California; Ecotoxicology; Environmental Health; Environmental Monitoring; Environmental Pollutants; Nanostructures; Nanotechnology; Research; Risk Assessment; Universities,2009-09,2009,43,17,6453-7,All OA; Gold,Article,"Godwin, Hilary A; Chopra, Kabir; Bradley, Kenneth A; Cohen, Yoram; Harthorn, Barbara Herr; Hoek, Eric M V; Holden, Patricia; Keller, Arturo A; Lenihan, Hunter S; Nisbet, Roger M; Nel, Andre E",,"Godwin, Hilary A (University of California Los Angeles); Chopra, Kabir (); Bradley, Kenneth A (); Cohen, Yoram (); Harthorn, Barbara Herr (); Hoek, Eric M V (); Holden, Patricia (); Keller, Arturo A (); Lenihan, Hunter S (); Nisbet, Roger M (); Nel, Andre E ()",42,4,1.25,,https://pubs.acs.org/doi/pdf/10.1021/es8034544,https://app.dimensions.ai/details/publication/pub.1001534943,,,,,,,Hunter-Stanton-Lenihan.csv
2543,400,pub.1035397332,10.1007/s00442-009-1390-1,19551410,,Imprint of past environmental regimes on structure and succession of a deep-sea hydrothermal vent community,Oecologia,,Acclimatization; Analysis of Variance; Animals; Ecosystem; Environment; Invertebrates; Pacific Ocean; Species Specificity; Temperature,2009-08,2009,161,2,387-400,Closed,Article,"Mullineaux, Lauren S.; Micheli, Fiorenza; Peterson, Charles H.; Lenihan, Hunter S.; Markus, Nilauro","Mullineaux, Lauren S.","Mullineaux, Lauren S. (Woods Hole Oceanographic Institution); Micheli, Fiorenza (Stanford University); Peterson, Charles H. (University of North Carolina at Chapel Hill); Lenihan, Hunter S. (University of California, Santa Barbara); Markus, Nilauro ()",8,1,0.09,0.71,,https://app.dimensions.ai/details/publication/pub.1035397332,0602 Ecology,0602 Ecology,06 Biological Sciences,,,,Hunter-Stanton-Lenihan.csv
2544,100,pub.1091745421,10.21236/ada514157,,,Assessing Withering Syndrome Resistance in California Black Abalone: Implications for Conservation and Restoration,,,,2009-01,2009,,,,"All OA; Green, Accepted & Submitted",Article,"Lenihan, Hunter S.",,"Lenihan, Hunter S. ()",0,0,,0,https://escholarship.org/content/qt7c39q78n/qt7c39q78n.pdf?t=lnrajk,https://app.dimensions.ai/details/publication/pub.1091745421,0602 Ecology,0602 Ecology,06 Biological Sciences,,,,Hunter-Stanton-Lenihan.csv
2609,400,pub.1017111762,10.1016/j.tree.2014.04.006,24875589,,"Fine-grain modeling of species’ response to climate change: holdouts, stepping-stones, and microrefugia",Trends in Ecology & Evolution,,Animal Distribution; Climate Change; Conservation of Natural Resources; Microclimate; Plant Dispersal,2014-07,2014,29,7,390-397,Closed,Article,"Hannah, Lee; Flint, Lorraine; Syphard, Alexandra D.; Moritz, Max A.; Buckley, Lauren B.; McCullough, Ian M.",,"Hannah, Lee (Conservation International); Flint, Lorraine (); Syphard, Alexandra D. (); Moritz, Max A. (University of California, Berkeley); Buckley, Lauren B. (University of Washington); McCullough, Ian M. (University of California, Santa Barbara)",130,63,2.9,21.21,,https://app.dimensions.ai/details/publication/pub.1017111762,0602 Ecology,0602 Ecology,06 Biological Sciences,,,,Lee-Hannah.csv
2610,100,pub.1042923903,10.1111/conl.12066,,,Climate‐Smart Landscapes: Opportunities and Challenges for Integrating Adaptation and Mitigation in Tropical Agriculture,Conservation Letters,,,2014-03,2014,7,2,77-90,All OA; Gold,Article,"Harvey, Celia A.; Chacón, Mario; Donatti, Camila I.; Garen, Eva; Hannah, Lee; Andrade, Angela; Bede, Lucio; Brown, Douglas; Calle, Alicia; Chará, Julian; Clement, Christopher; Gray, Elizabeth; Hoang, Minh Ha; Minang, Peter; Rodríguez, Ana María; Seeberg‐Elverfeldt, Christina; Semroc, Bambi; Shames, Seth; Smukler, Sean; Somarriba, Eduardo; Torquebiau, Emmanuel; Etten, Jacob; Wollenberg, Eva",,"Harvey, Celia A. (Conservation International); Chacón, Mario (Conservation International); Donatti, Camila I. (Conservation International); Garen, Eva (Conservation International; Yale University); Hannah, Lee (Conservation International); Andrade, Angela (); Bede, Lucio (); Brown, Douglas (); Calle, Alicia (Yale University); Chará, Julian (Centro para la Investigación en Sistemas Sostenibles de Producción Agropecuaria); Clement, Christopher (University of Vermont); Gray, Elizabeth (The Nature Conservancy); Hoang, Minh Ha (World Agroforestry Centre); Minang, Peter (World Agroforestry Centre); Rodríguez, Ana María (Conservation International); Seeberg‐Elverfeldt, Christina (Food and Agriculture Organization of the United Nations; Federal Ministry of Economic Cooperation and Development); Semroc, Bambi (Conservation International); Shames, Seth (); Smukler, Sean (University of British Columbia); Somarriba, Eduardo (Centro Agronomico Tropical De Investigacion Y Ensenanza Catie); Torquebiau, Emmanuel (); Etten, Jacob (); Wollenberg, Eva (University of Vermont)",117,51,,25.47,https://onlinelibrary.wiley.com/doi/pdf/10.1111/conl.12066,https://app.dimensions.ai/details/publication/pub.1042923903,0501 Ecological Applications; 0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,0502 Environmental Science and Management,,,Lee-Hannah.csv
2611,400,pub.1009120298,10.1371/journal.pone.0072590,23991125,PMC3749124,Global Climate Change Adaptation Priorities for Biodiversity and Food Security,PLoS ONE,,Agriculture; Biodiversity; Climate Change; Food Supply; Species Specificity,8/21/13,2013,8,8,e72590,All OA; Gold,Article,"Hannah, Lee; Ikegami, Makihiko; Hole, David G.; Seo, Changwan; Butchart, Stuart H. M.; Peterson, A. Townsend; Roehrdanz, Patrick R.",,"Hannah, Lee (Conservation International; University of California, Santa Barbara); Ikegami, Makihiko (Lincoln University); Hole, David G. (Conservation International; Durham University); Seo, Changwan (Seoul National University); Butchart, Stuart H. M. (BirdLife international); Peterson, A. Townsend (University of Kansas); Roehrdanz, Patrick R. (University of California, Santa Barbara)",18,7,0.16,10.7,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0072590&type=printable,https://app.dimensions.ai/details/publication/pub.1009120298,1402 Applied Economics,1402 Applied Economics,14 Economics,,,,Lee-Hannah.csv
2612,200,pub.1022544688,10.1073/pnas.1308923110,24137631,PMC3746900,Reply to van Leeuwen et al.: Planning for agricultural adaptation to climate change and its consequences for conservation,Proceedings of the National Academy of Sciences,,"Agriculture; Climate Change; Conservation of Natural Resources; Ecosystem; Models, Biological; Vitis; Wine",8/13/13,2013,110,33,e3053-e3053,All OA; Gold,Article,"Hannah, Lee; Roehrdanz, Patrick R.; Ikegami, Makihiko; Shepard, Anderson V.; Shaw, M. Rebecca; Tabor, Gary; Zhi, Lu; Marquet, Pablo A.; Hijmans, Robert J.",,"Hannah, Lee (Conservation International; University of California, Santa Barbara); Roehrdanz, Patrick R. (University of California, Santa Barbara); Ikegami, Makihiko (University of California, Santa Barbara); Shepard, Anderson V. (University of California, Santa Barbara); Shaw, M. Rebecca (); Tabor, Gary (Center for Large Landscape Conservation); Zhi, Lu (Peking University); Marquet, Pablo A. (Pontifical Catholic University of Chile; Santa Fe Institute); Hijmans, Robert J. (University of California, Davis)",2,0,0,,http://www.pnas.org/content/110/33/E3053.full.pdf,https://app.dimensions.ai/details/publication/pub.1022544688,,,,,,,Lee-Hannah.csv
2613,400,pub.1053546277,10.1073/pnas.1210127110,23569231,PMC3637704,"Climate change, wine, and conservation",Proceedings of the National Academy of Sciences,,"Agriculture; Climate Change; Conservation of Natural Resources; Ecosystem; Fresh Water; Mediterranean Region; Models, Biological; Vitis; Wine",4/23/13,2013,110,17,6907-6912,"All OA; Green, Published",Article,"Hannah, Lee; Roehrdanz, Patrick R.; Ikegami, Makihiko; Shepard, Anderson V.; Shaw, M. Rebecca; Tabor, Gary; Zhi, Lu; Marquet, Pablo A.; Hijmans, Robert J.",,"Hannah, Lee (University of California, Santa Barbara); Roehrdanz, Patrick R. (University of California, Santa Barbara); Ikegami, Makihiko (University of California, Santa Barbara); Shepard, Anderson V. (University of California, Santa Barbara); Shaw, M. Rebecca (); Tabor, Gary (Center for Large Landscape Conservation); Zhi, Lu (Peking University); Marquet, Pablo A. (Pontifical Catholic University of Chile); Hijmans, Robert J. (University of California, Davis)",234,88,4.36,36.26,http://europepmc.org/articles/pmc3637704?pdf=render,https://app.dimensions.ai/details/publication/pub.1053546277,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0501 Ecological Applications,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0501 Ecological Applications,05 Environmental Sciences,Lee-Hannah.csv
2614,400,pub.1039725588,10.1111/gcb.12051,23504785,,Modeling plant species distributions under future climates: how fine scale do climate projections need to be?,Global Change Biology,,Biodiversity; California; Climate Change; Forecasting; Plants,2013-02,2013,19,2,473-483,"All OA; Green, Published",Article,"Franklin, Janet; Davis, Frank W.; Ikegami, Makihiko; Syphard, Alexandra D.; Flint, Lorraine E.; Flint, Alan L.; Hannah, Lee",,"Franklin, Janet (Arizona State University); Davis, Frank W. (University of California, Santa Barbara); Ikegami, Makihiko (University of California, Santa Barbara); Syphard, Alexandra D. (); Flint, Lorraine E. (); Flint, Alan L. (); Hannah, Lee (University of California, Santa Barbara; Conservation International)",188,69,3.15,35.16,https://escholarship.org/content/qt75k42636/qt75k42636.pdf?t=nyj16p,https://app.dimensions.ai/details/publication/pub.1039725588,0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,,Lee-Hannah.csv
2615,400,pub.1027143484,10.1007/s00267-012-9893-7,22773068,PMC3410031,The Adaptation for Conservation Targets (ACT) Framework: A Tool for Incorporating Climate Change into Natural Resource Management,Environmental Management,,Climate Change; Conservation of Natural Resources; Ecosystem; Forecasting; Goals; Rivers; United States; Water Supply,2012-09,2012,50,3,341-351,All OA; Gold,Article,"Cross, Molly S.; Zavaleta, Erika S.; Bachelet, Dominique; Brooks, Marjorie L.; Enquist, Carolyn A. F.; Fleishman, Erica; Graumlich, Lisa J.; Groves, Craig R.; Hannah, Lee; Hansen, Lara; Hayward, Greg; Koopman, Marni; Lawler, Joshua J.; Malcolm, Jay; Nordgren, John; Petersen, Brian; Rowland, Erika L.; Scott, Daniel; Shafer, Sarah L.; Shaw, M. Rebecca; Tabor, Gary M.",,"Cross, Molly S. (Wildlife Conservation Society); Zavaleta, Erika S. (University of California, Santa Cruz); Bachelet, Dominique (); Brooks, Marjorie L. (Southern Illinois University System); Enquist, Carolyn A. F. (Wildlife Society); Fleishman, Erica (University of California, Santa Barbara; University of California, Davis); Graumlich, Lisa J. (University of Washington); Groves, Craig R. (The Nature Conservancy); Hannah, Lee (Conservation International); Hansen, Lara (); Hayward, Greg (); Koopman, Marni (); Lawler, Joshua J. (); Malcolm, Jay (University of Toronto); Nordgren, John (Kresge Foundation); Petersen, Brian (Michigan State University); Rowland, Erika L. (Wildlife Conservation Society); Scott, Daniel (University of Waterloo); Shafer, Sarah L. (United States Geological Survey); Shaw, M. Rebecca (); Tabor, Gary M. (Center for Large Landscape Conservation)",64,12,0.76,10.31,https://link.springer.com/content/pdf/10.1007%2Fs00267-012-9893-7.pdf,https://app.dimensions.ai/details/publication/pub.1027143484,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences,Lee-Hannah.csv
2616,400,pub.1047016462,10.1111/j.1523-1739.2012.01838.x,22497442,,Climate Change and the Cost of Conserving Species in Madagascar,Conservation Biology,,"Climate Change; Conservation of Natural Resources; Ecosystem; Madagascar; Models, Biological; Plants; Time Factors",2012-06,2012,26,3,408-419,"All OA; Green, Accepted & Submitted",Article,"BUSCH, JONAH; DAVE, RADHIKA; HANNAH, LEE; CAMERON, ALISON; RASOLOHERY, ANDRIAMBOLANTSOA; ROEHRDANZ, PATRICK; SCHATZ, GEORGE",,"BUSCH, JONAH (Conservation International); DAVE, RADHIKA (Conservation International); HANNAH, LEE (Conservation International); CAMERON, ALISON (); RASOLOHERY, ANDRIAMBOLANTSOA (); ROEHRDANZ, PATRICK (University of California, Santa Barbara); SCHATZ, GEORGE (Missouri Botanical Garden)",12,2,0.23,2.01,https://pure.qub.ac.uk/portal/files/2562155/Busch_Climate_change_and_the_cost_of_conserving_species_in_Madagascar_ConsBiol_2012.pdf,https://app.dimensions.ai/details/publication/pub.1047016462,0602 Ecology; 0705 Forestry Sciences; 0501 Ecological Applications; 0502 Environmental Science and Management,0602 Ecology,0705 Forestry Sciences,0501 Ecological Applications,06 Biological Sciences,05 Environmental Sciences,Lee-Hannah.csv
2617,200,pub.1026907118,10.1111/j.1523-1739.2012.01862.x,22594592,,Introduction,Conservation Biology,,"California; Climate Change; Conservation of Natural Resources; Madagascar; Models, Biological; South Africa",2012-06,2012,26,3,385-385,Closed,Article,"Andelman, Sandy; Hannah, Lee; Shaw, Rebecca",,"Andelman, Sandy (Conservation International); Hannah, Lee (Conservation International); Shaw, Rebecca ()",0,0,0,,,https://app.dimensions.ai/details/publication/pub.1026907118,05 Environmental Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,Lee-Hannah.csv
2618,100,pub.1087459636,10.5822/978-1-61091-203-7_7,,,"Cape Floristic Region, South Africa",,Climate and Conservation,,2012,2012,,,80-91,Closed,Chapter,"Hannah, Lee; Panitz, Dave; Midgley, Guy",,"Hannah, Lee (); Panitz, Dave (); Midgley, Guy (South African National Biodiversity Institute)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1087459636,0502 Environmental Science and Management; 0603 Evolutionary Biology,06 Biological Sciences,05 Environmental Sciences,0502 Environmental Science and Management,0603 Evolutionary Biology,,Lee-Hannah.csv
2619,100,pub.1087459599,10.5822/978-1-61091-182-5_6,,,First Extinctions on Land,,Saving a Million Species,,2012,2012,,,89-101,Closed,Chapter,"McMenamin, Sarah K.; Hannah, Lee","McMenamin, Sarah K.","McMenamin, Sarah K. (University of Washington); Hannah, Lee (University of California, Santa Barbara)",1,1,,0.14,,https://app.dimensions.ai/details/publication/pub.1087459599,0602 Ecology; 0699 Other Biological Sciences; 0603 Evolutionary Biology; 0502 Environmental Science and Management,0602 Ecology,0699 Other Biological Sciences,0603 Evolutionary Biology,06 Biological Sciences,05 Environmental Sciences,Lee-Hannah.csv
2620,100,pub.1087459596,10.5822/978-1-61091-182-5_3,,,"Climate Change, Extinction Risk, and Public Policy",,Saving a Million Species,,2012,2012,,,29-38,Closed,Chapter,"Mawdsley, Jonathan; Midgley, Guy; Hannah, Lee","Mawdsley, Jonathan","Mawdsley, Jonathan (); Midgley, Guy (South African National Biodiversity Institute); Hannah, Lee (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1087459596,1605 Policy and Administration,1605 Policy and Administration,16 Studies in Human Society,,,,Lee-Hannah.csv
2621,100,pub.1087459595,10.5822/978-1-61091-182-5_20,,,Saving a Million Species,,Saving a Million Species,,2012,2012,,,389-394,Closed,Chapter,"Hannah, Lee","Hannah, Lee","Hannah, Lee (University of California, Santa Barbara)",1,0,,0.13,,https://app.dimensions.ai/details/publication/pub.1087459595,0699 Other Biological Sciences; 0502 Environmental Science and Management,0699 Other Biological Sciences,06 Biological Sciences,05 Environmental Sciences,0502 Environmental Science and Management,,Lee-Hannah.csv
2622,100,pub.1087459583,10.5822/978-1-61091-182-5_1,,,Are a Million Species at Risk?,,Saving a Million Species,,2012,2012,,,9-Mar,Closed,Chapter,"Hannah, Lee","Hannah, Lee","Hannah, Lee (University of California, Santa Barbara)",4,1,,0.68,,https://app.dimensions.ai/details/publication/pub.1087459583,0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,,Lee-Hannah.csv
2623,100,pub.1025011034,10.1007/s10584-011-0307-2,,,The impact of climate change on California timberlands,Climatic Change,,,2011-12,2011,109,Suppl 1,429-443,"All OA; Green, Accepted & Submitted",Article,"Hannah, L.; Costello, C.; Guo, C.; Ries, L.; Kolstad, C.; Panitz, D.; Snider, N.","Hannah, L.","Hannah, L. (Conservation International; University of California, Santa Barbara); Costello, C. (University of California, Santa Barbara); Guo, C. (University of California, Santa Barbara); Ries, L. (University of California, Santa Barbara); Kolstad, C. (University of California, Santa Barbara); Panitz, D. (University of California, Santa Barbara); Snider, N. (University of California, Santa Barbara)",6,0,,0.99,http://hdl.handle.net/10.1007/s10584-011-0307-2,https://app.dimensions.ai/details/publication/pub.1025011034,0502 Environmental Science and Management; 0699 Other Biological Sciences; 0501 Ecological Applications; 1402 Applied Economics,0502 Environmental Science and Management,14 Economics,0699 Other Biological Sciences,0501 Ecological Applications,1402 Applied Economics,Lee-Hannah.csv
2624,200,pub.1042834013,10.1111/j.1523-1739.2011.01648.x,21410532,,Lessons from Finance for New Land‐Conservation Strategies Given Climate‐Change Uncertainty,Conservation Biology,,Animals; Biodiversity; Climate Change; Conservation of Natural Resources; Decision Making; Uncertainty,2011-04,2011,25,2,412-414,Closed,Article,"ANDO, AMY W.; HANNAH, LEE",,"ANDO, AMY W. (University of Illinois at Urbana Champaign); HANNAH, LEE (University of California, Santa Barbara)",8,1,0.06,,,https://app.dimensions.ai/details/publication/pub.1042834013,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,Lee-Hannah.csv
2625,100,pub.1013168890,10.1007/978-3-642-05383-2_16,,,"Conservation, climate change, and tropical forests",,Tropical Rainforest Responses to Climatic Change,,2011,2011,,,431-443,Closed,Chapter,"Hannah, L.; Lovejoy, T.","Hannah, L.","Hannah, L. (Conservation International; University of California, Santa Barbara); Lovejoy, T. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1013168890,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences,Lee-Hannah.csv
2626,100,pub.1001808014,10.1007/978-3-642-05383-2_15,,,Modeling future effects of climate change on tropical forests,,Tropical Rainforest Responses to Climatic Change,,2011,2011,,,411-429,Closed,Chapter,"Hannah, L.; Betts, R. A.; Shugart, H. H.","Hannah, L.","Hannah, L. (Conservation International; University of California, Santa Barbara); Betts, R. A. (Met Office); Shugart, H. H. (University of Virginia)",2,0,,0.2,,https://app.dimensions.ai/details/publication/pub.1001808014,0699 Other Biological Sciences; 0602 Ecology,0699 Other Biological Sciences,0602 Ecology,06 Biological Sciences,,,Lee-Hannah.csv
2627,100,pub.1043330503,10.1111/j.1600-0587.2009.06000.x,,,BioMove – an integrated platform simulating the dynamic response of species to environmental change,Ecography,,,2010-05,2010,33,3,612-616,All OA; Gold,Article,"Midgley, Guy F.; Davies, Ian D.; Albert, Cécile H.; Altwegg, Res; Hannah, Lee; Hughes, Gregory O.; O'Halloran, Lydia R.; Seo, Changwan; Thorne, James H.; Thuiller, Wilfried",,"Midgley, Guy F. (); Davies, Ian D. (); Albert, Cécile H. (); Altwegg, Res (); Hannah, Lee (University of California, Santa Barbara); Hughes, Gregory O. (University of California, Santa Barbara); O'Halloran, Lydia R. (University of California, Santa Barbara); Seo, Changwan (University of California, Santa Barbara); Thorne, James H. (University of California, Santa Barbara); Thuiller, Wilfried ()",81,10,,9.15,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1600-0587.2009.06000.x,https://app.dimensions.ai/details/publication/pub.1043330503,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences,Lee-Hannah.csv
2628,100,pub.1051162330,10.1890/070146,,,Resource management in a changing and uncertain climate,Frontiers in Ecology and the Environment,,,2010-02,2010,8,1,35-43,Closed,Article,"Lawler, Joshua J; Tear, Timothy H; Pyke, Chris; Shaw, M Rebecca; Gonzalez, Patrick; Kareiva, Peter; Hansen, Lara; Hannah, Lee; Klausmeyer, Kirk; Aldous, Allison; Bienz, Craig; Pearsall, Sam",,"Lawler, Joshua J (University of Washington); Tear, Timothy H (The Nature Conservancy); Pyke, Chris (); Shaw, M Rebecca (The Nature Conservancy); Gonzalez, Patrick (The Nature Conservancy); Kareiva, Peter (The Nature Conservancy); Hansen, Lara (); Hannah, Lee (); Klausmeyer, Kirk (The Nature Conservancy); Aldous, Allison (The Nature Conservancy); Bienz, Craig (); Pearsall, Sam (The Nature Conservancy)",115,15,,13.51,,https://app.dimensions.ai/details/publication/pub.1051162330,0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,,Lee-Hannah.csv
2629,400,pub.1044496300,10.1098/rsbl.2008.0476,18986960,PMC2657743,Scale effects in species distribution models: implications for conservation planning under climate change,Biology Letters,,"Biodiversity; California; Conservation of Natural Resources; Greenhouse Effect; Linear Models; Models, Biological; Neural Networks (Computer); Population Density; Trees",2/23/09,2009,5,1,39-43,"All OA; Green, Published",Article,"Seo, Changwan; Thorne, James H; Hannah, Lee; Thuiller, Wilfried",,"Seo, Changwan (); Thorne, James H (University of California, Davis); Hannah, Lee (University of California, Santa Barbara); Thuiller, Wilfried (Laboratoire d'Écologie Alpine)",139,36,1.28,,http://europepmc.org/articles/pmc2657743?pdf=render,https://app.dimensions.ai/details/publication/pub.1044496300,06 Biological Sciences,06 Biological Sciences,,,,,Lee-Hannah.csv
2630,200,pub.1015819587,10.1088/1755-1307/6/31/312006,,,"Towards an adaptive management framework for climate change across species, sites and land/seascapes",IOP Conference Series Earth and Environmental Science,,,2/1/09,2009,6,31,312006,All OA; Gold,Article,"Hole, David; Turner, W; Brooks, T; Willis, S; Huntley, B; Hannah, L; Butchart, S; Donald, P",,"Hole, David (Conservation International; Durham University); Turner, W (Conservation International); Brooks, T (Conservation International); Willis, S (Durham University); Huntley, B (Durham University); Hannah, L (Conservation International); Butchart, S (BirdLife international); Donald, P (Royal Society for the Protection of Birds)",1,0,,,http://iopscience.iop.org/article/10.1088/1755-1307/6/31/312006/pdf,https://app.dimensions.ai/details/publication/pub.1015819587,,,,,,,Lee-Hannah.csv
2631,200,pub.1013882071,10.1088/1755-1307/6/31/312005,,,Ensuring biodiversity security in the face of climate change,IOP Conference Series Earth and Environmental Science,,,2/1/09,2009,6,31,312005,All OA; Gold,Article,"Andelman, Sandy; Midgley, G; Polasky, S; Bode, M; Busch, J; Hannah, L; Marquet, P; Panitz, D; Reyers, B; Shaw, R; Wise, R",,"Andelman, Sandy (Conservation International); Midgley, G (South African National Biodiversity Institute); Polasky, S (University of Minnesota); Bode, M (University of Melbourne); Busch, J (Conservation International); Hannah, L (Conservation International); Marquet, P (); Panitz, D (University of California, Santa Barbara); Reyers, B (Council for Scientific and Industrial Research); Shaw, R (The Nature Conservancy); Wise, R (Council for Scientific and Industrial Research)",0,0,,,http://iopscience.iop.org/article/10.1088/1755-1307/6/31/312005/pdf,https://app.dimensions.ai/details/publication/pub.1013882071,,,,,,,Lee-Hannah.csv
2664,200,pub.1059637327,10.1093/gji/ggu241,,,"Coseismic and potential early afterslip distribution of the 2009 Mw 6.3 L'Aquila, Italy earthquake",Geophysical Journal International,,,10/1/14,2014,199,1,23-40,All OA; Gold,Article,"Yano, Tomoko E.; Shao, Guangfu; Liu, Qiming; Ji, Chen; Archuleta, Ralph J.",,"Yano, Tomoko E. (); Shao, Guangfu (); Liu, Qiming (); Ji, Chen (); Archuleta, Ralph J. ()",11,5,,2.23,https://academic.oup.com/gji/article-pdf/199/1/23/2152897/ggu241.pdf,https://app.dimensions.ai/details/publication/pub.1059637327,0909 Geomatic Engineering; 0403 Geology; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0403 Geology,04 Earth Sciences,0404 Geophysics,Ralph-J-Archuleta.csv
