,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Mark A Brzezinski. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
21,100,pub.1022778683,10.1016/j.marchem.2015.04.005,,,The GEOTRACES Intermediate Data Product 2014,Marine Chemistry,,,2015-12,2015,177,,1-8,All OA; Gold,Article,"Group, The GEOTRACES; Mawji, Edward; Schlitzer, Reiner; Dodas, Elena Masferrer; Abadie, Cyril; Abouchami, Wafa; Anderson, Robert F.; Baars, Oliver; Bakker, Karel; Baskaran, Mark; Bates, Nicholas R.; Bluhm, Katrin; Bowie, Andrew; Bown, Johann; Boye, Marie; Boyle, Edward A.; Branellec, Pierre; Bruland, Kenneth W.; Brzezinski, Mark A.; Bucciarelli, Eva; Buesseler, Ken; Butler, Edward; Cai, Pinghe; Cardinal, Damien; Casciotti, Karen; Chaves, Joaquin; Cheng, Hai; Chever, Fanny; Church, Thomas M.; Colman, Albert S.; Conway, Tim M.; Croot, Peter L.; Cutter, Gregory A.; de Baar, Hein J.W.; de Souza, Gregory F.; Dehairs, Frank; Deng, Feifei; Dieu, Huong Thi; Dulaquais, Gabriel; Echegoyen-Sanz, Yolanda; Edwards, R. Lawrence; Fahrbach, Eberhard; Fitzsimmons, Jessica; Fleisher, Martin; Frank, Martin; Friedrich, Jana; Fripiat, François; Galer, Stephen J.G.; Gamo, Toshitaka; Solsona, Ester Garcia; Gerringa, Loes J.A.; Godoy, José Marcus; Gonzalez, Santiago; Grossteffan, Emilie; Hatta, Mariko; Hayes, Christopher T.; Heller, Maija Iris; Henderson, Gideon; Huang, Kuo-Fang; Jeandel, Catherine; Jenkins, William J.; John, Seth; Kenna, Timothy C.; Klunder, Maarten; Kretschmer, Sven; Kumamoto, Yuichiro; Laan, Patrick; Labatut, Marie; Lacan, Francois; Lam, Phoebe J.; Lannuzel, Delphine; le Moigne, Frederique; Lechtenfeld, Oliver J.; Lohan, Maeve C.; Lu, Yanbin; Masqué, Pere; McClain, Charles R.; Measures, Christopher; Middag, Rob; Moffett, James; Navidad, Alicia; Nishioka, Jun; Noble, Abigail; Obata, Hajime; Ohnemus, Daniel C.; Owens, Stephanie; Planchon, Frédéric; Pradoux, Catherine; Puigcorbé, Viena; Quay, Paul; Radic, Amandine; Rehkämper, Mark; Remenyi, Tomas; Rijkenberg, Micha J.A.; Rintoul, Stephen; Robinson, Laura F.; Roeske, Tobias; Rosenberg, Mark; van der Loeff, Michiel Rutgers; Ryabenko, Evgenia; Saito, Mak A.; Roshan, Saeed; Salt, Lesley; Sarthou, Géraldine; Schauer, Ursula; Scott, Peter; Sedwick, Peter N.; Sha, Lijuan; Shiller, Alan M.; Sigman, Daniel M.; Smethie, William; Smith, Geoffrey J.; Sohrin, Yoshiki; Speich, Sabrina; Stichel, Torben; Stutsman, Johnny; Swift, James H.; Tagliabue, Alessandro; Thomas, Alexander; Tsunogai, Urumu; Twining, Benjamin S.; van Aken, Hendrik M.; van Heuven, Steven; van Ooijen, Jan; van Weerlee, Evaline; Venchiarutti, Celia; Voelker, Antje H.L.; Wake, Bronwyn; Warner, Mark J.; Woodward, E. Malcolm S.; Wu, Jingfeng; Wyatt, Neil; Yoshikawa, Hisayuki; Zheng, Xin-Yuan; Xue, Zichen; Zieringer, Moritz; Zimmer, Louise A.","Schlitzer, Reiner","Group, The GEOTRACES (); Mawji, Edward (British Oceanographic Data Centre); Schlitzer, Reiner (Alfred Wegener Institute for Polar and Marine Research); Dodas, Elena Masferrer (Laboratoire d’Etudes en Géophysique et Océanographie Spatiales); Abadie, Cyril (Laboratoire d’Etudes en Géophysique et Océanographie Spatiales); Abouchami, Wafa (Max Planck Institute for Chemistry); Anderson, Robert F. (Lamont-Doherty Earth Observatory); Baars, Oliver (Princeton University); Bakker, Karel (Royal Netherlands Institute for Sea Research); Baskaran, Mark (Wayne State University); Bates, Nicholas R. (Bermuda Institute of Ocean Sciences); Bluhm, Katrin (GEOMAR Helmholtz Centre for Ocean Research Kiel); Bowie, Andrew (University of Tasmania); Bown, Johann (European Institute for Marine Studies); Boye, Marie (European Institute for Marine Studies); Boyle, Edward A. (Massachusetts Institute of Technology); Branellec, Pierre (French Research Institute for Exploitation of the Sea); Bruland, Kenneth W. (University of California, Santa Cruz); Brzezinski, Mark A. (University of California, Santa Barbara); Bucciarelli, Eva (Laboratoire des Sciences de l'Environnement Marin); Buesseler, Ken (Woods Hole Oceanographic Institution); Butler, Edward (Australian Institute of Marine Science); Cai, Pinghe (Xiamen University); Cardinal, Damien (Sorbonne University); Casciotti, Karen (Woods Hole Oceanographic Institution); Chaves, Joaquin (Goddard Space Flight Center); Cheng, Hai (Xi'an Jiaotong University); Chever, Fanny (); Church, Thomas M. (University of Delaware); Colman, Albert S. (); Conway, Tim M. (University of South Carolina); Croot, Peter L. (National University of Ireland, Galway); Cutter, Gregory A. (Old Dominion University); de Baar, Hein J.W. (Royal Netherlands Institute for Sea Research); de Souza, Gregory F. (Swiss Federal Institute of Technology in Zurich); Dehairs, Frank (Vrije Universiteit Brussel); Deng, Feifei (University of Oxford); Dieu, Huong Thi (Kyoto University); Dulaquais, Gabriel (European Institute for Marine Studies); Echegoyen-Sanz, Yolanda (Massachusetts Institute of Technology); Edwards, R. Lawrence (University of Minnesota); Fahrbach, Eberhard (Alfred Wegener Institute for Polar and Marine Research); Fitzsimmons, Jessica (Massachusetts Institute of Technology); Fleisher, Martin (Lamont-Doherty Earth Observatory); Frank, Martin (GEOMAR Helmholtz Centre for Ocean Research Kiel); Friedrich, Jana (Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research); Fripiat, François (Vrije Universiteit Brussel); Galer, Stephen J.G. (Max Planck Institute for Chemistry); Gamo, Toshitaka (University of Tokyo); Solsona, Ester Garcia (Autonomous University of Barcelona); Gerringa, Loes J.A. (Royal Netherlands Institute for Sea Research); Godoy, José Marcus (Pontifical Catholic University of Rio de Janeiro); Gonzalez, Santiago (Royal Netherlands Institute for Sea Research); Grossteffan, Emilie (European Institute for Marine Studies); Hatta, Mariko (University of Hawaii at Manoa); Hayes, Christopher T. (Lamont-Doherty Earth Observatory); Heller, Maija Iris (University of California, Santa Cruz); Henderson, Gideon (University of Oxford); Huang, Kuo-Fang (Academia Sinica); Jeandel, Catherine (Laboratoire d’Etudes en Géophysique et Océanographie Spatiales); Jenkins, William J. (Woods Hole Oceanographic Institution); John, Seth (University of South Carolina); Kenna, Timothy C. (Lamont-Doherty Earth Observatory); Klunder, Maarten (Royal Netherlands Institute for Sea Research); Kretschmer, Sven (Alfred Wegener Institute for Polar and Marine Research); Kumamoto, Yuichiro (Japan Agency for Marine-Earth Science and Technology); Laan, Patrick (Royal Netherlands Institute for Sea Research); Labatut, Marie (Laboratoire d’Etudes en Géophysique et Océanographie Spatiales); Lacan, Francois (Laboratoire d’Etudes en Géophysique et Océanographie Spatiales); Lam, Phoebe J. (University of California, Santa Cruz); Lannuzel, Delphine (University of Tasmania); le Moigne, Frederique (National Oceanography Centre); Lechtenfeld, Oliver J. (Alfred Wegener Institute for Polar and Marine Research); Lohan, Maeve C. (Plymouth University); Lu, Yanbin (University of Minnesota); Masqué, Pere (Autonomous University of Barcelona); McClain, Charles R. (Goddard Space Flight Center); Measures, Christopher (University of Hawaii at Manoa); Middag, Rob (University of Otago); Moffett, James (University of Southern California); Navidad, Alicia (CSIRO Marine and Atmospheric Research); Nishioka, Jun (Hokkaido University); Noble, Abigail (Gradient (United States)); Obata, Hajime (University of Tokyo); Ohnemus, Daniel C. (Bigelow Laboratory For Ocean Sciences); Owens, Stephanie (Woods Hole Oceanographic Institution); Planchon, Frédéric (Laboratoire des Sciences de l'Environnement Marin); Pradoux, Catherine (Laboratoire d’Etudes en Géophysique et Océanographie Spatiales); Puigcorbé, Viena (Autonomous University of Barcelona); Quay, Paul (University of Washington); Radic, Amandine (Laboratoire d’Etudes en Géophysique et Océanographie Spatiales); Rehkämper, Mark (Imperial College London); Remenyi, Tomas (University of Tasmania); Rijkenberg, Micha J.A. (Royal Netherlands Institute for Sea Research); Rintoul, Stephen (); Robinson, Laura F. (University of Bristol; Woods Hole Oceanographic Institution); Roeske, Tobias (Alfred Wegener Institute for Polar and Marine Research); Rosenberg, Mark (); van der Loeff, Michiel Rutgers (Alfred Wegener Institute for Polar and Marine Research); Ryabenko, Evgenia (GEOMAR Helmholtz Centre for Ocean Research Kiel); Saito, Mak A. (Woods Hole Oceanographic Institution); Roshan, Saeed (University of Miami); Salt, Lesley (Royal Netherlands Institute for Sea Research); Sarthou, Géraldine (European Institute for Marine Studies); Schauer, Ursula (Alfred Wegener Institute for Polar and Marine Research); Scott, Peter (University of Oxford); Sedwick, Peter N. (Old Dominion University); Sha, Lijuan (Xi'an Jiaotong University); Shiller, Alan M. (); Sigman, Daniel M. (Princeton University); Smethie, William (Lamont-Doherty Earth Observatory); Smith, Geoffrey J. (University of California, Santa Cruz); Sohrin, Yoshiki (Kyoto University); Speich, Sabrina (University of Western Brittany); Stichel, Torben (University of Southampton); Stutsman, Johnny (University of Washington); Swift, James H. (University of California, San Diego); Tagliabue, Alessandro (University of Liverpool); Thomas, Alexander (University of Edinburgh); Tsunogai, Urumu (Nagoya University); Twining, Benjamin S. (Bigelow Laboratory For Ocean Sciences); van Aken, Hendrik M. (Royal Netherlands Institute for Sea Research); van Heuven, Steven (University of Groningen); van Ooijen, Jan (Royal Netherlands Institute for Sea Research); van Weerlee, Evaline (Royal Netherlands Institute for Sea Research); Venchiarutti, Celia (Alfred Wegener Institute for Polar and Marine Research); Voelker, Antje H.L. (Portuguese Sea and Atmosphere Institute); Wake, Bronwyn (European Institute for Marine Studies); Warner, Mark J. (University of Washington); Woodward, E. Malcolm S. (Plymouth Marine Laboratory); Wu, Jingfeng (University of Miami); Wyatt, Neil (Plymouth University); Yoshikawa, Hisayuki (Hokkaido University); Zheng, Xin-Yuan (University of Oxford); Xue, Zichen (Imperial College London); Zieringer, Moritz (GEOMAR Helmholtz Centre for Ocean Research Kiel); Zimmer, Louise A. (Old Dominion University)",98,47,,16.39,https://doi.org/10.1016/j.marchem.2015.04.005,https://app.dimensions.ai/details/publication/pub.1022778683,0405 Oceanography; 0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences,0405 Oceanography,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences
22,100,pub.1010447357,10.1016/j.epsl.2015.10.025,,,Distal and proximal controls on the silicon stable isotope signature of North Atlantic Deep Water,Earth and Planetary Science Letters,,,2015-12,2015,432,Geochim. Cosmochim. Acta 127 2014,342-353,"All OA; Green, Published",Article,"de Souza, Gregory F.; Slater, Richard D.; Hain, Mathis P.; Brzezinski, Mark A.; Sarmiento, Jorge L.","de Souza, Gregory F.","de Souza, Gregory F. (Princeton University; Swiss Federal Institute of Technology in Zurich); Slater, Richard D. (Princeton University); Hain, Mathis P. (); Brzezinski, Mark A. (University of California, Santa Barbara); Sarmiento, Jorge L. (Princeton University)",7,5,,1.11,https://www.research-collection.ethz.ch/bitstream/20.500.11850/261833.1/1/desouza_etal_2015_authorversion_withfigures.pdf,https://app.dimensions.ai/details/publication/pub.1010447357,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
23,400,pub.1035898488,10.1002/lom3.10049,26793033,PMC4715898,"Quantifying diatom silicification with the fluorescent dye, PDMPO",Limnology and Oceanography Methods,,,2015-10,2015,13,10,587-599,All OA; Gold,Article,"McNair, Heather M.; Brzezinski, Mark A.; Krause, Jeffrey W.",,"McNair, Heather M. (); Brzezinski, Mark A. (University of California, Santa Barbara); Krause, Jeffrey W. (University of California, Santa Barbara)",5,4,0.08,0.74,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.1002/lom3.10049,https://app.dimensions.ai/details/publication/pub.1035898488,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
24,100,pub.1038028367,10.1002/2015jc010829,,,Enhanced silica ballasting from iron stress sustains carbon export in a frontal zone within the California Current,Journal of Geophysical Research Oceans,,,2015-07,2015,120,7,4654-4669,All OA; Gold,Article,"Brzezinski, Mark A.; Krause, Jeffrey W.; Bundy, Randelle M.; Barbeau, Katherine A.; Franks, Peter; Goericke, Ralf; Landry, Michael R.; Stukel, Michael R.",,"Brzezinski, Mark A. (University of California, Santa Barbara); Krause, Jeffrey W. (Dauphin Island Sea Lab; University of South Alabama); Bundy, Randelle M. (University of California, San Diego); Barbeau, Katherine A. (University of California, San Diego); Franks, Peter (University of California, San Diego); Goericke, Ralf (University of California, San Diego); Landry, Michael R. (University of California, San Diego); Stukel, Michael R. (Florida State University)",29,20,,5.59,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015JC010829,https://app.dimensions.ai/details/publication/pub.1038028367,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics,0405 Oceanography,
25,100,pub.1026613471,10.1002/2015pa002793,,,The silicon isotope composition of Ethmodiscus rex laminated diatom mats from the tropical West Pacific: Implications for silicate cycling during the Last Glacial Maximum,Paleoceanography and Paleoclimatology,,,2015-07,2015,30,7,803-823,All OA; Gold,Article,"Xiong, Zhifang; Li, Tiegang; Algeo, Thomas; Doering, Kristin; Frank, Martin; Brzezinski, Mark A.; Chang, Fengming; Opfergelt, Sophie; Crosta, Xavier; Jiang, Fuqing; Wan, Shiming; Zhai, Bin",,"Xiong, Zhifang (Chinese Academy of Sciences); Li, Tiegang (Chinese Academy of Sciences); Algeo, Thomas (University of Cincinnati; China University of Geosciences); Doering, Kristin (Kiel University; GEOMAR Helmholtz Centre for Ocean Research Kiel); Frank, Martin (GEOMAR Helmholtz Centre for Ocean Research Kiel); Brzezinski, Mark A. (University of California, Santa Barbara); Chang, Fengming (Chinese Academy of Sciences); Opfergelt, Sophie (Catholic University of Louvain); Crosta, Xavier (University of Bordeaux); Jiang, Fuqing (Chinese Academy of Sciences); Wan, Shiming (Chinese Academy of Sciences); Zhai, Bin (Ministry of Natural Resources)",12,8,,2.46,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015PA002793,https://app.dimensions.ai/details/publication/pub.1026613471,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
26,100,pub.1008722618,10.1016/j.dsr2.2014.11.015,,,Coupling of the distribution of silicon isotopes to the meridional overturning circulation of the North Atlantic Ocean,Deep Sea Research Part II Topical Studies in Oceanography,,,2015-06,2015,116,,79-88,All OA; Gold,Article,"Brzezinski, Mark A.; Jones, Janice L.","Brzezinski, Mark A.","Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara)",13,3,,2.06,https://manuscript.elsevier.com/S0967064514003221/pdf/S0967064514003221.pdf,https://app.dimensions.ai/details/publication/pub.1008722618,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
27,100,pub.1013529004,10.1002/lno.10063,,,Combined effects of CO2 and temperature on carbon uptake and partitioning by the marine diatoms Thalassiosira weissflogii and Dactyliosolen fragilissimus,Limnology and Oceanography,,,2015-05,2015,60,3,901-919,All OA; Gold,Article,"Taucher, J.; Jones, J.; James, A.; Brzezinski, M. A.; Carlson, C. A.; Riebesell, U.; Passow, U.",,"Taucher, J. (GEOMAR Helmholtz Centre for Ocean Research Kiel); Jones, J. (University of California, Santa Barbara); James, A. (University of California, Santa Barbara); Brzezinski, M. A. (University of California, Santa Barbara); Carlson, C. A. (University of California, Santa Barbara); Riebesell, U. (GEOMAR Helmholtz Centre for Ocean Research Kiel); Passow, U. (University of California, Santa Barbara)",37,15,,6.52,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.1002/lno.10063,https://app.dimensions.ai/details/publication/pub.1013529004,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
28,100,pub.1036226764,10.1002/2014gb004967,,,Controls on the silicon isotope distribution in the ocean: New diagnostics from a data‐constrained model,Global Biogeochemical Cycles,,,2015-03,2015,29,3,267-287,All OA; Gold,Article,"Holzer, Mark; Brzezinski, Mark A.",,"Holzer, Mark (UNSW Sydney); Brzezinski, Mark A. (University of California, Santa Barbara)",8,3,,1.27,http://onlinelibrary.wiley.com/doi/10.1002/2014GB004967/pdf,https://app.dimensions.ai/details/publication/pub.1036226764,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
29,100,pub.1030611404,10.1002/lno.10042,,,Synchronous shifts in dissolved organic carbon bioavailability and bacterial community responses over the course of an upwelling‐driven phytoplankton bloom,Limnology and Oceanography,,,2015-03,2015,60,2,657-677,Closed,Article,"Wear, Emma K.; Carlson, Craig A.; James, Anna K.; Brzezinski, Mark A.; Windecker, Laura A.; Nelson, Craig E.",,"Wear, Emma K. (); Carlson, Craig A. (); James, Anna K. (); Brzezinski, Mark A. (); Windecker, Laura A. (); Nelson, Craig E. (University of Hawaii at Manoa)",22,12,,,,https://app.dimensions.ai/details/publication/pub.1030611404,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
30,100,pub.1051288414,10.1002/2014jc010472,,,"Variability in diatom contributions to biomass, organic matter production and export across a frontal gradient in the California Current Ecosystem",Journal of Geophysical Research Oceans,,,2015-02,2015,120,2,1032-1047,All OA; Gold,Article,"Krause, Jeffrey W.; Brzezinski, Mark A.; Goericke, Ralf; Landry, Michael R.; Ohman, Mark D.; Stukel, Michael R.; Taylor, Andrew G.",,"Krause, Jeffrey W. (University of California, Santa Barbara; Dauphin Island Sea Lab); Brzezinski, Mark A. (University of California, Santa Barbara); Goericke, Ralf (Scripps Institution of Oceanography); Landry, Michael R. (Scripps Institution of Oceanography); Ohman, Mark D. (Scripps Institution of Oceanography); Stukel, Michael R. (University of Maryland Center For Environmental Sciences; Florida State University); Taylor, Andrew G. (Scripps Institution of Oceanography)",24,16,,3.8,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014JC010472,https://app.dimensions.ai/details/publication/pub.1051288414,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
31,100,pub.1009092719,10.1002/2014pa002686,,,The changing roles of iron and vertical mixing in regulating nitrogen and silicon cycling in the Southern Ocean over the last glacial cycle,Paleoceanography and Paleoclimatology,,,2014-12,2014,29,12,1179-1195,All OA; Gold,Article,"Robinson, Rebecca S.; Brzezinski, Mark A.; Beucher, Charlotte P.; Horn, Matthew G. S.; Bedsole, Patrick",,"Robinson, Rebecca S. (University of Rhode Island); Brzezinski, Mark A. (University of California, Santa Barbara); Beucher, Charlotte P. (University of California, Santa Barbara); Horn, Matthew G. S. (University of Rhode Island; Applied Science Associates (United States)); Bedsole, Patrick (University of Rhode Island)",9,2,,1.26,http://onlinelibrary.wiley.com/doi/10.1002/2014PA002686/pdf,https://app.dimensions.ai/details/publication/pub.1009092719,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
32,100,pub.1027490780,10.1016/j.quascirev.2014.01.019,,,Using silicon isotopes to understand the role of the Southern Ocean in modern and ancient biogeochemistry and climate,Quaternary Science Reviews,,,2014-04,2014,89,,13-26,"All OA; Green, Accepted & Submitted",Article,"Hendry, Katharine R.; Brzezinski, Mark A.","Hendry, Katharine R.","Hendry, Katharine R. (Cardiff University; University of Bristol); Brzezinski, Mark A. (University of California, Santa Barbara)",32,7,,4.55,https://research-information.bristol.ac.uk/files/32514228/hendry_brzezinski_qsr2014.pdf,https://app.dimensions.ai/details/publication/pub.1027490780,04 Earth Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0405 Oceanography,0402 Geochemistry,,
33,100,pub.1036790627,10.1002/jgrc.20143,,,Chlorophyll bloom development and the subtropical front in the North Pacific,Journal of Geophysical Research Oceans,,,2013-03,2013,118,3,1473-1488,All OA; Gold,Article,"Wilson, Cara; Villareal, Tracy A.; Brzezinski, Mark A.; Krause, Jeffrey W.; Shcherbina, Andrey Y.",,"Wilson, Cara (); Villareal, Tracy A. (The University of Texas at Austin); Brzezinski, Mark A. (University of California, Santa Barbara); Krause, Jeffrey W. (University of California, Santa Barbara; Dauphin Island Sea Lab); Shcherbina, Andrey Y. (University of Washington Applied Physics Laboratory)",12,3,,1.78,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/jgrc.20143,https://app.dimensions.ai/details/publication/pub.1036790627,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics,0405 Oceanography,
34,100,pub.1018818880,10.1016/j.gca.2012.10.057,,,Species-dependent silicon isotope fractionation by marine diatoms,Geochimica et Cosmochimica Acta,,,2013-03,2013,104,Palaeogeogr. Palaeoclimatol. Palaeoecol. 223 2005,300-309,Closed,Article,"Sutton, Jill N.; Varela, Diana E.; Brzezinski, Mark A.; Beucher, Charlotte P.","Varela, Diana E.","Sutton, Jill N. (University of Victoria); Varela, Diana E. (University of Victoria); Brzezinski, Mark A. (University of California, Santa Barbara); Beucher, Charlotte P. (University of California, Santa Barbara)",76,15,,11.02,,https://app.dimensions.ai/details/publication/pub.1018818880,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
35,100,pub.1005868960,10.1029/2012jc008070,,,Biogenic silica standing stock and export in the Santa Barbara Channel ecosystem,Journal of Geophysical Research Oceans,,,2013-02,2013,118,2,736-749,All OA; Gold,Article,"Krause, Jeffrey W.; Brzezinski, Mark A.; Siegel, David A.; Thunell, Robert C.",,"Krause, Jeffrey W. (University of California, Santa Barbara; Dauphin Island Sea Lab); Brzezinski, Mark A. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Thunell, Robert C. (University of South Carolina)",7,2,,1.04,http://onlinelibrary.wiley.com/doi/10.1029/2012JC008070/pdf,https://app.dimensions.ai/details/publication/pub.1005868960,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics,0405 Oceanography,
36,100,pub.1047134372,10.1016/j.dsr.2012.09.002,,,Biogenic silica cycling during summer phytoplankton blooms in the North Pacific subtropical gyre,Deep Sea Research Part I Oceanographic Research Papers,,,2013-01,2013,71,,49-60,Closed,Article,"Krause, Jeffrey W.; Brzezinski, Mark A.; Villareal, Tracy A.; Wilson, Cara","Krause, Jeffrey W.","Krause, Jeffrey W. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Villareal, Tracy A. (The University of Texas at Austin); Wilson, Cara ()",13,5,,1.58,,https://app.dimensions.ai/details/publication/pub.1047134372,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
37,100,pub.1023711250,10.1038/ngeo1641,,,Significant silicon accumulation by marine picocyanobacteria,Nature Geoscience,,,2012-12,2012,5,12,886-891,Closed,Article,"Baines, Stephen B.; Twining, Benjamin S.; Brzezinski, Mark A.; Krause, Jeffrey W.; Vogt, Stefan; Assael, Dylan; McDaniel, Hannah","Baines, Stephen B.","Baines, Stephen B. (Stony Brook University); Twining, Benjamin S. (Bigelow Laboratory For Ocean Sciences); Brzezinski, Mark A. (University of California, Santa Barbara); Krause, Jeffrey W. (University of California, Santa Barbara); Vogt, Stefan (Argonne National Laboratory); Assael, Dylan (Stony Brook University; Dartmouth College); McDaniel, Hannah (Bigelow Laboratory For Ocean Sciences; University of Maine)",43,18,,5.02,,https://app.dimensions.ai/details/publication/pub.1023711250,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
38,200,pub.1071157137,10.3354/ame01586,,,Annual cycle of organic matter partitioning and its availability to bacteria across the Santa Barbara Channel continental shelf,Aquatic Microbial Ecology,,,2012-11-02,2012,67,3,189-209,All OA; Gold,Article,"Halewood, ER; Carlson, CA; Brzezinski, MA; Reed, DC; Goodman, J",,"Halewood, ER (); Carlson, CA (); Brzezinski, MA (); Reed, DC (); Goodman, J ()",15,2,,1.78,https://www.int-res.com/articles/ame_oa/a067p189.pdf,https://app.dimensions.ai/details/publication/pub.1071157137,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
39,100,pub.1022447891,10.1016/j.csr.2012.08.011,,,"Sources of phytoplankton to the inner continental shelf in the Santa Barbara Channel inferred from cross-shelf gradients in biological, physical and chemical parameters",Continental Shelf Research,,,2012-10,2012,48,,27-39,Closed,Article,"Goodman, Jo; Brzezinski, Mark A.; Halewood, Elisa R.; Carlson, Craig A.","Brzezinski, Mark A.","Goodman, Jo (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Halewood, Elisa R. (University of California, Santa Barbara); Carlson, Craig A. (University of California, Santa Barbara)",7,2,,0.82,,https://app.dimensions.ai/details/publication/pub.1022447891,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
40,100,pub.1014806564,10.4319/lo.2012.57.4.1084,,,Increased kinetic efficiency for silicic acid uptake as a driver of summer diatom blooms in the North Pacific subtropical gyre,Limnology and Oceanography,,,2012-07,2012,57,4,1084-1098,All OA; Gold,Article,"Krause, Jeffrey W.; Brzezinski, Mark A.; Villareal, Tracy A.; Wilson, Cara",,"Krause, Jeffrey W. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Villareal, Tracy A. (The University of Texas at Austin); Wilson, Cara (Southwest Fisheries Science Center)",21,10,,2.52,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2012.57.4.1084,https://app.dimensions.ai/details/publication/pub.1014806564,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
