,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Frank J Spera. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
39,100,pub.1042252944,10.1093/petrology/egh074,,,"Magmatic Evolution of the Skye Igneous Centre, Western Scotland: Modelling of Assimilation, Recharge and Fractional Crystallization",Journal of Petrology,,,2004-08-19,2004,45,12,2481-2505,All OA; Gold,Article,"FOWLER, SARAH J.; BOHRSON, WENDY A.; SPERA, FRANK J.",,"FOWLER, SARAH J. (); BOHRSON, WENDY A. (University of California, Santa Barbara); SPERA, FRANK J. ()",27,4,,2.34,https://academic.oup.com/petrology/article-pdf/45/12/2481/4417588/egh074.pdf,https://app.dimensions.ai/details/publication/pub.1042252944,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
40,100,pub.1039193039,10.1093/petrology/egh072,,,"Open-System Magma Chamber Evolution: an Energy-constrained Geochemical Model Incorporating the Effects of Concurrent Eruption, Recharge, Variable Assimilation and Fractional Crystallization (EC-E′RAχFC)",Journal of Petrology,,,2004-08-19,2004,45,12,2459-2480,All OA; Gold,Article,"SPERA, FRANK J.; BOHRSON, WENDY A.",,"SPERA, FRANK J. (University of California, Santa Barbara); BOHRSON, WENDY A. ()",76,11,,6.59,https://academic.oup.com/petrology/article-pdf/45/12/2459/4417534/egh072.pdf,https://app.dimensions.ai/details/publication/pub.1039193039,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
41,100,pub.1002829382,10.1029/2002gc000316,,,"Energy‐constrained open‐system magmatic processes IV: Geochemical, thermal and mass consequences of energy‐constrained recharge, assimilation and fractional crystallization (EC‐RAFC)",Geochemistry Geophysics Geosystems,,,2003-02,2003,4,2,,All OA; Gold,Article,"Bohrson, Wendy A.; Spera, Frank J.",,"Bohrson, Wendy A. (Central Washington University); Spera, Frank J. (University of California, Santa Barbara)",32,2,,2.6,http://onlinelibrary.wiley.com/doi/10.1029/2002GC000316/pdf,https://app.dimensions.ai/details/publication/pub.1002829382,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
42,100,pub.1009511040,10.1023/a:1020699112998,,,Transition to Chaos and Flow Dynamics of Thermochemical Porous Medium Convection,Transport in Porous Media,,,2003-01,2003,50,1-2,179-195,Closed,Article,"Schoofs, Stan; Spera, Frank J.",,"Schoofs, Stan (); Spera, Frank J. (University of California, Santa Barbara)",14,0,,2.96,,https://app.dimensions.ai/details/publication/pub.1009511040,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
43,100,pub.1052395332,10.1029/2002gc000315,,,"Energy‐constrained open‐system magmatic processes 3. Energy‐Constrained Recharge, Assimilation, and Fractional Crystallization (EC‐RAFC)",Geochemistry Geophysics Geosystems,,,2002-12,2002,3,12,1-20,All OA; Gold,Article,"Spera, Frank J.; Bohrson, Wendy A.",,"Spera, Frank J. (University of California, Santa Barbara); Bohrson, Wendy A. (Central Washington University)",32,3,,2.61,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2002GC000315,https://app.dimensions.ai/details/publication/pub.1052395332,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
44,100,pub.1012839626,10.1016/s0377-0273(01)00260-8,,,Shear viscosity of rhyolite-vapor emulsions at magmatic temperatures by concentric cylinder rheometry,Journal of Volcanology and Geothermal Research,,,2002-03,2002,113,1-2,243-258,"All OA; Green, Published",Article,"Stein, Daniel J.; Spera, Frank J.","Spera, Frank J.","Stein, Daniel J. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",52,2,,4.67,http://magma.geol.ucsb.edu/papers/BVGR-FINAL.pdf,https://app.dimensions.ai/details/publication/pub.1012839626,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
45,100,pub.1024710754,10.1016/s0167-5648(02)80105-8,,,Transition to chaos in double-advective convection in porous media,Developments in Water Science,"Computational Methods in Water Resources, Proceedings of the XIVth International Conference on Computational Methods in Water Resources (CMWR XIV)",,2002,2002,47,,531-538,Closed,Chapter,"Schoofs, S.; Spera, Frank J.",,"Schoofs, S. (); Spera, Frank J. (University of California, Santa Barbara)",1,0,,0.21,,https://app.dimensions.ai/details/publication/pub.1024710754,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
46,100,pub.1039717132,10.1007/s007100170010,,,New constraints on the pyroclastic eruptive history of the Campanian volcanic Plain (Italy),Mineralogy and Petrology,,,2001-11,2001,73,1,47-65,Closed,Article,"De Vivo, B.; Rolandi, G.; Gans, P. B.; Calvert, A.; Bohrson, W. A.; Spera, F. J.; Belkin, H. E.",,"De Vivo, B. (University of Naples Federico II); Rolandi, G. (University of Naples Federico II); Gans, P. B. (University of California, Santa Barbara); Calvert, A. (University of California, Santa Barbara); Bohrson, W. A. (Central Washington University); Spera, F. J. (University of California, Santa Barbara); Belkin, H. E. (United States Geological Survey)",470,86,,47.46,,https://app.dimensions.ai/details/publication/pub.1039717132,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
47,100,pub.1024893465,10.1016/s0016-7037(01)00727-x,,,"Glass transition, structural relaxation, and theories of viscosity: a molecular dynamics study of amorphous CaAl2Si2O8",Geochimica et Cosmochimica Acta,,,2001-11,2001,65,21,4019-4041,Closed,Article,"Morgan, Neil A.; Spera, Frank J.","Spera, Frank J.","Morgan, Neil A. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",33,5,,3.16,,https://app.dimensions.ai/details/publication/pub.1024893465,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
48,100,pub.1069056293,10.2138/am-2001-0716,,,A molecular dynamics study of the glass transition in CaAl2Si2O8: Thermodynamics and tracer diffusion,American Mineralogist,,,2001-07,2001,86,7-8,915-926,Closed,Article,"Morgan, Neil A.; Spera, Frank J.",,"Morgan, Neil A. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",29,5,,3.5,,https://app.dimensions.ai/details/publication/pub.1069056293,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering; 0402 Geochemistry; 0403 Geology; 04 Earth Sciences,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,0402 Geochemistry,0403 Geology,04 Earth Sciences
49,100,pub.1031689834,10.1093/petrology/42.5.999,,,Energy-Constrained Open-System Magmatic Processes I: General Model and Energy-Constrained Assimilation and Fractional Crystallization (EC-AFC) Formulation,Journal of Petrology,,,2001-05-01,2001,42,5,999-1018,All OA; Gold,Article,"SPERA, FRANK J.; BOHRSON, WENDY A.",,"SPERA, FRANK J. (); BOHRSON, WENDY A. ()",266,40,,23.99,https://academic.oup.com/petrology/article-pdf/42/5/999/4473383/420999.pdf,https://app.dimensions.ai/details/publication/pub.1031689834,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
50,100,pub.1013367979,10.1093/petrology/42.5.1019,,,Energy-Constrained Open-System Magmatic Processes II: Application of Energy-Constrained Assimilation–Fractional Crystallization (EC-AFC) Model to Magmatic Systems,Journal of Petrology,,,2001-05-01,2001,42,5,1019-1041,All OA; Gold,Article,"BOHRSON, WENDY A.; SPERA, FRANK J.",,"BOHRSON, WENDY A. (); SPERA, FRANK J. ()",187,25,,18.88,https://academic.oup.com/petrology/article-pdf/42/5/1019/4473395/421019.pdf,https://app.dimensions.ai/details/publication/pub.1013367979,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
51,400,pub.1020957947,10.1038/35055529,11217856,,Upper-mantle dynamics revealed by helium isotope variations along the southeast Indian ridge,Nature,,,2001-02,2001,409,6821,701-703,Closed,Article,"Graham, D. W.; Lupton, J. E.; Spera, F. J.; Christie, D. M.","Graham, D. W.","Graham, D. W. (Oregon State University); Lupton, J. E. (Pacific Marine Environmental Laboratory); Spera, F. J. (University of California, Santa Barbara); Christie, D. M. (Oregon State University)",40,1,0.01,3.61,,https://app.dimensions.ai/details/publication/pub.1020957947,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
52,200,pub.1036845394,10.1016/s0012-821x(99)00297-6,,,Comment on “Rheology of bubble-bearing magmas” by Lejeune et al.,Earth and Planetary Science Letters,,,2000-02,2000,175,3-4,327-331,Closed,Article,"Spera, Frank J; Stein, Daniel J","Spera, Frank J","Spera, Frank J (University of California, Santa Barbara); Stein, Daniel J (University of California, Santa Barbara)",12,0,,,,https://app.dimensions.ai/details/publication/pub.1036845394,02 Physical Sciences; 04 Earth Sciences,02 Physical Sciences,04 Earth Sciences,,,
53,100,pub.1001479052,10.1016/s0012-821x(99)00264-2,,,Chaotic thermohaline convection in low-porosity hydrothermal systems,Earth and Planetary Science Letters,,,1999-12,1999,174,1-2,213-229,"All OA; Green, Published",Article,"Schoofs, Stan; Spera, Frank J.; Hansen, Ulrich","Schoofs, Stan","Schoofs, Stan (Utrecht University); Spera, Frank J. (University of California, Santa Barbara); Hansen, Ulrich (University of Münster)",28,2,,,https://dspace.library.uu.nl/bitstream/1874/1302/1/schoofs_etal_99.pdf,https://app.dimensions.ai/details/publication/pub.1001479052,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
54,100,pub.1069055821,10.2138/am-1999-0318,,,Pressure dependence of self-diffusion in the NaAlO2-SiO2 system: Compositional effects and mechanisms,American Mineralogist,,,1999-03-01,1999,84,3,345-356,Closed,Article,"Bryce, Julia G.; Spera, Frank J.; Stein, Daniel J.",,"Bryce, Julia G. (University of California, Santa Barbara; University of California, Berkeley); Spera, Frank J. (University of California, Santa Barbara); Stein, Daniel J. (University of California, Santa Barbara)",29,3,,,,https://app.dimensions.ai/details/publication/pub.1069055821,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering; 0402 Geochemistry; 0403 Geology; 04 Earth Sciences,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,0402 Geochemistry,0403 Geology,04 Earth Sciences
55,100,pub.1069055669,10.2138/am-1998-11-1210,,,Molecular dynamics simulations of molten CaAl 2 Si 2 O 8 ; dependence of structure and properties on pressure,American Mineralogist,,,1998-12-01,1998,83,11-12_Part_1,1220-1230,Closed,Article,"Nevins, Dean; Spera, Frank J.",,"Nevins, Dean (University of California, Santa Barbara); Spera, Frank J. ()",44,4,,,,https://app.dimensions.ai/details/publication/pub.1069055669,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering; 0402 Geochemistry; 0403 Geology; 04 Earth Sciences,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,0402 Geochemistry,0403 Geology,04 Earth Sciences
56,100,pub.1104141961,10.2138/am-1998-1210,,,Molecular dynamics simulations of molten CaAl2Si2O8: Dependence of structure and properties on pressure,American Mineralogist,,,1998-12,1998,83,12,1220-1230,Closed,Article,"Nevins, Dean; Spera, Frank J.",,"Nevins, Dean (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1104141961,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering; 0402 Geochemistry; 0403 Geology; 04 Earth Sciences,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,0402 Geochemistry,0403 Geology,04 Earth Sciences
57,100,pub.1026427144,10.1029/97jb01589,,,Simulations of crustal anatexis: Implications for the growth and differentiation of continental crust,Journal of Geophysical Research,,,1997-10-10,1997,102,B10,22629-22648,All OA; Gold,Article,"Raia, Federica; Spera, Frank J.",,"Raia, Federica (); Spera, Frank J. ()",31,2,,,http://onlinelibrary.wiley.com/doi/10.1029/97JB01589/pdf,https://app.dimensions.ai/details/publication/pub.1026427144,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
58,100,pub.1014460643,10.1029/97gl00140,,,Dependence of self diffusivity on P and T in molten NaAlSi2O6: Comparison of laboratory and molecular dynamics experiments,Geophysical Research Letters,,,1997-03-15,1997,24,6,711-714,All OA; Gold,Article,"Bryce, Julia G.; Spera, Frank J.; Stein, Daniel J.",,"Bryce, Julia G. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara); Stein, Daniel J. (University of California, Santa Barbara)",10,1,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/97GL00140,https://app.dimensions.ai/details/publication/pub.1014460643,0307 Theoretical and Computational Chemistry; 03 Chemical Sciences,0307 Theoretical and Computational Chemistry,03 Chemical Sciences,,,
59,100,pub.1069055397,10.2138/am-1996-3-403,,,Molecular dynamics simulations of liquids and glasses in the system NaAlSiO4-SiO2: Physical properties and transport mechanisms,American Mineralogist,,,1996-04-01,1996,81,3-4,284-302,Closed,Article,"Stein, D.J.; Spera, F.J.",,"Stein, D.J. (University of California, Santa Barbara); Spera, F.J. (University of California, Santa Barbara)",16,0,,,,https://app.dimensions.ai/details/publication/pub.1069055397,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering; 0402 Geochemistry; 0403 Geology; 04 Earth Sciences,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,0402 Geochemistry,0403 Geology,04 Earth Sciences
60,100,pub.1069055226,10.2138/am-1995-11-1210,,,Simulations of convection with crystallization in the system KAlSi2O6-CaMgSi2O6: Implications for compositionally zoned magma bodies,American Mineralogist,,,1995-12-01,1995,80,11-12,1188-1207,Closed,Article,"Spera, Frank J.; Oldenburg, Curtis M.; Christensen, Constance; Todesco, Micol",,"Spera, Frank J. (University of California, Santa Barbara); Oldenburg, Curtis M. (University of California, Santa Barbara); Christensen, Constance (University of California, Santa Barbara); Todesco, Micol (University of California, Santa Barbara)",32,2,,,,https://app.dimensions.ai/details/publication/pub.1069055226,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
61,100,pub.1010248301,10.1029/eo076i045p00452-02,,,Legendary Mount Vesuvius is subject of intensive volcanological study,Eos,,,1995-11,1995,76,45,452-452,Closed,Article,"Spera, Frank",,"Spera, Frank (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1010248301,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
62,100,pub.1104141701,10.2138/am-1995-5-602,,,Molecular dynamics simulations of liquids and glasses in the system NaAlSiO4-SiO2: Methodology and melt structures,American Mineralogist,,,1995-05,1995,80,5-6,417-431,Closed,Article,"Stein, Daniel J.; Spera, Frank J.",,"Stein, Daniel J. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1104141701,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering; 0402 Geochemistry; 0403 Geology; 04 Earth Sciences,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,0402 Geochemistry,0403 Geology,04 Earth Sciences
63,100,pub.1012348615,10.1016/0016-7037(94)90362-x,,,Measuring the multicomponent diffusion matrix: Experimental design and data analysis for silicate melts,Geochimica et Cosmochimica Acta,,,1994-09,1994,58,18,3769-3783,Closed,Article,"Trial, Alain F.; Spera, Frank J.",,"Trial, Alain F. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",34,5,,,,https://app.dimensions.ai/details/publication/pub.1012348615,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
64,100,pub.1031670353,10.1016/0377-0273(93)90117-a,,,Helium isotopes in some historical lavas from Mount Vesuvius,Journal of Volcanology and Geothermal Research,,,1993-11,1993,58,1-4,359-366,Closed,Article,"Graham, D.W.; Allard, P.; Kilburn, C.R.J.; Spera, F.J.; Lupton, J.E.",,"Graham, D.W. (University of California, Santa Barbara); Allard, P. (); Kilburn, C.R.J. (National Institute of Geophysics and Volcanology); Spera, F.J. (University of California, Santa Barbara); Lupton, J.E. (University of California, Santa Barbara)",33,0,,,,https://app.dimensions.ai/details/publication/pub.1031670353,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
65,100,pub.1033598270,10.1029/93gl01878,,,Rheometry of a dacitic melt: Experimental results and tests of empirical models for viscosity estimation,Geophysical Research Letters,,,1993-09-15,1993,20,18,1923-1926,Closed,Article,"Stein, Daniel J.; Spera, Frank J.",,"Stein, Daniel J. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1033598270,1403 Econometrics; 14 Economics,1403 Econometrics,14 Economics,,,
66,100,pub.1013294659,10.1016/0012-821x(93)90050-j,,,The relationship between flow and permeability field in seafloor hydrothermal systems,Earth and Planetary Science Letters,,,1993-04,1993,116,1-4,135-153,Closed,Article,"Rosenberg, N.D.; Spera, F.J.; Haymon, R.M.",,"Rosenberg, N.D. (Los Alamos National Laboratory); Spera, F.J. (University of California, Santa Barbara); Haymon, R.M. (University of California, Santa Barbara)",61,3,,,,https://app.dimensions.ai/details/publication/pub.1013294659,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
67,100,pub.1022284808,10.1016/0016-7037(93)90374-6,,,"Post-eruptive alteration of silicic ignimbrites and lavas, Gran Canaria, Canary Islands: Strontium, neodymium, lead, and oxygen isotopic evidence",Geochimica et Cosmochimica Acta,,,1993-02,1993,57,3,631-640,Closed,Article,"Cousens, Brian L; Spera, Frank J; Dobson, Patrick F",,"Cousens, Brian L (University of Montreal); Spera, Frank J (University of California, Santa Barbara); Dobson, Patrick F ()",34,5,,,,https://app.dimensions.ai/details/publication/pub.1022284808,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
68,400,pub.1062545206,10.1126/science.259.5092.204,17790985,,Verification of the Onsager Reciprocal Relations in a Molten Silicate Solution,Science,,,1993-01-08,1993,259,5092,204-206,Closed,Article,"Spera, Frank J.; Trial, Alain F.",,"Spera, Frank J. (University of California, Santa Barbara); Trial, Alain F. (University of California, Santa Barbara)",13,0,0.24,,,https://app.dimensions.ai/details/publication/pub.1062545206,01 Mathematical Sciences; 0101 Pure Mathematics,01 Mathematical Sciences,0101 Pure Mathematics,,,
69,100,pub.1040570804,10.1016/0016-7037(92)90187-n,,,Lunar magma transport phenomena,Geochimica et Cosmochimica Acta,,,1992-06,1992,56,6,2253-2265,Closed,Article,"Spera, Frank J.",,"Spera, Frank J. (University of California, Santa Barbara)",89,8,,,,https://app.dimensions.ai/details/publication/pub.1040570804,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
70,100,pub.1006982202,10.1016/0017-9310(92)90183-s,,,Thermohalin≐ convection in a porous medium heated from below,International Journal of Heat and Mass Transfer,,,1992-05,1992,35,5,1261-1273,Closed,Article,"Rosenberg, N.D.; Spera, F.J.","Rosenberg, N.D.","Rosenberg, N.D. (University of California, Santa Barbara); Spera, F.J. (University of California, Santa Barbara)",51,5,,,,https://app.dimensions.ai/details/publication/pub.1006982202,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
71,100,pub.1051030121,10.1016/0031-9201(92)90031-p,,,Stability of a chemically layered upper mantle,Physics of The Earth and Planetary Interiors,,,1992-04,1992,71,1-2,85-99,Closed,Article,"Todesco, Micol; Spera, Frank J.",,"Todesco, Micol (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1051030121,0402 Geochemistry; 0201 Astronomical and Space Sciences; 02 Physical Sciences; 04 Earth Sciences; 0404 Geophysics,0402 Geochemistry,0201 Astronomical and Space Sciences,02 Physical Sciences,04 Earth Sciences,0404 Geophysics
72,100,pub.1046752964,10.1016/0009-2541(92)90070-l,,,Coordination variability and the structural components of silica glass under high pressures,Chemical Geology,,,1992-04,1992,96,3-4,421-437,Closed,Article,"Rustad, James R.; Yuen, David A.; Spera, Frank J.",,"Rustad, James R. (University of Minnesota); Yuen, David A. (University of Minnesota); Spera, Frank J. (University of California, Santa Barbara)",12,1,,,,https://app.dimensions.ai/details/publication/pub.1046752964,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
73,100,pub.1040793365,10.1080/10407799208944917,,,HYBRID MODEL FOR SOLIDIFICATION AND CONVECTION,Numerical Heat Transfer Part B Fundamentals,,,1992-03,1992,21,2,217-229,Closed,Article,"Oldenburg, Curtis M.; Spera, Frank J.",,"Oldenburg, Curtis M. (); Spera, Frank J. ()",52,2,,,,https://app.dimensions.ai/details/publication/pub.1040793365,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
74,100,pub.1029108855,10.1016/0377-0273(92)90011-2,,,Rheology and microstructure of magmatic emulsions: theory and experiments,Journal of Volcanology and Geothermal Research,,,1992-01,1992,49,1-2,157-174,Closed,Article,"Stein, Daniel J.; Spera, Frank J.",,"Stein, Daniel J. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",102,3,,,,https://app.dimensions.ai/details/publication/pub.1029108855,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
75,100,pub.1045487549,10.1007/978-1-4684-0643-6_9,,,Modeling Transport Processes in Nonlinear Systems: The Example of Solidification and Convection,The IMA Volumes in Mathematics and its Applications,Chaotic Processes in the Geological Sciences,,1992,1992,41,,205-224,Closed,Chapter,"Oldenburg, Curtis M.; Spera, Frank J.",,"Oldenburg, Curtis M. (Lawrence Berkeley National Laboratory; University of California, Santa Barbara); Spera, Frank J. (Lawrence Berkeley National Laboratory)",5,0,,,,https://app.dimensions.ai/details/publication/pub.1045487549,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
76,100,pub.1018358379,10.1029/91jb03130,,,Simulations of magma withdrawal from compositionally zoned bodies,Journal of Geophysical Research,,,1992,1992,97,B5,6713-6733,Closed,Article,"Trial, Alain F.; Spera, Frank J.; Greer, John; Yuen, David A.",,"Trial, Alain F. (); Spera, Frank J. (); Greer, John (); Yuen, David A. ()",27,0,,,,https://app.dimensions.ai/details/publication/pub.1018358379,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
77,100,pub.1010648054,10.1007/978-1-4684-0643-6_10,,,Convection in Porous Media with Thermal and Chemical Buoyancy: A Comparison of Two Models for Solute Dispersion,The IMA Volumes in Mathematics and its Applications,Chaotic Processes in the Geological Sciences,,1992,1992,41,,225-235,Closed,Chapter,"Rosenberg, N. D.; Spera, F. J.",,"Rosenberg, N. D. (University of California, Santa Barbara); Spera, F. J. (University of California, Santa Barbara)",5,1,,,,https://app.dimensions.ai/details/publication/pub.1010648054,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
78,100,pub.1023870781,10.1029/91jb01925,,,The statistical geometry of amorphous silica at lower mantle pressures: Implications for melting slopes of silicates and anharmonicity,Journal of Geophysical Research,,,1991-11-10,1991,96,B12,19665-19673,Closed,Article,"Rustad, James R.; Yuen, David A.; Spera, Frank J.",,"Rustad, James R. (); Yuen, David A. (); Spera, Frank J. ()",12,0,,,,https://app.dimensions.ai/details/publication/pub.1023870781,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
79,300,pub.1060559126,10.1103/physrevb.44.2108,9999759,,Molecular dynamics of amorphous silica at very high pressures (135 GPa): Thermodynamics and extraction of structures through analysis of Voronoi polyhedra,Physical Review B,,,1991-08,1991,44,5,2108-2121,Closed,Article,"Rustad, James R.; Yuen, David A.; Spera, Frank J.",,"Rustad, James R. (University of Minnesota); Yuen, David A. (University of Minnesota); Spera, Frank J. (University of California, Santa Barbara)",41,5,0.27,,,https://app.dimensions.ai/details/publication/pub.1060559126,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
80,100,pub.1010694311,10.1016/0017-9310(91)90221-y,,,Numerical modeling of solidification and convection in a viscous pure binary eutectic system,International Journal of Heat and Mass Transfer,,,1991-08,1991,34,8,2107-2121,Closed,Article,"Oldenburg, Curtis M.; Spera, Frank J.",,"Oldenburg, Curtis M. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara)",39,0,,,,https://app.dimensions.ai/details/publication/pub.1010694311,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
81,100,pub.1016801863,10.1016/0031-9201(91)90129-6,,,The sensitivity of physical and spectral properties of silica glass to variations of interatomic potentials under high pressure,Physics of The Earth and Planetary Interiors,,,1991-01,1991,65,3-5,210-230,Closed,Article,"Rustad, James R.; Yuen, David A.; Spera, Frank J.",,"Rustad, James R. (University of Minnesota); Yuen, David A. (University of Minnesota); Spera, Frank J. (University of California, Santa Barbara)",21,0,,,,https://app.dimensions.ai/details/publication/pub.1016801863,0402 Geochemistry; 0201 Astronomical and Space Sciences; 02 Physical Sciences; 04 Earth Sciences; 0404 Geophysics,0402 Geochemistry,0201 Astronomical and Space Sciences,02 Physical Sciences,04 Earth Sciences,0404 Geophysics
82,100,pub.1020634289,10.1007/bf01167287,,,"Evolution of the Miocene Tejeda magmatic system, Gran Canaria, Canary Islands",Contributions to Mineralogy and Petrology,,,1990-11,1990,104,6,681-699,Closed,Article,"Clark, Stephen C. L.; Spera, Frank J.","Spera, Frank J.","Clark, Stephen C. L. (); Spera, Frank J. ()",4,0,,,,https://app.dimensions.ai/details/publication/pub.1020634289,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
83,100,pub.1024624357,10.1016/0012-8252(90)90047-y,,,Self-organization in convective magma mixing,Earth-Science Reviews,,,1990-10,1990,29,1-4,331-348,Closed,Article,"Oldenburg, Curtis M.; Spera, Frank J.; Yuen, David A.",,"Oldenburg, Curtis M. (University of California, Santa Barbara); Spera, Frank J. (University of California, Santa Barbara); Yuen, David A. (University of Minnesota)",7,1,,,,https://app.dimensions.ai/details/publication/pub.1024624357,04 Earth Sciences,04 Earth Sciences,,,,
84,300,pub.1060481886,10.1103/physreva.42.2081,9904256,,Molecular dynamics of liquid SiO2 under high pressure,Physical Review A,,,1990-08,1990,42,4,2081-2089,Closed,Article,"Rustad, James R.; Yuen, David A.; Spera, Frank J.",,"Rustad, James R. (University of Minnesota); Yuen, David A. (University of Minnesota); Spera, Frank J. (University of California, Santa Barbara)",88,4,0.63,,,https://app.dimensions.ai/details/publication/pub.1060481886,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
