,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Deron E Burkepile. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
26,100,pub.1101820931,10.3389/fmars.2018.00101,,,Corals and Their Microbiomes Are Differentially Affected by Exposure to Elevated Nutrients and a Natural Thermal Anomaly,Frontiers in Marine Science,,,2018-03-28,2018,5,,101,All OA; Gold,Article,"Wang, Lu; Shantz, Andrew A.; Payet, Jérôme P.; Sharpton, Thomas J.; Foster, Amelia; Burkepile, Deron E.; Thurber, Rebecca Vega",,"Wang, Lu (Oregon State University); Shantz, Andrew A. (Pennsylvania State University); Payet, Jérôme P. (Oregon State University); Sharpton, Thomas J. (Oregon State University); Foster, Amelia (Oregon State University); Burkepile, Deron E. (Pennsylvania State University); Thurber, Rebecca Vega (Oregon State University)",13,13,,,https://www.frontiersin.org/articles/10.3389/fmars.2018.00101/pdf,https://app.dimensions.ai/details/publication/pub.1101820931,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
27,200,pub.1107611265,10.1201/9781315118079-7,,,Functional Variation Among Parrotfishes: are they Complementary or Redundant?,,Biology of Parrotfishes,,2018-03-05,2018,,,134-160,Closed,Chapter,"Burkepile, Deron E.; Rasher, Douglas B.; Adam, Thomas C.; Hoey, Andrew S.; Hay, Mark E.",,"Burkepile, Deron E. (); Rasher, Douglas B. (); Adam, Thomas C. (); Hoey, Andrew S. (); Hay, Mark E. ()",2,2,,,,https://app.dimensions.ai/details/publication/pub.1107611265,,,,,,
28,100,pub.1092179885,10.1016/j.jembe.2017.09.020,,,Algal nitrogen and phosphorus content drive inter- and intraspecific differences in herbivore grazing on a Caribbean reef,Journal of Experimental Marine Biology and Ecology,,,2017-12,2017,497,Mar. Ecol. Prog. Ser. 520 2015,164-171,Closed,Article,"Shantz, Andrew A.; Ladd, Mark C.; Burkepile, Deron E.","Shantz, Andrew A.","Shantz, Andrew A. (Florida International University; University of California, Santa Barbara); Ladd, Mark C. (University of California, Santa Barbara); Burkepile, Deron E. (University of California, Santa Barbara)",1,1,,0.44,,https://app.dimensions.ai/details/publication/pub.1092179885,0602 Ecology; 0502 Environmental Science and Management; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
29,500,pub.1090866782,10.1111/jpy.12567,28733994,,"Seasonal recruitment and survival strategies of Palisada cervicornis comb. nov. (Ceramiales, Rhodophyta) in coral reefs",Journal of Phycology,,"Algal Proteins; Coral Reefs; Florida; Life History Traits; Phylogeny; Population Dynamics; Rhodophyta; Ribulose-Bisphosphate Carboxylase; Seasons; Seaweed; Sequence Analysis, DNA",2017-10,2017,53,5,1087-1096,"All OA; Green, Accepted & Submitted",Article,"Collado‐Vides, Ligia; Duran, Alain; Armenis, Elizabeth; Cassano, Valéria; Burkepile, Deron; Shantz, Andrew A.; Palma, Laura; Díaz‐Larrea, Jhoana; Sentíes, Abel; Fujii, Mutue Toyota",,"Collado‐Vides, Ligia (Florida International University); Duran, Alain (Florida International University); Armenis, Elizabeth (Florida International University); Cassano, Valéria (University of Sao Paulo); Burkepile, Deron (University of California, Santa Barbara); Shantz, Andrew A. (University of California, Santa Barbara); Palma, Laura (Florida International University); Díaz‐Larrea, Jhoana (Metropolitan Autonomous University); Sentíes, Abel (Metropolitan Autonomous University); Fujii, Mutue Toyota (Instituto de Botânica)",2,2,0,0.68,https://digitalcommons.fiu.edu/cgi/viewcontent.cgi?article=1015&context=merc_fac,https://app.dimensions.ai/details/publication/pub.1090866782,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
30,500,pub.1084743825,10.1002/ecy.1855,28403543,,"Responses of plant phenology, growth, defense, and reproduction to interactive effects of warming and insect herbivory",Ecology,,Animals; Climate; Herbivory; Insecta; Oenothera biennis; Plants; Reproduction,2017-07,2017,98,7,1817-1828,All OA; Gold,Article,"Lemoine, Nathan P.; Doublet, Dejeanne; Salminen, Juha‐Pekka; Burkepile, Deron E.; Parker, John D.",,"Lemoine, Nathan P. (Florida International University); Doublet, Dejeanne (Boston University); Salminen, Juha‐Pekka (University of Turku); Burkepile, Deron E. (Florida International University; University of California, Santa Barbara); Parker, John D. (Smithsonian Environmental Research Center)",7,6,0.76,3.04,https://doi.org/10.1002/ecy.1855,https://app.dimensions.ai/details/publication/pub.1084743825,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
31,500,pub.1086038316,10.1098/rspb.2017.0307,28615499,PMC5474067,The importance of individual and species-level traits for trophic niches among herbivorous coral reef fishes,Proceedings of The Royal Society B Biological Sciences,,Animals; Biodiversity; Coral Reefs; Ecology; Fishes; Florida; Herbivory,2017-06-14,2017,284,1856,20170307,"All OA; Green, Published",Article,"Allgeier, Jacob E.; Adam, Thomas C.; Burkepile, Deron E.",,"Allgeier, Jacob E. (University of Michigan); Adam, Thomas C. (University of California, Santa Barbara); Burkepile, Deron E. (University of California, Santa Barbara)",4,4,0.59,1.56,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5474067,https://app.dimensions.ai/details/publication/pub.1086038316,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
32,500,pub.1083849923,10.1111/gcb.13625,28217892,,Animal pee in the sea: consumer‐mediated nutrient dynamics in the world's changing oceans,Global Change Biology,,Animals; Biodiversity; Biomass; Ecosystem; Food Chain; Oceans and Seas,2017-06,2017,23,6,2166-2178,All OA; Gold,Article,"Allgeier, Jacob E.; Burkepile, Deron E.; Layman, Craig A.",,"Allgeier, Jacob E. (University of California, Santa Barbara); Burkepile, Deron E. (University of California, Santa Barbara); Layman, Craig A. (North Carolina State University)",17,17,1,7.08,https://doi.org/10.1111/gcb.13625,https://app.dimensions.ai/details/publication/pub.1083849923,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
33,200,pub.1085264643,10.3354/meps12169,,,Thermal stress reveals a genotype-specific tradeoff between growth and tissue loss in restored Acropora cervicornis,Marine Ecology Progress Series,,,2017-05-31,2017,572,,129-139,Closed,Article,"Ladd, MC; Shantz, AA; Bartels, E; Burkepile, DE",,"Ladd, MC (); Shantz, AA (); Bartels, E (); Burkepile, DE ()",12,12,,4.88,,https://app.dimensions.ai/details/publication/pub.1085264643,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
34,100,pub.1053822593,10.1016/j.fishres.2017.01.007,,,A comparison of diver vs. acoustic methodologies for surveying fishes in a shallow water coral reef ecosystem,Fisheries Research,,,2017-05,2017,189,,62-66,Closed,Article,"Zenone, Aubree M.; Burkepile, Deron E.; Boswell, Kevin M.","Zenone, Aubree M.","Zenone, Aubree M. (Florida International University); Burkepile, Deron E. (University of California, Santa Barbara); Boswell, Kevin M. (Florida International University)",4,4,,1.56,,https://app.dimensions.ai/details/publication/pub.1053822593,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
35,100,pub.1015690704,10.1111/1365-2745.12714,,,Herbivore size matters for productivity–richness relationships in African savannas,Journal of Ecology,,,2017-05,2017,105,3,674-686,All OA; Gold,Article,"Burkepile, Deron E.; Fynn, Richard W. S.; Thompson, Dave I.; Lemoine, Nathan P.; Koerner, Sally E.; Eby, Stephanie; Hagenah, Nicole; Wilcox, Kevin R.; Collins, Scott L.; Kirkman, Kevin P.; Knapp, Alan K.; Smith, Melinda D.",,"Burkepile, Deron E. (University of California, Santa Barbara); Fynn, Richard W. S. (); Thompson, Dave I. (National Research Foundation; University of the Witwatersrand); Lemoine, Nathan P. (Colorado State University); Koerner, Sally E. (University of South Florida); Eby, Stephanie (Northeastern University); Hagenah, Nicole (University of KwaZulu-Natal; National Research Foundation); Wilcox, Kevin R. (Colorado State University); Collins, Scott L. (University of New Mexico); Kirkman, Kevin P. (University of KwaZulu-Natal); Knapp, Alan K. (Colorado State University); Smith, Melinda D. (Colorado State University)",5,3,,2.17,https://doi.org/10.1111/1365-2745.12714,https://app.dimensions.ai/details/publication/pub.1015690704,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
36,500,pub.1084489330,10.7717/peerj.3102,28344904,PMC5363256,Insect herbivores increase mortality and reduce tree seedling growth of some species in temperate forest canopy gaps,PeerJ,,,2017-03-21,2017,5,,e3102,All OA; Gold,Article,"Lemoine, Nathan P.; Burkepile, Deron E.; Parker, John D.",,"Lemoine, Nathan P. (Colorado State University); Burkepile, Deron E. (University of California, Santa Barbara); Parker, John D. (Smithsonian Environmental Research Center)",2,2,0.82,0.92,https://peerj.com/articles/3102.pdf,https://app.dimensions.ai/details/publication/pub.1084489330,0705 Forestry Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
37,500,pub.1021758205,10.1007/s00442-016-3794-z,28005174,,Predator identity and time of day interact to shape the risk–reward trade-off for herbivorous coral reef fishes,Oecologia,,Animals; Coral Reefs; Ecosystem; Fishes; Food Chain; Herbivory; Predatory Behavior; Reward,2017-03,2017,183,3,763-773,Closed,Article,"Catano, Laura B.; Barton, Mark B.; Boswell, Kevin M.; Burkepile, Deron E.","Catano, Laura B.","Catano, Laura B. (Florida International University; University of Missouri–St. Louis); Barton, Mark B. (Florida International University); Boswell, Kevin M. (Florida International University); Burkepile, Deron E. (Florida International University; University of California, Santa Barbara)",6,5,0.18,2.34,,https://app.dimensions.ai/details/publication/pub.1021758205,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
38,500,pub.1003972192,10.1002/ecy.1709,28027580,,Effects of predation and nutrient enrichment on the success and microbiome of a foundational coral,Ecology,,Animals; Anthozoa; Caribbean Region; Coral Reefs; Microbiota; Predatory Behavior,2017-03,2017,98,3,830-839,All OA; Gold,Article,"Shaver, Elizabeth C.; Shantz, Andrew A.; McMinds, Ryan; Burkepile, Deron E.; Thurber, Rebecca L. Vega; Silliman, Brian R.",,"Shaver, Elizabeth C. (Duke University); Shantz, Andrew A. (); McMinds, Ryan (Oregon State University); Burkepile, Deron E. (); Thurber, Rebecca L. Vega (Oregon State University); Silliman, Brian R. (Duke University)",14,14,1.49,5.22,https://doi.org/10.1002/ecy.1709,https://app.dimensions.ai/details/publication/pub.1003972192,0602 Ecology; 0502 Environmental Science and Management; 0605 Microbiology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0605 Microbiology,05 Environmental Sciences,06 Biological Sciences
39,200,pub.1045110974,10.1007/s12526-016-0475-4,,,Groups of roving midnight parrotfish (Scarus coelestinus) prey on sergeant major damselfish (Abudefduf saxatilis) nests,Marine Biodiversity,,,2017-03,2017,47,1,11-12,Closed,Article,"Adam, Thomas C.; Kelley, Megan; Ruttenberg, Benjamin I.; Burkepile, Deron E.","Adam, Thomas C.","Adam, Thomas C. (University of California, Santa Barbara); Kelley, Megan (Florida International University); Ruttenberg, Benjamin I. (California Polytechnic State University); Burkepile, Deron E. (University of California, Santa Barbara)",2,1,,,,https://app.dimensions.ai/details/publication/pub.1045110974,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
40,500,pub.1083862356,10.12688/f1000research.10313.1,28232868,PMC5302155,Recent advances in plant-herbivore interactions,F1000Research,,,2017,2017,6,,119,All OA; Gold,Article,"Burkepile, Deron E.; Parker, John D.",,"Burkepile, Deron E. (University of California, Santa Barbara); Parker, John D. (Smithsonian Environmental Research Center)",9,9,1.32,4.05,https://f1000research.com/articles/6-119/v1/pdf,https://app.dimensions.ai/details/publication/pub.1083862356,0602 Ecology; 0502 Environmental Science and Management; 0607 Plant Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0607 Plant Biology,0501 Ecological Applications,05 Environmental Sciences
41,200,pub.1099901082,10.5343/bms.2017.1061,,,"Fishing, pollution, climate change, and the long-term decline of coral reefs off Havana, Cuba",Bulletin of Marine Science,,,2017,2017,,,,All OA; Gold,Article,"Duran, A; Shantz, A A; Burkepile, D E; Collado-Vides, L; Ferrer, V M; Palma, L; Ramos, A; Gonzalez-Díaz, S P",,"Duran, A (Florida International University); Shantz, A A (University of California, Santa Barbara); Burkepile, D E (University of California, Santa Barbara); Collado-Vides, L (Florida International University); Ferrer, V M (University of Havana); Palma, L (Florida International University); Ramos, A (University of Havana); Gonzalez-Díaz, S P (University of Havana)",2,2,,,https://doi.org/10.5343/bms.2017.1061,https://app.dimensions.ai/details/publication/pub.1099901082,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
42,100,pub.1048114790,10.3389/fmars.2016.00261,,,Density Dependence Drives Habitat Production and Survivorship of Acropora cervicornis Used for Restoration on a Caribbean Coral Reef,Frontiers in Marine Science,,,2016-12-12,2016,3,,261,All OA; Gold,Article,"Ladd, Mark C.; Shantz, Andrew A.; Nedimyer, Ken; Burkepile, Deron E.",,"Ladd, Mark C. (Florida International University); Shantz, Andrew A. (Florida International University); Nedimyer, Ken (); Burkepile, Deron E. (Florida International University)",11,8,,3.2,https://www.frontiersin.org/articles/10.3389/fmars.2016.00261/pdf,https://app.dimensions.ai/details/publication/pub.1048114790,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
43,400,pub.1023187685,10.7717/peerj.2643,27833810,PMC5101614,Seasonal regulation of herbivory and nutrient effects on macroalgal recruitment and succession in a Florida coral reef,PeerJ,,,2016-11-02,2016,4,,e2643,All OA; Gold,Article,"Duran, Alain; Collado-Vides, Ligia; Burkepile, Deron E.",,"Duran, Alain (Florida International University); Collado-Vides, Ligia (Florida International University); Burkepile, Deron E. (Florida International University; University of California, Santa Barbara)",5,4,0.45,1.46,https://peerj.com/articles/2643.pdf,https://app.dimensions.ai/details/publication/pub.1023187685,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
44,100,pub.1016013550,10.1111/oik.02987,,,Fire frequency drives habitat selection by a diverse herbivore guild impacting top–down control of plant communities in an African savanna,Oikos,,,2016-11,2016,125,11,1636-1646,Closed,Article,"Burkepile, Deron E.; Thompson, Dave I.; Fynn, Richard W. S.; Koerner, Sally E.; Eby, Stephanie; Govender, Navashni; Hagenah, Nicole; Lemoine, Nathan P.; Matchett, Katherine J.; Wilcox, Kevin R.; Collins, Scott L.; Kirkman, Kevin P.; Knapp, Alan K.; Smith, Melinda D.",,"Burkepile, Deron E. (University of California, Santa Barbara); Thompson, Dave I. (National Research Foundation; University of the Witwatersrand); Fynn, Richard W. S. (); Koerner, Sally E. (); Eby, Stephanie (); Govender, Navashni (Scientific Services); Hagenah, Nicole (University of KwaZulu-Natal); Lemoine, Nathan P. (); Matchett, Katherine J. (University of KwaZulu-Natal); Wilcox, Kevin R. (); Collins, Scott L. (University of New Mexico); Kirkman, Kevin P. (University of KwaZulu-Natal); Knapp, Alan K. (); Smith, Melinda D. ()",7,5,,1.82,,https://app.dimensions.ai/details/publication/pub.1016013550,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
45,400,pub.1043707099,10.1038/ncomms11833,27270557,PMC4899628,Overfishing and nutrient pollution interact with temperature to disrupt coral reefs down to microbial scales,Nature Communications,,Animals; Anthozoa; Biodiversity; Coral Reefs; Environmental Pollution; Eutrophication; Fisheries; Herbivory; Microbiota; Predatory Behavior; Seasons; Temperature,2016-09,2016,7,1,11833,All OA; Gold,Article,"Zaneveld, Jesse R.; Burkepile, Deron E.; Shantz, Andrew A.; Pritchard, Catharine E.; McMinds, Ryan; Payet, Jérôme P.; Welsh, Rory; Correa, Adrienne M. S.; Lemoine, Nathan P.; Rosales, Stephanie; Fuchs, Corinne; Maynard, Jeffrey A.; Thurber, Rebecca Vega","Burkepile, Deron E.","Zaneveld, Jesse R. (Oregon State University); Burkepile, Deron E. (Florida International University; University of California, Santa Barbara); Shantz, Andrew A. (Florida International University); Pritchard, Catharine E. (Florida International University; Pennsylvania State University); McMinds, Ryan (Oregon State University); Payet, Jérôme P. (Oregon State University); Welsh, Rory (Oregon State University); Correa, Adrienne M. S. (Oregon State University; Rice University); Lemoine, Nathan P. (Florida International University); Rosales, Stephanie (Oregon State University); Fuchs, Corinne (University of Florida); Maynard, Jeffrey A. (Centre de Recherches Insulaires et Observatoire de l'Environnement); Thurber, Rebecca Vega (Oregon State University)",110,75,7.81,27.48,https://www.nature.com/articles/ncomms11833.pdf,https://app.dimensions.ai/details/publication/pub.1043707099,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
46,200,pub.1059422409,10.1093/biosci/biw077,,,Shared Drivers but Divergent Ecological Responses: Insights from Long-Term Experiments in Mesic Savanna Grasslands,BioScience,,,2016-08-01,2016,66,8,666-682,All OA; Gold,Article,"Smith, Melinda D.; Knapp, Alan K.; Collins, Scott L.; Burkepile, Deron E.; Kirkman, Kevin P.; Koerner, Sally E.; Thompson, Dave I.; Blair, John M.; Burns, Catherine E.; Eby, Stephanie; Forrestel, Elisabeth J.; Fynn, Richard W.S.; Govender, Navashni; Hagenah, Nicole; Hoover, David L.; Wilcox, Kevin R.",,"Smith, Melinda D. (); Knapp, Alan K. (); Collins, Scott L. (); Burkepile, Deron E. (); Kirkman, Kevin P. (); Koerner, Sally E. (); Thompson, Dave I. (); Blair, John M. (); Burns, Catherine E. (); Eby, Stephanie (); Forrestel, Elisabeth J. (); Fynn, Richard W.S. (); Govender, Navashni (); Hagenah, Nicole (); Hoover, David L. (); Wilcox, Kevin R. ()",9,9,,,https://academic.oup.com/bioscience/article-pdf/66/8/666/7460158/biw077.pdf,https://app.dimensions.ai/details/publication/pub.1059422409,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
47,200,pub.1059422398,10.1093/biosci/biw047,,,A Vicious Circle? Altered Carbon and Nutrient Cycling May Explain the Low Resilience of Caribbean Coral Reefs,BioScience,,,2016-06-01,2016,66,6,470-476,All OA; Gold,Article,"Pawlik, Joseph R.; Burkepile, Deron E.; Thurber, Rebecca Vega",,"Pawlik, Joseph R. (); Burkepile, Deron E. (); Thurber, Rebecca Vega ()",37,25,,,https://academic.oup.com/bioscience/article-pdf/66/6/470/8719524/biw047.pdf,https://app.dimensions.ai/details/publication/pub.1059422398,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
48,400,pub.1051838560,10.1038/ismej.2015.219,26613338,PMC5029193,Bacterial predation in a marine host-associated microbiome,The ISME Journal,,Animals; Anthozoa; Biota; Coral Reefs; Microbial Interactions; Microbiota; Proteobacteria; Vibrio,2016-06,2016,10,6,1540-1544,All OA; Gold,Article,"Welsh, Rory M; Zaneveld, Jesse R; Rosales, Stephanie M; Payet, Jérôme P; Burkepile, Deron E; Thurber, Rebecca Vega","Welsh, Rory M","Welsh, Rory M (Oregon State University); Zaneveld, Jesse R (Oregon State University); Rosales, Stephanie M (Oregon State University); Payet, Jérôme P (Oregon State University); Burkepile, Deron E (Florida International University; University of California, Santa Barbara); Thurber, Rebecca Vega (Oregon State University)",23,12,1.63,6.28,https://www.nature.com/articles/ismej2015219.pdf,https://app.dimensions.ai/details/publication/pub.1051838560,0602 Ecology; 0502 Environmental Science and Management; 0605 Microbiology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0605 Microbiology,05 Environmental Sciences,06 Biological Sciences
49,400,pub.1032943505,10.1016/j.tree.2016.02.008,26965001,,Quantifying Differences Between Native and Introduced Species,Trends in Ecology & Evolution,,Animals; Biological Evolution; Ecology; Introduced Species; Phenotype,2016-05,2016,31,5,372-381,Closed,Article,"Lemoine, Nathan P.; Burkepile, Deron E.; Parker, John D.","Lemoine, Nathan P.","Lemoine, Nathan P. (Colorado State University); Burkepile, Deron E. (University of California, Santa Barbara); Parker, John D. (Smithsonian Environmental Research Center)",14,9,0.36,4.24,,https://app.dimensions.ai/details/publication/pub.1032943505,0602 Ecology; 0502 Environmental Science and Management; 0603 Evolutionary Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0603 Evolutionary Biology,05 Environmental Sciences,06 Biological Sciences
50,400,pub.1045634994,10.1111/ele.12538,26549314,,Nutrient loading alters the performance of key nutrient exchange mutualisms,Ecology Letters,,Carbon Cycle; Heterotrophic Processes; Nitrogen Cycle; Phosphorus; Phototrophic Processes; Symbiosis,2016-01,2016,19,1,20-28,Closed,Article,"Shantz, Andrew A.; Lemoine, Nathan P.; Burkepile, Deron E.",,"Shantz, Andrew A. (Florida International University); Lemoine, Nathan P. (Florida International University; Colorado State University); Burkepile, Deron E. (Florida International University; University of California, Santa Barbara)",35,22,1.92,10.71,,https://app.dimensions.ai/details/publication/pub.1045634994,0602 Ecology; 0502 Environmental Science and Management; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
51,400,pub.1041409551,10.1111/1365-2656.12440,26332988,,Reefscapes of fear: predation risk and reef hetero‐geneity interact to shape herbivore foraging behaviour,Journal of Animal Ecology,,Animals; Bass; Coral Reefs; Fear; Fishes; Florida; Food Chain; Herbivory; Predatory Behavior,2016-01,2016,85,1,146-156,All OA; Gold,Article,"Catano, Laura B.; Rojas, Maria C.; Malossi, Ryan J.; Peters, Joseph R.; Heithaus, Michael R.; Fourqurean, James W.; Burkepile, Deron E.",,"Catano, Laura B. (Florida International University); Rojas, Maria C. (Florida International University); Malossi, Ryan J. (Florida International University); Peters, Joseph R. (Portland State University); Heithaus, Michael R. (Florida International University); Fourqurean, James W. (Florida International University); Burkepile, Deron E. (Florida International University)",46,29,2.51,13.39,https://doi.org/10.1111/1365-2656.12440,https://app.dimensions.ai/details/publication/pub.1041409551,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
52,400,pub.1008894422,10.1890/14-2209.1,26910945,,Fish‐derived nutrient hotspots shape coral reef benthic communities,Ecological Applications,,Animals; Biomass; Coral Reefs; Environmental Monitoring; Fishes; Geologic Sediments; Nitrogen; Phosphorus; Population Density,2015-12,2015,25,8,2142-2152,Closed,Article,"Shantz, Andrew A.; Ladd, Mark C.; Schrack, Elizabeth; Burkepile, Deron E.",,"Shantz, Andrew A. (Florida International University); Ladd, Mark C. (Florida International University); Schrack, Elizabeth (Duke University); Burkepile, Deron E. (Florida International University)",33,25,0.8,7.23,,https://app.dimensions.ai/details/publication/pub.1008894422,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
53,400,pub.1005752713,10.1007/s00442-015-3406-3,26245147,,Resource partitioning along multiple niche axes drives functional diversity in parrotfishes on Caribbean coral reefs,Oecologia,,Animals; Anthozoa; Caribbean Region; Coral Reefs; Diet; Ecosystem; Herbivory; Perciformes; Seaweed,2015-12,2015,179,4,1173-1185,"All OA; Green, Accepted & Submitted",Article,"Adam, Thomas C.; Kelley, Megan; Ruttenberg, Benjamin I.; Burkepile, Deron E.","Adam, Thomas C.","Adam, Thomas C. (Florida International University; University of California, Santa Barbara); Kelley, Megan (Florida International University); Ruttenberg, Benjamin I. (Southeast Fisheries Science Center; California Polytechnic State University); Burkepile, Deron E. (Florida International University)",27,14,1.09,5.29,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1450&context=bio_fac,https://app.dimensions.ai/details/publication/pub.1005752713,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
54,400,pub.1033071355,10.1371/journal.pone.0118764,25714431,PMC4340949,"Predation Risk, Resource Quality, and Reef Structural Complexity Shape Territoriality in a Coral Reef Herbivore",PLoS ONE,,Analysis of Variance; Animals; Coral Reefs; Ecosystem; Female; Fishes; France; Geography; Herbivory; Male; Predatory Behavior; Territoriality,2015-02-25,2015,10,2,e0118764,All OA; Gold,Article,"Catano, Laura B.; Gunn, Bridgette K.; Kelley, Megan C.; Burkepile, Deron E.",,"Catano, Laura B. (Florida International University); Gunn, Bridgette K. (Florida International University); Kelley, Megan C. (Florida International University); Burkepile, Deron E. (Florida International University)",13,5,0.87,2.85,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0118764&type=printable,https://app.dimensions.ai/details/publication/pub.1033071355,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
55,200,pub.1071172142,10.3354/meps11170,,,Herbivory and the resilience of Caribbean coral reefs: knowledge gaps and implications for management,Marine Ecology Progress Series,,,2015-02-03,2015,520,,1-20,"All OA; Green, Accepted & Submitted",Article,"Adam, TC; Burkepile, DE; Ruttenberg, BI; Paddack, MJ",,"Adam, TC (); Burkepile, DE (); Ruttenberg, BI (); Paddack, MJ ()",60,31,,12.6,https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?article=1452&context=bio_fac,https://app.dimensions.ai/details/publication/pub.1071172142,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
56,200,pub.1071171798,10.3354/meps10921,,,"Predation risk, competition, and territorial damselfishes as drivers of herbivore foraging on Caribbean coral reefs",Marine Ecology Progress Series,,,2014-09-24,2014,511,,193-207,Closed,Article,"Catano, LB; Shantz, AA; Burkepile, DE",,"Catano, LB (); Shantz, AA (); Burkepile, DE ()",11,6,,2,,https://app.dimensions.ai/details/publication/pub.1071171798,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
