,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Toshiro Tanimoto. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
43,100,pub.1049593626,10.1029/1999gl011122,,,Change of crustal potential energy by earthquakes: An indicator for extensional and compressional tectonics,Geophysical Research Letters,,,2000-08-01,2000,27,15,2313-2316,All OA; Gold,Article,"Tanimoto, Toshiro; Okamoto, Taro",,"Tanimoto, Toshiro (University of California, Santa Barbara); Okamoto, Taro (Tokyo Institute of Technology)",21,0,,2.07,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/1999GL011122,https://app.dimensions.ai/details/publication/pub.1049593626,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
44,100,pub.1041902852,10.1029/1999jb900252,,,Cause of continuous oscillations of the Earth,Journal of Geophysical Research,,,1999-12-10,1999,104,B12,28723-28739,All OA; Gold,Article,"Tanimoto, Toshiro; Um, Junho",,"Tanimoto, Toshiro (); Um, Junho ()",57,5,,,http://onlinelibrary.wiley.com/doi/10.1029/1999JB900252/pdf,https://app.dimensions.ai/details/publication/pub.1041902852,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
45,100,pub.1018129969,10.1046/j.1365-246x.1999.00763.x,,,Excitation of normal modes by atmospheric turbulence:source of long‐period seismic noise,Geophysical Journal International,,,1999-02,1999,136,2,395-402,All OA; Gold,Article,"Tanimoto, T.",,"Tanimoto, T. (University of California, Santa Barbara)",34,2,,,https://academic.oup.com/gji/article-pdf/136/2/395/6098483/136-2-395.pdf,https://app.dimensions.ai/details/publication/pub.1018129969,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
46,100,pub.1038756599,10.1046/j.1365-246x.1998.00554.x,,,State of stress within a bending spherical shell and its implications for subducting lithosphere,Geophysical Journal International,,,1998-07,1998,134,1,199-206,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (University of California, Santa Barbara)",13,0,,,https://academic.oup.com/gji/article-pdf/134/1/199/1764087/134-1-199.pdf,https://app.dimensions.ai/details/publication/pub.1038756599,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
47,100,pub.1032218282,10.1029/98gl01223,,,Earth's continuous oscillations observed on seismically quiet days,Geophysical Research Letters,,,1998-05-15,1998,25,10,1553-1556,All OA; Gold,Article,"Tanimoto, Toshiro; Um, Junho; Nishida, Kiwamu; Kobayashi, Naoki",,"Tanimoto, Toshiro (University of California, Santa Barbara); Um, Junho (University of California, Santa Barbara); Nishida, Kiwamu (Tokyo Institute of Technology); Kobayashi, Naoki (Tokyo Institute of Technology)",99,9,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/98GL01223,https://app.dimensions.ai/details/publication/pub.1032218282,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
48,100,pub.1017512500,10.1029/rf001p0214,,,Crustal Structure of the Earth,AGU Reference Shelf,Global Earth Physics,,1995-01-01,1995,,,214-224,Closed,Chapter,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (University of California, Santa Barbara)",17,1,,,,https://app.dimensions.ai/details/publication/pub.1017512500,,,,,,
49,100,pub.1033018588,10.1016/0031-9201(94)90035-3,,,"S-wave velocity, basalt chemistry and bathymetry along the Mid-Atlantic Ridge",Physics of The Earth and Planetary Interiors,,,1994-07,1994,84,1-4,79-93,Closed,Article,"Zhang, Yu-Shen; Tanimoto, Toshiro; Stolper, Edward M.","Zhang, Yu-Shen","Zhang, Yu-Shen (University of California, Santa Cruz); Tanimoto, Toshiro (University of California, Santa Barbara); Stolper, Edward M. (California Institute of Technology)",15,0,,,,https://app.dimensions.ai/details/publication/pub.1033018588,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
50,100,pub.1007884925,10.1111/j.1365-246x.1993.tb01439.x,,,Waveforms of Long‐Period Body Waves In A Slightly Aspherical Earth Model,Geophysical Journal International,,,1993-01,1993,112,1,92-102,All OA; Gold,Article,"Li, Xiang‐Dong; Tanimoto, Toshiro",,"Li, Xiang‐Dong (California Institute of Technology); Tanimoto, Toshiro (California Institute of Technology)",96,0,,,https://academic.oup.com/gji/article-pdf/112/1/92/1847018/112-1-92.pdf,https://app.dimensions.ai/details/publication/pub.1007884925,0911 Maritime Engineering; 09 Engineering,0911 Maritime Engineering,09 Engineering,,,
51,100,pub.1025245390,10.1029/92gl01225,,,Cause of low velocity anomaly along the South Atlantic hotspots,Geophysical Research Letters,,,1992-08-03,1992,19,15,1567-1570,Closed,Article,"Tanimoto, Toshiro; Zhang, Yu‐Shen",,"Tanimoto, Toshiro (University of California, Santa Barbara); Zhang, Yu‐Shen (University of California, Santa Cruz)",12,1,,,,https://app.dimensions.ai/details/publication/pub.1025245390,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
52,100,pub.1011309608,10.1016/0031-9201(92)90200-f,,,One-layer global inversion for outermost core velocity,Physics of The Earth and Planetary Interiors,,,1992-08,1992,72,3-4,173-184,Closed,Article,"Kohler, Monica D.; Tanimoto, Toshiro","Kohler, Monica D.","Kohler, Monica D. (California Institute of Technology); Tanimoto, Toshiro (California Institute of Technology)",14,0,,,,https://app.dimensions.ai/details/publication/pub.1011309608,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
53,400,pub.1062544160,10.1126/science.256.5064.1645,17841084,,Plate Tectonics and Hotspots: The Third Dimension,Science,,,1992-06-19,1992,256,5064,1645-1651,Closed,Article,"Anderson, Don L.; Tanimoto, Toshiro; Zhang, Yu-shen",,"Anderson, Don L. (California Institute of Technology); Tanimoto, Toshiro (California Institute of Technology); Zhang, Yu-shen (California Institute of Technology)",153,2,0.01,,,https://app.dimensions.ai/details/publication/pub.1062544160,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
54,100,pub.1044193175,10.1038/355045a0,,,"Ridges, hotspots and their interaction as observed in seismic velocity maps",Nature,,,1992-01,1992,355,6355,45-49,Closed,Article,"Zhang, Yu-Shen; Tanimoto, Toshiro",,"Zhang, Yu-Shen (California Institute of Technology; University of California, Santa Cruz); Tanimoto, Toshiro (California Institute of Technology)",151,0,,,,https://app.dimensions.ai/details/publication/pub.1044193175,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
55,100,pub.1024286698,10.1144/gsl.sp.1992.068.01.07,,,"Plume heads, continental lithosphere, flood basalts and tomography",Geological Society London Special Publications,,,1992,1992,68,1,99-124,Closed,Article,"Anderson, Don L.; Zhang, Yu-Shen; Tanimoto, Toshiro",,"Anderson, Don L. (California Institute of Technology); Zhang, Yu-Shen (University of California, Santa Cruz); Tanimoto, Toshiro (California Institute of Technology)",76,2,,,,https://app.dimensions.ai/details/publication/pub.1024286698,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
56,100,pub.1044725071,10.1016/0031-9201(91)90075-s,,,Global Love wave phase velocity variation and its significance to plate tectonics,Physics of The Earth and Planetary Interiors,,,1991-04,1991,66,3-4,160-202,Closed,Article,"Zhang, Yu-Shen; Tanimoto, Toshiro",,"Zhang, Yu-Shen (California Institute of Technology); Tanimoto, Toshiro (California Institute of Technology)",82,1,,,,https://app.dimensions.ai/details/publication/pub.1044725071,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
57,100,pub.1017805361,10.1029/gl017i013p02405,,,Lithospheric thickness and thermal anomalies in the upper mantle inferred from the Love Wave data,Geophysical Research Letters,,,1990-12,1990,17,13,2405-2408,Closed,Article,"Tanimoto, Toshiro; Zhang, Yu‐Shen",,"Tanimoto, Toshiro (California Institute of Technology); Zhang, Yu‐Shen (California Institute of Technology)",12,0,,,,https://app.dimensions.ai/details/publication/pub.1017805361,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
58,100,pub.1039460742,10.1111/j.1365-246x.1990.tb00532.x,,,Modelling curved surface wave paths: membrane surface wave synthetics,Geophysical Journal International,,,1990-07,1990,102,1,89-100,All OA; Gold,Article,"Tanimoto, T.",,"Tanimoto, T. (California Institute of Technology)",49,8,,,https://academic.oup.com/gji/article-pdf/102/1/89/1560923/102-1-89.pdf,https://app.dimensions.ai/details/publication/pub.1039460742,0911 Maritime Engineering; 09 Engineering,0911 Maritime Engineering,09 Engineering,,,
59,100,pub.1002376978,10.1029/gl017i006p00669,,,Lateral variation of Q from singlet modal Q measurements of 0S2,Geophysical Research Letters,,,1990-05,1990,17,6,669-672,Closed,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1002376978,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
60,100,pub.1041311849,10.1111/j.1365-246x.1990.tb00688.x,,,Long‐wavelength S‐wave velocity structure throughout the mantle,Geophysical Journal International,,,1990-03,1990,100,3,327-336,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",213,3,,,https://academic.oup.com/gji/article-pdf/100/3/327/1909160/100-3-327.pdf,https://app.dimensions.ai/details/publication/pub.1041311849,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
61,100,pub.1011077347,10.4294/jpe1952.38.493,,,Predominance of Large-Scale Heterogeneity and the Shift of Velocity Anomalies between the Upper and Lower Mantle,"Earth, Planets and Space",,,1990,1990,38,6,493,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro ()",41,0,,,https://www.jstage.jst.go.jp/article/jpe1952/38/6/38_6_493/_pdf,https://app.dimensions.ai/details/publication/pub.1011077347,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
62,100,pub.1033317970,10.1111/j.1365-246x.1989.tb03350.x,,,Three‐dimensional modelling of upper mantle structure under the Pacific Ocean and surrounding area,Geophysical Journal International,,,1989-08,1989,98,2,255-269,All OA; Gold,Article,"Zhang, Yu Shen; Tanimoto, Toshiro",,"Zhang, Yu Shen (California Institute of Technology); Tanimoto, Toshiro (California Institute of Technology)",26,0,,,https://academic.oup.com/gji/article-pdf/98/2/255/1791370/98-2-255.pdf,https://app.dimensions.ai/details/publication/pub.1033317970,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
63,100,pub.1030023515,10.1029/gl016i005p00389,,,Moment of inertia of three‐dimensional models of the Earth,Geophysical Research Letters,,,1989-05,1989,16,5,389-392,Closed,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",9,0,,,,https://app.dimensions.ai/details/publication/pub.1030023515,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
64,100,pub.1015577878,10.1111/j.1365-246x.1988.tb02005.x,,,"The 3‐D shear wave structure in the mantle by overtone waveform inversion‐II. Inversion of X‐waves, R‐waves and G‐waves",Geophysical Journal International,,,1988-05-01,1988,93,2,321-334,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",59,0,,,https://academic.oup.com/gji/article-pdf/93/2/321/1710931/93-2-321.pdf,https://app.dimensions.ai/details/publication/pub.1015577878,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
65,100,pub.1007867785,10.1111/j.1365-246x.1987.tb01667.x,,,Regional 3‐D heterogeneities by waveform inversion – application to the Atlantic area,Geophysical Journal International,,,1987-12-01,1987,91,3,737-753,All OA; Gold,Article,"Honda, Satoru; Tanimoto, Toshiro",,"Honda, Satoru (California Institute of Technology); Tanimoto, Toshiro (California Institute of Technology)",19,1,,,https://academic.oup.com/gji/article-pdf/91/3/737/1799426/91-3-737.pdf,https://app.dimensions.ai/details/publication/pub.1007867785,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
66,100,pub.1010765094,10.1111/j.1365-246x.1987.tb05189.x,,,The three‐dimensional shear wave structure in the mantle by overtone waveform inversion ‐ I. Radial seismogram inversion,Geophysical Journal International,,,1987-05-01,1987,89,2,713-740,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",75,0,,,https://academic.oup.com/gji/article-pdf/89/2/713/1768213/89-2-713.pdf,https://app.dimensions.ai/details/publication/pub.1010765094,0403 Geology; 04 Earth Sciences; 0404 Geophysics,0403 Geology,04 Earth Sciences,0404 Geophysics,,
67,100,pub.1035208313,10.1029/gl014i003p00235,,,Three dimensional reconstruction of Pangea,Geophysical Research Letters,,,1987-03,1987,14,3,235-238,Closed,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1035208313,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
68,100,pub.1022757166,10.1111/j.1365-246x.1987.tb01377.x,,,Surface‐wave ray tracing equations and Fermat's principle in an anisotropic earth,Geophysical Journal International,,,1987-01-01,1987,88,1,231-240,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",10,0,,,https://academic.oup.com/gji/article-pdf/88/1/231/1518854/88-1-231.pdf,https://app.dimensions.ai/details/publication/pub.1022757166,09 Engineering; 0909 Geomatic Engineering; 0403 Geology; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0403 Geology,04 Earth Sciences,0404 Geophysics
69,100,pub.1024233918,10.1111/j.1365-246x.1986.tb06634.x,,,Free oscillations of a slightly anisotropic earth,Geophysical Journal International,,,1986-11-01,1986,87,2,493-517,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",49,0,,,https://academic.oup.com/gji/article-pdf/87/2/493/1709068/87-2-493.pdf,https://app.dimensions.ai/details/publication/pub.1024233918,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
70,100,pub.1044935606,10.1111/j.1365-246x.1986.tb04363.x,,,Linear programming approach to moment tensor inversion of earthquake sources and some tests on the three‐dimensional structure of the upper mantle,Geophysical Journal International,,,1986-02-01,1986,84,2,413-430,All OA; Gold,Article,"Tanimoto, Toshiro; Kanamori, Hiroo",,"Tanimoto, Toshiro (California Institute of Technology); Kanamori, Hiroo (California Institute of Technology)",19,0,,,https://academic.oup.com/gji/article-pdf/84/2/413/1879486/84-2-413.pdf,https://app.dimensions.ai/details/publication/pub.1044935606,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
71,100,pub.1024190633,10.1111/j.1365-246x.1986.tb04344.x,,,The Backus–Gilbert approach to the 3‐D structure in the upper mantle – II. SH and SV velocity,Geophysical Journal International,,,1986-01-01,1986,84,1,49-69,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",56,0,,,https://academic.oup.com/gji/article-pdf/84/1/49/1605094/84-1-49.pdf,https://app.dimensions.ai/details/publication/pub.1024190633,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
72,100,pub.1003634389,10.1111/j.1365-246x.1985.tb05130.x,,,The Backus–Gilbert approach to the three‐dimensional structure in the upper mantle – I. Lateral variation of surface wave phase velocity with its error and resolution,Geophysical Journal International,,,1985-07-01,1985,82,1,105-123,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",47,1,,,https://academic.oup.com/gji/article-pdf/82/1/105/1460433/82-1-105.pdf,https://app.dimensions.ai/details/publication/pub.1003634389,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
73,100,pub.1014369119,10.1111/j.1365-246x.1984.tb05063.x,,,Waveform inversion of mantle Love waves:the Born seismogram approach,Geophysical Journal International,,,1984-09-01,1984,78,3,641-660,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",18,0,,,https://academic.oup.com/gji/article-pdf/78/3/641/1827289/78-3-641.pdf,https://app.dimensions.ai/details/publication/pub.1014369119,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
74,100,pub.1051286333,10.1111/j.1365-246x.1984.tb01934.x,,,A simple derivation of the formula to calculate synthetic long‐period seismograms in a heterogeneous earth by normal mode summation,Geophysical Journal International,,,1984-04-01,1984,77,1,275-278,All OA; Gold,Article,"Tanimoto, Toshiro",,"Tanimoto, Toshiro (California Institute of Technology)",37,0,,,https://academic.oup.com/gji/article-pdf/77/1/275/2459876/77-1-275.pdf,https://app.dimensions.ai/details/publication/pub.1051286333,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
