,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Krzysztof Janowicz. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
36,100,pub.1032242849,10.1080/13658816.2015.1124434,,,Task-oriented information value measurement based on space-time prisms,International Journal of Geographical Information Science,,,2016-06-02,2016,30,6,1228-1249,Closed,Article,"Hu, Yingjie; Janowicz, Krzysztof; Chen, Yuqi",,"Hu, Yingjie (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Chen, Yuqi (University of California, Santa Barbara)",4,3,,2.33,,https://app.dimensions.ai/details/publication/pub.1032242849,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
37,100,pub.1035040575,10.1111/tgis.12232,,,Spatial signatures for geographic feature types: examining gazetteer ontologies using spatial statistics,Transactions in GIS,,,2016-06,2016,20,3,333-355,Closed,Article,"Zhu, Rui; Hu, Yingjie; Janowicz, Krzysztof; McKenzie, Grant",,"Zhu, Rui (); Hu, Yingjie (); Janowicz, Krzysztof (); McKenzie, Grant ()",19,13,,11.05,,https://app.dimensions.ai/details/publication/pub.1035040575,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
38,100,pub.1023228526,10.1111/tgis.12233,,,Crowdsensing smart ambient environments and services,Transactions in GIS,,,2016-06,2016,20,3,382-398,Closed,Article,"Regalia, Blake; McKenzie, Grant; Gao, Song; Janowicz, Krzysztof",,"Regalia, Blake (University of California, Santa Barbara); McKenzie, Grant (University of California, Santa Barbara); Gao, Song (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara)",10,8,,4.86,,https://app.dimensions.ai/details/publication/pub.1023228526,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0801 Artificial Intelligence and Image Processing
39,200,pub.1026986736,10.3233/sw-160229,,,Selected papers from the combined EKAW 2014 and Semantic Web journal track,Semantic Web,,,2016-05-27,2016,7,4,333-334,All OA; Gold,Article,"Schlobach, Stefan; Janowicz, Krzysztof",,"Schlobach, Stefan (VU University Amsterdam); Janowicz, Krzysztof (University of California, Santa Barbara)",0,0,,,https://content.iospress.com:443/download/semantic-web/sw229?id=semantic-web%2Fsw229,https://app.dimensions.ai/details/publication/pub.1026986736,08 Information and Computing Sciences,08 Information and Computing Sciences,,,,
40,100,pub.1024347911,10.3233/sw-160216,,,Linked Dataset description papers at the Semantic Web journal: A critical assessment,Semantic Web,,,2016-02-12,2016,7,2,105-116,All OA; Gold,Article,"Hogan, Aidan; Hitzler, Pascal; Janowicz, Krzysztof",,"Hogan, Aidan (University of Chile); Hitzler, Pascal (Wright State University); Janowicz, Krzysztof (University of California, Santa Barbara)",8,5,,,https://content.iospress.com:443/download/semantic-web/sw216?id=semantic-web%2Fsw216,https://app.dimensions.ai/details/publication/pub.1024347911,08 Information and Computing Sciences,08 Information and Computing Sciences,,,,
41,100,pub.1048357445,10.1145/2876480.2876487,,,"GeoPrivacy 2015 workshop report: the second ACM SIGSPATIAL International Workshop on Privacy in Geographic Information Collection and Analysis (Seattle, WA, USA - November 3, 2015)",SIGSPATIAL Special,,,2016-01-11,2016,7,3,34-34,Closed,Article,"McKenzie, Grant; Janowicz, Krzysztof; Kossinets, Gueorgi",,"McKenzie, Grant (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Kossinets, Gueorgi ()",1,1,,0.57,,https://app.dimensions.ai/details/publication/pub.1048357445,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
42,100,pub.1084938302,10.1007/978-3-319-34129-3_32,,,"VOLT: A Provenance-Producing, Transparent SPARQL Proxy for the On-Demand Computation of Linked Data and its Application to Spatiotemporally Dependent Data",Lecture Notes in Computer Science,The Semantic Web. Latest Advances and New Domains,,2016,2016,9678,,523-538,Closed,Chapter,"Regalia, Blake; Janowicz, Krzysztof; Gao, Song","Regalia, Blake","Regalia, Blake (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Gao, Song (University of California, Santa Barbara)",8,3,,4.6,,https://app.dimensions.ai/details/publication/pub.1084938302,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
43,100,pub.1084901339,10.1007/978-3-319-49004-5_23,,,Things and Strings: Improving Place Name Disambiguation from Short Texts by Combining Entity Co-Occurrence with Topic Modeling,Lecture Notes in Computer Science,Knowledge Engineering and Knowledge Management,,2016,2016,10024,,353-367,Closed,Chapter,"Ju, Yiting; Adams, Benjamin; Janowicz, Krzysztof; Hu, Yingjie; Yan, Bo; McKenzie, Grant","Ju, Yiting","Ju, Yiting (University of California, Santa Barbara); Adams, Benjamin (University of Auckland); Janowicz, Krzysztof (University of California, Santa Barbara); Hu, Yingjie (University of Tennessee at Knoxville); Yan, Bo (University of California, Santa Barbara); McKenzie, Grant (University of Maryland, College Park)",9,8,,5.3,,https://app.dimensions.ai/details/publication/pub.1084901339,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
44,100,pub.1083897241,10.1145/2996913.2996940,,,ADCN: an anisotropic density-based clustering algorithm,,Proceedings of the 24th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems - GIS '16,,2016,2016,,,58,Closed,Proceeding,"Mai, Gengchen; Janowicz, Krzysztof; Hu, Yingjie; Gao, Song",,"Mai, Gengchen (); Janowicz, Krzysztof (); Hu, Yingjie (); Gao, Song ()",1,0,,0.59,,https://app.dimensions.ai/details/publication/pub.1083897241,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
45,100,pub.1020541352,10.1007/978-3-319-45738-3_18,,,Moon Landing or Safari? A Study of Systematic Errors and Their Causes in Geographic Linked Data,Lecture Notes in Computer Science,Geographic Information Science,,2016,2016,9927,,275-290,Closed,Chapter,"Janowicz, Krzysztof; Hu, Yingjie; McKenzie, Grant; Gao, Song; Regalia, Blake; Mai, Gengchen; Zhu, Rui; Adams, Benjamin; Taylor, Kerry","Janowicz, Krzysztof","Janowicz, Krzysztof (University of California, Santa Barbara); Hu, Yingjie (University of California, Santa Barbara); McKenzie, Grant (University of Maryland, College Park); Gao, Song (University of California, Santa Barbara); Regalia, Blake (University of California, Santa Barbara); Mai, Gengchen (University of California, Santa Barbara); Zhu, Rui (University of California, Santa Barbara); Adams, Benjamin (University of Auckland); Taylor, Kerry (Australian National University)",3,1,,1.72,,https://app.dimensions.ai/details/publication/pub.1020541352,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
46,100,pub.1013738956,10.1007/978-3-319-33783-8_10,,,Geo-Privacy Beyond Coordinates,Lecture Notes in Geoinformation and Cartography,Geospatial Data in a Changing World,,2016,2016,,,157-175,Closed,Chapter,"McKenzie, Grant; Janowicz, Krzysztof; Seidl, Dara","McKenzie, Grant","McKenzie, Grant (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Seidl, Dara (University of California, Santa Barbara; San Diego State University)",5,5,,2.22,,https://app.dimensions.ai/details/publication/pub.1013738956,08 Information and Computing Sciences; 09 Engineering; 0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,
47,100,pub.1013081072,10.1007/978-3-319-47602-5_37,,,Computing Linked Data On-Demand Using the VOLT Proxy,Lecture Notes in Computer Science,The Semantic Web,,2016,2016,9989,,189-193,Closed,Chapter,"Regalia, Blake; Janowicz, Krzysztof","Regalia, Blake","Regalia, Blake (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1013081072,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
48,100,pub.1012920011,10.1007/978-3-319-33245-1_11,,,On the Capabilities and Limitations of OWL Regarding Typecasting and Ontology Design Pattern Views,Lecture Notes in Computer Science,Ontology Engineering,,2016,2016,9557,,105-116,Closed,Chapter,"Krisnadhi, Adila A.; Hitzler, Pascal; Janowicz, Krzysztof","Krisnadhi, Adila A.","Krisnadhi, Adila A. (Wright State University; University of Indonesia); Hitzler, Pascal (Wright State University); Janowicz, Krzysztof (University of California, Santa Barbara)",3,2,,1.72,,https://app.dimensions.ai/details/publication/pub.1012920011,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
49,200,pub.1018788017,10.3233/sw-150202,,,Considerations regarding Ontology Design Patterns,Semantic Web,,,2015-11-10,2015,7,1,1-7,"All OA; Green, Published",Article,"Blomqvist, Eva; Hitzler, Pascal; Janowicz, Krzysztof; Krisnadhi, Adila; Narock, Tom; Solanki, Monika",,"Blomqvist, Eva (Linköping University); Hitzler, Pascal (Wright State University); Janowicz, Krzysztof (University of California, Santa Barbara); Krisnadhi, Adila (Wright State University; University of Indonesia); Narock, Tom (Marymount University); Solanki, Monika (University of Oxford)",11,4,,,http://content.iospress.com/download/semantic-web/sw202?id=semantic-web%2Fsw202,https://app.dimensions.ai/details/publication/pub.1018788017,08 Information and Computing Sciences,08 Information and Computing Sciences,,,,
50,100,pub.1042981108,10.1016/j.compenvurbsys.2015.09.001,,,Extracting and understanding urban areas of interest using geotagged photos,Computers Environment and Urban Systems,,,2015-11,2015,54,,240-254,Closed,Article,"Hu, Yingjie; Gao, Song; Janowicz, Krzysztof; Yu, Bailang; Li, Wenwen; Prasad, Sathya","Hu, Yingjie","Hu, Yingjie (University of California, Santa Barbara); Gao, Song (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Yu, Bailang (East China Normal University); Li, Wenwen (Arizona State University); Prasad, Sathya ()",90,59,,26.05,,https://app.dimensions.ai/details/publication/pub.1042981108,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
51,100,pub.1040838358,10.1016/j.compenvurbsys.2015.05.003,,,Where is also about time: A location-distortion model to improve reverse geocoding using behavior-driven temporal semantic signatures,Computers Environment and Urban Systems,,,2015-11,2015,54,,1-13,Closed,Article,"McKenzie, Grant; Janowicz, Krzysztof","McKenzie, Grant","McKenzie, Grant (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara)",25,14,,6.39,,https://app.dimensions.ai/details/publication/pub.1040838358,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
52,100,pub.1006284070,10.1016/j.compenvurbsys.2015.10.002,,,How where is when? On the regional variability and resolution of geosocial temporal signatures for points of interest,Computers Environment and Urban Systems,,,2015-11,2015,54,,336-346,Closed,Article,"McKenzie, Grant; Janowicz, Krzysztof; Gao, Song; Gong, Li","McKenzie, Grant","McKenzie, Grant (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Gao, Song (University of California, Santa Barbara); Gong, Li (University of California, Santa Barbara; Peking University)",26,18,,7.52,,https://app.dimensions.ai/details/publication/pub.1006284070,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
53,200,pub.1035330103,10.3233/sw-150196,,,Editorial,Semantic Web,,,2015-10-16,2015,6,6,537-537,All OA; Gold,Article,"Janowicz, Krzysztof; Hitzler, Pascal",,"Janowicz, Krzysztof (University of California, Santa Barbara); Hitzler, Pascal (Wright State University)",0,0,,,https://content.iospress.com:443/download/semantic-web/sw196?id=semantic-web%2Fsw196,https://app.dimensions.ai/details/publication/pub.1035330103,08 Information and Computing Sciences,08 Information and Computing Sciences,,,,
54,100,pub.1044723752,10.1111/tgis.12151,,,Metadata Topic Harmonization and Semantic Search for Linked‐Data‐Driven Geoportals: A Case Study Using ArcGIS Online,Transactions in GIS,,,2015-06,2015,19,3,398-416,"All OA; Green, Accepted & Submitted",Article,"Hu, Yingjie; Janowicz, Krzysztof; Prasad, Sathya; Gao, Song",,"Hu, Yingjie (); Janowicz, Krzysztof (); Prasad, Sathya (); Gao, Song ()",15,8,,7.43,http://geog.ucsb.edu/%7Ejano/TGIS_metadata.pdf,https://app.dimensions.ai/details/publication/pub.1044723752,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
55,100,pub.1041263296,10.3138/cart.50.2.2662,,,"POI Pulse: A Multi-granular, Semantic Signature–Based Information Observatory for the Interactive Visualization of Big Geosocial Data",Cartographica The International Journal for Geographic Information and Geovisualization,,,2015-06,2015,50,2,71-85,Closed,Article,"McKenzie, Grant; Janowicz, Krzysztof; Gao, Song; Yang, Jiue-An; Hu, Yingjie",,"McKenzie, Grant (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Gao, Song (University of California, Santa Barbara); Yang, Jiue-An (San Diego State University); Hu, Yingjie (University of California, Santa Barbara)",38,25,,,,https://app.dimensions.ai/details/publication/pub.1041263296,,,,,,
56,100,pub.1001479358,10.1080/13658816.2014.989855,,,Thematic signatures for cleansing and enriching place-related linked data,International Journal of Geographical Information Science,,,2015-04-03,2015,29,4,556-579,Closed,Article,"Adams, Benjamin; Janowicz, Krzysztof",,"Adams, Benjamin (University of Auckland); Janowicz, Krzysztof (University of California, Santa Barbara)",14,4,,6.89,,https://app.dimensions.ai/details/publication/pub.1001479358,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
57,100,pub.1103067314,10.1609/aimag.v36i1.2559,,,Semantics for Big Data,AI Magazine,,,2015-03-25,2015,36,1,3,All OA; Gold,Article,"Van Harmelen, Frank; Hendler, James A.; Hitzler, Pascal; Janowicz, Krzysztof",,"Van Harmelen, Frank (); Hendler, James A. (); Hitzler, Pascal (); Janowicz, Krzysztof ()",1,0,,0.47,https://aaai.org/ojs/index.php/aimagazine/article/download/2559/2466,https://app.dimensions.ai/details/publication/pub.1103067314,08 Information and Computing Sciences; 17 Psychology and Cognitive Sciences; 0801 Artificial Intelligence and Image Processing; 1702 Cognitive Sciences,08 Information and Computing Sciences,17 Psychology and Cognitive Sciences,0801 Artificial Intelligence and Image Processing,1702 Cognitive Sciences,
58,100,pub.1103067313,10.1609/aimag.v36i1.2560,,,Why the Data Train Needs Semantic Rails,AI Magazine,,,2015-03-25,2015,36,1,5,All OA; Gold,Article,"Janowicz, Krzysztof; Van Harmelen, Frank; Hendler, James A.; Hitzler, Pascal",,"Janowicz, Krzysztof (); Van Harmelen, Frank (); Hendler, James A. (); Hitzler, Pascal ()",21,9,,10.34,https://aaai.org/ojs/index.php/aimagazine/article/download/2560/2467,https://app.dimensions.ai/details/publication/pub.1103067313,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
59,100,pub.1017184918,10.1080/17538947.2013.866172,,,A multistage collaborative 3D GIS to support public participation,International Journal of Digital Earth,,,2015-03-04,2015,8,3,212-234,"All OA; Green, Accepted & Submitted",Article,"Hu, Yingjie; Lv, Zhenhua; Wu, Jianping; Janowicz, Krzysztof; Zhao, Xizhi; Yu, Bailang",,"Hu, Yingjie (); Lv, Zhenhua (); Wu, Jianping (); Janowicz, Krzysztof (); Zhao, Xizhi (); Yu, Bailang ()",16,10,,7.88,http://geog.ucsb.edu/~jano/PPGIS-DRAFT.pdf,https://app.dimensions.ai/details/publication/pub.1017184918,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
60,100,pub.1041318862,10.1007/978-3-319-25010-6_19,,,The GeoLink Modular Oceanography Ontology,Lecture Notes in Computer Science,The Semantic Web - ISWC 2015,,2015,2015,9367,,301-309,Closed,Chapter,"Krisnadhi, Adila; Hu, Yingjie; Janowicz, Krzysztof; Hitzler, Pascal; Arko, Robert; Carbotte, Suzanne; Chandler, Cynthia; Cheatham, Michelle; Fils, Douglas; Finin, Timothy; Ji, Peng; Jones, Matthew; Karima, Nazifa; Lehnert, Kerstin; Mickle, Audrey; Narock, Thomas; O’Brien, Margaret; Raymond, Lisa; Shepherd, Adam; Schildhauer, Mark; Wiebe, Peter","Krisnadhi, Adila","Krisnadhi, Adila (Wright State University; University of Indonesia); Hu, Yingjie (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Hitzler, Pascal (Wright State University); Arko, Robert (Lamont-Doherty Earth Observatory); Carbotte, Suzanne (Lamont-Doherty Earth Observatory); Chandler, Cynthia (Woods Hole Oceanographic Institution); Cheatham, Michelle (Wright State University); Fils, Douglas (Consortium For Ocean Leadership); Finin, Timothy (University of Maryland, Baltimore County); Ji, Peng (Lamont-Doherty Earth Observatory); Jones, Matthew (University of California, Santa Barbara); Karima, Nazifa (Wright State University); Lehnert, Kerstin (Lamont-Doherty Earth Observatory); Mickle, Audrey (Woods Hole Oceanographic Institution); Narock, Thomas (Marymount University); O’Brien, Margaret (University of California, Santa Barbara); Raymond, Lisa (Woods Hole Oceanographic Institution); Shepherd, Adam (Woods Hole Oceanographic Institution); Schildhauer, Mark (University of California, Santa Barbara); Wiebe, Peter (Woods Hole Oceanographic Institution)",12,7,,5.95,,https://app.dimensions.ai/details/publication/pub.1041318862,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
61,100,pub.1022427696,10.1145/2830657.2830659,,,Of Oxen and Birds: Is Yik Yak a useful new data source in the geosocial zoo or just another Twitter?,,Proceedings of the 8th ACM SIGSPATIAL International Workshop on Location-Based Social Networks - LBSN'15,,2015,2015,,,4,Closed,Proceeding,"McKenzie, Grant; Adams, Benjamin; Janowicz, Krzysztof",,"McKenzie, Grant (University of California, Santa Barbara); Adams, Benjamin (University of Auckland); Janowicz, Krzysztof (University of California, Santa Barbara)",6,2,,2.97,,https://app.dimensions.ai/details/publication/pub.1022427696,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
62,100,pub.1009830733,10.1007/978-3-319-16787-9_7,,,Enabling Semantic Search and Knowledge Discovery for ArcGIS Online: A Linked-Data-Driven Approach,Lecture Notes in Geoinformation and Cartography,AGILE 2015,,2015,2015,,,107-124,Closed,Chapter,"Hu, Yingjie; Janowicz, Krzysztof; Prasad, Sathya; Gao, Song","Hu, Yingjie","Hu, Yingjie (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Prasad, Sathya (); Gao, Song (University of California, Santa Barbara)",5,2,,2.46,,https://app.dimensions.ai/details/publication/pub.1009830733,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
63,100,pub.1005151158,10.1145/2835596.2835613,,,Prioritizing road network connectivity information for disaster response,,Proceedings of the 1st ACM SIGSPATIAL International Workshop on the Use of GIS in Emergency Management - EM-GIS '15,,2015,2015,,,13,Closed,Proceeding,"Hu, Yingjie; Janowicz, Krzysztof",,"Hu, Yingjie (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara)",3,1,,1.49,,https://app.dimensions.ai/details/publication/pub.1005151158,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
64,100,pub.1001383655,10.1007/978-3-319-15615-6_1,,,Revisiting Default Description Logics – and Their Role in Aligning Ontologies,Lecture Notes in Computer Science,Semantic Technology,,2015,2015,8943,,3-18,"All OA; Green, Accepted & Submitted",Chapter,"Sengupta, Kunal; Hitzler, Pascal; Janowicz, Krzysztof","Hitzler, Pascal","Sengupta, Kunal (Wright State University); Hitzler, Pascal (Wright State University); Janowicz, Krzysztof (University of California, Santa Barbara)",2,0,,0.98,http://knoesis.wright.edu/faculty/pascal/pub/2014-defaults.pdf,https://app.dimensions.ai/details/publication/pub.1001383655,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
65,100,pub.1007309123,10.1111/tgis.12070,,,Collaborative Ontology Development for the Geosciences,Transactions in GIS,,,2014-12,2014,18,6,834-851,Closed,Article,"Kalbasi, Reza; Janowicz, Krzysztof; Reitsma, Femke; Boerboom, Luc; Alesheikh, Ali",,"Kalbasi, Reza (University of Twente); Janowicz, Krzysztof (); Reitsma, Femke (University of Canterbury); Boerboom, Luc (University of Twente); Alesheikh, Ali ()",12,6,,5.21,,https://app.dimensions.ai/details/publication/pub.1007309123,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
66,200,pub.1023963388,10.1201/b16812-57,,,Semantic Web,,"Computing Handbook, Third Edition",,2014-05-14,2014,,,1-14,Closed,Chapter,"Janowicz, Krzysztof",,"Janowicz, Krzysztof ()",3,1,,,,https://app.dimensions.ai/details/publication/pub.1023963388,,,,,,
67,100,pub.1023440035,10.1080/15230406.2014.880327,,,A weighted multi-attribute method for matching user-generated Points of Interest,Cartography and Geographic Information Science,,,2014-03-15,2014,41,2,125-137,"All OA; Green, Accepted & Submitted",Article,"McKenzie, Grant; Janowicz, Krzysztof; Adams, Benjamin",,"McKenzie, Grant (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Adams, Benjamin (University of Auckland)",33,15,,6.36,http://geog.ucsb.edu/~jano/CaGIS_2013.pdf,https://app.dimensions.ai/details/publication/pub.1023440035,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
68,100,pub.1048431101,10.1145/2675354.2675356,,,Improving wikipedia-based place name disambiguation in short texts using structured data from DBpedia,,Proceedings of the 8th Workshop on Geographic Information Retrieval - GIR '14,,2014,2014,,,8,"All OA; Green, Accepted & Submitted",Proceeding,"Hu, Yingjie; Janowicz, Krzysztof; Prasad, Sathya",,"Hu, Yingjie (University of California, Santa Barbara); Janowicz, Krzysztof (University of California, Santa Barbara); Prasad, Sathya ()",11,6,,4.78,http://geog.ucsb.edu/%7Ejano/GIR2014.pdf,https://app.dimensions.ai/details/publication/pub.1048431101,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
69,100,pub.1036948224,10.1007/978-3-319-11593-1_12,,,Linked Data - A Paradigm Shift for Geographic Information Science,Lecture Notes in Computer Science,Geographic Information Science,,2014,2014,8728,,173-186,"All OA; Green, Accepted & Submitted",Chapter,"Kuhn, Werner; Kauppinen, Tomi; Janowicz, Krzysztof",,"Kuhn, Werner (University of California, Santa Barbara); Kauppinen, Tomi (University of Bremen; Aalto University); Janowicz, Krzysztof (University of California, Santa Barbara)",27,9,,11.73,http://geog.ucsb.edu/~jano/GIScience2014.pdf,https://app.dimensions.ai/details/publication/pub.1036948224,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
70,100,pub.1032081730,10.1080/17538947.2011.614698,,,A RESTful proxy and data model for linked sensor data,International Journal of Digital Earth,,,2013-05,2013,6,3,233-254,"All OA; Green, Accepted & Submitted",Article,"Janowicz, Krzysztof; Bröring, Arne; Stasch, Christoph; Schade, Sven; Everding, Thomas; Llaves, Alejandro",,"Janowicz, Krzysztof (); Bröring, Arne (); Stasch, Christoph (); Schade, Sven (); Everding, Thomas (); Llaves, Alejandro ()",44,7,,19.2,http://geog.ucsb.edu/~jano/RESTfulSOS.pdf,https://app.dimensions.ai/details/publication/pub.1032081730,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
71,100,pub.1041127583,10.1145/2525314.2525368,,,A spatiotemporal scientometrics framework for exploring the citation impact of publications and scientists,,Proceedings of the 21st ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems - SIGSPATIAL'13,,2013,2013,,,204-213,"All OA; Green, Published",Proceeding,"Gao, Song; Hu, Yingjie; Janowicz, Krzysztof; McKenzie, Grant",,"Gao, Song (); Hu, Yingjie (); Janowicz, Krzysztof (); McKenzie, Grant ()",4,1,,1.27,http://geog.ucsb.edu/~jano/spatiotemporal_scientometrics.pdf,https://app.dimensions.ai/details/publication/pub.1041127583,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
72,100,pub.1033242797,10.1007/978-3-642-39784-4_6,,,A Geo-semantics Flyby,Lecture Notes in Computer Science,Reasoning Web. Semantic Technologies for Intelligent Data Access,,2013,2013,8067,,230-250,Closed,Chapter,"Janowicz, Krzysztof; Scheider, Simon; Adams, Benjamin",,"Janowicz, Krzysztof (University of California, Santa Barbara); Scheider, Simon (University of Münster); Adams, Benjamin (University of California, Santa Barbara)",9,7,,4.04,,https://app.dimensions.ai/details/publication/pub.1033242797,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
73,100,pub.1033013820,10.1007/978-3-642-41338-4_8,,,A Linked-Data-Driven and Semantically-Enabled Journal Portal for Scientometrics,Lecture Notes in Computer Science,Advanced Information Systems Engineering,,2013,2013,7908,,114-129,"All OA; Green, Accepted & Submitted",Chapter,"Hu, Yingjie; Janowicz, Krzysztof; McKenzie, Grant; Sengupta, Kunal; Hitzler, Pascal",,"Hu, Yingjie (); Janowicz, Krzysztof (); McKenzie, Grant (); Sengupta, Kunal (Wright State University); Hitzler, Pascal (Wright State University)",22,7,,9.88,http://geog.ucsb.edu/~jano/sejp.pdf,https://app.dimensions.ai/details/publication/pub.1033013820,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
74,100,pub.1029027745,10.1145/2513204.2513218,,,"Thoughts on the complex relation between linked data, semantic annotations, and ontologies",,Proceedings of the sixth international workshop on Exploiting semantic annotations in information retrieval - ESAIR '13,,2013,2013,,,41-44,"All OA; Green, Published",Proceeding,"Janowicz, Krzysztof; Hitzler, Pascal",,"Janowicz, Krzysztof (University of California, Santa Barbara); Hitzler, Pascal (Wright State University)",3,1,,1.35,https://corescholar.libraries.wright.edu/cgi/viewcontent.cgi?article=1212&context=cse,https://app.dimensions.ai/details/publication/pub.1029027745,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
