,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Gretchen E Hofmann. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
28,400,pub.1004686961,10.3109/19401736.2014.908359,24724935,,"Mitochondrial genome architecture of the giant red sea urchin Mesocentrotus franciscanus (Strongylocentrotidae, Echinoida)",Mitochondrial DNA Part A,,"Animals; Base Composition; Base Pairing; Base Sequence; DNA, Circular; Genome, Mitochondrial; Open Reading Frames; RNA, Transfer; Sea Urchins",2016-01-02,2016,27,1,591-592,Closed,Article,"Gaitán-Espitia, Juan Diego; Hofmann, Gretchen E",,"Gaitán-Espitia, Juan Diego (Austral University of Chile); Hofmann, Gretchen E (University of California, Santa Barbara)",3,0,0.29,0.64,,https://app.dimensions.ai/details/publication/pub.1004686961,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
29,100,pub.1030521323,10.1016/j.jembe.2015.07.015,,,Effects of temperature and pCO2 on lipid use and biological parameters of planulae of Pocillopora damicornis,Journal of Experimental Marine Biology and Ecology,,,2015-12,2015,473,Mar. Ecol. Prog. Ser. 383 2009,43-52,All OA; Gold,Article,"Rivest, Emily B.; Hofmann, Gretchen E.","Rivest, Emily B.","Rivest, Emily B. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",9,7,,1.76,https://doi.org/10.1016/j.jembe.2015.07.015,https://app.dimensions.ai/details/publication/pub.1030521323,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
30,400,pub.1014096211,10.1111/cobi.12522,25926277,,Assessing the components of adaptive capacity to improve conservation and management efforts under global change,Conservation Biology,,Animals; Biodiversity; Climate Change; Conservation of Natural Resources; Ecology; Genetics; Physiology; Plants; Risk Assessment,2015-10,2015,29,5,1268-1278,Closed,Article,"Nicotra, Adrienne B.; Beever, Erik A.; Robertson, Amanda L.; Hofmann, Gretchen E.; O'Leary, John",,"Nicotra, Adrienne B. (); Beever, Erik A. (); Robertson, Amanda L. (United States Fish and Wildlife Service; University of Alaska Fairbanks); Hofmann, Gretchen E. (); O'Leary, John ()",41,22,1.54,8.99,,https://app.dimensions.ai/details/publication/pub.1014096211,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
31,300,pub.1019154123,10.1038/srep10497,26135460,PMC4488884,Erratum: Near-shore Antarctic pH variability has implications for the design of ocean acidification experiments,Scientific Reports,,,2015-09,2015,5,1,10497,All OA; Gold,Article,"Kapsenberg, Lydia; Kelley, Amanda L.; Shaw, Emily C.; Martz, Todd R.; Hofmann, Gretchen E.",,"Kapsenberg, Lydia (University of California, Santa Barbara); Kelley, Amanda L. (University of California, Santa Barbara); Shaw, Emily C. (University of Queensland); Martz, Todd R. (Scripps Institution of Oceanography); Hofmann, Gretchen E. (University of California, Santa Barbara)",16,4,1.04,3.52,https://www.nature.com/articles/srep10497.pdf,https://app.dimensions.ai/details/publication/pub.1019154123,0601 Biochemistry and Cell Biology; 0299 Other Physical Sciences; 06 Biological Sciences; 02 Physical Sciences,0601 Biochemistry and Cell Biology,0299 Other Physical Sciences,06 Biological Sciences,02 Physical Sciences,
32,100,pub.1004825673,10.1038/srep09638,,PMC4488960,Near-shore Antarctic pH variability has implications for the design of oceanacidification experiments,Scientific Reports,,,2015-09,2015,5,1,9638,All OA; Gold,Article,"Kapsenberg, Lydia; Kelley, Amanda L.; Shaw, Emily C.; Martz, Todd R.; Hofmann, Gretchen E.",,"Kapsenberg, Lydia (University of California, Santa Barbara); Kelley, Amanda L. (University of California, Santa Barbara); Shaw, Emily C. (University of Queensland); Martz, Todd R. (Scripps Institution of Oceanography); Hofmann, Gretchen E. (University of California, Santa Barbara)",44,18,,9.68,https://doi.org/10.1038/srep09638,https://app.dimensions.ai/details/publication/pub.1004825673,0601 Biochemistry and Cell Biology; 0299 Other Physical Sciences; 06 Biological Sciences; 02 Physical Sciences,0601 Biochemistry and Cell Biology,0299 Other Physical Sciences,06 Biological Sciences,02 Physical Sciences,
33,400,pub.1052570323,10.1016/j.cbpa.2015.03.007,25773301,,Ocean acidification research in the ‘post-genomic’ era: Roadmaps from the purple sea urchin Strongylocentrotus purpuratus,Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology,,"Adaptation, Psychological; Animals; Carbon Dioxide; Climate Change; Genomics; Humans; Hydrogen-Ion Concentration; Seawater; Strongylocentrotus purpuratus",2015-07,2015,185,,33-42,Closed,Article,"Evans, Tyler G.; Padilla-Gamiño, Jacqueline L.; Kelly, Morgan W.; Pespeni, Melissa H.; Chan, Francis; Menge, Bruce A.; Gaylord, Brian; Hill, Tessa M.; Russell, Ann D.; Palumbi, Stephen R.; Sanford, Eric; Hofmann, Gretchen E.","Evans, Tyler G.","Evans, Tyler G. (California State University, East Bay); Padilla-Gamiño, Jacqueline L. (California State University, Dominguez Hills); Kelly, Morgan W. (Louisiana State University); Pespeni, Melissa H. (University of Vermont); Chan, Francis (Oregon State University); Menge, Bruce A. (Oregon State University); Gaylord, Brian (University of California, Davis); Hill, Tessa M. (University of California, Davis); Russell, Ann D. (University of California, Davis); Palumbi, Stephen R. (Stanford University); Sanford, Eric (University of California, Davis); Hofmann, Gretchen E. (University of California, Santa Barbara)",11,2,0.6,1.77,,https://app.dimensions.ai/details/publication/pub.1052570323,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
34,200,pub.1073068414,10.5670/oceanog.2015.39,,,"Core Principles of the California Current Acidification Network: Linking Chemistry, Physics, and Ecological Effects",Oceanography,,,2015-06-01,2015,25,2,160-169,All OA; Gold,Article,"Authority, Southern California Coastal Water Research Project; McLaughlin, Karen; Weisberg, Stephen; Dickson, Andrew; Hofmann, Gretchen; Newton, Jan; Aseltine-Neilson, Deborah; Barton, Alan; Cudd, Sue; Feely, Richard; Jefferds, Ian; Jewett, Elizabeth; King, Teri; Langdon, Chris; McAfee, Skyli; Pleschner-Steele, Diane; Steele, Bruce",,"Authority, Southern California Coastal Water Research Project (); McLaughlin, Karen (); Weisberg, Stephen (); Dickson, Andrew (); Hofmann, Gretchen (); Newton, Jan (); Aseltine-Neilson, Deborah (); Barton, Alan (); Cudd, Sue (); Feely, Richard (); Jefferds, Ian (); Jewett, Elizabeth (); King, Teri (); Langdon, Chris (); McAfee, Skyli (); Pleschner-Steele, Diane (); Steele, Bruce ()",25,4,,3.96,https://tos.org/oceanography/assets/docs/28-2_mclaughlin.pdf,https://app.dimensions.ai/details/publication/pub.1073068414,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
35,400,pub.1001727969,10.1111/1755-0998.12316,25143045,,"Characterization of the Antarctic sea urchin (Sterechinus neumayeri) transcriptome and mitogenome: a molecular resource for phylogenetics, ecophysiology and global change biology",Molecular Ecology Resources,,"Animals; Antarctic Regions; DNA, Complementary; DNA, Mitochondrial; Ecosystem; Genome; Molecular Sequence Data; Phylogeny; Sea Urchins; Sequence Analysis, DNA; Transcriptome",2015-03,2015,15,2,425-436,Closed,Article,"Dilly, G. F.; Gaitán‐Espitia, J. D.; Hofmann, G. E.",,"Dilly, G. F. (University of California, Santa Barbara); Gaitán‐Espitia, J. D. (Austral University of Chile); Hofmann, G. E. (University of California, Santa Barbara)",18,7,0.91,2.89,,https://app.dimensions.ai/details/publication/pub.1001727969,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
36,400,pub.1037613319,10.1371/journal.pone.0107239,25221950,PMC4164564,"Abiotic versus Biotic Drivers of Ocean pH Variation under Fast Sea Ice in McMurdo Sound, Antarctica",PLoS ONE,,Antarctic Regions; Ecosystem; Hydrogen-Ion Concentration; Ice Cover; Seawater,2014-09-15,2014,9,9,e107239,All OA; Gold,Article,"Matson, Paul G.; Washburn, Libe; Martz, Todd R.; Hofmann, Gretchen E.",,"Matson, Paul G. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Martz, Todd R. (Scripps Institution of Oceanography); Hofmann, Gretchen E. (University of California, Santa Barbara)",14,4,0.32,2.42,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0107239&type=printable,https://app.dimensions.ai/details/publication/pub.1037613319,0602 Ecology; 0405 Oceanography; 0607 Plant Biology; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0607 Plant Biology,04 Earth Sciences,06 Biological Sciences
37,100,pub.1020187937,10.1016/j.jembe.2014.03.018,,,Interactive effects of elevated temperature and pCO2 on early-life-history stages of the giant kelp Macrocystis pyrifera,Journal of Experimental Marine Biology and Ecology,,,2014-08,2014,457,Folia Microbiol. 54 2009,51-58,Closed,Article,"Gaitán-Espitia, Juan Diego; Hancock, Joshua R.; Padilla-Gamiño, Jacqueline L.; Rivest, Emily B.; Blanchette, Carol A.; Reed, Daniel C.; Hofmann, Gretchen E.","Hofmann, Gretchen E.","Gaitán-Espitia, Juan Diego (Austral University of Chile); Hancock, Joshua R. (University of California, Santa Barbara); Padilla-Gamiño, Jacqueline L. (University of California, Santa Barbara); Rivest, Emily B. (University of California, Santa Barbara); Blanchette, Carol A. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",31,12,,5.06,,https://app.dimensions.ai/details/publication/pub.1020187937,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
38,100,pub.1013232861,10.1007/s00300-014-1494-x,,,Signals of resilience to ocean change: high thermal tolerance of early stage Antarctic sea urchins (Sterechinus neumayeri) reared under present-day and future pCO2 and temperature,Polar Biology,,,2014-07,2014,37,7,967-980,Closed,Article,"Kapsenberg, Lydia; Hofmann, Gretchen E.","Kapsenberg, Lydia","Kapsenberg, Lydia (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",22,5,,,,https://app.dimensions.ai/details/publication/pub.1013232861,06 Biological Sciences,06 Biological Sciences,,,,
39,200,pub.1058872071,10.1086/bblv226n3p167,25070862,,Calcification in a changing ocean: perspectives on a virtual symposium in the biological bulletin.,Biological Bulletin,,"Animals; Calcification, Physiologic; Climate Change; Oceans and Seas; Periodicals as Topic",2014-06,2014,226,3,167-8,Closed,Article,"Byrne, Maria; Hofmann, Gretchen E",,"Byrne, Maria (University of Sydney); Hofmann, Gretchen E (University of California, Santa Barbara)",0,0,0,,,https://app.dimensions.ai/details/publication/pub.1058872071,06 Biological Sciences,06 Biological Sciences,,,,
40,400,pub.1030977678,10.1371/journal.pone.0096172,24769774,PMC4000220,Responses of the Metabolism of the Larvae of Pocillopora damicornis to Ocean Acidification and Warming,PLoS ONE,,Animals; Anthozoa; Carbon Dioxide; Citrate (si)-Synthase; Global Warming; Hydrogen-Ion Concentration; Larva; Oxygen Consumption; Pacific Ocean; Temperature,2014-04-25,2014,9,4,e96172,All OA; Gold,Article,"Rivest, Emily B.; Hofmann, Gretchen E.",,"Rivest, Emily B. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",35,13,1.39,5.01,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0096172&type=printable,https://app.dimensions.ai/details/publication/pub.1030977678,0602 Ecology; 0405 Oceanography; 0699 Other Biological Sciences; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0699 Other Biological Sciences,04 Earth Sciences,06 Biological Sciences
41,100,pub.1033184931,10.5194/bg-11-1053-2014,,,Exploring local adaptation and the ocean acidification seascape – studies in the California Current Large Marine Ecosystem,Biogeosciences,,,2014-02-24,2014,11,4,1053-1064,All OA; Gold,Article,"Hofmann, G. E.; Evans, T. G.; Kelly, M. W.; Padilla-Gamiño, J. L.; Blanchette, C. A.; Washburn, L.; Chan, F.; McManus, M. A.; Menge, B. A.; Gaylord, B.; Hill, T. M.; Sanford, E.; LaVigne, M.; Rose, J. M.; Kapsenberg, L.; Dutton, J. M.",,"Hofmann, G. E. (University of California, Santa Barbara); Evans, T. G. (California State University, East Bay); Kelly, M. W. (University of California, Santa Barbara; Louisiana State University); Padilla-Gamiño, J. L. (University of California, Santa Barbara); Blanchette, C. A. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara); Chan, F. (Oregon State University); McManus, M. A. (University of Hawaii at Manoa); Menge, B. A. (Oregon State University); Gaylord, B. (University of California, Davis); Hill, T. M. (University of California, Davis); Sanford, E. (University of California, Davis); LaVigne, M. (University of California, Davis; Bowdoin College); Rose, J. M. (Oregon State University); Kapsenberg, L. (University of California, Santa Barbara); Dutton, J. M. (University of California, Santa Barbara)",49,15,,8.86,https://www.biogeosciences.net/11/1053/2014/bg-11-1053-2014.pdf,https://app.dimensions.ai/details/publication/pub.1033184931,0602 Ecology; 0405 Oceanography; 0501 Ecological Applications; 06 Biological Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0405 Oceanography,0501 Ecological Applications,06 Biological Sciences,04 Earth Sciences
42,400,pub.1055506660,10.1021/es402815s,24299658,,Ocean acidification and fertilization in the antarctic sea urchin Sterechinus neumayeri: the importance of polyspermy.,Environmental Science & Technology,,"Adaptation, Physiological; Animals; Antarctic Regions; Carbon Dioxide; Climate Change; Female; Fertilization; Hydrogen-Ion Concentration; Male; Models, Theoretical; Oceans and Seas; Sea Urchins; Seawater; Spermatogenesis",2014-01-07,2014,48,1,713-22,Closed,Article,"Sewell, Mary A.; Millar, Russell B.; Yu, Pauline C.; Kapsenberg, Lydia; Hofmann, Gretchen E.",,"Sewell, Mary A. (); Millar, Russell B. (); Yu, Pauline C. (University of California, Santa Barbara); Kapsenberg, Lydia (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",16,2,0.76,2.24,,https://app.dimensions.ai/details/publication/pub.1055506660,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
43,300,pub.1021688909,10.1038/502431a,24159622,,Politics: The long shadow of the shutdown,Nature,,"Animals; Antarctic Regions; Climate Change; Ecology; Expeditions; Federal Government; Female; Hydrogen-Ion Concentration; Oceanography; Politics; Research; Research Personnel; Research Support as Topic; Seals, Earless; Seawater; Time Factors; United States; Workforce",2013-10,2013,502,7472,431-432,All OA; Gold,Article,"Hofmann, Gretchen E.","Hofmann, Gretchen E.","Hofmann, Gretchen E. (University of California, Santa Barbara)",1,0,0.02,,http://www.nature.com:80/polopoly_fs/1.13978!/menu/main/topColumns/topLeftColumn/pdf/502431a.pdf,https://app.dimensions.ai/details/publication/pub.1021688909,,,,,,
44,200,pub.1073068228,10.5670/oceanog.2013.56,,,Taking the Pulse of Marine Ecosystems: The Importance of Coupling Long-Term Physical and Biological Observations in the Context of Global Change Biology,Oceanography,,,2013-09-01,2013,26,3,140-148,All OA; Gold,Article,"Hofmann, Gretchen; Blanchette, Carol; Rivest, Emily; Kapsenberg, Lydia",,"Hofmann, Gretchen (); Blanchette, Carol (); Rivest, Emily (); Kapsenberg, Lydia ()",12,2,,1.46,https://tos.org/oceanography/assets/docs/26-3_hofmann.pdf,https://app.dimensions.ai/details/publication/pub.1073068228,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
45,400,pub.1029383106,10.1111/gcb.12251,23661315,,Natural variation and the capacity to adapt to ocean acidification in the keystone sea urchin Strongylocentrotus purpuratus,Global Change Biology,,"Adaptation, Physiological; Animals; Body Size; California; Carbon Dioxide; Carbonates; Hydrogen-Ion Concentration; Larva; Phenotype; Polymorphism, Genetic; Seawater; Strongylocentrotus purpuratus",2013-08,2013,19,8,2536-2546,Closed,Article,"Kelly, Morgan W.; Padilla‐Gamiño, Jacqueline L.; Hofmann, Gretchen E.",,"Kelly, Morgan W. (University of California, Santa Barbara); Padilla‐Gamiño, Jacqueline L. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",122,35,4.38,15.5,,https://app.dimensions.ai/details/publication/pub.1029383106,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
46,100,pub.1044940313,10.1111/j.1365-2435.2012.02061.x,,,Adaptation and the physiology of ocean acidification,Functional Ecology,,,2013-08,2013,27,4,980-990,All OA; Gold,Article,"Kelly, Morgan W.; Hofmann, Gretchen E.",,"Kelly, Morgan W. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",99,23,,12.58,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2435.2012.02061.x,https://app.dimensions.ai/details/publication/pub.1044940313,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
47,100,pub.1013412833,10.5194/bgd-10-11825-2013,,,Exploring local adaptation and the ocean acidification seascape – studies in the California Current Large Marine Ecosystem,Biogeosciences Discussions,,,2013-07-16,2013,10,7,11825-11856,All OA; Gold,Article,"Hofmann, G. E.; Evans, T. G.; Kelly, M. W.; Padilla-Gamiño, J. L.; Blanchette, C. A.; Washburn, L.; Chan, F.; McManus, M. A.; Menge, B. A.; Gaylord, B.; Hill, T. M.; Sanford, E.; LaVigne, M.; Rose, J. M.; Kapsenberg, L.; Dutton, J. M.",,"Hofmann, G. E. (University of California, Santa Barbara); Evans, T. G. (California State University, East Bay); Kelly, M. W. (University of California, Santa Barbara); Padilla-Gamiño, J. L. (University of California, Santa Barbara); Blanchette, C. A. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara); Chan, F. (Oregon State University); McManus, M. A. (University of Hawaii at Manoa); Menge, B. A. (Oregon State University); Gaylord, B. (University of California, Davis); Hill, T. M. (University of California, Davis); Sanford, E. (University of California, Davis); LaVigne, M. (University of California, Davis; Bowdoin College); Rose, J. M. (Oregon State University); Kapsenberg, L. (University of California, Santa Barbara); Dutton, J. M. (University of California, Santa Barbara)",8,0,,1.05,https://doi.org/10.5194/bgd-10-11825-2013,https://app.dimensions.ai/details/publication/pub.1013412833,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
48,400,pub.1034276634,10.1098/rspb.2013.0155,23536595,PMC3619508,"Temperature and CO2 additively regulate physiology, morphology and genomic responses of larval sea urchins, Strongylocentrotus purpuratus",Proceedings of The Royal Society B Biological Sciences,,"Animals; California; Carbon Dioxide; Gene Expression Profiling; Global Warming; Hot Temperature; Larva; Logistic Models; Molecular Sequence Data; Oligonucleotide Array Sequence Analysis; Phylogeny; Seawater; Sequence Analysis, DNA; Strongylocentrotus purpuratus",2013-05-22,2013,280,1759,20130155,All OA; Gold,Article,"Padilla-Gamiño, Jacqueline L.; Kelly, Morgan W.; Evans, Tyler G.; Hofmann, Gretchen E.",,"Padilla-Gamiño, Jacqueline L. (University of California, Santa Barbara); Kelly, Morgan W. (University of California, Santa Barbara); Evans, Tyler G. (University of California, Santa Barbara; California State University, East Bay); Hofmann, Gretchen E. (University of California, Santa Barbara)",53,16,1.64,6.74,http://rspb.royalsocietypublishing.org/content/280/1759/20130155.full.pdf,https://app.dimensions.ai/details/publication/pub.1034276634,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
49,400,pub.1048055501,10.1111/mec.12188,23317456,,Transcriptomic responses to ocean acidification in larval sea urchins from a naturally variable pH environment,Molecular Ecology,,"Acids; Animals; Calcification, Physiologic; Carbon Dioxide; Cluster Analysis; Ecosystem; Environmental Monitoring; Evolution, Molecular; Hydrogen-Ion Concentration; Larva; Oligonucleotide Array Sequence Analysis; Oregon; Pacific Ocean; Sea Urchins; Seawater; Transcriptome",2013-03,2013,22,6,1609-1625,Closed,Article,"Evans, Tyler G.; Chan, Francis; Menge, Bruce A.; Hofmann, Gretchen E.",,"Evans, Tyler G. (University of California, Santa Barbara); Chan, Francis (Oregon State University); Menge, Bruce A. (Oregon State University); Hofmann, Gretchen E. (University of California, Santa Barbara)",65,16,2.07,8.26,,https://app.dimensions.ai/details/publication/pub.1048055501,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
50,400,pub.1044624631,10.1371/journal.pone.0052448,23300974,PMC3534716,Growth Attenuation with Developmental Schedule Progression in Embryos and Early Larvae of Sterechinus neumayeri Raised under Elevated CO2,PLoS ONE,,Animals; Antarctic Regions; Calcium Carbonate; Carbon Dioxide; Climate; Cold Temperature; Ecosystem; Hydrogen-Ion Concentration; Microscopy; Oceans and Seas; Salinity; Sea Urchins; Seawater; Time Factors,2013-01-02,2013,8,1,e52448,All OA; Gold,Article,"Yu, Pauline C.; Sewell, Mary A.; Matson, Paul G.; Rivest, Emily B.; Kapsenberg, Lydia; Hofmann, Gretchen E.",,"Yu, Pauline C. (University of California, Santa Barbara); Sewell, Mary A. (University of Auckland); Matson, Paul G. (University of California, Santa Barbara); Rivest, Emily B. (University of California, Santa Barbara); Kapsenberg, Lydia (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",23,3,1.03,5.75,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0052448&type=printable,https://app.dimensions.ai/details/publication/pub.1044624631,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
51,400,pub.1058871997,10.1086/bblv223n3p312,23264477,,"Development under elevated pCO2 conditions does not affect lipid utilization and protein content in early life-history stages of the purple sea urchin, Strongylocentrotus purpuratus.",Biological Bulletin,,Animals; Carbon Dioxide; Female; Lipid Metabolism; Male; Partial Pressure; Proteins; Strongylocentrotus purpuratus,2012-12,2012,223,3,312-27,Closed,Article,"Matson, Paul G; Yu, Pauline C; Sewell, Mary A; Hofmann, Gretchen E",,"Matson, Paul G (University of California, Santa Barbara); Yu, Pauline C (); Sewell, Mary A (); Hofmann, Gretchen E ()",31,10,0.95,3.72,,https://app.dimensions.ai/details/publication/pub.1058871997,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
52,400,pub.1033371195,10.1242/jeb.058008,22723484,,Early developmental gene regulation in Strongylocentrotus purpuratus embryos in response to elevated CO2 seawater conditions,Journal of Experimental Biology,,"Alkalies; Animals; Blastula; Carbon Dioxide; Embryo, Nonmammalian; Gastrula; Gene Expression Profiling; Gene Expression Regulation, Developmental; Hydrogen-Ion Concentration; Seawater; Strongylocentrotus purpuratus",2012-07-15,2012,215,14,2445-2454,All OA; Gold,Article,"Hammond, LaTisha M; Hofmann, Gretchen E",,"Hammond, LaTisha M (University of California, Santa Barbara); Hofmann, Gretchen E ()",16,3,0.6,1.51,http://jeb.biologists.org/content/215/14/2445.full.pdf,https://app.dimensions.ai/details/publication/pub.1033371195,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
53,400,pub.1014657853,10.1098/rstb.2012.0019,22566679,PMC3350660,Defining the limits of physiological plasticity: how gene expression can assess and predict the consequences of ocean change,Philosophical Transactions of the Royal Society B Biological Sciences,,"Adaptation, Physiological; Animals; Biomarkers; Climate Change; Conservation of Natural Resources; Ecosystem; Fishes; Gene Expression; Gene Expression Profiling; Genetic Fitness; Humans; Introduced Species; Oceans and Seas; Ostreidae; Physiological Phenomena; Stress, Physiological",2012-06-19,2012,367,1596,1733-1745,"All OA; Green, Published",Article,"Evans, Tyler G.; Hofmann, Gretchen E.",,"Evans, Tyler G. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara)",83,21,2.58,8.81,http://europepmc.org/articles/pmc3350660?pdf=render,https://app.dimensions.ai/details/publication/pub.1014657853,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
54,400,pub.1022893588,10.1111/j.1365-2435.2011.01924.x,22563136,PMC3340984,Transcriptome profiles link environmental variation and physiological response of Mytilus californianus between Pacific tides,Functional Ecology,,,2012-02,2012,26,1,144-155,All OA; Gold,Article,"Place, Sean P.; Menge, Bruce A.; Hofmann, Gretchen E.",,"Place, Sean P. (University of South Carolina); Menge, Bruce A. (Oregon State University); Hofmann, Gretchen E. (University of California, Santa Barbara)",30,4,1.1,3.18,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2435.2011.01924.x,https://app.dimensions.ai/details/publication/pub.1022893588,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
55,400,pub.1044770797,10.1371/journal.pone.0028983,22205986,PMC3242773,High-Frequency Dynamics of Ocean pH: A Multi-Ecosystem Comparison,PLoS ONE,,Aquatic Organisms; Ecosystem; Hydrogen-Ion Concentration; Oceans and Seas; Seawater; Time Factors,2011-12-19,2011,6,12,e28983,All OA; Gold,Article,"Hofmann, Gretchen E.; Smith, Jennifer E.; Johnson, Kenneth S.; Send, Uwe; Levin, Lisa A.; Micheli, Fiorenza; Paytan, Adina; Price, Nichole N.; Peterson, Brittany; Takeshita, Yuichiro; Matson, Paul G.; Crook, Elizabeth Derse; Kroeker, Kristy J.; Gambi, Maria Cristina; Rivest, Emily B.; Frieder, Christina A.; Yu, Pauline C.; Martz, Todd R.",,"Hofmann, Gretchen E. (University of California, Santa Barbara); Smith, Jennifer E. (Scripps Institution of Oceanography); Johnson, Kenneth S. (Monterey Bay Aquarium Research Institute); Send, Uwe (Scripps Institution of Oceanography); Levin, Lisa A. (Scripps Institution of Oceanography); Micheli, Fiorenza (Stanford University); Paytan, Adina (University of California, Santa Cruz); Price, Nichole N. (Scripps Institution of Oceanography); Peterson, Brittany (Scripps Institution of Oceanography); Takeshita, Yuichiro (Scripps Institution of Oceanography); Matson, Paul G. (University of California, Santa Barbara); Crook, Elizabeth Derse (University of California, Santa Cruz); Kroeker, Kristy J. (Stanford University); Gambi, Maria Cristina (Stazione Zoologica Anton Dohrn); Rivest, Emily B. (University of California, Santa Barbara); Frieder, Christina A. (Scripps Institution of Oceanography); Yu, Pauline C. (University of California, Santa Barbara); Martz, Todd R. (Scripps Institution of Oceanography)",495,132,9.64,61.12,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0028983&type=printable,https://app.dimensions.ai/details/publication/pub.1044770797,0602 Ecology; 0405 Oceanography; 06 Biological Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0405 Oceanography,06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences
