,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Roland A Knapp. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
32,400,pub.1046313988,10.1890/0012-9658(2006)87[1671:eidaap]2.0.co;2,16922318,,EMERGING INFECTIOUS DISEASE AS A PROXIMATE CAUSE OF AMPHIBIAN MASS MORTALITY,Ecology,,Animal Diseases; Animals; Fungi; Incidence; Larva; Mycoses; Prevalence; Ranidae; Time Factors,2006-07,2006,87,7,1671-1683,"All OA; Green, Accepted & Submitted",Article,"Rachowicz, Lara J.; Knapp, Roland A.; Morgan, Jess A. T.; Stice, Mary J.; Vredenburg, Vance T.; Parker, John M.; Briggs, Cheryl J.",,"Rachowicz, Lara J. (University of California, Berkeley); Knapp, Roland A. (); Morgan, Jess A. T. (University of California, Berkeley); Stice, Mary J. (University of California, Berkeley); Vredenburg, Vance T. (University of California, Berkeley); Parker, John M. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Berkeley)",183,26,4.46,14.65,http://espace.library.uq.edu.au/view/UQ:245209/UQ245209_OA.pdf,https://app.dimensions.ai/details/publication/pub.1046313988,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
33,100,pub.1020853224,10.1643/0045-8511(2006)6[188:tmdaaa]2.0.co;2,,,"Tadpole Mouthpart Depigmentation as an Accurate Indicator of Chytridiomycosis, an Emerging Disease of Amphibians",Copeia,,,2006-05,2006,2006,2,188-197,"All OA; Green, Accepted & Submitted",Article,"Knapp, Roland A.; Morgan, Jess A. T.",,"Knapp, Roland A. (); Morgan, Jess A. T. ()",37,7,,4.53,http://www.jcu.edu.au/school/phtm/PHTM/frogs/papers/knapp-2006.pdf,https://app.dimensions.ai/details/publication/pub.1020853224,0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences; 0608 Zoology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences,0608 Zoology,
34,100,pub.1040963036,10.1890/04-1428,,,INVESTIGATING THE POPULATION‐LEVEL EFFECTS OF CHYTRIDIOMYCOSIS: AN EMERGING INFECTIOUS DISEASE OF AMPHIBIANS,Ecology,,,2005-12,2005,86,12,3149-3159,Closed,Article,"Briggs, Cheryl J.; Vredenburg, Vance T.; Knapp, Roland A.; Rachowicz, Lara J.",,"Briggs, Cheryl J. (University of California, Berkeley); Vredenburg, Vance T. (University of California, Berkeley); Knapp, Roland A. (); Rachowicz, Lara J. (University of California, Berkeley)",117,10,,8.57,,https://app.dimensions.ai/details/publication/pub.1040963036,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
35,100,pub.1026973037,10.4319/lo.2005.50.6.2032,,,Nutrient recycling by fish versus zooplankton grazing as drivers of the trophic cascade in alpine lakes,Limnology and Oceanography,,,2005-11,2005,50,6,2032-2042,All OA; Gold,Article,"Sarnelle, Orlando; Knapp, Roland A.",,"Sarnelle, Orlando (Michigan State University); Knapp, Roland A. ()",29,5,,2.12,http://onlinelibrary.wiley.com/doi/10.4319/lo.2005.50.6.2032/pdf,https://app.dimensions.ai/details/publication/pub.1026973037,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
36,100,pub.1024686341,10.1007/s10021-003-0031-5,,,Spatial and Temporal Variability in the Amount and Source of Dissolved Organic Carbon: Implications for Ultraviolet Exposure in Amphibian Habitats,Ecosystems,,,2005-08,2005,8,5,478-487,"All OA; Green, Accepted & Submitted",Article,"Brooks, Paul D.; O’Reilly, Catherine M.; Diamond, Stephen A.; Campbell, Don H.; Knapp, Roland; Bradford, David; Corn, Paul Stephen; Hossack, Blake; Tonnessen, Kathy","Brooks, Paul D.","Brooks, Paul D. (University of Arizona); O’Reilly, Catherine M. (Vassar College); Diamond, Stephen A. (); Campbell, Don H. (United States Geological Survey); Knapp, Roland (); Bradford, David (); Corn, Paul Stephen (); Hossack, Blake (); Tonnessen, Kathy (University of Montana)",15,0,,,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1098&context=usgsstaffpub,https://app.dimensions.ai/details/publication/pub.1024686341,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
37,100,pub.1022686406,10.1007/s10021-003-0033-3,,,Distribution Patterns of Lentic-Breeding Amphibians in Relation to Ultraviolet Radiation Exposure in Western North America,Ecosystems,,,2005-08,2005,8,5,488-500,"All OA; Green, Accepted & Submitted",Article,"Adams, Michael J.; Hossack, Blake R.; Knapp, Roland A.; Corn, Paul Stephen; Diamond, Stephen A.; Trenham, Peter C.; Fagre, Dan B.","Adams, Michael J.","Adams, Michael J. (United States Geological Survey); Hossack, Blake R. (); Knapp, Roland A. (); Corn, Paul Stephen (); Diamond, Stephen A. (); Trenham, Peter C. (); Fagre, Dan B. ()",16,2,,1.72,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1096&context=usgsstaffpub,https://app.dimensions.ai/details/publication/pub.1022686406,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
38,100,pub.1017920910,10.1007/s10021-003-0030-6,,,Estimated Ultraviolet Radiation Doses in Wetlands in Six National Parks,Ecosystems,,,2005-08,2005,8,5,462-477,"All OA; Green, Accepted & Submitted",Article,"Diamond, Stephen A.; Trenham, Peter C.; Adams, Michael J.; Hossack, Blake R.; Knapp, Roland A.; Stark, Stacey L.; Bradford, David; Corn, P. Stephen; Czarnowski, Ken; Brooks, Paul D.; Fagre, Dan; Breen, Bob; Detenbeck, Naomi E.; Tonnessen, Kathy","Diamond, Stephen A.","Diamond, Stephen A. (); Trenham, Peter C. (University of California, Davis); Adams, Michael J. (United States Geological Survey); Hossack, Blake R. (); Knapp, Roland A. (); Stark, Stacey L. (University of Minnesota, Duluth); Bradford, David (); Corn, P. Stephen (); Czarnowski, Ken (National Park Service); Brooks, Paul D. (University of Arizona); Fagre, Dan (); Breen, Bob (University of Montana); Detenbeck, Naomi E. (); Tonnessen, Kathy (University of Montana)",22,1,,,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1097&context=usgsstaffpub,https://app.dimensions.ai/details/publication/pub.1017920910,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
39,100,pub.1029138823,10.1890/04-0619,,,FAUNA OF YOSEMITE NATIONAL PARK LAKES HAS LOW RESISTANCE BUT HIGH RESILIENCE TO FISH INTRODUCTIONS,Ecological Applications,,,2005-06,2005,15,3,835-847,Closed,Article,"Knapp, Roland A.; Hawkins, Charles P.; Ladau, Joshua; McClory, Jodi G.",,"Knapp, Roland A. (); Hawkins, Charles P. (Utah State University); Ladau, Joshua (Cornell University); McClory, Jodi G. ()",62,11,,5.49,,https://app.dimensions.ai/details/publication/pub.1029138823,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
40,100,pub.1031700256,10.1016/j.biocon.2004.05.003,,,"Effects of nonnative fish and habitat characteristics on lentic herpetofauna in Yosemite National Park, USA",Biological Conservation,,,2005-01,2005,121,2,265-279,Closed,Article,"Knapp, Roland A.","Knapp, Roland A.","Knapp, Roland A. ()",79,6,,7,,https://app.dimensions.ai/details/publication/pub.1031700256,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
41,100,pub.1028061633,10.1016/b978-012088458-2/50038-2,,,7.5 COMMUNICATING ECOLOGY THROUGH FOOD WEBS: VISUALIZING AND QUANTIFYING THE EFFECTS OF STOCKING ALPINE LAKES WITH TROUT,,Dynamic Food Webs,,2005,2005,,,407-423,Closed,Chapter,"Harper-Smith, Sarah; Berlow, Eric L.; Knapp, Roland A.; Williams, Richard J.; Martinez, Neo D.",,"Harper-Smith, Sarah (Utrecht University; University of Giessen); Berlow, Eric L. (Utrecht University; University of Giessen); Knapp, Roland A. (Utrecht University; University of Giessen); Williams, Richard J. (Utrecht University; University of Giessen); Martinez, Neo D. (Utrecht University; University of Giessen)",13,1,,1.15,,https://app.dimensions.ai/details/publication/pub.1028061633,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
42,100,pub.1027881674,10.4319/lo.2004.49.4_part_2.1382,,,Zooplankton recovery after fish removal: Limitations of the egg bank,Limnology and Oceanography,,,2004-07,2004,49,4part2,1382-1392,All OA; Gold,Article,"Sarnelle, Orlando; Knapp, Roland A.",,"Sarnelle, Orlando (Michigan State University); Knapp, Roland A. ()",52,8,,3.72,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2004.49.4_part_2.1382,https://app.dimensions.ai/details/publication/pub.1027881674,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
43,100,pub.1030600137,10.1890/1051-0761(2003)13[1069:dpmtpa]2.0.co;2,,,DEVELOPING PROBABILISTIC MODELS TO PREDICT AMPHIBIAN SITE OCCUPANCY IN A PATCHY LANDSCAPE,Ecological Applications,,,2003-08,2003,13,4,1069-1082,Closed,Article,"Knapp, Roland A.; Matthews, Kathleen R.; Preisler, Haiganoush K.; Jellison, Robert",,"Knapp, Roland A. (); Matthews, Kathleen R. (); Preisler, Haiganoush K. (); Jellison, Robert ()",90,7,,8.74,,https://app.dimensions.ai/details/publication/pub.1030600137,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
44,100,pub.1039784495,10.1670/0022-1511(2002)036[0016:gsdihe]2.0.co;2,,,Garter Snake Distributions in High-Elevation Aquatic Ecosystems: Is There a Link with Declining Amphibian Populations and Nonnative Trout Introductions,Journal of Herpetology,,,2002-03,2002,36,1,16-22,Closed,Article,"Matthews, Kathleen R.; Knapp, Roland A.; Pope, Karen L.",,"Matthews, Kathleen R. (Pacific Southwest Research Station); Knapp, Roland A. (); Pope, Karen L. (Pacific Southwest Research Station)",39,4,,2.84,,https://app.dimensions.ai/details/publication/pub.1039784495,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
45,100,pub.1048014450,10.1643/0045-8511(2001)001[1130:eontop]2.0.co;2,,,Effects of Nonnative Trout on Pacific Treefrogs (Hyla regilla) in the Sierra Nevada,Copeia,,,2001-12,2001,2001,4,1130-1137,Closed,Article,"Matthews, Kathleen R.; Pope, Karen L.; Preisler, Haiganoush K.; Knapp, Roland A.",,"Matthews, Kathleen R. (); Pope, Karen L. (); Preisler, Haiganoush K. (); Knapp, Roland A. ()",34,3,,2.73,,https://app.dimensions.ai/details/publication/pub.1048014450,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
46,100,pub.1040344273,10.1890/0012-9615(2001)071[0401:raroal]2.0.co;2,,,RESISTANCE AND RESILIENCE OF ALPINE LAKE FAUNA TO FISH INTRODUCTIONS,Ecological Monographs,,,2001-08,2001,71,3,401-421,Closed,Article,"Knapp, Roland A.; Matthews, Kathleen R.; Sarnelle, Orlando",,"Knapp, Roland A. (); Matthews, Kathleen R. (); Sarnelle, Orlando (Michigan State University)",202,22,,16.24,,https://app.dimensions.ai/details/publication/pub.1040344273,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
47,200,pub.1018029636,10.1007/s10021-001-0009-0,,,"The Introduction of Nonnative Fish into Wilderness Lakes: Good Intentions, Conflicting Mandates, and Unintended Consequences",Ecosystems,,,2001-05,2001,4,4,275-278,"All OA; Green, Accepted & Submitted",Article,"Knapp, Roland A.; Corn, Paul Stephen; Schindler, Daniel E.",,"Knapp, Roland A. (); Corn, Paul Stephen (); Schindler, Daniel E. (University of Washington)",54,9,,,http://vesr.ucnrs.org/pages/knapp/pdfs/Knapp_Ecosystems_01.pdf,https://app.dimensions.ai/details/publication/pub.1018029636,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
48,100,pub.1036484423,10.1007/s10021-001-0013-4,,,Alteration of Nutrient Cycles and Algal Production Resulting from Fish Introductions intoMountain Lakes,Ecosystems,,,2001-05,2001,4,4,308-321,Closed,Article,"Schindler, Daniel E.; Knapp, Roland A.; Leavitt, Peter R.",,"Schindler, Daniel E. (University of Washington); Knapp, Roland A. (); Leavitt, Peter R. (University of Regina)",106,23,,8.52,,https://app.dimensions.ai/details/publication/pub.1036484423,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
49,100,pub.1012353837,10.1023/a:1011178406716,,,The use of egg shells to infer the historical presence of copepods in alpine lakes,Journal of Paleolimnology,,,2001-05,2001,25,4,539-543,Closed,Article,"Knapp, Roland; Garton, Jodi; Sarnelle, Orlando",,"Knapp, Roland (); Garton, Jodi (Stanford University); Sarnelle, Orlando (Michigan State University)",8,0,,0.84,,https://app.dimensions.ai/details/publication/pub.1012353837,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
50,100,pub.1037154846,10.1046/j.1523-1739.2000.99099.x,,,Non‐Native Fish Introductions and the Decline of the Mountain Yellow‐Legged Frog from within Protected Areas,Conservation Biology,,,2000-04,2000,14,2,428-438,Closed,Article,"Knapp, Roland A.; Matthews, Kathleen R.",,"Knapp, Roland A. (University of California, Santa Barbara); Matthews, Kathleen R. ()",207,20,,,,https://app.dimensions.ai/details/publication/pub.1037154846,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
51,100,pub.1006950518,10.1139/f99-081,,,Is it possible to predict habitat use by spawning salmonids? A test using California golden trout (Oncorhynchus mykiss aguabonita),Canadian Journal of Fisheries and Aquatic Sciences,,,1999-09,1999,56,9,1576-1584,Closed,Article,"Knapp, Roland A; Preisler, Haiganoush K",,"Knapp, Roland A (); Preisler, Haiganoush K ()",49,5,,,,https://app.dimensions.ai/details/publication/pub.1006950518,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
52,100,pub.1008536501,10.1890/1051-0761(1998)008[1104:eoscmo]2.0.co;2,,,EFFECTS OF STREAM CHANNEL MORPHOLOGY ON GOLDEN TROUT SPAWNING HABITAT AND RECRUITMENT,Ecological Applications,,,1998-11,1998,8,4,1104-1117,Closed,Article,"Knapp, Roland A.; Vredenburg, Vance T.; Matthews, Kathleen R.",,"Knapp, Roland A. (University of California, Santa Barbara); Vredenburg, Vance T. (); Matthews, Kathleen R. ()",42,1,,,,https://app.dimensions.ai/details/publication/pub.1008536501,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
53,100,pub.1034169597,10.1111/j.1526-100x.1998.06212.x,,,Eradication of Nonnative Fish by Gill Netting from a Small Mountain Lake in California,Restoration Ecology,,,1998-06,1998,6,2,207-213,Closed,Article,"Knapp, Roland A.; Matthews, Kathleen R.",,"Knapp, Roland A. (); Matthews, Kathleen R. ()",71,9,,,,https://app.dimensions.ai/details/publication/pub.1034169597,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
54,100,pub.1068058977,10.1577/1548-8675(1996)016<0805:lggtas>2.3.co;2,,,"Livestock Grazing, Golden Trout, and Streams in the Golden Trout Wilderness, California: Impacts and Management Implications",North American Journal of Fisheries Management,,,1996-11,1996,16,4,805-820,Closed,Article,"Knapp, Roland A.; Matthews, Kathleen R.",,"Knapp, Roland A. (); Matthews, Kathleen R. (Pacific Southwest Research Station)",46,6,,,,https://app.dimensions.ai/details/publication/pub.1068058977,0704 Fisheries Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,07 Agricultural and Veterinary Sciences,,,
55,100,pub.1068058966,10.1577/1548-8675(1996)016<0674:afcots>2.3.co;2,,,A Field Comparison of the Substrate Composition of California Golden Trout Redds Sampled with Two Devices,North American Journal of Fisheries Management,,,1996-08,1996,16,3,674-681,Closed,Article,"Knapp, Roland A.; Vredenburg, Vance T.",,"Knapp, Roland A. (University of California, Santa Barbara); Vredenburg, Vance T. (Pacific Southwest Research Station)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1068058966,0704 Fisheries Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,07 Agricultural and Veterinary Sciences,,,
56,100,pub.1003662103,10.1577/1548-8659(1996)125<0519:sbcgtc>2.3.co;2,,,"Spawning by California Golden Trout: Characteristics of Spawning Fish, Seasonal and Daily Timing, Redd Characteristics, and Microhabitat Preferences",Transactions of the American Fisheries Society,,,1996-07,1996,125,4,519-531,Closed,Article,"Knapp, Roland A.; Vredenburg, Vance T.",,"Knapp, Roland A. (University of California, Santa Barbara); Vredenburg, Vance T. (Pacific Southwest Research Station)",27,2,,,,https://app.dimensions.ai/details/publication/pub.1003662103,0704 Fisheries Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,07 Agricultural and Veterinary Sciences,,,
57,200,pub.1069502453,10.2307/1446801,,,Age of Clutches in Nests and the Within-Nest Spawning-Site Preferences of Three Damselfish Species (Pomacentridae),Copeia,,,1995-02-15,1995,1995,1,78,Closed,Article,"Knapp, Roland A.; Sikkel, Paul C.; Vredenburg, Vance T.",,"Knapp, Roland A. (); Sikkel, Paul C. (); Vredenburg, Vance T. ()",18,0,,,,https://app.dimensions.ai/details/publication/pub.1069502453,0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences; 0608 Zoology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences,0608 Zoology,
58,100,pub.1021826041,10.1006/anbe.1993.1166,,,"The influence of egg survivorship on the subsequent nest fidelity of female bicolour damselfish, Stegastes partitus",Animal Behaviour,,,1993-07,1993,46,1,111-121,Closed,Article,"Knapp, Roland A.",,"Knapp, Roland A. (University of California, Santa Barbara)",28,3,,,,https://app.dimensions.ai/details/publication/pub.1021826041,17 Psychology and Cognitive Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,17 Psychology and Cognitive Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
59,100,pub.1014267758,10.1016/s0003-3472(05)80341-0,,,"Male parental care and female choice in the bicolor damselfish, Stegastes partitus: bigger is not always better",Animal Behaviour,,,1991-05,1991,41,5,747-756,Closed,Article,"Knapp, Roland A.; Warner, Robert R.",,"Knapp, Roland A. (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara)",58,5,,,,https://app.dimensions.ai/details/publication/pub.1014267758,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
