,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Arturo A Keller. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
90,400,pub.1055507135,10.1021/es404549u,24410520,,Effects and implications of trophic transfer and accumulation of CeO2 nanoparticles in a marine mussel.,Environmental Science & Technology,,"Animals; Cerium; Data Interpretation, Statistical; Environmental Monitoring; Food Chain; Metabolic Clearance Rate; Mytilus; Nanoparticles; Phytoplankton; Water Pollutants, Chemical",2014-02-04,2014,48,3,1517-24,"All OA; Green, Accepted & Submitted",Article,"Conway, Jon R.; Hanna, Shannon K.; Lenihan, Hunter S.; Keller, Arturo A.",,"Conway, Jon R. (University of California, Santa Barbara); Hanna, Shannon K. (University of California, Santa Barbara); Lenihan, Hunter S. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",38,13,3.06,9.87,https://escholarship.org/content/qt5m15f018/qt5m15f018.pdf?t=o96dhu,https://app.dimensions.ai/details/publication/pub.1055507135,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
91,400,pub.1037847527,10.1016/s1001-0742(13)60559-8,25076529,,Alginate modifies the physiological impact of CeO2 nanoparticles in corn seedlings cultivated in soil,Journal of Environmental Sciences,,"Alginates; Cerium; Chlorophyll; Glucuronic Acid; HSP70 Heat-Shock Proteins; Hexuronic Acids; Nanoparticles; Plant Roots; Plant Shoots; Seedlings; Soil; Stress, Physiological; Zea mays",2014-02,2014,26,2,382-389,"All OA; Green, Accepted & Submitted",Article,"Zhao, Lijuan; Peralta-Videa, Jose R.; Peng, Bo; Bandyopadhyay, Susmita; Corral-Diaz, Baltazar; Osuna-Avila, Pedro; Montes, Milka O.; Keller, Arturo A.; Gardea-Torresdey, Jorge L.","Gardea-Torresdey, Jorge L.","Zhao, Lijuan (The University of Texas at El Paso); Peralta-Videa, Jose R. (The University of Texas at El Paso); Peng, Bo (The University of Texas at El Paso); Bandyopadhyay, Susmita (The University of Texas at El Paso); Corral-Diaz, Baltazar (Universidad Autónoma de Ciudad Juárez); Osuna-Avila, Pedro (Universidad Autónoma de Ciudad Juárez); Montes, Milka O. (); Keller, Arturo A. (The University of Texas at El Paso; University of California, Santa Barbara); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso)",18,5,0.71,,https://escholarship.org/content/qt3898b42q/qt3898b42q.pdf?t=o96dvp,https://app.dimensions.ai/details/publication/pub.1037847527,03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences,,
92,400,pub.1012692173,10.1016/j.watres.2013.11.032,24342047,,Long-term colloidal stability and metal leaching of single wall carbon nanotubes: Effect of temperature and extracellular polymeric substances,Water Research,,"Biopolymers; Colloids; Extracellular Space; Kinetics; Metals; Nanotubes, Carbon; Organic Chemicals; Sonication; Static Electricity; Temperature; Time Factors; Water Pollutants, Chemical",2014-02,2014,49,J. Nanopart. Res. 15 1 2013,236-250,"All OA; Green, Published",Article,"Adeleye, Adeyemi S.; Keller, Arturo A.","Keller, Arturo A.","Adeleye, Adeyemi S. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",57,17,3.53,14.81,https://escholarship.org/content/qt7ph7w0d9/qt7ph7w0d9.pdf?t=o96dnm,https://app.dimensions.ai/details/publication/pub.1012692173,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
93,200,pub.1055523167,10.1021/ez400106t,,,Predicted Releases of Engineered Nanomaterials: From Global to Regional to Local,Environmental Science & Technology Letters,,,2014-01-14,2014,1,1,65-70,"All OA; Green, Accepted & Submitted",Article,"Keller, Arturo A.; Lazareva, Anastasiya",,"Keller, Arturo A. (University of California, Santa Barbara); Lazareva, Anastasiya (University of California, Santa Barbara)",320,154,,,https://escholarship.org/content/qt9b03087v/qt9b03087v.pdf?t=o96dzk,https://app.dimensions.ai/details/publication/pub.1055523167,,,,,,
94,200,pub.1021953794,10.1016/b978-0-85709-655-5.50016-7,,,Contributor contact details,,Health and Environmental Safety of Nanomaterials,,2014,2014,,,xi-xiii,Closed,Chapter,"Njuguna, James; Pielichowski, Krzysztof; Zhu, Huijun; Njuguna, James; Sachse, Sophia; Zhu, Huijun; Rodriguez, Veronica Marchante; Ansari, Farahnaz; Pietroiusti, Antonio; Magrini, A.; Campagnolo, L.; Yu, Il Je; Ichihara, Gaku; Ahn, Kangho; Sánchez, María Blázquez; Njuguna, James; Sachse, Sophia; Gavankar, Sheetal; Suh, Sangwon; Keller, Arturo A.; Zhu, Huijun; Njuguna, James; Ghiazza, Mara; Fenoglio, Ivana; Vietti, Giulia; Petersen, Elijah J.; Cañas-Carrell, Jaclyn E.; Li, Shibin; Parra, Amanda M.; Shrestha, Babina; Reijnders, L.; Pielichowski, Krzysztof; Michalowski, Sławomir; Lopez-Cuesta, J.-M.; Longuet, C.; Chivas-Joly, Carine",,"Njuguna, James (); Pielichowski, Krzysztof (Cracow University of Technology); Zhu, Huijun (); Sachse, Sophia (); Rodriguez, Veronica Marchante (Cranfield University); Ansari, Farahnaz (Newcastle University); Pietroiusti, Antonio (University of Rome Tor Vergata); Magrini, A. (University of Rome Tor Vergata); Campagnolo, L. (University of Rome Tor Vergata); Yu, Il Je (Hoseo University); Ichihara, Gaku (Nagoya University); Ahn, Kangho (Hanyang University); Sánchez, María Blázquez (); Gavankar, Sheetal (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Ghiazza, Mara (University of Turin); Fenoglio, Ivana (University of Turin); Vietti, Giulia (Catholic University of Louvain); Petersen, Elijah J. (National Institute of Standards and Technology); Cañas-Carrell, Jaclyn E. (Texas Tech University); Li, Shibin (Texas Tech University); Parra, Amanda M. (Texas Tech University); Shrestha, Babina (Texas Tech University); Reijnders, L. (University of Amsterdam); Michalowski, Sławomir (Cracow University of Technology); Lopez-Cuesta, J.-M. (École des Mines d'Alès); Longuet, C. (École des Mines d'Alès); Chivas-Joly, Carine (National Laboratory of Metrology and Testing)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1021953794,,,,,,
95,100,pub.1086141579,10.1533/9780857096678.2.112,,,6 Life cycle assessment of engineered nanomaterials,,Health and Environmental Safety of Nanomaterials,,2014,2014,,,112-129,"All OA; Green, Accepted & Submitted",Chapter,"Gavankar, S.; Suh, S.; Keller, A.A.",,"Gavankar, S. (); Suh, S. (); Keller, A.A. (University of California, Santa Barbara)",4,2,,0.84,https://escholarship.org/content/qt4k7211xd/qt4k7211xd.pdf?t=ow5y3i,https://app.dimensions.ai/details/publication/pub.1086141579,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
96,100,pub.1024376816,10.1039/c4en00149d,,,"Environmental release, fate and ecotoxicological effects of manufactured ceria nanomaterials",Environmental Science Nano,,,2014,2014,1,6,533-548,"All OA; Green, Accepted & Submitted",Article,"Collin, Blanche; Auffan, Mélanie; Johnson, Andrew C.; Kaur, Inder; Keller, Arturo A.; Lazareva, Anastasiya; Lead, Jamie R.; Ma, Xingmao; Merrifield, Ruth C.; Svendsen, Claus; White, Jason C.; Unrine, Jason M.",,"Collin, Blanche (University of Kentucky; Duke University); Auffan, Mélanie (); Johnson, Andrew C. (); Kaur, Inder (University of Birmingham); Keller, Arturo A. (University of California, Santa Barbara); Lazareva, Anastasiya (University of California, Santa Barbara); Lead, Jamie R. (University of Birmingham; University of South Carolina); Ma, Xingmao (Southern Illinois University Carbondale); Merrifield, Ruth C. (University of South Carolina); Svendsen, Claus (); White, Jason C. (Connecticut Agricultural Experiment Station); Unrine, Jason M. (University of Kentucky; Duke University)",52,20,,12.12,http://nora.nerc.ac.uk/id/eprint/510292/1/N510292PP.pdf,https://app.dimensions.ai/details/publication/pub.1024376816,03 Chemical Sciences; 0399 Other Chemical Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,03 Chemical Sciences,0399 Other Chemical Sciences,05 Environmental Sciences,0502 Environmental Science and Management,
97,400,pub.1027109159,10.1016/j.jhazmat.2013.10.031,24231326,,A new insight on the core–shell structure of zerovalent iron nanoparticles and its application for Pb(II) sequestration,Journal of Hazardous Materials,,"Adsorption; Ferric Compounds; Hydrogen-Ion Concentration; Iron; Lead; Metal Nanoparticles; Metals, Heavy; Microscopy, Electron, Transmission; Photoelectron Spectroscopy; Temperature; Thermodynamics; Water Pollutants, Chemical; Water Purification; X-Ray Diffraction",2013-12,2013,263,Annu. Rev. Med. 55 2004,685-693,"All OA; Green, Published",Article,"Zhang, Yalei; Su, Yiming; Zhou, Xuefei; Dai, Chaomeng; Keller, Arturo A.","Zhang, Yalei","Zhang, Yalei (Tongji University); Su, Yiming (Tongji University); Zhou, Xuefei (Tongji University); Dai, Chaomeng (Tongji University); Keller, Arturo A. (University of California, Santa Barbara)",66,25,2.23,,https://escholarship.org/content/qt7mj986m2/qt7mj986m2.pdf?t=o96e76,https://app.dimensions.ai/details/publication/pub.1027109159,09 Engineering,09 Engineering,,,,
98,400,pub.1030580754,10.1371/journal.pone.0081239,24282573,PMC3839896,Influence of Material Properties on TiO2 Nanoparticle Agglomeration,PLoS ONE,,"Humic Substances; Kinetics; Materials Testing; Metal Nanoparticles; Microscopy, Electron, Transmission; Particle Size; Titanium",2013-11-25,2013,8,11,e81239,All OA; Gold,Article,"Zhou, Dongxu; Ji, Zhaoxia; Jiang, Xingmao; Dunphy, Darren R.; Brinker, Jeffrey; Keller, Arturo A.",,"Zhou, Dongxu (University of California, Santa Barbara; University of California Los Angeles); Ji, Zhaoxia (University of California Los Angeles); Jiang, Xingmao (University of New Mexico); Dunphy, Darren R. (University of New Mexico); Brinker, Jeffrey (University of New Mexico; Sandia National Laboratories); Keller, Arturo A. (University of California, Santa Barbara; University of California Los Angeles)",51,26,1.89,7.34,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0081239&type=printable,https://app.dimensions.ai/details/publication/pub.1030580754,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
99,400,pub.1035355269,10.1016/j.aquatox.2013.09.019,24121101,,Accumulation and toxicity of metal oxide nanoparticles in a soft-sediment estuarine amphipod,Aquatic Toxicology,,"Amphipoda; Animals; Copper; Geologic Sediments; Metal Nanoparticles; Nickel; Seawater; Water Pollutants, Chemical; Zinc Oxide",2013-10,2013,142,Water Res. 40 2006,441-446,"All OA; Green, Published",Article,"Hanna, Shannon K.; Miller, Robert J.; Zhou, Dongxu; Keller, Arturo A.; Lenihan, Hunter S.","Hanna, Shannon K.","Hanna, Shannon K. (University of California, Santa Barbara); Miller, Robert J. (University of California, Santa Barbara); Zhou, Dongxu (Geosyntec Consultants (United States)); Keller, Arturo A. (University of California, Santa Barbara); Lenihan, Hunter S. (University of California, Santa Barbara)",51,16,2.52,7.73,https://escholarship.org/content/qt1569r786/qt1569r786.pdf?t=o9fefv,https://app.dimensions.ai/details/publication/pub.1035355269,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
100,400,pub.1043688745,10.1371/journal.pone.0074456,24086348,PMC3781102,Environmental Feedbacks and Engineered Nanoparticles: Mitigation of Silver Nanoparticle Toxicity to Chlamydomonas reinhardtii by Algal-Produced Organic Compounds,PLoS ONE,,"Batch Cell Culture Techniques; Carbon; Chlamydomonas reinhardtii; Citrates; Environmental Monitoring; Feedback; Ions; Metal Nanoparticles; Models, Biological; Nanotechnology; Organic Chemicals",2013-09-23,2013,8,9,e74456,All OA; Gold,Article,"Stevenson, Louise M.; Dickson, Helen; Klanjscek, Tin; Keller, Arturo A.; McCauley, Edward; Nisbet, Roger M.",,"Stevenson, Louise M. (University of California, Santa Barbara); Dickson, Helen (University of California, Santa Barbara); Klanjscek, Tin (University of California, Santa Barbara; Rudjer Boskovic Institute); Keller, Arturo A. (University of California, Santa Barbara); McCauley, Edward (University of California, Santa Barbara; University of Calgary); Nisbet, Roger M. (University of California, Santa Barbara)",33,13,2.22,5.89,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0074456&type=printable,https://app.dimensions.ai/details/publication/pub.1043688745,10 Technology; 03 Chemical Sciences; 1007 Nanotechnology; 0399 Other Chemical Sciences,10 Technology,03 Chemical Sciences,1007 Nanotechnology,0399 Other Chemical Sciences,
101,400,pub.1038680692,10.1016/j.watres.2012.12.039,23591109,,"Stability, metal leaching, photoactivity and toxicity in freshwater systems of commercial single wall carbon nanotubes",Water Research,,"Chlorophyta; Fresh Water; Hydrodynamics; Light; Metals; Nanotubes, Carbon; Spectrophotometry, Ultraviolet; Superoxides; Suspensions; Toxicity Tests; Water Pollutants, Chemical",2013-08,2013,47,12,4074-4085,"All OA; Green, Published",Article,"Bennett, Samuel W.; Adeleye, Adeyemi; Ji, Zhaoxia; Keller, Arturo A.","Keller, Arturo A.","Bennett, Samuel W. (University of California, Santa Barbara); Adeleye, Adeyemi (University of California, Santa Barbara); Ji, Zhaoxia (University of California Los Angeles); Keller, Arturo A. (University of California, Santa Barbara)",42,12,2.15,6.37,https://escholarship.org/content/qt39p5g53v/qt39p5g53v.pdf?t=ok16du,https://app.dimensions.ai/details/publication/pub.1038680692,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
102,200,pub.1056295659,10.1021/sc400047q,,,Magnetic Nanoparticle Adsorbents for Emerging Organic Contaminants,ACS Sustainable Chemistry & Engineering,,,2013-07,2013,1,7,731-736,"All OA; Green, Published",Article,"Huang, Yuxiong; Keller, Arturo A.",,"Huang, Yuxiong (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",36,10,,5.63,https://escholarship.org/content/qt1vm6w1mk/qt1vm6w1mk.pdf?t=ow5y5i,https://app.dimensions.ai/details/publication/pub.1056295659,03 Chemical Sciences; 0301 Analytical Chemistry; 0399 Other Chemical Sciences,03 Chemical Sciences,0301 Analytical Chemistry,0399 Other Chemical Sciences,,
103,400,pub.1055505673,10.1021/es304729d,23675849,,Dispersion stability and electrokinetic properties of intrinsic plutonium colloids: implications for subsurface transport.,Environmental Science & Technology,,"Colloids; Groundwater; Hydrogen-Ion Concentration; Isoelectric Point; Kinetics; Osmolar Concentration; Plutonium; Suspensions; Water Pollutants, Chemical",2013-06-04,2013,47,11,5626-34,Closed,Article,"Abdel-Fattah, Amr I.; Zhou, Dongxu; Boukhalfa, Hakim; Tarimala, Sowmitri; Ware, S. Doug; Keller, Arturo A.",,"Abdel-Fattah, Amr I. (Los Alamos National Laboratory); Zhou, Dongxu (University of California, Santa Barbara); Boukhalfa, Hakim (Los Alamos National Laboratory); Tarimala, Sowmitri (Los Alamos National Laboratory); Ware, S. Doug (Los Alamos National Laboratory); Keller, Arturo A. (University of California, Santa Barbara)",21,3,1.15,3.02,,https://app.dimensions.ai/details/publication/pub.1055505673,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
104,100,pub.1052539188,10.1007/s11051-013-1692-4,,,Global life cycle releases of engineered nanomaterials,Journal of Nanoparticle Research,,,2013-06,2013,15,6,1692,Closed,Article,"Keller, Arturo A.; McFerran, Suzanne; Lazareva, Anastasiya; Suh, Sangwon","Keller, Arturo A.","Keller, Arturo A. (University of California, Santa Barbara); McFerran, Suzanne (University of California, Santa Barbara); Lazareva, Anastasiya (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara)",550,215,,139.69,,https://app.dimensions.ai/details/publication/pub.1052539188,"09 Engineering; 10 Technology; 0912 Materials Engineering; 1007 Nanotechnology; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences",09 Engineering,10 Technology,0912 Materials Engineering,1007 Nanotechnology,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics"
105,400,pub.1006616929,10.1002/smll.201201700,23027589,,Implementation of a Multidisciplinary Approach to Solve Complex Nano EHS Problems by the UC Center for the Environmental Implications of Nanotechnology,Small,,Environment; Environmental Pollutants; Nanostructures; Nanotechnology; United States; United States Environmental Protection Agency,2013-05-27,2013,9,9‐10,1428-1443,Closed,Article,"Xia, Tian; Malasarn, Davin; Lin, Sijie; Ji, Zhaoxia; Zhang, Haiyuan; Miller, Robert J.; Keller, Arturo A.; Nisbet, Roger M.; Harthorn, Barbara H.; Godwin, Hilary A.; Lenihan, Hunter S.; Liu, Rong; Gardea‐Torresdey, Jorge; Cohen, Yoram; Mädler, Lutz; Holden, Patricia A.; Zink, Jeffrey I.; Nel, Andre E.",,"Xia, Tian (University of California Los Angeles); Malasarn, Davin (University of California Los Angeles); Lin, Sijie (University of California Los Angeles); Ji, Zhaoxia (University of California Los Angeles); Zhang, Haiyuan (University of California Los Angeles); Miller, Robert J. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Nisbet, Roger M. (University of California, Santa Barbara); Harthorn, Barbara H. (University of California, Santa Barbara); Godwin, Hilary A. (University of California Los Angeles); Lenihan, Hunter S. (University of California, Santa Barbara); Liu, Rong (University of California Los Angeles); Gardea‐Torresdey, Jorge (The University of Texas at El Paso); Cohen, Yoram (University of California Los Angeles); Mädler, Lutz (University of Bremen); Holden, Patricia A. (University of California, Santa Barbara); Zink, Jeffrey I. (University of California Los Angeles); Nel, Andre E. (University of California Los Angeles)",23,4,0.99,4.3,,https://app.dimensions.ai/details/publication/pub.1006616929,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
106,100,pub.1046896615,10.1016/j.colsurfa.2013.02.044,,,Removal of heavy metals from aqueous solution using a novel composite of recycled materials,Colloids and Surfaces A Physicochemical and Engineering Aspects,,,2013-05,2013,425,,6-14,Closed,Article,"Kim, Keun-Han; Keller, Arturo A.; Yang, Jae-Kyu","Yang, Jae-Kyu","Kim, Keun-Han (); Keller, Arturo A. (University of California, Santa Barbara); Yang, Jae-Kyu (Kwangwoon University)",25,4,,3.6,,https://app.dimensions.ai/details/publication/pub.1046896615,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
107,400,pub.1032935311,10.1016/j.jenvman.2012.12.009,23291405,,Application of ferrate for the treatment of metal-sulfide,Journal of Environmental Management,,"Industrial Waste; Iron; Mining; Sulfates; Sulfides; Water Pollutants, Chemical",2013-02,2013,116,,95-100,Closed,Article,"Yu, Mok-Ryun; Chang, Yoon-Young; Keller, Arturo A.; Yang, Jae-Kyu","Yang, Jae-Kyu","Yu, Mok-Ryun (Kwangwoon University); Chang, Yoon-Young (Kwangwoon University); Keller, Arturo A. (University of California, Santa Barbara); Yang, Jae-Kyu (Kwangwoon University)",7,0,0.26,0.96,,https://app.dimensions.ai/details/publication/pub.1032935311,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
108,100,pub.1032753450,10.1007/s11051-013-1418-7,,,Persistence of commercial nanoscaled zero-valent iron (nZVI) and by-products,Journal of Nanoparticle Research,,,2013-01,2013,15,1,1418,Closed,Article,"Adeleye, Adeyemi S.; Keller, Arturo A.; Miller, Robert J.; Lenihan, Hunter S.","Keller, Arturo A.","Adeleye, Adeyemi S. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Miller, Robert J. (University of California, Santa Barbara); Lenihan, Hunter S. (University of California, Santa Barbara)",54,15,,9.3,,https://app.dimensions.ai/details/publication/pub.1032753450,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
109,400,pub.1031376052,10.1039/c2em30610g,24592443,,ZnO nanoparticle fate in soil and zinc bioaccumulation in corn plants ( Zea mays ) influenced by alginate,Environmental Science Processes & Impacts,,Alginates; Glucuronic Acid; Hexuronic Acids; Nanoparticles; Soil; Soil Pollutants; Zea mays; Zinc Oxide,2013,2013,15,1,260-266,Closed,Article,"Zhao, Lijuan; Hernandez-Viezcas, Jose Angel; Peralta-Videa, Jose R.; Bandyopadhyay, Susmita; Peng, Bo; Munoz, Berenice; Keller, Arturo A.; Gardea-Torresdey, Jorge L.",,"Zhao, Lijuan (The University of Texas at El Paso); Hernandez-Viezcas, Jose Angel (The University of Texas at El Paso); Peralta-Videa, Jose R. (The University of Texas at El Paso); Bandyopadhyay, Susmita (The University of Texas at El Paso); Peng, Bo (The University of Texas at El Paso); Munoz, Berenice (The University of Texas at El Paso); Keller, Arturo A. (University of California, Santa Barbara); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso)",59,23,2.84,,,https://app.dimensions.ai/details/publication/pub.1031376052,11 Medical and Health Sciences; 03 Chemical Sciences; 05 Environmental Sciences,11 Medical and Health Sciences,03 Chemical Sciences,05 Environmental Sciences,,
110,400,pub.1014147506,10.1039/c2em30625e,24592435,,Effects of dominant material properties on the stability and transport of TiO 2 nanoparticles and carbon nanotubes in aquatic environments: from synthesis to fate,Environmental Science Processes & Impacts,,"Environmental Monitoring; Models, Chemical; Nanoparticles; Nanotubes, Carbon; Risk Assessment; Titanium; Water Pollutants, Chemical",2013,2013,15,1,169-189,Closed,Article,"Liu, Xuyang; Chen, Gexin; Keller, Arturo A.; Su, Chunming",,"Liu, Xuyang (); Chen, Gexin (); Keller, Arturo A. (University of California, Santa Barbara); Su, Chunming ()",32,7,1.8,4.61,,https://app.dimensions.ai/details/publication/pub.1014147506,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
111,400,pub.1049391884,10.1371/journal.pone.0048719,23155401,PMC3498245,Photoinduced Disaggregation of TiO2 Nanoparticles Enables Transdermal Penetration,PLoS ONE,,Animals; Light; Metal Nanoparticles; Particle Size; Skin; Swine; Titanium,2012-11-14,2012,7,11,e48719,All OA; Gold,Article,"Bennett, Samuel W.; Zhou, Dongxu; Mielke, Randall; Keller, Arturo A.",,"Bennett, Samuel W. (); Zhou, Dongxu (); Mielke, Randall (); Keller, Arturo A. (University of California, Santa Barbara)",29,5,1.49,3.96,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0048719&type=printable,https://app.dimensions.ai/details/publication/pub.1049391884,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
112,400,pub.1002443027,10.1002/etc.1962,22847763,,"How do stream organisms respond to, and influence, the concentration of titanium dioxide nanoparticles? A mesocosm study with algae and herbivores",Environmental Toxicology and Chemistry,,"Animals; Biofilms; Biomass; Chlorophyta; Ecosystem; Food Chain; Herbivory; Metal Nanoparticles; Rivers; Snails; Titanium; Water Pollutants, Chemical",2012-10,2012,31,10,2414-2422,"All OA; Green, Accepted & Submitted",Article,"Kulacki, Konrad J.; Cardinale, Bradley J.; Keller, Arturo A.; Bier, Raven; Dickson, Helen",,"Kulacki, Konrad J. (University of California, Santa Barbara; University of Michigan); Cardinale, Bradley J. (University of Michigan); Keller, Arturo A. (University of California, Santa Barbara); Bier, Raven (University of California, Santa Barbara; Duke University); Dickson, Helen (University of California, Santa Barbara)",32,9,1.5,3.84,https://deepblue.lib.umich.edu/bitstream/2027.42/93650/1/1962_ftp.pdf,https://app.dimensions.ai/details/publication/pub.1002443027,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
113,100,pub.1027869099,10.1007/s11270-012-1138-0,,,Investigation of Two Magnetic Permanently Confined Micelle Array Sorbents Using Nonionic and Cationic Surfactants for the Removal of PAHs and Pesticides from Aqueous Media,"Water, Air, & Soil Pollution",,,2012-09,2012,223,7,3647-3655,Closed,Article,"Clark, Kristin K.; Keller, Arturo A.","Keller, Arturo A.","Clark, Kristin K. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",13,2,,1.77,,https://app.dimensions.ai/details/publication/pub.1027869099,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
114,400,pub.1004028170,10.1371/journal.pone.0043983,22952836,PMC3431385,Toxicity of Nano-Zero Valent Iron to Freshwater and Marine Organisms,PLoS ONE,,Animals; Aquatic Organisms; Daphnia; Ferric Compounds; Fresh Water; Iron; Nanoparticles; Oxidation-Reduction; Particle Size; Phytoplankton; Polymers; Toxicity Tests; Zooplankton,2012-08-30,2012,7,8,e43983,All OA; Gold,Article,"Keller, Arturo A.; Garner, Kendra; Miller, Robert J.; Lenihan, Hunter S.",,"Keller, Arturo A. (University of California, Santa Barbara); Garner, Kendra (University of California, Santa Barbara); Miller, Robert J. (University of California, Santa Barbara); Lenihan, Hunter S. (University of California, Santa Barbara)",87,24,4.22,12.33,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0043983&type=printable,https://app.dimensions.ai/details/publication/pub.1004028170,09 Engineering; 06 Biological Sciences; 0602 Ecology; 0907 Environmental Engineering,09 Engineering,06 Biological Sciences,0602 Ecology,0907 Environmental Engineering,
115,400,pub.1055504375,10.1021/es3004427,22721423,,Clay particles destabilize engineered nanoparticles in aqueous environments.,Environmental Science & Technology,,Bentonite; Engineering; Environment; Hydrogen-Ion Concentration; Nanoparticles; Osmolar Concentration; Particulate Matter; Silver; Solubility; Titanium; Water,2012-07-17,2012,46,14,7520-6,Closed,Article,"Zhou, Dongxu; Abdel-Fattah, Amr I.; Keller, Arturo A.",,"Zhou, Dongxu (University of California, Santa Barbara); Abdel-Fattah, Amr I. (Los Alamos National Laboratory); Keller, Arturo A. (University of California, Santa Barbara)",123,30,5.51,16.78,,https://app.dimensions.ai/details/publication/pub.1055504375,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
116,400,pub.1055503881,10.1021/es203596w,22133047,,Mobility of capped silver nanoparticles under environmentally relevant conditions.,Environmental Science & Technology,,"Adsorption; Citric Acid; Fresh Water; Nanoparticles; Osmolar Concentration; Povidone; Silicon Dioxide; Silver; Solubility; Surface Properties; Water Pollutants, Chemical",2012-07-03,2012,46,13,6985-91,Closed,Article,"Thio, Beng Joo Reginald; Montes, Milka O.; Mahmoud, Mahmoud A.; Lee, Dong-Woog; Zhou, Dongxu; Keller, Arturo A.",,"Thio, Beng Joo Reginald (); Montes, Milka O. (); Mahmoud, Mahmoud A. (Georgia Institute of Technology); Lee, Dong-Woog (); Zhou, Dongxu (); Keller, Arturo A. ()",80,16,4.49,10.91,,https://app.dimensions.ai/details/publication/pub.1055503881,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
