,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is John Michael Melack. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
54,100,pub.1072735970,10.5268/iw-2.4.502,,,Global abundance and size distribution of streams and rivers,Inland Waters,,,2012-10-01,2012,2,4,229-236,"All OA; Green, Accepted & Submitted",Article,"Downing, J.A.; Cole, J.J.; Duarte, C.M.; Middelburg, J.J.; Melack, J.M.; Prairie, Y.T.; Kortelainen, P.; Striegl, R.G.; McDowell, W.H.; Tranvik, L.J.",,"Downing, J.A. (Iowa State University); Cole, J.J. (Cary Institute of Ecosystem Studies); Duarte, C.M. (); Middelburg, J.J. (Utrecht University); Melack, J.M. (University of California, Santa Barbara); Prairie, Y.T. (University of Quebec at Montreal); Kortelainen, P. (Finnish Environment Institute); Striegl, R.G. (United States Geological Survey); McDowell, W.H. (University of New Hampshire); Tranvik, L.J. ()",114,58,,20.59,https://dspace.library.uu.nl/bitstream/1874/278691/1/327.pdf,https://app.dimensions.ai/details/publication/pub.1072735970,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
55,100,pub.1032639147,10.1029/2011jg001833,,,Land use control of stream nitrate concentrations in mountainous coastal California watersheds,Journal of Geophysical Research,,,2012-06,2012,117,G2,n/a-n/a,All OA; Gold,Article,"Goodridge, Blair M.; Melack, John M.",,"Goodridge, Blair M. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",22,9,,3.97,http://onlinelibrary.wiley.com/doi/10.1029/2011JG001833/pdf,https://app.dimensions.ai/details/publication/pub.1032639147,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
56,100,pub.1037414650,10.1657/1938-4246-44.2.222,,,The Effect of an Extreme Rain Event on the Biogeochemistry and Ecosystem Metabolism of an Oligotrophic High-Elevation Lake,Arctic Antarctic and Alpine Research,,,2012-05,2012,44,2,222-231,All OA; Gold,Article,"Sadro, Steven; Melack, John M.",,"Sadro, Steven (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",39,17,,7.04,https://www.tandfonline.com/doi/pdf/10.1657/1938-4246-44.2.222?needAccess=true,https://app.dimensions.ai/details/publication/pub.1037414650,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
57,100,pub.1043954912,10.1007/s10021-011-9515-x,,,The Influence of Landscape Position and Catchment Characteristics on Aquatic Biogeochemistry in High-Elevation Lake-Chains,Ecosystems,,,2012-04,2012,15,3,363-386,Closed,Article,"Sadro, Steven; Nelson, Craig E.; Melack, John M.","Sadro, Steven","Sadro, Steven (University of California, Santa Barbara); Nelson, Craig E. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",30,12,,3.6,,https://app.dimensions.ai/details/publication/pub.1043954912,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
58,200,pub.1003327662,10.1029/2011jg001919,,,Correction to “Seasonal and spatial variability of CO2 emission from a large floodplain lake in the lower Amazon”,Journal of Geophysical Research,,,2012-03,2012,117,G1,,All OA; Gold,Article,"Rudorff, Conrado M.; Melack, John M.; MacIntyre, Sally; Barbosa, Cláudio C. F.; Novo, Evlyn M. L. M.",,"Rudorff, Conrado M. (); Melack, John M. (); MacIntyre, Sally (); Barbosa, Cláudio C. F. (); Novo, Evlyn M. L. M. ()",1,1,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011JG001919,https://app.dimensions.ai/details/publication/pub.1003327662,,,,,,
59,100,pub.1004591775,10.1038/ngeo1333,,,Riverine carbon dioxide release,Nature Geoscience,,,2011-12,2011,4,12,821-822,Closed,Article,"Melack, John","Melack, John","Melack, John (University of California, Santa Barbara)",13,1,,,,https://app.dimensions.ai/details/publication/pub.1004591775,,,,,,
60,100,pub.1006803772,10.1007/s10021-011-9471-5,,,Spatial and Temporal Variability in the Ecosystem Metabolism of a High-elevation Lake: Integrating Benthic and Pelagic Habitats,Ecosystems,,,2011-11,2011,14,7,1123-1140,Closed,Article,"Sadro, Steven; Melack, John M.; MacIntyre, Sally","Sadro, Steven","Sadro, Steven (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); MacIntyre, Sally (University of California, Santa Barbara)",26,9,,2.73,,https://app.dimensions.ai/details/publication/pub.1006803772,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
61,100,pub.1048875224,10.4319/lo.2011.56.5.1764,,,"Depth‐integrated estimates of ecosystem metabolism in a high‐elevation lake (Emerald Lake, Sierra Nevada, California)",Limnology and Oceanography,,,2011-09,2011,56,5,1764-1780,All OA; Gold,Article,"Sadro, Steven; Melack, John M.; MacIntyre, Sally",,"Sadro, Steven (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); MacIntyre, Sally (University of California, Santa Barbara)",32,6,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2011.56.5.1764,https://app.dimensions.ai/details/publication/pub.1048875224,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
62,100,pub.1037460884,10.1007/s10533-010-9536-0,,,"Carbon dioxide and methane emissions from interfluvial wetlands in the upper Negro River basin, Brazil",Biogeochemistry,,,2011-09,2011,105,1-3,171-183,All OA; Gold,Article,"Belger, Lauren; Forsberg, Bruce R.; Melack, John M.","Belger, Lauren","Belger, Lauren (National Institute of Amazonian Research); Forsberg, Bruce R. (National Institute of Amazonian Research); Melack, John M. (University of California, Santa Barbara)",38,7,,6.34,https://link.springer.com/content/pdf/10.1007%2Fs10533-010-9536-0.pdf,https://app.dimensions.ai/details/publication/pub.1037460884,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
63,100,pub.1030048743,10.1890/100068,,,An integrated conceptual framework for long‐term social–ecological research,Frontiers in Ecology and the Environment,,,2011-08,2011,9,6,351-357,Closed,Article,"Collins, Scott L; Carpenter, Stephen R; Swinton, Scott M; Orenstein, Daniel E; Childers, Daniel L; Gragson, Ted L; Grimm, Nancy B; Grove, J Morgan; Harlan, Sharon L; Kaye, Jason P; Knapp, Alan K; Kofinas, Gary P; Magnuson, John J; McDowell, William H; Melack, John M; Ogden, Laura A; Robertson, G Philip; Smith, Melinda D; Whitmer, Ali C",,"Collins, Scott L (University of New Mexico); Carpenter, Stephen R (); Swinton, Scott M (); Orenstein, Daniel E (); Childers, Daniel L (); Gragson, Ted L (); Grimm, Nancy B (); Grove, J Morgan (); Harlan, Sharon L (); Kaye, Jason P (); Knapp, Alan K (); Kofinas, Gary P (); Magnuson, John J (); McDowell, William H (); Melack, John M (); Ogden, Laura A (); Robertson, G Philip (); Smith, Melinda D (); Whitmer, Ali C ()",269,88,,35.51,,https://app.dimensions.ai/details/publication/pub.1030048743,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
64,100,pub.1049096864,10.4319/lo.2011.56.2.0540,,,Linking diel patterns in community respiration to bacterioplankton in an oligotrophic high‐elevation lake,Limnology and Oceanography,,,2011-03,2011,56,2,540-550,All OA; Gold,Article,"Sadro, Steven; Nelson, Craig E.; Melack, John M.",,"Sadro, Steven (University of California, Santa Barbara); Nelson, Craig E. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",27,6,,2.84,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2011.56.2.0540,https://app.dimensions.ai/details/publication/pub.1049096864,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
65,100,pub.1051736013,10.1890/100014,,,"Riverine coupling of biogeochemical cycles between land, oceans, and atmosphere",Frontiers in Ecology and the Environment,,,2011-02,2011,9,1,53-60,"All OA; Green, Accepted & Submitted",Article,"Aufdenkampe, Anthony K; Mayorga, Emilio; Raymond, Peter A; Melack, John M; Doney, Scott C; Alin, Simone R; Aalto, Rolf E; Yoo, Kyungsoo",,"Aufdenkampe, Anthony K (Stroud Water Research Center); Mayorga, Emilio (University of Washington); Raymond, Peter A (Yale University); Melack, John M (University of California, Santa Barbara); Doney, Scott C (Woods Hole Oceanographic Institution); Alin, Simone R (Pacific Marine Environmental Laboratory); Aalto, Rolf E (University of Exeter); Yoo, Kyungsoo (University of Minnesota)",553,141,,63.91,http://darchive.mblwhoilibrary.org/bitstream/1912/4670/1/100014.pdf,https://app.dimensions.ai/details/publication/pub.1051736013,0405 Oceanography; 0402 Geochemistry; 0406 Physical Geography and Environmental Geoscience; 0403 Geology; 04 Earth Sciences,0405 Oceanography,0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,0403 Geology,04 Earth Sciences
66,100,pub.1004695480,10.1890/100004,,,Improving biogeochemical knowledge through technological innovation,Frontiers in Ecology and the Environment,,,2011-02,2011,9,1,37-43,All OA; Gold,Article,"Melack, John M; Finzi, Adrien C; Siegel, David; MacIntyre, Sally; Nelson, Craig E; Aufdenkampe, Anthony K; Pace, Michael L",,"Melack, John M (University of California, Santa Barbara); Finzi, Adrien C (Boston University); Siegel, David (University of California, Santa Barbara); MacIntyre, Sally (University of California, Santa Barbara); Nelson, Craig E (University of California, Santa Barbara); Aufdenkampe, Anthony K (Stroud Water Research Center); Pace, Michael L (University of Virginia)",4,0,,0.66,http://onlinelibrary.wiley.com/doi/10.1890/100004/pdf,https://app.dimensions.ai/details/publication/pub.1004695480,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
67,100,pub.1037497796,10.1029/2010jg001465,,,"CO2 emissions from a tropical hydroelectric reservoir (Balbina, Brazil)",Journal of Geophysical Research,,,2011,2011,116,G3,,All OA; Gold,Article,"Kemenes, Alexandre; Forsberg, Bruce R.; Melack, John M.",,"Kemenes, Alexandre (National Institute of Amazonian Research); Forsberg, Bruce R. (National Institute of Amazonian Research); Melack, John M. (University of California, Santa Barbara)",125,71,,34.74,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010JG001465,https://app.dimensions.ai/details/publication/pub.1037497796,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
68,100,pub.1003783555,10.1029/2011jg001699,,,Seasonal and spatial variability of CO2 emission from a large floodplain lake in the lower Amazon,Journal of Geophysical Research,,,2011,2011,116,G4,,All OA; Gold,Article,"Rudorff, Conrado M.; Melack, John M.; MacIntyre, Sally; Barbosa, Cláudio C. F.; Novo, Evlyn M. L. M.",,"Rudorff, Conrado M. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); MacIntyre, Sally (University of California, Santa Barbara); Barbosa, Cláudio C. F. (National Institute for Space Research); Novo, Evlyn M. L. M. (National Institute for Space Research)",38,8,,6.26,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011JG001699,https://app.dimensions.ai/details/publication/pub.1003783555,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
69,100,pub.1033282942,10.1016/j.rse.2010.05.020,,,Seasonal water storage on the Amazon floodplain measured from satellites,Remote Sensing of Environment,,,2010-11,2010,114,11,2448-2456,Closed,Article,"Alsdorf, Douglas; Han, Shin-Chan; Bates, Paul; Melack, John","Alsdorf, Douglas","Alsdorf, Douglas (The Ohio State University); Han, Shin-Chan (Goddard Space Flight Center; University of Maryland, Baltimore County); Bates, Paul (University of Bristol); Melack, John (University of California, Santa Barbara)",71,16,,8.91,,https://app.dimensions.ai/details/publication/pub.1033282942,09 Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering,
70,100,pub.1003659770,10.1016/j.geoderma.2010.09.012,,,Adding an empirical factor to better represent the rewetting pulse mechanism in a soil biogeochemical model,Geoderma,,,2010-11,2010,159,3-4,440-451,"All OA; Green, Published",Article,"Li, Xuyong; Miller, Amy E.; Meixner, Thomas; Schimel, Joshua P.; Melack, John M.; Sickman, James O.","Li, Xuyong","Li, Xuyong (Research Center for Eco-Environmental Sciences); Miller, Amy E. (National Park Service); Meixner, Thomas (University of Arizona); Schimel, Joshua P. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Sickman, James O. (University of California, Riverside)",20,4,,2.62,http://ir.rcees.ac.cn/bitstream/311016/20949/1/Adding%20an%20empirical%20factor%20to%20better%20represent%20the%20rewetting%20pulse%20mechanism%20in%20a%20soil%20biogeochemical%20model.pdf,https://app.dimensions.ai/details/publication/pub.1003659770,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
71,100,pub.1039889781,10.1016/j.rse.2010.04.007,,,Spatial and temporal variability of macrophyte cover and productivity in the eastern Amazon floodplain: A remote sensing approach,Remote Sensing of Environment,,,2010-09,2010,114,9,1998-2010,Closed,Article,"Silva, Thiago Sanna F.; Costa, Maycira P.F.; Melack, John M.","Silva, Thiago Sanna F.","Silva, Thiago Sanna F. (University of Victoria); Costa, Maycira P.F. (University of Victoria); Melack, John M. (University of California, Santa Barbara)",57,8,,8.59,,https://app.dimensions.ai/details/publication/pub.1039889781,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
72,100,pub.1033396160,10.1007/s10201-009-0305-5,,,"Geospatial analysis of spatiotemporal patterns of pH, total suspended sediment and chlorophyll-a on the Amazon floodplain",Limnology,,,2010-08,2010,11,2,155-166,Closed,Article,"Barbosa, Cláudio Clemente Faria; de Moraes Novo, Evlyn Márcia Leão; Melack, John M.; Gastil-Buhl, Mary; Filho, Waterloo Pereira","Barbosa, Cláudio Clemente Faria","Barbosa, Cláudio Clemente Faria (National Institute for Space Research); de Moraes Novo, Evlyn Márcia Leão (National Institute for Space Research); Melack, John M. (University of California, Santa Barbara); Gastil-Buhl, Mary (University of California, Santa Barbara); Filho, Waterloo Pereira (Federal University of Santa Maria)",18,4,,2.04,,https://app.dimensions.ai/details/publication/pub.1033396160,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
73,100,pub.1043517050,10.1007/s10533-009-9375-z,,,"Longitudinal and seasonal variation of stream N uptake in an urbanizing watershed: effect of organic matter, stream size, transient storage and debris dams",Biogeochemistry,,,2010-04,2010,98,1-3,45-62,All OA; Gold,Article,"Claessens, Luc; Tague, Christina L.; Groffman, Peter M.; Melack, John M.","Claessens, Luc","Claessens, Luc (University of California, Santa Barbara; San Diego State University; Virginia Tech); Tague, Christina L. (University of California, Santa Barbara); Groffman, Peter M. (Cary Institute of Ecosystem Studies); Melack, John M. (University of California, Santa Barbara)",17,1,,2.38,https://link.springer.com/content/pdf/10.1007%2Fs10533-009-9375-z.pdf,https://app.dimensions.ai/details/publication/pub.1043517050,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
74,100,pub.1028699594,10.1016/j.aquabot.2009.10.015,,,Assessment of two biomass estimation methods for aquatic vegetation growing on the Amazon Floodplain,Aquatic Botany,,,2010-04,2010,92,3,161-167,Closed,Article,"Silva, Thiago Sanna F.; Costa, Maycira P.F.; Melack, John M.","Silva, Thiago Sanna F.","Silva, Thiago Sanna F. (University of Victoria); Costa, Maycira P.F. (University of Victoria); Melack, John M. (University of California, Santa Barbara)",15,4,,1.4,,https://app.dimensions.ai/details/publication/pub.1028699594,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
75,100,pub.1023965470,10.1007/s10533-009-9376-y,,,Longitudinal assessment of the effect of concentration on stream N uptake rates in an urbanizing watershed,Biogeochemistry,,,2010-04,2010,98,1-3,63-74,All OA; Gold,Article,"Claessens, Luc; Tague, Christina L.; Groffman, Peter M.; Melack, John M.","Claessens, Luc","Claessens, Luc (University of California, Santa Barbara; San Diego State University; Virginia Tech); Tague, Christina L. (University of California, Santa Barbara); Groffman, Peter M. (Cary Institute of Ecosystem Studies); Melack, John M. (University of California, Santa Barbara)",11,1,,1.54,https://link.springer.com/content/pdf/10.1007%2Fs10533-009-9376-y.pdf,https://app.dimensions.ai/details/publication/pub.1023965470,0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences,05 Environmental Sciences
76,100,pub.1049913245,10.1007/978-90-481-8725-6_3,,,Remote Sensing of the Distribution and Extent of Wetlands in the Amazon Basin,Ecological Studies,Amazonian Floodplain Forests,,2010,2010,210,,43-59,Closed,Chapter,"Melack, John M.; Hess, Laura L.","Melack, John M.","Melack, John M. (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara)",143,34,,21.18,,https://app.dimensions.ai/details/publication/pub.1049913245,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
77,100,pub.1011236003,10.4319/lo.2009.54.6_part_2.2315,,,Modeling lakes and reservoirs in the climate system,Limnology and Oceanography,,,2009-11,2009,54,6part2,2315-2329,"All OA; Green, Accepted & Submitted",Article,"MacKay, M. D.; Neale, P. J.; Arp, C. D.; De Senerpont Domis, L. N.; Fang, X.; Gal, G.; Jöhnk, K. D.; Kirillin, G.; Lenters, J. D.; Litchman, E.; MacIntyre, S.; Marsh, P.; Melack, J.; Mooij, W. M.; Peeters, F.; Quesada, A.; Schladow, S. G.; Schmid, M.; Spence, C.; Stokesr, S. L.",,"MacKay, M. D. (Environment Canada); Neale, P. J. (Smithsonian Environmental Research Center); Arp, C. D. (United States Geological Survey); De Senerpont Domis, L. N. (); Fang, X. (Auburn University); Gal, G. (Israel Oceanographic and Limnological Research); Jöhnk, K. D. (Leibniz Institute of Freshwater Ecology and Inland Fisheries); Kirillin, G. (Leibniz Institute of Freshwater Ecology and Inland Fisheries); Lenters, J. D. (University of Nebraska–Lincoln); Litchman, E. (Michigan State University); MacIntyre, S. (University of California, Santa Barbara); Marsh, P. (Environment Canada); Melack, J. (University of California, Santa Barbara); Mooij, W. M. (); Peeters, F. (University of Konstanz); Quesada, A. (); Schladow, S. G. (University of California, Davis); Schmid, M. (Swiss Federal Institute of Aquatic Science and Technology); Spence, C. (Environment Canada); Stokesr, S. L. (Clemson University)",70,21,,6.63,https://www.dora.lib4ri.ch/eawag/islandora/object/eawag%3A6190/datastream/PDF/view,https://app.dimensions.ai/details/publication/pub.1011236003,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
78,100,pub.1000895984,10.4319/lo.2009.54.6_part_2.2298,,,Lakes and reservoirs as regulators of carbon cycling and climate,Limnology and Oceanography,,,2009-11,2009,54,6part2,2298-2314,All OA; Gold,Article,"Tranvik, Lars J.; Downing, John A.; Cotner, James B.; Loiselle, Steven A.; Striegl, Robert G.; Ballatore, Thomas J.; Dillon, Peter; Finlay, Kerri; Fortino, Kenneth; Knoll, Lesley B.; Kortelainen, Pirkko L.; Kutser, Tiit; Larsen, Soren.; Laurion, Isabelle; Leech, Dina M.; McCallister, S. Leigh; McKnight, Diane M.; Melack, John M.; Overholt, Erin; Porter, Jason A.; Prairie, Yves; Renwick, William H.; Roland, Fabio; Sherman, Bradford S.; Schindler, David W.; Sobek, Sebastian; Tremblay, Alain; Vanni, Michael J.; Verschoor, Antonie M.; von Wachenfeldt, Eddie; Weyhenmeyer, Gesa A.",,"Tranvik, Lars J. (Uppsala University); Downing, John A. (Iowa State University); Cotner, James B. (University of Minnesota); Loiselle, Steven A. (University of Siena); Striegl, Robert G. (United States Geological Survey); Ballatore, Thomas J. (Daiichi University of Pharmacy); Dillon, Peter (Trent University); Finlay, Kerri (University of Regina); Fortino, Kenneth (University of North Carolina at Chapel Hill); Knoll, Lesley B. (Miami University); Kortelainen, Pirkko L. (Finnish Environment Institute); Kutser, Tiit (University of Tartu); Larsen, Soren. (University of Oslo); Laurion, Isabelle (University of Quebec); Leech, Dina M. (); McCallister, S. Leigh (Virginia Commonwealth University); McKnight, Diane M. (University of Colorado Boulder); Melack, John M. (University of California, Santa Barbara); Overholt, Erin (Miami University); Porter, Jason A. (University of the Sciences); Prairie, Yves (University of Quebec at Montreal); Renwick, William H. (Miami University); Roland, Fabio (); Sherman, Bradford S. (Land and Water); Schindler, David W. (University of Alberta); Sobek, Sebastian (); Tremblay, Alain (Hydro-Québec); Vanni, Michael J. (Miami University); Verschoor, Antonie M. (Uppsala University); von Wachenfeldt, Eddie (); Weyhenmeyer, Gesa A. (Uppsala University)",1114,318,,99.89,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2009.54.6_part_2.2298,https://app.dimensions.ai/details/publication/pub.1000895984,04 Earth Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0405 Oceanography,0402 Geochemistry,,
79,100,pub.1048482314,10.4319/lo.2009.54.4.1292,,,Contrasting the influences of stream inputs and landscape position on bacterioplankton community structure and dissolved organic matter composition in high‐elevation lake chains,Limnology and Oceanography,,,2009-07,2009,54,4,1292-1305,All OA; Gold,Article,"Nelson, Craig E.; Sadro, Steven; Melack, John M.",,"Nelson, Craig E. (University of California, Santa Barbara); Sadro, Steven (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",35,7,,3.1,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2009.54.4.1292,https://app.dimensions.ai/details/publication/pub.1048482314,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
80,100,pub.1027811548,10.1672/08-107.1,,,Annual Net Primary Production of Macrophytes in the Eastern Amazon Floodplain,Wetlands,,,2009-06,2009,29,2,747-758,Closed,Article,"Silva, Thiago S. F.; Costa, Maycira P. F.; Melack, John M.",,"Silva, Thiago S. F. (University of Victoria); Costa, Maycira P. F. (University of Victoria); Melack, John M. (University of California, Santa Barbara)",30,7,,4.45,,https://app.dimensions.ai/details/publication/pub.1027811548,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
81,100,pub.1003784219,10.1007/s10533-009-9301-4,,,Seasonal variation in nitrogen uptake and turnover in two high-elevation soils: mineralization responses are site-dependent,Biogeochemistry,,,2009-04,2009,93,3,253-270,Closed,Article,"Miller, Amy E.; Schimel, Joshua P.; Sickman, James O.; Skeen, Kevin; Meixner, Thomas; Melack, John M.","Miller, Amy E.","Miller, Amy E. (University of California, Santa Barbara; Institute of Arctic and Alpine Research; National Park Service); Schimel, Joshua P. (University of California, Santa Barbara); Sickman, James O. (University of California, Riverside); Skeen, Kevin (University of California, Santa Barbara); Meixner, Thomas (University of Arizona); Melack, John M. (University of California, Santa Barbara)",29,5,,3.16,,https://app.dimensions.ai/details/publication/pub.1003784219,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
82,200,pub.1093117623,10.1080/03680770.2009.11923906,,,An organic carbon budget for an Amazon floodplain lake,SIL Proceedings 1922-2010,,,2009-01,2009,30,8,1179-1182,Closed,Article,"Melack, John M.; Engle, Diana L.",,"Melack, John M. (); Engle, Diana L. ()",30,7,,,,https://app.dimensions.ai/details/publication/pub.1093117623,,,,,,
83,100,pub.1045568440,10.1007/978-3-642-02687-4_5,,,Earth observation: Serving the needs of an increasingly global society,,Global Geodetic Observing System,,2009,2009,,,153-196,Closed,Chapter,"Sahagian, D.; Alsdorf, D.; Kreemer, C.; Melack, J.; Pearlman, M.; Plag, H.-P.; Poli, P.; Reid, S.; Rodell, M.; Thomas, R.; Woodworth, P.L.","Sahagian, D.","Sahagian, D. (Lehigh University); Alsdorf, D. (The Ohio State University); Kreemer, C. (University of Nevada Reno); Melack, J. (University of California, Santa Barbara); Pearlman, M. (Harvard–Smithsonian Center for Astrophysics); Plag, H.-P. (University of Nevada Reno); Poli, P. (Centre National de Recherches Météorologiques); Reid, S. (Lehigh University); Rodell, M. (Goddard Space Flight Center); Thomas, R. (); Woodworth, P.L. (National Oceanography Centre)",4,0,,0.72,,https://app.dimensions.ai/details/publication/pub.1045568440,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
84,100,pub.1038458828,10.1016/b978-012370626-3.00040-5,,,Mixing Dynamics in Lakes Across Climatic Zones,,Encyclopedia of Inland Waters,,2009,2009,,Canadian Journal of Fisheries and Aquatic Science401983,603-612,Closed,Chapter,"MacIntyre, S.; Melack, J.M.",,"MacIntyre, S. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara)",20,4,,3.33,,https://app.dimensions.ai/details/publication/pub.1038458828,0915 Interdisciplinary Engineering; 09 Engineering; 0907 Environmental Engineering,0915 Interdisciplinary Engineering,09 Engineering,0907 Environmental Engineering,,
85,100,pub.1011577813,10.1029/2009eo050001,,,"Global Methan Emissions From Wetlands, Rice Paddies, and Lakes",Eos,,,2009,2009,90,5,37-38,All OA; Gold,Article,"Zhuang, Qianlai; Melack, John M.; Zimov, Sergey; Walter, Katey M.; Butenhoff, Christopher L.; Khalil, M. Aslam K.",,"Zhuang, Qianlai (Purdue University West Lafayette); Melack, John M. (University of California, Santa Barbara); Zimov, Sergey (); Walter, Katey M. (University of Alaska Fairbanks); Butenhoff, Christopher L. (Portland State University); Khalil, M. Aslam K. (Portland State University)",38,1,,7.83,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009EO050001,https://app.dimensions.ai/details/publication/pub.1011577813,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
86,400,pub.1045289921,10.1186/1746-1448-4-11,18710583,PMC2535590,"Effect of benthic boundary layer transport on the productivity of Mono Lake, California",Aquatic Biosystems,,,2008-12,2008,4,1,11,All OA; Gold,Article,"Bruce, Louise C; Jellison, Robert; Imberger, Jörg; Melack, John M","Jellison, Robert","Bruce, Louise C (University of Western Australia); Jellison, Robert (University of California, Santa Barbara); Imberger, Jörg (University of Western Australia); Melack, John M (University of California, Santa Barbara)",6,2,0,0.52,https://aquaticbiosystems.biomedcentral.com/track/pdf/10.1186/1746-1448-4-11,https://app.dimensions.ai/details/publication/pub.1045289921,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
