,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jian Cheng Shi. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
191,100,pub.1094736911,10.1109/igarss.2013.6723143,,,Potential Ability for Joint-Use of CO2 Measurements Retrieved from Different Remotely Sensed Data,,2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS,,2013-07,2013,,,1778-1781,Closed,Proceeding,"Wang, Tianxing; Shi, Jiancheng; Jing, Yingying",,"Wang, Tianxing (State Key Laboratory of Remote Sensing Science); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science); Jing, Yingying (State Key Laboratory of Remote Sensing Science)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094736911,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
192,100,pub.1094509070,10.1109/igarss.2013.6721261,,,A Downscaling Algorithm for Combining Radar and Radiometer Observations for SMAP Soil Moisture Retrieval,,2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS,,2013-07,2013,,,731-734,Closed,Proceeding,"Peng, GU; Shi, Jiancheng; Zhao, Tianjie",,"Peng, GU (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth)",1,0,,0.18,,https://app.dimensions.ai/details/publication/pub.1094509070,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
193,100,pub.1094161089,10.1109/igarss.2013.6723665,,,DEVELOPMENT OF MICROWAVE VEGETATION INDEX FROM MULTI-SENSOR OBSERVATIONS,,2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS,,2013-07,2013,,,3825-3828,Closed,Proceeding,"Shi, Jiancheng; Li, Yunqing",,"Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Li, Yunqing (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094161089,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
194,100,pub.1094030652,10.1109/igarss.2013.6723378,,,An Approach for Surface Soil Moisture Retrieval Using Microwave Vegetation Indices Based on SMOS Data,,2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS,,2013-07,2013,,,2692-2695,Closed,Proceeding,"Cui, Qian; Shi, Jiancheng; Zhao, Tianjie; Liu, Qiang",,"Cui, Qian (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Liu, Qiang (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094030652,09 Engineering; 0503 Soil Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0503 Soil Sciences,05 Environmental Sciences,0907 Environmental Engineering,
195,100,pub.1094025708,10.1109/igarss.2013.6721089,,,REFINEMENT OF SMOS MULTI-ANGULAR BRIGHTNESS TEMPERATURE AND ITS ANALYSIS OVER REFERENCE TARGETS,,2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS,,2013-07,2013,,,49-52,Closed,Proceeding,"Zhao, Tianjie; Shi, Jiancheng; Bindlish, Rajat; Jackson, Thomas; Kerr, Yann; Cui, Qian; Li, Yunqing; Che, Tao",,"Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth; University of California, Santa Barbara); Bindlish, Rajat (Agricultural Research Service); Jackson, Thomas (Agricultural Research Service); Kerr, Yann (Center for the Study of the Biosphere from Space); Cui, Qian (Institute of Remote Sensing and Digital Earth); Li, Yunqing (Institute of Remote Sensing and Digital Earth); Che, Tao (Chinese Academy of Sciences)",2,0,,0.29,,https://app.dimensions.ai/details/publication/pub.1094025708,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
196,100,pub.1093623142,10.1109/igarss.2013.6723642,,,THE REMOTE SENSING QUANTITATIVE MONITORING OF SOIL MOISTURE IN THE UPSTREAM OF MINJIANG VALLEY,,2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS,,2013-07,2013,,,3734-3737,Closed,Proceeding,"Li, Yuxia; Yang, Wunian; He, Lei; Tong, Ling; Shi, Jiancheng",,"Li, Yuxia (University of Electronic Science and Technology of China; University of California, Santa Barbara); Yang, Wunian (Chengdu University of Technology); He, Lei (University of Electronic Science and Technology of China; University of California, Santa Barbara); Tong, Ling (University of Electronic Science and Technology of China); Shi, Jiancheng (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093623142,09 Engineering; 0909 Geomatic Engineering; 0503 Soil Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0909 Geomatic Engineering,0503 Soil Sciences,05 Environmental Sciences,0907 Environmental Engineering
197,100,pub.1093568453,10.1109/igarss.2013.6723647,,,SOIL MOISTURE MONITORING BASED ON HJ-1C S-BAND SAR IMAGE AND EXPERIMENTAL DATA,,2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS,,2013-07,2013,,,3754-3757,Closed,Proceeding,"He, Lei; Tong, Ling; Chen, Yan; Jia, Mingquan; Shi, Jiancheng",,"He, Lei (University of Electronic Science and Technology of China; University of California, Santa Barbara); Tong, Ling (University of Electronic Science and Technology of China); Chen, Yan (University of Electronic Science and Technology of China); Jia, Mingquan (University of Electronic Science and Technology of China); Shi, Jiancheng (University of California, Santa Barbara)",1,1,,0.18,,https://app.dimensions.ai/details/publication/pub.1093568453,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
198,100,pub.1093528672,10.1109/igarss.2013.6721377,,,"Evaluation and comparison of FY-2E vissr, modis and IMS snow cover over the tibetan plateau",,2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS,,2013-07,2013,,,1182-1185,Closed,Proceeding,"Yang, Juntao; Jiang, Lingmei; Shi, Jiancheng; Wu, Fengmin; Wang, Shu; Kou, Xiaokang",,"Yang, Juntao (State Key Laboratory of Remote Sensing Science; Beijing Normal University); Jiang, Lingmei (State Key Laboratory of Remote Sensing Science; Beijing Normal University); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science); Wu, Fengmin (State Key Laboratory of Remote Sensing Science; Beijing Normal University); Wang, Shu (State Key Laboratory of Remote Sensing Science; Beijing Normal University); Kou, Xiaokang (State Key Laboratory of Remote Sensing Science; Beijing Normal University)",4,1,,0.44,,https://app.dimensions.ai/details/publication/pub.1093528672,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
199,100,pub.1093185188,10.1109/igarss.2013.6721381,,,The Effects of Multilayering Structure of Snow on Backscattering from Snow Covered Soils,,2013 IEEE International Geoscience and Remote Sensing Symposium - IGARSS,,2013-07,2013,,,1198-1201,Closed,Proceeding,"Brogioni, M; Xiong, C.; Crepaz, A.; Paloscia, S.; Pampaloni, P.; Santil, E.; Shi, J.C.",,"Brogioni, M (National Research Council); Xiong, C. (National Research Council); Crepaz, A. (); Paloscia, S. (National Research Council); Pampaloni, P. (National Research Council); Santil, E. (National Research Council); Shi, J.C. (Institute of Remote Sensing and Digital Earth)",1,0,,0.24,,https://app.dimensions.ai/details/publication/pub.1093185188,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
200,100,pub.1061332900,10.1109/jstars.2013.2244852,,,A New Algorithm for Soil Moisture Retrieval with L-Band Radiometer,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2013-06,2013,6,3,1147-1155,Closed,Article,"Guo, Peng; Shi, Jiancheng; Liu, Qiang; Du, Jinyang",,"Guo, Peng (China University of Petroleum; Beijing Normal University; University of Chinese Academy of Sciences); Shi, Jiancheng (Lanzhou University; Beijing Normal University); Liu, Qiang (Wuhan University; Beijing Normal University; University of Chinese Academy of Sciences); Du, Jinyang (Beijing Normal University)",11,3,,1.62,,https://app.dimensions.ai/details/publication/pub.1061332900,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
201,100,pub.1061612918,10.1109/tgrs.2013.2253972,,,Correction to “Evaluating an Improved Parameterization of the Soil Emission in L-MEB”,IEEE Transactions on Geoscience and Remote Sensing,,,2013-05,2013,51,5,3200-3200,Closed,Article,"Wigneron, Jean-Pierre; Chanzy, André; Kerr, Yann H.; Lawrence, Heather; Shi, Jiancheng; Escorihuela, Maria Jose; Mironov, Valery; Mialon, Arnaud; Demontoux, François; de Rosnay, Patricia; Saleh-Contell, Kauzar",,"Wigneron, Jean-Pierre (French National Institute for Agricultural Research); Chanzy, André (); Kerr, Yann H. (Center for the Study of the Biosphere from Space); Lawrence, Heather (French National Institute for Agricultural Research; Laboratoire de l'Integration du Materiau au Systeme; European Centre for Medium-Range Weather Forecasts); Shi, Jiancheng (University of California, Santa Barbara); Escorihuela, Maria Jose (); Mironov, Valery (Institute of Physics); Mialon, Arnaud (Center for the Study of the Biosphere from Space); Demontoux, François (University of Bordeaux); de Rosnay, Patricia (European Centre for Medium-Range Weather Forecasts); Saleh-Contell, Kauzar (Centre for Industrial Technological Development; Center for the Study of the Biosphere from Space)",1,1,,0.24,,https://app.dimensions.ai/details/publication/pub.1061612918,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
202,100,pub.1061359644,10.1109/lgrs.2012.2214473,,,Comparison Between GOES-East and -West for Land Surface Temperature Retrieval from a Dual-Window Algorithm,IEEE Geoscience and Remote Sensing Letters,,,2013-05,2013,10,3,578-582,Closed,Article,"Sun, Donglian; Yu, Yunyue; Yang, Hequn; Liu, Qinhuo; Shi, Jiancheng",,"Sun, Donglian (George Mason University); Yu, Yunyue (Center for Satellite Applications and Research); Yang, Hequn (Shanghai Meteorological Bureau); Liu, Qinhuo (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",1,0,,0.24,,https://app.dimensions.ai/details/publication/pub.1061359644,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
203,400,pub.1014183546,10.1007/s00267-012-0003-7,23263565,,Soil Bioengineering Application and Practices in Nepal,Environmental Management,,Bioengineering; Conservation of Natural Resources; Nepal; Soil,2013-02,2013,51,2,354-364,Closed,Article,"Dhital, Yam Prasad; Kayastha, Rijan Bhakta; Shi, Jiancheng","Dhital, Yam Prasad","Dhital, Yam Prasad (Kathmandu University); Kayastha, Rijan Bhakta (Kathmandu University); Shi, Jiancheng (Chinese Academy of Sciences)",12,6,0.22,1.97,,https://app.dimensions.ai/details/publication/pub.1014183546,0503 Soil Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0406 Physical Geography and Environmental Geoscience,0503 Soil Sciences,04 Earth Sciences,05 Environmental Sciences,0406 Physical Geography and Environmental Geoscience,
204,100,pub.1038866102,10.1007/s11430-012-4501-5,,,"Retrieval algorithm for microwave surface emissivities based on multi-source, remote-sensing data: An assessment on the Qinghai-Tibet Plateau",Science China Earth Sciences,,,2013-01,2013,56,1,93-101,Closed,Article,"Wang, YongQian; Shi, JianCheng; Liu, ZhiHong; Peng, YingJie; Liu, WenJuan","Wang, YongQian","Wang, YongQian (Chengdu University of Information Technology; Institute of Remote Sensing and Digital Earth); Shi, JianCheng (Institute of Remote Sensing and Digital Earth); Liu, ZhiHong (Chengdu University of Information Technology); Peng, YingJie (Chengdu University of Information Technology); Liu, WenJuan (Chengdu University of Information Technology)",5,2,,,,https://app.dimensions.ai/details/publication/pub.1038866102,04 Earth Sciences,04 Earth Sciences,,,,
205,200,pub.1014144615,10.1117/2.1201212.004607,,,Monitoring daily snow cover for disaster mitigation purposes,SPIE Newsroom,,,2012-12-19,2012,,,,Closed,Article,"Shi, Jiancheng; Jiang, Lingmei; Yang, Juntao",,"Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Jiang, Lingmei (Beijing Normal University); Yang, Juntao (Beijing Normal University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1014144615,,,,,,
206,200,pub.1029771632,10.1117/12.2001088,,,Spatio-temporal characteristics of global atmospheric CO2 mole fractions (XCO2) retrieved from remotely sensed data,Proceedings of SPIE,"Infrared, Millimeter-Wave, and Terahertz Technologies II",,2012-12-05,2012,8562,,85620j-85620j-8,Closed,Proceeding,"Wang, Tianxing; Shi, Jiancheng; Jing, Yingying; Xie, Yanhui",,"Wang, Tianxing (); Shi, Jiancheng (); Jing, Yingying (); Xie, Yanhui ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1029771632,,,,,,
207,200,pub.1034590197,10.1117/12.977178,,,Cloud liquid water retrieval using AMSR-E on land,Proceedings of SPIE,"Remote Sensing of the Atmosphere, Clouds, and Precipitation IV",,2012-11-08,2012,8523,,85231b-85231b-8,Closed,Proceeding,"Ji, Dabin; Shi, Jiancheng",,"Ji, Dabin (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1034590197,,,,,,
208,100,pub.1061359479,10.1109/lgrs.2012.2185922,,,A Method to Rebuild Historical Satellite-Derived Soil Moisture Products Based on Retrievals from Current L-Band Satellite Missions,IEEE Geoscience and Remote Sensing Letters,,,2012-09,2012,9,5,910-914,All OA; Gold,Article,"Du, Jinyang; Shi, Jiancheng",,"Du, Jinyang (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth; University of California, Santa Barbara)",1,1,,0.2,https://doi.org/10.1109/lgrs.2012.2185922,https://app.dimensions.ai/details/publication/pub.1061359479,09 Engineering; 0909 Geomatic Engineering; 0907 Environmental Engineering,09 Engineering,0909 Geomatic Engineering,0907 Environmental Engineering,,
209,100,pub.1037092612,10.1007/s11434-012-5011-8,,,Reconstruction and analysis of temporal and spatial variations in surface soil moisture in China using remote sensing,Science Bulletin,,,2012-08,2012,57,22,2824-2834,All OA; Gold,Article,"Lu, Hui; Shi, JianCheng","Lu, Hui","Lu, Hui (Tsinghua University); Shi, JianCheng (Institute of Remote Sensing and Digital Earth)",9,3,,1.85,https://link.springer.com/content/pdf/10.1007%2Fs11434-012-5011-8.pdf,https://app.dimensions.ai/details/publication/pub.1037092612,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
210,100,pub.1014478227,10.1016/j.jag.2012.02.001,,,Subpixel snow mapping of the Qinghai–Tibet Plateau using MODIS data,International Journal of Applied Earth Observation and Geoinformation,,,2012-08,2012,18,,251-262,Closed,Article,"Zhu, Ji; Shi, Jiancheng; Wang, Yuanhui","Zhu, Ji","Zhu, Ji (Institute of Remote Sensing and Digital Earth; Shijiazhuang University of Economics); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Wang, Yuanhui (China University of Mining and Technology)",14,3,,2.88,,https://app.dimensions.ai/details/publication/pub.1014478227,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
211,100,pub.1095471727,10.1109/igarss.2012.6352101,,,THE DEVELOPMENT OF MICROWAVE VEGETATION INDICES ACCORDING TO WINDSAT DATA,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,6541-6544,Closed,Proceeding,"Li, Yunqing; Shi, Jiancheng; Liu, Qiang",,"Li, Yunqing (); Shi, Jiancheng (); Liu, Qiang ()",3,0,,1.18,,https://app.dimensions.ai/details/publication/pub.1095471727,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
212,100,pub.1095264727,10.1109/igarss.2012.6350425,,,AN EMISSIVITY-BASED LAND SURFACE TEMPERATURE RETRIEVAL ALGORITHM,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,4664-4667,Closed,Proceeding,"Qiu, Yubao; Guo, Huadong; Shi, Jiancheng; Lemmetyinen, Juha; Shi, Lijuan",,"Qiu, Yubao (); Guo, Huadong (); Shi, Jiancheng (); Lemmetyinen, Juha (); Shi, Lijuan ()",1,0,,0.15,,https://app.dimensions.ai/details/publication/pub.1095264727,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0401 Atmospheric Sciences,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0401 Atmospheric Sciences,
213,100,pub.1094942604,10.1109/igarss.2012.6351603,,,A SIMPLE ALGORITHM FOR RETRIEVAL OF THE OPTICAL THICKNESS AT L-BAND FROM SMOS DATA,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,198-201,Closed,Proceeding,"Zhang, Ning; Shi, Jiancheng; Sun, Guoqing; Kerr, Yann H.; Guo, Zhifeng; Lawrence, Heather",,"Zhang, Ning (); Shi, Jiancheng (); Sun, Guoqing (); Kerr, Yann H. (); Guo, Zhifeng (); Lawrence, Heather ()",1,0,,0.16,,https://app.dimensions.ai/details/publication/pub.1094942604,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
214,100,pub.1094592432,10.1109/igarss.2012.6351615,,,MICROWAVE SNOW BACKSCATTERING MODELING BASED ON TWO-DIMENSIONAL SNOW SECTION IMAGE AND EQUIVALENT GRAIN SIZE,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,150-153,Closed,Proceeding,"Xiong, Chuan; Shi, Jiancheng; Brogioni, Marco; Tsang, Leung",,"Xiong, Chuan (); Shi, Jiancheng (); Brogioni, Marco (); Tsang, Leung ()",3,0,,0.66,,https://app.dimensions.ai/details/publication/pub.1094592432,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
215,100,pub.1094438141,10.1109/igarss.2012.6351324,,,SOIL MOISTURE RETRIEVAL BY REMOTE SENSING AND MULTI-YEAR TREND ANALYSIS OF THE SOIL MOISTURE IN TIBETAN PLATEAU,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,1223-1226,Closed,Proceeding,"Liu, Qiang; Shi, Jiancheng; Du, Jinyang; Zhang, Shenglei",,"Liu, Qiang (); Shi, Jiancheng (); Du, Jinyang (); Zhang, Shenglei ()",1,0,,0.17,,https://app.dimensions.ai/details/publication/pub.1094438141,0503 Soil Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0406 Physical Geography and Environmental Geoscience,0503 Soil Sciences,04 Earth Sciences,05 Environmental Sciences,0406 Physical Geography and Environmental Geoscience,
216,100,pub.1094160755,10.1109/igarss.2012.6351469,,,A QUANTITATIVE MODEL OF SOIL MOISTURE AND INSTANTANEOUS VARIATION OF LAND SURFACE TEMPERATURE,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,698-701,Closed,Proceeding,"wang, Anqi; Shi, Jiancheng; Gong, Huili; Xie, Chao",,"wang, Anqi (Capital Normal University; Chinese Academy of Sciences); Shi, Jiancheng (Chinese Academy of Sciences); Gong, Huili (Capital Normal University); Xie, Chao (Peking University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094160755,0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences,
217,100,pub.1094147080,10.1109/igarss.2012.6351092,,,MONITORING SNOW COVER OVER CHINA WITH FY-2E VISSR AND FY-3B MWRI,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,1582-1585,Closed,Proceeding,"Yang, Juntao; Jiang, Lingmei; Shi, Jiancheng; Zhang, Lixin",,"Yang, Juntao (Beijing Normal University); Jiang, Lingmei (Beijing Normal University); Shi, Jiancheng (Beijing Normal University); Zhang, Lixin (Beijing Normal University)",3,0,,0.71,,https://app.dimensions.ai/details/publication/pub.1094147080,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
218,100,pub.1094083436,10.1109/igarss.2012.6351604,,,MICROWAVE VEGETATION INDEX FROM SMOS,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,194-197,Closed,Proceeding,"Shi, Jiancheng; Li, Yunqing",,"Shi, Jiancheng (); Li, Yunqing ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094083436,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
219,100,pub.1093929486,10.1109/igarss.2012.6351293,,,"EVALUATION AND INTERCOMPARISON OF THE ATMOSPHERIC CO2 RETRIEVALS FROM MEASUREMENTS OF AIRS, IASI, SCIAMACHY AND GOSAT",,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,1325-1328,Closed,Proceeding,"Wang, Tianxing; shi, Jiancheng; Jing, Yingying",,"Wang, Tianxing (State Key Laboratory of Remote Sensing Science); shi, Jiancheng (State Key Laboratory of Remote Sensing Science); Jing, Yingying (State Key Laboratory of Remote Sensing Science)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093929486,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
220,100,pub.1093820726,10.1109/igarss.2012.6351313,,,MODEL ANALYSIS AND EXPERIMENTAL INVESTIGATIONS OF X-BAND BACKSCATTERING SENSITIVITY TO SNOWPACK CHARACTERISTICS,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,1254-1257,Closed,Proceeding,"Brogioni, M.; Xiong, C.; Pampaloni, P.; Pettinato, S.; Paloscia, S.; Shi, J.",,"Brogioni, M. (National Research Council); Xiong, C. (National Research Council; Institute of Remote Sensing and Digital Earth); Pampaloni, P. (National Research Council); Pettinato, S. (National Research Council); Paloscia, S. (National Research Council); Shi, J. (Institute of Remote Sensing and Digital Earth)",3,0,,0.51,,https://app.dimensions.ai/details/publication/pub.1093820726,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
221,100,pub.1093423868,10.1109/igarss.2012.6351460,,,A TIME-SERIES METHOD FOR SPATIAL DISAGGREGATION OF RADIOMETER BRIGHTNESS TEMPERATURE USING HIGHER RESOLUTION RADAR OBSERVATIONS,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,734-737,Closed,Proceeding,"Liu, Chenzhou; shi, Jiancheng; Zhang, Shenglei; Gao, Shuai",,"Liu, Chenzhou (Institute of Remote Sensing and Digital Earth; State Key Laboratory of Remote Sensing Science); shi, Jiancheng (Institute of Remote Sensing and Digital Earth; State Key Laboratory of Remote Sensing Science; University of California, Santa Barbara); Zhang, Shenglei (Institute of Remote Sensing and Digital Earth; State Key Laboratory of Remote Sensing Science); Gao, Shuai (Institute of Remote Sensing and Digital Earth; State Key Laboratory of Remote Sensing Science)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093423868,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
222,100,pub.1093360017,10.1109/igarss.2012.6351230,,,A DUAL-PHASE SATELLITE DATA SIMULATION SYSTEM: FRAMEWORK AND PRELIMINARY EVALUATION OVER CHINA,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,1014-1017,Closed,Proceeding,"Zhang, Shenglei; Shi, Jiancheng; Jiang, Lingmei; Liu, Qiang; Dou, Youjun",,"Zhang, Shenglei (State Key Laboratory of Remote Sensing Science); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science); Jiang, Lingmei (Beijing Normal University); Liu, Qiang (State Key Laboratory of Remote Sensing Science); Dou, Youjun (State Key Laboratory of Remote Sensing Science)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093360017,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
223,100,pub.1093277486,10.1109/igarss.2012.6351508,,,A NEW METHOD FOR ESTIMATION OF BARE SURFACE SOIL MOITURE WITH L-BAND RADIOMETER,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,658-661,Closed,Proceeding,"Guo, Peng; Shi, Jiancheng; Du, Jinyang; Liu, Qiang",,"Guo, Peng (State Key Laboratory of Remote Sensing Science; Institute of Remote Sensing and Digital Earth; Chinese Academy of Sciences); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science; Institute of Remote Sensing and Digital Earth); Du, Jinyang (State Key Laboratory of Remote Sensing Science; Institute of Remote Sensing and Digital Earth); Liu, Qiang (State Key Laboratory of Remote Sensing Science; Institute of Remote Sensing and Digital Earth; Chinese Academy of Sciences)",2,0,,0.34,,https://app.dimensions.ai/details/publication/pub.1093277486,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
224,100,pub.1093221731,10.1109/igarss.2012.6351002,,,PASSIVE MICROWAVE RADIANCE ESTIMATION BY COUPLING A LAND SURFACE EMISSIVITY MODEL WITH CRTM,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,2423-2425,Closed,Proceeding,"Pan, Huoping; Shi, Jiancheng; Yang, Hu; Wang, Tianxing",,"Pan, Huoping (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Yang, Hu (China Meteorological Administration); Wang, Tianxing (Institute of Remote Sensing and Digital Earth)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093221731,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
