,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jenifer E Dugan. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
31,100,pub.1000249905,10.1016/b978-0-12-374711-2.00802-0,,,"8.02 Estuarine and Coastal Structures Environmental Effects, A Focus on Shore and Nearshore Structures",,Treatise on Estuarine and Coastal Science,,2011,2011,,,17-41,Closed,Chapter,"Dugan, J.E.; Airoldi, L.; Chapman, M.G.; Walker, S.J.; Schlacher, T.",,"Dugan, J.E. (University of California, Santa Barbara); Airoldi, L. (University of Bologna); Chapman, M.G. (University of Sydney); Walker, S.J. (University of Queensland); Schlacher, T. (University of the Sunshine Coast)",101,47,,13.33,,https://app.dimensions.ai/details/publication/pub.1000249905,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
32,200,pub.1062604750,10.1126/science.329.5996.1146-a,20813935,,Give Beach Ecosystems Their Day in the Sun,Science,,Climate Change; Ecosystem; Oceans and Seas,2010-09-03,2010,329,5996,1146-1146,Closed,Article,"Dugan, Jenifer E.; Defeo, Omar; Jaramillo, Eduardo; Jones, Alan R.; Lastra, Mariano; Nel, Ronel; Peterson, Charles H.; Scapini, Felicita; Schlacher, Thomas; Schoeman, David S.",,"Dugan, Jenifer E. (University of California, Santa Barbara); Defeo, Omar (); Jaramillo, Eduardo (Austral University of Chile); Jones, Alan R. (Australian Museum); Lastra, Mariano (University of Vigo); Nel, Ronel (Nelson Mandela University); Peterson, Charles H. (University of North Carolina System); Scapini, Felicita (University of Florence); Schlacher, Thomas (University of the Sunshine Coast); Schoeman, David S. (University of Ulster)",61,10,0.37,,,https://app.dimensions.ai/details/publication/pub.1062604750,,,,,,
33,200,pub.1068060266,10.1577/c09-007.1,,,Essential Fishery Information for Trap-Based Fisheries: Development of a Framework for Collaborative Data Collection,Marine and Coastal Fisheries,,,2010-01,2010,2,1,98-114,All OA; Gold,Article,"Culver, Carolynn S.; Schroeter, Stephen C.; Page, Henry M.; Dugan, Jenifer E.",,"Culver, Carolynn S. (); Schroeter, Stephen C. (); Page, Henry M. (); Dugan, Jenifer E. ()",3,1,,,https://afspubs.onlinelibrary.wiley.com/doi/pdf/10.1577/C09-007.1,https://app.dimensions.ai/details/publication/pub.1068060266,09 Engineering,09 Engineering,,,,
34,100,pub.1014338027,10.1007/s12237-009-9239-8,,,Loss of Coastal Strand Habitat in Southern California: The Role of Beach Grooming,Chesapeake Science,,,2010-01,2010,33,1,67-77,Closed,Article,"Dugan, Jenifer E.; Hubbard, David M.","Dugan, Jenifer E.","Dugan, Jenifer E. (University of California, Santa Barbara); Hubbard, David M. (University of California, Santa Barbara)",63,13,,8.09,,https://app.dimensions.ai/details/publication/pub.1014338027,0602 Ecology; 0502 Environmental Science and Management; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
35,100,pub.1009377704,10.1002/9781444315462.ch18,,,Fouling and Antifouling in Oil and Other Offshore Industries,,Biofouling,,2009-12-18,2009,,,252-266,Closed,Chapter,"Page, Henry M.; Dugan, Jenifer E.; Piltz, Fred",,"Page, Henry M. (University of California, Santa Barbara); Dugan, Jenifer E. (University of California, Santa Barbara); Piltz, Fred ()",10,2,,1.35,,https://app.dimensions.ai/details/publication/pub.1009377704,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
36,100,pub.1011197714,10.1016/j.ecss.2008.09.022,,,Threats to sandy beach ecosystems: A review,Estuarine Coastal and Shelf Science,,,2009-01,2009,81,1,1-12,"All OA; Green, Accepted & Submitted",Article,"Defeo, Omar; McLachlan, Anton; Schoeman, David S.; Schlacher, Thomas A.; Dugan, Jenifer; Jones, Alan; Lastra, Mariano; Scapini, Felicita","Defeo, Omar","Defeo, Omar (University of the Republic); McLachlan, Anton (Sultan Qaboos University); Schoeman, David S. (University of KwaZulu-Natal); Schlacher, Thomas A. (University of the Sunshine Coast); Dugan, Jenifer (University of California, Santa Barbara); Jones, Alan (); Lastra, Mariano (University of Vigo); Scapini, Felicita (University of Florence)",531,154,,57.83,http://www.elsevier.com/locate/ecss,https://app.dimensions.ai/details/publication/pub.1011197714,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
37,100,pub.1048480103,10.1093/icesjms/fsn060,,,Oceanographic gradients and patterns in invertebrate assemblages on offshore oil platforms,ICES Journal of Marine Science,,,2008-09-01,2008,65,6,851-861,All OA; Gold,Article,"Page, Henry M.; Culver, Carolynn S.; Dugan, Jenifer E.; Mardian, Brent",,"Page, Henry M. (University of California, Santa Barbara); Culver, Carolynn S. (University of California, Santa Barbara); Dugan, Jenifer E. (University of California, Santa Barbara); Mardian, Brent (University of California, Santa Barbara)",13,3,,1.07,https://academic.oup.com/icesjms/article-pdf/65/6/851/1638044/fsn060.pdf,https://app.dimensions.ai/details/publication/pub.1048480103,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
38,100,pub.1046888071,10.1111/j.1439-0485.2007.00204.x,,,"Sandy beach ecosystems: key features, sampling issues, management challenges and climate change impacts",Marine Ecology,,,2008-07,2008,29,s1,70-90,Closed,Article,"Schlacher, Thomas A.; Schoeman, Dave S.; Dugan, Jenifer; Lastra, Mariano; Jones, Alan; Scapini, Felicita; McLachlan, Anton",,"Schlacher, Thomas A. (University of the Sunshine Coast); Schoeman, Dave S. (University of KwaZulu-Natal); Dugan, Jenifer (University of California, Santa Barbara); Lastra, Mariano (University of Vigo); Jones, Alan (); Scapini, Felicita (University of Florence); McLachlan, Anton (Sultan Qaboos University)",223,46,,19.23,,https://app.dimensions.ai/details/publication/pub.1046888071,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
39,100,pub.1041705939,10.1111/j.1439-0485.2008.00231.x,,,Ecological effects of coastal armoring on sandy beaches,Marine Ecology,,,2008-07,2008,29,s1,160-170,Closed,Article,"Dugan, Jenifer E.; Hubbard, David M.; Rodil, Iván F.; Revell, David L.; Schroeter, Stephen",,"Dugan, Jenifer E. (University of California, Santa Barbara); Hubbard, David M. (University of California, Santa Barbara); Rodil, Iván F. (University of Vigo); Revell, David L. (University of California, Santa Cruz); Schroeter, Stephen (University of California, Santa Barbara)",133,34,,11.47,,https://app.dimensions.ai/details/publication/pub.1041705939,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
40,100,pub.1041597640,10.1111/j.1439-0485.2007.00196.x,,,"Sun and landscape orientation in adult and juvenile sandhoppers Orchestoidea tuberculata (Amphipoda, Talitridae) from two beaches in south central Chile",Marine Ecology,,,2008-07,2008,29,s1,19-27,Closed,Article,"Scapini, Felicita; Dugan, Jenifer",,"Scapini, Felicita (University of Florence); Dugan, Jenifer (University of California, Santa Barbara)",9,1,,0.78,,https://app.dimensions.ai/details/publication/pub.1041597640,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
41,100,pub.1030253754,10.1007/s00227-008-0913-3,,,Processing of allochthonous macrophyte subsidies by sandy beach consumers: estimates of feeding rates and impacts on food resources,Marine Biology,,,2008-04,2008,154,1,163-174,Closed,Article,"Lastra, Mariano; Page, Henry M.; Dugan, Jenifer E.; Hubbard, David M.; Rodil, Ivan F.","Lastra, Mariano","Lastra, Mariano (University of Vigo); Page, Henry M. (University of California, Santa Barbara); Dugan, Jenifer E. (University of California, Santa Barbara); Hubbard, David M. (University of California, Santa Barbara); Rodil, Ivan F. (University of Vigo)",94,17,,10.13,,https://app.dimensions.ai/details/publication/pub.1030253754,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
42,100,pub.1046126383,10.1111/j.1472-4642.2007.00363.x,,,Sandy beaches at the brink,Diversity and Distributions,,,2007-09,2007,13,5,556-560,"All OA; Green, Published",Article,"Schlacher, Thomas A.; Dugan, Jenifer; Schoeman, Dave S.; Lastra, Mariano; Jones, Alan; Scapini, Felicita; McLachlan, Anton; Defeo, Omar",,"Schlacher, Thomas A. (University of the Sunshine Coast); Dugan, Jenifer (University of California, Santa Barbara); Schoeman, Dave S. (University of KwaZulu-Natal); Lastra, Mariano (University of Vigo); Jones, Alan (); Scapini, Felicita (University of Florence); McLachlan, Anton (Sultan Qaboos University); Defeo, Omar ()",227,40,,24.63,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1472-4642.2007.00363.x,https://app.dimensions.ai/details/publication/pub.1046126383,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
43,200,pub.1004650667,10.1080/08927014.2006.9522701,,,Neglected ecosystems bear the brunt of change,Ethology Ecology & Evolution,,,2006-10,2006,18,4,349-351,Closed,Article,"Schlacher, T.A.; Schoeman, D.S.; Lastra, M.; Jones, A.; Dugan, J.; Scapini, F.; McLachlan, A.",,"Schlacher, T.A. (); Schoeman, D.S. (); Lastra, M. (); Jones, A. (); Dugan, J. (); Scapini, F. (); McLachlan, A. ()",56,10,,,,https://app.dimensions.ai/details/publication/pub.1004650667,,,,,,
44,100,pub.1046917102,10.1016/j.jembe.2004.12.003,,,Spatial and temporal variability in early successional patterns of an invertebrate assemblage at an offshore oil platform,Journal of Experimental Marine Biology and Ecology,,,2005-04,2005,317,2,223-237,Closed,Article,"Bram, Jason B.; Page, Henry M.; Dugan, Jenifer E.","Page, Henry M.","Bram, Jason B. (University of California, Santa Barbara); Page, Henry M. (University of California, Santa Barbara); Dugan, Jenifer E. (University of California, Santa Barbara)",38,7,,,,https://app.dimensions.ai/details/publication/pub.1046917102,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
45,200,pub.1098737151,10.1061/40761(175)73,,,Ecological Effects of Grooming on Exposed Sandy Beaches in Southern California,,California and the World Ocean '02,,2005-03-16,2005,,,824-826,Closed,Proceeding,"Dugan, Jenifer E.; Hubbard, David M.; Page, Henry M.",,"Dugan, Jenifer E. (); Hubbard, David M. (); Page, Henry M. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1098737151,,,,,,
46,100,pub.1015354130,10.1007/s00227-004-1413-8,,,Role of food subsidies and habitat structure in influencing benthic communities of shell mounds at sites of existing and former offshore oil platforms,Marine Biology,,,2004-12,2004,146,1,201-211,Closed,Article,"Bomkamp, R. E.; Page, H. M.; Dugan, J. E.","Page, H. M.","Bomkamp, R. E. (University of California, Santa Barbara); Page, H. M. (University of California, Santa Barbara); Dugan, J. E. (University of California, Santa Barbara)",18,4,,1.29,,https://app.dimensions.ai/details/publication/pub.1015354130,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
47,400,pub.1025011100,10.1007/s00442-004-1547-x,15067539,,Competitive interactions in macroinfaunal animals of exposed sandy beaches,Oecologia,,Analysis of Variance; Animals; Bivalvia; Brachyura; Chile; Competitive Behavior; Ecosystem; Marine Biology; Motor Activity; Population Density; Silicon Dioxide; Time Factors; Water Movements,2004-05,2004,139,4,630-640,Closed,Article,"Dugan, Jenifer E.; Jaramillo, Eduardo; Hubbard, David M.; Contreras, Heraldo; Duarte, Cristian","Dugan, Jenifer E.","Dugan, Jenifer E. (University of California, Santa Barbara); Jaramillo, Eduardo (Austral University of Chile); Hubbard, David M. (University of California, Santa Barbara); Contreras, Heraldo (Austral University of Chile); Duarte, Cristian (Austral University of Chile)",40,8,0.31,2.86,,https://app.dimensions.ai/details/publication/pub.1025011100,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
48,100,pub.1035828601,10.1016/s0272-7714(03)00048-9,,,Shorebird use of an exposed sandy beach in southern California,Estuarine Coastal and Shelf Science,,,2003-10,2003,58,,41-54,Closed,Article,"Hubbard, David M.; Dugan, Jenifer E.","Hubbard, David M.","Hubbard, David M. (University of California, Santa Barbara); Dugan, Jenifer E. (University of California, Santa Barbara)",43,3,,4.18,,https://app.dimensions.ai/details/publication/pub.1035828601,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
49,100,pub.1003369183,10.1016/s0272-7714(03)00045-3,,,The response of macrofauna communities and shorebirds to macrophyte wrack subsidies on exposed sandy beaches of southern California,Estuarine Coastal and Shelf Science,,,2003-10,2003,58,,25-40,Closed,Article,"Dugan, Jenifer E; Hubbard, David M; McCrary, Michael D; Pierson, Mark O","Dugan, Jenifer E","Dugan, Jenifer E (University of California, Santa Barbara); Hubbard, David M (University of California, Santa Barbara); McCrary, Michael D (); Pierson, Mark O ()",274,44,,26.62,,https://app.dimensions.ai/details/publication/pub.1003369183,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
50,100,pub.1037149741,10.1890/1051-0761(2003)013[0215:aoecis]2.0.co;2,,,APPLICATION OF ECOLOGICAL CRITERIA IN SELECTING MARINE RESERVES AND DEVELOPING RESERVE NETWORKS,Ecological Applications,,,2003-02,2003,13,sp1,215-228,All OA; Gold,Article,"Roberts, Callum M.; Branch, George; Bustamante, Rodrigo H.; Castilla, Juan Carlos; Dugan, Jenifer; Halpern, Benjamin S.; Lafferty, Kevin D.; Leslie, Heather; Lubchenco, Jane; McArdle, Deborah; Ruckelshaus, Mary; Warner, Robert R.",,"Roberts, Callum M. (University of York); Branch, George (University of Cape Town); Bustamante, Rodrigo H. (Charles Darwin Foundation); Castilla, Juan Carlos (Pontifical Catholic University of Chile); Dugan, Jenifer (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Leslie, Heather (Oregon State University); Lubchenco, Jane (Oregon State University); McArdle, Deborah (University of California, Santa Barbara); Ruckelshaus, Mary (Northwest Fisheries Science Center); Warner, Robert R. (University of California, Santa Barbara)",191,17,,18.56,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282003%29013%5B0215%3AAOECIS%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1037149741,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
51,100,pub.1016146650,10.1890/1051-0761(2003)013[0199:ecfecs]2.0.co;2,,,ECOLOGICAL CRITERIA FOR EVALUATING CANDIDATE SITES FOR MARINE RESERVES,Ecological Applications,,,2003-02,2003,13,sp1,199-214,All OA; Gold,Article,"Roberts, Callum M.; Andelman, Sandy; Branch, George; Bustamante, Rodrigo H.; Castilla, Juan Carlos; Dugan, Jenifer; Halpern, Benjamin S.; Lafferty, Kevin D.; Leslie, Heather; Lubchenco, Jane; McArdle, Deborah; Possingham, Hugh P.; Ruckelshaus, Mary; Warner, Robert R.",,"Roberts, Callum M. (University of York); Andelman, Sandy (University of California, Santa Barbara); Branch, George (University of Cape Town); Bustamante, Rodrigo H. (Charles Darwin Foundation); Castilla, Juan Carlos (Pontifical Catholic University of Chile); Dugan, Jenifer (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Leslie, Heather (Oregon State University); Lubchenco, Jane (Oregon State University); McArdle, Deborah (University of California, Santa Barbara); Possingham, Hugh P. (University of Adelaide); Ruckelshaus, Mary (Northwest Fisheries Science Center); Warner, Robert R. (University of California, Santa Barbara)",271,25,,26.33,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282003%29013%5B0199%3AECFECS%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1016146650,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
52,100,pub.1008532485,10.1890/1051-0761(2003)013[0170:aectmr]2.0.co;2,,,APPLYING ECOLOGICAL CRITERIA TO MARINE RESERVE DESIGN: A CASE STUDY FROM THE CALIFORNIA CHANNEL ISLANDS,Ecological Applications,,,2003-02,2003,13,sp1,170-184,All OA; Gold,Article,"Airamé, Satie; Dugan, Jenifer E.; Lafferty, Kevin D.; Leslie, Heather; McArdle, Deborah A.; Warner, Robert R.",,"Airamé, Satie (); Dugan, Jenifer E. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Leslie, Heather (Oregon State University); McArdle, Deborah A. (); Warner, Robert R. (University of California, Santa Barbara)",216,23,,23.43,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282003%29013%5B0170%3AAECTMR%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1008532485,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
53,200,pub.1068184228,10.1651/0278-0372(2002)022[0053:basbot]2.0.co;2,,,"BURROWING AND SWASH BEHAVIOR OF THE PACIFIC MOLE CRAB HIPPA PACIFICA (ANOMURA, HIPPIDAE) IN TROPICAL SANDY BEACHES",Journal of Crustacean Biology,,,2002-02,2002,22,1,53-58,Closed,Article,"Lastra, M.; Dugan, J. E.; Hubbard, D. M.",,"Lastra, M. (); Dugan, J. E. (); Hubbard, D. M. ()",2,0,,0.23,,https://app.dimensions.ai/details/publication/pub.1068184228,06 Biological Sciences; 0602 Ecology; 0608 Zoology; 0603 Evolutionary Biology,06 Biological Sciences,0602 Ecology,0608 Zoology,0603 Evolutionary Biology,
54,100,pub.1117741357,10.1651/0278-0372%282002%29022%5b0053%3abasbot%5d2.0.co%3b2,,,"BURROWING AND SWASH BEHAVIOR OF THE PACIFIC MOLE CRAB HIPPA PACIFICA (ANOMURA, HIPPIDAE) IN TROPICAL SANDY BEACHES",Journal of Crustacean Biology,,,2002-02,2002,22,1,53-58,Closed,Article,"Lastra, M.; Dugan, J. E.; Hubbard, D. M.",,"Lastra, M. (University of Vigo); Dugan, J. E. (University of California, Santa Barbara); Hubbard, D. M. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1117741357,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
55,100,pub.1013385246,10.1651/0278-0372(2002)022[0053:basbot]2.0.co;2,,,"BURROWING AND SWASH BEHAVIOR OF THE PACIFIC MOLE CRAB HIPPA PACIFICA (ANOMURA, HIPPIDAE) IN TROPICAL SANDY BEACHES",Journal of Crustacean Biology,,,2002-02,2002,32,5,,Closed,Article,"Lastra, M.; Dugan, J. E.; Hubbard, D. M.",,"Lastra, M. (); Dugan, J. E. (); Hubbard, D. M. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1013385246,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
56,100,pub.1006071657,10.1163/20021975-99990208,,,"Burrowing and Swash Behavior of the Pacific Mole Crab Hippa Pacifica (Anomura, Hippidae) in Tropical Sandy Beaches",Journal of Crustacean Biology,,,2002-01-01,2002,22,1,53-58,All OA; Gold,Article,"Lastra, M.; Dugan, J. E.; Hubbard, D. M.",,"Lastra, M. (); Dugan, J. E. (); Hubbard, D. M. ()",9,1,,0.66,https://academic.oup.com/jcb/article-pdf/22/1/53/10340214/jcb0053.pdf,https://app.dimensions.ai/details/publication/pub.1006071657,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
57,400,pub.1046720710,10.1016/s0022-0981(00)00294-x,11108854,,"Burrowing abilities and swash behavior of three crabs, Emerita analoga Stimpson, Blepharipoda occidentalis Randall, and Lepidopa californica Efford (Anomura, Hippoidea), of exposed sandy beaches",Journal of Experimental Marine Biology and Ecology,,,2000-12,2000,255,2,229-245,Closed,Article,"Dugan, J.E; Hubbard, D.M; Lastra, M","Dugan, J.E","Dugan, J.E (University of California, Santa Barbara); Hubbard, D.M (University of California, Santa Barbara); Lastra, M (University of Vigo)",53,6,0.26,3.96,,https://app.dimensions.ai/details/publication/pub.1046720710,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
58,100,pub.1011726938,10.1046/j.1439-0485.2000.00701.x,,,"Abundance, Tidal Movement, Population Structure and Burrowing Rate of Emerita analoga (Anomura, Hippidae) at a Dissipative and a Reflective Sandy Beach in South Central Chile",Marine Ecology,,,2000-10,2000,21,2,113-127,Closed,Article,"Jaramillo, Eduardo; Dugan, Jenifer; Contreras, Heraldo",,"Jaramillo, Eduardo (Austral University of Chile); Dugan, Jenifer (University of California, Santa Barbara); Contreras, Heraldo (Austral University of Chile)",29,2,,2.16,,https://app.dimensions.ai/details/publication/pub.1011726938,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
59,100,pub.1032245850,10.1006/ecss.2000.0612,,,Lessons from a Disturbance Experiment in the Intertidal Zone of an Exposed Sandy Beach,Estuarine Coastal and Shelf Science,,,2000-06,2000,50,6,869-884,Closed,Article,"Schoeman, D.S; Mclachlan, A; Dugan, J.E",,"Schoeman, D.S (Nelson Mandela University); Mclachlan, A (Sultan Qaboos University); Dugan, J.E (University of California, Santa Barbara)",25,4,,1.87,,https://app.dimensions.ai/details/publication/pub.1032245850,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
60,200,pub.1018650075,10.1007/s001289900899,10094731,,Sensitivity of the Sand Crab Emerita analoga to a Weathered Oil,Bulletin of Environmental Contamination and Toxicology,,"Animals; Behavior, Animal; Brachyura; Lethal Dose 50; Petroleum; Seawater; Solubility; Species Specificity",1999-04,1999,62,4,469-475,Closed,Article,"Barron, M. G.; Podrabsky, T.; Ogle, R. S.; Dugan, J. E.; Ricker, R. W.",,"Barron, M. G. (); Podrabsky, T. (); Ogle, R. S. (); Dugan, J. E. (University of California, Santa Barbara); Ricker, R. W. (California Department of Fish and Wildlife)",2,0,0.12,,,https://app.dimensions.ai/details/publication/pub.1018650075,03 Chemical Sciences; 05 Environmental Sciences,03 Chemical Sciences,05 Environmental Sciences,,,
61,200,pub.1034127771,10.1007/s001289900869,10085168,,Sensitivity of the Mysid Mysidopsis bahia to a Weathered Oil,Bulletin of Environmental Contamination and Toxicology,,"Animals; Biological Assay; California; Decapoda (Crustacea); Environmental Monitoring; Gas Chromatography-Mass Spectrometry; Growth; Hydrocarbons, Aromatic; Hypersensitivity; Petroleum; Seawater; Water Pollutants, Chemical",1999-03,1999,62,3,266-271,Closed,Article,"Barron, M. G.; Podrabsky, T.; Ogle, R. S.; Dugan, J. E.; Ricker, R. W.",,"Barron, M. G. (); Podrabsky, T. (); Ogle, R. S. (); Dugan, J. E. (University of California, Santa Barbara); Ricker, R. W. (California Department of Fish and Wildlife)",2,0,0.12,,,https://app.dimensions.ai/details/publication/pub.1034127771,03 Chemical Sciences; 05 Environmental Sciences,03 Chemical Sciences,05 Environmental Sciences,,,
62,100,pub.1046363220,10.1016/s0022-0981(98)00145-2,,,An assessment of longshore movement in Donax serra Röding (Bivalvia: Donacidae) on an exposed sandy beach,Journal of Experimental Marine Biology and Ecology,,,1999-02,1999,234,1,111-124,Closed,Article,"Dugan, Jenifer E; McLachlan, Anton","Dugan, Jenifer E","Dugan, Jenifer E (Nelson Mandela University); McLachlan, Anton (Nelson Mandela University)",14,2,,,,https://app.dimensions.ai/details/publication/pub.1046363220,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
63,100,pub.1038140122,10.1016/0022-0981(94)00176-e,,,Adaptations of bivalves to different beach types,Journal of Experimental Marine Biology and Ecology,,,1995-04,1995,187,2,147-160,Closed,Article,"McLachlan, Anton; Jaramillo, Eduardo; Defeo, Omar; Dugan, Jenifer; de Ruyck, An; Coetzee, Philip","McLachlan, Anton","McLachlan, Anton (Nelson Mandela University); Jaramillo, Eduardo (Austral University of Chile); Defeo, Omar (); Dugan, Jenifer (University of California, Santa Barbara; University of Otago); de Ruyck, An (Nelson Mandela University); Coetzee, Philip (Nelson Mandela University)",83,9,,,,https://app.dimensions.ai/details/publication/pub.1038140122,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
64,100,pub.1048333913,10.1016/0022-0981(94)90132-5,,,"Geographic variation in life history of the sand crab, Emerita analoga (Stimpson) on the California coast: Relationships to environmental variables",Journal of Experimental Marine Biology and Ecology,,,1994-09,1994,181,2,255-278,Closed,Article,"Dugan, Jenifer E.; Hubbard, David M.; Wenner, Adrian M.","Dugan, Jenifer E.","Dugan, Jenifer E. (University of California, Santa Barbara); Hubbard, David M. (University of California, Santa Barbara); Wenner, Adrian M. (University of California, Santa Barbara)",34,1,,,,https://app.dimensions.ai/details/publication/pub.1048333913,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
65,200,pub.1017198931,10.1139/f93-222,,,Introduction to the International Symposium on Marine Harvest Refugia,Canadian Journal of Fisheries and Aquatic Sciences,,,1993-09,1993,50,9,1991-1992,Closed,Article,"Dugan, Jenifer E.; Davis, Gary E.",,"Dugan, Jenifer E. (); Davis, Gary E. ()",6,0,,,,https://app.dimensions.ai/details/publication/pub.1017198931,0602 Ecology; 0704 Fisheries Sciences; 0608 Zoology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0704 Fisheries Sciences,0608 Zoology,06 Biological Sciences,07 Agricultural and Veterinary Sciences
66,100,pub.1043976302,10.1139/f93-227,,,Applications of Marine Refugia to Coastal Fisheries Management,Canadian Journal of Fisheries and Aquatic Sciences,,,1993-09,1993,50,9,2029-2042,Closed,Article,"Dugan, Jenifer E.; Davis, Gary E.",,"Dugan, Jenifer E. (); Davis, Gary E. ()",171,7,,,,https://app.dimensions.ai/details/publication/pub.1043976302,0704 Fisheries Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0704 Fisheries Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
