,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Tommy D Dickey. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
32,200,pub.1071807272,10.3989/scimar.2005.69s123,,,Interdisciplinary oceanographic observations: the wave of the future,Scientia Marina,,,2005-06-30,2005,69,S1,23-42,All OA; Gold,Article,"Dickey, Tommy D.; Bidigare, Robert R.",,"Dickey, Tommy D. (); Bidigare, Robert R. ()",27,3,,,https://doi.org/10.3989/scimar.2005.69s123,https://app.dimensions.ai/details/publication/pub.1071807272,04 Earth Sciences; 05 Environmental Sciences; 07 Agricultural and Veterinary Sciences,04 Earth Sciences,05 Environmental Sciences,07 Agricultural and Veterinary Sciences,,
33,200,pub.1073067324,10.5670/oceanog.2004.52,,,The Expanding Role of Ocean Color and Optics in the Changing Field of Operational Oceanography,Oceanography,,,2004-06-01,2004,17,2,86-95,All OA; Gold,Article,"Glenn, Scott; Schofield, Oscar; Dickey, Tommy; Chant, Robert; Kohut, Josh; Barrier, Hervé; Bosch, Jennifer; Bowers, Louis; Creed, Elizabeth; Haldeman, Chip; Hunter, Eli; Kerfoot, John; Mudgal, Chhaya; Oliver, Matthew; Roarty, Hugh; Romana, Emmeline; Crowley, Mike; Barrick, Donald; Jones, Clayton",,"Glenn, Scott (); Schofield, Oscar (); Dickey, Tommy (); Chant, Robert (); Kohut, Josh (); Barrier, Hervé (); Bosch, Jennifer (); Bowers, Louis (); Creed, Elizabeth (); Haldeman, Chip (); Hunter, Eli (); Kerfoot, John (); Mudgal, Chhaya (); Oliver, Matthew (); Roarty, Hugh (); Romana, Emmeline (); Crowley, Mike (); Barrick, Donald (); Jones, Clayton ()",7,0,,0.45,https://tos.org/oceanography/assets/docs/17-2_glenn.pdf,https://app.dimensions.ai/details/publication/pub.1073067324,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
34,200,pub.1073067317,10.5670/oceanog.2004.45,,,"From Meters to Kilometers: A Look at Ocean-Color Scales of Variability, Spatial Coherence, and the Need for Fine-Scale Remote Sensing in Coastal Ocean Optics",Oceanography,,,2004-06-01,2004,17,2,32-43,All OA; Gold,Article,"Bissett, Paul; Arnone, Robert; Davis, Curtiss; Dickey, Tommy; Dye, Daniel; Kohler, David; Gould, Richard",,"Bissett, Paul (); Arnone, Robert (); Davis, Curtiss (); Dickey, Tommy (); Dye, Daniel (); Kohler, David (); Gould, Richard ()",29,2,,1.86,https://tos.org/oceanography/assets/docs/17-2_bissett.pdf,https://app.dimensions.ai/details/publication/pub.1073067317,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
35,200,pub.1073067316,10.5670/oceanog.2004.44,,,Watercolors in the Coastal Zone: What Can We See?,Oceanography,,,2004-06-01,2004,17,2,24-31,All OA; Gold,Article,"Schofield, Oscar; Arnone, Robert; Bissett, Paul; Dickey, Tommy; Davis, Curtiss; Finkel, Zoe; Oliver, Matthew; Moline, Mark",,"Schofield, Oscar (); Arnone, Robert (); Bissett, Paul (); Dickey, Tommy (); Davis, Curtiss (); Finkel, Zoe (); Oliver, Matthew (); Moline, Mark ()",30,5,,1.92,https://tos.org/oceanography/assets/docs/17-2_schofield1.pdf,https://app.dimensions.ai/details/publication/pub.1073067316,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
36,200,pub.1073067315,10.5670/oceanog.2004.43,,,The New Age of Hyperspectral Oceanography,Oceanography,,,2004-06-01,2004,17,2,16-23,All OA; Gold,Article,"Chang, Grace; Mahoney, Kevin; Briggs-Whitmire, Amanda; Kohler, David; Mobley, Curtis; Lewis, Marlon; Moline, Mark; Boss, Emmanuel; Kim, Minsu; Philpot, William; Dickey, Tommy",,"Chang, Grace (); Mahoney, Kevin (); Briggs-Whitmire, Amanda (); Kohler, David (); Mobley, Curtis (); Lewis, Marlon (); Moline, Mark (); Boss, Emmanuel (); Kim, Minsu (); Philpot, William (); Dickey, Tommy ()",34,3,,2.18,https://tos.org/oceanography/assets/docs/17-2_chang.pdf,https://app.dimensions.ai/details/publication/pub.1073067315,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
37,100,pub.1038125844,10.1175/1520-0426(2004)021<0958:mfrbom>2.0.co;2,,,Methods for Reducing Biofouling of Moored Optical Sensors,Journal of Atmospheric and Oceanic Technology,,,2004-06,2004,21,6,958-968,Closed,Article,"Manov, Derek V.; Chang, Grace C.; Dickey, Tommy D.",,"Manov, Derek V. (); Chang, Grace C. (); Dickey, Tommy D. ()",64,10,,4.11,,https://app.dimensions.ai/details/publication/pub.1038125844,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
38,100,pub.1043074268,10.1029/2003jc001821,,,Coastal ocean optical influences on solar transmission and radiant heating rate,Journal of Geophysical Research,,,2004,2004,109,C1,,All OA; Gold,Article,"Chang, Grace C.; Dickey, Tommy D.",,"Chang, Grace C. (University of California, Santa Barbara); Dickey, Tommy D. (University of California, Santa Barbara)",37,7,,4.79,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003JC001821,https://app.dimensions.ai/details/publication/pub.1043074268,02 Physical Sciences; 04 Earth Sciences; 0299 Other Physical Sciences; 0405 Oceanography,02 Physical Sciences,04 Earth Sciences,0299 Other Physical Sciences,0405 Oceanography,
39,100,pub.1012511056,10.1029/2004gl021186,,,Tidally induced turbulence and suspended sediment,Geophysical Research Letters,,,2004,2004,31,20,,"All OA; Green, Accepted & Submitted",Article,"Souza, Alejandro J.; Alvarez, Luis G.; Dickey, Tommy D.",,"Souza, Alejandro J. (National Oceanography Centre); Alvarez, Luis G. (Center for Scientific Research and Higher Education at Ensenada); Dickey, Tommy D. (University of California, Santa Barbara)",25,2,,5.09,http://www.opl.ucsb.edu/tommy/pubs/SouzaGRL2004.pdf,https://app.dimensions.ai/details/publication/pub.1012511056,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
40,100,pub.1000705367,10.1007/978-1-4020-2087-2_5,,,Exploration of Biogeochemical Temporal Variability,,The Ocean Carbon Cycle and Climate,,2004,2004,,,149-188,Closed,Chapter,"Dickey, Tommy D.",,"Dickey, Tommy D. (University of California, Santa Barbara)",2,0,,0.14,,https://app.dimensions.ai/details/publication/pub.1000705367,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
41,100,pub.1022527548,10.1016/s0967-0637(03)00141-9,,,Transient physical forcing of pulsed export of bioreactive material to the deep Sargasso Sea,Deep Sea Research Part I Oceanographic Research Papers,,,2003-10,2003,50,10-11,1157-1187,Closed,Article,"Conte, M.H.; Dickey, T.D.; Weber, J.C.; Johnson, R.J.; Knap, A.H.","Conte, M.H.","Conte, M.H. (Woods Hole Oceanographic Institution); Dickey, T.D. (University of California, Santa Barbara); Weber, J.C. (Woods Hole Oceanographic Institution); Johnson, R.J. (Bermuda Institute of Ocean Sciences); Knap, A.H. (Bermuda Institute of Ocean Sciences)",59,7,,4.31,,https://app.dimensions.ai/details/publication/pub.1022527548,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
42,100,pub.1048440423,10.1016/s0924-7963(03)00011-3,,,Emerging ocean observations for interdisciplinary data assimilation systems,Journal of Marine Systems,,,2003-04,2003,40,,5-48,Closed,Article,"Dickey, Tommy D.","Dickey, Tommy D.","Dickey, Tommy D. (University of California, Santa Barbara)",73,9,,5.33,,https://app.dimensions.ai/details/publication/pub.1048440423,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
43,400,pub.1065118010,10.1364/ao.42.001574,12665088,,Toward closure of upwelling radiance in coastal waters.,Applied Optics,,,2003-03-20,2003,42,9,1574-82,Closed,Article,"Chang, Grace C; Dickey, Tommy D; Mobley, Curtis D; Boss, Emmanuel; Pegau, W Scott",,"Chang, Grace C (University of California, Santa Barbara); Dickey, Tommy D (); Mobley, Curtis D (); Boss, Emmanuel (); Pegau, W Scott ()",41,1,0.86,8.13,,https://app.dimensions.ai/details/publication/pub.1065118010,0205 Optical Physics; 02 Physical Sciences,0205 Optical Physics,02 Physical Sciences,,,
44,100,pub.1093533608,10.1109/ssc.2003.1224145,,,History and current plans for U.S. scientific cabled observatories for time series,,2003 International Conference Physics and Control. Proceedings (Cat. No.03EX708),,2003,2003,,,215,Closed,Proceeding,"Glenn, S.M.; Dickey, T.D.; Schofield, O.M.",,"Glenn, S.M. (Rutgers, The State University of New Jersey); Dickey, T.D. (Rutgers, The State University of New Jersey); Schofield, O.M. (Rutgers, The State University of New Jersey)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093533608,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
45,100,pub.1024218074,10.1029/2001jc000969,,,Analyses and simulations of the upper ocean's response to Hurricane Felix at the Bermuda Testbed Mooring site: 13–23 August 1995,Journal of Geophysical Research,,,2002-12,2002,107,C12,25-1-25-29,All OA; Gold,Article,"Zedler, S. E.; Dickey, T. D.; Doney, S. C.; Price, J. F.; Yu, X.; Mellor, G. L.",,"Zedler, S. E. (); Dickey, T. D. (); Doney, S. C. (National Center for Atmospheric Research); Price, J. F. (Woods Hole Oceanographic Institution); Yu, X. (); Mellor, G. L. (Princeton University)",72,11,,8.43,http://onlinelibrary.wiley.com/doi/10.1029/2001JC000969/pdf,https://app.dimensions.ai/details/publication/pub.1024218074,0915 Interdisciplinary Engineering; 09 Engineering; 04 Earth Sciences; 0405 Oceanography,0915 Interdisciplinary Engineering,09 Engineering,04 Earth Sciences,0405 Oceanography,
46,400,pub.1065117698,10.1364/ao.41.006477,12396201,,Variability of the downwelling diffuse attenuation coefficient with consideration of inelastic scattering.,Applied Optics,,,2002-10-20,2002,41,30,6477-88,Closed,Article,"Zheng, Xiaobing; Dickey, Tommy; Chang, Grace",,"Zheng, Xiaobing (Anhui Institute of Optics and Fine Mechanics); Dickey, Tommy (); Chang, Grace ()",36,3,0.38,9.31,,https://app.dimensions.ai/details/publication/pub.1065117698,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
47,100,pub.1006288584,10.1016/s0278-4343(02)00070-5,,,The application of autonomous underwater vehicles for interdisciplinary measurements in Massachusetts and Cape Cod Bays,Continental Shelf Research,,,2002-10,2002,22,15,2225-2245,Closed,Article,"Yu, Xuri; Dickey, Tommy; Bellingham, James; Manov, Derek; Streitlien, Knut","Dickey, Tommy","Yu, Xuri (University of California, Santa Barbara); Dickey, Tommy (University of California, Santa Barbara); Bellingham, James (Monterey Bay Aquarium Research Institute); Manov, Derek (University of California, Santa Barbara); Streitlien, Knut (Massachusetts Institute of Technology)",30,1,,,,https://app.dimensions.ai/details/publication/pub.1006288584,04 Earth Sciences; 06 Biological Sciences,04 Earth Sciences,06 Biological Sciences,,,
48,100,pub.1091739508,10.21236/ada628300,,,"A Renewal of the Ocean-Systems for Chemical, Optical, and Physical Experiments (O-SCOPE) Program",,,,2002-09,2002,,,,All OA; Gold,Article,"Dickey, T; Bates, N; Byrne, R; Chavez, F; Feely, R; Moore, C; Wanninkhof, R",,"Dickey, T (); Bates, N (); Byrne, R (); Chavez, F (); Feely, R (); Moore, C (); Wanninkhof, R ()",0,0,,0,http://www.dtic.mil/dtic/tr/fulltext/u2/a628300.pdf,https://app.dimensions.ai/details/publication/pub.1091739508,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
49,100,pub.1022542162,10.1016/s0278-4343(01)00114-5,,,"Hydrographic and particle distributions over the Palos Verdes Continental Shelf: spatial, seasonal and daily variability",Continental Shelf Research,,,2002-04,2002,22,6-7,945-965,Closed,Article,"Jones, Burton H; Noble, Marlene A; Dickey, Tommy D","Jones, Burton H","Jones, Burton H (University of Southern California); Noble, Marlene A (United States Geological Survey); Dickey, Tommy D (University of California, Santa Barbara)",29,1,,,,https://app.dimensions.ai/details/publication/pub.1022542162,04 Earth Sciences; 06 Biological Sciences,04 Earth Sciences,06 Biological Sciences,,,
50,100,pub.1013768065,10.1016/s0967-0645(02)00035-8,,,Moored observations of upper-ocean response to the monsoons in the Arabian Sea during 1994–1995,Deep Sea Research Part II Topical Studies in Oceanography,,,2002-01,2002,49,12,2195-2230,Closed,Article,"Weller, R.A.; Fischer, A.S.; Rudnick, D.L.; Eriksen, C.C.; Dickey, T.D.; Marra, J.; Fox, C.; Leben, R.","Weller, R.A.","Weller, R.A. (Woods Hole Oceanographic Institution); Fischer, A.S. (Woods Hole Oceanographic Institution); Rudnick, D.L. (Scripps Institution of Oceanography); Eriksen, C.C. (University of Washington); Dickey, T.D. (University of California, Santa Barbara); Marra, J. (Lamont-Doherty Earth Observatory); Fox, C. (University of Colorado Boulder); Leben, R. (University of Colorado Boulder)",68,6,,4.57,,https://app.dimensions.ai/details/publication/pub.1013768065,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
51,100,pub.1026099030,10.1029/2001jc001018,,,Nearshore physical processes and bio‐optical properties in the New York Bight,Journal of Geophysical Research,,,2002,2002,107,C9,16-1-16-16,All OA; Gold,Article,"Chang, G. C.; Dickey, T. D.; Schofield, O. M.; Weidemann, A. D.; Boss, E.; Pegau, W. S.; Moline, M. A.; Glenn, S. M.",,"Chang, G. C. (University of California, Santa Barbara); Dickey, T. D. (University of California, Santa Barbara); Schofield, O. M. (Rutgers, The State University of New Jersey); Weidemann, A. D. (Stennis Space Center); Boss, E. (Oregon State University); Pegau, W. S. (Oregon State University); Moline, M. A. (California Polytechnic State University); Glenn, S. M. (Rutgers, The State University of New Jersey)",45,2,,4.12,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001JC001018,https://app.dimensions.ai/details/publication/pub.1026099030,0907 Environmental Engineering; 09 Engineering; 04 Earth Sciences; 0405 Oceanography,0907 Environmental Engineering,09 Engineering,04 Earth Sciences,0405 Oceanography,
52,100,pub.1041402760,10.1357/00222400160497751,,,Modeling water column structure and suspended particulate matter on the Middle Atlantic continental shelf during the passages of Hurricanes Edouard and Hortense,Journal of Marine Research,,,2001-11-01,2001,59,6,1021-1045,"All OA; Green, Accepted & Submitted",Article,"Souza, Alejandro J.; Dickey, Tommy D.; Chang, Grace C.",,"Souza, Alejandro J. (); Dickey, Tommy D. (); Chang, Grace C. ()",8,0,,0.8,http://nora.nerc.ac.uk/id/eprint/502667/1/souzaetaljmr2001.pdf,https://app.dimensions.ai/details/publication/pub.1041402760,04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,04 Earth Sciences,0404 Geophysics,0405 Oceanography,,
53,100,pub.1046144115,10.1029/2000jc900077,,,Spectral particulate attenuation and particle size distribution in the bottom boundary layer of a continental shelf,Journal of Geophysical Research,,,2001-05-15,2001,106,C5,9509-9516,All OA; Gold,Article,"Boss, Emmanuel; Pegau, W. Scott; Gardner, Wilford D.; Zaneveld, J. Ronald V.; Barnard, Andrew H.; Twardowski, Michael S.; Chang, G. C.; Dickey, T. D.",,"Boss, Emmanuel (); Pegau, W. Scott (); Gardner, Wilford D. (); Zaneveld, J. Ronald V. (); Barnard, Andrew H. (); Twardowski, Michael S. (); Chang, G. C. (); Dickey, T. D. ()",106,10,,19.66,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000JC900077,https://app.dimensions.ai/details/publication/pub.1046144115,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
54,100,pub.1043865573,10.1016/s0967-0645(00)00173-9,,,Physical and biogeochemical variability from hours to years at the Bermuda Testbed Mooring site: June 1994–March 1998,Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,8-9,2105-2140,Closed,Article,"Dickey, T; Zedler, S; Yu, X; Doney, S.C; Frye, D; Jannasch, H; Manov, D; Sigurdson, D; McNeil, J.D; Dobeck, L; Gilboy, T; Bravo, C; Siegel, D.A; Nelson, N","Dickey, T","Dickey, T (University of California, Santa Barbara); Zedler, S (University of California, Santa Barbara); Yu, X (University of California, Santa Barbara); Doney, S.C (National Center for Atmospheric Research); Frye, D (Woods Hole Oceanographic Institution); Jannasch, H (Monterey Bay Aquarium Research Institute); Manov, D (University of California, Santa Barbara); Sigurdson, D (University of California, Santa Barbara); McNeil, J.D (University of California, Santa Barbara); Dobeck, L (University of California, Santa Barbara); Gilboy, T (University of California, Santa Barbara); Bravo, C (University of California, Santa Barbara); Siegel, D.A (University of California, Santa Barbara); Nelson, N (University of California, Santa Barbara; Bermuda Institute of Ocean Sciences)",54,7,,4.18,,https://app.dimensions.ai/details/publication/pub.1043865573,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
55,100,pub.1008644516,10.1016/s0967-0645(00)00139-9,,,"An annual cycle of phytoplankton biomass in the Arabian Sea, 1994–1995, as determined by moored optical sensors",Deep Sea Research Part II Topical Studies in Oceanography,,,2001-01,2001,48,6-7,1285-1301,Closed,Article,"Kinkade, C.S.; Marra, J.; Dickey, T.D.; Weller, R.","Kinkade, C.S.","Kinkade, C.S. (San Diego State University); Marra, J. (Lamont-Doherty Earth Observatory); Dickey, T.D. (University of California, Santa Barbara); Weller, R. (Woods Hole Oceanographic Institution)",13,0,,1.56,,https://app.dimensions.ai/details/publication/pub.1008644516,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
56,200,pub.1086061172,10.1006/rwos.2001.0318,,,Inherent Optical Properties and Irradiance,,Encyclopedia of Ocean Sciences,,2001,2001,,Continental Shelf Research141994,1313-1323,Closed,Chapter,"Dickey, T.D.",,"Dickey, T.D. (University of California, Santa Barbara)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1086061172,,,,,,
57,200,pub.1013887215,10.1016/b978-012374473-9.00318-0,,,Inherent Optical Properties and Irradiance*,,Encyclopedia of Ocean Sciences,,2001,2001,,Continental Shelf Research141994,244-253,Closed,Chapter,"Dickey, T.D.",,"Dickey, T.D. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1013887215,,,,,,
58,100,pub.1004503530,10.1175/1520-0426(2000)017<0561:aiocmu>2.0.co;2,,,"An Intercomparison of Current Measurements Using a Vector Measuring Current Meter, an Acoustic Doppler Current Profiler, and a Recently Developed Acoustic Current Meter",Journal of Atmospheric and Oceanic Technology,,,2000-04,2000,17,4,561-574,Closed,Article,"Gilboy, T. P.; Dickey, T. D.; Sigurdson, D. E.; Yu, X.; Manov, D.",,"Gilboy, T. P. (); Dickey, T. D. (); Sigurdson, D. E. (); Yu, X. (); Manov, D. ()",13,0,,1.65,,https://app.dimensions.ai/details/publication/pub.1004503530,0911 Maritime Engineering; 09 Engineering; 0405 Oceanography; 04 Earth Sciences; 0401 Atmospheric Sciences,0911 Maritime Engineering,09 Engineering,0405 Oceanography,04 Earth Sciences,0401 Atmospheric Sciences
59,100,pub.1023197376,10.1016/s0278-4343(99)00060-6,,,"Internal tide effects on a sewage plume at Sand Island, Hawaii",Continental Shelf Research,,,2000-01,2000,20,1,1-13,Closed,Article,"Petrenko, A.A; Jones, B.H; Dickey, T.D; Hamilton, P","Petrenko, A.A","Petrenko, A.A (Aix-Marseille University); Jones, B.H (University of Southern California); Dickey, T.D (University of California, Santa Barbara); Hamilton, P ()",13,1,,0.81,,https://app.dimensions.ai/details/publication/pub.1023197376,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
60,100,pub.1009352991,10.1016/s0967-0645(99)00147-2,,,"The Northeast Monsoon's impact on mixing, phytoplankton biomass and nutrient cycling in the Arabian Sea",Deep Sea Research Part II Topical Studies in Oceanography,,,2000-01,2000,47,7-8,1353-1385,Closed,Article,"Wiggert, J.D; Jones, B.H; Dickey, T.D; Brink, K.H; Weller, R.A; Marra, J; Codispoti, L.A","Wiggert, J.D","Wiggert, J.D (University of Maryland, College Park); Jones, B.H (University of Southern California); Dickey, T.D (University of California, Santa Barbara); Brink, K.H (Woods Hole Oceanographic Institution); Weller, R.A (Woods Hole Oceanographic Institution); Marra, J (Lamont-Doherty Earth Observatory); Codispoti, L.A (Old Dominion University)",66,9,,4.53,,https://app.dimensions.ai/details/publication/pub.1009352991,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
61,200,pub.1073067096,10.5670/oceanog.2000.50,,,Long-Term Real-Time Coastal Ocean Observation Networks,Oceanography,,,2000,2000,13,1,24-34,Closed,Article,"Glenn, Scott; Dickey, Tommy; Parker, Bruce; Boicourt, William",,"Glenn, Scott (); Dickey, Tommy (); Parker, Bruce (); Boicourt, William ()",59,6,,3.65,,https://app.dimensions.ai/details/publication/pub.1073067096,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
62,200,pub.1073067095,10.5670/oceanog.2000.49,,,"Operational Observation Networks for Ports, a Large Estuary and an Open Shelf",Oceanography,,,2000,2000,13,1,12-23,All OA; Gold,Article,"Glenn, Scott; Boicourt, William; Parker, Bruce; Dickey, Tommy",,"Glenn, Scott (); Boicourt, William (); Parker, Bruce (); Dickey, Tommy ()",25,0,,1.55,https://tos.org/oceanography/assets/docs/13-1_glenn1.pdf,https://app.dimensions.ai/details/publication/pub.1073067095,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
63,100,pub.1091763172,10.21236/ada629658,,,AASERT; Moored Time Series Measurements of the Vertical Structure of Optical Properties in the Coastal Ocean,,,,1999-09,1999,,,,All OA; Gold,Article,"Dickey, Tommy D",,"Dickey, Tommy D ()",0,0,,,http://www.dtic.mil/dtic/tr/fulltext/u2/a629658.pdf,https://app.dimensions.ai/details/publication/pub.1091763172,02 Physical Sciences; 04 Earth Sciences; 0299 Other Physical Sciences; 0405 Oceanography,02 Physical Sciences,04 Earth Sciences,0299 Other Physical Sciences,0405 Oceanography,
64,100,pub.1091604263,10.21236/ada629592,,,Moored Time Series Measurements of the Vertical Structure of Optical Properties in the Coastal Ocean,,,,1999-09,1999,,,,All OA; Gold,Article,"Dickey, Tommy D",,"Dickey, Tommy D ()",0,0,,,http://www.dtic.mil/dtic/tr/fulltext/u2/a629592.pdf,https://app.dimensions.ai/details/publication/pub.1091604263,02 Physical Sciences; 04 Earth Sciences; 0299 Other Physical Sciences; 0405 Oceanography,02 Physical Sciences,04 Earth Sciences,0299 Other Physical Sciences,0405 Oceanography,
65,100,pub.1023531557,10.1016/s0967-0645(99)00045-4,,,Diel bio-optical variability observed from moored sensors in the Arabian Sea,Deep Sea Research Part II Topical Studies in Oceanography,,,1999-08,1999,46,8-9,1813-1831,Closed,Article,"Kinkade, C.S.; Marra, J.; Dickey, T.D.; Langdon, C.; Sigurdson, D.E.; Weller, R.","Kinkade, C.S.","Kinkade, C.S. (Lamont-Doherty Earth Observatory); Marra, J. (Lamont-Doherty Earth Observatory); Dickey, T.D. (University of California, Santa Barbara); Langdon, C. (Lamont-Doherty Earth Observatory); Sigurdson, D.E. (University of California, Santa Barbara); Weller, R. (Woods Hole Oceanographic Institution)",23,3,,,,https://app.dimensions.ai/details/publication/pub.1023531557,0602 Ecology; 0405 Oceanography; 0402 Geochemistry; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0402 Geochemistry,04 Earth Sciences,06 Biological Sciences
66,100,pub.1015116356,10.1029/1999jc900137,,,"New chemical, bio‐optical and physical observations of upper ocean response to the passage of a mesoscale eddy off Bermuda",Journal of Geophysical Research,,,1999-07-15,1999,104,C7,15537-15548,"All OA; Green, Published",Article,"McNeil, J. D.; Jannasch, H. W.; Dickey, T.; McGillicuddy, D.; Brzezinski, M.; Sakamoto, C. M.",,"McNeil, J. D. (); Jannasch, H. W. (); Dickey, T. (); McGillicuddy, D. (); Brzezinski, M. (); Sakamoto, C. M. ()",93,2,,,http://www.opl.ucsb.edu/tommy/pubs/mcneiljgr99.pdf,https://app.dimensions.ai/details/publication/pub.1015116356,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
67,400,pub.1065114409,10.1364/ao.38.003876,18319994,,Partitioning in situ total spectral absorption by use of moored spectral absorption-attenuation meters.,Applied Optics,,,1999-06-20,1999,38,18,3876-87,Closed,Article,"Chang, G C; Dickey, T D",,"Chang, G C (University of California, Santa Barbara); Dickey, T D ()",29,3,0.25,,,https://app.dimensions.ai/details/publication/pub.1065114409,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
68,100,pub.1030635595,10.1029/98gl02635,,,Sediment resuspension in the wakes of Hurricanes Edouard and Hortense,Geophysical Research Letters,,,1998-09-15,1998,25,18,3533-3536,All OA; Gold,Article,"Dickey, T. D.; Chang, G. C.; Agrawal, Y. C.; Williams, A. J.; Hill, P. S.",,"Dickey, T. D. (University of California, Santa Barbara); Chang, G. C. (University of California, Santa Barbara); Agrawal, Y. C. (Sequoia Scientific (United States)); Williams, A. J. (Woods Hole Oceanographic Institution); Hill, P. S. (Dalhousie University)",44,4,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/98GL02635,https://app.dimensions.ai/details/publication/pub.1030635595,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
69,100,pub.1045463638,10.1016/s0967-0637(98)00020-x,,,Short-term variability of the underwater light field in the oligotrophic ocean in response to surface waves and clouds,Deep Sea Research Part I Oceanographic Research Papers,,,1998-09,1998,45,9,1393-1410,Closed,Article,"Stramska, Malgorzata; Dickey, Tommy D.","Stramska, Malgorzata","Stramska, Malgorzata (University of Southern California); Dickey, Tommy D. (University of California, Santa Barbara)",38,4,,,,https://app.dimensions.ai/details/publication/pub.1045463638,04 Earth Sciences; 0403 Geology; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0405 Oceanography,0402 Geochemistry,
70,100,pub.1007359230,10.1016/s0967-0645(98)00070-8,,,Variability in primary production as observed from moored sensors in the central Arabian Sea in 1995,Deep Sea Research Part II Topical Studies in Oceanography,,,1998-08,1998,45,10-11,2253-2267,Closed,Article,"Marra, J.; Dickey, T.D.; Ho, C.; Kinkade, C.S.; Sigurdson, D.E.; Weller, R.A.; Barber, R.T.","Marra, J.","Marra, J. (Lamont-Doherty Earth Observatory); Dickey, T.D. (); Ho, C. (Lamont-Doherty Earth Observatory); Kinkade, C.S. (Lamont-Doherty Earth Observatory); Sigurdson, D.E. (); Weller, R.A. (Woods Hole Oceanographic Institution); Barber, R.T. (Duke University)",44,0,,,,https://app.dimensions.ai/details/publication/pub.1007359230,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
