,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Cheryl J Briggs. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
28,200,pub.1001659884,10.1007/s10393-014-0980-5,25287279,,"Moving Beyond Too Little, Too Late: Managing Emerging Infectious Diseases in Wild Populations Requires International Policy and Partnerships",EcoHealth,,"Agriculture; Animals; Animals, Wild; Communicable Diseases, Emerging; Cooperative Behavior; Internationality; Livestock; Public Policy",2015-09,2015,12,3,404-407,Closed,Article,"Voyles, Jamie; Kilpatrick, A. Marm; Collins, James P.; Fisher, Matthew C.; Frick, Winifred F.; McCallum, Hamish; Willis, Craig K. R.; Blehert, David S.; Murray, Kris A.; Puschendorf, Robert; Rosenblum, Erica Bree; Bolker, Benjamin M.; Cheng, Tina L.; Langwig, Kate E.; Lindner, Daniel L.; Toothman, Mary; Wilber, Mark Q.; Briggs, Cheryl J.","Voyles, Jamie","Voyles, Jamie (New Mexico Institute of Mining and Technology); Kilpatrick, A. Marm (University of California, Santa Cruz); Collins, James P. (Arizona State University); Fisher, Matthew C. (Imperial College London); Frick, Winifred F. (University of California, Santa Cruz); McCallum, Hamish (Griffith University); Willis, Craig K. R. (University of Winnipeg); Blehert, David S. (National Wildlife Health Center); Murray, Kris A. (EcoHealth Alliance); Puschendorf, Robert (Plymouth University); Rosenblum, Erica Bree (University of California, Berkeley); Bolker, Benjamin M. (McMaster University); Cheng, Tina L. (University of California, Santa Cruz); Langwig, Kate E. (University of California, Santa Cruz); Lindner, Daniel L. (US Forest Service); Toothman, Mary (University of California, Santa Barbara); Wilber, Mark Q. (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Santa Barbara)",26,5,1.73,7.2,,https://app.dimensions.ai/details/publication/pub.1001659884,11 Medical and Health Sciences; 0602 Ecology; 0707 Veterinary Sciences; 1117 Public Health and Health Services; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,11 Medical and Health Sciences,0602 Ecology,0707 Veterinary Sciences,1117 Public Health and Health Services,06 Biological Sciences
29,400,pub.1011439344,10.1126/science.aaa6224,26293960,,A general consumer-resource population model,Science,,"Animals; Food Chain; Herbivory; Humans; Models, Theoretical; Parasites; Plants; Population Growth",2015-08-21,2015,349,6250,854-857,Closed,Article,"Lafferty, Kevin D.; DeLeo, Giulio; Briggs, Cheryl J.; Dobson, Andrew P.; Gross, Thilo; Kuris, Armand M.",,"Lafferty, Kevin D. (University of California, Santa Barbara); DeLeo, Giulio (Stanford University); Briggs, Cheryl J. (University of California, Santa Barbara); Dobson, Andrew P. (Princeton University; Santa Fe Institute); Gross, Thilo (University of Bristol); Kuris, Armand M. (University of California, Santa Barbara)",30,15,1.89,7.37,,https://app.dimensions.ai/details/publication/pub.1011439344,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
30,400,pub.1037498947,10.1371/journal.pone.0135389,26291624,PMC4546330,DNA Extraction Method Affects the Detection of a Fungal Pathogen in Formalin-Fixed Specimens Using qPCR,PLoS ONE,,"Amphibians; Animals; Animals, Wild; Chytridiomycota; DNA, Fungal; Formaldehyde; Museums; Rana catesbeiana; Real-Time Polymerase Chain Reaction; Specimen Handling",2015-08-20,2015,10,8,e0135389,All OA; Gold,Article,"Adams, Andrea J.; LaBonte, John P.; Ball, Morgan L.; Richards-Hrdlicka, Kathryn L.; Toothman, Mary H.; Briggs, Cheryl J.",,"Adams, Andrea J. (University of California, Santa Barbara); LaBonte, John P. (University of California, Santa Barbara); Ball, Morgan L. (); Richards-Hrdlicka, Kathryn L. (Yale University); Toothman, Mary H. (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Santa Barbara)",4,2,0.36,4.23,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0135389&type=printable,https://app.dimensions.ai/details/publication/pub.1037498947,2102 Curatorial and Related Studies; 21 History and Archaeology,2102 Curatorial and Related Studies,21 History and Archaeology,,,
31,100,pub.1000218712,10.1890/140241,,,Context‐dependent conservation responses to emerging wildlife diseases,Frontiers in Ecology and the Environment,,,2015-05,2015,13,4,195-202,"All OA; Green, Accepted & Submitted",Article,"Langwig, Kate E; Voyles, Jamie; Wilber, Mark Q; Frick, Winifred F; Murray, Kris A; Bolker, Benjamin M; Collins, James P; Cheng, Tina L; Fisher, Matthew C; Hoyt, Joseph R; Lindner, Daniel L; McCallum, Hamish I; Puschendorf, Robert; Rosenblum, Erica Bree; Toothman, Mary; Willis, Craig KR; Briggs, Cheryl J; Kilpatrick, A Marm",,"Langwig, Kate E (University of California, Santa Cruz); Voyles, Jamie (New Mexico Institute of Mining and Technology); Wilber, Mark Q (University of California, Santa Barbara); Frick, Winifred F (University of California, Santa Cruz); Murray, Kris A (Imperial College London; EcoHealth Alliance); Bolker, Benjamin M (McMaster University); Collins, James P (Arizona State University); Cheng, Tina L (University of California, Santa Cruz); Fisher, Matthew C (Imperial College London); Hoyt, Joseph R (University of California, Santa Cruz); Lindner, Daniel L (US Forest Service); McCallum, Hamish I (Griffith University); Puschendorf, Robert (Plymouth University); Rosenblum, Erica Bree (University of California, Berkeley); Toothman, Mary (University of California, Santa Barbara); Willis, Craig KR (University of Winnipeg); Briggs, Cheryl J (University of California, Santa Barbara); Kilpatrick, A Marm (University of California, Santa Cruz)",68,27,,16.7,http://winnspace.uwinnipeg.ca/bitstream/10680/1251/1/Willis%20-%20Context-dependent%20conservation%20responses%20to%20emerging.pdf,https://app.dimensions.ai/details/publication/pub.1000218712,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
32,400,pub.1024545068,10.1073/pnas.1412752111,25385615,PMC4250152,The pathogen Batrachochytrium dendrobatidis disturbs the frog skin microbiome during a natural epidemic and experimental infection,Proceedings of the National Academy of Sciences,,Animals; Chytridiomycota; Disease Outbreaks; Microbiota; Mycoses; Ranidae; Skin,2014-11-25,2014,111,47,e5049-e5058,All OA; Gold,Article,"Jani, Andrea J.; Briggs, Cheryl J.",,"Jani, Andrea J. (); Briggs, Cheryl J. (University of California, Santa Barbara)",100,51,5.8,15.95,http://www.pnas.org/content/111/47/E5049.full.pdf,https://app.dimensions.ai/details/publication/pub.1024545068,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
33,400,pub.1038426861,10.1002/ece3.1199,25478154,PMC4224537,"Experimental evolution alters the rate and temporal pattern of population growth in Batrachochytrium dendrobatidis, a lethal fungal pathogen of amphibians",Ecology and Evolution,,,2014-09,2014,4,18,3633-3641,All OA; Gold,Article,"Voyles, Jamie; Johnson, Leah R.; Briggs, Cheryl J.; Cashins, Scott D.; Alford, Ross A.; Berger, Lee; Skerratt, Lee F.; Speare, Rick; Rosenblum, Erica Bree",,"Voyles, Jamie (); Johnson, Leah R. (); Briggs, Cheryl J. (); Cashins, Scott D. (James Cook University); Alford, Ross A. (James Cook University); Berger, Lee (James Cook University); Skerratt, Lee F. (James Cook University); Speare, Rick (James Cook University); Rosenblum, Erica Bree (University of California, Berkeley)",15,5,0.73,1.95,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.1199,https://app.dimensions.ai/details/publication/pub.1038426861,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
34,200,pub.1096916190,10.1515/9781400847259,,,Consumer-Resource Dynamics (MPB-36),,,,2013-12-31,2013,,,,Closed,Monograph,"Murdoch, William W.; Briggs, Cheryl J.; Nisbet, Roger M.",,"Murdoch, William W. (); Briggs, Cheryl J. (); Nisbet, Roger M. ()",5,2,,,,https://app.dimensions.ai/details/publication/pub.1096916190,,,,,,
35,400,pub.1024876514,10.1073/pnas.1300130110,23650365,PMC3677446,Complex history of the amphibian-killing chytrid fungus revealed with genome resequencing data,Proceedings of the National Academy of Sciences,,"Americas; Amphibians; Animals; Base Sequence; Biological Evolution; Chytridiomycota; Communicable Diseases, Emerging; Cytogenetic Analysis; Genetic Variation; Genome, Fungal; Hybridization, Genetic; Molecular Sequence Data; Mycoses; Phylogeny; Polymorphism, Single Nucleotide; Selection, Genetic; Sequence Analysis, DNA",2013-06-04,2013,110,23,9385-9390,All OA; Gold,Article,"Rosenblum, Erica Bree; James, Timothy Y.; Zamudio, Kelly R.; Poorten, Thomas J.; Ilut, Dan; Rodriguez, David; Eastman, Jonathan M.; Richards-Hrdlicka, Katy; Joneson, Suzanne; Jenkinson, Thomas S.; Longcore, Joyce E.; Olea, Gabriela Parra; Toledo, Luís Felipe; Arellano, Maria Luz; Medina, Edgar M.; Restrepo, Silvia; Flechas, Sandra Victoria; Berger, Lee; Briggs, Cheryl J.; Stajich, Jason E.",,"Rosenblum, Erica Bree (University of California, Berkeley); James, Timothy Y. (University of Michigan); Zamudio, Kelly R. (Cornell University); Poorten, Thomas J. (University of California, Berkeley); Ilut, Dan (Cornell University); Rodriguez, David (Cornell University); Eastman, Jonathan M. (University of Idaho); Richards-Hrdlicka, Katy (Yale University); Joneson, Suzanne (University of Idaho); Jenkinson, Thomas S. (University of Michigan); Longcore, Joyce E. (University of Maine); Olea, Gabriela Parra (National Autonomous University of Mexico); Toledo, Luís Felipe (State University of Campinas); Arellano, Maria Luz (National University of La Plata); Medina, Edgar M. (University of Los Andes); Restrepo, Silvia (University of Los Andes); Flechas, Sandra Victoria (University of Los Andes); Berger, Lee (James Cook University); Briggs, Cheryl J. (University of California, Santa Barbara); Stajich, Jason E. (University of California, Riverside)",156,41,6.01,23.18,http://www.pnas.org/content/110/23/9385.full.pdf,https://app.dimensions.ai/details/publication/pub.1024876514,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
36,400,pub.1024808351,10.1002/ece3.334,23139882,PMC3488674,"Temperature alters reproductive life history patterns in Batrachochytrium dendrobatidis, a lethal pathogen associated with the global loss of amphibians",Ecology and Evolution,,,2012-09,2012,2,9,2241-2249,All OA; Gold,Article,"Voyles, Jamie; Johnson, Leah R.; Briggs, Cheryl J.; Cashins, Scott D.; Alford, Ross A.; Berger, Lee; Skerratt, Lee F.; Speare, Rick; Rosenblum, Erica Bree",,"Voyles, Jamie (University of California, Berkeley; James Cook University); Johnson, Leah R. (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Santa Barbara); Cashins, Scott D. (James Cook University); Alford, Ross A. (James Cook University); Berger, Lee (James Cook University); Skerratt, Lee F. (James Cook University); Speare, Rick (James Cook University); Rosenblum, Erica Bree (University of California, Berkeley)",51,10,1.96,4.8,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.334,https://app.dimensions.ai/details/publication/pub.1024808351,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
37,400,pub.1059325199,10.1089/vbz.2011.0783,22607076,PMC3413889,Impacts of an Introduced Forest Pathogen on the Risk of Lyme Disease in California,Vector-Borne and Zoonotic Diseases,,Animals; Arachnid Vectors; Borrelia burgdorferi; California; Disease Reservoirs; Humans; Introduced Species; Ixodes; Lizards; Lyme Disease; Peromyscus; Phytophthora; Plant Diseases; Population Dynamics; Prevalence; Quercus; Risk; Sigmodontinae; Tick Infestations; Trees; Zoonoses,2012-08,2012,12,8,623-632,"All OA; Green, Published",Article,"Swei, Andrea; Briggs, Cheryl J.; Lane, Robert S.; Ostfeld, Richard S.",,"Swei, Andrea (University of California, San Francisco); Briggs, Cheryl J. (University of California, Santa Barbara); Lane, Robert S. (University of California, Berkeley); Ostfeld, Richard S. (Cary Institute of Ecosystem Studies)",10,3,0.47,1.96,http://europepmc.org/articles/pmc3413889?pdf=render,https://app.dimensions.ai/details/publication/pub.1059325199,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
38,400,pub.1033305287,10.1371/journal.pone.0035374,22558145,PMC3338830,Pathophysiology in Mountain Yellow-Legged Frogs (Rana muscosa) during a Chytridiomycosis Outbreak,PLoS ONE,,Animals; Blood Chemical Analysis; California; Chytridiomycota; Dermatomycoses; Disease Outbreaks; Principal Component Analysis; Ranidae; Water-Electrolyte Balance,2012-04-25,2012,7,4,e35374,All OA; Gold,Article,"Voyles, Jamie; Vredenburg, Vance T.; Tunstall, Tate S.; Parker, John M.; Briggs, Cheryl J.; Rosenblum, Erica Bree",,"Voyles, Jamie (University of California, Berkeley); Vredenburg, Vance T. (San Francisco State University); Tunstall, Tate S. (University of California, Berkeley; University of California, Santa Barbara); Parker, John M. (University of California, San Francisco); Briggs, Cheryl J. (University of California, Santa Barbara); Rosenblum, Erica Bree (University of California, Berkeley)",41,16,1.97,10.22,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0035374&type=printable,https://app.dimensions.ai/details/publication/pub.1033305287,07 Agricultural and Veterinary Sciences; 0707 Veterinary Sciences,07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,,,
39,400,pub.1052145889,10.1038/nature10947,22498624,PMC3821985,"Emerging fungal threats to animal, plant and ecosystem health",Nature,,"Animals; Communicable Diseases, Emerging; Ecosystem; Extinction, Biological; Food Supply; Fungi; Humans; Mycoses; Plants; Virulence",2012-04,2012,484,7393,186-194,"All OA; Green, Accepted & Submitted",Article,"Fisher, Matthew C.; Henk, Daniel. A.; Briggs, Cheryl J.; Brownstein, John S.; Madoff, Lawrence C.; McCraw, Sarah L.; Gurr, Sarah J.","Fisher, Matthew C.","Fisher, Matthew C. (Imperial College London); Henk, Daniel. A. (Imperial College London); Briggs, Cheryl J. (University of California, Santa Barbara); Brownstein, John S. (); Madoff, Lawrence C. (University of Massachusetts Medical School); McCraw, Sarah L. (University of Oxford); Gurr, Sarah J. (University of Oxford)",1179,377,39.83,146.26,http://europepmc.org/articles/pmc3821985?pdf=render,https://app.dimensions.ai/details/publication/pub.1052145889,0602 Ecology; 0502 Environmental Science and Management; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
40,400,pub.1071161136,10.3354/dao02429,22422126,,"Treatment of amphibians infected with chytrid fungus: learning from failed trials with itraconazole, antimicrobial peptides, bacteria, and heat therapy.",Diseases of Aquatic Organisms,,Animals; Antifungal Agents; Antimicrobial Cationic Peptides; Anura; Chytridiomycota; Female; Hot Temperature; Itraconazole; Larva; Male; Mycoses; Probiotics; Time Factors; Treatment Failure,2012-02-17,2012,98,1,11-25,All OA; Gold,Article,"Woodhams, Douglas C; Geiger, Corina C; Reinert, Laura K; Rollins-Smith, Louise A; Lam, Brianna; Harris, Reid N; Briggs, Cheryl J; Vredenburg, Vance T; Voyles, Jamie",,"Woodhams, Douglas C (University of Zurich); Geiger, Corina C (); Reinert, Laura K (); Rollins-Smith, Louise A (); Lam, Brianna (); Harris, Reid N (); Briggs, Cheryl J (); Vredenburg, Vance T (); Voyles, Jamie ()",54,14,2.07,,https://www.int-res.com/articles/dao2012/98/d098p011.pdf,https://app.dimensions.ai/details/publication/pub.1071161136,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
41,400,pub.1013284081,10.1186/1742-9994-8-8,21496358,PMC3098159,Mitigating amphibian disease: strategies to maintain wild populations and control chytridiomycosis,Frontiers in Zoology,,,2011-12,2011,8,1,8,All OA; Gold,Article,"Woodhams, Douglas C; Bosch, Jaime; Briggs, Cheryl J; Cashins, Scott; Davis, Leyla R; Lauer, Antje; Muths, Erin; Puschendorf, Robert; Schmidt, Benedikt R; Sheafor, Brandon; Voyles, Jamie","Woodhams, Douglas C","Woodhams, Douglas C (University of Zurich); Bosch, Jaime (National Museum of Natural Sciences); Briggs, Cheryl J (University of California, Santa Barbara); Cashins, Scott (James Cook University); Davis, Leyla R (University of Zurich); Lauer, Antje (); Muths, Erin (United States Geological Survey); Puschendorf, Robert (James Cook University); Schmidt, Benedikt R (University of Zurich); Sheafor, Brandon (Carroll College); Voyles, Jamie (University of Idaho)",139,28,4.42,12.08,https://frontiersinzoology.biomedcentral.com/track/pdf/10.1186/1742-9994-8-8,https://app.dimensions.ai/details/publication/pub.1013284081,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
42,400,pub.1007520086,10.1098/rspb.2010.2402,21325326,PMC3151702,Impact of the experimental removal of lizards on Lyme disease risk,Proceedings of The Royal Society B Biological Sciences,,Animals; Arthropod Vectors; Borrelia burgdorferi; Disease Reservoirs; Feeding Behavior; Host-Parasite Interactions; Humans; Ixodes; Larva; Lizards; Mice; Nymph; Rats,2011-10-07,2011,278,1720,2970-2978,All OA; Gold,Article,"Swei, Andrea; Ostfeld, Richard S.; Lane, Robert S.; Briggs, Cheryl J.",,"Swei, Andrea (University of California, Berkeley); Ostfeld, Richard S. (Cary Institute of Ecosystem Studies); Lane, Robert S. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Santa Barbara)",52,8,2.25,5.47,http://rspb.royalsocietypublishing.org/content/278/1720/2970.full.pdf,https://app.dimensions.ai/details/publication/pub.1007520086,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
43,400,pub.1028958052,10.1371/journal.pone.0023179,21887238,PMC3156717,Is Chytridiomycosis an Emerging Infectious Disease in Asia?,PLoS ONE,,"Amphibians; Animals; Asia; Chytridiomycota; Communicable Diseases; Geography; Models, Biological; Mycoses; Species Specificity",2011-08-16,2011,6,8,e23179,All OA; Gold,Article,"Swei, Andrea; Rowley, Jodi J. L.; Rödder, Dennis; Diesmos, Mae L. L.; Diesmos, Arvin C.; Briggs, Cheryl J.; Brown, Rafe; Cao, Trung Tien; Cheng, Tina L.; Chong, Rebecca A.; Han, Ben; Hero, Jean-Marc; Hoang, Huy Duc; Kusrini, Mirza D.; Le, Duong Thi Thuy; McGuire, Jimmy A.; Meegaskumbura, Madhava; Min, Mi-Sook; Mulcahy, Daniel G.; Neang, Thy; Phimmachak, Somphouthone; Rao, Ding-Qi; Reeder, Natalie M.; Schoville, Sean D.; Sivongxay, Niane; Srei, Narin; Stöck, Matthias; Stuart, Bryan L.; Torres, Lilia S.; Tran, Dao Thi Anh; Tunstall, Tate S.; Vieites, David; Vredenburg, Vance T.",,"Swei, Andrea (Cary Institute of Ecosystem Studies); Rowley, Jodi J. L. (Australian Museum); Rödder, Dennis (Zoological Research Museum Alexander Koenig); Diesmos, Mae L. L. (University of Santo Tomas); Diesmos, Arvin C. (); Briggs, Cheryl J. (University of California, Santa Barbara); Brown, Rafe (University of Kansas); Cao, Trung Tien (Vinh University); Cheng, Tina L. (San Francisco State University); Chong, Rebecca A. (Colorado State University); Han, Ben (Southwest Forestry University); Hero, Jean-Marc (Griffith University); Hoang, Huy Duc (); Kusrini, Mirza D. (Bogor Agricultural University); Le, Duong Thi Thuy (); McGuire, Jimmy A. (University of California, Berkeley); Meegaskumbura, Madhava (Harvard University); Min, Mi-Sook (Seoul National University); Mulcahy, Daniel G. (Smithsonian Institution); Neang, Thy (); Phimmachak, Somphouthone (National University of Laos); Rao, Ding-Qi (Kunming Institute of Zoology); Reeder, Natalie M. (San Francisco State University); Schoville, Sean D. (University of California, Berkeley); Sivongxay, Niane (National University of Laos); Srei, Narin (Royal University of Phnom Penh); Stöck, Matthias (University of Lausanne); Stuart, Bryan L. (North Carolina Museum of Natural Sciences); Torres, Lilia S. (San Francisco State University); Tran, Dao Thi Anh (); Tunstall, Tate S. (University of California, Berkeley); Vieites, David (National Museum of Natural Sciences); Vredenburg, Vance T. (San Francisco State University)",53,11,1.81,8.84,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0023179&type=printable,https://app.dimensions.ai/details/publication/pub.1028958052,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
44,100,pub.1032361466,10.1890/es11-00028.1,,,Nowhere to hide: impact of a temperature‐sensitive amphibian pathogen along an elevation gradient in the temperate zone,Ecosphere,,,2011-08,2011,2,8,1-26,All OA; Gold,Article,"Knapp, Roland A.; Briggs, Cheryl J.; Smith, Thomas C.; Maurer, Jeff R.",,"Knapp, Roland A. (); Briggs, Cheryl J. (University of California, Santa Barbara); Smith, Thomas C. (University of California, Santa Barbara); Maurer, Jeff R. ()",32,7,,3.36,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/ES11-00028.1,https://app.dimensions.ai/details/publication/pub.1032361466,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
45,400,pub.1042245531,10.1016/j.jtbi.2011.02.010,21333659,,Parameter inference for an individual based model of chytridiomycosis in frogs,Journal of Theoretical Biology,,"Animals; Anura; Computer Simulation; Models, Biological; Monte Carlo Method; Mycoses",2011-05,2011,277,1,90-98,"All OA; Green, Accepted & Submitted",Article,"Johnson, Leah R.; Briggs, Cheryl J.","Johnson, Leah R.","Johnson, Leah R. (University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Santa Barbara)",7,3,0.12,2.73,http://arxiv.org/pdf/1008.0746,https://app.dimensions.ai/details/publication/pub.1042245531,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
46,400,pub.1008917486,10.1007/s00442-010-1796-9,20941513,PMC3074061,Effects of an invasive forest pathogen on abundance of ticks and their vertebrate hosts in a California Lyme disease focus,Oecologia,,Animals; Arthropod Vectors; California; Deer; Ecosystem; Humans; Introduced Species; Ixodes; Linear Models; Lizards; Lyme Disease; Peromyscus; Phytophthora; Plant Diseases; Population Dynamics; Sigmodontinae; Trees,2011-05,2011,166,1,91-100,All OA; Gold,Article,"Swei, Andrea; Ostfeld, Richard S.; Lane, Robert S.; Briggs, Cheryl J.",,"Swei, Andrea (University of California, Berkeley); Ostfeld, Richard S. (Cary Institute of Ecosystem Studies); Lane, Robert S. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Santa Barbara)",20,2,0.89,2.1,https://link.springer.com/content/pdf/10.1007%2Fs00442-010-1796-9.pdf,https://app.dimensions.ai/details/publication/pub.1008917486,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
47,400,pub.1034527950,10.1603/me10131,21337944,,Influence of Abiotic and Environmental Factors on the Density and Infection Prevalence of Ixodes pacificus (Acari: Ixodidae) with Borrelia burgdorferi,Journal of Medical Entomology,,Animals; Borrelia burgdorferi; California; Ecosystem; Host-Pathogen Interactions; Ixodes; Microclimate; Population Density; Quercus,2011-01-01,2011,48,1,20-28,All OA; Gold,Article,"Swei, A.; Meentemeyer, R.; Briggs, C. J.",,"Swei, A. (University of California, Santa Barbara); Meentemeyer, R. (); Briggs, C. J. (University of California, Santa Barbara)",16,8,0.81,1.68,https://academic.oup.com/jme/article-pdf/48/1/20/2685357/jmedent48-0020.pdf,https://app.dimensions.ai/details/publication/pub.1034527950,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
48,400,pub.1050789934,10.1073/pnas.0912886107,20457916,PMC2906864,Enzootic and epizootic dynamics of the chytrid fungal pathogen of amphibians,Proceedings of the National Academy of Sciences,,"Animals; California; Chytridiomycota; Host-Pathogen Interactions; Models, Biological; Mycoses; Population Dynamics; Ranidae; Virulence",2010-05-25,2010,107,21,9695-9700,All OA; Gold,Article,"Briggs, Cheryl J.; Knapp, Roland A.; Vredenburg, Vance T.",,"Briggs, Cheryl J. (University of California, Santa Barbara); Knapp, Roland A. (); Vredenburg, Vance T. (San Francisco State University)",282,74,8.17,33.12,http://www.pnas.org/content/107/21/9695.full.pdf,https://app.dimensions.ai/details/publication/pub.1050789934,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
49,400,pub.1006972077,10.1073/pnas.0914111107,20457913,PMC2906868,Dynamics of an emerging disease drive large-scale amphibian population extinctions,Proceedings of the National Academy of Sciences,,Animals; California; Chytridiomycota; Mycoses; Population Dynamics; Ranidae; Virulence,2010-05-25,2010,107,21,9689-9694,All OA; Gold,Article,"Vredenburg, Vance T.; Knapp, Roland A.; Tunstall, Tate S.; Briggs, Cheryl J.",,"Vredenburg, Vance T. (San Francisco State University); Knapp, Roland A. (); Tunstall, Tate S. (University of California, Berkeley; University of California, Santa Barbara); Briggs, Cheryl J. (University of California, Santa Barbara)",381,81,12.02,57.26,http://www.pnas.org/content/107/21/9689.full.pdf,https://app.dimensions.ai/details/publication/pub.1006972077,11 Medical and Health Sciences; 0707 Veterinary Sciences; 1108 Medical Microbiology; 05 Environmental Sciences; 0502 Environmental Science and Management; 07 Agricultural and Veterinary Sciences,11 Medical and Health Sciences,0707 Veterinary Sciences,1108 Medical Microbiology,05 Environmental Sciences,0502 Environmental Science and Management
50,400,pub.1003378219,10.1016/j.tree.2009.07.011,19836101,,The ecology and impact of chytridiomycosis: an emerging disease of amphibians,Trends in Ecology & Evolution,,"Amphibians; Animals; Chytridiomycota; Communicable Diseases, Emerging; Disease Outbreaks; Mycoses",2010-02,2010,25,2,109-118,Closed,Article,"Kilpatrick, A. Marm; Briggs, Cheryl J.; Daszak, Peter",,"Kilpatrick, A. Marm (University of California, Santa Cruz); Briggs, Cheryl J. (University of California, Santa Barbara); Daszak, Peter (EcoHealth Alliance)",268,50,7.94,27.65,,https://app.dimensions.ai/details/publication/pub.1003378219,0602 Ecology; 0502 Environmental Science and Management; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
51,400,pub.1024779287,10.7589/0090-3558-46.1.70,20090019,,IMMUNIZATION IS INEFFECTIVE AT PREVENTING INFECTION AND MORTALITY DUE TO THE AMPHIBIAN CHYTRID FUNGUS BATRACHOCHYTRIUM DENDROBATIDIS,Journal of Wildlife Diseases,,Animals; Chytridiomycota; Conservation of Natural Resources; Disease Susceptibility; Immunization; Larva; Mycoses; Proportional Hazards Models; Ranidae; Survival Analysis,2010-01,2010,46,1,70-77,All OA; Gold,Article,"Stice, Mary J.; Briggs, Cheryl J.",,"Stice, Mary J. (University of California, Berkeley); Briggs, Cheryl J. (University of California, Santa Barbara)",46,10,1.55,8.58,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-46.1.70,https://app.dimensions.ai/details/publication/pub.1024779287,07 Agricultural and Veterinary Sciences; 0707 Veterinary Sciences; 06 Biological Sciences; 0608 Zoology,07 Agricultural and Veterinary Sciences,0707 Veterinary Sciences,06 Biological Sciences,0608 Zoology,
52,200,pub.1086817993,10.1515/9781400833023.213,,,II.8 Host–Parasitoid Interactions,,The Princeton Guide to Ecology,,2009-12-31,2009,,,213-219,Closed,Chapter,"Briggs, Cheryl J.",,"Briggs, Cheryl J. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1086817993,,,,,,
