,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Phaedon C Kyriakidis. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
36,100,pub.1044245828,10.1080/13658816.2010.528421,,,Combining spatial transition probabilities for stochastic simulation of categorical fields,International Journal of Geographical Information Science,,,2011-11,2011,25,11,1773-1791,Closed,Article,"Cao, Guofeng; Kyriakidis, Phaedon C.; Goodchild, Michael F.",,"Cao, Guofeng (); Kyriakidis, Phaedon C. (); Goodchild, Michael F. ()",11,3,,2.44,,https://app.dimensions.ai/details/publication/pub.1044245828,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
37,100,pub.1004991788,10.1080/13658816.2011.563744,,,A parallel computing approach to fast geostatistical areal interpolation,International Journal of Geographical Information Science,,,2011-08,2011,25,8,1241-1267,"All OA; Green, Published",Article,"Guan, Qingfeng; Kyriakidis, Phaedon C.; Goodchild, Michael F.",,"Guan, Qingfeng (); Kyriakidis, Phaedon C. (); Goodchild, Michael F. ()",33,7,,12.74,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1033&context=geographyfacpub,https://app.dimensions.ai/details/publication/pub.1004991788,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
38,100,pub.1021775309,10.1002/joc.2074,,,The Forecast Interpretation Tool—a Monte Carlo technique for blending climatic distributions with probabilistic forecasts,International Journal of Climatology,,,2011-03-15,2011,31,3,461-467,All OA; Gold,Article,"Husak, Gregory J.; Michaelsen, Joel; Kyriakidis, Phaedon; Verdin, James P.; Funk, Chris; Galu, Gideon",,"Husak, Gregory J. (University of California, Santa Barbara); Michaelsen, Joel (University of California, Santa Barbara); Kyriakidis, Phaedon (University of California, Santa Barbara); Verdin, James P. (United States Geological Survey); Funk, Chris (University of California, Santa Barbara; United States Geological Survey); Galu, Gideon ()",4,1,,0.52,https://rmets.onlinelibrary.wiley.com/doi/pdf/10.1002/joc.2074,https://app.dimensions.ai/details/publication/pub.1021775309,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
39,100,pub.1049720377,10.1029/2010wr009618,,,Effects of uncertain topographic input data on two‐dimensional flow modeling in a gravel‐bed river,Water Resources Research,,,2011-03,2011,47,3,,All OA; Gold,Article,"Legleiter, Carl J.; Kyriakidis, Phaedon C.; McDonald, Richard R.; Nelson, Jonathan M.",,"Legleiter, Carl J. (University of Wyoming); Kyriakidis, Phaedon C. (University of California, Santa Barbara); McDonald, Richard R. (); Nelson, Jonathan M. ()",53,15,,15.42,http://onlinelibrary.wiley.com/doi/10.1029/2010WR009618/pdf,https://app.dimensions.ai/details/publication/pub.1049720377,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
40,100,pub.1044073429,10.1111/j.1538-4632.2010.00807.x,,,A Geostatistical Linear Regression Model for Small Area Data. 一种适用于小区域数据的地统计线性回归模型,Geographical Analysis,,,2011-01,2011,43,1,38-60,Closed,Article,"Nagle, Nicholas N.; Sweeney, Stuart H.; Kyriakidis, Phaedon C.",,"Nagle, Nicholas N. (University of Tennessee at Knoxville); Sweeney, Stuart H. (University of California, Santa Barbara); Kyriakidis, Phaedon C. (University of California, Santa Barbara; University of the Aegean)",13,1,,2.68,,https://app.dimensions.ai/details/publication/pub.1044073429,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
41,100,pub.1022238733,10.1111/j.1538-4632.2009.00783.x,,,Reconstructing Population Density Surfaces from Areal Data: A Comparison of Tobler's Pycnophylactic Interpolation Method and Area‐to‐Point Kriging. 面状数据的人口密度面重构:Tobler’s Pycnophylactic 插值法和面到点克里金插值法的对比,Geographical Analysis,,,2010-01,2010,42,1,78-98,Closed,Article,"Yoo, Eun‐Hye; Kyriakidis, Phaedon C.; Tobler, Waldo",,"Yoo, Eun‐Hye (University at Buffalo, State University of New York); Kyriakidis, Phaedon C. (University of California, Santa Barbara); Tobler, Waldo (University of California, Santa Barbara)",20,4,,3.69,,https://app.dimensions.ai/details/publication/pub.1022238733,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
42,100,pub.1023143307,10.1007/s10109-009-0090-z,,,Area-to-point Kriging in spatial hedonic pricing models,Journal of Geographical Systems,,,2009-12,2009,11,4,381,Closed,Article,"Yoo, E.-H.; Kyriakidis, P. C.","Yoo, E.-H.","Yoo, E.-H. (University at Buffalo, State University of New York); Kyriakidis, P. C. (University of California, Santa Barbara)",24,7,,4.13,,https://app.dimensions.ai/details/publication/pub.1023143307,09 Engineering; 16 Studies in Human Society; 0406 Physical Geography and Environmental Geoscience; 0909 Geomatic Engineering; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0406 Physical Geography and Environmental Geoscience,0909 Geomatic Engineering,1604 Human Geography
43,100,pub.1017477937,10.1080/01431160903130960,,,Geostatistical approaches to conflation of continental snow data,International Journal of Remote Sensing,,,2009-09-23,2009,30,20,5441-5451,Closed,Article,"Zhang, Jingxiong; Kyriakidis, Phaedon; Kelly, Richard",,"Zhang, Jingxiong (Wuhan University); Kyriakidis, Phaedon (University of California, Santa Barbara); Kelly, Richard (University of Waterloo)",7,0,,1.27,,https://app.dimensions.ai/details/publication/pub.1017477937,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
44,100,pub.1011204250,10.1111/j.1467-9671.2009.01141.x,,,Discriminant Models of Uncertainty in Nominal Fields,Transactions in GIS,,,2009-02,2009,13,1,7-23,"All OA; Green, Accepted & Submitted",Article,"Goodchild, Michael; Zhang, Jingxiong; Kyriakidis, Phaedon",,"Goodchild, Michael (University of California, Santa Barbara); Zhang, Jingxiong (Wuhan University); Kyriakidis, Phaedon (University of California, Santa Barbara)",15,2,,3.76,http://www.geog.ucsb.edu/~good/papers/466.pdf,https://app.dimensions.ai/details/publication/pub.1011204250,08 Information and Computing Sciences; 09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography
45,100,pub.1017810671,10.1145/1653771.1653853,,,Prediction and simulation in categorical fields: a transition probability combination approach,,Proceedings of the 17th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems - GIS '09,,2009,2009,,,496-499,Closed,Proceeding,"Cao, Guofeng; Kyriakidis, Phaedon; Goodchild, Michael",,"Cao, Guofeng (University of California, Santa Barbara); Kyriakidis, Phaedon (University of California, Santa Barbara); Goodchild, Michael (University of California, Santa Barbara)",4,0,,0.99,,https://app.dimensions.ai/details/publication/pub.1017810671,08 Information and Computing Sciences; 09 Engineering; 0801 Artificial Intelligence and Image Processing; 0909 Geomatic Engineering,08 Information and Computing Sciences,09 Engineering,0801 Artificial Intelligence and Image Processing,0909 Geomatic Engineering,
46,100,pub.1000012616,10.1111/j.0016-7363.2008.00734.x,,,Area‐to‐Point Prediction Under Boundary Conditions,Geographical Analysis,,,2008-10,2008,40,4,355-379,All OA; Gold,Article,"Yoo, E. ‐H.; Kyriakidis, P. C.",,"Yoo, E. ‐H. (); Kyriakidis, P. C. (University of California, Santa Barbara)",6,1,,0.95,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.0016-7363.2008.00734.x,https://app.dimensions.ai/details/publication/pub.1000012616,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
47,100,pub.1019439643,10.1002/esp.1579,,,Spatial prediction of river channel topography by kriging,Earth Surface Processes and Landforms,,,2008-05,2008,33,6,841-867,Closed,Article,"Legleiter, Carl J.; Kyriakidis, Phaedon C.",,"Legleiter, Carl J. (California Natural Resources Agency; University of California, Santa Barbara); Kyriakidis, Phaedon C. (University of California, Santa Barbara)",68,14,,6.72,,https://app.dimensions.ai/details/publication/pub.1019439643,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
48,100,pub.1036581100,10.1080/13658810701492225,,,Population‐density estimation using regression and area‐to‐point residual kriging,International Journal of Geographical Information Science,,,2008-04,2008,22,4,431-447,Closed,Article,"Liu, X. H.; Kyriakidis, P. C.; Goodchild, M. F.",,"Liu, X. H. (); Kyriakidis, P. C. (); Goodchild, M. F. ()",62,16,,10.45,,https://app.dimensions.ai/details/publication/pub.1036581100,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience
49,100,pub.1006590725,10.1016/j.rse.2007.07.010,,,A VARI-based relative greenness from MODIS data for computing the Fire Potential Index,Remote Sensing of Environment,,,2008-03,2008,112,3,1151-1167,Closed,Article,"Schneider, P.; Roberts, D.A.; Kyriakidis, P.C.","Schneider, P.","Schneider, P. (University of California, Santa Barbara); Roberts, D.A. (University of California, Santa Barbara); Kyriakidis, P.C. (University of California, Santa Barbara)",42,12,,6.83,,https://app.dimensions.ai/details/publication/pub.1006590725,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
50,100,pub.1061610362,10.1109/tgrs.2007.907102,,,Geostatistical Solutions for Super-Resolution Land Cover Mapping,IEEE Transactions on Geoscience and Remote Sensing,,,2008-01,2008,46,1,272-283,Closed,Article,"Boucher, Alexandre; Kyriakidis, Phaedon C.; Cronkite-Ratcliff, Collin",,"Boucher, Alexandre (Stanford University); Kyriakidis, Phaedon C. (Aristotle University of Thessaloniki; University of California, Santa Barbara); Cronkite-Ratcliff, Collin (Stanford University)",87,11,,14.14,,https://app.dimensions.ai/details/publication/pub.1061610362,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
51,100,pub.1011393751,10.14358/pers.73.8.913,,,Integrating Fine Scale Information in Super-resolution Land-cover Mapping,Photogrammetric Engineering & Remote Sensing,,,2007-08-01,2007,73,8,913-921,Closed,Article,"Boucher, Alexandre; Kyriakidis, Phaedon C.",,"Boucher, Alexandre (); Kyriakidis, Phaedon C. ()",26,2,,4.2,,https://app.dimensions.ai/details/publication/pub.1011393751,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
52,100,pub.1025552339,10.1175/jcli4233.1,,,Spatiotemporal Stochastic Simulation of Monthly Rainfall Patterns in the United Kingdom (1980–87),Journal of Climate,,,2007-08,2007,20,16,4194-4210,Closed,Article,"Ekström, Marie; Kyriakidis, Phaedon C.; Chappell, Adrian; Jones, Philip D.",,"Ekström, Marie (); Kyriakidis, Phaedon C. (); Chappell, Adrian (); Jones, Philip D. ()",8,2,,0.82,,https://app.dimensions.ai/details/publication/pub.1025552339,09 Engineering; 0405 Oceanography; 0909 Geomatic Engineering; 04 Earth Sciences; 0401 Atmospheric Sciences,09 Engineering,0405 Oceanography,0909 Geomatic Engineering,04 Earth Sciences,0401 Atmospheric Sciences
53,100,pub.1013601947,10.1016/j.ecolmodel.2007.02.033,,,"Improving spatial distribution estimation of forest biomass with geostatistics: A case study for Rondônia, Brazil",Ecological Modelling,,,2007-07,2007,205,1-2,221-230,Closed,Article,"Sales, Marcio H.; Souza, Carlos M.; Kyriakidis, Phaedon C.; Roberts, Dar A.; Vidal, Edson","Souza, Carlos M.","Sales, Marcio H. (Institute of Man and Environment of Amazonia); Souza, Carlos M. (Institute of Man and Environment of Amazonia; University of California, Santa Barbara); Kyriakidis, Phaedon C. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Vidal, Edson (Institute of Man and Environment of Amazonia)",67,12,,10.81,,https://app.dimensions.ai/details/publication/pub.1013601947,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
54,100,pub.1040069910,10.1007/s11004-006-9056-6,,,Forward and Inverse Transformations between Cartesian and Channel-fitted Coordinate Systems for Meandering Rivers,Mathematical Geosciences,,,2006-11,2006,38,8,927-958,"All OA; Green, Accepted & Submitted",Article,"Legleiter, Carl J.; Kyriakidis, Phaedon C.","Legleiter, Carl J.","Legleiter, Carl J. (University of California, Santa Barbara; Yellowstone Ecological Research Center); Kyriakidis, Phaedon C. (University of California, Santa Barbara)",66,8,,16.12,"http://geog.ucsb.edu/~carl/Legleiter and Kyriakidis, 2006.pdf",https://app.dimensions.ai/details/publication/pub.1040069910,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
55,200,pub.1013336898,10.1117/12.713283,,,Categorical mapping and error modeling based on the discriminant space,Proceedings of SPIE,Geoinformatics 2006: Geospatial Information Science,,2006-10-28,2006,6420,,64201h-64201h-8,Closed,Proceeding,"Zhang, Jingxiong; Goodchild, Michael; Kyriakidis, Phaedon; Rao, Xiong",,"Zhang, Jingxiong (Wuhan University); Goodchild, Michael (University of California, Santa Barbara); Kyriakidis, Phaedon (University of California, Santa Barbara); Rao, Xiong (Wuhan University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1013336898,,,,,,
56,100,pub.1026671518,10.1016/j.rse.2006.04.020,,,Super-resolution land cover mapping with indicator geostatistics,Remote Sensing of Environment,,,2006-10,2006,104,3,264-282,Closed,Article,"Boucher, Alexandre; Kyriakidis, Phaedon C.","Boucher, Alexandre","Boucher, Alexandre (Stanford University); Kyriakidis, Phaedon C. (University of California, Santa Barbara)",106,17,,15.78,,https://app.dimensions.ai/details/publication/pub.1026671518,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
57,100,pub.1014852999,10.1007/s10109-006-0036-7,,,Area-to-point Kriging with inequality-type data,Journal of Geographical Systems,,,2006-10,2006,8,4,357-390,"All OA; Green, Accepted & Submitted",Article,"Yoo, E.-H.; Kyriakidis, P. C.","Yoo, E.-H.","Yoo, E.-H. (University of California, Santa Barbara); Kyriakidis, P. C. (University of California, Santa Barbara)",19,2,,3.04,http://www.geocomputation.org/2005/Yoo.pdf,https://app.dimensions.ai/details/publication/pub.1014852999,09 Engineering; 16 Studies in Human Society; 0406 Physical Geography and Environmental Geoscience; 0909 Geomatic Engineering; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0406 Physical Geography and Environmental Geoscience,0909 Geomatic Engineering,1604 Human Geography
58,100,pub.1033867946,10.1080/13658810600711279,,,On the prediction error variance of three common spatial interpolation schemes,International Journal of Geographical Information Science,,,2006-09,2006,20,8,823-855,Closed,Article,"Kyriakidis, Phaedon C.; Goodchild, Michael F.",,"Kyriakidis, Phaedon C. (); Goodchild, Michael F. ()",22,2,,3.74,,https://app.dimensions.ai/details/publication/pub.1033867946,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience
59,100,pub.1033321163,10.1029/2005gb002507,,,Large‐area spatially explicit estimates of tropical soil carbon stocks and response to land‐cover change,Global Biogeochemical Cycles,,,2006-09,2006,20,3,n/a-n/a,All OA; Gold,Article,"Holmes, Karen W.; Chadwick, Oliver A.; Kyriakidis, Phaedon C.; de Filho, Eliomar P. Silva; Soares, João Vianei; Roberts, Dar A.",,"Holmes, Karen W. (University of Western Australia; University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Kyriakidis, Phaedon C. (University of California, Santa Barbara); de Filho, Eliomar P. Silva (Universidade Federal de Rondônia); Soares, João Vianei (); Roberts, Dar A. (University of California, Santa Barbara)",30,3,,2.82,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005GB002507,https://app.dimensions.ai/details/publication/pub.1033321163,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography; 0402 Geochemistry,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,0402 Geochemistry,
60,400,pub.1048342238,10.1073/pnas.0600599103,16908862,PMC1550767,Climate variability has a stabilizing effect on the coexistence of prairie grasses,Proceedings of the National Academy of Sciences,,Climate; Ecosystem; Poaceae; Time Factors,2006-08-22,2006,103,34,12793-12798,All OA; Gold,Article,"Adler, Peter B.; HilleRisLambers, Janneke; Kyriakidis, Phaedon C.; Guan, Qingfeng; Levine, Jonathan M.",,"Adler, Peter B. (); HilleRisLambers, Janneke (); Kyriakidis, Phaedon C. (University of California, Santa Barbara); Guan, Qingfeng (University of California, Santa Barbara); Levine, Jonathan M. ()",153,32,2.43,14.76,http://www.pnas.org/content/103/34/12793.full.pdf,https://app.dimensions.ai/details/publication/pub.1048342238,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
61,100,pub.1026133751,10.1007/s10533-004-3544-x,,,Multi-scale variability in tropical soil nutrients following land-cover change,Biogeochemistry,,,2005-06,2005,74,2,173-203,Closed,Article,"Holmes, Karen W.; Kyriakidis, Phaedon C.; Chadwick, Oliver A.; Soares, João Vianei; Roberts, Dar A.","Holmes, Karen W.","Holmes, Karen W. (University of Western Australia; University of California, Santa Barbara); Kyriakidis, Phaedon C. (University of California, Santa Barbara); Chadwick, Oliver A. (University of California, Santa Barbara); Soares, João Vianei (National Institute for Space Research); Roberts, Dar A. (University of California, Santa Barbara)",31,3,,2.69,,https://app.dimensions.ai/details/publication/pub.1026133751,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
62,100,pub.1025099892,10.1016/j.marpetgeo.2004.08.006,,,"The spatial scales, distribution, and intensity of natural marine hydrocarbon seeps near Coal Oil Point, California",Marine and Petroleum Geology,,,2005-04,2005,22,4,569-578,"All OA; Green, Accepted & Submitted",Article,"Washburn, Libe; Clark, Jordan F.; Kyriakidis, Phaedon","Washburn, Libe","Washburn, Libe (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Kyriakidis, Phaedon (University of California, Santa Barbara)",29,2,,3.2,https://escholarship.org/content/qt2nk6k83v/qt2nk6k83v.pdf?t=krnrtn,https://app.dimensions.ai/details/publication/pub.1025099892,0403 Geology; 04 Earth Sciences; 0404 Geophysics,0403 Geology,04 Earth Sciences,0404 Geophysics,,
63,100,pub.1021417651,10.1111/j.1538-4632.2005.00633.x,,,Geostatistical Prediction and Simulation of Point Values from Areal Data,Geographical Analysis,,,2005-04,2005,37,2,124-151,All OA; Gold,Article,"Kyriakidis, Phaedon C.; Yoo, Eun‐Hye",,"Kyriakidis, Phaedon C. (University of California, Santa Barbara); Yoo, Eun‐Hye (University of California, Santa Barbara)",56,8,,9.06,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1538-4632.2005.00633.x,https://app.dimensions.ai/details/publication/pub.1021417651,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
64,100,pub.1002822835,10.1007/978-1-4020-3610-1_7,,,Sequential Spatial Simulation using Latin Hypercube Sampling,Quantitative Geology and Geostatistics,Geostatistics Banff 2004,,2005,2005,14,,65-74,Closed,Chapter,"Kyriakidis, Phaedon C.",,"Kyriakidis, Phaedon C. (University of California, Santa Barbara)",10,3,,2.6,,https://app.dimensions.ai/details/publication/pub.1002822835,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
65,100,pub.1047871186,10.1016/j.jhydrol.2004.04.022,,,A spatial time series framework for simulating daily precipitation at regional scales,Journal of Hydrology,,,2004-09,2004,297,1-4,236-255,Closed,Article,"Kyriakidis, P.C.; Miller, N.L.; Kim, J.","Kyriakidis, P.C.","Kyriakidis, P.C. (University of California, Santa Barbara); Miller, N.L. (Lawrence Berkeley National Laboratory); Kim, J. (University of California Los Angeles)",36,5,,9.58,,https://app.dimensions.ai/details/publication/pub.1047871186,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
66,200,pub.1029048404,10.1201/9780203497586.ch11,,,Geostatistical Mapping of Thematic Classification Uncertainty,,Remote Sensing and GIS Accuracy Assessment,,2004-07-27,2004,,,145-162,Closed,Chapter,"Kyriakidis, Phaedon; Liu, Xiaohang; Goodchild, Michael",,"Kyriakidis, Phaedon (); Liu, Xiaohang (); Goodchild, Michael ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1029048404,,,,,,
67,100,pub.1044063629,10.1111/j.1538-4632.2004.tb01135.x,,,A Geostatistical Framework for Area‐to‐Point Spatial Interpolation,Geographical Analysis,,,2004-07,2004,36,3,259-289,All OA; Gold,Article,"Kyriakidis, Phaedon C.",,"Kyriakidis, Phaedon C. (University of California, Santa Barbara)",186,34,,27.89,http://onlinelibrary.wiley.com/doi/10.1111/j.1538-4632.2004.tb01135.x/pdf,https://app.dimensions.ai/details/publication/pub.1044063629,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
68,100,pub.1042989286,10.1023/a:1012778302005,,,A geostatistical approach for mapping thematic classification accuracy and evaluating the impact of inaccurate spatial data on ecological model predictions,Environmental and Ecological Statistics,,,2001-12,2001,8,4,311-330,All OA; Gold,Article,"Kyriakidis, Phaedon C.; Dungan, Jennifer L.",,"Kyriakidis, Phaedon C. (Stanford University); Dungan, Jennifer L. (Ames Research Center)",72,4,,,http://dx.doi.org/10.1023/a:1012778302005,https://app.dimensions.ai/details/publication/pub.1042989286,01 Mathematical Sciences; 05 Environmental Sciences; 06 Biological Sciences,01 Mathematical Sciences,05 Environmental Sciences,06 Biological Sciences,,
69,100,pub.1026359724,10.1175/1520-0450(2001)040<1855:gmopfr>2.0.co;2,,,Geostatistical Mapping of Precipitation from Rain Gauge Data Using Atmospheric and Terrain Characteristics,Journal of Applied Meteorology,,,2001-11,2001,40,11,1855-1877,Closed,Article,"Kyriakidis, Phaedon C.; Kim, Jinwon; Miller, Norman L.",,"Kyriakidis, Phaedon C. (); Kim, Jinwon (); Miller, Norman L. ()",76,9,,7.17,,https://app.dimensions.ai/details/publication/pub.1026359724,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
70,100,pub.1050492345,10.1016/s1352-2310(00)00540-9,,,Stochastic modeling of atmospheric pollution: a spatial time-series framework. Part II: application to monitoring monthly sulfate deposition over Europe,Atmospheric Environment,,,2001-05,2001,35,13,2339-2348,Closed,Article,"Kyriakidis, Phaedon C.; Journel, André G.","Kyriakidis, Phaedon C.","Kyriakidis, Phaedon C. (Stanford University); Journel, André G. (Stanford University)",24,1,,5.18,,https://app.dimensions.ai/details/publication/pub.1050492345,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
71,100,pub.1009374651,10.1016/s1352-2310(00)00541-0,,,Stochastic modeling of atmospheric pollution: a spatial time-series framework. Part I: methodology,Atmospheric Environment,,,2001-05,2001,35,13,2331-2337,Closed,Article,"Kyriakidis, Phaedon C; Journel, André G","Kyriakidis, Phaedon C","Kyriakidis, Phaedon C (Stanford University); Journel, André G (Stanford University)",33,2,,7.13,,https://app.dimensions.ai/details/publication/pub.1009374651,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
72,100,pub.1039999925,10.1175/1525-7541(2001)002<0140:uporcm>2.0.co;2,,,Uncertainty Propagation of Regional Climate Model Precipitation Forecasts to Hydrologic Impact Assessment,Journal of Hydrometeorology,,,2001-04,2001,2,2,140-160,Closed,Article,"Kyriakidis, Phaedon C.; Miller, Norman L.; Kim, Jinwon",,"Kyriakidis, Phaedon C. (); Miller, Norman L. (); Kim, Jinwon ()",10,0,,1.01,,https://app.dimensions.ai/details/publication/pub.1039999925,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
73,100,pub.1049348947,10.1007/978-1-4613-0209-4_9,,,Geostatistical Models of Uncertainty for Spatial Data,,Spatial Uncertainty in Ecology,,2001,2001,,,175-213,Closed,Chapter,"Kyriakidis, Phaedon C.",,"Kyriakidis, Phaedon C. ()",10,0,,2.03,,https://app.dimensions.ai/details/publication/pub.1049348947,08 Information and Computing Sciences; 09 Engineering; 0909 Geomatic Engineering; 0806 Information Systems,08 Information and Computing Sciences,09 Engineering,0909 Geomatic Engineering,0806 Information Systems,
74,200,pub.1007689433,10.1023/a:1007504725396,,,Erratum: Geostatistical Space–Time Models: A Review,Mathematical Geosciences,,,2000-10,2000,32,7,893-893,All OA; Gold,Article,"Kyriakidis, Phaedon; Journel, Andre G.",,"Kyriakidis, Phaedon (Lawrence Berkeley National Laboratory); Journel, Andre G. (Stanford University)",0,0,,0,https://link.springer.com/content/pdf/10.1023%2FA%3A1007504725396.pdf,https://app.dimensions.ai/details/publication/pub.1007689433,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering; 0102 Applied Mathematics; 0403 Geology; 01 Mathematical Sciences; 04 Earth Sciences,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,0102 Applied Mathematics,0403 Geology,01 Mathematical Sciences
75,100,pub.1041080436,10.1023/a:1007544406740,,,Correcting the Smoothing Effect of Estimators: A Spectral Postprocessor,Mathematical Geosciences,,,2000-10,2000,32,7,787-813,Closed,Article,"Journel, André G.; Kyriakidis, Phaedon C.; Mao, Shuguang",,"Journel, André G. (Stanford University); Kyriakidis, Phaedon C. (Stanford University); Mao, Shuguang (Stanford University)",33,5,,7.72,,https://app.dimensions.ai/details/publication/pub.1041080436,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
