,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Bradley R Hacker. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
33,100,pub.1034139666,10.1016/j.chemgeo.2015.12.011,,,Extracting thermal histories from the near-rim zoning in titanite using coupled U-Pb and trace-element depth profiles by single-shot laser-ablation split stream (SS-LASS) ICP-MS,Chemical Geology,,,2016-03,2016,422,PNAS 109 2012,13-24,All OA; Gold,Article,"Stearns, M.A.; Cottle, J.M.; Hacker, B.R.; Kylander-Clark, A.R.C.","Stearns, M.A.","Stearns, M.A. (); Cottle, J.M. (); Hacker, B.R. (); Kylander-Clark, A.R.C. ()",19,9,,4.31,https://manuscript.elsevier.com/S0009254115301303/pdf/S0009254115301303.pdf,https://app.dimensions.ai/details/publication/pub.1034139666,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
34,100,pub.1006971316,10.1002/2015tc004040,,,Focused radiogenic heating of middle crust caused ultrahigh temperatures in southern Madagascar,Tectonics,,,2016-02,2016,35,2,293-314,"All OA; Green, Published",Article,"Horton, Forrest; Hacker, Bradley; Kylander‐Clark, Andrew; Holder, Robert; Jöns, Niels",,"Horton, Forrest (University of California, Santa Barbara); Hacker, Bradley (University of California, Santa Barbara); Kylander‐Clark, Andrew (University of California, Santa Barbara); Holder, Robert (University of California, Santa Barbara); Jöns, Niels (Ruhr University Bochum)",25,15,,6.7,https://authors.library.caltech.edu/66206/1/Horton_et_al-2016-Tectonics.pdf,https://app.dimensions.ai/details/publication/pub.1006971316,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
35,100,pub.1002223610,10.1002/2015gc006171,,,"A MATLAB toolbox and Excel workbook for calculating the densities, seismic wave speeds, and major element composition of minerals and rocks at pressure and temperature",Geochemistry Geophysics Geosystems,,,2016-02,2016,17,2,616-624,All OA; Gold,Article,"Abers, Geoffrey A.; Hacker, Bradley R.",,"Abers, Geoffrey A. (Cornell University); Hacker, Bradley R. (University of California, Santa Barbara)",37,26,,10.52,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015GC006171,https://app.dimensions.ai/details/publication/pub.1002223610,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
36,200,pub.1108096228,10.1130/abs/2016am-286481,,,INVESTIGATING METAMORPHIC DRIVERS IN SUBDUCTION ZONES USING RAMAN AND FTIR SPECTROSCOPY,Abstracts with programs (Geological Society of America),,,2016,2016,,,,Closed,Proceeding,"Viete, Daniel R.; Kelley, Chris S.; Seward, Gareth G.E.; Cinque, Gianfelice; Allen, Mark B.; Hacker, Bradley R.",,"Viete, Daniel R. (); Kelley, Chris S. (); Seward, Gareth G.E. (); Cinque, Gianfelice (); Allen, Mark B. (); Hacker, Bradley R. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1108096228,,,,,,
37,200,pub.1108094518,10.1130/abs/2016am-282545,,,RECONSTRUCTING THE EVOLUTION OF THE PAMIR LOWER CRUST: ZIRCON U-PB AND TRACE-ELEMENT PETROCHRONOLOGY OF UHP/UHT XENOLITHS,Abstracts with programs (Geological Society of America),,,2016,2016,,,,Closed,Proceeding,"Shaffer, Madeline E.F.; Hacker, Bradley R.; Ratschbacher, Lothar",,"Shaffer, Madeline E.F. (); Hacker, Bradley R. (); Ratschbacher, Lothar ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1108094518,,,,,,
38,100,pub.1017407447,10.1016/j.chemgeo.2015.09.013,,,"Single-shot laser ablation split stream (SS-LASS) petrochronology deciphers multiple, short-duration metamorphic events",Chemical Geology,,,2015-11,2015,415,Proc. Natl. Acad. Sci. 109 2012,70-86,Closed,Article,"Viete, Daniel R.; Kylander-Clark, Andrew R.C.; Hacker, Bradley R.","Viete, Daniel R.","Viete, Daniel R. (Durham University; University of California, Santa Barbara); Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara)",14,6,,2.87,,https://app.dimensions.ai/details/publication/pub.1017407447,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
39,100,pub.1042543017,10.1016/j.chemgeo.2015.08.004,,,"Insights into (U)HP metamorphism of the Western Gneiss Region, Norway: A high-spatial resolution and high-precision zircon study",Chemical Geology,,,2015-10,2015,414,Terra Nova 3 1991,138-155,All OA; Gold,Article,"DesOrmeau, Joel W.; Gordon, Stacia M.; Kylander-Clark, Andrew R.C.; Hacker, Bradley R.; Bowring, Samuel A.; Schoene, Blair; Samperton, Kyle M.","DesOrmeau, Joel W.","DesOrmeau, Joel W. (University of Nevada Reno); Gordon, Stacia M. (University of Nevada Reno); Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Bowring, Samuel A. (Massachusetts Institute of Technology); Schoene, Blair (Princeton University); Samperton, Kyle M. (Princeton University)",15,9,,2.79,https://manuscript.elsevier.com/S0009254115300024/pdf/S0009254115300024.pdf,https://app.dimensions.ai/details/publication/pub.1042543017,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
40,100,pub.1049009468,10.1016/j.chemgeo.2015.05.008,,,Monazite response to ultrahigh-pressure subduction from U–Pb dating by laser ablation split stream,Chemical Geology,,,2015-08,2015,409,Geol. Soc. Am. Bull. 118 2006,28-41,"All OA; Green, Published",Article,"Hacker, Bradley R.; Kylander-Clark, Andrew R.C.; Holder, Robert; Andersen, Torgeir B.; Peterman, Emily M.; Walsh, Emily O.; Munnikhuis, Jonathan K.","Hacker, Bradley R.","Hacker, Bradley R. (University of California, Santa Barbara); Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Holder, Robert (University of California, Santa Barbara); Andersen, Torgeir B. (); Peterman, Emily M. (Bowdoin College); Walsh, Emily O. (Cornell College); Munnikhuis, Jonathan K. (University of North Carolina System)",20,5,,3.72,https://escholarship.org/content/qt7gt6c8px/qt7gt6c8px.pdf?t=ntzqzj,https://app.dimensions.ai/details/publication/pub.1049009468,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
41,100,pub.1032866468,10.1016/j.chemgeo.2015.04.021,,,"Monazite trace-element and isotopic signatures of (ultra)high-pressure metamorphism: Examples from the Western Gneiss Region, Norway",Chemical Geology,,,2015-08,2015,409,Contrib. Mineral. Petrol. 153 2007,99-111,All OA; Gold,Article,"Holder, Robert M.; Hacker, Bradley R.; Kylander-Clark, Andrew R.C.; Cottle, John M.","Holder, Robert M.","Holder, Robert M. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara)",28,11,,5.21,https://manuscript.elsevier.com/S000925411500234X/pdf/S000925411500234X.pdf,https://app.dimensions.ai/details/publication/pub.1032866468,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
42,100,pub.1001933462,10.1146/annurev-earth-050212-124117,,,Continental Lower Crust,Annual Review of Earth and Planetary Sciences,,,2015-05-30,2015,43,1,1-39,Closed,Article,"Hacker, Bradley R.; Kelemen, Peter B.; Behn, Mark D.",,"Hacker, Bradley R. (University of California, Santa Barbara); Kelemen, Peter B. (Lamont-Doherty Earth Observatory); Behn, Mark D. ()",86,47,,16.01,,https://app.dimensions.ai/details/publication/pub.1001933462,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
43,200,pub.1059637586,10.1093/gji/ggv054,,,Inferring the oriented elastic tensor from surface wave observations: preliminary application across the western United States,Geophysical Journal International,,,2015-05-01,2015,201,2,996-1021,All OA; Gold,Article,"Xie, Jiayi; Ritzwoller, Michael H.; Brownlee, S.J.; Hacker, B.R.",,"Xie, Jiayi (); Ritzwoller, Michael H. (); Brownlee, S.J. (); Hacker, B.R. ()",17,5,,3.98,https://academic.oup.com/gji/article-pdf/201/2/996/17368291/ggv054.pdf,https://app.dimensions.ai/details/publication/pub.1059637586,09 Engineering; 0909 Geomatic Engineering; 0403 Geology; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0403 Geology,04 Earth Sciences,0404 Geophysics
44,100,pub.1013827149,10.1093/petrology/egv026,,,"Monazite Dating of Prograde and Retrograde P–T–d paths in the Barrovian terrane of the Thaya window, Bohemian Massif",Journal of Petrology,,,2015-05,2015,56,5,1007-1035,All OA; Gold,Article,"Štípská, P.; Hacker, B. R.; Racek, M.; Holder, R.; Kylander-Clark, A. R. C.; Schulmann, K.; Hasalová, P.",,"Štípská, P. (Charles University); Hacker, B. R. (Charles University); Racek, M. (Charles University); Holder, R. (Charles University); Kylander-Clark, A. R. C. (Charles University); Schulmann, K. (Charles University); Hasalová, P. (Charles University)",22,10,,4.51,https://academic.oup.com/petrology/article-pdf/56/5/1007/16678045/egv026.pdf,https://app.dimensions.ai/details/publication/pub.1013827149,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
45,100,pub.1005230448,10.1111/jmg.12124,,,P–T–t–D record of crustal‐scale horizontal flow and magma‐assisted doming in the SW Mongolian Altai,Journal of Metamorphic Geology,,,2015-05,2015,33,4,359-383,Closed,Article,"Broussolle, A.; Štípská, P.; Lehmann, J.; Schulmann, K.; Hacker, B. R.; Holder, R.; Kylander‐Clark, A. R. C.; Hanžl, P.; Racek, M.; Hasalová, P.; Lexa, O.; Hrdličková, K.; Buriánek, D.",,"Broussolle, A. (University of Strasbourg; Czech Geological Survey); Štípská, P. (University of Strasbourg; Czech Geological Survey); Lehmann, J. (University of the Witwatersrand); Schulmann, K. (University of Strasbourg; Czech Geological Survey); Hacker, B. R. (University of California, Santa Barbara); Holder, R. (University of California, Santa Barbara); Kylander‐Clark, A. R. C. (University of California, Santa Barbara); Hanžl, P. (Czech Geological Survey); Racek, M. (Czech Geological Survey); Hasalová, P. (Czech Geological Survey); Lexa, O. (Czech Geological Survey; Charles University); Hrdličková, K. (Czech Geological Survey); Buriánek, D. (Czech Geological Survey)",14,4,,2.87,,https://app.dimensions.ai/details/publication/pub.1005230448,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
46,100,pub.1035543142,10.1002/2014jb011668,,,"U‐Pb dating of interspersed gabbroic magmatism and hydrothermal metamorphism during lower crustal accretion, Vema lithospheric section, Mid‐Atlantic Ridge",Journal of Geophysical Research Solid Earth,,,2015-04,2015,120,4,2093-2118,All OA; Gold,Article,"Rioux, Matthew; Jöns, Niels; Bowring, Samuel; Lissenberg, C. Johan; Bach, Wolfgang; Kylander‐Clark, Andrew; Hacker, Bradley; Dudás, Frank",,"Rioux, Matthew (Massachusetts Institute of Technology; University of California, Santa Barbara); Jöns, Niels (University of Bremen; Ruhr University Bochum); Bowring, Samuel (Massachusetts Institute of Technology); Lissenberg, C. Johan (Cardiff University); Bach, Wolfgang (University of Bremen); Kylander‐Clark, Andrew (University of California, Santa Barbara); Hacker, Bradley (University of California, Santa Barbara); Dudás, Frank (Massachusetts Institute of Technology)",7,2,,1.3,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014JB011668,https://app.dimensions.ai/details/publication/pub.1035543142,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
47,100,pub.1020408265,10.1002/2014tc003774,,,Titanite petrochronology of the Pamir gneiss domes: Implications for middle to deep crust exhumation and titanite closure to Pb and Zr diffusion,Tectonics,,,2015-04,2015,34,4,784-802,All OA; Gold,Article,"Stearns, M. A.; Hacker, B. R.; Ratschbacher, L.; Rutte, D.; Kylander‐Clark, A. R. C.",,"Stearns, M. A. (); Hacker, B. R. (); Ratschbacher, L. (Freiberg University Of Mining And Technology); Rutte, D. (Freiberg University Of Mining And Technology); Kylander‐Clark, A. R. C. ()",51,27,,10.47,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014TC003774,https://app.dimensions.ai/details/publication/pub.1020408265,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
48,100,pub.1040970971,10.1130/b31005.1,,,"Himalayan gneiss dome formation in the middle crust and exhumation by normal faulting: New geochronology of Gianbul dome, northwestern India",Geological Society of America Bulletin,,,2015-01,2015,127,1-2,162-180,Closed,Article,"Horton, Forrest; Lee, Jeffrey; Hacker, Bradley; Bowman-Kamaha’o, Meilani; Cosca, Michael",,"Horton, Forrest (University of California, Santa Barbara); Lee, Jeffrey (Central Washington University); Hacker, Bradley (University of California, Santa Barbara); Bowman-Kamaha’o, Meilani (Central Washington University); Cosca, Michael (United States Geological Survey)",12,3,,2.46,,https://app.dimensions.ai/details/publication/pub.1040970971,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
49,100,pub.1040941017,10.1002/2014tc003582,,,Age and significance of felsic dikes from the UHP western gneiss region,Tectonics,,,2014-12,2014,33,12,2342-2360,All OA; Gold,Article,"Kylander‐Clark, Andrew R. C.; Hacker, Bradley R.",,"Kylander‐Clark, Andrew R. C. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara)",18,8,,3.04,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014TC003582,https://app.dimensions.ai/details/publication/pub.1040941017,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
50,100,pub.1044292457,10.1016/j.epsl.2014.05.052,,,Fluid flow in subduction zones: The role of solid rheology and compaction pressure,Earth and Planetary Science Letters,,,2014-09,2014,401,Science 303 2004,261-274,Closed,Article,"Wilson, Cian R.; Spiegelman, Marc; van Keken, Peter E.; Hacker, Bradley R.","Wilson, Cian R.","Wilson, Cian R. (Lamont-Doherty Earth Observatory); Spiegelman, Marc (Lamont-Doherty Earth Observatory; Columbia University); van Keken, Peter E. (University of Michigan); Hacker, Bradley R. (University of California, Santa Barbara)",64,25,,10.79,,https://app.dimensions.ai/details/publication/pub.1044292457,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
51,100,pub.1053390996,10.1002/2014tc003545,,,"Partially melted, mica‐bearing crust in Central Tibet",Tectonics,,,2014-07,2014,33,7,1408-1424,All OA; Gold,Article,"Hacker, B. R.; Ritzwoller, M. H.; Xie, J.",,"Hacker, B. R. (University of California, Santa Barbara); Ritzwoller, M. H. (University of Colorado Boulder); Xie, J. (University of Colorado Boulder)",53,22,,8.94,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014TC003545,https://app.dimensions.ai/details/publication/pub.1053390996,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
52,100,pub.1009722236,10.1130/g35524.1,,,Tibetan garnet records early Eocene initiation of thickening in the Himalaya,Geology,,,2014-07,2014,42,7,591-594,Closed,Article,"Smit, Matthijs A.; Hacker, Bradley R.; Lee, Jeffrey",,"Smit, Matthijs A. (University of Copenhagen; University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Lee, Jeffrey (Central Washington University)",27,10,,4.55,,https://app.dimensions.ai/details/publication/pub.1009722236,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
53,100,pub.1018468435,10.1007/s00410-014-0997-3,,,Determining P–T paths from garnet zoning using a brute-force computational method,Contributions to Mineralogy and Petrology,,,2014-04,2014,167,4,997,Closed,Article,"Vrijmoed, J. C.; Hacker, B. R.","Vrijmoed, J. C.","Vrijmoed, J. C. (University of California, Santa Barbara); Hacker, B. R. (University of California, Santa Barbara)",9,3,,1.52,,https://app.dimensions.ai/details/publication/pub.1018468435,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
54,100,pub.1040677638,10.1002/2013jb010601,,,Physical state of Himalayan crust and uppermost mantle: Constraints from seismic attenuation and velocity tomography,Journal of Geophysical Research Solid Earth,,,2014-01,2014,119,1,567-580,All OA; Gold,Article,"Sheehan, Anne F.; Torre, Thomas L.; Monsalve, Gaspar; Abers, Geoffrey A.; Hacker, Bradley R.",,"Sheehan, Anne F. (University of Colorado Boulder); Torre, Thomas L. (University of Colorado Boulder); Monsalve, Gaspar (University of Colorado Boulder; National University of Colombia); Abers, Geoffrey A. (Columbia University); Hacker, Bradley R. (University of California, Santa Barbara)",22,9,,4.1,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013JB010601,https://app.dimensions.ai/details/publication/pub.1040677638,0403 Geology; 04 Earth Sciences; 0404 Geophysics,0403 Geology,04 Earth Sciences,0404 Geophysics,,
55,100,pub.1059636895,10.1093/gji/ggt287,,,Seismic anisotropy of the crust: electron-backscatter diffraction measurements from the Basin and Range,Geophysical Journal International,,,2013-11-01,2013,195,2,1211-1229,All OA; Gold,Article,"Erdman, Monica E.; Hacker, Bradley R.; Zandt, George; Seward, Gareth",,"Erdman, Monica E. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Zandt, George (University of Arizona); Seward, Gareth (University of California, Santa Barbara)",20,2,,3.36,https://academic.oup.com/gji/article-pdf/195/2/1211/17052809/ggt287.pdf,https://app.dimensions.ai/details/publication/pub.1059636895,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
56,100,pub.1041187126,10.1016/j.tecto.2013.06.030,,,"Crustal exhumation of the Western Gneiss Region UHP terrane, Norway: 40Ar/39Ar thermochronology and fault-slip analysis",Tectonophysics,,,2013-11,2013,608,Tectonophysics 285 1998,1159-1179,Closed,Article,"Walsh, Emily O.; Hacker, Bradley R.; Gans, Phillip B.; Wong, Martin S.; Andersen, Torgeir B.","Walsh, Emily O.","Walsh, Emily O. (University of California, Santa Barbara; Cornell College); Hacker, Bradley R. (University of California, Santa Barbara); Gans, Phillip B. (University of California, Santa Barbara); Wong, Martin S. (University of California, Santa Barbara; Colgate University); Andersen, Torgeir B. ()",16,6,,2.44,,https://app.dimensions.ai/details/publication/pub.1041187126,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
57,100,pub.1012757462,10.1130/g34451.1,,,Synchronous Oligocene–Miocene metamorphism of the Pamir and the north Himalaya driven by plate-scale dynamics,Geology,,,2013-10-01,2013,41,10,1071-1074,Closed,Article,"Stearns, Michael A.; Hacker, Bradley R.; Ratschbacher, Lothar; Lee, Jeffrey; Cottle, John M.; Kylander-Clark, Andrew",,"Stearns, Michael A. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Ratschbacher, Lothar (Freiberg University Of Mining And Technology); Lee, Jeffrey (Central Washington University); Cottle, John M. (University of California, Santa Barbara); Kylander-Clark, Andrew (University of California, Santa Barbara)",50,15,,7.62,,https://app.dimensions.ai/details/publication/pub.1012757462,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
58,100,pub.1018454248,10.1002/tect.20059,,,"The giant Shakhdara migmatitic gneiss dome, Pamir, India‐Asia collision zone: 2. Timing of dome formation",Tectonics,,,2013-09,2013,32,5,1404-1431,All OA; Gold,Article,"Stübner, Konstanze; Ratschbacher, Lothar; Weise, Carsten; Chow, Judy; Hofmann, Jakob; Khan, Jahanzeb; Rutte, Daniel; Sperner, Blanka; Pfänder, Jörg A.; Hacker, Bradley R.; Dunkl, István; Tichomirowa, Marion; Stearns, M. A.",,"Stübner, Konstanze (Freiberg University Of Mining And Technology); Ratschbacher, Lothar (Freiberg University Of Mining And Technology); Weise, Carsten (Freiberg University Of Mining And Technology); Chow, Judy (Freiberg University Of Mining And Technology); Hofmann, Jakob (Freiberg University Of Mining And Technology); Khan, Jahanzeb (Freiberg University Of Mining And Technology); Rutte, Daniel (Freiberg University Of Mining And Technology); Sperner, Blanka (Freiberg University Of Mining And Technology); Pfänder, Jörg A. (Freiberg University Of Mining And Technology); Hacker, Bradley R. (University of California, Santa Barbara); Dunkl, István (); Tichomirowa, Marion (Freiberg University Of Mining And Technology); Stearns, M. A. (University of California, Santa Barbara)",67,26,,10.21,http://onlinelibrary.wiley.com/doi/10.1002/tect.20059/pdf,https://app.dimensions.ai/details/publication/pub.1018454248,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
59,100,pub.1001121148,10.1016/j.tecto.2013.05.026,,,"Paradigms, new and old, for ultrahigh-pressure tectonism",Tectonophysics,,,2013-09,2013,603,,79-88,Closed,Article,"Hacker, Bradley R.; Gerya, Taras V.","Hacker, Bradley R.","Hacker, Bradley R. (University of California, Santa Barbara); Gerya, Taras V. (Swiss Federal Institute of Technology in Zurich)",58,19,,8.84,,https://app.dimensions.ai/details/publication/pub.1001121148,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
60,100,pub.1010516003,10.2113/gselements.9.4.289,,,Formation and Exhumation of Ultrahigh-Pressure Terranes,Elements,,,2013-08-01,2013,9,4,289-293,Closed,Article,"Hacker, Bradley R.; Gerya, Taras V.; Gilotti, Jane A.",,"Hacker, Bradley R. (); Gerya, Taras V. (); Gilotti, Jane A. (University of Iowa)",28,10,,4.27,,https://app.dimensions.ai/details/publication/pub.1010516003,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
61,200,pub.1054928034,10.1017/s1431927613005606,,,Using Electron Backscatter Diffraction (EBSD) to Investigate Causes of Seismic Anisotropy in Earth Materials: A Case Study Using Antigorite Serpentinite,Microscopy and Microanalysis,,,2013-08,2013,19,S2,722-723,All OA; Gold,Article,"Brownlee, S.J.; Hacker, B.R.; Harlow, G.E.; Seward, G.",,"Brownlee, S.J. (); Hacker, B.R. (); Harlow, G.E. (); Seward, G. ()",0,0,,0,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C0152187DD467D8470565CAF69D3F451/S1431927613005606a.pdf/div-class-title-using-electron-backscatter-diffraction-ebsd-to-investigate-causes-of-seismic-anisotropy-in-earth-materials-a-case-study-using-antigorite-serpentinite-div.pdf,https://app.dimensions.ai/details/publication/pub.1054928034,0204 Condensed Matter Physics; 09 Engineering; 0912 Materials Engineering; 0601 Biochemistry and Cell Biology; 02 Physical Sciences; 06 Biological Sciences,0204 Condensed Matter Physics,09 Engineering,0912 Materials Engineering,0601 Biochemistry and Cell Biology,02 Physical Sciences
62,100,pub.1031773942,10.1130/g33699.1,,,Petrochronology of Himalayan ultrahigh-pressure eclogite,Geology,,,2013-08,2013,41,8,835-838,Closed,Article,"Donaldson, Dennis G.; Webb, A. Alexander G.; Menold, Carrie A.; Kylander-Clark, Andrew R.C.; Hacker, Bradley R.",,"Donaldson, Dennis G. (Louisiana State University); Webb, A. Alexander G. (Louisiana State University); Menold, Carrie A. (Albion College); Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara)",56,23,,8.53,,https://app.dimensions.ai/details/publication/pub.1031773942,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
63,100,pub.1005025069,10.1016/j.epsl.2013.06.003,,,Seismic signatures of a hydrated mantle wedge from antigorite crystal-preferred orientation (CPO),Earth and Planetary Science Letters,,,2013-08,2013,375,J. Geophys. Res. 102 1997,395-407,Closed,Article,"Brownlee, Sarah J.; Hacker, Bradley R.; Harlow, George E.; Seward, Gareth","Brownlee, Sarah J.","Brownlee, Sarah J. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Harlow, George E. (American Museum of Natural History); Seward, Gareth (University of California, Santa Barbara)",19,6,,2.9,,https://app.dimensions.ai/details/publication/pub.1005025069,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
64,100,pub.1009158325,10.1002/ggge.20132,,,"Microstructures and quartz lattice‐preferred orientations in the eclogite‐bearing migmatitic gneisses of the D'Entrecasteaux Islands, Papua New Guinea",Geochemistry Geophysics Geosystems,,,2013-06,2013,14,6,2030-2062,All OA; Gold,Article,"Little, T. A.; Hacker, B. R.; Brownlee, S. J.; Seward, G.",,"Little, T. A. (Victoria University of Wellington); Hacker, B. R. (University of California, Santa Barbara); Brownlee, S. J. (University of California, Santa Barbara); Seward, G. (University of California, Santa Barbara)",22,9,,3.35,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/ggge.20132,https://app.dimensions.ai/details/publication/pub.1009158325,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
65,100,pub.1000344678,10.1130/g33796.1,,,Intermediate-depth earthquakes facilitated by eclogitization-related stresses,Geology,,,2013-06,2013,41,6,659-662,Closed,Article,"Nakajima, Junichi; Uchida, Naoki; Shiina, Takahiro; Hasegawa, Akira; Hacker, Bradley R.; Kirby, Stephen H.",,"Nakajima, Junichi (Tohoku University); Uchida, Naoki (Tohoku University); Shiina, Takahiro (Tohoku University); Hasegawa, Akira (Tohoku University); Hacker, Bradley R. (University of California, Santa Barbara); Kirby, Stephen H. (United States Geological Survey)",20,9,,3.36,,https://app.dimensions.ai/details/publication/pub.1000344678,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
66,200,pub.1038794379,10.2138/am.2013.609,,,Presentation of the Dana Medal of the Mineralogical Society of America for 2013 to Max W. Schmidt,American Mineralogist,,,2013-05-01,2013,98,5-6,1091-1091,Closed,Article,"Hacker, Bradley R.",,"Hacker, Bradley R. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1038794379,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering; 0402 Geochemistry; 0403 Geology; 04 Earth Sciences,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,0402 Geochemistry,0403 Geology,04 Earth Sciences
67,100,pub.1023130531,10.1016/j.epsl.2013.03.022,,,Thermal–petrological controls on the location of earthquakes within subducting plates,Earth and Planetary Science Letters,,,2013-05,2013,369,,178-187,Closed,Article,"Abers, Geoffrey A.; Nakajima, Junichi; van Keken, Peter E.; Kita, Saeko; Hacker, Bradley R.","Abers, Geoffrey A.","Abers, Geoffrey A. (Lamont-Doherty Earth Observatory); Nakajima, Junichi (Tohoku University); van Keken, Peter E. (University of Michigan); Kita, Saeko (Tohoku University); Hacker, Bradley R. (University of California, Santa Barbara)",82,31,,13.76,,https://app.dimensions.ai/details/publication/pub.1023130531,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
68,100,pub.1019642793,10.1016/j.chemgeo.2013.02.019,,,Laser-ablation split-stream ICP petrochronology,Chemical Geology,,,2013-05,2013,345,Geochimica et Cosmochimica Acta 29 1965,99-112,Closed,Article,"Kylander-Clark, Andrew R.C.; Hacker, Bradley R.; Cottle, John M.","Kylander-Clark, Andrew R.C.","Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara)",185,65,,25.13,,https://app.dimensions.ai/details/publication/pub.1019642793,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
