,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Libe Washburn. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
26,200,pub.1073068217,10.5670/oceanog.2013.45,,,"Biological and Physical Interactions on a Tropical Island Coral Reef: Transport and Retention Processes on Moorea, French Polynesia",Oceanography,,,2013-09-01,2013,26,3,52-63,All OA; Gold,Article,"Leichter, James; Alldredge, Alice; Bernardi, Giacomo; Brooks, Andrew; Carlson, Craig; Carpenter, Robert; Edmunds, Peter; Fewings, Melanie; Hanson, Katharine; Hench, James; Holbrook, Sally; Nelson, Craig; Schmitt, Russell; Toonen, Robert; Washburn, Libe; Wyatt, Alex",,"Leichter, James (); Alldredge, Alice (); Bernardi, Giacomo (); Brooks, Andrew (); Carlson, Craig (); Carpenter, Robert (); Edmunds, Peter (); Fewings, Melanie (); Hanson, Katharine (); Hench, James (); Holbrook, Sally (); Nelson, Craig (); Schmitt, Russell (); Toonen, Robert (); Washburn, Libe (); Wyatt, Alex ()",23,10,,2.79,https://tos.org/oceanography/assets/docs/26-3_leichter.pdf,https://app.dimensions.ai/details/publication/pub.1073068217,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
27,200,pub.1073068215,10.5670/oceanog.2013.43,,,Coastal Transport Processes Affecting Inner-Shelf Ecosystems in the California Current System,Oceanography,,,2013-09-01,2013,26,3,34-43,All OA; Gold,Article,"Washburn, Libe; McPhee-Shaw, Erika",,"Washburn, Libe (); McPhee-Shaw, Erika ()",10,1,,1.21,https://tos.org/oceanography/assets/docs/26-3_washburn.pdf,https://app.dimensions.ai/details/publication/pub.1073068215,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
28,100,pub.1013412833,10.5194/bgd-10-11825-2013,,,Exploring local adaptation and the ocean acidification seascape – studies in the California Current Large Marine Ecosystem,Biogeosciences Discussions,,,2013-07-16,2013,10,7,11825-11856,All OA; Gold,Article,"Hofmann, G. E.; Evans, T. G.; Kelly, M. W.; Padilla-Gamiño, J. L.; Blanchette, C. A.; Washburn, L.; Chan, F.; McManus, M. A.; Menge, B. A.; Gaylord, B.; Hill, T. M.; Sanford, E.; LaVigne, M.; Rose, J. M.; Kapsenberg, L.; Dutton, J. M.",,"Hofmann, G. E. (University of California, Santa Barbara); Evans, T. G. (California State University, East Bay); Kelly, M. W. (University of California, Santa Barbara); Padilla-Gamiño, J. L. (University of California, Santa Barbara); Blanchette, C. A. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara); Chan, F. (Oregon State University); McManus, M. A. (University of Hawaii at Manoa); Menge, B. A. (Oregon State University); Gaylord, B. (University of California, Davis); Hill, T. M. (University of California, Davis); Sanford, E. (University of California, Davis); LaVigne, M. (University of California, Davis; Bowdoin College); Rose, J. M. (Oregon State University); Kapsenberg, L. (University of California, Santa Barbara); Dutton, J. M. (University of California, Santa Barbara)",8,0,,1.05,https://doi.org/10.5194/bgd-10-11825-2013,https://app.dimensions.ai/details/publication/pub.1013412833,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
29,400,pub.1053417453,10.1146/annurev-marine-121211-172315,22809196,,High-Frequency Radar Observations of Ocean Surface Currents,Annual Review of Marine Science,,Ecosystem; Oceans and Seas; Radar; Remote Sensing Technology; Water Movements,2013-01-03,2013,5,1,115-136,Closed,Article,"Paduan, Jeffrey D.; Washburn, Libe",,"Paduan, Jeffrey D. (Naval Postgraduate School); Washburn, Libe (University of California, Santa Barbara)",119,42,0.28,20.41,,https://app.dimensions.ai/details/publication/pub.1053417453,0201 Astronomical and Space Sciences; 02 Physical Sciences; 04 Earth Sciences; 0405 Oceanography,0201 Astronomical and Space Sciences,02 Physical Sciences,04 Earth Sciences,0405 Oceanography,
30,100,pub.1093881703,10.1109/oceans.2012.6405104,,,Automatic Calibrations for Improved Quality Assurance of Coastal HF Radar Currents,,2012 Oceans,,2012-10,2012,,,1-4,Closed,Proceeding,"Whelan, Chad; Emery, Brian; Teague, Calvin; Barrick, Donald; Washburn, Libe; Harlan, Jack",,"Whelan, Chad (Codar Ocean Sensors (United States)); Emery, Brian (University of California, Santa Barbara); Teague, Calvin (Codar Ocean Sensors (United States)); Barrick, Donald (Codar Ocean Sensors (United States)); Washburn, Libe (University of California, Santa Barbara); Harlan, Jack ()",5,1,,1.04,,https://app.dimensions.ai/details/publication/pub.1093881703,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 04 Earth Sciences; 0405 Oceanography,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,04 Earth Sciences,0405 Oceanography,
31,100,pub.1050073852,10.1029/2012jc007949,,,"The island‐scale internal wave climate of Moorea, French Polynesia",Journal of Geophysical Research,,,2012-06,2012,117,C6,n/a-n/a,"All OA; Green, Published",Article,"Leichter, James J.; Stokes, M. Dale; Hench, James L.; Witting, Jan; Washburn, Libe",,"Leichter, James J. (University of California, San Diego); Stokes, M. Dale (University of California, San Diego); Hench, James L. (Duke University); Witting, Jan (Sea Education Association); Washburn, Libe (University of California, Santa Barbara)",16,9,,1.82,https://dukespace.lib.duke.edu/dspace/bitstream/10161/10769/1/Leichter_et_al_2012_JGR.pdf,https://app.dimensions.ai/details/publication/pub.1050073852,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
32,100,pub.1094671585,10.1109/oceans-yeosu.2012.6263380,,,Sustained observations of mesoscale and sub-mesoscale surface circulation off the U.S. West Coast,,2012 Oceans - Yeosu,,2012-05,2012,,,1-6,Closed,Proceeding,"Kim, Sung Yong; Terrill, Eric J.; Cornuelle, Bruce D.; Jones, Burt; Washburn, Libe; Moline, Mark A.; Paduan, Jeffrey D.; Garfield, Newell; Largier, John; Crawford, Greg; Kosro, P. Michael",,"Kim, Sung Yong (Scripps Institution of Oceanography); Terrill, Eric J. (Scripps Institution of Oceanography); Cornuelle, Bruce D. (Scripps Institution of Oceanography); Jones, Burt (University of Southern California); Washburn, Libe (University of California, Santa Barbara); Moline, Mark A. (California Polytechnic State University); Paduan, Jeffrey D. (Naval Postgraduate School); Garfield, Newell (San Francisco State University); Largier, John (University of California, Davis); Crawford, Greg (Vancouver Island University); Kosro, P. Michael (Oregon State University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094671585,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
33,100,pub.1049538202,10.1029/2011jc007810,,,Relative dispersion observations and trajectory modeling in the Santa Barbara Channel,Journal of Geophysical Research,,,2012-05,2012,117,C5,n/a-n/a,All OA; Gold,Article,"Ohlmann, J. Carter; LaCasce, Joe H.; Washburn, Libe; Mariano, Arthur J.; Emery, Brian",,"Ohlmann, J. Carter (University of California, Santa Barbara); LaCasce, Joe H. (University of Oslo); Washburn, Libe (University of California, Santa Barbara); Mariano, Arthur J. (University of Miami); Emery, Brian (University of California, Santa Barbara)",27,8,,11.62,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011JC007810,https://app.dimensions.ai/details/publication/pub.1049538202,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
34,100,pub.1050908643,10.4319/lo.2012.57.2.0582,,,Coastal fronts set recruitment and connectivity patterns across multiple taxa,Limnology and Oceanography,,,2012-03,2012,57,2,582-596,All OA; Gold,Article,"Woodson, C. B.; McManus, M. A.; Tyburczy, J. A.; Barth, J. A.; Washburn, L.; Caselle, J. E.; Carr, M. H.; Malone, D. P.; Raimondi, P. T.; Menge, B. A.; Palumbi, S. R.",,"Woodson, C. B. (Stanford University); McManus, M. A. (University of Hawaii at Manoa); Tyburczy, J. A. (Oregon State University); Barth, J. A. (Oregon State University); Washburn, L. (University of California, Santa Barbara); Caselle, J. E. (University of California, Santa Barbara); Carr, M. H. (University of California, Santa Cruz); Malone, D. P. (University of California, Santa Cruz); Raimondi, P. T. (University of California, Santa Cruz); Menge, B. A. (Oregon State University); Palumbi, S. R. (Stanford University)",51,17,,6.75,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2012.57.2.0582,https://app.dimensions.ai/details/publication/pub.1050908643,0602 Ecology; 0405 Oceanography; 06 Biological Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0405 Oceanography,06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences
35,100,pub.1046879808,10.1029/2011gl046729,,,Detection of marine methane emissions with AVIRIS band ratios,Geophysical Research Letters,,,2011-05,2011,38,10,n/a-n/a,All OA; Gold,Article,"Bradley, Eliza S.; Leifer, Ira; Roberts, Dar A.; Dennison, Philip E.; Washburn, Libe",,"Bradley, Eliza S. (University of California, Santa Barbara); Leifer, Ira (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Washburn, Libe (University of California, Santa Barbara)",25,9,,5.54,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011GL046729,https://app.dimensions.ai/details/publication/pub.1046879808,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
36,100,pub.1020538831,10.4319/lo.2011.56.3.0857,,,"Spatial variability of emergence, splash, surge, and submergence in wave‐exposed rocky‐shore ecosystems",Limnology and Oceanography,,,2011-05,2011,56,3,857-866,All OA; Gold,Article,"Mislan, K. A. S.; Blanchette, Carol A.; Broitman, Bernardo R.; Washburn, Libe",,"Mislan, K. A. S. (); Blanchette, Carol A. (University of California, Santa Barbara); Broitman, Bernardo R. (Catholic University of the North; Pontifical Catholic University of Chile); Washburn, Libe (University of California, Santa Barbara)",14,5,,1.47,http://onlinelibrary.wiley.com/doi/10.4319/lo.2011.56.3.0857/pdf,https://app.dimensions.ai/details/publication/pub.1020538831,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
37,100,pub.1022687615,10.1029/2010gl045453,,,Observations of internal wave packets propagating along‐shelf in northern Monterey Bay,Geophysical Research Letters,,,2011-01-16,2011,38,1,n/a-n/a,All OA; Gold,Article,"Woodson, C. B.; Barth, J. A.; Cheriton, O. M.; McManus, M. A.; Ryan, J. P.; Washburn, L.; Carden, K. N.; Cheng, B. S.; Fernandes, J.; Garske, L. E.; Gouhier, T. C.; Haupt, A. J.; Honey, K. T.; Hubbard, M. F.; Iles, A.; Kara, L.; Lynch, M. C.; Mahoney, B.; Pfaff, M.; Pinsky, M. L.; Robart, M. J.; Stewart, J. S.; Teck, S. J.; True, A.",,"Woodson, C. B. (Stanford University); Barth, J. A. (Oregon State University); Cheriton, O. M. (University of California, Santa Cruz); McManus, M. A. (University of Hawaii at Manoa); Ryan, J. P. (Monterey Bay Aquarium Research Institute); Washburn, L. (University of California, Santa Barbara); Carden, K. N. (University of California, Santa Barbara); Cheng, B. S. (University of California, Davis); Fernandes, J. (); Garske, L. E. (University of California, Davis); Gouhier, T. C. (Oregon State University); Haupt, A. J. (Stanford University); Honey, K. T. (Stanford University); Hubbard, M. F. (Codar Ocean Sensors (United States)); Iles, A. (Oregon State University); Kara, L. (); Lynch, M. C. (University of California, Santa Barbara); Mahoney, B. (University of California, Santa Cruz); Pfaff, M. (University of Cape Town); Pinsky, M. L. (Stanford University); Robart, M. J. (University of California, Davis); Stewart, J. S. (Stanford University); Teck, S. J. (University of California, Santa Barbara); True, A. (Georgia Institute of Technology)",24,2,,2.6,http://onlinelibrary.wiley.com/doi/10.1029/2010GL045453/pdf,https://app.dimensions.ai/details/publication/pub.1022687615,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
38,100,pub.1045342371,10.1029/2010jc006669,,,Mapping the U.S. West Coast surface circulation: A multiyear analysis of high‐frequency radar observations,Journal of Geophysical Research,,,2011,2011,116,C3,,All OA; Gold,Article,"Kim, Sung Yong; Terrill, Eric J.; Cornuelle, Bruce D.; Jones, Burt; Washburn, Libe; Moline, Mark A.; Paduan, Jeffrey D.; Garfield, Newell; Largier, John L.; Crawford, Greg; Kosro, P. Michael",,"Kim, Sung Yong (); Terrill, Eric J. (); Cornuelle, Bruce D. (); Jones, Burt (University of Southern California); Washburn, Libe (University of California, Santa Barbara); Moline, Mark A. (California Polytechnic State University); Paduan, Jeffrey D. (); Garfield, Newell (San Francisco State University); Largier, John L. (University of California, Davis); Crawford, Greg (Humboldt State University; Vancouver Island University); Kosro, P. Michael (Oregon State University)",54,14,,5.84,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010JC006669,https://app.dimensions.ai/details/publication/pub.1045342371,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
39,100,pub.1039710248,10.1029/2011jc007502,,,The propagating response of coastal circulation due to wind relaxations along the central California coast,Journal of Geophysical Research,,,2011,2011,116,C12,,All OA; Gold,Article,"Washburn, Libe; Fewings, Melanie R.; Melton, Christopher; Gotschalk, Chris",,"Washburn, Libe (University of California, Santa Barbara); Fewings, Melanie R. (University of California, Santa Barbara); Melton, Christopher (University of California, Santa Barbara); Gotschalk, Chris (University of California, Santa Barbara)",26,6,,2.81,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011JC007502,https://app.dimensions.ai/details/publication/pub.1039710248,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
40,100,pub.1030218395,10.1029/2011jc007397,,,Phytoplankton primary productivity in the Santa Barbara Channel: Effects of wind‐driven upwelling and mesoscale eddies,Journal of Geophysical Research,,,2011,2011,116,C12,,All OA; Gold,Article,"Brzezinski, Mark A.; Washburn, Libe",,"Brzezinski, Mark A. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara)",31,12,,3.35,http://onlinelibrary.wiley.com/doi/10.1029/2011JC007397/pdf,https://app.dimensions.ai/details/publication/pub.1030218395,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
41,100,pub.1051879979,10.1007/s10641-010-9698-6,,,Otolith elemental signatures reflect residency in coastal water masses,Environmental Biology of Fishes,,,2010-11,2010,89,3-4,341-356,All OA; Gold,Article,"Nishimoto, Mary M.; Washburn, Libe; Warner, Robert R.; Love, Milton S.; Paradis, Georges L.","Nishimoto, Mary M.","Nishimoto, Mary M. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara); Love, Milton S. (University of California, Santa Barbara); Paradis, Georges L. (University of California, Santa Barbara)",12,2,,1.12,https://link.springer.com/content/pdf/10.1007%2Fs10641-010-9698-6.pdf,https://app.dimensions.ai/details/publication/pub.1051879979,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
42,200,pub.1050064473,10.1007/s00367-010-0202-2,,,Erratum to: Variability of gas composition and flux intensity in natural marine hydrocarbon seeps,Geo-Marine Letters,,,2010-06,2010,30,3-4,389-389,All OA; Gold,Article,"Clark, Jordan F.; Washburn, Libe; Emery, Katherine Schwager","Clark, Jordan F.","Clark, Jordan F. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Emery, Katherine Schwager (University of California, Santa Barbara)",2,1,,0.24,https://link.springer.com/content/pdf/10.1007%2Fs00367-010-0202-2.pdf,https://app.dimensions.ai/details/publication/pub.1050064473,04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,04 Earth Sciences,0404 Geophysics,0405 Oceanography,,
43,100,pub.1047635441,10.1007/s00367-009-0167-1,,,Variability of gas composition and flux intensity in natural marine hydrocarbon seeps,Geo-Marine Letters,,,2010-06,2010,30,3-4,379-388,All OA; Gold,Article,"Clark, Jordan F.; Washburn, Libe; Schwager Emery, Katherine","Clark, Jordan F.","Clark, Jordan F. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Schwager Emery, Katherine (University of California, Santa Barbara)",26,3,,3.08,https://doi.org/10.1007/s00367-009-0167-1,https://app.dimensions.ai/details/publication/pub.1047635441,04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,04 Earth Sciences,0404 Geophysics,0405 Oceanography,,
44,100,pub.1012316573,10.1175/2009jtecho725.1,,,A Vector Geometry–Based Eddy Detection Algorithm and Its Application to a High-Resolution Numerical Model Product and High-Frequency Radar Surface Velocities in the Southern California Bight,Journal of Atmospheric and Oceanic Technology,,,2010-03,2010,27,3,564-579,"All OA; Green, Accepted & Submitted",Article,"Nencioli, Francesco; Dong, Changming; Dickey, Tommy; Washburn, Libe; McWilliams, James C.",,"Nencioli, Francesco (); Dong, Changming (); Dickey, Tommy (); Washburn, Libe (); McWilliams, James C. ()",169,59,,35,http://www.opl.ucsb.edu/tommy/pubs/frans2009JTECHO725.pdf,https://app.dimensions.ai/details/publication/pub.1012316573,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
45,100,pub.1093940152,10.1109/issnip.2009.5416773,,,Digital Moorea Cyberinfrastructure for Coral Reef Monitoring,,"2009 International Conference on Intelligent Sensors, Sensor Networks and Information Processing (ISSNIP)",,2009-12,2009,,,243-248,"All OA; Green, Accepted & Submitted",Proceeding,"Fountain, Tony; Tilak, Sameer; Shin, Peter; Holbrook, Sally; Schmitt, Russell J.; Brooks, Andrew; Washburn, Libe; Salazar, David",,"Fountain, Tony (University of California, San Diego); Tilak, Sameer (University of California, San Diego); Shin, Peter (University of California, San Diego); Holbrook, Sally (University of California, Santa Barbara); Schmitt, Russell J. (University of California, Santa Barbara); Brooks, Andrew (University of California, Santa Barbara); Washburn, Libe (University of California, San Diego); Salazar, David (University of California, San Diego)",3,0,,0.33,https://zenodo.org/record/1274598/files/article.pdf,https://app.dimensions.ai/details/publication/pub.1093940152,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
46,400,pub.1034020953,10.1021/es802586g,19544852,,"Weathering and the fallout plume of heavy oil from strong petroleum seeps near Coal Oil Point, CA.",Environmental Science & Technology,,"Biomarkers; California; Chromatography, Gas; Coal; Geologic Sediments; Hydrocarbons; Mass Spectrometry; Oils; Petroleum; Seawater; Water Pollutants, Chemical; Weather",2009-05-15,2009,43,10,3542-8,Closed,Article,"Farwell, Christopher; Reddy, Christopher M; Peacock, Emily; Nelson, Robert K; Washburn, Libe; Valentine, David L",,"Farwell, Christopher (University of California, Santa Barbara); Reddy, Christopher M (); Peacock, Emily (); Nelson, Robert K (); Washburn, Libe (); Valentine, David L ()",42,7,0.88,4.16,,https://app.dimensions.ai/details/publication/pub.1034020953,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
47,100,pub.1043003944,10.1029/2009jc005397,,,Wind relaxations and poleward flow events in a coastal upwelling system on the central California coast,Journal of Geophysical Research,,,2009,2009,114,C11,,All OA; Gold,Article,"Melton, Christopher; Washburn, Libe; Gotschalk, Chris",,"Melton, Christopher (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Gotschalk, Chris (University of California, Santa Barbara)",34,4,,7.71,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009JC005397,https://app.dimensions.ai/details/publication/pub.1043003944,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
48,100,pub.1004165774,10.1029/2009jc005623,,,Northern Monterey Bay upwelling shadow front: Observations of a coastally and surface‐trapped buoyant plume,Journal of Geophysical Research,,,2009,2009,114,C12,,All OA; Gold,Article,"Woodson, C. B.; Washburn, L.; Barth, J. A.; Hoover, D. J.; Kirincich, A. R.; McManus, M. A.; Ryan, J. P.; Tyburczy, J.",,"Woodson, C. B. (Stanford University; University of Hawaii at Manoa); Washburn, L. (University of California, Santa Barbara); Barth, J. A. (Oregon State University); Hoover, D. J. (United States Geological Survey); Kirincich, A. R. (); McManus, M. A. (University of Hawaii at Manoa); Ryan, J. P. (Monterey Bay Aquarium Research Institute); Tyburczy, J. (Oregon State University)",41,10,,3.33,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009JC005623,https://app.dimensions.ai/details/publication/pub.1004165774,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
49,100,pub.1049358701,10.1016/j.csr.2007.06.015,,,River plume patterns and dynamics within the Southern California Bight,Continental Shelf Research,,,2007-11,2007,27,19,2427-2448,Closed,Article,"Warrick, J.A.; DiGiacomo, P.M.; Weisberg, S.B.; Nezlin, N.P.; Mengel, M.; Jones, B.H.; Ohlmann, J.C.; Washburn, L.; Terrill, E.J.; Farnsworth, K.L.","Warrick, J.A.","Warrick, J.A. (); DiGiacomo, P.M. (); Weisberg, S.B. (Southern California Coastal Water Research Project); Nezlin, N.P. (Southern California Coastal Water Research Project); Mengel, M. (); Jones, B.H. (University of Southern California); Ohlmann, J.C. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara); Terrill, E.J. (); Farnsworth, K.L. ()",76,8,,6.23,,https://app.dimensions.ai/details/publication/pub.1049358701,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
50,100,pub.1026212388,10.1016/j.csr.2007.05.014,,,Local diurnal upwelling driven by sea breezes in northern Monterey Bay,Continental Shelf Research,,,2007-11,2007,27,18,2289-2302,Closed,Article,"Woodson, C.B.; Eerkes-Medrano, D.I.; Flores-Morales, A.; Foley, M.M.; Henkel, S.K.; Hessing-Lewis, M.; Jacinto, D.; Needles, L.; Nishizaki, M.T.; O’Leary, J.; Ostrander, C.E.; Pespeni, M.; Schwager, K.B.; Tyburczy, J.A.; Weersing, K.A.; Kirincich, A.R.; Barth, J.A.; McManus, M.A.; Washburn, L.","Woodson, C.B.","Woodson, C.B. (University of Hawaii at Manoa); Eerkes-Medrano, D.I. (Oregon State University); Flores-Morales, A. (Center for Scientific Research and Higher Education at Ensenada); Foley, M.M. (University of California, Santa Cruz); Henkel, S.K. (University of California, Santa Barbara); Hessing-Lewis, M. (Oregon State University); Jacinto, D. (University of Évora); Needles, L. (University of California, Santa Barbara); Nishizaki, M.T. (University of Washington); O’Leary, J. (University of California, Santa Cruz); Ostrander, C.E. (University of Hawaii at Manoa); Pespeni, M. (Stanford University); Schwager, K.B. (University of California, Santa Barbara); Tyburczy, J.A. (Oregon State University); Weersing, K.A. (University of Hawaii at Manoa); Kirincich, A.R. (Oregon State University); Barth, J.A. (Oregon State University); McManus, M.A. (University of Hawaii at Manoa); Washburn, L. (University of California, Santa Barbara)",49,5,,4.02,,https://app.dimensions.ai/details/publication/pub.1026212388,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
51,100,pub.1040253171,10.4319/lo.2007.52.5.1748,,,Mechanisms for nutrient delivery to the inner shelf: Observations from the Santa Barbara Channel,Limnology and Oceanography,,,2007-09,2007,52,5,1748-1766,All OA; Gold,Article,"McPhee-Shaw, Erika E.; Siegel, David A.; Washburn, Libe; Brzezinski, Mark A.; Jones, Janice L.; Leydecker, Al; Melack, John",,"McPhee-Shaw, Erika E. (California State University Los Angeles); Siegel, David A. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara); Leydecker, Al (University of California, Santa Barbara); Melack, John (University of California, Santa Barbara)",62,11,,5.08,http://onlinelibrary.wiley.com/doi/10.4319/lo.2007.52.5.1748/pdf,https://app.dimensions.ai/details/publication/pub.1040253171,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
52,100,pub.1019920400,10.1175/jtech1998.1,,,Interpretation of Coastal HF Radar–Derived Surface Currents with High-Resolution Drifter Data,Journal of Atmospheric and Oceanic Technology,,,2007-04,2007,24,4,666-680,Closed,Article,"Ohlmann, Carter; White, Peter; Washburn, Libe; Emery, Brian; Terrill, Eric; Otero, Mark",,"Ohlmann, Carter (); White, Peter (); Washburn, Libe (); Emery, Brian (); Terrill, Eric (); Otero, Mark ()",83,13,,10.55,,https://app.dimensions.ai/details/publication/pub.1019920400,0911 Maritime Engineering; 09 Engineering; 0405 Oceanography; 04 Earth Sciences; 0401 Atmospheric Sciences,0911 Maritime Engineering,09 Engineering,0405 Oceanography,04 Earth Sciences,0401 Atmospheric Sciences
53,400,pub.1030731963,10.1073/pnas.0700462104,17360419,PMC1805484,Delayed upwelling alters nearshore coastal ocean ecosystems in the northern California current,Proceedings of the National Academy of Sciences,,Animals; Biomass; California; Carbon; Chlorophyll; Chlorophyll A; Ecology; Ecosystem; Food Chain; Marine Biology; Mytilus; Oceans and Seas; Oregon; Phytoplankton; Temperature; Thoracica,2007-03-06,2007,104,10,3719-3724,All OA; Gold,Article,"Barth, John A.; Menge, Bruce A.; Lubchenco, Jane; Chan, Francis; Bane, John M.; Kirincich, Anthony R.; McManus, Margaret A.; Nielsen, Karina J.; Pierce, Stephen D.; Washburn, Libe",,"Barth, John A. (Oregon State University); Menge, Bruce A. (Oregon State University); Lubchenco, Jane (Oregon State University); Chan, Francis (Oregon State University); Bane, John M. (University of North Carolina System); Kirincich, Anthony R. (Oregon State University); McManus, Margaret A. (); Nielsen, Karina J. (Sonoma State University); Pierce, Stephen D. (Oregon State University); Washburn, Libe (University of California, Santa Barbara)",196,21,0.85,16.22,http://www.pnas.org/content/104/10/3719.full.pdf,https://app.dimensions.ai/details/publication/pub.1030731963,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
54,100,pub.1010327485,10.1029/2007gl031344,,,"Dissolved methane distributions and air‐sea flux in the plume of a massive seep field, Coal Oil Point, California",Geophysical Research Letters,,,2007,2007,34,22,,All OA; Gold,Article,"Mau, Susan; Valentine, David L.; Clark, Jordan F.; Reed, Justin; Camilli, Richard; Washburn, Libe",,"Mau, Susan (University of California, Santa Barbara; Kiel University); Valentine, David L. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Reed, Justin (University of California, Santa Barbara); Camilli, Richard (Woods Hole Oceanographic Institution); Washburn, Libe (University of California, Santa Barbara)",75,14,,7.19,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007GL031344,https://app.dimensions.ai/details/publication/pub.1010327485,0405 Oceanography; 09 Engineering; 04 Earth Sciences; 0907 Environmental Engineering,0405 Oceanography,09 Engineering,04 Earth Sciences,0907 Environmental Engineering,
55,200,pub.1071178796,10.3354/meps327119,,,"Circulation and environmental conditions during a toxigenic Pseudo-nitzschia australis bloom in the Santa Barbara Channel, California",Marine Ecology Progress Series,,,2006-12-07,2006,327,,119-133,All OA; Gold,Article,"Anderson, CR; Brzezinski, MA; Washburn, L; Kudela, R",,"Anderson, CR (); Brzezinski, MA (); Washburn, L (); Kudela, R ()",79,18,,7.4,https://www.int-res.com/articles/meps2007/327/m327p119.pdf,https://app.dimensions.ai/details/publication/pub.1071178796,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
