,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Laura L Hess. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
32,100,pub.1000271543,10.1080/01431160110092687,,,Geocoded digital videography for validation of land cover mapping in the Amazon basin,International Journal of Remote Sensing,,,2002-01,2002,23,7,1527-1555,Closed,Article,"Hess, L. L.; Novo, E. M. L. M.; Slaymaker, D. M.; Holt, J.; Steffen, C.; Valeriano, D. M.; Mertes, L. A. K.; Krug, T.; Melack, J. M.; Gastil, M.; Holmes, C.; Hayward, C.",,"Hess, L. L. (); Novo, E. M. L. M. (); Slaymaker, D. M. (); Holt, J. (); Steffen, C. (); Valeriano, D. M. (); Mertes, L. A. K. (); Krug, T. (); Melack, J. M. (); Gastil, M. (); Holmes, C. (); Hayward, C. ()",36,1,,5.61,,https://app.dimensions.ai/details/publication/pub.1000271543,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
33,100,pub.1006735966,10.1029/2001gl012962,,,Water level changes in a large Amazon lake measured with spaceborne radar interferometry and altimetry,Geophysical Research Letters,,,2001-07-15,2001,28,14,2671-2674,All OA; Gold,Article,"Alsdorf, Doug; Birkett, Charon; Dunne, Thomas; Melack, John; Hess, Laura",,"Alsdorf, Doug (University of California, Santa Barbara); Birkett, Charon (Goddard Space Flight Center); Dunne, Thomas (); Melack, John (); Hess, Laura (University of California, Santa Barbara)",87,13,,9.43,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001GL012962,https://app.dimensions.ai/details/publication/pub.1006735966,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
34,400,pub.1045159954,10.1038/35004560,10724167,,Interferometric radar measurements of water level changes on the Amazon flood plain,Nature,,,2000-03,2000,404,6774,174-177,Closed,Article,"Alsdorf, Douglas E.; Melack, John M.; Dunne, Thomas; Mertes, Leal A. K.; Hess, Laura L.; Smith, Laurence C.","Alsdorf, Douglas E.","Alsdorf, Douglas E. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara); Mertes, Leal A. K. (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara); Smith, Laurence C. (University of California Los Angeles)",192,30,0.2,23.18,,https://app.dimensions.ai/details/publication/pub.1045159954,09 Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering,
35,100,pub.1061162511,10.1109/36.885210,,,A continental-scale mosaic of the Amazon basin using JERS-1 SAR,IEEE Transactions on Geoscience and Remote Sensing,,,2000,2000,38,6,2638-2644,Closed,Article,"Siqueira, P.; Hensley, S.; Shaffer, S.; Hess, L.; McGarragh, G.; Chapman, B.; Freeman, A.",,"Siqueira, P. (Jet Propulsion Lab); Hensley, S. (); Shaffer, S. (); Hess, L. (); McGarragh, G. (); Chapman, B. (); Freeman, A. ()",41,1,,6.58,,https://app.dimensions.ai/details/publication/pub.1061162511,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
36,100,pub.1094484295,10.1109/igarss.1998.703758,,,Mapping floodplain vegetation in the central Amazon basin with multi-temporal SIR-C data,,IGARSS '98. Sensing and Managing the Environment. 1998 IEEE International Geoscience and Remote Sensing. Symposium Proceedings. (Cat. No.98CH36174),,1998,1998,4,,2115 vol.4,Closed,Proceeding,"Hess, L.L.; Malack, J.M.",,"Hess, L.L. (University of California, Santa Barbara); Malack, J.M. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1094484295,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
37,100,pub.1094299735,10.1109/igarss.1998.699602,,,Large-scale vegetation features of the Amazon basin visible on the JERS-1 low-water Amazon mosaic,,IGARSS '98. Sensing and Managing the Environment. 1998 IEEE International Geoscience and Remote Sensing. Symposium Proceedings. (Cat. No.98CH36174),,1998,1998,2,,843-846 vol.2,"All OA; Green, Accepted & Submitted",Proceeding,"Hess, L.L.; Novo, E.M.L.M.; Valeriano, D.M.; Holt, J.W.; Melack, J.M.",,"Hess, L.L. (University of California, Santa Barbara); Novo, E.M.L.M. (); Valeriano, D.M. (); Holt, J.W. (); Melack, J.M. ()",3,1,,,http://urlib.net/sid.inpe.br/iris@1912/2005/07.19.21.07.17,https://app.dimensions.ai/details/publication/pub.1094299735,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
38,100,pub.1042416464,10.1016/0034-4257(95)00140-9,,,Understanding the radar backscattering from flooded and nonflooded Amazonian forests: Results from canopy backscatter modeling,Remote Sensing of Environment,,,1995-12,1995,54,3,324-332,Closed,Article,"Wang, Yong; Hess, Laura L.; Filoso, Solange; Melack, John M.","Wang, Yong","Wang, Yong (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara); Filoso, Solange (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",124,9,,,,https://app.dimensions.ai/details/publication/pub.1042416464,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
39,100,pub.1061161292,10.1109/36.406675,,,Delineation of inundated area and vegetation along the Amazon floodplain with the SIR-C synthetic aperture radar,IEEE Transactions on Geoscience and Remote Sensing,,,1995-07,1995,33,4,896-904,Closed,Article,"Hess, L.L.; Melack, J.M.; Filoso, S.; Wang, Yong",,"Hess, L.L. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara); Filoso, S. (); Wang, Yong ()",295,29,,,,https://app.dimensions.ai/details/publication/pub.1061161292,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
40,100,pub.1023372979,10.1080/02757259409532240,,,Remote sensing of lakes and floodplains in the Amazon basin,Remote Sensing Reviews,,,1994-07,1994,10,1-3,127-142,Closed,Article,"Melack, John M.; Hess, Laura L.; Sippel, Suzanne",,"Melack, John M. (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara); Sippel, Suzanne (University of California, Santa Barbara)",23,2,,,,https://app.dimensions.ai/details/publication/pub.1023372979,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
41,100,pub.1095265337,10.1109/igarss.1994.399343,,,"Canopy penetration studies: modeled radar backscatter from Amazon floodplain forests at C-, L-, and P-band",,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,2,,1060-1062 vol.2,Closed,Proceeding,"Wang, Yong; Hess, L.L.; Filoso, S.; Melack, J.M.",,"Wang, Yong (University of California, Santa Barbara); Hess, L.L. (University of California, Santa Barbara); Filoso, S. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara)",4,1,,,,https://app.dimensions.ai/details/publication/pub.1095265337,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
42,100,pub.1094780445,10.1109/igarss.1994.399347,,,Mapping of floodplain inundation with multi-frequency polarimetric SAR: Use of a tree-based model,,Proceedings of IGARSS '94 - 1994 IEEE International Geoscience and Remote Sensing Symposium,,1994,1994,2,,1072-1073 vol.2,Closed,Proceeding,"Hess, L.L.; Melack, J.M.; Davis, F.W.",,"Hess, L.L. (University of California, Santa Barbara); Melack, J.M. (University of California, Santa Barbara); Davis, F.W. (University of California, Santa Barbara)",6,2,,,,https://app.dimensions.ai/details/publication/pub.1094780445,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
43,100,pub.1034618399,10.1080/01431169008955095,,,Radar detection of flooding beneath the forest canopy: a review,International Journal of Remote Sensing,,,1990-07,1990,11,7,1313-1325,Closed,Article,"HESS, LAURA L.; MELACK, JOHN M.; SIMONETT, DAVID S.",,"HESS, LAURA L. (University of California, Santa Barbara); MELACK, JOHN M. (University of California, Santa Barbara); SIMONETT, DAVID S. (University of California, Santa Barbara)",252,31,,,,https://app.dimensions.ai/details/publication/pub.1034618399,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
44,200,pub.1086314406,10.1109/igarss.1990.688535,,,Dielectric Properties Of Two Western Coniferous Tree Species,,10th Annual International Symposium on Geoscience and Remote Sensing,,1990,1990,,,503-503,Closed,Proceeding,"Hess, L.; Simonett, D.S.",,"Hess, L. (University of California System); Simonett, D.S. ()",5,0,,,,https://app.dimensions.ai/details/publication/pub.1086314406,,,,,,
