,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Galen D Stucky. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
48,200,pub.1018005490,10.1016/j.micromeso.2013.08.019,,,Corrigendum to “Lithium storage performance in ordered mesoporous MoS2 electrode material” [Microporous and Mesoporous Materials 151 (2012) 418–423],Microporous and Mesoporous Materials,,,2014-09,2014,196,,359,Closed,Article,"Fang, Xiangpeng; Yu, Xiqian; Liao, Saifen; Shi, Yifeng; Hu, Yong-Sheng; Wang, Zhaoxiang; Stucky, Galen D.; Chen, Liquan","Shi, Yifeng","Fang, Xiangpeng (Institute of Physics); Yu, Xiqian (Institute of Physics); Liao, Saifen (Hangzhou Normal University); Shi, Yifeng (Hangzhou Normal University); Hu, Yong-Sheng (Institute of Physics); Wang, Zhaoxiang (Institute of Physics); Stucky, Galen D. (University of California, Santa Barbara); Chen, Liquan (Institute of Physics; Chonnam National University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1018005490,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
49,400,pub.1004928705,10.1021/am405025n,24524220,,Sulfur-functionalized mesoporous carbons as sulfur hosts in Li-S batteries: increasing the affinity of polysulfide intermediates to enhance performance.,ACS Applied Materials & Interfaces,,,2014-07-23,2014,6,14,10908-16,"All OA; Green, Accepted & Submitted",Article,"See, Kimberly A; Jun, Young-Si; Gerbec, Jeffrey A; Sprafke, Johannes K; Wudl, Fred; Stucky, Galen D; Seshadri, Ram",,"See, Kimberly A (University of California, Santa Barbara); Jun, Young-Si (); Gerbec, Jeffrey A (); Sprafke, Johannes K (); Wudl, Fred (); Stucky, Galen D (); Seshadri, Ram ()",59,20,1.33,11.47,https://authors.library.caltech.edu/86887/2/am405025n_si_001.pdf,https://app.dimensions.ai/details/publication/pub.1004928705,0912 Materials Engineering; 09 Engineering; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),
50,200,pub.1006484529,10.1021/ja506344k,,,"Correction to “Nonionic Triblock and Star Diblock Copolymer and Oligomeric Surfactant Syntheses of Highly Ordered, Hydrothermally Stable, Mesoporous Silica Structures”",Journal of the American Chemical Society,,,2014-07-23,2014,136,29,10546-10546,Closed,Article,"Zhao, Dongyuan; Huo, Qisheng; Feng, Jianglin; Chmelka, Bradley F.; Stucky, Galen D.",,"Zhao, Dongyuan (); Huo, Qisheng (); Feng, Jianglin (); Chmelka, Bradley F. (); Stucky, Galen D. ()",15,6,,,,https://app.dimensions.ai/details/publication/pub.1006484529,03 Chemical Sciences,03 Chemical Sciences,,,,
51,400,pub.1056220842,10.1021/nl501692p,24936880,,Superior cathode of sodium-ion batteries: orthorhombic V₂O₅ nanoparticles generated in nanoporous carbon by ambient hydrolysis deposition.,Nano Letters,,,2014-07-09,2014,14,7,4119-24,Closed,Article,"Raju, Vadivukarasi; Rains, Jordan; Gates, Cooper; Luo, Wei; Wang, Xingfeng; Stickle, William F.; Stucky, Galen D.; Ji, Xiulei",,"Raju, Vadivukarasi (Oregon State University); Rains, Jordan (Oregon State University); Gates, Cooper (Oregon State University); Luo, Wei (Oregon State University); Wang, Xingfeng (Oregon State University); Stickle, William F. (Hewlett-Packard (United States)); Stucky, Galen D. (University of California, Santa Barbara); Ji, Xiulei (Oregon State University)",107,33,2.09,20.8,,https://app.dimensions.ai/details/publication/pub.1056220842,0912 Materials Engineering; 09 Engineering; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),
52,400,pub.1035525255,10.1021/nn501379r,24861280,,On the plasmonic photovoltaic.,ACS Nano,,,2014-06-24,2014,8,6,6066-73,Closed,Article,"Mubeen, Syed; Lee, Joun; Lee, Woo-ram; Singh, Nirala; Stucky, Galen D.; Moskovits, Martin",,"Mubeen, Syed (University of California, Santa Barbara); Lee, Joun (University of California, Santa Barbara); Lee, Woo-ram (University of California, Santa Barbara); Singh, Nirala (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Moskovits, Martin (University of California, Santa Barbara)",68,15,3.02,12.5,,https://app.dimensions.ai/details/publication/pub.1035525255,10 Technology; 03 Chemical Sciences; 1007 Nanotechnology; 0306 Physical Chemistry (incl. Structural),10 Technology,03 Chemical Sciences,1007 Nanotechnology,0306 Physical Chemistry (incl. Structural),
53,100,pub.1034699098,10.1002/chin.201419019,,,ChemInform Abstract: Rapid Microwave Preparation and ab initio Studies of the Stability of the Complex Noble Metal Oxides La2BaPdO5 and La2BaPtO5.,ChemInform,,,2014-05-13,2014,45,19,no-no,Closed,Article,"Misch, Lauren M.; Brgoch, Jakoah; Birkel, Alexander; Mates, Thomas E.; Stucky, Galen D.; Seshadri, Ram",,"Misch, Lauren M. (University of California, Santa Barbara); Brgoch, Jakoah (University of California, Santa Barbara); Birkel, Alexander (University of California, Santa Barbara); Mates, Thomas E. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Seshadri, Ram (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1034699098,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
54,400,pub.1003515099,10.1002/adma.201304419,24474071,,Hot Carrier Filtering in Solution Processed Heterostructures: A Paradigm for Improving Thermoelectric Efficiency,Advanced Materials,,,2014-05,2014,26,17,2755-2761,"All OA; Green, Accepted & Submitted",Article,"Zhang, Yichi; Bahk, Je‐Hyeong; Lee, Joun; Birkel, Christina S.; Snedaker, Matthew L.; Liu, Deyu; Zeng, Hongmei; Moskovits, Martin; Shakouri, Ali; Stucky, Galen D.",,"Zhang, Yichi (University of California, Santa Barbara); Bahk, Je‐Hyeong (Purdue University West Lafayette); Lee, Joun (University of California, Santa Barbara); Birkel, Christina S. (University of California, Santa Barbara); Snedaker, Matthew L. (University of California, Santa Barbara); Liu, Deyu (University of California, Santa Barbara); Zeng, Hongmei (University of California, Santa Barbara); Moskovits, Martin (University of California, Santa Barbara); Shakouri, Ali (Purdue University West Lafayette; University of California, Santa Cruz); Stucky, Galen D. (University of California, Santa Barbara)",34,14,0.41,8.4,https://escholarship.org/content/qt6nv7n9fp/qt6nv7n9fp.pdf?t=p8s0gw,https://app.dimensions.ai/details/publication/pub.1003515099,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
55,100,pub.1040613688,10.1016/j.carbon.2013.12.065,,,Sulfur infiltrated mesoporous graphene–silica composite as a polysulfide retaining cathode material for lithium–sulfur batteries,Carbon,,,2014-04,2014,69,Nat Mater 8 2009,543-551,"All OA; Green, Accepted & Submitted",Article,"Kim, Kyoung Hwan; Jun, Young-Si; Gerbec, Jeffrey A.; See, Kimberly A.; Stucky, Galen D.; Jung, Hee-Tae","Jung, Hee-Tae","Kim, Kyoung Hwan (Korea Advanced Institute of Science and Technology; University of California, Santa Barbara); Jun, Young-Si (University of California, Santa Barbara); Gerbec, Jeffrey A. (); See, Kimberly A. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Jung, Hee-Tae (Korea Advanced Institute of Science and Technology)",45,13,,8.75,https://authors.library.caltech.edu/86886/2/1-s2.0-S0008622313012207-mmc1.pdf,https://app.dimensions.ai/details/publication/pub.1040613688,0912 Materials Engineering; 09 Engineering; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),
56,200,pub.1032174406,10.1002/chin.201412229,,,ChemInform Abstract: Heterostructured Approaches to Efficient Thermoelectric Materials,ChemInform,,,2014-03-25,2014,45,12,no-no,Closed,Article,"Zhang, Yichi; Stucky, Galen D.",,"Zhang, Yichi (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1032174406,,,,,,
57,400,pub.1055566325,10.1021/ic4030124,24517630,,Rapid microwave preparation and ab initio studies of the stability of the complex noble metal oxides La2BaPdO5 and La2BaPtO5.,Inorganic Chemistry,,,2014-03-03,2014,53,5,2628-34,Closed,Article,"Misch, Lauren M.; Brgoch, Jakoah; Birkel, Alexander; Mates, Thomas E.; Stucky, Galen D.; Seshadri, Ram",,"Misch, Lauren M. (University of California, Santa Barbara); Brgoch, Jakoah (University of California, Santa Barbara); Birkel, Alexander (University of California, Santa Barbara); Mates, Thomas E. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Seshadri, Ram (University of California, Santa Barbara)",5,1,0.05,0.75,,https://app.dimensions.ai/details/publication/pub.1055566325,03 Chemical Sciences; 0302 Inorganic Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,,,
58,100,pub.1019429527,10.1016/j.gca.2013.12.006,,,Pyrophosphate synthesis in iron mineral films and membranes simulating prebiotic submarine hydrothermal precipitates,Geochimica et Cosmochimica Acta,,,2014-03,2014,128,,1-12,Closed,Article,"Barge, Laura M.; Doloboff, Ivria J.; Russell, Michael J.; VanderVelde, David; White, Lauren M.; Stucky, Galen D.; Baum, Marc M.; Zeytounian, John; Kidd, Richard; Kanik, Isik","Barge, Laura M.","Barge, Laura M. (California Institute of Technology); Doloboff, Ivria J. (California Institute of Technology); Russell, Michael J. (California Institute of Technology); VanderVelde, David (California Institute of Technology); White, Lauren M. (California Institute of Technology; University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Baum, Marc M. (Oak Crest Institute of Science); Zeytounian, John (University of Southern California); Kidd, Richard (California Institute of Technology); Kanik, Isik (California Institute of Technology)",23,5,,3.58,,https://app.dimensions.ai/details/publication/pub.1019429527,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
59,200,pub.1058089142,10.1063/1.4862955,,,Phase stability and property evolution of biphasic Ti–Ni–Sn alloys for use in thermoelectric applications,Journal of Applied Physics,,,2014-01-28,2014,115,4,043720,"All OA; Green, Accepted & Submitted",Article,"Douglas, Jason E.; Birkel, Christina S.; Verma, Nisha; Miller, Victoria M.; Miao, Mao-Sheng; Stucky, Galen D.; Pollock, Tresa M.; Seshadri, Ram",,"Douglas, Jason E. (); Birkel, Christina S. (); Verma, Nisha (); Miller, Victoria M. (); Miao, Mao-Sheng (); Stucky, Galen D. (); Pollock, Tresa M. (); Seshadri, Ram ()",46,15,,,https://escholarship.org/content/qt3jq8t4td/qt3jq8t4td.pdf?t=p9hp1m,https://app.dimensions.ai/details/publication/pub.1058089142,09 Engineering; 02 Physical Sciences; 01 Mathematical Sciences,09 Engineering,02 Physical Sciences,01 Mathematical Sciences,,
60,200,pub.1055415574,10.1021/cm402150j,,,Heterostructured Approaches to Efficient Thermoelectric Materials,Chemistry of Materials,,,2014-01-14,2014,26,1,837-848,"All OA; Green, Published",Article,"Zhang, Yichi; Stucky, Galen D.",,"Zhang, Yichi (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",53,15,,,https://escholarship.org/content/qt6q95j55s/qt6q95j55s.pdf?t=p9hood,https://app.dimensions.ai/details/publication/pub.1055415574,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
61,400,pub.1052122763,10.1039/c4an00975d,25050480,,Electrochemical enzymatic biosensor with long-term stability using hybrid mesoporous membrane,Analyst,,"Acetylcholine; Acetylcholinesterase; Animals; Biosensing Techniques; Electrochemical Techniques; Electrophorus; Enzymes, Immobilized; Equipment Design; Limit of Detection; Membranes, Artificial; Organophosphorus Compounds; Pesticides; Porosity; Silicon Dioxide",2014,2014,139,18,4654-4660,Closed,Article,"Itoh, Tetsuji; Shimomura, Takeshi; Hayashi, Akari; Yamaguchi, Akira; Teramae, Norio; Ono, Masatoshi; Tsunoda, Tatsuo; Mizukami, Fujio; Stucky, Galen D.; Hanaoka, Taka-aki",,"Itoh, Tetsuji (National Institute of Advanced Industrial Science and Technology; University of California, Santa Barbara); Shimomura, Takeshi (Funai Electric (Japan)); Hayashi, Akari (Kyushu University); Yamaguchi, Akira (Ibaraki University); Teramae, Norio (Tohoku University); Ono, Masatoshi (Funai Electric (Japan)); Tsunoda, Tatsuo (National Institute of Advanced Industrial Science and Technology); Mizukami, Fujio (National Institute of Advanced Industrial Science and Technology); Stucky, Galen D. (University of California, Santa Barbara); Hanaoka, Taka-aki (National Institute of Advanced Industrial Science and Technology)",15,5,0.3,3.15,,https://app.dimensions.ai/details/publication/pub.1052122763,03 Chemical Sciences; 0301 Analytical Chemistry; 0399 Other Chemical Sciences,03 Chemical Sciences,0301 Analytical Chemistry,0399 Other Chemical Sciences,,
62,400,pub.1045806599,10.1039/c3an01648j,24343373,,Integrated approach to evaluating the toxicity of novel cysteine-capped silver nanoparticles to Escherichia coli and Pseudomonas aeruginosa,Analyst,,"Cysteine; Dose-Response Relationship, Drug; Escherichia coli; Metal Nanoparticles; Microscopy, Electron, Transmission; Pseudomonas aeruginosa; Reactive Oxygen Species; Silver; Spectrophotometry, Infrared; Spectrophotometry, Ultraviolet",2014,2014,139,5,954-963,Closed,Article,"Priester, John H.; Singhal, Aditi; Wu, Binghui; Stucky, Galen D.; Holden, Patricia A.",,"Priester, John H. (University of California, Santa Barbara); Singhal, Aditi (University of California, Santa Barbara); Wu, Binghui (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",29,13,1.77,6.09,,https://app.dimensions.ai/details/publication/pub.1045806599,03 Chemical Sciences; 0301 Analytical Chemistry; 0399 Other Chemical Sciences,03 Chemical Sciences,0301 Analytical Chemistry,0399 Other Chemical Sciences,,
63,400,pub.1031664058,10.1039/c3dt52404c,24280775,,"Rapid microwave-assisted sol–gel preparation of Pd-substituted LnFeO 3 (Ln = Y, La): phase formation and catalytic activity",Dalton Transactions,,,2014,2014,43,5,2079-2087,Closed,Article,"Misch, Lauren M; Birkel, Alexander; Figg, C Adrian; Fors, Brett P; Hawker, Craig J; Stucky, Galen D; Seshadri, Ram",,"Misch, Lauren M (University of California, Santa Barbara); Birkel, Alexander (); Figg, C Adrian (); Fors, Brett P (); Hawker, Craig J (); Stucky, Galen D (); Seshadri, Ram ()",5,0,0.34,0.77,,https://app.dimensions.ai/details/publication/pub.1031664058,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
64,100,pub.1043363129,10.1039/c4ta01395f,,,Enhanced thermoelectric properties of the n-type Magnéli phase WO 2.90 : reduced thermal conductivity through microstructure engineering,Journal of Materials Chemistry A,,,2014,2014,2,33,13492-13497,Closed,Article,"Kieslich, Gregor; Burkhardt, Ulrich; Birkel, Christina S.; Veremchuk, Igor; Douglas, Jason E.; Gaultois, Michael W.; Lieberwirth, Ingo; Seshadri, Ram; Stucky, Galen D.; Grin, Yuri; Tremel, Wolfgang",,"Kieslich, Gregor (); Burkhardt, Ulrich (Max Planck Institute for Chemical Physics of Solids); Birkel, Christina S. (University of California, Santa Barbara); Veremchuk, Igor (Max Planck Institute for Chemical Physics of Solids); Douglas, Jason E. (University of California, Santa Barbara); Gaultois, Michael W. (University of California, Santa Barbara); Lieberwirth, Ingo (Max Planck Institute for Polymer Research); Seshadri, Ram (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Grin, Yuri (Max Planck Institute for Chemical Physics of Solids); Tremel, Wolfgang ()",7,2,,0.92,,https://app.dimensions.ai/details/publication/pub.1043363129,03 Chemical Sciences; 0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0303 Macromolecular and Materials Chemistry,,,
65,100,pub.1040987159,10.1149/2.058406jes,,,A Hybrid Redox-Supercapacitor System with Anionic Catholyte and Cationic Anolyte,Journal of The Electrochemical Society,,,2014,2014,161,6,a1090-a1093,"All OA; Green, Accepted & Submitted",Article,"Wang, B.; Maciá-Agulló, J. A.; Prendiville, D. G.; Zheng, X.; Liu, D.; Zhang, Y.; Boettcher, S. W.; Ji, X.; Stucky, G. D.",,"Wang, B. (Oregon State University); Maciá-Agulló, J. A. (University of California, Santa Barbara; Instituto Nacional del Carbón); Prendiville, D. G. (University of California, Santa Barbara); Zheng, X. (University of California, Santa Barbara); Liu, D. (University of California, Santa Barbara); Zhang, Y. (University of California, Santa Barbara); Boettcher, S. W. (University of Oregon); Ji, X. (Oregon State University); Stucky, G. D. (University of California, Santa Barbara)",17,11,,2.62,https://escholarship.org/content/qt3546q6g4/qt3546q6g4.pdf?t=p8s080,https://app.dimensions.ai/details/publication/pub.1040987159,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
66,100,pub.1020628231,10.1039/c3ta14030j,,,Template-free synthesis of high surface area nitrogen-rich carbon microporous spheres and their hydrogen uptake capacity,Journal of Materials Chemistry A,,,2014,2014,2,7,2227-2232,Closed,Article,"Kim, Yun; Suh, Won Hyuk; Choi, Jung Hoon; Yi, Yoo Soo; Lee, Sung Keun; Stucky, Galen D.; Kang, Jeung Ku",,"Kim, Yun (Korea Advanced Institute of Science and Technology; University of California, Santa Barbara); Suh, Won Hyuk (University of California, Santa Barbara; Temple University); Choi, Jung Hoon (Korea Advanced Institute of Science and Technology); Yi, Yoo Soo (Seoul National University); Lee, Sung Keun (Seoul National University); Stucky, Galen D. (University of California, Santa Barbara); Kang, Jeung Ku (Korea Advanced Institute of Science and Technology)",11,3,,1.7,,https://app.dimensions.ai/details/publication/pub.1020628231,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
67,200,pub.1055415554,10.1021/cm401990c,,,Silicon-Based Thermoelectrics Made from a Boron-Doped Silicon Dioxide Nanocomposite,Chemistry of Materials,,,2013-12-23,2013,25,24,4867-4873,"All OA; Green, Accepted & Submitted",Article,"Snedaker, Matthew L.; Zhang, Yichi; Birkel, Christina S.; Wang, Heng; Day, Tristan; Shi, Yifeng; Ji, Xiulei; Kraemer, Stephan; Mills, Carolyn E.; Moosazadeh, Armin; Moskovits, Martin; Snyder, G. Jeffrey; Stucky, Galen D.",,"Snedaker, Matthew L. (University of California, Santa Barbara); Zhang, Yichi (University of California, Santa Barbara); Birkel, Christina S. (University of California, Santa Barbara); Wang, Heng (California Institute of Technology); Day, Tristan (California Institute of Technology); Shi, Yifeng (Hangzhou Normal University); Ji, Xiulei (Oregon State University); Kraemer, Stephan (University of California, Santa Barbara); Mills, Carolyn E. (University of California, Santa Barbara); Moosazadeh, Armin (University of California, Santa Barbara); Moskovits, Martin (University of California, Santa Barbara); Snyder, G. Jeffrey (California Institute of Technology); Stucky, Galen D. (University of California, Santa Barbara)",11,8,,,https://authors.library.caltech.edu/43625/7/cm401990c_si_001.pdf,https://app.dimensions.ai/details/publication/pub.1055415554,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
68,100,pub.1013228275,10.1016/j.solidstatesciences.2013.09.005,,,"Influence of Ni nanoparticle addition and spark plasma sintering on the TiNiSn–Ni system: Structure, microstructure, and thermoelectric properties",Solid State Sciences,,,2013-12,2013,26,,16-22,"All OA; Green, Accepted & Submitted",Article,"Birkel, Christina S.; Douglas, Jason E.; Lettiere, Bethany R.; Seward, Gareth; Zhang, Yichi; Pollock, Tresa M.; Seshadri, Ram; Stucky, Galen D.","Stucky, Galen D.","Birkel, Christina S. (University of California, Santa Barbara); Douglas, Jason E. (University of California, Santa Barbara); Lettiere, Bethany R. (University of California, Santa Barbara); Seward, Gareth (University of California, Santa Barbara); Zhang, Yichi (University of California, Santa Barbara); Pollock, Tresa M. (University of California, Santa Barbara); Seshadri, Ram (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara)",11,6,,1.58,https://escholarship.org/content/qt4653w61b/qt4653w61b.pdf?t=p8s01n,https://app.dimensions.ai/details/publication/pub.1013228275,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
69,400,pub.1039427810,10.1002/anie.201304034,24038778,,Three‐Dimensional Macroscopic Assemblies of Low‐Dimensional Carbon Nitrides for Enhanced Hydrogen Evolution,Angewandte Chemie International Edition,,,2013-10-11,2013,52,42,11083-11087,"All OA; Green, Accepted & Submitted",Article,"Jun, Young‐Si; Park, Jihee; Lee, Sun Uk; Thomas, Arne; Hong, Won Hi; Stucky, Galen D.",,"Jun, Young‐Si (University of California, Santa Barbara); Park, Jihee (University of California, Santa Barbara); Lee, Sun Uk (Korea Advanced Institute of Science and Technology); Thomas, Arne (Technical University of Berlin); Hong, Won Hi (Korea Advanced Institute of Science and Technology); Stucky, Galen D. (University of California, Santa Barbara)",149,47,2.79,21.79,https://escholarship.org/content/qt30j3q1p3/qt30j3q1p3.pdf?t=p98n5s,https://app.dimensions.ai/details/publication/pub.1039427810,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
70,100,pub.1036709677,10.1002/ange.201304034,,,Three‐Dimensional Macroscopic Assemblies of Low‐Dimensional Carbon Nitrides for Enhanced Hydrogen Evolution ,Angewandte Chemie,,,2013-10-11,2013,125,42,11289-11293,"All OA; Green, Accepted & Submitted",Article,"Jun, Young‐Si; Park, Jihee; Lee, Sun Uk; Thomas, Arne; Hong, Won Hi; Stucky, Galen D.",,"Jun, Young‐Si (University of California, Santa Barbara); Park, Jihee (University of California, Santa Barbara); Lee, Sun Uk (Korea Advanced Institute of Science and Technology); Thomas, Arne (Technical University of Berlin); Hong, Won Hi (Korea Advanced Institute of Science and Technology); Stucky, Galen D. (University of California, Santa Barbara)",86,19,,,https://escholarship.org/content/qt30j3q1p3/qt30j3q1p3.pdf?t=p98n5s,https://app.dimensions.ai/details/publication/pub.1036709677,,,,,,
71,200,pub.1055415524,10.1021/cm401794r,,,Bimodal Mesoporous Titanium Nitride/Carbon Microfibers as Efficient and Stable Electrocatalysts for Li–O 2 Batteries,Chemistry of Materials,,,2013-10-08,2013,25,19,3779-3781,"All OA; Green, Accepted & Submitted",Article,"Park, Jihee; Jun, Young-Si; Lee, Woo-ram; Gerbec, Jeffrey A.; See, Kimberly A.; Stucky, Galen D.",,"Park, Jihee (); Jun, Young-Si (); Lee, Woo-ram (); Gerbec, Jeffrey A. (); See, Kimberly A. (); Stucky, Galen D. ()",49,13,,,https://authors.library.caltech.edu/86885/2/cm401794r_si_001.pdf,https://app.dimensions.ai/details/publication/pub.1055415524,09 Engineering; 03 Chemical Sciences,09 Engineering,03 Chemical Sciences,,,
72,200,pub.1042995799,10.1016/j.actamat.2013.08.034,,,Corrigendum to: “Deformation stabilization of lattice structures via foam addition” [Acta Mater. 60 (2012) 6476–6485],Acta Materialia,,,2013-10,2013,61,18,7034,Closed,Article,"Ostos, J. Bernal; Rinaldi, R.G.; Hammetter, C.I.; Stucky, G.D.; Zok, F.W.; Jacobsen, A.J.","Zok, F.W.","Ostos, J. Bernal (University of California, Santa Barbara); Rinaldi, R.G. (University of California, Santa Barbara); Hammetter, C.I. (University of California, Santa Barbara); Stucky, G.D. (University of California, Santa Barbara); Zok, F.W. (University of California, Santa Barbara); Jacobsen, A.J. (HRL Laboratories (United States))",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1042995799,0204 Condensed Matter Physics; 09 Engineering; 0912 Materials Engineering; 0913 Mechanical Engineering; 02 Physical Sciences,0204 Condensed Matter Physics,09 Engineering,0912 Materials Engineering,0913 Mechanical Engineering,02 Physical Sciences
73,100,pub.1036957523,10.1007/s11051-013-1899-4,,,Assessing interactions of hydrophilic nanoscale TiO2 with soil water,Journal of Nanoparticle Research,,,2013-09,2013,15,9,1899,Closed,Article,"Priester, John H.; Ge, Yuan; Chang, Vivian; Stoimenov, Peter K.; Schimel, Joshua P.; Stucky, Galen D.; Holden, Patricia A.","Holden, Patricia A.","Priester, John H. (University of California, Santa Barbara); Ge, Yuan (University of California, Santa Barbara); Chang, Vivian (University of California, Santa Barbara); Stoimenov, Peter K. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",11,3,,2.79,,https://app.dimensions.ai/details/publication/pub.1036957523,"09 Engineering; 10 Technology; 0912 Materials Engineering; 1007 Nanotechnology; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences",09 Engineering,10 Technology,0912 Materials Engineering,1007 Nanotechnology,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics"
74,400,pub.1034432407,10.1088/0957-4484/24/34/345704,23899503,,Mesoporous delafossite CuCrO2 and spinel CuCr2O4: synthesis and catalysis,Nanotechnology,,,2013-08-30,2013,24,34,345704,Closed,Article,"Zhang, Peng; Shi, Yifeng; Chi, Miaofang; Park, Jung-Nam; Stucky, Galen D; McFarland, Eric W; Gao, Lian",,"Zhang, Peng (Shanghai Jiao Tong University); Shi, Yifeng (University of California, Santa Barbara); Chi, Miaofang (Oak Ridge National Laboratory); Park, Jung-Nam (University of California, Santa Barbara); Stucky, Galen D (University of California, Santa Barbara); McFarland, Eric W (University of California, Santa Barbara); Gao, Lian (Shanghai Jiao Tong University)",21,9,0.15,5,,https://app.dimensions.ai/details/publication/pub.1034432407,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
75,100,pub.1012913624,10.1002/adfm.201203732,,,From Melamine‐Cyanuric Acid Supramolecular Aggregates to Carbon Nitride Hollow Spheres,Advanced Functional Materials,,,2013-08-07,2013,23,29,3661-3667,Closed,Article,"Jun, Young‐Si; Lee, Eun Zoo; Wang, Xinchen; Hong, Won Hi; Stucky, Galen D.; Thomas, Arne",,"Jun, Young‐Si (University of California, Santa Barbara); Lee, Eun Zoo (Korea Advanced Institute of Science and Technology); Wang, Xinchen (Fuzhou University); Hong, Won Hi (Korea Advanced Institute of Science and Technology); Stucky, Galen D. (University of California, Santa Barbara); Thomas, Arne (Technical University of Berlin)",288,122,,42.11,,https://app.dimensions.ai/details/publication/pub.1012913624,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
