,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is William Richard Rice. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
36,400,pub.1027279993,10.1016/j.tree.2007.06.009,17640765,,Ecological and evolutionary insights from species invasions,Trends in Ecology & Evolution,,Animals; Biological Evolution; Ecology; Introduced Species; Invertebrates; Plants; Vertebrates,2007-09,2007,22,9,465-471,Closed,Article,"Sax, Dov F.; Stachowicz, John J.; Brown, James H.; Bruno, John F.; Dawson, Michael N; Gaines, Steven D.; Grosberg, Richard K.; Hastings, Alan; Holt, Robert D.; Mayfield, Margaret M.; O’Connor, Mary I.; Rice, William R.",,"Sax, Dov F. (Brown University); Stachowicz, John J. (University of California, Davis); Brown, James H. (University of New Mexico); Bruno, John F. (University of North Carolina System); Dawson, Michael N (University of California, Merced); Gaines, Steven D. (University of California, Santa Barbara); Grosberg, Richard K. (University of California, Davis); Hastings, Alan (University of California, Davis); Holt, Robert D. (University of Florida); Mayfield, Margaret M. (University of Queensland); O’Connor, Mary I. (University of North Carolina System); Rice, William R. (University of California, Santa Barbara)",542,93,6.73,56.09,,https://app.dimensions.ai/details/publication/pub.1027279993,0602 Ecology; 0502 Environmental Science and Management; 0699 Other Biological Sciences; 0603 Evolutionary Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0699 Other Biological Sciences,0603 Evolutionary Biology,05 Environmental Sciences
37,400,pub.1008524519,10.1111/j.1558-5646.2007.00056.x,17348926,,AN ASSESSMENT OF SPERM SURVIVAL IN DROSOPHILA MELANOGASTER,Evolution,,Animals; Drosophila melanogaster; Female; Fertility; Male; Spermatozoa,2007-03,2007,61,3,636-639,All OA; Gold,Article,"Stewart, Andrew D.; Hannes, Anne M.; Rice, William R.",,"Stewart, Andrew D. (University of California, Santa Barbara); Hannes, Anne M. (California State University, Fullerton); Rice, William R. (University of California, Santa Barbara)",12,1,0.37,1.26,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.2007.00056.x,https://app.dimensions.ai/details/publication/pub.1008524519,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
38,400,pub.1021069504,10.1098/rspb.2006.3684,17015344,PMC1679896,Genetic models of homosexuality: generating testable predictions,Proceedings of The Royal Society B Biological Sciences,,"Alleles; Animals; Chromosome Mapping; Female; Genes, Dominant; Homosexuality; Inheritance Patterns; Male; Models, Genetic; Polymorphism, Genetic; Quantitative Trait Loci",2006-12-22,2006,273,1605,3031-3038,"All OA; Green, Published",Article,"Gavrilets, Sergey; Rice, William R",,"Gavrilets, Sergey (University of Tennessee at Knoxville); Rice, William R (University of California, Santa Barbara)",71,7,1.22,4.67,http://europepmc.org/articles/pmc1679896?pdf=render,https://app.dimensions.ai/details/publication/pub.1021069504,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
39,400,pub.1041571461,10.1111/j.1420-9101.2006.01186.x,17040376,,The cost of mating rises nonlinearly with copulation frequency in a laboratory population of Drosophila melanogaster,Journal of Evolutionary Biology,,"Animals; Copulation; Drosophila melanogaster; Female; Fertility; Male; Sexual Behavior, Animal",2006-11,2006,19,6,1795-1802,All OA; Gold,Article,"KUIJPER, B.; STEWART, A. D.; RICE, W. R.",,"KUIJPER, B. (University of California, Santa Barbara; University of Groningen); STEWART, A. D. (University of California, Santa Barbara); RICE, W. R. (University of California, Santa Barbara)",57,6,1.22,3.75,http://onlinelibrary.wiley.com/doi/10.1111/j.1420-9101.2006.01186.x/pdf,https://app.dimensions.ai/details/publication/pub.1041571461,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
40,400,pub.1011074662,10.1098/rspb.2005.3372,16627276,PMC1560241,Evidence for adaptive male mate choice in the fruit fly Drosophila melanogaster,Proceedings of The Royal Society B Biological Sciences,,"Adaptation, Physiological; Animals; Body Size; Drosophila melanogaster; Female; Fertility; Male; Sexual Behavior, Animal",2006-04-22,2006,273,1589,917-922,"All OA; Green, Published",Article,"Byrne, Phillip G; Rice, William R",,"Byrne, Phillip G (Australian National University); Rice, William R (University of California, Santa Barbara)",150,35,2.53,9.87,http://europepmc.org/articles/pmc1560241?pdf=render,https://app.dimensions.ai/details/publication/pub.1011074662,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
41,400,pub.1062453467,10.1126/science.1123727,16601185,,Sexual Conflict via Maternal-Effect Genes in ZW Species,Science,,"Alleles; Animals; Biological Evolution; Female; Genes; Male; Mathematics; Selection, Genetic; Sex Chromosomes",2006-04-07,2006,312,5770,73-73,Closed,Article,"Miller, Paige M.; Gavrilets, Sergey; Rice, William R.",,"Miller, Paige M. (University of California, Santa Barbara); Gavrilets, Sergey (University of Tennessee at Knoxville); Rice, William R. (University of California, Santa Barbara)",19,1,0.39,1.25,,https://app.dimensions.ai/details/publication/pub.1062453467,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
42,400,pub.1048808122,10.1098/rstb.2005.1787,16612888,PMC1569610,Assessing sexual conflict in the Drosophila melanogaster laboratory model system,Philosophical Transactions of the Royal Society B Biological Sciences,,"Animals; Biological Evolution; Conflict (Psychology); Drosophila melanogaster; Female; Genetics, Population; Male; Models, Genetic; Sexual Behavior, Animal",2006-02-28,2006,361,1466,287-299,"All OA; Green, Published",Article,"Rice, William R; Stewart, Andrew D; Morrow, Edward H; Linder, Jodell E; Orteiza, Nicole; Byrne, Phillip G",,"Rice, William R (University of California, Santa Barbara); Stewart, Andrew D (University of California, Santa Barbara); Morrow, Edward H (University of California, Santa Barbara); Linder, Jodell E (University of California, Santa Barbara; University of Georgia); Orteiza, Nicole (University of California, Santa Barbara); Byrne, Phillip G (University of California, Santa Barbara; Australian National University)",93,10,1.98,6.12,http://europepmc.org/articles/pmc1569610?pdf=render,https://app.dimensions.ai/details/publication/pub.1048808122,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
43,400,pub.1000887803,10.1111/j.0014-3820.2006.tb01085.x,16568635,,STANDING GENETIC VARIANCE FOR FEMALE RESISTANCE TO HARM FROM MALES AND ITS RELATIONSHIP TO INTRALOCUS SEXUAL CONFLICT,Evolution,,"Adaptation, Physiological; Animals; Biological Evolution; Body Size; Drosophila melanogaster; Female; Fertility; Genetic Variation; Male; Sex Characteristics; Sexual Behavior, Animal",2006-01,2006,60,1,97-105,All OA; Gold,Article,"Lew, Timothy A.; Morrow, Edward H.; Rice, William R.",,"Lew, Timothy A. (University of California, Santa Barbara); Morrow, Edward H. (University of California, Santa Barbara; Uppsala University); Rice, William R. (University of California, Santa Barbara)",37,1,0.92,2.44,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.0014-3820.2006.tb01085.x,https://app.dimensions.ai/details/publication/pub.1000887803,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
44,100,pub.1018031350,10.1554/05-531.1,,,STANDING GENETIC VARIANCE FOR FEMALE RESISTANCE TO HARM FROM MALES AND ITS RELATIONSHIP TO INTRALOCUS SEXUAL CONFLICT,Evolution,,,2006,2006,60,1,97-105,Closed,Article,"Lew, Timothy A.; Morrow, Edward H.; Rice, William R.",,"Lew, Timothy A. (University of California, Santa Barbara); Morrow, Edward H. (University of California, Santa Barbara; Uppsala University); Rice, William R. (University of California, Santa Barbara)",2,0,,0.13,,https://app.dimensions.ai/details/publication/pub.1018031350,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
45,400,pub.1034314192,10.1111/j.0014-3820.2005.tb00973.x,16526508,,PATTERNS OF SPERM PRECEDENCE ARE NOT AFFECTED BY FEMALE MATING HISTORY IN DROSOPHILA MELANOGASTER,Evolution,,"Animals; Drosophila melanogaster; Female; Genetic Markers; Male; Paternity; Reproduction; Sexual Behavior, Animal; Spermatozoa",2005-12,2005,59,12,2608-2615,All OA; Gold,Article,"Morrow, Edward H.; Stewart, Andrew D.; Rice, William R.",,"Morrow, Edward H. (University of California, Santa Barbara; Uppsala University); Stewart, Andrew D. (University of California, Santa Barbara); Rice, William R. (University of California, Santa Barbara)",26,2,0.78,1.68,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.0014-3820.2005.tb00973.x,https://app.dimensions.ai/details/publication/pub.1034314192,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
46,400,pub.1003386662,10.1098/rspb.2005.3182,16191613,PMC1559894,Assessing putative interlocus sexual conflict in Drosophila melanogaster using experimental evolution,Proceedings of The Royal Society B Biological Sciences,,"Analysis of Variance; Animals; Biological Evolution; Conflict (Psychology); Crosses, Genetic; Drosophila melanogaster; Fertility; Gene Frequency; Mutation; Selection, Genetic; Sexual Behavior, Animal",2005-10-07,2005,272,1576,2029-2035,"All OA; Green, Published",Article,"Stewart, Andrew D; Morrow, Edward H; Rice, William R",,"Stewart, Andrew D (University of California, Santa Barbara); Morrow, Edward H (University of California, Santa Barbara); Rice, William R (University of California, Santa Barbara)",66,4,1.47,4.25,http://europepmc.org/articles/pmc1559894?pdf=render,https://app.dimensions.ai/details/publication/pub.1003386662,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
47,400,pub.1032577242,10.1111/j.1420-9101.2005.00918.x,16135127,,Remating in Drosophila melanogaster: an examination of the trading‐up and intrinsic male‐quality hypotheses,Journal of Evolutionary Biology,,"Animals; California; Crosses, Genetic; Drosophila melanogaster; Female; Male; Phenotype; Reproduction; Sexual Behavior, Animal",2005-09,2005,18,5,1324-1331,All OA; Gold,Article,"BYRNE, P. G.; RICE, W. R.",,"BYRNE, P. G. (Australian National University); RICE, W. R. (University of California, Santa Barbara)",26,0,0.52,1.68,http://onlinelibrary.wiley.com/doi/10.1111/j.1420-9101.2005.00918.x/pdf,https://app.dimensions.ai/details/publication/pub.1032577242,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
48,400,pub.1008103278,10.1111/j.1420-9101.2005.00923.x,16135126,,Sexy sons from re‐mating do not recoup the direct costs of harmful male interactions in the Drosophila melanogaster laboratory model system,Journal of Evolutionary Biology,,"Animals; Biological Evolution; Conflict (Psychology); Drosophila melanogaster; Fertility; Male; Selection, Genetic; Sexual Behavior, Animal",2005-09,2005,18,5,1315-1323,All OA; Gold,Article,"ORTEIZA, N.; LINDER, J. E.; RICE, W. R.",,"ORTEIZA, N. (University of California, Santa Barbara); LINDER, J. E. (University of California, Santa Barbara); RICE, W. R. (University of California, Santa Barbara)",59,2,1.57,3.8,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1420-9101.2005.00923.x,https://app.dimensions.ai/details/publication/pub.1008103278,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
49,400,pub.1034536083,10.1111/j.0014-3820.2005.tb01803.x,16153039,,ASSESSING THE POTENTIAL FOR AN ONGOING ARMS RACE WITHIN AND BETWEEN THE SEXES: SELECTION AND HERITABLE VARIATION,Evolution,,"Analysis of Variance; Animals; Competitive Behavior; Crosses, Genetic; Drosophila melanogaster; Female; Genetic Variation; Male; Selection, Genetic; Sex Characteristics; Sex Factors; Sexual Behavior, Animal; Spermatozoa",2005-07,2005,59,7,1540-1551,All OA; Gold,Article,"Friberg, Urban; Lew, Timothy A.; Byrne, Phillip G.; Rice, William R.",,"Friberg, Urban (Umeå University; University of California, Santa Barbara); Lew, Timothy A. (University of California, Santa Barbara); Byrne, Phillip G. (University of California, Santa Barbara; Australian National University); Rice, William R. (University of California, Santa Barbara)",51,2,1.29,3.29,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.0014-3820.2005.tb01803.x,https://app.dimensions.ai/details/publication/pub.1034536083,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
50,400,pub.1018555534,10.1073/pnas.0501889102,15851669,PMC1131865,Inter-locus antagonistic coevolution as an engine of speciation: Assessment with hemiclonal analysis,Proceedings of the National Academy of Sciences,,"Animals; Biological Evolution; Drosophila melanogaster; Genetic Variation; Geography; Selection, Genetic; Species Specificity",2005-05-03,2005,102,suppl 1,6527-6534,All OA; Gold,Article,"Rice, William R.; Linder, Jodell E.; Friberg, Urban; Lew, Timothy A.; Morrow, Edward H.; Stewart, Andrew D.",,"Rice, William R. (University of California, Santa Barbara); Linder, Jodell E. (University of California, Santa Barbara); Friberg, Urban (University of California, Santa Barbara; Umeå University); Lew, Timothy A. (University of California, Santa Barbara); Morrow, Edward H. (University of California, Santa Barbara); Stewart, Andrew D. (University of California, Santa Barbara)",87,8,1.77,5.61,http://www.pnas.org/content/102/suppl_1/6527.full.pdf,https://app.dimensions.ai/details/publication/pub.1018555534,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
51,400,pub.1032959496,10.1111/j.1420-9101.2004.00872.x,15842486,,Natural selection and genetic variation for female resistance to harm from males,Journal of Evolutionary Biology,,"Aggression; Analysis of Variance; Animals; Competitive Behavior; Drosophila melanogaster; Female; Fertility; Genetic Variation; Haplotypes; Male; Selection, Genetic; Sexual Behavior, Animal",2005-05,2005,18,3,568-575,All OA; Gold,Article,"LINDER, J. E.; RICE, W. R.",,"LINDER, J. E. (University of California, Santa Barbara); RICE, W. R. (University of California, Santa Barbara)",72,2,1.86,4.64,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1420-9101.2004.00872.x,https://app.dimensions.ai/details/publication/pub.1032959496,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
52,400,pub.1051025078,10.1111/j.0014-3820.2005.tb01026.x,15856709,,"EXPERIMENTALLY ENFORCED MONOGAMY: INADVERTENT SELECTION, INBREEDING, OR EVIDENCE FOR SEXUALLY ANTAGONISTIC COEVOLUTION?",Evolution,,"Animals; Biological Evolution; Body Size; Female; Inbreeding; Insecta; Male; Models, Biological; Pair Bond; Selection, Genetic; Sex Factors; Sexual Behavior, Animal",2005-03,2005,59,3,682-685,All OA; Gold,Article,"Rice, William R.; Holland, Brett",,"Rice, William R. (University of California, Santa Barbara); Holland, Brett (California State University, Sacramento)",30,0,0.72,1.93,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.0014-3820.2005.tb01026.x,https://app.dimensions.ai/details/publication/pub.1051025078,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
53,100,pub.1045823613,10.1554/04-555,,,"EXPERIMENTALLY ENFORCED MONOGAMY: INADVERTENT SELECTION, INBREEDING, OR EVIDENCE FOR SEXUALLY ANTAGONISTIC COEVOLUTION?",Evolution,,,2005,2005,59,3,682-685,Closed,Article,"Rice, William R.; Holland, Brett",,"Rice, William R. (University of California, Santa Barbara); Holland, Brett (California State University, Sacramento)",3,0,,0.19,,https://app.dimensions.ai/details/publication/pub.1045823613,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
54,100,pub.1032628056,10.1554/05-069,,,ASSESSING THE POTENTIAL FOR AN ONGOING ARMS RACE WITHIN AND BETWEEN THE SEXES: SELECTION AND HERITABLE VARIATION,Evolution,,,2005,2005,59,7,1540-1551,Closed,Article,"Friberg, Urban; Lew, Timothy A.; Byrne, Phillip G.; Rice, William R.",,"Friberg, Urban (University of California, Santa Barbara); Lew, Timothy A. (University of California, Santa Barbara); Byrne, Phillip G. (University of California, Santa Barbara; Australian National University); Rice, William R. (University of California, Santa Barbara)",6,0,,0.39,,https://app.dimensions.ai/details/publication/pub.1032628056,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
55,100,pub.1017148625,10.1554/05-238.1,,,PATTERNS OF SPERM PRECEDENCE ARE NOT AFFECTED BY FEMALE MATING HISTORY IN DROSOPHILA MELANOGASTER,Evolution,,,2005,2005,59,12,2608-2615,Closed,Article,"Morrow, Edward H.; Stewart, Andrew D.; Rice, William R.",,"Morrow, Edward H. (University of California, Santa Barbara; Uppsala University); Stewart, Andrew D. (University of California, Santa Barbara); Rice, William R. (University of California, Santa Barbara)",1,0,,0.06,,https://app.dimensions.ai/details/publication/pub.1017148625,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
56,400,pub.1036197020,10.1023/a:1021205130926,12555776,,The Evolution of Hybrid Infertility: Perpetual Coevolution between Gender-Specific and Sexually Antagonistic Genes,Genetica,,"Animals; Biological Evolution; Drosophila melanogaster; Epistasis, Genetic; Hybridization, Genetic; Infertility; Y Chromosome",2002-11,2002,116,2-3,179-188,Closed,Article,"Rice, William R.; Chippindale, Adam K.",,"Rice, William R. (University of California, Santa Barbara); Chippindale, Adam K. (Queen's University)",43,3,0.93,2.38,,https://app.dimensions.ai/details/publication/pub.1036197020,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
57,400,pub.1024757513,10.1038/nrg760,11967549,,Experimental tests of the adaptive significance of sexual recombination,Nature Reviews Genetics,,"Adaptation, Psychological; Animals; Biological Evolution; Female; Genetic Variation; Humans; Male; Mutation; Phylogeny; Recombination, Genetic; Reproduction; Selection, Genetic; Sex Characteristics; X Chromosome; Y Chromosome",2002-04,2002,3,4,241-251,Closed,Article,"Rice, William R.",,"Rice, William R. (University of California, Santa Barbara)",163,9,2.75,9.01,,https://app.dimensions.ai/details/publication/pub.1024757513,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
58,400,pub.1029906659,10.1098/rspb.2001.1863,11886642,PMC1690921,The X chromosome is a hot spot for sexually antagonistic fitness variation,Proceedings of The Royal Society B Biological Sciences,,"Alleles; Animals; Biological Evolution; Drosophila melanogaster; Genetic Linkage; Genetic Variation; Genotype; Polymorphism, Genetic; Reproduction; Selection, Genetic; Sex Characteristics; X Chromosome",2002-03-07,2002,269,1490,499-505,"All OA; Green, Published",Article,"Gibson, Jonathan R.; Chippindale, Adam K.; Rice, William R.",,"Gibson, Jonathan R. (University of California, Santa Barbara; University of California, Santa Cruz); Chippindale, Adam K. (University of California, Santa Barbara); Rice, William R. (University of California, Santa Barbara)",177,15,3.35,9.78,http://europepmc.org/articles/pmc1690921?pdf=render,https://app.dimensions.ai/details/publication/pub.1029906659,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
59,100,pub.1036234404,10.1007/978-94-010-0265-3_3,,,The evolution of hybrid infertility: Perpetual coevolution between gender-specific and sexually antagonistic genes,Contemporary Issues in Genetics and Evolution,Genetics of Mate Choice: From Sexual Selection to Sexual Isolation,,2002,2002,9,,179-188,Closed,Chapter,"Rice, William R.; Chippindale, Adam K.",,"Rice, William R. (University of California, Santa Barbara); Chippindale, Adam K. (Queen's University)",9,0,,0.5,,https://app.dimensions.ai/details/publication/pub.1036234404,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
60,400,pub.1062445103,10.1126/science.1061380,11641490,,Sexual Recombination and the Power of Natural Selection,Science,,"Alleles; Animals; Chromosomes; Crosses, Genetic; Drosophila melanogaster; Female; Genes, Insect; Genetic Variation; Haplotypes; Male; Mutation; Recombination, Genetic; Reproduction; Selection, Genetic",2001-10-19,2001,294,5542,555-559,Closed,Article,"Rice, William R.; Chippindale, Adam K.",,"Rice, William R. (University of California, Santa Barbara); Chippindale, Adam K. (University of California, Santa Barbara)",116,8,1.74,6.66,,https://app.dimensions.ai/details/publication/pub.1062445103,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
61,100,pub.1048133721,10.1046/j.1420-9101.2001.00319.x,,,Intersexual ontogenetic conflict,Journal of Evolutionary Biology,,,2001-09-15,2001,14,5,685-693,All OA; Gold,Article,"Rice, W. R.; Chippindale, A. K.",,"Rice, W. R. (University of California, Santa Barbara); Chippindale, A. K. (University of California, Santa Barbara)",269,35,,15.44,https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1420-9101.2001.00319.x,https://app.dimensions.ai/details/publication/pub.1048133721,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
62,400,pub.1008036804,10.1073/pnas.101456898,11320221,PMC33272,Y chromosome polymorphism is a strong determinant of male fitness in Drosophila melanogaster,Proceedings of the National Academy of Sciences,,"Animals; Drosophila melanogaster; Male; Polymorphism, Genetic; Y Chromosome",2001-05-08,2001,98,10,5677-5682,All OA; Gold,Article,"Chippindale, Adam K.; Rice, William R.",,"Chippindale, Adam K. (University of California, Santa Barbara); Rice, William R. (University of California, Santa Barbara)",116,11,2.15,6.66,http://www.pnas.org/content/98/10/5677.full.pdf,https://app.dimensions.ai/details/publication/pub.1008036804,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
63,400,pub.1042478488,10.1073/pnas.98.4.1671,11172009,PMC29315,Negative genetic correlation for adult fitness between sexes reveals ontogenetic conflict in Drosophila,Proceedings of the National Academy of Sciences,,"Adaptation, Physiological; Animals; Drosophila melanogaster; Female; Fertilization; Male; Oviposition",2001-02-13,2001,98,4,1671-1675,All OA; Gold,Article,"Chippindale, Adam K.; Gibson, Jonathan R.; Rice, William R.",,"Chippindale, Adam K. (University of California, Santa Barbara); Gibson, Jonathan R. (University of California, Santa Barbara); Rice, William R. (University of California, Santa Barbara)",427,54,7.11,24.51,http://www.pnas.org/content/98/4/1671.full.pdf,https://app.dimensions.ai/details/publication/pub.1042478488,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
64,200,pub.1016001080,10.1073/pnas.97.24.12953,11087851,PMC34073,Dangerous liaisons,Proceedings of the National Academy of Sciences,,"Animals; Birds; Female; Fertility; Male; Selection, Genetic; Sexual Behavior, Animal; Sperm-Ovum Interactions",2000-11-21,2000,97,24,12953-12955,All OA; Gold,Article,"Rice, William R.",,"Rice, William R. (University of California, Santa Barbara)",124,4,1.91,,https://www.pnas.org/content/pnas/97/24/12953.full.pdf,https://app.dimensions.ai/details/publication/pub.1016001080,,,,,,
65,400,pub.1048611327,10.1073/pnas.96.9.5083,10220422,PMC21820,Experimental removal of sexual selection reverses intersexual antagonistic coevolution and removes a reproductive load,Proceedings of the National Academy of Sciences,,"Animals; Biological Evolution; Drosophila melanogaster; Genetics, Population; Sexual Behavior, Animal",1999-04-27,1999,96,9,5083-5088,All OA; Gold,Article,"Holland, Brett; Rice, William R.",,"Holland, Brett (University of California, Santa Cruz); Rice, William R. (University of California, Santa Cruz)",428,26,9.05,,http://www.pnas.org/content/96/9/5083.full.pdf,https://app.dimensions.ai/details/publication/pub.1048611327,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
66,200,pub.1085729852,10.1111/j.1558-5646.1999.tb05358.x,28565179,,REPLY TO COMMENTS ON THE CHASE‐AWAY MODEL OF SEXUAL SELECTION,Evolution,,,1999-02,1999,53,1,302-306,All OA; Gold,Article,"Rice, William R.; Holland, Brett",,"Rice, William R. (); Holland, Brett ()",20,1,0.28,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.1999.tb05358.x,https://app.dimensions.ai/details/publication/pub.1085729852,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
67,400,pub.1023256833,10.1073/pnas.95.11.6217,9600945,PMC27633,Male fitness increases when females are eliminated from gene pool: Implications for the Y chromosome,Proceedings of the National Academy of Sciences,,"Animals; Behavior, Animal; Biological Evolution; Drosophila melanogaster; Female; Male; Y Chromosome",1998-05-26,1998,95,11,6217-6221,All OA; Gold,Article,"Rice, William R.",,"Rice, William R. (University of California, Santa Cruz)",110,5,1.86,,http://www.pnas.org/content/95/11/6217.full.pdf,https://app.dimensions.ai/details/publication/pub.1023256833,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
68,400,pub.1032299353,10.1023/a:1017055429755,9766966,,"Requisite mutational load, pathway epistasis, and deterministic mutation accumulation in sexual versus asexual populations",Genetica,,"Animals; Biological Evolution; Crosses, Genetic; Female; Genome; Male; Models, Genetic; Mutation; Recombination, Genetic; Reproduction; Selection, Genetic",1998-03,1998,102-103,0,71,Closed,Article,"Rice, William R.",,"Rice, William R. (University of California, Santa Cruz)",30,1,0.57,,,https://app.dimensions.ai/details/publication/pub.1032299353,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
69,400,pub.1085731773,10.1111/j.1558-5646.1998.tb05132.x,28568154,,PERSPECTIVE: CHASE‐AWAY SEXUAL SELECTION: ANTAGONISTIC SEDUCTION VERSUS RESISTANCE,Evolution,,,1998-02,1998,52,1,1-7,All OA; Gold,Article,"Holland, Brett; Rice, William R.",,"Holland, Brett (); Rice, William R. ()",347,31,4.17,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.1998.tb05132.x,https://app.dimensions.ai/details/publication/pub.1085731773,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
70,100,pub.1033737765,10.1007/978-94-011-5210-5_7,,,"Requisite mutational load, pathway epistasis, and deterministic mutation accumulation in sexual versus asexual populations",Contemporary Issues in Genetics and Evolution,Mutation and Evolution,,1998,1998,7,,71-81,Closed,Chapter,"Rice, William R.",,"Rice, William R. (University of California, Santa Cruz)",10,0,,,,https://app.dimensions.ai/details/publication/pub.1033737765,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
71,100,pub.1036986930,10.1007/s002650050357,,,"The enemies within: intergenomic conflict, interlocus contest evolution (ICE), and the intraspecific Red Queen",Behavioral Ecology and Sociobiology,,,1997-07,1997,41,1,1-10,Closed,Article,"Rice, William R.; Holland, Brett",,"Rice, William R. (University of California, Santa Cruz); Holland, Brett (University of California, Santa Cruz)",340,27,,,,https://app.dimensions.ai/details/publication/pub.1036986930,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
72,400,pub.1023749033,10.1038/381232a0,8622764,,Sexually antagonistic male adaptation triggered by experimental arrest of female evolution,Nature,,"Adaptation, Physiological; Animals; Biological Evolution; Copulation; Crosses, Genetic; Drosophila melanogaster; Female; Fertility; Life Expectancy; Male; Semen; Sex Characteristics; Sexual Behavior, Animal",1996-05,1996,381,6579,232-234,Closed,Article,"Rice, William R.",,"Rice, William R. (University of California, Santa Cruz)",756,45,15.24,,,https://app.dimensions.ai/details/publication/pub.1023749033,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
73,400,pub.1017995746,10.1016/0169-5347(94)90258-5,21236837,,"‘Heads I win, tails you lose’: testing directional alternative hypotheses in ecological and evolutionary research",Trends in Ecology & Evolution,,,1994-06,1994,9,6,235-237,Closed,Article,"Rice, William R.; Gaines, Steven D.",,"Rice, William R. (University of California, Santa Cruz); Gaines, Steven D. (University of California, Santa Barbara)",182,7,3.32,,,https://app.dimensions.ai/details/publication/pub.1017995746,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
