,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Carol Anne Blanchette. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
25,400,pub.1020903004,10.1890/08-0635.1,19097486,,CLIMATE AND RECRUITMENT OF ROCKY SHORE INTERTIDAL INVERTEBRATES IN THE EASTERN NORTH ATLANTIC,Ecology,,Animals; Atlantic Ocean; Climate; Ecosystem; Greenhouse Effect; Invertebrates; Marine Biology; Oceanography; Population Density; Population Dynamics; Seasons; Species Specificity; Time Factors,2008-11,2008,89,sp11,s81-s90,All OA; Gold,Article,"Broitman, Bernardo R.; Mieszkowska, Nova; Helmuth, Brian; Blanchette, Carol A.",,"Broitman, Bernardo R. (University of California, Santa Barbara; Catholic University of the North; Pontifical Catholic University of Chile); Mieszkowska, Nova (Marine Biological Association of the United Kingdom); Helmuth, Brian (); Blanchette, Carol A. (University of California, Santa Barbara)",21,3,0.25,2.26,http://onlinelibrary.wiley.com/doi/10.1890/08-0635.1/pdf,https://app.dimensions.ai/details/publication/pub.1020903004,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
26,100,pub.1018898867,10.1111/j.1365-2699.2008.01913.x,,,Biogeographical patterns of rocky intertidal communities along the Pacific coast of North America,Journal of Biogeography,,,2008-09,2008,35,9,1593-1607,Closed,Article,"Blanchette, Carol A.; Miner, C. Melissa; Raimondi, Peter T.; Lohse, David; Heady, Kristen E. K.; Broitman, Bernardo R.",,"Blanchette, Carol A. (University of California, Santa Barbara); Miner, C. Melissa (University of California, Santa Cruz; Western Washington University); Raimondi, Peter T. (University of California, Santa Cruz); Lohse, David (University of California, Santa Cruz); Heady, Kristen E. K. (University of California, Santa Cruz); Broitman, Bernardo R. (University of California, Santa Barbara; Catholic University of the North)",117,31,,12.61,,https://app.dimensions.ai/details/publication/pub.1018898867,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
27,100,pub.1015881105,10.1890/06-1805.1,,,SPATIAL AND TEMPORAL PATTERNS OF INVERTEBRATE RECRUITMENT ALONG THE WEST COAST OF THE UNITED STATES,Ecological Monographs,,,2008-08,2008,78,3,403-421,Closed,Article,"Broitman, B. R.; Blanchette, C. A.; Menge, B. A.; Lubchenco, J.; Krenz, C.; Foley, M.; Raimondi, P. T.; Lohse, D.; Gaines, S. D.",,"Broitman, B. R. (University of California, Santa Barbara; Catholic University of the North; Pontifical Catholic University of Chile); Blanchette, C. A. (University of California, Santa Barbara); Menge, B. A. (Oregon State University); Lubchenco, J. (Oregon State University); Krenz, C. (Oregon State University); Foley, M. (University of California, Santa Cruz); Raimondi, P. T. (University of California, Santa Cruz); Lohse, D. (University of California, Santa Cruz); Gaines, S. D. (University of California, Santa Barbara)",109,16,,8.95,,https://app.dimensions.ai/details/publication/pub.1015881105,06 Biological Sciences; 04 Earth Sciences; 0602 Ecology; 0405 Oceanography,06 Biological Sciences,04 Earth Sciences,0602 Ecology,0405 Oceanography,
28,400,pub.1058795078,10.1086/527492,18220482,,Scales of dispersal and the biogeography of marine predator-prey interactions.,The American Naturalist,,"Animals; Ecosystem; Food Chain; Invertebrates; Marine Biology; Models, Biological; Seawater; South America",2008-03,2008,171,3,405-17,Closed,Article,"Wieters, Evie A; Gaines, Steven D; Navarrete, Sergio A; Blanchette, Carol A; Menge, Bruce A",,"Wieters, Evie A (); Gaines, Steven D (); Navarrete, Sergio A (); Blanchette, Carol A (); Menge, Bruce A ()",48,8,0.47,4.14,,https://app.dimensions.ai/details/publication/pub.1058795078,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
29,100,pub.1107091226,10.1016/b978-0-444-63768-0.00303-6,,,Waves as an Ecological Process,,Encyclopedia of Ecology,,2008,2008,,Trends in Ecology and Evolution 2 1987,384-390,Closed,Chapter,"Blanchette, C.A.; O'Donnell, M.J.; Stewart, H.L.",,"Blanchette, C.A. (University of California, Santa Barbara); O'Donnell, M.J. (University of California, Santa Barbara); Stewart, H.L. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1107091226,0911 Maritime Engineering; 09 Engineering; 0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences,0911 Maritime Engineering,09 Engineering,0602 Ecology,0405 Oceanography,04 Earth Sciences
30,100,pub.1012030576,10.1016/b978-008045405-4.00303-7,,,Waves as an Ecological Process,,Encyclopedia of Ecology,,2008,2008,,Trends in Ecology and Evolution21987,3764-3770,Closed,Chapter,"Blanchette, C.A.; O’Donnell, M.J.; Stewart, H.L.",,"Blanchette, C.A. (University of California, Santa Barbara); O’Donnell, M.J. (University of California, Santa Barbara); Stewart, H.L. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1012030576,0911 Maritime Engineering; 09 Engineering; 0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences,0911 Maritime Engineering,09 Engineering,0602 Ecology,0405 Oceanography,04 Earth Sciences
31,100,pub.1009916823,10.1016/j.ecoinf.2007.06.005,,,A metadata-driven framework for generating field data entry interfaces in ecology,Ecological Informatics,,,2007-10,2007,2,3,270-278,Closed,Article,"Jones, Christopher; Blanchette, Carol; Brooke, Matthew; Harris, John; Jones, Matthew; Schildhauer, Mark","Jones, Christopher","Jones, Christopher (University of California, Santa Barbara); Blanchette, Carol (University of California, Santa Barbara); Brooke, Matthew (University of California, Santa Barbara); Harris, John (University of California, Santa Barbara); Jones, Matthew (University of California, Santa Barbara); Schildhauer, Mark (University of California, Santa Barbara)",11,2,,3.2,,https://app.dimensions.ai/details/publication/pub.1009916823,08 Information and Computing Sciences; 0803 Computer Software; 0806 Information Systems,08 Information and Computing Sciences,0803 Computer Software,0806 Information Systems,,
32,100,pub.1050621307,10.1016/j.jembe.2006.09.014,,,"Distribution, abundance, size and recruitment of the mussel, Mytilus californianus, across a major oceanographic and biogeographic boundary at Point Conception, California, USA",Journal of Experimental Marine Biology and Ecology,,,2007-01,2007,340,2,268-279,Closed,Article,"Blanchette, C.A.; Gaines, S.D.","Blanchette, C.A.","Blanchette, C.A. (University of California, Santa Barbara); Gaines, S.D. (University of California, Santa Barbara)",33,3,,3.21,,https://app.dimensions.ai/details/publication/pub.1050621307,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
33,100,pub.1011295755,10.1016/j.jembe.2006.09.022,,,"Spatial patterns of growth in the mussel, Mytilus californianus, across a major oceanographic and biogeographic boundary at Point Conception, California, USA",Journal of Experimental Marine Biology and Ecology,,,2007-01,2007,340,2,126-148,Closed,Article,"Blanchette, C.A.; Helmuth, B.; Gaines, S.D.","Blanchette, C.A.","Blanchette, C.A. (University of California, Santa Barbara); Helmuth, B. (University of South Carolina); Gaines, S.D. (University of California, Santa Barbara)",66,10,,5.51,,https://app.dimensions.ai/details/publication/pub.1011295755,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
34,100,pub.1046536004,10.1890/0012-9615(2006)076[0461:mpotsi]2.0.co;2,,,MOSAIC PATTERNS OF THERMAL STRESS IN THE ROCKY INTERTIDAL ZONE: IMPLICATIONS FOR CLIMATE CHANGE,Ecological Monographs,,,2006-11,2006,76,4,461-479,All OA; Gold,Article,"Helmuth, Brian; Broitman, Bernardo R.; Blanchette, Carol A.; Gilman, Sarah; Halpin, Patricia; Harley, Christopher D. G.; O'Donnell, Michael J.; Hofmann, Gretchen E.; Menge, Bruce; Strickland, Denise",,"Helmuth, Brian (); Broitman, Bernardo R. (University of California, Santa Barbara); Blanchette, Carol A. (University of California, Santa Barbara); Gilman, Sarah (); Halpin, Patricia (University of California, Santa Barbara); Harley, Christopher D. G. (University of British Columbia); O'Donnell, Michael J. (University of California, Santa Barbara); Hofmann, Gretchen E. (University of California, Santa Barbara); Menge, Bruce (Oregon State University); Strickland, Denise ()",236,37,,18.89,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/0012-9615%282006%29076%5B0461%3AMPOTSI%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1046536004,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
35,100,pub.1046713900,10.1007/s00227-005-0239-3,,,"Intertidal community structure and oceanographic patterns around Santa Cruz Island, CA, USA",Marine Biology,,,2006-06,2006,149,3,689-701,Closed,Article,"Blanchette, Carol A.; Broitman, Bernardo R.; Gaines, Steven D.","Blanchette, Carol A.","Blanchette, Carol A. (University of California, Santa Barbara); Broitman, Bernardo R. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",70,9,,5.6,,https://app.dimensions.ai/details/publication/pub.1046713900,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
36,100,pub.1038355801,10.1111/j.1529-8817.2006.00223.x,,,"PHYSIOLOGICAL SNAPSHOTS REFLECT ECOLOGICAL PERFORMANCE OF THE SEA PALM, POSTELSIA PALMAEFORMIS (PHAEOPHYCAEA) ACROSS INTERTIDAL ELEVATION AND EXPOSURE GRADIENTS1",Journal of Phycology,,,2006-06,2006,42,3,548-559,Closed,Article,"Nielsen, Karina J.; Blanchette, Carol A.; Menge, Bruce A.; Lubchenco, Jane",,"Nielsen, Karina J. (Sonoma State University); Blanchette, Carol A. (University of California, Santa Barbara); Menge, Bruce A. (Oregon State University); Lubchenco, Jane (Oregon State University)",10,1,,0.8,,https://app.dimensions.ai/details/publication/pub.1038355801,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
37,100,pub.1007205989,10.4319/lo.2005.50.5.1473,,,"Recruitment of intertidal invertebrates and oceanographic variability at Santa Cruz Island, California",Limnology and Oceanography,,,2005-09,2005,50,5,1473-1479,All OA; Gold,Article,"Broitman, Bernardo R.; Blanchette, Carol A.; Gaines, Steven D.",,"Broitman, Bernardo R. (University of California, Santa Barbara); Blanchette, Carol A. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",53,4,,3.88,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2005.50.5.1473,https://app.dimensions.ai/details/publication/pub.1007205989,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
38,100,pub.1017656285,10.1890/03-0816,,,WHAT DETERMINES THE STRENGTH OF A TROPHIC CASCADE?,Ecology,,,2005-02,2005,86,2,528-537,Closed,Article,"Borer, E. T.; Seabloom, E. W.; Shurin, J. B.; Anderson, K. E.; Blanchette, C. A.; Broitman, B.; Cooper, S. D.; Halpern, B. S.",,"Borer, E. T. (University of California, Santa Barbara); Seabloom, E. W. (University of California, Santa Barbara); Shurin, J. B. (University of British Columbia); Anderson, K. E. (University of California, Santa Barbara); Blanchette, C. A. (University of California, Santa Barbara); Broitman, B. (University of California, Santa Barbara); Cooper, S. D. (University of California, Santa Barbara); Halpern, B. S. (University of California, Santa Barbara)",319,45,,28.27,,https://app.dimensions.ai/details/publication/pub.1017656285,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
39,100,pub.1013140488,10.1016/j.jembe.2004.09.015,,,Stasis or kinesis? Hidden dynamics of a rocky intertidal macrophyte mosaic revealed by a spatially explicit approach,Journal of Experimental Marine Biology and Ecology,,,2005-01,2005,314,1,3-39,Closed,Article,"Menge, Bruce A.; Allison, Gary W.; Blanchette, Carol A.; Farrell, Terry M.; Olson, Annette M.; Turner, Teresa A.; van Tamelen, Peter","Menge, Bruce A.","Menge, Bruce A. (Oregon State University); Allison, Gary W. (The Ohio State University); Blanchette, Carol A. (University of California, Santa Barbara); Farrell, Terry M. (); Olson, Annette M. (Oregon State University); Turner, Teresa A. (University of the Virgin Islands); van Tamelen, Peter ()",22,2,,1.95,,https://app.dimensions.ai/details/publication/pub.1013140488,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
40,100,pub.1007167063,10.1890/03-4060,,,SPECIES INTERACTION STRENGTH: TESTING MODEL PREDICTIONS ALONG AN UPWELLING GRADIENT,Ecological Monographs,,,2004-11,2004,74,4,663-684,Closed,Article,"Menge, Bruce A.; Blanchette, Carol; Raimondi, Pete; Freidenburg, Tess; Gaines, Steve; Lubchenco, Jane; Lohse, Dave; Hudson, Greg; Foley, Melissa; Pamplin, Jacque",,"Menge, Bruce A. (Oregon State University); Blanchette, Carol (University of California, Santa Barbara); Raimondi, Pete (University of California, Santa Cruz); Freidenburg, Tess (Oregon State University); Gaines, Steve (University of California, Santa Barbara); Lubchenco, Jane (Oregon State University); Lohse, Dave (University of California, Santa Cruz); Hudson, Greg (Oregon State University); Foley, Melissa (University of California, Santa Cruz); Pamplin, Jacque (Oregon State University)",124,12,,10.71,,https://app.dimensions.ai/details/publication/pub.1007167063,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
41,100,pub.1030110664,10.1111/j.0022-3646.2003.03906001_128.x,,,"128 
Capturing the Light Fantastic: Oceanographic and Tidal Influences on Intertidal Algae",Journal of Phycology,,,2003-06,2003,39,s1,44-45,Closed,Article,"Nielsen, K. J.; Blanchette, C. A.; Menge, B. A.; Grantham, B.; Lubchenco, J.",,"Nielsen, K. J. (Oregon State University); Blanchette, C. A. (University of California, Santa Barbara); Menge, B. A. (Oregon State University); Grantham, B. (Oregon State University); Lubchenco, J. (Oregon State University)",1,0,,0.07,,https://app.dimensions.ai/details/publication/pub.1030110664,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
42,100,pub.1016976327,10.1111/j.0022-3646.2003.03906001_9.x,,,"9 
Beyond biogeography: large‐scale patterns of distribution and abundance of intertidal marine algae along the us west coast",Journal of Phycology,,,2003-06,2003,39,s1,4-4,Closed,Article,"Blanchette, C. A.; Raimondi, P. T.; Wilson, M.; Lohse, D.; Kendall, A.; Kusic, K.; Livingston, H.; Maloney, E.; Williams, M.",,"Blanchette, C. A. (University of California, Santa Barbara); Raimondi, P. T. (University of California, Santa Cruz); Wilson, M. (University of California, Santa Cruz); Lohse, D. (University of California, Santa Cruz); Kendall, A. (University of California, Santa Cruz); Kusic, K. (University of California, Santa Cruz); Livingston, H. (University of California, Santa Cruz); Maloney, E. (University of California, Santa Cruz); Williams, M. (University of California, Santa Cruz)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1016976327,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
43,400,pub.1030216066,10.1126/science.1076814,12411702,,Climate Change and Latitudinal Patterns of Intertidal Thermal Stress,Science,,Animals; Bivalvia; Body Temperature; Climate; Ecosystem; Environment; Geography; Pacific Ocean; Pacific States; Seasons; Seawater; Temperature; Water Movements,2002-11-01,2002,298,5595,1015-1017,Closed,Article,"Helmuth, Brian; Harley, Christopher D. G.; Halpin, Patricia M.; O'Donnell, Michael; Hofmann, Gretchen E.; Blanchette, Carol A.",,"Helmuth, Brian (University of South Carolina); Harley, Christopher D. G. (Stanford University); Halpin, Patricia M. (Oregon State University; University of California, Santa Barbara); O'Donnell, Michael (Stanford University); Hofmann, Gretchen E. (University of California, Santa Barbara); Blanchette, Carol A. (University of California, Santa Barbara)",402,57,4.56,29.28,,https://app.dimensions.ai/details/publication/pub.1030216066,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
44,200,pub.1028794712,10.1034/j.1600-0706.2002.990222.x,,,Topological approaches to food web analyses: a few modifications may improve our insights,Oikos,,,2002-11,2002,99,2,397-401,Closed,Article,"Borer, Elizabeth T.; Anderson, Kurt; Blanchette, Carol A.; Broitman, Bernardo; Cooper, Scott D.; Halpern, Benjamin S.; Seabloom, Eric W.; Shurin, Jonathan B.",,"Borer, Elizabeth T. (); Anderson, Kurt (); Blanchette, Carol A. (); Broitman, Bernardo (); Cooper, Scott D. (); Halpern, Benjamin S. (); Seabloom, Eric W. (); Shurin, Jonathan B. ()",19,0,,1.38,,https://app.dimensions.ai/details/publication/pub.1028794712,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
45,100,pub.1047489366,10.1046/j.1461-0248.2002.00381.x,,,A cross‐ecosystem comparison of the strength of trophic cascades,Ecology Letters,,,2002-11,2002,5,6,785-791,Closed,Article,"Shurin, Jonathan B.; Borer, Elizabeth T.; Seabloom, Eric W.; Anderson, Kurt; Blanchette, Carol A.; Broitman, Bernardo; Cooper, Scott D.; Halpern, Benjamin S.",,"Shurin, Jonathan B. (University of California, Santa Barbara); Borer, Elizabeth T. (University of California, Santa Barbara); Seabloom, Eric W. (University of California, Santa Barbara); Anderson, Kurt (University of California, Santa Barbara); Blanchette, Carol A. (University of California, Santa Barbara); Broitman, Bernardo (University of California, Santa Barbara); Cooper, Scott D. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara)",577,67,,56.49,,https://app.dimensions.ai/details/publication/pub.1047489366,0602 Ecology; 0502 Environmental Science and Management; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
46,200,pub.1071176506,10.3354/meps239069,,,"Geographic variability in form, size and survival of Egregia menziesii around Point Conception, California",Marine Ecology Progress Series,,,2002,2002,239,,69-82,All OA; Gold,Article,"Blanchette, CA; Miner, BG; Gaines, SD",,"Blanchette, CA (); Miner, BG (); Gaines, SD ()",59,9,,5.19,https://www.int-res.com/articles/meps2002/239/m239p069.pdf,https://app.dimensions.ai/details/publication/pub.1071176506,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
47,400,pub.1074681672,,10934004,,"Hydrodynamics, shell shape, behavior and survivorship in the owl limpet Lottia gigantea.",Journal of Experimental Biology,,"Adaptation, Physiological; Animals; Friction; Mollusca; Pressure; Seawater; Stress, Mechanical; Water Movements",2000-09,2000,203,Pt 17,2623-39,Closed,Article,"Denny, M W; Blanchette, C A",,"Denny, M W (Stanford University); Blanchette, C A ()",45,8,0.33,,,https://app.dimensions.ai/details/publication/pub.1074681672,11 Medical and Health Sciences; 06 Biological Sciences,11 Medical and Health Sciences,06 Biological Sciences,,,
48,100,pub.1030994762,10.1007/s002270050733,,,Spatial and temporal patterns of predation on seeds of the surfgrass Phyllospadix torreyi,Marine Biology,,,2000-05,2000,136,4,739-747,Closed,Article,"Holbrook, S. J.; Reed, D. C.; Hansen, K.; Blanchette, C. A.",,"Holbrook, S. J. (University of California, Santa Barbara); Reed, D. C. (University of California, Santa Barbara); Hansen, K. (University of California, Santa Barbara); Blanchette, C. A. (University of California, Santa Barbara)",26,4,,1.94,,https://app.dimensions.ai/details/publication/pub.1030994762,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
49,200,pub.1069855226,10.2307/2266149,,,Size and Survival of Intertidal Plants in Response to Wave Action: A Case Study with Fucus Gardneri,Ecology,,,1997-07,1997,78,5,1563,Closed,Article,"Blanchette, Carol Anne",,"Blanchette, Carol Anne ()",19,2,,,,https://app.dimensions.ai/details/publication/pub.1069855226,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
50,100,pub.1016676879,10.1890/0012-9658(1997)078[1563:sasoip]2.0.co;2,,,SIZE AND SURVIVAL OF INTERTIDAL PLANTS IN RESPONSE TO WAVE ACTION: A CASE STUDY WITH FUCUS GARDNERI,Ecology,,,1997-07,1997,78,5,1563-1578,Closed,Article,"Blanchette, Carol Anne",,"Blanchette, Carol Anne (Oregon State University)",109,10,,,,https://app.dimensions.ai/details/publication/pub.1016676879,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
51,100,pub.1043783442,10.1016/0022-0981(95)00141-7,,,"Seasonal patterns of disturbance influence recruitment of the sea palm, Postelsia palmaeformis",Journal of Experimental Marine Biology and Ecology,,,1996-04,1996,197,1,1-14,Closed,Article,"Blanchette, Carol Anne","Blanchette, Carol Anne","Blanchette, Carol Anne (Oregon State University)",37,2,,,,https://app.dimensions.ai/details/publication/pub.1043783442,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
52,100,pub.1024301396,10.2307/2937163,,,The Keystone Species Concept: Variation in Interaction Strength in a Rocky Intertidal Habitat,Ecological Monographs,,,1994-02,1994,64,3,249-286,Closed,Article,"Menge, Bruce A.; Berlow, Eric L.; Blanchette, Carol A.; Navarrete, Sergio A.; Yamada, Sylvia B.",,"Menge, Bruce A. (); Berlow, Eric L. (); Blanchette, Carol A. (); Navarrete, Sergio A. (); Yamada, Sylvia B. ()",434,38,,,,https://app.dimensions.ai/details/publication/pub.1024301396,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
53,100,pub.1011710562,10.2307/2937164,,,Mechanical Consequences of Size in Wave‐Swept Algae,Ecological Monographs,,,1994-02,1994,64,3,287-313,Closed,Article,"Gaylord, Brian; Blanchette, Carol A.; Denny, Mark W.",,"Gaylord, Brian (); Blanchette, Carol A. (); Denny, Mark W. ()",142,5,,,,https://app.dimensions.ai/details/publication/pub.1011710562,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
