,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Alexander Ray Simms. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
31,100,pub.1037618400,10.1016/j.quascirev.2014.06.025,,,A community-based geological reconstruction of Antarctic Ice Sheet deglaciation since the Last Glacial Maximum,Quaternary Science Reviews,,,2014-09,2014,100,Quat. Sci. Rev. 21 2002,1-9,All OA; Gold,Article,"Consortium, The RAISED; Bentley, Michael J.; Cofaigh, Colm Ó; Anderson, John B.; Conway, Howard; Davies, Bethan; Graham, Alastair G.C.; Hillenbrand, Claus-Dieter; Hodgson, Dominic A.; Jamieson, Stewart S.R.; Larter, Robert D.; Mackintosh, Andrew; Smith, James A.; Verleyen, Elie; Ackert, Robert P.; J., Philip; Berg, Sonja; Brunstein, Daniel; Canals, Miquel; Colhoun, Eric A.; Crosta, Xavier; Dickens, William A.; Domack, Eugene; Dowdeswell, Julian A.; Dunbar, Robert; Ehrmann, Werner; Evans, Jeffrey; Favier, Vincent; Fink, David; Fogwill, Christopher J.; Glasser, Neil F.; Gohl, Karsten; Golledge, Nicholas R.; Goodwin, Ian; Gore, Damian B.; Greenwood, Sarah L.; Hall, Brenda L.; Hall, Kevin; Hedding, David W.; Hein, Andrew S.; Hocking, Emma P.; Jakobsson, Martin; Johnson, Joanne S.; Jomelli, Vincent; Jones, R. Selwyn; Klages, Johann P.; Kristoffersen, Yngve; Kuhn, Gerhard; Leventer, Amy; Licht, Kathy; Lilly, Katherine; Lindow, Julia; Livingstone, Stephen J.; Massé, Guillaume; McGlone, Matt S.; McKay, Robert M.; Melles, Martin; Miura, Hideki; Mulvaney, Robert; Nel, Werner; Nitsche, Frank O.; O'Brien, Philip E.; Post, Alexandra L.; Roberts, Stephen J.; Saunders, Krystyna M.; Selkirk, Patricia M.; Simms, Alexander R.; Spiegel, Cornelia; Stolldorf, Travis D.; Sugden, David E.; van der Putten, Nathalie; van Ommen, Tas; Verfaillie, Deborah; Vyverman, Wim; Wagner, Bernd; White, Duanne A.; Witus, Alexandra E.; Zwartz, Dan","Bentley, Michael J.","Consortium, The RAISED (); Bentley, Michael J. (Durham University); Cofaigh, Colm Ó (Durham University); Anderson, John B. (Rice University); Conway, Howard (University of Washington); Davies, Bethan (Aberystwyth University); Graham, Alastair G.C. (University of Exeter); Hillenbrand, Claus-Dieter (British Antarctic Survey); Hodgson, Dominic A. (British Antarctic Survey); Jamieson, Stewart S.R. (Durham University); Larter, Robert D. (British Antarctic Survey); Mackintosh, Andrew (Victoria University of Wellington); Smith, James A. (British Antarctic Survey); Verleyen, Elie (Ghent University); Ackert, Robert P. (Harvard University); J., Philip (Louisiana State University); Berg, Sonja (University of Cologne); Brunstein, Daniel (Laboratoire de Géographie Physique); Canals, Miquel (University of Barcelona); Colhoun, Eric A. (University of Newcastle Australia); Crosta, Xavier (University of Bordeaux); Dickens, William A. (British Antarctic Survey); Domack, Eugene (University of South Florida); Dowdeswell, Julian A. (University of Cambridge); Dunbar, Robert (Stanford University); Ehrmann, Werner (Leipzig University); Evans, Jeffrey (Loughborough University); Favier, Vincent (Laboratoire de Glaciologie et Géophysique de l’Environnement); Fink, David (Australian Nuclear Science and Technology Organisation); Fogwill, Christopher J. (UNSW Sydney); Glasser, Neil F. (Aberystwyth University); Gohl, Karsten (Alfred Wegener Institute for Polar and Marine Research); Golledge, Nicholas R. (Victoria University of Wellington); Goodwin, Ian (Macquarie University); Gore, Damian B. (Macquarie University); Greenwood, Sarah L. (Stockholm University); Hall, Brenda L. (University of Maine); Hall, Kevin (University of Northern British Columbia); Hedding, David W. (University of South Africa); Hein, Andrew S. (University of Edinburgh); Hocking, Emma P. (Northumbria University); Jakobsson, Martin (Stockholm University); Johnson, Joanne S. (British Antarctic Survey); Jomelli, Vincent (Laboratoire de Géographie Physique); Jones, R. Selwyn (Victoria University of Wellington); Klages, Johann P. (Alfred Wegener Institute for Polar and Marine Research); Kristoffersen, Yngve (University of Bergen); Kuhn, Gerhard (Alfred Wegener Institute for Polar and Marine Research); Leventer, Amy (Colgate University); Licht, Kathy (Indiana University – Purdue University Indianapolis); Lilly, Katherine (University of Otago); Lindow, Julia (University of Bremen); Livingstone, Stephen J. (University of Sheffield); Massé, Guillaume (Laboratoire d'Océanographie et du Climat : Expérimentations et Approches Numériques); McGlone, Matt S. (Landcare Research); McKay, Robert M. (Victoria University of Wellington); Melles, Martin (University of Cologne); Miura, Hideki (National Institute of Polar Research); Mulvaney, Robert (British Antarctic Survey); Nel, Werner (University of Fort Hare); Nitsche, Frank O. (Lamont-Doherty Earth Observatory); O'Brien, Philip E. (Macquarie University); Post, Alexandra L. (Geoscience Australia); Roberts, Stephen J. (British Antarctic Survey); Saunders, Krystyna M. (University of Bern); Selkirk, Patricia M. (Macquarie University); Simms, Alexander R. (University of California, Santa Barbara); Spiegel, Cornelia (University of Bremen); Stolldorf, Travis D. (Rice University); Sugden, David E. (University of Edinburgh); van der Putten, Nathalie (Lund University); van Ommen, Tas (Australian Antarctic Division); Verfaillie, Deborah (Laboratoire de Glaciologie et Géophysique de l’Environnement); Vyverman, Wim (Ghent University); Wagner, Bernd (University of Cologne); White, Duanne A. (University of Canberra); Witus, Alexandra E. (Rice University); Zwartz, Dan (Victoria University of Wellington)",115,54,,18.59,https://doi.org/10.1016/j.quascirev.2014.06.025,https://app.dimensions.ai/details/publication/pub.1037618400,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
32,100,pub.1024090692,10.1016/j.quascirev.2014.06.023,,,Reconstruction of ice-sheet changes in the Antarctic Peninsula since the Last Glacial Maximum,Quaternary Science Reviews,,,2014-09,2014,100,Holocene 20 2010,87-110,All OA; Gold,Article,"Cofaigh, Colm Ó; Davies, Bethan J.; Livingstone, Stephen J.; Smith, James A.; Johnson, Joanne S.; Hocking, Emma P.; Hodgson, Dominic A.; Anderson, John B.; Bentley, Michael J.; Canals, Miquel; Domack, Eugene; Dowdeswell, Julian A.; Evans, Jeffrey; Glasser, Neil F.; Hillenbrand, Claus-Dieter; Larter, Robert D.; Roberts, Stephen J.; Simms, Alexander R.","Cofaigh, Colm Ó","Cofaigh, Colm Ó (Durham University); Davies, Bethan J. (Aberystwyth University); Livingstone, Stephen J. (University of Sheffield); Smith, James A. (British Antarctic Survey); Johnson, Joanne S. (British Antarctic Survey); Hocking, Emma P. (Northumbria University); Hodgson, Dominic A. (British Antarctic Survey); Anderson, John B. (Rice University); Bentley, Michael J. (Durham University); Canals, Miquel (University of Barcelona); Domack, Eugene (University of South Florida); Dowdeswell, Julian A. (University of Cambridge); Evans, Jeffrey (Loughborough University); Glasser, Neil F. (Aberystwyth University); Hillenbrand, Claus-Dieter (British Antarctic Survey); Larter, Robert D. (British Antarctic Survey); Roberts, Stephen J. (British Antarctic Survey); Simms, Alexander R. (University of California, Santa Barbara)",69,32,,11.15,https://doi.org/10.1016/j.quascirev.2014.06.023,https://app.dimensions.ai/details/publication/pub.1024090692,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
33,100,pub.1033193815,10.1016/j.palaeo.2014.03.031,,,"Estuarine foraminifera record Holocene stratigraphic changes and Holocene climate changes in ENSO and the North American monsoon: Baffin Bay, Texas",Palaeogeography Palaeoclimatology Palaeoecology,,,2014-06,2014,404,,44-56,Closed,Article,"Buzas-Stephens, Pamela; Livsey, Daniel N.; Simms, Alexander R.; Buzas, Martin A.","Buzas-Stephens, Pamela","Buzas-Stephens, Pamela (Midwestern State University); Livsey, Daniel N. (University of California, Santa Barbara); Simms, Alexander R. (University of California, Santa Barbara); Buzas, Martin A. (Smithsonian Institution)",10,4,,1.62,,https://app.dimensions.ai/details/publication/pub.1033193815,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
34,100,pub.1017000302,10.1016/j.margeo.2013.12.008,,,Variable response of coastal environments of the northwestern Gulf of Mexico to sea-level rise and climate change: Implications for future change,Marine Geology,,,2014-06,2014,352,,348-366,Closed,Article,"Anderson, John B.; Wallace, Davin J.; Simms, Alexander R.; Rodriguez, Antonio B.; Milliken, Kristy T.","Anderson, John B.","Anderson, John B. (Rice University); Wallace, Davin J. (); Simms, Alexander R. (University of California, Santa Barbara); Rodriguez, Antonio B. (University of North Carolina at Chapel Hill); Milliken, Kristy T. (Rice University)",43,24,,6.62,,https://app.dimensions.ai/details/publication/pub.1017000302,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0405 Oceanography,
35,100,pub.1014644790,10.1002/2013gl058984,,,Where do coastlines stabilize following rapid retreat?,Geophysical Research Letters,,,2014-03-16,2014,41,5,1698-1703,All OA; Gold,Article,"Simms, Alexander R.; Rodriguez, Antonio B.",,"Simms, Alexander R. (University of California, Santa Barbara); Rodriguez, Antonio B. (University of North Carolina at Chapel Hill)",8,3,,1.24,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013GL058984,https://app.dimensions.ai/details/publication/pub.1014644790,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
36,400,pub.1030247749,10.1073/pnas.1309734111,24449875,PMC3918833,"Quantifying the distribution of nanodiamonds in pre-Younger Dryas to recent age deposits along Bull Creek, Oklahoma Panhandle, USA",Proceedings of the National Academy of Sciences,,Animals; Geologic Sediments; Humans; Nanodiamonds; Oklahoma; Rivers; Time Factors,2014-02-04,2014,111,5,1726-1731,All OA; Gold,Article,"Bement, Leland C.; Madden, Andrew S.; Carter, Brian J.; Simms, Alexander R.; Swindle, Andrew L.; Alexander, Hanna M.; Fine, Scott; Benamara, Mourad",,"Bement, Leland C. (); Madden, Andrew S. (University of Oklahoma); Carter, Brian J. (Oklahoma State University); Simms, Alexander R. (University of California, Santa Barbara); Swindle, Andrew L. (University of Oklahoma); Alexander, Hanna M. (University of California, Santa Barbara); Fine, Scott (Oklahoma State University); Benamara, Mourad (University of Arkansas at Fayetteville)",11,1,0.2,1.85,https://www.pnas.org/content/pnas/111/5/1726.full.pdf,https://app.dimensions.ai/details/publication/pub.1030247749,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
37,100,pub.1006724828,10.1016/j.gloplacha.2013.10.002,,,Quantifying rates of coastal subsidence since the last interglacial and the role of sediment loading,Global and Planetary Change,,,2013-12,2013,111,,296-308,Closed,Article,"Simms, Alexander R.; Anderson, John B.; DeWitt, Regina; Lambeck, Kurt; Purcell, Anthony","Simms, Alexander R.","Simms, Alexander R. (University of California, Santa Barbara); Anderson, John B. (Rice University); DeWitt, Regina (East Carolina University); Lambeck, Kurt (Australian National University); Purcell, Anthony (Australian National University)",22,7,,3.24,,https://app.dimensions.ai/details/publication/pub.1006724828,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
38,100,pub.1018535095,10.1016/j.quascirev.2013.07.027,,,"Relative sea-level history of Marguerite Bay, Antarctic Peninsula derived from optically stimulated luminescence-dated beach cobbles",Quaternary Science Reviews,,,2013-10,2013,77,The Holocene 20 2010,141-155,Closed,Article,"Simkins, Lauren M.; Simms, Alexander R.; DeWitt, Regina","Simkins, Lauren M.","Simkins, Lauren M. (University of California, Santa Barbara); Simms, Alexander R. (University of California, Santa Barbara); DeWitt, Regina (East Carolina University)",14,8,,2.1,,https://app.dimensions.ai/details/publication/pub.1018535095,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
39,100,pub.1033659060,10.1130/g34387.1,,,Holocene sea-level change derived from microbial mats,Geology,,,2013-09-01,2013,41,9,971-974,Closed,Article,"Livsey, Daniel; Simms, Alexander R.",,"Livsey, Daniel (University of California, Santa Barbara); Simms, Alexander R. (University of California, Santa Barbara)",13,1,,,,https://app.dimensions.ai/details/publication/pub.1033659060,04 Earth Sciences,04 Earth Sciences,,,,
40,100,pub.1000642461,10.1002/grl.50488,,,"Hyperpycnal plume‐derived fans in the Santa Barbara Channel, California",Geophysical Research Letters,,,2013-05-28,2013,40,10,2081-2086,All OA; Gold,Article,"Warrick, Jonathan A.; Simms, Alexander R.; Ritchie, Andy; Steel, Elisabeth; Dartnell, Pete; Conrad, James E.; Finlayson, David P.",,"Warrick, Jonathan A. (United States Geological Survey); Simms, Alexander R. (University of California, Santa Barbara); Ritchie, Andy (United States Geological Survey); Steel, Elisabeth (University of California, Santa Barbara); Dartnell, Pete (United States Geological Survey); Conrad, James E. (United States Geological Survey); Finlayson, David P. (United States Geological Survey)",15,7,,2.29,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/grl.50488,https://app.dimensions.ai/details/publication/pub.1000642461,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
41,100,pub.1068916609,10.2110/jsr.2013.5,,,Fourier Grain-Shape Analysis of Antarctic Marine Core: The Relative Influence of Provenance and Glacial Activity On Grain ShapeINFLUENCE OF PROVENANCE AND GLACIAL ACTIVITY ON GRAIN-SHAPE 81,Journal of Sedimentary Research,,,2013-01-30,2013,83,1,80-90,Closed,Article,"Livsey, Daniel N.; Simms, Alexander R.; Clary, Warren G.; Wellner, Julia S.; Anderson, John B.; Chandler, John P.",,"Livsey, Daniel N. (University of California, Santa Barbara); Simms, Alexander R. (University of California, Santa Barbara); Clary, Warren G. (); Wellner, Julia S. (University of Houston); Anderson, John B. (Rice University); Chandler, John P. (Oklahoma State University)",2,0,,0.3,,https://app.dimensions.ai/details/publication/pub.1068916609,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
42,100,pub.1034028959,10.1144/sp381.13,,,Constraints on Antarctic Ice Sheet configuration during and following the Last Glacial Maximum and its episodic contribution to sea-level rise,Geological Society London Special Publications,,,2013,2013,381,1,215-232,Closed,Article,"Anderson, John B.; Kirshner, Alexandra E.; Simms, Alexander R.",,"Anderson, John B. (Rice University); Kirshner, Alexandra E. (Rice University); Simms, Alexander R. (University of California, Santa Barbara)",7,1,,1.05,,https://app.dimensions.ai/details/publication/pub.1034028959,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
43,100,pub.1050060413,10.1016/j.palaeo.2012.05.024,,,Correlation of early and mid-Holocene events using magnetic susceptibility in estuarine cores from bays along the northwestern Gulf of Mexico,Palaeogeography Palaeoclimatology Palaeoecology,,,2012-08,2012,346,,95-107,Closed,Article,"Simkins, Lauren M.; Simms, Alexander R.; Cruse, Anna M.; Troiani, Taylor; Atekwana, Eliot A.; Puckette, James; Yokoyama, Yusuke","Simkins, Lauren M.","Simkins, Lauren M. (Oklahoma State University); Simms, Alexander R. (Oklahoma State University); Cruse, Anna M. (Oklahoma State University); Troiani, Taylor (Oklahoma State University); Atekwana, Eliot A. (Oklahoma State University); Puckette, James (Oklahoma State University); Yokoyama, Yusuke (University of Tokyo)",9,3,,1.56,,https://app.dimensions.ai/details/publication/pub.1050060413,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
44,100,pub.1033692548,10.1016/j.quascirev.2012.05.013,,,"Timing of the most recent Neoglacial advance and retreat in the South Shetland Islands, Antarctic Peninsula: insights from raised beaches and Holocene uplift rates",Quaternary Science Reviews,,,2012-07,2012,47,,41-55,Closed,Article,"Simms, Alexander R.; Ivins, Erik R.; DeWitt, Regina; Kouremenos, Peter; Simkins, Lauren M.","Simms, Alexander R.","Simms, Alexander R. (University of California, Santa Barbara); Ivins, Erik R. (California Institute of Technology); DeWitt, Regina (Oklahoma State University); Kouremenos, Peter (BP (Canada)); Simkins, Lauren M. (University of California, Santa Barbara)",36,10,,6.25,,https://app.dimensions.ai/details/publication/pub.1033692548,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
45,100,pub.1068916524,10.2110/jsr.2012.32,,,"Sedimentology of An Erg To An Erg-Margin Depositional System, the Rush Springs Sandstone of Western Oklahoma, U.S.A.: Implications for Paleowinds Across Northwestern Pangea During the Guadalupian (Middle Permian)IMPLICATIONS FOR PALEOWINDS ACROSS NORTHWESTERN PANGEA DURING THE GUADALUPIAN",Journal of Sedimentary Research,,,2012-06-07,2012,82,5,345-363,Closed,Article,"Poland, Zachary A.; Simms, Alexander R.",,"Poland, Zachary A. (Oklahoma State University); Simms, Alexander R. (University of California, Santa Barbara)",4,1,,0.67,,https://app.dimensions.ai/details/publication/pub.1068916524,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
46,100,pub.1048497429,10.1785/0120110103,,,"Paleoseismicity of the Southern End of the Cascadia Subduction Zone, Northwestern CaliforniaPaleoseismicity of the Southern End of the Cascadia Subduction Zone, Northwestern California",Bulletin of the Seismological Society of America,,,2012-06-01,2012,102,3,1059-1078,Closed,Article,"Valentine, David W.; Keller, Edward A.; Carver, Gary; Li, Wen‐Hao; Manhart, Christine; Simms, Alexander R.",,"Valentine, David W. (University of California, San Diego); Keller, Edward A. (University of California, Santa Barbara); Carver, Gary (Humboldt State University); Li, Wen‐Hao (Northrop Grumman (United States)); Manhart, Christine (); Simms, Alexander R. (University of California, Santa Barbara)",7,1,,1.23,,https://app.dimensions.ai/details/publication/pub.1048497429,0404 Geophysics; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0404 Geophysics,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,
47,100,pub.1030628209,10.1190/geo2011-0218.1,,,"Ultrashallow depth imaging of a channel stratigraphy with first-arrival traveltime inversion and prestack depth migration: A case history from Bull Creek, OklahomaUltrashallow depth imaging",Geophysics,,,2012-03,2012,77,2,b87-b96,Closed,Article,"Woldearegay, Ammanuel Fesseha; Jaiswal, Priyank; Simms, Alexander R.; Alexander, Hanna; Bement, Leland C.; Carter, Brian J.",,"Woldearegay, Ammanuel Fesseha (Oklahoma State University); Jaiswal, Priyank (Oklahoma State University); Simms, Alexander R. (University of California, Santa Barbara); Alexander, Hanna (University of California, Santa Barbara); Bement, Leland C. (University of Oklahoma); Carter, Brian J. (Oklahoma State University)",5,2,,0.89,,https://app.dimensions.ai/details/publication/pub.1030628209,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
48,400,pub.1031281028,10.1073/pnas.1014885108,21709269,PMC3136253,Progressive Cenozoic cooling and the demise of Antarctica’s last refugium,Proceedings of the National Academy of Sciences,,"Animals; Antarctic Regions; Biological Evolution; Climate Change; Cold Climate; History, Ancient; Ice Cover; Plants",2011-07-12,2011,108,28,11356-11360,All OA; Gold,Article,"Anderson, John B.; Warny, Sophie; Askin, Rosemary A.; Wellner, Julia S.; Bohaty, Steven M.; Kirshner, Alexandra E.; Livsey, Daniel N.; Simms, Alexander R.; Smith, Tyler R.; Ehrmann, Werner; Lawver, Lawrence A.; Barbeau, David; Wise, Sherwood W.; Kulhanek, Denise K.; Weaver, Fred M.; Majewski, Wojciech",,"Anderson, John B. (Rice University); Warny, Sophie (Louisiana State University); Askin, Rosemary A. (); Wellner, Julia S. (University of Houston); Bohaty, Steven M. (University of Southampton); Kirshner, Alexandra E. (Rice University); Livsey, Daniel N. (University of California, Santa Barbara); Simms, Alexander R. (University of California, Santa Barbara); Smith, Tyler R. (Rice University); Ehrmann, Werner (Leipzig University); Lawver, Lawrence A. (The University of Texas at Austin); Barbeau, David (); Wise, Sherwood W. (Florida State University); Kulhanek, Denise K. (Florida State University); Weaver, Fred M. (Rice University); Majewski, Wojciech (Polish Academy of Sciences)",68,14,0.18,8.67,http://www.pnas.org/content/108/28/11356.full.pdf,https://app.dimensions.ai/details/publication/pub.1031281028,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
49,100,pub.1047752341,10.1016/j.quascirev.2011.03.018,,,"The marine record of deglaciation of the South Shetland Islands, Antarctica since the Last Glacial Maximum",Quaternary Science Reviews,,,2011-06,2011,30,13-14,1583-1601,Closed,Article,"Simms, Alexander R.; Milliken, Kristy T.; Anderson, John B.; Wellner, Julia S.","Simms, Alexander R.","Simms, Alexander R. (University of California, Santa Barbara); Milliken, Kristy T. (Rice University); Anderson, John B. (Rice University); Wellner, Julia S. (University of Houston)",37,8,,4.72,,https://app.dimensions.ai/details/publication/pub.1047752341,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
50,100,pub.1048876848,10.1016/j.quageo.2010.06.004,,,A new approach to reconstructing sea levels in Antarctica using optically stimulated luminescence of cobble surfaces,Quaternary Geochronology,,,2011-02,2011,6,1,50-60,Closed,Article,"Simms, Alexander R.; DeWitt, Regina; Kouremenos, Peter; Drewry, Ann Marie","Simms, Alexander R.","Simms, Alexander R. (Oklahoma State University); DeWitt, Regina (Oklahoma State University); Kouremenos, Peter (Oklahoma State University); Drewry, Ann Marie (Oklahoma State University)",38,9,,4.85,,https://app.dimensions.ai/details/publication/pub.1048876848,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
51,100,pub.1021835539,10.1016/j.margeo.2010.10.003,,,"The importance of sea-level and climate change, including changing wind energy, on the evolution of a coastal estuary: Copano Bay, Texas",Marine Geology,,,2011-02,2011,280,1-4,1-19,Closed,Article,"Troiani, B.T.; Simms, A.R.; Dellapenna, T.; Piper, E.; Yokoyama, Y.","Troiani, B.T.","Troiani, B.T. (Oklahoma State University); Simms, A.R. (Oklahoma State University); Dellapenna, T. (); Piper, E. (); Yokoyama, Y. (University of Tokyo; Japan Agency for Marine-Earth Science and Technology)",27,6,,3.44,,https://app.dimensions.ai/details/publication/pub.1021835539,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
52,100,pub.1007896834,10.1029/2010sp001047,,,"History of an Evolving Ice Sheet as Recorded in SHALDRIL Cores from the Northwestern Weddell Sea, Antarctica",Special Publications,"Tectonic, Climatic, and Cryospheric Evolution of the Antarctic Peninsula",,2011-01-01,2011,,,131-151,Closed,Chapter,"Wellner, Julia S.; Anderson, John B.; Ehrmann, Werner; Weaver, Fred M.; Kirshner, Alexandra; Livsey, Daniel; Simms, Alexander R.",,"Wellner, Julia S. (University of Houston); Anderson, John B. (Rice University); Ehrmann, Werner (); Weaver, Fred M. (Rice University); Kirshner, Alexandra (Rice University); Livsey, Daniel (); Simms, Alexander R. ()",3,0,,0.39,,https://app.dimensions.ai/details/publication/pub.1007896834,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
53,200,pub.1099066941,10.1190/1.3627740,,,"Seismic characterization of near‐surface drainage pattern: Bull Creek, Oklahoma",,SEG Technical Program Expanded Abstracts 2011,,2011-01,2011,,,2639-2643,Closed,Proceeding,"Woldearegay, Ammanuel; Jaiswal, Priyank; Simms, Alexander",,"Woldearegay, Ammanuel (); Jaiswal, Priyank (); Simms, Alexander ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1099066941,,,,,,
54,100,pub.1012316534,10.1016/j.quascirev.2010.10.004,,,Bay-head deltas across the northern Gulf of Mexico back step in response to the 8.2ka cooling event,Quaternary Science Reviews,,,2010-12,2010,29,27-28,3983-3993,Closed,Article,"Rodriguez, Antonio B.; Simms, Alexander R.; Anderson, John B.","Rodriguez, Antonio B.","Rodriguez, Antonio B. (University of North Carolina at Chapel Hill); Simms, Alexander R. (University of California, Santa Barbara); Anderson, John B. (Rice University)",37,14,,4.2,,https://app.dimensions.ai/details/publication/pub.1012316534,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
55,100,pub.1031315479,10.1029/2010eo230001,,,Coastal Impact Underestimated From Rapid Sea Level Rise,Eos,,,2010-06-08,2010,91,23,205-206,All OA; Gold,Article,"Anderson, John; Milliken, Kristy; Wallace, Davin; Rodriguez, Antonio; Simms, Alexander",,"Anderson, John (Rice University); Milliken, Kristy (Rice University); Wallace, Davin (Rice University); Rodriguez, Antonio (); Simms, Alexander (Oklahoma State University)",29,5,,3.29,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010EO230001,https://app.dimensions.ai/details/publication/pub.1031315479,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
56,100,pub.1003034197,10.1111/j.1365-3091.2009.01111.x,,,"The incised valley of Baffin Bay, Texas: a tale of two climates",Sedimentology,,,2010-02,2010,57,2,642-669,Closed,Article,"SIMMS, ALEXANDER R.; ARYAL, NIRANJAN; MILLER, LAUREN; YOKOYAMA, YUSUKE",,"SIMMS, ALEXANDER R. (Oklahoma State University); ARYAL, NIRANJAN (Oklahoma State University); MILLER, LAUREN (Oklahoma State University); YOKOYAMA, YUSUKE (University of Tokyo)",24,8,,2.61,,https://app.dimensions.ai/details/publication/pub.1003034197,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
57,100,pub.1068916358,10.2110/jsr.2009.079,,,Insights on a Proposed Mid-Holocene Highstand Along the Northwestern Gulf of Mexico from the Evolution of Small Coastal Ponds,Journal of Sedimentary Research,,,2009-10-01,2009,79,10,757-772,Closed,Article,"Simms, Alexander R.; Aryal, Niranjan; Yokoyama, Yusuke; Matsuzaki, Hiroyuki; Dewitt, Regina",,"Simms, Alexander R. (Oklahoma State University); Aryal, Niranjan (Oklahoma State University); Yokoyama, Yusuke (); Matsuzaki, Hiroyuki (University of Tokyo); Dewitt, Regina (Oklahoma State University)",15,0,,2.05,,https://app.dimensions.ai/details/publication/pub.1068916358,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
