,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Dylan Hunter Rood. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
55,400,pub.1062469197,10.1126/science.1247385,24557837,,Rapid Thinning of Pine Island Glacier in the Early Holocene,Science,,Beryllium; Ice Cover; Islands; Motion; Radioisotopes,2014-02-28,2014,343,6174,999-1001,"All OA; Green, Published",Article,"Johnson, J. S.; Bentley, M. J.; Smith, J. A.; Finkel, R. C.; Rood, D. H.; Gohl, K.; Balco, G.; Larter, R. D.; Schaefer, J. M.",,"Johnson, J. S. (British Antarctic Survey); Bentley, M. J. (Durham University; British Antarctic Survey); Smith, J. A. (British Antarctic Survey); Finkel, R. C. (Lawrence Livermore National Laboratory; University of California, Berkeley); Rood, D. H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara); Gohl, K. (Alfred Wegener Institute for Polar and Marine Research); Balco, G. (Berkeley Geochronology Center); Larter, R. D. (British Antarctic Survey); Schaefer, J. M. (Lamont-Doherty Earth Observatory; Columbia University)",34,13,0.26,5.49,https://epic.awi.de/id/eprint/34813/1/Johnson-etal_rapid-thinning-PineIslandGlacier-early-Holocene_Science_2014.pdf,https://app.dimensions.ai/details/publication/pub.1062469197,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
56,100,pub.1062734408,10.1130/g34922.1,,,"Basins and bedrock: Spatial variation in 10Be erosion rates and increasing relief in the southern Rocky Mountains, USA",Geology,,,2014-02,2014,42,2,167-170,Closed,Article,"Dethier, David P.; Ouimet, Will; Bierman, Paul R.; Rood, Dylan H.; Balco, Greg",,"Dethier, David P. (Williams College); Ouimet, Will (University of Connecticut); Bierman, Paul R. (University of Vermont); Rood, Dylan H. (Scottish Universities Environmental Research Centre); Balco, Greg (Berkeley Geochronology Center)",19,6,,3.07,,https://app.dimensions.ai/details/publication/pub.1062734408,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
57,100,pub.1029731067,10.1016/j.quageo.2013.06.006,,,"Cosmogenic nuclides in buried sediments from the hyperarid Atacama Desert, Chile",Quaternary Geochronology,,,2014-02,2014,19,Geological Society of America Bulletin 100 1988,117-126,Closed,Article,"Davis, M.; Matmon, A.; Placzek, C.J.; McIntosh, W.; Rood, D.H.; Quade, J.","Davis, M.","Davis, M. (Hebrew University of Jerusalem); Matmon, A. (Hebrew University of Jerusalem); Placzek, C.J. (James Cook University); McIntosh, W. (New Mexico Institute of Mining and Technology); Rood, D.H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara; Scottish Universities Environmental Research Centre); Quade, J. (University of Arizona)",4,3,,0.65,,https://app.dimensions.ai/details/publication/pub.1029731067,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
58,100,pub.1017003672,10.1002/2013jf002837,,,"Landscape response to Pleistocene‐Holocene precipitation change in the Western Cordillera, Peru: 10Be concentrations in modern sediments and terrace fills",Journal of Geophysical Research Earth Surface,,,2013-12,2013,118,4,2488-2499,All OA; Gold,Article,"McPhillips, Devin; Bierman, Paul R.; Crocker, Thomas; Rood, Dylan H.",,"McPhillips, Devin (University of Vermont); Bierman, Paul R. (University of Vermont); Crocker, Thomas (Middlebury College); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara)",20,5,,3,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013JF002837,https://app.dimensions.ai/details/publication/pub.1017003672,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
59,100,pub.1020832134,10.1016/j.epsl.2013.09.005,,,"Warming and glacier recession in the Rakaia valley, Southern Alps of New Zealand, during Heinrich Stadial 1",Earth and Planetary Science Letters,,,2013-11,2013,382,J. Quat. Sci. 22 2007,98-110,"All OA; Green, Published",Article,"Putnam, Aaron E.; Schaefer, Joerg M.; Denton, George H.; Barrell, David J.A.; Andersen, Bjørn G.; Koffman, Tobias N.B.; Rowan, Ann V.; Finkel, Robert C.; Rood, Dylan H.; Schwartz, Roseanne; Vandergoes, Marcus J.; Plummer, Mitchell A.; Brocklehurst, Simon H.; Kelley, Samuel E.; Ladig, Kathryn L.","Putnam, Aaron E.","Putnam, Aaron E. (Lamont-Doherty Earth Observatory; University of Maine); Schaefer, Joerg M. (Lamont-Doherty Earth Observatory; Columbia University); Denton, George H. (University of Maine); Barrell, David J.A. (GNS Science); Andersen, Bjørn G. (University of Oslo); Koffman, Tobias N.B. (University of Maine); Rowan, Ann V. (Aberystwyth University); Finkel, Robert C. (University of California, Berkeley); Rood, Dylan H. (Lawrence Livermore National Laboratory; Scottish Universities Environmental Research Centre); Schwartz, Roseanne (Lamont-Doherty Earth Observatory); Vandergoes, Marcus J. (GNS Science); Plummer, Mitchell A. (Idaho National Laboratory); Brocklehurst, Simon H. (University of Manchester); Kelley, Samuel E. (University at Buffalo, State University of New York); Ladig, Kathryn L. (University of Maine)",52,14,,7.79,https://academiccommons.columbia.edu/doi/10.7916/D81V5R2V/download,https://app.dimensions.ai/details/publication/pub.1020832134,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
60,100,pub.1018030802,10.1016/j.epsl.2013.08.041,,,Late Pleistocene glacial advances in the western Tibet interior,Earth and Planetary Science Letters,,,2013-11,2013,381,Earth Planet. Sci. Lett. 313–314 2012,210-221,Closed,Article,"Amidon, William H.; Bookhagen, Bodo; Avouac, Jean-Philippe; Smith, Taylor; Rood, Dylan","Amidon, William H.","Amidon, William H. (Middlebury College); Bookhagen, Bodo (University of California, Santa Barbara); Avouac, Jean-Philippe (California Institute of Technology); Smith, Taylor (University of California, Santa Barbara); Rood, Dylan (Scottish Universities Environmental Research Centre)",13,6,,1.95,,https://app.dimensions.ai/details/publication/pub.1018030802,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
61,100,pub.1035971166,10.1130/b30813.1,,,"Constraining landscape history and glacial erosivity using paired cosmogenic nuclides in Upernavik, northwest Greenland",Geological Society of America Bulletin,,,2013-09-01,2013,125,9-10,1539-1553,Closed,Article,"Corbett, Lee B.; Bierman, Paul R.; Graly, Joseph A.; Neumann, Thomas A.; Rood, Dylan H.",,"Corbett, Lee B. (University of Vermont); Bierman, Paul R. (University of Vermont); Graly, Joseph A. (University of Vermont); Neumann, Thomas A. (University of Vermont); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara)",30,8,,4.49,,https://app.dimensions.ai/details/publication/pub.1035971166,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
62,100,pub.1028851093,10.1002/jgrf.20121,,,"Regolith production and transport at the Susquehanna Shale Hills Critical Zone Observatory, Part 2: Insights from meteoric 10Be",Journal of Geophysical Research Earth Surface,,,2013-09,2013,118,3,1877-1896,All OA; Gold,Article,"West, Nicole; Kirby, Eric; Bierman, Paul; Slingerland, Rudy; Ma, Lin; Rood, Dylan; Brantley, Susan",,"West, Nicole (Pennsylvania State University); Kirby, Eric (Pennsylvania State University; Oregon State University); Bierman, Paul (University of Vermont); Slingerland, Rudy (Pennsylvania State University); Ma, Lin (The University of Texas at El Paso); Rood, Dylan (Scottish Universities Environmental Research Centre; University of California, Berkeley); Brantley, Susan (Pennsylvania State University)",62,18,,9.45,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/jgrf.20121,https://app.dimensions.ai/details/publication/pub.1028851093,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
63,100,pub.1023275580,10.1130/g33970.1,,,"Restraining bend tectonics in the Santa Cruz Mountains, California, imaged using 10Be concentrations in river sands",Geology,,,2013-08,2013,41,8,843-846,Closed,Article,"Gudmundsdottir, Maria H.; Blisniuk, Kimberly; Ebert, Yael; Levine, Nathaniel M.; Rood, Dylan H.; Wilson, Alana; Hilley, George E.",,"Gudmundsdottir, Maria H. (Stanford University); Blisniuk, Kimberly (University of California, Berkeley); Ebert, Yael (Stanford University); Levine, Nathaniel M. (Stanford University); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara); Wilson, Alana (Stanford University); Hilley, George E. (Stanford University)",18,4,,2.74,,https://app.dimensions.ai/details/publication/pub.1023275580,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
64,100,pub.1029748097,10.1130/b30803.1,,,"Chronology of tectonic, geomorphic, and volcanic interactions and the tempo of fault slip near Little Lake, California",Geological Society of America Bulletin,,,2013-07-01,2013,125,7-8,1187-1202,All OA; Gold,Article,"Amos, Colin B.; Brownlee, Sarah J.; Rood, Dylan H.; Fisher, G. Burch; Bürgmann, Roland; Renne, Paul R.; Jayko, Angela S.",,"Amos, Colin B. (Western Washington University); Brownlee, Sarah J. (Wayne State University); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara); Fisher, G. Burch (University of California, Santa Barbara); Bürgmann, Roland (University of California, Berkeley); Renne, Paul R. (Berkeley Geochronology Center); Jayko, Angela S. ()",6,2,,0.9,https://pubs.geoscienceworld.org/gsabulletin/article-pdf/125/7-8/1187/419362/1187.pdf,https://app.dimensions.ai/details/publication/pub.1029748097,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
65,100,pub.1002134149,10.1016/j.quageo.2012.05.009,,,"A chronological framework for the Clyde Foreland Formation, Eastern Canadian Arctic, derived from amino acid racemization and cosmogenic radionuclides",Quaternary Geochronology,,,2013-04,2013,16,Quaternary Science Reviews 4 1985,21-34,Closed,Article,"Refsnider, Kurt A.; Miller, Gifford H.; Fréchette, Bianca; Rood, Dylan H.","Refsnider, Kurt A.","Refsnider, Kurt A. (University of Colorado Boulder); Miller, Gifford H. (University of Colorado Boulder); Fréchette, Bianca (University of Quebec at Montreal); Rood, Dylan H. (Scottish Universities Environmental Research Centre)",9,2,,1.35,,https://app.dimensions.ai/details/publication/pub.1002134149,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
66,100,pub.1019337839,10.1016/j.yqres.2012.11.012,,,"Long-term talus flatirons formation in the hyperarid northeastern Negev, Israel",Quaternary Research,,,2013-03,2013,79,2,256-267,Closed,Article,"Boroda, Ronen; Matmon, Ari; Amit, Rivka; Haviv, Itai; Porat, Naomi; Rood, Dylan; Eyal, Yehuda; Enzel, Yehuda",,"Boroda, Ronen (Geological Survey of Israel; Ben-Gurion University of the Negev); Matmon, Ari (Hebrew University of Jerusalem); Amit, Rivka (Geological Survey of Israel); Haviv, Itai (Ben-Gurion University of the Negev); Porat, Naomi (Geological Survey of Israel); Rood, Dylan (Lawrence Livermore National Laboratory); Eyal, Yehuda (Ben-Gurion University of the Negev); Enzel, Yehuda (Hebrew University of Jerusalem)",9,4,,1.37,,https://app.dimensions.ai/details/publication/pub.1019337839,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
67,100,pub.1025081438,10.1016/j.quascirev.2012.11.009,,,A latest Pliocene age for the earliest and most extensive Cordilleran Ice Sheet in northwestern Canada,Quaternary Science Reviews,,,2013-02,2013,61,,77-84,Closed,Article,"Hidy, Alan J.; Gosse, John C.; Froese, Duane G.; Bond, Jeffrey D.; Rood, Dylan H.","Hidy, Alan J.","Hidy, Alan J. (Dalhousie University); Gosse, John C. (Dalhousie University); Froese, Duane G. (University of Alberta); Bond, Jeffrey D. (); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara)",31,7,,4.64,,https://app.dimensions.ai/details/publication/pub.1025081438,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
68,100,pub.1046715018,10.1016/j.nimb.2012.08.039,,,Poisson and non-Poisson uncertainty estimations of 10Be/9Be measurements at LLNL–CAMS,Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,,,2013-01,2013,294,Science 324 2009,426-429,Closed,Article,"Rood, Dylan H.; Brown, Thomas A.; Finkel, Robert C.; Guilderson, Thomas P.","Rood, Dylan H.","Rood, Dylan H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara); Brown, Thomas A. (Lawrence Livermore National Laboratory); Finkel, Robert C. (Lawrence Livermore National Laboratory; University of California, Berkeley); Guilderson, Thomas P. (Lawrence Livermore National Laboratory; University of California, Santa Cruz)",26,6,,5.94,,https://app.dimensions.ai/details/publication/pub.1046715018,"09 Engineering; 0402 Geochemistry; 0915 Interdisciplinary Engineering; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 04 Earth Sciences",09 Engineering,0402 Geochemistry,0915 Interdisciplinary Engineering,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences
69,100,pub.1041370668,10.1016/j.nimb.2012.08.040,,,The feasibility of isobaric suppression of 26Mg via post-accelerator foil stripping for the measurement of 26Al,Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,,,2013-01,2013,294,,406-409,Closed,Article,"Tumey, Scott J.; Brown, Thomas A.; Finkel, Robert C.; Rood, Dylan H.","Tumey, Scott J.","Tumey, Scott J. (Lawrence Livermore National Laboratory); Brown, Thomas A. (Lawrence Livermore National Laboratory); Finkel, Robert C. (University of California, Berkeley); Rood, Dylan H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara)",1,1,,0.33,,https://app.dimensions.ai/details/publication/pub.1041370668,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
70,100,pub.1038787281,10.1130/b30559.1,,,Low rates of bedrock outcrop erosion in the central Appalachian Mountains inferred from in situ 10Be,Geological Society of America Bulletin,,,2013-01,2013,125,1-2,201-215,All OA; Gold,Article,"Portenga, Eric W.; Bierman, Paul R.; Rizzo, Donna M.; Rood, Dylan H.",,"Portenga, Eric W. (University of Vermont); Bierman, Paul R. (University of Vermont); Rizzo, Donna M. (University of Vermont); Rood, Dylan H. ()",22,8,,3.29,https://pubs.geoscienceworld.org/gsa/gsabulletin/article-pdf/125/1-2/201/418236/201.pdf,https://app.dimensions.ai/details/publication/pub.1038787281,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
71,100,pub.1003805299,10.1016/j.quascirev.2012.09.028,,,"Age of the Fjord Stade moraines in the Disko Bugt region, western Greenland, and the 9.3 and 8.2 ka cooling events",Quaternary Science Reviews,,,2013-01,2013,60,,76-90,Closed,Article,"Young, Nicolás E.; Briner, Jason P.; Rood, Dylan H.; Finkel, Robert C.; Corbett, Lee B.; Bierman, Paul R.","Young, Nicolás E.","Young, Nicolás E. (University at Buffalo, State University of New York); Briner, Jason P. (University at Buffalo, State University of New York); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara); Finkel, Robert C. (University of California, Berkeley); Corbett, Lee B. (University of Vermont; Dartmouth College); Bierman, Paul R. (University of Vermont)",62,21,,9.29,,https://app.dimensions.ai/details/publication/pub.1003805299,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
72,100,pub.1018480581,10.1016/j.nimb.2012.07.038,,,Quality assurance in accelerator mass spectrometry: Results from an international round-robin exercise for 10Be,Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,,,2012-10,2012,289,,68-73,Closed,Article,"Merchel, S.; Bremser, W.; Akhmadaliev, S.; Arnold, M.; Aumaître, G.; Bourlès, D.L.; Braucher, R.; Caffee, M.; Christl, M.; Fifield, L.K.; Finkel, R.C.; Freeman, S.P.H.T.; Ruiz-Gómez, A.; Kubik, P.W.; Martschini, M.; Rood, D.H.; Tims, S.G.; Wallner, A.; Wilcken, K.M.; Xu, S.","Merchel, S.","Merchel, S. (Research Center Dresden-Rossendorf); Bremser, W. (Federal Institute For Materials Research and Testing); Akhmadaliev, S. (Research Center Dresden-Rossendorf); Arnold, M. (); Aumaître, G. (); Bourlès, D.L. (); Braucher, R. (); Caffee, M. (Purdue University West Lafayette); Christl, M. (Swiss Federal Institute of Technology in Zurich); Fifield, L.K. (Australian National University); Finkel, R.C. (Lawrence Livermore National Laboratory); Freeman, S.P.H.T. (Scottish Universities Environmental Research Centre); Ruiz-Gómez, A. (University of Seville); Kubik, P.W. (Swiss Federal Institute of Technology in Zurich); Martschini, M. (University of Vienna); Rood, D.H. (Lawrence Livermore National Laboratory; Scottish Universities Environmental Research Centre); Tims, S.G. (Australian National University); Wallner, A. (Australian National University; University of Vienna); Wilcken, K.M. (Scottish Universities Environmental Research Centre); Xu, S. (Scottish Universities Environmental Research Centre)",17,2,,3.51,,https://app.dimensions.ai/details/publication/pub.1018480581,"09 Engineering; 0402 Geochemistry; 0915 Interdisciplinary Engineering; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 04 Earth Sciences",09 Engineering,0402 Geochemistry,0915 Interdisciplinary Engineering,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences
73,400,pub.1062466728,10.1126/science.1222759,22984068,,"Glacier Extent During the Younger Dryas and 8.2-ka Event on Baffin Island, Arctic Canada",Science,,Arctic Regions; Canada; Climate Change; Ice Cover; Seasons,2012-09-14,2012,337,6100,1330-1333,Closed,Article,"Young, Nicolás E.; Briner, Jason P.; Rood, Dylan H.; Finkel, Robert C.",,"Young, Nicolás E. (University at Buffalo, State University of New York); Briner, Jason P. (University at Buffalo, State University of New York); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara); Finkel, Robert C. (University of California, Berkeley)",38,12,0.08,6.6,,https://app.dimensions.ai/details/publication/pub.1062466728,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
74,100,pub.1012968220,10.1130/g33449.1,,,Coupling meteoric 10Be with pedogenic losses of 9Be to improve soil residence time estimates on an ancient North American interfluve,Geology,,,2012-09,2012,40,9,847-850,Closed,Article,"Bacon, Allan R.; Richter, Daniel deB.; Bierman, Paul R.; Rood, Dylan H.",,"Bacon, Allan R. (Duke University); Richter, Daniel deB. (Duke University); Bierman, Paul R. (University of Vermont); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara)",52,23,,,,https://app.dimensions.ai/details/publication/pub.1012968220,04 Earth Sciences,04 Earth Sciences,,,,
75,100,pub.1052384555,10.1016/j.quascirev.2012.05.018,,,"Cosmogenic nuclide age constraints on Middle Stone Age lithics from Niassa, Mozambique",Quaternary Science Reviews,,,2012-07,2012,47,Geology 24 1996,116-130,Closed,Article,"Mercader, Julio; Gosse, John C.; Bennett, Tim; Hidy, Alan J.; Rood, Dylan H.","Mercader, Julio","Mercader, Julio (University of Calgary); Gosse, John C. (Dalhousie University); Bennett, Tim (University of Calgary); Hidy, Alan J. (Dalhousie University); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara)",23,6,,3.84,,https://app.dimensions.ai/details/publication/pub.1052384555,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
76,200,pub.1041926091,10.1016/j.quageo.2012.02.011,,,Corrigendum to “Exposure dating of precariously balanced rocks” [Quaternary Geochronology 6 (2011) 295–303],Quaternary Geochronology,,,2012-06,2012,9,,86,Closed,Article,"Balco, Greg; Purvance, Matthew D.; Rood, Dylan H.","Balco, Greg","Balco, Greg (Berkeley Geochronology Center); Purvance, Matthew D. (University of Nevada Reno); Rood, Dylan H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara)",1,0,,0.15,,https://app.dimensions.ai/details/publication/pub.1041926091,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
77,100,pub.1047832733,10.1016/j.gca.2012.03.002,,,"Neon diffusion kinetics in olivine, pyroxene and feldspar: Retentivity of cosmogenic and nucleogenic neon",Geochimica et Cosmochimica Acta,,,2012-06,2012,86,Science 319 2008,21-36,Closed,Article,"Gourbet, Loraine; Shuster, David L.; Balco, Greg; Cassata, William S.; Renne, Paul R.; Rood, Dylan","Shuster, David L.","Gourbet, Loraine (École Normale Supérieure de Lyon; Berkeley Geochronology Center); Shuster, David L. (Berkeley Geochronology Center; University of California, Berkeley); Balco, Greg (Berkeley Geochronology Center); Cassata, William S. (University of California, Berkeley; Berkeley Geochronology Center); Renne, Paul R. (Berkeley Geochronology Center; University of California, Berkeley); Rood, Dylan (Lawrence Livermore National Laboratory)",14,2,,2.34,,https://app.dimensions.ai/details/publication/pub.1047832733,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
78,100,pub.1028138549,10.1130/g32574.1,,,Constant cosmogenic nuclide concentrations in sand supplied from the Nile River over the past 2.5 m.y.,Geology,,,2012-04-01,2012,40,4,359-362,Closed,Article,"Davis, Michael; Matmon, Ari; Rood, Dylan H.; Avnaim-Katav, Simona",,"Davis, Michael (Hebrew University of Jerusalem); Matmon, Ari (Hebrew University of Jerusalem); Rood, Dylan H. (Lawrence Livermore National Laboratory); Avnaim-Katav, Simona (University of Haifa)",22,7,,3.67,,https://app.dimensions.ai/details/publication/pub.1028138549,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
79,100,pub.1050994494,10.1016/j.yqres.2011.11.012,,,"The deglacial history of NW Alexander Island, Antarctica, from surface exposure dating",Quaternary Research,,,2012-03,2012,77,2,273-280,Closed,Article,"Johnson, Joanne S.; Everest, Jeremy D.; Leat, Philip T.; Golledge, Nicholas R.; Rood, Dylan H.; Stuart, Finlay M.",,"Johnson, Joanne S. (British Antarctic Survey); Everest, Jeremy D. (British Geological Survey); Leat, Philip T. (British Antarctic Survey); Golledge, Nicholas R. (British Geological Survey; Victoria University of Wellington); Rood, Dylan H. (Lawrence Livermore National Laboratory); Stuart, Finlay M. (Scottish Universities Environmental Research Centre)",8,0,,1.39,,https://app.dimensions.ai/details/publication/pub.1050994494,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
80,100,pub.1048904259,10.1029/2011gl049639,,,Response of a marine‐terminating Greenland outlet glacier to abrupt cooling 8200 and 9300 years ago,Geophysical Research Letters,,,2011-12-28,2011,38,24,n/a-n/a,"All OA; Green, Accepted & Submitted",Article,"Young, Nicolás E.; Briner, Jason P.; Axford, Yarrow; Csatho, Beata; Babonis, Greg S.; Rood, Dylan H.; Finkel, Robert C.",,"Young, Nicolás E. (University at Buffalo, State University of New York); Briner, Jason P. (University at Buffalo, State University of New York); Axford, Yarrow (Northwestern University); Csatho, Beata (University at Buffalo, State University of New York); Babonis, Greg S. (University at Buffalo, State University of New York); Rood, Dylan H. (Lawrence Livermore National Laboratory; University of California, Santa Barbara; Scottish Universities Environmental Research Centre); Finkel, Robert C. (University of California, Berkeley)",36,6,,4.59,http://eprints.gla.ac.uk/61212/1/61212.pdf,https://app.dimensions.ai/details/publication/pub.1048904259,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
81,100,pub.1026246963,10.1029/2010tc002754,,,"Rates and timing of vertical‐axis block rotations across the central Sierra Nevada‐Walker Lane transition in the Bodie Hills, California/Nevada",Tectonics,,,2011-10,2011,30,5,n/a-n/a,"All OA; Green, Accepted & Submitted",Article,"Rood, Dylan H.; Burbank, Douglas W.; Herman, Scott W.; Bogue, Scott",,"Rood, Dylan H. (University of California, Santa Barbara; Lawrence Livermore National Laboratory); Burbank, Douglas W. (University of California, Santa Barbara); Herman, Scott W. (University of California, Santa Barbara); Bogue, Scott (Occidental College)",9,3,,1.13,http://www.geol.ucsb.edu/faculty/burbank/Site/Publications_files/Rood%20Tectonic%20rotation%20Sierra%20Nev-Walker%20Lane%20Tectonics%202011%20copy.pdf,https://app.dimensions.ai/details/publication/pub.1026246963,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
82,400,pub.1009359701,10.1007/s00216-011-4979-2,21533641,,Ultra-trace analysis of 36Cl by accelerator mass spectrometry: an interlaboratory study,Analytical and Bioanalytical Chemistry,,,2011-07,2011,400,9,3125-3132,Closed,Article,"Merchel, S.; Bremser, W.; Alfimov, V.; Arnold, M.; Aumaître, G.; Benedetti, L.; Bourlès, D. L.; Caffee, M.; Fifield, L. K.; Finkel, R. C.; Freeman, S. P. H. T.; Martschini, M.; Matsushi, Y.; Rood, D. H.; Sasa, K.; Steier, P.; Takahashi, T.; Tamari, M.; Tims, S. G.; Tosaki, Y.; Wilcken, K. M.; Xu, S.","Merchel, S.","Merchel, S. (Centre for Research and Teaching in Environmental Geoscience; Research Center Dresden-Rossendorf); Bremser, W. (Federal Institute For Materials Research and Testing); Alfimov, V. (Swiss Federal Institute of Technology in Zurich); Arnold, M. (Centre for Research and Teaching in Environmental Geoscience); Aumaître, G. (Centre for Research and Teaching in Environmental Geoscience); Benedetti, L. (Centre for Research and Teaching in Environmental Geoscience); Bourlès, D. L. (Centre for Research and Teaching in Environmental Geoscience); Caffee, M. (Purdue University West Lafayette); Fifield, L. K. (Australian National University); Finkel, R. C. (Centre for Research and Teaching in Environmental Geoscience; Lawrence Livermore National Laboratory); Freeman, S. P. H. T. (Scottish Universities Environmental Research Centre); Martschini, M. (University of Vienna); Matsushi, Y. (University of Tsukuba); Rood, D. H. (Lawrence Livermore National Laboratory); Sasa, K. (University of Tsukuba); Steier, P. (University of Vienna); Takahashi, T. (University of Tsukuba); Tamari, M. (University of Tsukuba); Tims, S. G. (Australian National University); Tosaki, Y. (University of Tsukuba); Wilcken, K. M. (Scottish Universities Environmental Research Centre); Xu, S. (Scottish Universities Environmental Research Centre)",29,10,0,4.39,,https://app.dimensions.ai/details/publication/pub.1009359701,03 Chemical Sciences; 0301 Analytical Chemistry,03 Chemical Sciences,0301 Analytical Chemistry,,,
