,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Hugo A Loáiciga. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
73,200,pub.1057637707,10.1061/(asce)ir.1943-4774.0001096,,,Application of Data Mining Tools for Long-Term Quantitative and Qualitative Prediction of Streamflow,Journal of Irrigation and Drainage Engineering,,,2016-12,2016,142,12,04016061,Closed,Article,"Mirzaei-Nodoushan, Fahimeh; Bozorg-Haddad, Omid; Fallah-Mehdipour, Elahe; Loáiciga, Hugo A.",,"Mirzaei-Nodoushan, Fahimeh (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Fallah-Mehdipour, Elahe (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057637707,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
74,200,pub.1057637706,10.1061/(asce)ir.1943-4774.0001095,,,Parameter Estimation of Extended Nonlinear Muskingum Models with the Weed Optimization Algorithm,Journal of Irrigation and Drainage Engineering,,,2016-12,2016,142,12,04016059,Closed,Article,"Hamedi, Farzan; Bozorg-Haddad, Omid; Pazoki, Maryam; Asgari, Hamid-Reza; Parsa, Mehran; Loáiciga, Hugo A.",,"Hamedi, Farzan (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Pazoki, Maryam (University of Tehran); Asgari, Hamid-Reza (University of Tehran); Parsa, Mehran (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",5,4,,1.73,,https://app.dimensions.ai/details/publication/pub.1057637706,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
75,100,pub.1008482475,10.1016/j.advwatres.2016.11.001,,,Application of the gravity search algorithm to multi-reservoir operation optimization,Advances in Water Resources,,,2016-12,2016,98,,173-185,Closed,Article,"Bozorg-Haddad, Omid; Janbaz, Mahdieh; Loáiciga, Hugo A.","Bozorg-Haddad, Omid","Bozorg-Haddad, Omid (University of Tehran); Janbaz, Mahdieh (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",15,13,,8.13,,https://app.dimensions.ai/details/publication/pub.1008482475,0102 Applied Mathematics; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,
76,200,pub.1057637709,10.1061/(asce)ir.1943-4774.0001098,,,Time-Based Vulnerability: A Step Forward to Operate Water Resources Systems,Journal of Irrigation and Drainage Engineering,,,2016-11,2016,142,11,02516001,Closed,Article,"Zolghadr-Asli, Babak; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Zolghadr-Asli, Babak (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. ()",3,3,,1.04,,https://app.dimensions.ai/details/publication/pub.1057637709,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
77,200,pub.1057637694,10.1061/(asce)ir.1943-4774.0001083,,,Equation to Predict Riverine Transport of Suddenly Discharged Pollutants,Journal of Irrigation and Drainage Engineering,,,2016-11,2016,142,11,04016050,Closed,Article,"Farhadian, Mostafa; Bozorg-Haddad, Omid; Seifollahi-Aghmiuni, Samaneh; Loáiciga, Hugo A.",,"Farhadian, Mostafa (); Bozorg-Haddad, Omid (); Seifollahi-Aghmiuni, Samaneh (); Loáiciga, Hugo A. ()",2,1,,0.69,,https://app.dimensions.ai/details/publication/pub.1057637694,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
78,200,pub.1057637676,10.1061/(asce)ir.1943-4774.0001065,,,Reservoir Operation Rules with Uncertainties in Reservoir Inflow and Agricultural Demand Derived with Stochastic Dynamic Programming,Journal of Irrigation and Drainage Engineering,,,2016-11,2016,142,11,04016046,Closed,Article,"Soleimani, Shima; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Soleimani, Shima (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. ()",7,4,,2.43,,https://app.dimensions.ai/details/publication/pub.1057637676,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
79,100,pub.1025150893,10.1016/j.agwat.2016.08.011,,,Estimation of farmers’ willingness to pay for water in the agricultural sector,Agricultural Water Management,,,2016-11,2016,177,,284-290,Closed,Article,"Bozorg-Haddad, Omid; Malmier, Marzie; Mohammad-Azari, Sahar; Loáiciga, Hugo A.","Bozorg-Haddad, Omid","Bozorg-Haddad, Omid (University of Tehran); Malmier, Marzie (University of Tehran); Mohammad-Azari, Sahar (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",6,6,,2.28,,https://app.dimensions.ai/details/publication/pub.1025150893,"09 Engineering; 0905 Civil Engineering; 0701 Agriculture, Land and Farm Management; 0799 Other Agricultural and Veterinary Sciences; 07 Agricultural and Veterinary Sciences",09 Engineering,0905 Civil Engineering,"0701 Agriculture, Land and Farm Management",0799 Other Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences
80,200,pub.1057637675,10.1061/(asce)ir.1943-4774.0001064,,,Application of the Firefly Algorithm to Optimal Operation of Reservoirs with the Purpose of Irrigation Supply and Hydropower Production,Journal of Irrigation and Drainage Engineering,,,2016-10,2016,142,10,04016041,Closed,Article,"Garousi-Nejad, Irene; Bozorg-Haddad, Omid; Loáiciga, Hugo A.; Mariño, Miguel A.",,"Garousi-Nejad, Irene (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. (); Mariño, Miguel A. ()",29,18,,10.05,,https://app.dimensions.ai/details/publication/pub.1057637675,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
81,200,pub.1057645443,10.1061/(asce)wr.1943-5452.0000644,,,Modified Firefly Algorithm for Solving Multireservoir Operation in Continuous and Discrete Domains,Journal of Water Resources Planning and Management,,,2016-09,2016,142,9,04016029,Closed,Article,"Garousi-Nejad, Irene; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Garousi-Nejad, Irene (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. ()",30,19,,11.9,,https://app.dimensions.ai/details/publication/pub.1057645443,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
82,200,pub.1057637685,10.1061/(asce)ir.1943-4774.0001074,,,"Closure to “Application of a Hybrid Optimization Method in Muskingum Parameter Estimation” by Omid Bozorg Haddad, Farzan Hamedi, Elahe Fallah-Mehdipour, Hosein Orouji, and Miguel A. Mariño",Journal of Irrigation and Drainage Engineering,,,2016-09,2016,142,9,07016010,Closed,Article,"Hamedi, Farzan; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Hamedi, Farzan (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057637685,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
83,200,pub.1057645478,10.1061/(asce)wr.1943-5452.0000679,,,"Closure to “Development and Application of the Bat Algorithm for Optimizing the Operation of Reservoir Systems” by Omid Bozorg-Haddad, Iman Karimirad, Samaneh Seifollahi-Aghmiuni, and Hugo A. Loáiciga",Journal of Water Resources Planning and Management,,,2016-08,2016,142,8,07016002,Closed,Article,"Bozorg-Haddad, Omid; Seifollahi-Aghmiuni, Samaneh; Loáiciga, H. A.",,"Bozorg-Haddad, Omid (University of Tehran); Seifollahi-Aghmiuni, Samaneh (University of Tehran); Loáiciga, H. A. (University of California, Santa Barbara)",1,0,,0.4,,https://app.dimensions.ai/details/publication/pub.1057645478,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
84,200,pub.1057641350,10.1061/(asce)ps.1949-1204.0000233,,,Optimal Operation of Water Distribution Networks under Water Shortage Considering Water Quality,Journal of Pipeline Systems Engineering and Practice,,,2016-08,2016,7,3,04016005,Closed,Article,"Solgi, Mohammad; Bozorg-Haddad, Omid; Seifollahi-Aghmiuni, Samaneh; Ghasemi-Abiazani, Parisa; Loáiciga, Hugo A.",,"Solgi, Mohammad (); Bozorg-Haddad, Omid (); Seifollahi-Aghmiuni, Samaneh (); Ghasemi-Abiazani, Parisa (); Loáiciga, Hugo A. ()",8,4,,,,https://app.dimensions.ai/details/publication/pub.1057641350,,,,,,
85,200,pub.1057641348,10.1061/(asce)ps.1949-1204.0000231,,,Intermittent Urban Water Supply with Protection of Consumers’ Welfare,Journal of Pipeline Systems Engineering and Practice,,,2016-08,2016,7,3,04016002,Closed,Article,"Bozorg-Haddad, Omid; Hoseini-Ghafari, Sotudeh; Solgi, Mohammad; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (); Hoseini-Ghafari, Sotudeh (); Solgi, Mohammad (); Loáiciga, Hugo A. ()",9,5,,,,https://app.dimensions.ai/details/publication/pub.1057641348,,,,,,
86,200,pub.1057637649,10.1061/(asce)ir.1943-4774.0001038,,,Evaluation of the Impacts of Climate Variability and Human Activity on Streamflow at the Basin Scale,Journal of Irrigation and Drainage Engineering,,,2016-08,2016,142,8,04016028,Closed,Article,"Ashofteh, P.-S.; Bozorg-Haddad, Omid; Loáiciga, Hugo A.; Mariño, Miguel A.",,"Ashofteh, P.-S. (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. (); Mariño, Miguel A. ()",14,5,,4.85,,https://app.dimensions.ai/details/publication/pub.1057637649,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
87,200,pub.1057637666,10.1061/(asce)ir.1943-4774.0001055,,,"Closure to “Investigation of Reservoir Qualitative Behavior Resulting from Sudden Entry of Biological Pollutant” by Omid Bozorg-Haddad, Parisa-Sadat Ashofteh, Mohsen Ali-Hamzeh, and Miguel A. Mariño",Journal of Irrigation and Drainage Engineering,,,2016-07,2016,142,7,07016004,Closed,Article,"Bozorg-Haddad, Omid; Ashofteh, Parisa-Sadat; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (); Ashofteh, Parisa-Sadat (); Loáiciga, Hugo A. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057637666,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
88,200,pub.1057637639,10.1061/(asce)ir.1943-4774.0001028,,,Development of a Comparative Multiple Criteria Framework for Ranking Pareto Optimal Solutions of a Multiobjective Reservoir Operation Problem,Journal of Irrigation and Drainage Engineering,,,2016-07,2016,142,7,04016019,Closed,Article,"Bozorg-Haddad, Omid; Azarnivand, Ali; Hosseini-Moghari, Seyed-Mohammad; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (); Azarnivand, Ali (); Hosseini-Moghari, Seyed-Mohammad (); Loáiciga, Hugo A. ()",15,6,,5.2,,https://app.dimensions.ai/details/publication/pub.1057637639,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
89,100,pub.1038768491,10.1007/s11269-016-1301-2,,,A self-tuning ANN model for simulation and forecasting of surface flows,Water Resources Management,,,2016-07,2016,30,9,2907-2929,Closed,Article,"Bozorg-Haddad, Omid; Zarezadeh-Mehrizi, Mahboubeh; Abdi-Dehkordi, Mehri; Loáiciga, Hugo A.; Mariño, Miguel A.","Bozorg-Haddad, Omid","Bozorg-Haddad, Omid (University of Tehran); Zarezadeh-Mehrizi, Mahboubeh (Tarbiat Modares University); Abdi-Dehkordi, Mehri (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara); Mariño, Miguel A. (University of California, Davis)",10,5,,5.88,,https://app.dimensions.ai/details/publication/pub.1038768491,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
90,200,pub.1057637618,10.1061/(asce)ir.1943-4774.0001007,,,Simulation of Methyl Tertiary Butyl Ether Concentrations in River-Reservoir Systems Using Support Vector Regression,Journal of Irrigation and Drainage Engineering,,,2016-06,2016,142,6,04016015,Closed,Article,"Aboutalebi, Mahyar; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Aboutalebi, Mahyar (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",12,6,,4.16,,https://app.dimensions.ai/details/publication/pub.1057637618,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
91,200,pub.1096148165,10.1061/9780784479889.022,,,"Avalon Green Alley Network: Low Impact Development (LID) Demonstration Project in Los Angeles, California",,World Environmental and Water Resources Congress 2016,,2016-05-16,2016,,,205-214,Closed,Proceeding,"Sadeghi, K. Majid; Kharaghani, Shahram; Tam, Wing; Gaerlan, Natalia; Loáiciga, Hugo",,"Sadeghi, K. Majid (); Kharaghani, Shahram (); Tam, Wing (); Gaerlan, Natalia (); Loáiciga, Hugo ()",2,2,,,,https://app.dimensions.ai/details/publication/pub.1096148165,,,,,,
92,200,pub.1096148148,10.1061/9780784479858.039,,,New Developments in Slope Stability Analysis with Variable Groundwater Conditions and Earthquake Loading,,World Environmental and Water Resources Congress 2016,,2016-05-16,2016,,,379-388,Closed,Proceeding,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1096148148,,,,,,
93,200,pub.1057637612,10.1061/(asce)ir.1943-4774.0001001,,,Construction Risk Management of Irrigation Dams,Journal of Irrigation and Drainage Engineering,,,2016-05,2016,142,5,04016009,Closed,Article,"Bozorg-Haddad, Omid; Orouji, Hossein; Mohammad-Azari, Sahar; Loáiciga, Hugo A.; Mariño, Miguel A.",,"Bozorg-Haddad, Omid (University of Tehran); Orouji, Hossein (University of Tehran); Mohammad-Azari, Sahar (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara); Mariño, Miguel A. (University of California, Davis)",1,1,,0.35,,https://app.dimensions.ai/details/publication/pub.1057637612,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
94,200,pub.1057637611,10.1061/(asce)ir.1943-4774.0001000,,,Nonlinear Muskingum Model for Flood Routing in Irrigation Canals Using Storage Moving Average,Journal of Irrigation and Drainage Engineering,,,2016-05,2016,142,5,04016010,Closed,Article,"Hamedi, Farzan; Bozorg-Haddad, Omid; Orouji, Hossein; Fallah-Mehdipour, Elahe; Loáiciga, Hugo A.",,"Hamedi, Farzan (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Orouji, Hossein (University of Tehran); Fallah-Mehdipour, Elahe (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",1,1,,0.35,,https://app.dimensions.ai/details/publication/pub.1057637611,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
95,200,pub.1057636603,10.1061/(asce)hz.2153-5515.0000304,,,Optimal In Situ Bioremediation Design of Groundwater Contaminated with Dissolved Petroleum Hydrocarbons,Journal of Hazardous Toxic and Radioactive Waste,,,2016-04,2016,20,2,04015021,Closed,Article,"Akbarnejad-Nesheli, Sara; Haddad, Omid Bozorg; Loáiciga, Hugo A.",,"Akbarnejad-Nesheli, Sara (); Haddad, Omid Bozorg (); Loáiciga, Hugo A. ()",4,1,,1.17,,https://app.dimensions.ai/details/publication/pub.1057636603,0905 Civil Engineering; 09 Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0907 Environmental Engineering,,
96,200,pub.1057636594,10.1061/(asce)hz.2153-5515.0000295,,,Determination of the Optimal Level of Water Releases from a Reservoir to Control Water Quality,Journal of Hazardous Toxic and Radioactive Waste,,,2016-04,2016,20,2,04015017,Closed,Article,"Amirkani, Masoud; Haddad, Omid Bozorg; Ashofteh, Parisa-Sadat; Loáiciga, Hugo A.",,"Amirkani, Masoud (); Haddad, Omid Bozorg (); Ashofteh, Parisa-Sadat (); Loáiciga, Hugo A. ()",5,3,,1.46,,https://app.dimensions.ai/details/publication/pub.1057636594,0905 Civil Engineering; 09 Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0907 Environmental Engineering,,
97,100,pub.1002524815,10.1007/s12665-016-5351-9,,,"The soil leakage ratio in the Mudu watershed, China",Environmental Earth Sciences,,,2016-04,2016,75,8,721,Closed,Article,"Wei, Xingping; Yan, Yaner; Xie, Deti; Ni, Jiupai; Loáiciga, Hugo A.","Yan, Yaner","Wei, Xingping (Southwest University; Chongqing Normal University; University of California, Santa Barbara); Yan, Yaner (Chongqing Normal University); Xie, Deti (Southwest University); Ni, Jiupai (Southwest University); Loáiciga, Hugo A. (University of California, Santa Barbara)",9,6,,2.61,,https://app.dimensions.ai/details/publication/pub.1002524815,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
98,200,pub.1057637580,10.1061/(asce)ir.1943-4774.0000969,,,Application of the SVR-NSGAII to Hydrograph Routing in Open Channels,Journal of Irrigation and Drainage Engineering,,,2016-03,2016,142,3,04015061,Closed,Article,"Aboutalebi, Mahyar; Haddad, Omid Bozorg; Loáiciga, Hugo A.",,"Aboutalebi, Mahyar (); Haddad, Omid Bozorg (); Loáiciga, Hugo A. ()",9,4,,3.12,,https://app.dimensions.ai/details/publication/pub.1057637580,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
99,200,pub.1057634902,10.1061/(asce)he.1943-5584.0001325,,,"Discussion of “Reservoir Flood Season Segmentation and Optimal Operation of Flood-Limiting Water Levels” by Haiyan Jiang, Zhongbo Yu, and Chongxun Mo",Journal of Hydrologic Engineering,,,2016-03,2016,21,3,07015023,Closed,Article,"Bozorg-Haddad, Omid; Mani, Melika; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (); Mani, Melika (); Loáiciga, Hugo A. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057634902,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
100,200,pub.1057637574,10.1061/(asce)ir.1943-4774.0000963,,,Weed Optimization Algorithm for Optimal Reservoir Operation,Journal of Irrigation and Drainage Engineering,,,2016-02,2016,142,2,04015055,Closed,Article,"Asgari, Hamid-Reza; Bozorg Haddad, Omid; Pazoki, Maryam; Loáiciga, Hugo A.",,"Asgari, Hamid-Reza (University of Tehran); Bozorg Haddad, Omid (University of Tehran); Pazoki, Maryam (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",24,17,,8.31,,https://app.dimensions.ai/details/publication/pub.1057637574,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
101,400,pub.1000504639,10.1007/s10661-015-5018-0,26638155,,The adsorption/desorption of phosphorus in freshwater sediments from buffer zones: the effects of sediment concentration and pH,Environmental Monitoring and Assessment,,"Adsorption; China; Ecosystem; Environmental Monitoring; Geologic Sediments; Kinetics; Lakes; Phosphates; Phosphorus; Water Pollutants, Chemical",2016-01,2016,188,1,13,Closed,Article,"Zhang, Liang; Du, Yun; Du, Chao; Xu, Meng; Loáiciga, Hugo A.","Zhang, Liang","Zhang, Liang (Institute of Geodesy and Geophysics); Du, Yun (Institute of Geodesy and Geophysics); Du, Chao (Institute of Geodesy and Geophysics); Xu, Meng (Institute of Geodesy and Geophysics); Loáiciga, Hugo A. (University of California, Santa Barbara)",1,1,0.18,0.26,,https://app.dimensions.ai/details/publication/pub.1000504639,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
102,200,pub.1057645357,10.1061/(asce)wr.1943-5452.0000558,,,Biogeography-Based Optimization Algorithm for Optimal Operation of Reservoir Systems,Journal of Water Resources Planning and Management,,,2016-01,2016,142,1,04015034,Closed,Article,"Haddad, Omid Bozorg; Hosseini-Moghari, Seyed-Mohammad; Loáiciga, Hugo A.",,"Haddad, Omid Bozorg (University of Tehran); Hosseini-Moghari, Seyed-Mohammad (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",35,21,,13.88,,https://app.dimensions.ai/details/publication/pub.1057645357,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
103,200,pub.1057637519,10.1061/(asce)ir.1943-4774.0000908,,,Development of a Sample Multiattribute and Multireservoir System for Testing Operational Models,Journal of Irrigation and Drainage Engineering,,,2016-01,2016,142,1,04015039,Closed,Article,"Seifollahi-Aghmiuni, Samaneh; Haddad, Omid Bozorg; Loáiciga, Hugo A.",,"Seifollahi-Aghmiuni, Samaneh (); Haddad, Omid Bozorg (); Loáiciga, Hugo A. ()",6,4,,2.08,,https://app.dimensions.ai/details/publication/pub.1057637519,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
104,100,pub.1003535803,10.1007/978-3-319-26245-1_10,,,A DSS-Based Honeybee Mating Optimization (HBMO) Algorithm for Single- and Multi-objective Design of Water Distribution Networks,Modeling and Optimization in Science and Technologies,Metaheuristics and Optimization in Civil Engineering,,2016,2016,7,,199-233,Closed,Chapter,"Bozorg Haddad, Omid; Ghajarnia, Navid; Solgi, Mohammad; Loáiciga, Hugo A.; Mariño, Miguel","Bozorg Haddad, Omid","Bozorg Haddad, Omid (University of Tehran); Ghajarnia, Navid (University of Tehran); Solgi, Mohammad (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara); Mariño, Miguel (University of California, Davis)",6,1,,3.28,,https://app.dimensions.ai/details/publication/pub.1003535803,0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,,
105,200,pub.1057630966,10.1061/(asce)ey.1943-7897.0000240,,,Evaluation of the Safe Yield of Groundwater Production Derived from Wind Energy,Journal of Energy Engineering,,,2015-12,2015,141,4,04014045,Closed,Article,"Keshtkar, Hilda; Bozorg-Haddad, Omid; Jalali, Mohammad-Reza; Loáiciga, Hugo A.",,"Keshtkar, Hilda (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Jalali, Mohammad-Reza (Iran University of Science and Technology); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057630966,0905 Civil Engineering; 09 Engineering; 0906 Electrical and Electronic Engineering,0905 Civil Engineering,09 Engineering,0906 Electrical and Electronic Engineering,,
106,400,pub.1011603937,10.3390/ijerph121114312,26569278,PMC4661649,Kinetics and Mechanisms of Phosphorus Adsorption in Soils from Diverse Ecological Zones in the Source Area of a Drinking-Water Reservoir,International Journal of Environmental Research and Public Health,,"Adsorption; China; Drinking Water; Ecology; Environmental Restoration and Remediation; Kinetics; Models, Chemical; Phosphorus; Soil; Soil Pollutants; Water Pollutants, Chemical",2015-11-10,2015,12,11,14312-14326,All OA; Gold,Article,"Zhang, Liang; Loáiciga, Hugo A; Xu, Meng; Du, Chao; Du, Yun",,"Zhang, Liang (Institute of Geodesy and Geophysics); Loáiciga, Hugo A (University of California, Santa Barbara); Xu, Meng (Institute of Geodesy and Geophysics); Du, Chao (Institute of Geodesy and Geophysics); Du, Yun (Institute of Geodesy and Geophysics)",9,9,0.36,1.54,https://www.mdpi.com/1660-4601/12/11/14312/pdf,https://app.dimensions.ai/details/publication/pub.1011603937,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
107,200,pub.1057645352,10.1061/(asce)wr.1943-5452.0000553,,,Optimal Monthly Reservoir Operation Rules for Hydropower Generation Derived with SVR-NSGAII,Journal of Water Resources Planning and Management,,,2015-11,2015,141,11,04015029,Closed,Article,"Aboutalebi, Mahyar; Bozorg Haddad, Omid; Loáiciga, Hugo A.",,"Aboutalebi, Mahyar (University of Tehran); Bozorg Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",42,22,,14.52,,https://app.dimensions.ai/details/publication/pub.1057645352,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
108,200,pub.1057645339,10.1061/(asce)wr.1943-5452.0000540,,,Evaluation of Climatic-Change Impacts on Multiobjective Reservoir Operation with Multiobjective Genetic Programming,Journal of Water Resources Planning and Management,,,2015-11,2015,141,11,04015030,Closed,Article,"Ashofteh, Parisa-Sadat; Haddad, Omid Bozorg; Loáiciga, Hugo A.",,"Ashofteh, Parisa-Sadat (University of Tehran); Haddad, Omid Bozorg (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",69,13,,23.86,,https://app.dimensions.ai/details/publication/pub.1057645339,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
109,200,pub.1057641315,10.1061/(asce)ps.1949-1204.0000198,,,Intermittent Operation of Water Distribution Networks Considering Equanimity and Justice Principles,Journal of Pipeline Systems Engineering and Practice,,,2015-11,2015,6,4,04015004,Closed,Article,"Solgi, Mohammad; Bozorg Haddad, Omid; Seifollahi-Aghmiuni, Samaneh; Loáiciga, Hugo A.",,"Solgi, Mohammad (); Bozorg Haddad, Omid (); Seifollahi-Aghmiuni, Samaneh (); Loáiciga, Hugo A. ()",14,6,,,,https://app.dimensions.ai/details/publication/pub.1057641315,,,,,,
