,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Keith C Clarke. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
34,200,pub.1084213949,10.1111/j.1931-0846.2016.12168.x,,,"Mapping The Cold War: Cartography and the Framing of America's International Power. By Timothy Barney. 322 pp.; maps, ills., bibliog., index. Chapel Hill: University of North Carolina Press, 2015. $26.63 (paper), isbn 9781469618548.",Geographical Review,,,2017-04,2017,107,2,e12-e14,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1084213949,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
35,100,pub.1007979145,10.1007/s10291-016-0573-6,,,Optimizing GPS-guidance transit route for cable crane collision avoidance using artificial immune algorithm,GPS Solutions,,,2017-04,2017,21,2,823-834,Closed,Article,"Wu, Hao; Yin, Ya; Wang, Shijie; Shi, Wenzhong; Clarke, Keith C.; Miao, Zelang","Wang, Shijie","Wu, Hao (Wuhan University of Technology); Yin, Ya (Wuhan University of Technology); Wang, Shijie (Wuhan University of Technology); Shi, Wenzhong (Hong Kong Polytechnic University); Clarke, Keith C. (University of California, Santa Barbara); Miao, Zelang (Hong Kong Polytechnic University)",1,1,,0.44,,https://app.dimensions.ai/details/publication/pub.1007979145,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
36,100,pub.1087290882,10.1002/9781118786352.wbieg0456,,,Geodesy,,"International Encyclopedia of Geography: People, the Earth, Environment and Technology",,2017-03-06,2017,,,1-10,Closed,Chapter,"Clarke, Keith C.",,"Clarke, Keith C. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1087290882,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
37,100,pub.1087290881,10.1002/9781118786352.wbieg0455,,,Map Projections and Coordinate Systems,,"International Encyclopedia of Geography: People, the Earth, Environment and Technology",,2017-03-06,2017,,,1-10,Closed,Chapter,"Clarke, Keith C.",,"Clarke, Keith C. (University of California, Santa Barbara)",1,1,,0.83,,https://app.dimensions.ai/details/publication/pub.1087290881,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
38,100,pub.1092567801,10.1145/3148044.3148049,,,Animated Flow Maps for Visualizing Human Movement: Two Demonstrations with Air Traffic and Twitter Data,,Proceedings of the 1st ACM SIGSPATIAL Workshop on Analytics for Local Events and News - LENS'17,,2017,2017,,,5,Closed,Proceeding,"Han, Su Yeon; Clarke, Keith C.; Tsou, Ming-Hsiang",,"Han, Su Yeon (San Diego State University); Clarke, Keith C. (University of California, Santa Barbara); Tsou, Ming-Hsiang (San Diego State University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1092567801,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
39,100,pub.1091975011,10.1155/2017/4012929,,,Simulating Land Use Change in the Seoul Metropolitan Area after Greenbelt Elimination Using the SLEUTH Model,Journal of Sensors,,,2017,2017,2017,,1-18,All OA; Gold,Article,"Park, Soyoung; Clarke, Keith C.; Choi, Chuluong; Kim, Jinsoo",,"Park, Soyoung (Pukyong National University); Clarke, Keith C. (University of California, Santa Barbara); Choi, Chuluong (Pukyong National University); Kim, Jinsoo (Pukyong National University)",0,0,,0,http://downloads.hindawi.com/journals/js/2017/4012929.pdf,https://app.dimensions.ai/details/publication/pub.1091975011,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
40,100,pub.1084760194,10.1007/978-3-319-51835-0_4,,,Map Projections and the Internet,Lecture Notes in Geoinformation and Cartography,Choosing a Map Projection,,2017,2017,,,117-148,Closed,Chapter,"Kessler, Fritz C.; Battersby, Sarah E.; Finn, Michael P.; Clarke, Keith C.","Kessler, Fritz C.","Kessler, Fritz C. (Pennsylvania State University); Battersby, Sarah E. (Tableau Software (United States)); Finn, Michael P. (United States Geological Survey); Clarke, Keith C. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1084760194,08 Information and Computing Sciences; 0803 Computer Software,08 Information and Computing Sciences,0803 Computer Software,,,
41,400,pub.1036133275,10.1016/j.rse.2016.06.011,27867227,PMC5113732,A pattern-based definition of urban context using remote sensing and GIS,Remote Sensing of Environment,,,2016-09,2016,183,,250-264,"All OA; Green, Accepted & Submitted",Article,"Benza, Magdalena; Weeks, John R.; Stow, Douglas A.; López-Carr, David; Clarke, Keith C.","Benza, Magdalena","Benza, Magdalena (San Diego State University); Weeks, John R. (San Diego State University); Stow, Douglas A. (San Diego State University); López-Carr, David (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara)",18,13,0,6.3,http://europepmc.org/articles/pmc5113732?pdf=render,https://app.dimensions.ai/details/publication/pub.1036133275,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
42,100,pub.1008420516,10.1016/j.landurbplan.2016.04.017,,,"Cellular automata modeling approaches to forecast urban growth for adana, Turkey: A comparative approach",Landscape and Urban Planning,,,2016-09,2016,153,,11-27,Closed,Article,"Berberoğlu, Süha; Akın, Anıl; Clarke, Keith C.","Akın, Anıl","Berberoğlu, Süha (Cukurova University); Akın, Anıl (Bursa Technical University); Clarke, Keith C. (University of California, Santa Barbara)",39,34,,,,https://app.dimensions.ai/details/publication/pub.1008420516,09 Engineering; 12 Built Environment and Design; 05 Environmental Sciences,09 Engineering,12 Built Environment and Design,05 Environmental Sciences,,
43,100,pub.1023923295,10.1016/j.cageo.2015.07.016,,,"Assessing quality of urban underground spaces by coupling 3D geological models: The case study of Foshan city, South China",Computers & Geosciences,,,2016-04,2016,89,,1-11,Closed,Article,"Hou, Weisheng; Yang, Liang; Deng, Dongcheng; Ye, Jing; Clarke, Keith; Yang, Zhijun; Zhuang, Wenming; Liu, Jianxiong; Huang, Jichun","Hou, Weisheng","Hou, Weisheng (Sun Yat-sen University; Key Laboratory of Guangdong Province); Yang, Liang (Sun Yat-sen University; Key Laboratory of Guangdong Province); Deng, Dongcheng (Sun Yat-sen University; Key Laboratory of Guangdong Province); Ye, Jing (China University of Geosciences); Clarke, Keith (University of California, Santa Barbara); Yang, Zhijun (Sun Yat-sen University; Key Laboratory of Guangdong Province); Zhuang, Wenming (); Liu, Jianxiong (); Huang, Jichun ()",10,5,,,,https://app.dimensions.ai/details/publication/pub.1023923295,08 Information and Computing Sciences; 09 Engineering; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,04 Earth Sciences,,
44,100,pub.1041102784,10.1080/13658816.2015.1085540,,,A multiscale masking method for point geographic data,International Journal of Geographical Information Science,,,2016-02,2016,30,2,300-315,Closed,Article,"Clarke, Keith C.",,"Clarke, Keith C. (University of California, Santa Barbara)",6,4,,2.1,,https://app.dimensions.ai/details/publication/pub.1041102784,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
45,200,pub.1071833604,10.4000/cybergeo.27397,,,Description et validation d’un modèle indépendant des trajectoires d’évolution passées pour simuler des futurs contrastés de l’étalement urbain,Cybergeo,,,2016-01-06,2016,,,,All OA; Gold,Article,"Houet, Thomas; Aguejdad, Rahim; Doukari, Omar; Battaia, Guillaume; Clarke, Keith",,"Houet, Thomas (); Aguejdad, Rahim (); Doukari, Omar (); Battaia, Guillaume (); Clarke, Keith ()",16,7,,,https://doi.org/10.4000/cybergeo.27397,https://app.dimensions.ai/details/publication/pub.1071833604,,,,,,
46,200,pub.1005123100,10.1007/s11269-015-1157-x,,,"Erratum to: Measuring Spatio-temporal Trends in Residential Landscape Irrigation Extent and Rate in Los Angeles, California Using SPOT-5 Satellite Imagery",Water Resources Management,,,2016-01,2016,30,2,897-898,All OA; Gold,Article,"Chen, Ying-Jung; McFadden, Joseph P.; Clarke, Keith C.; Roberts, Dar A.","Chen, Ying-Jung","Chen, Ying-Jung (University of California, Santa Barbara); McFadden, Joseph P. (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara)",0,0,,,https://link.springer.com/content/pdf/10.1007%2Fs11269-015-1157-x.pdf,https://app.dimensions.ai/details/publication/pub.1005123100,,,,,,
47,100,pub.1038328532,10.1007/s11269-015-1144-2,,,"Measuring Spatio-temporal Trends in Residential Landscape Irrigation Extent and Rate in Los Angeles, California Using SPOT-5 Satellite Imagery",Water Resources Management,,,2015-12,2015,29,15,5749-5763,"All OA; Green, Accepted & Submitted",Article,"Chen, Ying-Jung; McFadden, Joseph P.; Clarke, Keith C.; Roberts, Dar A.","Chen, Ying-Jung","Chen, Ying-Jung (University of California, Santa Barbara); McFadden, Joseph P. (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara)",3,2,,0.68,https://escholarship.org/content/qt27s6q0df/qt27s6q0df.pdf?t=nxljmk,https://app.dimensions.ai/details/publication/pub.1038328532,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
48,100,pub.1039015772,10.1007/s10291-014-0412-6,,,A wavelet-based hybrid approach to remove the flicker noise and the white noise from GPS coordinate time series,GPS Solutions,,,2015-10,2015,19,4,511-523,"All OA; Green, Accepted & Submitted",Article,"Wu, Hao; Li, Kui; Shi, Wenzhong; Clarke, Keith C.; Zhang, Jianhua; Li, Hua","Shi, Wenzhong","Wu, Hao (Wuhan University of Technology; Hong Kong Polytechnic University); Li, Kui (Wuhan University of Technology); Shi, Wenzhong (Hong Kong Polytechnic University); Clarke, Keith C. (University of California, Santa Barbara); Zhang, Jianhua (Wuhan University of Technology); Li, Hua (Wuhan University of Technology)",5,4,,1.28,http://hdl.handle.net/10397/33501,https://app.dimensions.ai/details/publication/pub.1039015772,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
49,100,pub.1064028661,10.1177/1475921715599050,,,"An improved fractal prediction model for forecasting mine slope deformation using GM (1, 1)",Structural Health Monitoring,,,2015-09,2015,14,5,502-512,"All OA; Green, Accepted & Submitted",Article,"Wu, Hao; Dong, Yuanfeng; Shi, Wenzhong; Clarke, Keith C; Miao, Zelang; Zhang, Jianhua; Chen, Xijiang",,"Wu, Hao (Wuhan University of Technology; Hong Kong Polytechnic University); Dong, Yuanfeng (Wuhan University of Technology); Shi, Wenzhong (Hong Kong Polytechnic University); Clarke, Keith C (University of California, Santa Barbara); Miao, Zelang (Hong Kong Polytechnic University); Zhang, Jianhua (Wuhan University of Technology); Chen, Xijiang (Wuhan University of Technology)",3,3,,0.81,https://escholarship.org/content/qt2gt0w64f/qt2gt0w64f.pdf?t=nvfnk5,https://app.dimensions.ai/details/publication/pub.1064028661,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,,,
50,100,pub.1051225418,10.1080/15230406.2015.1059171,,,Bonemapping: a LiDAR processing and visualization technique in support of archaeology under the canopy,Cartography and Geographic Information Science,,,2015-08-10,2015,42,sup1,18-26,Closed,Article,"Pingel, Thomas J.; Clarke, Keith; Ford, Anabel",,"Pingel, Thomas J. (Northern Illinois University); Clarke, Keith (University of California, Santa Barbara); Ford, Anabel (University of California, Santa Barbara)",9,2,,1.96,,https://app.dimensions.ai/details/publication/pub.1051225418,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
51,100,pub.1004899061,10.1016/j.apgeog.2015.04.008,,,Converting Brazil's pastures to cropland: An alternative way to meet sugarcane demand and to spare forestlands,Applied Geography,,,2015-08,2015,62,,75-84,Closed,Article,"Alkimim, Akenya; Sparovek, Gerd; Clarke, Keith C.","Alkimim, Akenya","Alkimim, Akenya (University of Sao Paulo); Sparovek, Gerd (University of Sao Paulo); Clarke, Keith C. (University of California, Santa Barbara)",24,17,,6.52,,https://app.dimensions.ai/details/publication/pub.1004899061,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
52,400,pub.1027461490,10.1371/journal.pone.0132464,26167942,PMC4500559,Do Global Cities Enable Global Views? Using Twitter to Quantify the Level of Geographical Awareness of U.S. Cities,PLoS ONE,,"Awareness; Cities; Geography; Humans; Internationality; Models, Statistical; Social Media; United States",2015-07-13,2015,10,7,e0132464,All OA; Gold,Article,"Han, Su Yeon; Tsou, Ming-Hsiang; Clarke, Keith C.",,"Han, Su Yeon (San Diego State University; University of California, Santa Barbara); Tsou, Ming-Hsiang (San Diego State University); Clarke, Keith C. (University of California, Santa Barbara)",12,9,0.1,5.39,https://doi.org/10.1371/journal.pone.0132464,https://app.dimensions.ai/details/publication/pub.1027461490,08 Information and Computing Sciences; 16 Studies in Human Society; 1604 Human Geography; 0806 Information Systems,08 Information and Computing Sciences,16 Studies in Human Society,1604 Human Geography,0806 Information Systems,
53,100,pub.1032714206,10.1007/s10113-014-0665-1,,,Urban land growth in eastern China: a general analytical framework based on the role of urban micro-agents’ adaptive behavior,Regional Environmental Change,,,2015-04,2015,15,4,695-707,Closed,Article,"Li, Feixue; Liang, Jian; Clarke, Keith; Li, Manchun; Liu, Yongxue; Huang, Qiuhao","Li, Feixue","Li, Feixue (Nanjing University); Liang, Jian (); Clarke, Keith (University of California, Santa Barbara); Li, Manchun (Nanjing University); Liu, Yongxue (Nanjing University); Huang, Qiuhao (Nanjing University)",3,3,,2.16,,https://app.dimensions.ai/details/publication/pub.1032714206,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
54,100,pub.1058157542,10.1068/b39089,,,On the Spatiotemporal Dynamics of the Coupling between Land Use and Road Networks: Does Political History Matter?,Environment and Planning B Urban Analytics and City Science,,,2015-02,2015,42,1,133-156,Closed,Article,"Chaudhuri, Gargi; Clarke, Keith C",,"Chaudhuri, Gargi (University of Wisconsin–La Crosse); Clarke, Keith C (University of California, Santa Barbara)",8,5,,3.78,,https://app.dimensions.ai/details/publication/pub.1058157542,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
55,100,pub.1047599580,10.3138/carto.49.4.2141,,,Perceptually Shaded Slope Maps for the Visualization of Digital Surface Models,Cartographica The International Journal for Geographic Information and Geovisualization,,,2014-12,2014,49,4,225-240,Closed,Article,"Pingel, Thomas; Clarke, Keith",,"Pingel, Thomas (Northern Illinois University); Clarke, Keith (University of California, Santa Barbara)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1047599580,,,,,,
56,100,pub.1000062308,10.1016/j.jag.2014.03.019,,,"Assessing the effects of land use spatial structure on urban heat islands using HJ-1B remote sensing imagery in Wuhan, China",International Journal of Applied Earth Observation and Geoinformation,,,2014-10,2014,32,,67-78,"All OA; Green, Accepted & Submitted",Article,"Wu, Hao; Ye, Lu-Ping; Shi, Wen-Zhong; Clarke, Keith C.","Shi, Wen-Zhong","Wu, Hao (Wuhan University of Technology; Hong Kong Polytechnic University); Ye, Lu-Ping (Wuhan University of Technology); Shi, Wen-Zhong (Hong Kong Polytechnic University); Clarke, Keith C. (University of California, Santa Barbara)",69,33,,16.66,http://hdl.handle.net/10397/29671,https://app.dimensions.ai/details/publication/pub.1000062308,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
57,100,pub.1024421665,10.1080/01431161.2014.965287,,,On the nature of models for time-sensitive remote sensing,International Journal of Remote Sensing,,,2014-09-17,2014,35,18,6815-6841,Closed,Article,"Lippitt, Christopher D.; Stow, Douglas A.; Clarke, Keith C.",,"Lippitt, Christopher D. (University of New Mexico); Stow, Douglas A. (San Diego State University); Clarke, Keith C. (University of California, Santa Barbara)",8,3,,1.93,,https://app.dimensions.ai/details/publication/pub.1024421665,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
58,100,pub.1004299642,10.4018/ijagr.2014070102,,,The Impact of Data Time Span on Forecast Accuracy through Calibrating the SLEUTH Urban Growth Model,International Journal of Applied Geospatial Research,,,2014-07,2014,5,3,21-35,Closed,Article,"Peiman, Reihaneh; Clarke, Keith",,"Peiman, Reihaneh (University of Milan); Clarke, Keith (University of California, Santa Barbara)",3,1,,1.36,,https://app.dimensions.ai/details/publication/pub.1004299642,1403 Econometrics; 14 Economics,1403 Econometrics,14 Economics,,,
59,100,pub.1037637615,10.1007/s10708-013-9499-5,,,Why simulate cities?,GeoJournal,,,2014-04,2014,79,2,129-136,Closed,Article,"Clarke, Keith C.","Clarke, Keith C.","Clarke, Keith C. (University of California, Santa Barbara)",19,9,,7.57,,https://app.dimensions.ai/details/publication/pub.1037637615,"15 Commerce, Management, Tourism and Services; 16 Studies in Human Society; 1506 Tourism; 1604 Human Geography; 1601 Anthropology","15 Commerce, Management, Tourism and Services",16 Studies in Human Society,1506 Tourism,1604 Human Geography,1601 Anthropology
60,100,pub.1030311455,10.1016/j.jag.2013.10.002,,,The impact of historical exclusion on the calibration of the SLEUTH urban growth model,International Journal of Applied Earth Observation and Geoinformation,,,2014-04,2014,27,,156-168,Closed,Article,"Akın, Anıl; Clarke, Keith C.; Berberoglu, Suha","Akın, Anıl","Akın, Anıl (Bursa Technical University); Clarke, Keith C. (University of California, Santa Barbara); Berberoglu, Suha (Cukurova University)",32,10,,6.16,,https://app.dimensions.ai/details/publication/pub.1030311455,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
61,100,pub.1028805309,10.1111/tgis.12047,,,Temporal Accuracy in Urban Growth Forecasting: A Study Using the SLEUTH Model,Transactions in GIS,,,2014-04,2014,18,2,302-320,Closed,Article,"Chaudhuri, Gargi; Clarke, Keith C.",,"Chaudhuri, Gargi (University of Wisconsin–La Crosse); Clarke, Keith C. (University of California, Santa Barbara)",32,13,,10.42,,https://app.dimensions.ai/details/publication/pub.1028805309,08 Information and Computing Sciences; 09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography
62,100,pub.1073087573,10.5721/eujrs20144712,,,Combined approach of a couple fire model with atmospheric releases: the case of the 2003 Glacier wildfires,European Journal of Remote Sensing,,,2014-01,2014,47,1,181-193,All OA; Gold,Article,"Manca, Germana; Cervone, Guido; Clarke, Keith C.",,"Manca, Germana (); Cervone, Guido (Pennsylvania State University); Clarke, Keith C. ()",1,1,,0.24,https://www.tandfonline.com/doi/pdf/10.5721/EuJRS20144712?needAccess=true,https://app.dimensions.ai/details/publication/pub.1073087573,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
63,100,pub.1050068515,10.1007/978-3-642-23430-9_63,,,Cellular Automata and Agent-Based Models,,Handbook of Regional Science,,2014,2014,,,1217-1233,Closed,Chapter,"Clarke, Keith C.","Clarke, Keith C.","Clarke, Keith C. (University of California, Santa Barbara)",21,15,,9.13,,https://app.dimensions.ai/details/publication/pub.1050068515,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
64,100,pub.1024382635,10.1080/1747423x.2012.679748,,,How does land use policy modify urban growth? A case study of the Italo-Slovenian border,Journal of Land Use Science,,,2013-12,2013,8,4,1-23,Closed,Article,"Chaudhuri, Gargi; Clarke, Keith C.",,"Chaudhuri, Gargi (); Clarke, Keith C. ()",17,8,,5.88,,https://app.dimensions.ai/details/publication/pub.1024382635,"12 Built Environment and Design; 16 Studies in Human Society; 0701 Agriculture, Land and Farm Management; 1604 Human Geography; 1205 Urban and Regional Planning; 07 Agricultural and Veterinary Sciences",12 Built Environment and Design,16 Studies in Human Society,"0701 Agriculture, Land and Farm Management",1604 Human Geography,1205 Urban and Regional Planning
65,100,pub.1044906573,10.1016/j.isprsjprs.2013.08.002,,,Image deblurring for satellite imagery using small-support-regularized deconvolution,ISPRS Journal of Photogrammetry and Remote Sensing,,,2013-11,2013,85,,148-155,Closed,Article,"Li, Yan; Clarke, Keith C.","Li, Yan","Li, Yan (Nanjing University); Clarke, Keith C. (University of California, Santa Barbara)",3,0,,0.71,,https://app.dimensions.ai/details/publication/pub.1044906573,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
66,100,pub.1035719109,10.1080/15230406.2013.810804,,,The space oblique conic projection,Cartography and Geographic Information Science,,,2013-09,2013,40,4,1-7,Closed,Article,"Ren, Liucheng; Clarke, Keith C.; Zhou, Chenghu; Ren, He",,"Ren, Liucheng (); Clarke, Keith C. (); Zhou, Chenghu (); Ren, He ()",1,1,,0.24,,https://app.dimensions.ai/details/publication/pub.1035719109,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
67,100,pub.1003119265,10.1016/j.apgeog.2013.05.007,,,"Fear, crime, and space: The case of Viçosa, Brazil",Applied Geography,,,2013-08,2013,42,British Journal of Criminology 28 3 1988,124-132,Closed,Article,"Alkimim, Akenya; Clarke, Keith C.; Oliveira, Fábio S.","Alkimim, Akenya","Alkimim, Akenya (Federal University of Viçosa); Clarke, Keith C. (University of California, Santa Barbara); Oliveira, Fábio S. (Federal University of Minas Gerais)",5,2,,1.74,,https://app.dimensions.ai/details/publication/pub.1003119265,16 Studies in Human Society; 1604 Human Geography; 1602 Criminology,16 Studies in Human Society,1604 Human Geography,1602 Criminology,,
68,200,pub.1024752618,10.1179/0008704113z.00000000079,,,What is the World’s Oldest Map?,The Cartographic Journal,,,2013-05,2013,50,2,136-143,Closed,Article,"Clarke, Keith C",,"Clarke, Keith C ()",3,1,,0.66,,https://app.dimensions.ai/details/publication/pub.1024752618,09 Engineering; 16 Studies in Human Society; 0406 Physical Geography and Environmental Geoscience; 0909 Geomatic Engineering; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0406 Physical Geography and Environmental Geoscience,0909 Geomatic Engineering,1604 Human Geography
69,100,pub.1026917113,10.1016/j.isprsjprs.2012.12.002,,,An improved simple morphological filter for the terrain classification of airborne LIDAR data,ISPRS Journal of Photogrammetry and Remote Sensing,,,2013-03,2013,77,,21-30,Closed,Article,"Pingel, Thomas J.; Clarke, Keith C.; McBride, William A.","Pingel, Thomas J.","Pingel, Thomas J. (Northern Illinois University); Clarke, Keith C. (University of California, Santa Barbara); McBride, William A. (University of California, Santa Barbara)",92,44,,17.14,,https://app.dimensions.ai/details/publication/pub.1026917113,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
70,200,pub.1071002553,10.3138/carto.47.4.1321,,,Waiting to Know the Future: A SLEUTH Model Forecast of Urban Growth with Real Data,Cartographica The International Journal for Geographic Information and Geovisualization,,,2012-12,2012,47,4,250-258,All OA; Gold,Article,"Manca, Germana; Clarke, Keith C.",,"Manca, Germana (); Clarke, Keith C. ()",1,1,,,https://utpjournals.press/pb-assets/utoronto/Resources/UTP_Journals_Catalogue-1547746793587.pdf,https://app.dimensions.ai/details/publication/pub.1071002553,,,,,,
71,100,pub.1041048143,10.1016/j.ecocom.2012.01.004,,,Assessing simulated land use/cover maps using similarity and fragmentation indices,Ecological Complexity,,,2012-09,2012,11,,38-45,Closed,Article,"Mas, Jean-François; Pérez-Vega, Azucena; Clarke, Keith C.","Mas, Jean-François","Mas, Jean-François (National Autonomous University of Mexico); Pérez-Vega, Azucena (University of Guanajuato); Clarke, Keith C. (University of California, Santa Barbara)",20,4,,3.42,,https://app.dimensions.ai/details/publication/pub.1041048143,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
72,100,pub.1036298655,10.1080/17445647.2012.722792,,,Cartograms showing China's population and wealth distribution,Journal of Maps,,,2012-09,2012,8,3,320-323,All OA; Gold,Article,"Li, Linna; Clarke, Keith C.",,"Li, Linna (); Clarke, Keith C. ()",7,3,,1.46,http://www.tandfonline.com/doi/pdf/10.1080/17445647.2012.722792?needAccess=true,https://app.dimensions.ai/details/publication/pub.1036298655,16 Studies in Human Society; 0406 Physical Geography and Environmental Geoscience; 0403 Geology; 1604 Human Geography; 04 Earth Sciences,16 Studies in Human Society,0406 Physical Geography and Environmental Geoscience,0403 Geology,1604 Human Geography,04 Earth Sciences
73,100,pub.1093190586,10.1109/igarss.2012.6352396,,,"Atmospheric Releases during the 2003 Glacier Wildfires: Mapping, Analysis and Modeling",,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,1,,5360-5363,Closed,Proceeding,"Manca, Germana; Cervone, Guido; Clarke, Keith C.",,"Manca, Germana (George Mason University); Cervone, Guido (George Mason University); Clarke, Keith C. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093190586,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
74,100,pub.1052638380,10.1080/13658816.2011.617305,,,The inclusion of differentially assessed lands in urban growth model calibration: a comparison of two approaches using SLEUTH,International Journal of Geographical Information Science,,,2012-05,2012,26,5,881-898,Closed,Article,"Onsted, Jeff; Clarke, Keith C.",,"Onsted, Jeff (); Clarke, Keith C. ()",26,8,,6.75,,https://app.dimensions.ai/details/publication/pub.1052638380,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience
