,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Frank W Davis. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
22,100,pub.1050099055,10.1093/biosci/biu233,,,Adapting California's Ecosystems to a Changing Climate,BioScience,,,2015-03-01,2015,65,3,247-262,All OA; Gold,Article,"Chornesky, Elizabeth A.; Ackerly, David D.; Beier, Paul; Davis, Frank W.; Flint, Lorraine E.; Lawler, Joshua J.; Moyle, Peter B.; Moritz, Max A.; Scoonover, Mary; Byrd, Kristin; Alvarez, Pelayo; Heller, Nicole E.; Micheli, Elisabeth R.; Weiss, Stuart B.",,"Chornesky, Elizabeth A. (); Ackerly, David D. (); Beier, Paul (); Davis, Frank W. (); Flint, Lorraine E. (); Lawler, Joshua J. (); Moyle, Peter B. (); Moritz, Max A. (); Scoonover, Mary (); Byrd, Kristin (); Alvarez, Pelayo (); Heller, Nicole E. (); Micheli, Elisabeth R. (); Weiss, Stuart B. ()",17,7,,3.73,https://academic.oup.com/bioscience/article-pdf/65/3/247/16648660/biu233.pdf,https://app.dimensions.ai/details/publication/pub.1050099055,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
23,400,pub.1044262451,10.7717/peerj.690,25538868,PMC4266854,Optimization in the utility maximization framework for conservation planning: a comparison of solution procedures in a study of multifunctional agriculture,PeerJ,,,2014-12-11,2014,2,,e690,All OA; Gold,Article,"Kreitler, Jason; Stoms, David M.; Davis, Frank W.",,"Kreitler, Jason (United States Geological Survey); Stoms, David M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara)",3,2,0,1.05,https://peerj.com/articles/690.pdf,https://app.dimensions.ai/details/publication/pub.1044262451,0103 Numerical and Computational Mathematics; 0104 Statistics; 01 Mathematical Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0103 Numerical and Computational Mathematics,0104 Statistics,01 Mathematical Sciences,05 Environmental Sciences,0502 Environmental Science and Management
24,100,pub.1022436076,10.1177/0096340214546839,,,Adapting to climate change in California,Bulletin of the Atomic Scientists,,,2014-09,2014,70,5,62-73,"All OA; Green, Accepted & Submitted",Article,"Davis, Frank W.; Chornesky, Elizabeth A.",,"Davis, Frank W. (); Chornesky, Elizabeth A. ()",2,1,,0.71,https://escholarship.org/content/qt1f0980gb/qt1f0980gb.pdf?t=nyizi3,https://app.dimensions.ai/details/publication/pub.1022436076,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
25,100,pub.1028349284,10.1111/ddi.12131,,,Bioclimatic velocity: the pace of species exposure to climate change,Diversity and Distributions,,,2014-02,2014,20,2,169-180,Closed,Article,"Serra‐Diaz, Josep M.; Franklin, Janet; Ninyerola, Miquel; Davis, Frank W.; Syphard, Alexandra D.; Regan, Helen M.; Ikegami, Makihiko",,"Serra‐Diaz, Josep M. (Autonomous University of Barcelona; Arizona State University); Franklin, Janet (Arizona State University); Ninyerola, Miquel (Autonomous University of Barcelona); Davis, Frank W. (University of California, Santa Barbara); Syphard, Alexandra D. (); Regan, Helen M. (University of California, Riverside); Ikegami, Makihiko (University of California, Santa Barbara)",40,11,,5.15,,https://app.dimensions.ai/details/publication/pub.1028349284,0699 Other Biological Sciences; 06 Biological Sciences,0699 Other Biological Sciences,06 Biological Sciences,,,
26,100,pub.1014885341,10.1186/2192-1709-2-30,,,Cross-scale modeling of surface temperature and tree seedling establishment in mountain landscapes,Ecological Processes,,,2013-12,2013,2,1,30,All OA; Gold,Article,"Dingman, John R; Sweet, Lynn C; McCullough, Ian; Davis, Frank W; Flint, Alan; Franklin, Janet; Flint, Lorraine E","Dingman, John R","Dingman, John R (University of California, Santa Barbara); Sweet, Lynn C (University of California, Santa Barbara); McCullough, Ian (University of California, Santa Barbara); Davis, Frank W (University of California, Santa Barbara); Flint, Alan (); Franklin, Janet (Arizona State University); Flint, Lorraine E ()",20,7,,3.74,https://ecologicalprocesses.springeropen.com/track/pdf/10.1186/2192-1709-2-30,https://app.dimensions.ai/details/publication/pub.1014885341,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
27,100,pub.1001413131,10.1016/j.renene.2013.01.055,,,Siting solar energy development to minimize biological impacts,Renewable Energy,,,2013-09,2013,57,,289-298,"All OA; Green, Published",Article,"Stoms, David M.; Dashiell, Stephanie L.; Davis, Frank W.","Stoms, David M.","Stoms, David M. (University of California, Santa Barbara); Dashiell, Stephanie L. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara)",36,10,,9.74,https://escholarship.org/content/qt5xk5n01d/qt5xk5n01d.pdf?t=nyj0xp,https://app.dimensions.ai/details/publication/pub.1001413131,0915 Interdisciplinary Engineering; 09 Engineering; 0906 Electrical and Electronic Engineering; 0913 Mechanical Engineering,0915 Interdisciplinary Engineering,09 Engineering,0906 Electrical and Electronic Engineering,0913 Mechanical Engineering,
28,400,pub.1010577414,10.1371/journal.pone.0068025,23844147,PMC3699480,Carnivore Use of Avocado Orchards across an Agricultural-Wildland Gradient,PLoS ONE,,"Agriculture; Animals; California; Carnivora; Conservation of Natural Resources; Ecosystem; Foxes; Geography; Models, Biological; Persea; Population Density; Population Dynamics; Species Specificity",2013-07-02,2013,8,7,e68025,All OA; Gold,Article,"Nogeire, Theresa M.; Davis, Frank W.; Duggan, Jennifer M.; Crooks, Kevin R.; Boydston, Erin E.",,"Nogeire, Theresa M. (University of Washington); Davis, Frank W. (University of California, Santa Barbara); Duggan, Jennifer M. (University of Washington); Crooks, Kevin R. (Colorado State University); Boydston, Erin E. ()",8,5,0.1,1.15,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0068025&type=printable,https://app.dimensions.ai/details/publication/pub.1010577414,0602 Ecology; 0502 Environmental Science and Management; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
29,400,pub.1039725588,10.1111/gcb.12051,23504785,,Modeling plant species distributions under future climates: how fine scale do climate projections need to be?,Global Change Biology,,Biodiversity; California; Climate Change; Forecasting; Plants,2013-02,2013,19,2,473-483,"All OA; Green, Published",Article,"Franklin, Janet; Davis, Frank W.; Ikegami, Makihiko; Syphard, Alexandra D.; Flint, Lorraine E.; Flint, Alan L.; Hannah, Lee",,"Franklin, Janet (Arizona State University); Davis, Frank W. (University of California, Santa Barbara); Ikegami, Makihiko (University of California, Santa Barbara); Syphard, Alexandra D. (); Flint, Lorraine E. (); Flint, Alan L. (); Hannah, Lee (University of California, Santa Barbara; Conservation International)",188,69,3.15,35.16,https://escholarship.org/content/qt75k42636/qt75k42636.pdf?t=nyj16p,https://app.dimensions.ai/details/publication/pub.1039725588,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
30,100,pub.1011419101,10.1016/b978-0-12-384719-5.00034-4,,,"Disturbance, Mechanisms of",,Encyclopedia of Biodiversity,,2013,2013,,,562-567,Closed,Chapter,"Davis, Frank W.; Moritz, Max A.",,"Davis, Frank W. (University of California, Santa Barbara); Moritz, Max A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1011419101,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
31,100,pub.1028240699,10.1525/bio.2012.62.11.6,,,A State-Based National Network for Effective Wildlife Conservation,BioScience,,,2012-11,2012,62,11,970-976,All OA; Gold,Article,"Meretsky, Vicky J.; Maguire, Lynn A.; Davis, Frank W.; Stoms, David M.; Scott, J. Michael; Figg, Dennis; Goble, Dale D.; Griffith, Brad; Henke, Scott E.; Vaughn, Jacqueline; Yaffee, Steven L.",,"Meretsky, Vicky J. (); Maguire, Lynn A. (Duke University); Davis, Frank W. (); Stoms, David M. (); Scott, J. Michael (University of Idaho); Figg, Dennis (); Goble, Dale D. (University of Idaho); Griffith, Brad (); Henke, Scott E. (); Vaughn, Jacqueline (); Yaffee, Steven L. (University of Michigan)",10,2,,1.71,https://academic.oup.com/bioscience/article-pdf/62/11/970/731287/62-11-970.pdf,https://app.dimensions.ai/details/publication/pub.1028240699,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
32,100,pub.1020726862,10.1111/j.1757-1707.2011.01130.x,,,Modeling wildlife and other trade‐offs with biofuel crop production,GCB Bioenergy,,,2012-05,2012,4,3,330-341,All OA; Gold,Article,"Stoms, David M.; Davis, Frank W.; Jenner, Mark W.; Nogeire, Theresa M.; Kaffka, Stephen R.",,"Stoms, David M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); Jenner, Mark W. (University of California, Davis); Nogeire, Theresa M. (University of California, Santa Barbara); Kaffka, Stephen R. (University of California, Davis)",20,4,,2.52,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1757-1707.2011.01130.x,https://app.dimensions.ai/details/publication/pub.1020726862,1001 Agricultural Biotechnology; 10 Technology,1001 Agricultural Biotechnology,10 Technology,,,
33,100,pub.1030218838,10.1890/es11-00187.1,,,Consumer control of oak demography in a Mediterranean‐climate savanna,Ecosphere,,,2011-10,2011,2,10,1-21,All OA; Gold,Article,"Davis, Frank W.; Tyler, Claudia M.; Mahall, Bruce E.",,"Davis, Frank W. (University of California, Santa Barbara); Tyler, Claudia M. (University of California, Santa Barbara); Mahall, Bruce E. (University of California, Santa Barbara)",15,4,,1.58,https://doi.org/10.1890/es11-00187.1,https://app.dimensions.ai/details/publication/pub.1030218838,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
34,100,pub.1042202820,10.1016/j.envsoft.2010.03.008,,,The power of information for targeting cost-effective conservation investments in multifunctional farmlands,Environmental Modelling & Software,,,2011-01,2011,26,1,8-17,"All OA; Green, Accepted & Submitted",Article,"Stoms, David M.; Kreitler, Jason; Davis, Frank W.","Stoms, David M.","Stoms, David M. (University of California, Santa Barbara); Kreitler, Jason (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara)",6,0,,1.65,https://escholarship.org/content/qt3cr2c7j6/qt3cr2c7j6.pdf?t=nyj307,https://app.dimensions.ai/details/publication/pub.1042202820,1402 Applied Economics; 05 Environmental Sciences; 0502 Environmental Science and Management; 14 Economics,1402 Applied Economics,05 Environmental Sciences,0502 Environmental Science and Management,14 Economics,
35,100,pub.1027818201,10.1111/j.1526-100x.2009.00633.x,,,Shifting Baselines in a California Oak Savanna: Nineteenth Century Data to Inform Restoration Scenarios,Restoration Ecology,,,2011-01,2011,19,101,88-101,"All OA; Green, Accepted & Submitted",Article,"Whipple, Alison A.; Grossinger, Robin M.; Davis, Frank W.",,"Whipple, Alison A. (); Grossinger, Robin M. (); Davis, Frank W. (University of California, Santa Barbara)",27,6,,3.39,https://escholarship.org/content/qt7kq2046h/qt7kq2046h.pdf?t=nyj2qr,https://app.dimensions.ai/details/publication/pub.1027818201,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
36,400,pub.1027608145,10.1111/j.1365-294x.2010.04726.x,20723054,,Gene movement and genetic association with regional climate gradients in California valley oak (Quercus lobata Née) in the face of climate change,Molecular Ecology,,"California; Climate Change; DNA, Chloroplast; DNA, Plant; Ecology; Genetic Variation; Genetics, Population; Genotype; Geography; Microsatellite Repeats; Models, Biological; Quercus",2010-09,2010,19,17,3806-3823,Closed,Article,"SORK, VICTORIA L.; DAVIS, FRANK W.; WESTFALL, ROBERT; FLINT, ALAN; IKEGAMI, MAKIHIKO; WANG, HONGFANG; GRIVET, DELPHINE",,"SORK, VICTORIA L. (University of California Los Angeles); DAVIS, FRANK W. (University of California, Santa Barbara); WESTFALL, ROBERT (); FLINT, ALAN (); IKEGAMI, MAKIHIKO (University of California, Santa Barbara); WANG, HONGFANG (Beijing Normal University); GRIVET, DELPHINE (Ministry of Economy, Industry and Competitiveness)",146,26,3.33,11.67,,https://app.dimensions.ai/details/publication/pub.1027608145,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
37,100,pub.1003859531,10.1007/s11367-010-0199-9,,,Coupling GIS and LCA for biodiversity assessments of land use,The International Journal of Life Cycle Assessment,,,2010-08,2010,15,7,692-703,All OA; Gold,Article,"Geyer, Roland; Lindner, Jan P.; Stoms, David M.; Davis, Frank W.; Wittstock, Bastian","Geyer, Roland","Geyer, Roland (University of California, Santa Barbara); Lindner, Jan P. (University of Stuttgart); Stoms, David M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); Wittstock, Bastian (University of Stuttgart)",52,12,,10.77,https://link.springer.com/content/pdf/10.1007%2Fs11367-010-0199-9.pdf,https://app.dimensions.ai/details/publication/pub.1003859531,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
38,100,pub.1006993864,10.1007/s11367-010-0170-9,,,Coupling GIS and LCA for biodiversity assessments of land use,The International Journal of Life Cycle Assessment,,,2010-06,2010,15,5,454-467,All OA; Gold,Article,"Geyer, Roland; Stoms, David M.; Lindner, Jan P.; Davis, Frank W.; Wittstock, Bastian","Geyer, Roland","Geyer, Roland (University of California, Santa Barbara); Stoms, David M. (University of California, Santa Barbara); Lindner, Jan P. (University of Stuttgart); Davis, Frank W. (University of California, Santa Barbara); Wittstock, Bastian (University of Stuttgart)",69,12,,14.29,https://link.springer.com/content/pdf/10.1007%2Fs11367-010-0170-9.pdf,https://app.dimensions.ai/details/publication/pub.1006993864,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
39,100,pub.1000671475,10.1016/j.foreco.2010.03.007,,,Pre-impact forest composition and ongoing tree mortality associated with sudden oak death in the Big Sur region; California,Forest Ecology and Management,,,2010-05,2010,259,12,2342-2354,Closed,Article,"Davis, Frank W.; Borchert, Mark; Meentemeyer, Ross K.; Flint, Alan; Rizzo, David M.","Davis, Frank W.","Davis, Frank W. (University of California, Santa Barbara); Borchert, Mark (); Meentemeyer, Ross K. (); Flint, Alan (); Rizzo, David M. (University of California, Davis)",35,6,,4.51,,https://app.dimensions.ai/details/publication/pub.1000671475,0602 Ecology; 0705 Forestry Sciences; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management; 07 Agricultural and Veterinary Sciences,0602 Ecology,0705 Forestry Sciences,06 Biological Sciences,05 Environmental Sciences,0502 Environmental Science and Management
40,100,pub.1006647731,10.1016/j.landusepol.2009.02.004,,,Strategic targeting of agricultural conservation easements as a growth management tool,Land Use Policy,,,2009-10,2009,26,4,1149-1161,Closed,Article,"Stoms, David M.; Jantz, Patrick A.; Davis, Frank W.; DeAngelo, Gregory","Stoms, David M.","Stoms, David M. (University of California, Santa Barbara); Jantz, Patrick A. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); DeAngelo, Gregory (University of California, Santa Barbara)",19,5,,2.56,,https://app.dimensions.ai/details/publication/pub.1006647731,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
41,100,pub.1045327764,10.1016/j.foreco.2009.05.014,,,"Short distance pollen movement in a wind-pollinated tree, Quercus lobata (Fagaceae)",Forest Ecology and Management,,,2009-08,2009,258,5,735-744,Closed,Article,"Pluess, Andrea R.; Sork, Victoria L.; Dolan, Brian; Davis, Frank W.; Grivet, Delphine; Merg, Kurt; Papp, Jeanette; Smouse, Peter E.","Sork, Victoria L.","Pluess, Andrea R. (University of California Los Angeles; Swiss Federal Institute of Technology in Zurich); Sork, Victoria L. (University of California Los Angeles); Dolan, Brian (University of California Los Angeles); Davis, Frank W. (University of California, Santa Barbara); Grivet, Delphine (University of California Los Angeles); Merg, Kurt (University of California Los Angeles); Papp, Jeanette (University of California Los Angeles); Smouse, Peter E. (Rutgers, The State University of New Jersey)",52,5,,3.99,,https://app.dimensions.ai/details/publication/pub.1045327764,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
42,100,pub.1036642164,10.1016/j.foreco.2008.01.073,,,The relative importance of factors affecting age-specific seedling survival of two co-occurring oak species in southern California,Forest Ecology and Management,,,2008-04,2008,255,7,3063-3074,Closed,Article,"Tyler, Claudia M.; Davis, Frank W.; Mahall, Bruce E.","Tyler, Claudia M.","Tyler, Claudia M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); Mahall, Bruce E. (University of California, Santa Barbara)",34,7,,2.93,,https://app.dimensions.ai/details/publication/pub.1036642164,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
43,400,pub.1025924394,10.1111/j.1365-294x.2007.03498.x,17868293,,Conserving the evolutionary potential of California valley oak (Quercus lobata Née): a multivariate genetic approach to conservation planning,Molecular Ecology,,"California; Conservation of Natural Resources; DNA, Chloroplast; Ecosystem; Gene Frequency; Genotype; Geographic Information Systems; Geography; Microsatellite Repeats; Multivariate Analysis; Population Dynamics; Quercus; Sequence Analysis, DNA",2008-01,2008,17,1,139-156,Closed,Article,"GRIVET, DELPHINE; SORK, VICTORIA L.; WESTFALL, ROBERT D.; DAVIS, FRANK W.",,"GRIVET, DELPHINE (University of California Los Angeles; Ministry of Economy, Industry and Competitiveness); SORK, VICTORIA L. (University of California Los Angeles); WESTFALL, ROBERT D. (Pacific Southwest Research Station); DAVIS, FRANK W. (University of California, Santa Barbara)",59,9,1.14,4.24,,https://app.dimensions.ai/details/publication/pub.1025924394,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
44,400,pub.1015666775,10.1890/06-1484.1,18213963,,REGIONAL VARIATION IN HOME‐RANGE‐SCALE HABITAT MODELS FOR FISHER (MARTES PENNANTI) IN CALIFORNIA,Ecological Applications,,"Animals; California; Conservation of Natural Resources; Demography; Ecosystem; Environmental Monitoring; Models, Biological; Mustelidae",2007-12,2007,17,8,2195-2213,"All OA; Green, Accepted & Submitted",Article,"Davis, Frank W.; Seo, Changwan; Zielinski, William J.",,"Davis, Frank W. (University of California, Santa Barbara); Seo, Changwan (University of California, Santa Barbara); Zielinski, William J. (Pacific Southwest Research Station)",32,1,0.18,3.12,https://escholarship.org/content/qt9955n6gj/qt9955n6gj.pdf?t=lnqagx,https://app.dimensions.ai/details/publication/pub.1015666775,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
45,400,pub.1001981171,10.1038/sj.hdy.6800983,17487216,,Estimating anisotropic pollen dispersal: a case study in Quercus lobata,Heredity,,"Anisotropy; Base Sequence; California; DNA Primers; DNA, Plant; Gene Flow; Mathematics; Models, Genetic; Pollen; Quercus; Wind",2007-08,2007,99,2,193-204,All OA; Gold,Article,"Austerlitz, F; Dutech, C; Smouse, P E; Davis, F; Sork, V L","Sork, V L","Austerlitz, F (University of Paris-Sud); Dutech, C (University of California Los Angeles); Smouse, P E (Rutgers, The State University of New Jersey); Davis, F (University of California, Santa Barbara); Sork, V L (University of California Los Angeles)",33,3,0.65,2.76,http://www.nature.com/hdy/journal/v99/n2/pdf/6800983a.pdf,https://app.dimensions.ai/details/publication/pub.1001981171,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
46,100,pub.1010725376,10.1007/s10531-006-9100-3,,,Comprehensive criteria for biodiversity evaluation in conservation planning,Biodiversity and Conservation,,,2007-08,2007,16,9,2715-2728,Closed,Article,"Regan, Helen M.; Davis, Frank W.; Andelman, Sandy J.; Widyanata, Astrid; Freese, Mariah","Regan, Helen M.","Regan, Helen M. (San Diego State University; University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); Andelman, Sandy J. (Conservation International; University of California, Santa Barbara); Widyanata, Astrid (San Diego State University); Freese, Mariah (San Diego State University)",37,5,,4.21,,https://app.dimensions.ai/details/publication/pub.1010725376,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
47,400,pub.1058784994,10.1086/506025,16776062,,Demography and recruitment limitations of three oak species in California.,The Quarterly Review of Biology,,Animals; California; Ecosystem; Fertility; Fires; Fruit; Insecta; Plant Diseases; Poaceae; Quercus; Rain; Seedlings; Soil; Trees,2006-06,2006,81,2,127-52,Closed,Article,"Tyler, Claudia M; Kuhn, Bill; Davis, Frank W",,"Tyler, Claudia M (University of California, Santa Barbara); Kuhn, Bill (); Davis, Frank W ()",91,13,0.59,7.29,,https://app.dimensions.ai/details/publication/pub.1058784994,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
48,100,pub.1073096325,10.5751/es-01902-110240,,,Viable Reserve Networks Arise From Individual Landholder Responses To Conservation Incentives,Ecology and Society,,,2006,2006,11,2,,All OA; Gold,Article,"Chomitz, Kenneth M.; da Fonseca, Gustavo A. B.; Alger, Keith; Stoms, David M.; Honzák, Miroslav; Landau, Elena Charlotte; Thomas, Timothy S.; Thomas, W. Wayt; Davis, Frank",,"Chomitz, Kenneth M. (); da Fonseca, Gustavo A. B. (); Alger, Keith (); Stoms, David M. (); Honzák, Miroslav (); Landau, Elena Charlotte (); Thomas, Timothy S. (); Thomas, W. Wayt (); Davis, Frank ()",24,3,,2.8,http://www.ecologyandsociety.org/vol11/iss2/art40/ES-2006-1902.pdf,https://app.dimensions.ai/details/publication/pub.1073096325,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
49,100,pub.1073096244,10.5751/es-01591-110133,,,Efficient Conservation in a Utility-Maximization Framework,Ecology and Society,,,2006,2006,11,1,,All OA; Gold,Article,"Davis, Frank; Costello, Christopher; Stoms, David",,"Davis, Frank (); Costello, Christopher (); Stoms, David ()",36,3,,,http://www.ecologyandsociety.org/vol11/iss1/art33/ES-2005-1591.pdf,https://app.dimensions.ai/details/publication/pub.1073096244,,,,,,
50,200,pub.1070467014,10.2307/3868659,,,Integrated Coastal Reserve Planning: Making the Land-Sea Connection,Frontiers in Ecology and the Environment,,,2005-10,2005,3,8,429,Closed,Article,"Stoms, David M.; Davis, Frank W.; Andelman, Sandy J.; Carr, Mark H.; Gaines, Steven D.; Halpern, Benjamin S.; Hoenicke, Rainer; Leibowitz, Scott G.; Leydecker, Al; Madin, Elizabeth M. P.; Tallis, Heather; Warner, Robert R.",,"Stoms, David M. (); Davis, Frank W. (); Andelman, Sandy J. (); Carr, Mark H. (); Gaines, Steven D. (); Halpern, Benjamin S. (); Hoenicke, Rainer (); Leibowitz, Scott G. (); Leydecker, Al (); Madin, Elizabeth M. P. (); Tallis, Heather (); Warner, Robert R. ()",5,3,,,,https://app.dimensions.ai/details/publication/pub.1070467014,,,,,,
51,100,pub.1017327756,10.1890/1540-9295(2005)003[0429:icrpmt]2.0.co;2,,,Integrated coastal reserve planning: making the land–sea connection,Frontiers in Ecology and the Environment,,,2005-10,2005,3,8,429-436,Closed,Article,"Stoms, David M.; Davis, Frank W.; Andelman, Sandy J.; Carr, Mark H.; Gaines, Steven D.; Halpern, Benjamin S.; Hoenicke, Rainer; Leibowitz, Scott G.; Leydecker, Al; Madin, Elizabeth MP; Tallis, Heather; Warner, Robert R.",,"Stoms, David M. (University of California, Santa Barbara); Davis, Frank W. (University of California, Santa Barbara); Andelman, Sandy J. (University of California, Santa Barbara); Carr, Mark H. (University of California, Santa Cruz); Gaines, Steven D. (University of California, Santa Barbara); Halpern, Benjamin S. (University of California, Santa Barbara; University of California, Santa Cruz); Hoenicke, Rainer (); Leibowitz, Scott G. (Environmental Protection Agency); Leydecker, Al (University of California, Santa Barbara); Madin, Elizabeth MP (University of California, Santa Barbara); Tallis, Heather (University of Washington); Warner, Robert R. (University of California, Santa Barbara)",78,15,,6.91,,https://app.dimensions.ai/details/publication/pub.1017327756,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
52,400,pub.1036760605,10.3732/ajb.92.2.252,21652402,,"Gene flow and fine‐scale genetic structure in a wind‐pollinated tree species, Quercus lobata (Fagaceaee)",American Journal of Botany,,,2005-02-01,2005,92,2,252-261,All OA; Gold,Article,"Dutech, Cyril; Sork, Victoria L.; Irwin, Andrew J.; Smouse, Peter E.; Davis, Frank W.",,"Dutech, Cyril (University of California Los Angeles); Sork, Victoria L. (University of California Los Angeles); Irwin, Andrew J. (Rutgers, The State University of New Jersey); Smouse, Peter E. (Rutgers, The State University of New Jersey); Davis, Frank W. (University of California, Santa Barbara)",64,7,0.95,4.12,https://onlinelibrary.wiley.com/doi/pdf/10.3732/ajb.92.2.252,https://app.dimensions.ai/details/publication/pub.1036760605,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
53,100,pub.1016257101,10.1641/0006-3568(2005)055[0335:spfrtt]2.0.co;2,,,Science Priorities for Reducing the Threat of Invasive Species to Sustainable Forestry,BioScience,,,2005,2005,55,4,335-348,All OA; Gold,Article,"CHORNESKY, ELIZABETH A.; BARTUSKA, ANN M.; APLET, GREGORY H.; BRITTON, KERRY O.; CUMMINGS-CARLSON, JANE; DAVIS, FRANK W.; ESKOW, JESSICA; GORDON, DORIA R.; GOTTSCHALK, KURT W.; HAACK, ROBERT A.; HANSEN, ANDREW J.; MACK, RICHARD N.; RAHEL, FRANK J.; SHANNON, MARGARET A.; WAINGER, LISA A.; WIGLEY, T. BENTLY",,"CHORNESKY, ELIZABETH A. (); BARTUSKA, ANN M. (); APLET, GREGORY H. (); BRITTON, KERRY O. (); CUMMINGS-CARLSON, JANE (); DAVIS, FRANK W. (); ESKOW, JESSICA (); GORDON, DORIA R. (); GOTTSCHALK, KURT W. (); HAACK, ROBERT A. (); HANSEN, ANDREW J. (); MACK, RICHARD N. (); RAHEL, FRANK J. (); SHANNON, MARGARET A. (); WAINGER, LISA A. (); WIGLEY, T. BENTLY ()",82,9,,7.27,https://academic.oup.com/bioscience/article-pdf/55/4/335/19413825/55-4-335.pdf,https://app.dimensions.ai/details/publication/pub.1016257101,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
