,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Alan T Murray. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
45,100,pub.1033062556,10.1080/00045608.2014.958389,,,"Spatial Clustering Overview and Comparison: Accuracy, Sensitivity, and Computational Expense",Annals of the American Association of Geographers,,,2014-11-02,2014,104,6,1134-1156,Closed,Article,"Grubesic, Tony H.; Wei, Ran; Murray, Alan T.",,"Grubesic, Tony H. (); Wei, Ran (); Murray, Alan T. ()",44,20,,15.66,,https://app.dimensions.ai/details/publication/pub.1033062556,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
46,100,pub.1020664140,10.1016/j.spasta.2014.03.001,,,Spatially significant cluster detection,Spatial Statistics,,,2014-11,2014,10,,103-116,Closed,Article,"Murray, Alan T.; Grubesic, Tony H.; Wei, Ran","Murray, Alan T.","Murray, Alan T. (Arizona State University); Grubesic, Tony H. (Oregon State University); Wei, Ran (Arizona State University)",23,12,,8.19,,https://app.dimensions.ai/details/publication/pub.1020664140,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
47,100,pub.1042781588,10.1111/pirs.12013,,,Serving regional demand in facility location,Papers in Regional Science,,,2014-08,2014,93,3,643-662,Closed,Article,"Yao, Jing; Murray, Alan T.",,"Yao, Jing (Arizona State University); Murray, Alan T. (Arizona State University)",6,3,,2.39,,https://app.dimensions.ai/details/publication/pub.1042781588,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
48,400,pub.1041682118,10.1016/j.healthplace.2014.04.007,24835024,PMC4609644,Spatial and social inequities in HIV testing utilization in the context of rapid scale-up of HIV/AIDS services in rural Mozambique,Health & Place,,Acquired Immunodeficiency Syndrome; Adolescent; Adult; Community Health Services; Female; Geographic Information Systems; HIV Infections; Health Services Accessibility; Healthcare Disparities; Humans; Longitudinal Studies; Male; Middle Aged; Mozambique; Multilevel Analysis; Rural Health Services; Socioeconomic Factors; Spatial Analysis; Young Adult,2014-07,2014,28,,133-141,"All OA; Green, Published",Article,"Yao, Jing; Agadjanian, Victor; Murray, Alan T.","Yao, Jing","Yao, Jing (University of St Andrews); Agadjanian, Victor (Arizona State University); Murray, Alan T. (Arizona State University)",11,6,0.96,2.76,https://repository.asu.edu/attachments/136880/content/Yao%20et%20al_heathplace.pdf,https://app.dimensions.ai/details/publication/pub.1041682118,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
49,100,pub.1029802264,10.1057/jors.2013.58,,,A multi-objective evolutionary algorithm for facility dispersion under conditions of spatial uncertainty,Journal of the Operational Research Society,,,2014-07,2014,65,7,1133-1142,Closed,Article,"Wei, Ran; Murray, Alan T","Wei, Ran","Wei, Ran (Arizona State University); Murray, Alan T (Arizona State University)",3,1,,1.3,,https://app.dimensions.ai/details/publication/pub.1029802264,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
50,100,pub.1018258932,10.1111/gean.12036,,,Evaluating Polygon Overlay to Support Spatial Optimization Coverage Modeling,Geographical Analysis,,,2014-07,2014,46,3,209-229,All OA; Gold,Article,"Wei, Ran; Murray, Alan T.",,"Wei, Ran (University of Utah); Murray, Alan T. (Arizona State University)",13,4,,3.05,https://onlinelibrary.wiley.com/doi/pdf/10.1111/gean.12036,https://app.dimensions.ai/details/publication/pub.1018258932,09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,1604 Human Geography
51,100,pub.1039293247,10.1177/1012690214532653,,,Essential Air Service in the United States,International Regional Science Review,,,2014-05-12,2014,0,0,101269021453265,Closed,Article,"Grubesic, Tony; Wei, Ran; Murray, Alan; Wei, Fangwu",,"Grubesic, Tony (Drexel University); Wei, Ran (University of Utah); Murray, Alan (Arizona State University); Wei, Fangwu (Drexel University)",1,0,,0.33,,https://app.dimensions.ai/details/publication/pub.1039293247,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1499 Other Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1499 Other Economics
52,200,pub.1008006241,10.1177/0160017614526884,,,Introduction to the ISOLDE XII Special Issue,International Regional Science Review,,,2014-04,2014,37,2,127-128,All OA; Gold,Article,"Murray, Alan T.; Suzuki, Atsuo",,"Murray, Alan T. (Arizona State University); Suzuki, Atsuo (Nanzan University)",0,0,,0,http://journals.sagepub.com/doi/pdf/10.1177/0160017614526884,https://app.dimensions.ai/details/publication/pub.1008006241,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1499 Other Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1499 Other Economics
53,100,pub.1050749205,10.1007/s10109-013-0192-5,,,A bounding-based solution approach for the continuous arc covering problem,Journal of Geographical Systems,,,2014-04,2014,16,2,161-182,Closed,Article,"Wei, Ran; Murray, Alan T.; Batta, Rajan","Wei, Ran","Wei, Ran (Oregon State University); Murray, Alan T. (Arizona State University); Batta, Rajan (University at Buffalo, State University of New York)",8,2,,1.88,,https://app.dimensions.ai/details/publication/pub.1050749205,09 Engineering; 16 Studies in Human Society; 0406 Physical Geography and Environmental Geoscience; 0909 Geomatic Engineering; 1604 Human Geography; 04 Earth Sciences,09 Engineering,16 Studies in Human Society,0406 Physical Geography and Environmental Geoscience,0909 Geomatic Engineering,1604 Human Geography
54,100,pub.1023006287,10.1177/0160017614524227,,,Locational Effectiveness of Clinics Providing Sexual and Reproductive Health Services to Women in Rural Mozambique,International Regional Science Review,,,2014-04,2014,37,2,172-193,Closed,Article,"Yao, Jing; Murray, Alan T.",,"Yao, Jing (University of St Andrews); Murray, Alan T. (Arizona State University)",9,2,,3.01,,https://app.dimensions.ai/details/publication/pub.1023006287,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1499 Other Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1499 Other Economics
55,100,pub.1058157536,10.1068/b39069,,,An Approach for Examining Alternatives Attributable to Locational Uncertainty,Environment and Planning B Urban Analytics and City Science,,,2014-02,2014,41,1,93-109,"All OA; Green, Accepted & Submitted",Article,"Murray, Alan T; Wei, Ran; Grubesic, Tony H",,"Murray, Alan T (Arizona State University); Wei, Ran (Arizona State University); Grubesic, Tony H (Oregon State University)",4,1,,1.68,http://epb.sagepub.com/content/41/1/93.abstract,https://app.dimensions.ai/details/publication/pub.1058157536,1201 Architecture; 1203 Design Practice and Management; 12 Built Environment and Design; 1205 Urban and Regional Planning,1201 Architecture,1203 Design Practice and Management,12 Built Environment and Design,1205 Urban and Regional Planning,
56,100,pub.1030684326,10.1080/00330124.2013.765293,,,Sex Offender Residential Movement Patterns: A Markov Chain Analysis,The Professional Geographer,,,2014-01-02,2014,66,1,102-111,Closed,Article,"Rey, Sergio J.; Murray, Alan T.; Grubesic, Tony H.; Mack, Elizabeth; Wei, Ran; Anselin, Luc; Griffin, Marie",,"Rey, Sergio J. (Arizona State University); Murray, Alan T. (Arizona State University); Grubesic, Tony H. (Drexel University); Mack, Elizabeth (Arizona State University); Wei, Ran (Arizona State University); Anselin, Luc (Arizona State University); Griffin, Marie (Arizona State University)",3,1,,0.69,,https://app.dimensions.ai/details/publication/pub.1030684326,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
57,200,pub.1014474131,10.4337/9780857932976.00023,,,Chapter 14: Classification for visualizing data: integrating multiple attributes and space for choropleth display,,Handbook of Research Methods and Applications in Spatially Integrated Social Science,,2014,2014,,,265-286,Closed,Chapter,"Shyy, Tung-Kai; Azeezullah, Imran; Azeezullah, Irfan; Stimson, Robert J.; Murray, Alan T.",,"Shyy, Tung-Kai (); Azeezullah, Imran (); Azeezullah, Irfan (); Stimson, Robert J. (); Murray, Alan T. ()",2,1,,,,https://app.dimensions.ai/details/publication/pub.1014474131,,,,,,
58,100,pub.1022658757,10.1080/13658816.2013.788182,,,Efficient measurement of continuous space shortest distance around barriers,International Journal of Geographical Information Science,,,2013-12,2013,27,12,2302-2318,Closed,Article,"Hong, Insu; Murray, Alan T.",,"Hong, Insu (Arizona State University); Murray, Alan T. (Arizona State University)",10,3,,2.38,,https://app.dimensions.ai/details/publication/pub.1022658757,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
59,400,pub.1044346197,10.1016/j.socscimed.2013.07.025,24034952,PMC4609647,A geographical perspective on access to sexual and reproductive health care for women in rural Africa,Social Science & Medicine,,"Family Planning Services; Female; Geographic Information Systems; Health Care Surveys; Health Services Accessibility; Humans; Models, Theoretical; Mozambique; Pregnancy; Reproductive Health Services; Rural Health Services; Spatial Analysis",2013-11,2013,96,,60-68,"All OA; Green, Accepted & Submitted",Article,"Yao, Jing; Murray, Alan T.; Agadjanian, Victor","Yao, Jing","Yao, Jing (University of St Andrews); Murray, Alan T. (Arizona State University); Agadjanian, Victor (Arizona State University)",39,16,2.93,8.46,http://europepmc.org/articles/pmc4609647?pdf=render,https://app.dimensions.ai/details/publication/pub.1044346197,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
60,100,pub.1036730851,10.1016/j.firesaf.2013.03.002,,,Optimising the spatial location of urban fire stations,Fire Safety Journal,,,2013-11,2013,62,,64-71,Closed,Article,"Murray, Alan T.","Murray, Alan T.","Murray, Alan T. (Arizona State University)",33,14,,7.96,,https://app.dimensions.ai/details/publication/pub.1036730851,0911 Maritime Engineering; 09 Engineering; 0904 Chemical Engineering,0911 Maritime Engineering,09 Engineering,0904 Chemical Engineering,,
61,100,pub.1024089905,10.1016/j.tranpol.2013.09.004,,,A strategic approach for improving rural air transport in the United States,Transport Policy,,,2013-11,2013,30,,117-124,Closed,Article,"Grubesic, Tony H.; Murray, Alan T.; Matisziw, Timothy C.","Grubesic, Tony H.","Grubesic, Tony H. (Oregon State University); Murray, Alan T. (Arizona State University); Matisziw, Timothy C. (University of Missouri)",8,1,,1.61,,https://app.dimensions.ai/details/publication/pub.1024089905,"12 Built Environment and Design; 1507 Transportation and Freight Services; 1205 Urban and Regional Planning; 15 Commerce, Management, Tourism and Services",12 Built Environment and Design,1507 Transportation and Freight Services,1205 Urban and Regional Planning,"15 Commerce, Management, Tourism and Services",
62,100,pub.1043111608,10.4018/jagr.2013100102,,,"Are Foreclosures Contagious?: An Exploratory Space-Time Analysis of Franklin County, Ohio, 2001-2008",International Journal of Applied Geospatial Research,,,2013-10,2013,4,4,19-36,Closed,Article,"Murray, Alan T.; Koschinsky, Julia; Liu, Yin; Rey, Sergio J.; Brown, Lawrence A.",,"Murray, Alan T. (Arizona State University); Koschinsky, Julia (Arizona State University); Liu, Yin (Sichuan Normal University); Rey, Sergio J. (Arizona State University); Brown, Lawrence A. (The Ohio State University)",1,0,,0.59,,https://app.dimensions.ai/details/publication/pub.1043111608,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
63,100,pub.1043347298,10.1080/13658816.2012.725475,,,Continuous surface representation and approximation: spatial analytical implications,International Journal of Geographical Information Science,,,2013-05,2013,27,5,883-897,Closed,Article,"Yao, Jing; Murray, Alan T.",,"Yao, Jing (); Murray, Alan T. ()",10,7,,2.38,,https://app.dimensions.ai/details/publication/pub.1043347298,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
64,200,pub.1004573918,10.1016/j.gloenvcha.2012.12.009,,,Land system architecture: Using land systems to adapt and mitigate global environmental change,Global Environmental Change,,,2013-04,2013,23,2,395-397,Closed,Article,"Turner, B.L.; Janetos, Anthony C.; Verburg, Peter H.; Murray, Alan T.","Turner, B.L.","Turner, B.L. (Arizona State University); Janetos, Anthony C. (); Verburg, Peter H. (VU University Amsterdam); Murray, Alan T. (Arizona State University)",67,20,,,,https://app.dimensions.ai/details/publication/pub.1004573918,,,,,,
65,100,pub.1043832493,10.1007/s10708-011-9412-z,,,An overview of network vulnerability modeling approaches,GeoJournal,,,2013-04,2013,78,2,209-221,Closed,Article,"Murray, Alan T.","Murray, Alan T.","Murray, Alan T. (Arizona State University)",31,9,,10.45,,https://app.dimensions.ai/details/publication/pub.1043832493,"15 Commerce, Management, Tourism and Services; 16 Studies in Human Society; 1506 Tourism; 1604 Human Geography; 1601 Anthropology","15 Commerce, Management, Tourism and Services",16 Studies in Human Society,1506 Tourism,1604 Human Geography,1601 Anthropology
66,100,pub.1049887066,10.1016/j.ejor.2012.07.027,,,A computational approach for eliminating error in the solution of the location set covering problem,European Journal of Operational Research,,,2013-01,2013,224,1,52-64,Closed,Article,"Murray, Alan T.; Wei, Ran","Murray, Alan T.","Murray, Alan T. (Arizona State University); Wei, Ran (Arizona State University)",18,6,,4.28,,https://app.dimensions.ai/details/publication/pub.1049887066,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
67,100,pub.1026091741,10.1145/2533828.2533834,,,Efficient wayfinding in complex environments: derivation of a continuous space shortest path,,Proceedings of the Sixth ACM SIGSPATIAL International Workshop on Computational Transportation Science - IWCTS '13,,2013,2013,,,61,Closed,Proceeding,"Hong, Insu; Murray, Alan T.",,"Hong, Insu (Arizona State University); Murray, Alan T. (Arizona State University)",4,0,,1.7,,https://app.dimensions.ai/details/publication/pub.1026091741,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
68,100,pub.1021669072,10.1007/978-94-007-4997-9_3,,,Convicted Sex Offender Residential Movements,,Crime Modeling and Mapping Using Geospatial Technologies,,2013,2013,,,51-71,Closed,Chapter,"Murray, Alan T.; Grubesic, Tony H.; Mack, Elizabeth A.; Wei, Ran; Rey, Sergio J.; Anselin, Luc; Griffin, Marie L.","Murray, Alan T.","Murray, Alan T. (Arizona State University); Grubesic, Tony H. (Drexel University); Mack, Elizabeth A. (Arizona State University); Wei, Ran (Arizona State University); Rey, Sergio J. (Arizona State University); Anselin, Luc (Arizona State University); Griffin, Marie L. (Arizona State University)",1,0,,0.32,,https://app.dimensions.ai/details/publication/pub.1021669072,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
69,100,pub.1020650958,10.1007/978-94-007-4997-9_5,,,Exploring Spatial Patterns of Crime Using Non-hierarchical Cluster Analysis,,Crime Modeling and Mapping Using Geospatial Technologies,,2013,2013,,,105-124,Closed,Chapter,"Murray, Alan T.; Grubesic, Tony H.","Murray, Alan T.","Murray, Alan T. (Arizona State University); Grubesic, Tony H. (Drexel University)",14,7,,6.27,,https://app.dimensions.ai/details/publication/pub.1020650958,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
70,400,pub.1011968545,10.1186/1471-2458-12-1015,23170899,PMC3520732,"Alcohol beverage control, privatization and the geographic distribution of alcohol outlets",BMC Public Health,,Alcoholic Beverages; Commerce; Humans; Philadelphia; Privatization; Public Policy; Spatial Analysis,2012-12,2012,12,1,1015,All OA; Gold,Article,"Grubesic, Tony H; Murray, Alan T; Pridemore, William Alex; Tabb, Loni Philip; Liu, Yin; Wei, Ran","Grubesic, Tony H","Grubesic, Tony H (Drexel University); Murray, Alan T (Arizona State University); Pridemore, William Alex (Indiana University Bloomington); Tabb, Loni Philip (Drexel University); Liu, Yin (Drexel University); Wei, Ran (Drexel University)",17,7,0.4,3.33,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/1471-2458-12-1015,https://app.dimensions.ai/details/publication/pub.1011968545,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
71,100,pub.1005116048,10.1080/00045608.2012.685044,,,Spatial Optimization in Geography,Annals of the American Association of Geographers,,,2012-11,2012,102,6,1290-1309,Closed,Article,"Tong, Daoqin; Murray, Alan T.",,"Tong, Daoqin (); Murray, Alan T. ()",65,31,,19.91,,https://app.dimensions.ai/details/publication/pub.1005116048,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
72,100,pub.1027807148,10.1007/s00168-011-0459-z,,,Exploring movement object patterns,The Annals of Regional Science,,,2012-10,2012,49,2,471-484,Closed,Article,"Murray, Alan T.; Liu, Yin; Rey, Sergio J.; Anselin, Luc","Murray, Alan T.","Murray, Alan T. (Arizona State University); Liu, Yin (Arizona State University); Rey, Sergio J. (Arizona State University); Anselin, Luc (Arizona State University)",13,7,,3.76,,https://app.dimensions.ai/details/publication/pub.1027807148,16 Studies in Human Society; 1604 Human Geography; 12 Built Environment and Design; 1205 Urban and Regional Planning,16 Studies in Human Society,1604 Human Geography,12 Built Environment and Design,1205 Urban and Regional Planning,
73,100,pub.1020688166,10.1016/j.compenvurbsys.2012.01.002,,,Identifying bus stop redundancy: A gis-based spatial optimization approach,Computers Environment and Urban Systems,,,2012-09,2012,36,5,445-455,Closed,Article,"Delmelle, Eric M.; Li, Shuping; Murray, Alan T.","Delmelle, Eric M.","Delmelle, Eric M. (University of North Carolina at Charlotte); Li, Shuping (); Murray, Alan T. (Arizona State University)",29,5,,6.82,,https://app.dimensions.ai/details/publication/pub.1020688166,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
74,100,pub.1038327221,10.1080/13658816.2011.633918,,,An integrated approach for addressing geographic uncertainty in spatial optimization,International Journal of Geographical Information Science,,,2012-07,2012,26,7,1231-1249,Closed,Article,"Wei, Ran; Murray, Alan T.",,"Wei, Ran (); Murray, Alan T. ()",9,4,,2.34,,https://app.dimensions.ai/details/publication/pub.1038327221,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience
75,200,pub.1013718374,10.1016/j.seps.2012.03.002,,,Modeling Public Sector Facility Location Problems,Socio-Economic Planning Sciences,,,2012-06,2012,46,2,111,Closed,Article,"Daskin, Mark S.; Murray, Alan T.",,"Daskin, Mark S. (University of Michigan); Murray, Alan T. (Arizona State University)",1,0,,0.29,,https://app.dimensions.ai/details/publication/pub.1013718374,0102 Applied Mathematics; 01 Mathematical Sciences; 12 Built Environment and Design; 1205 Urban and Regional Planning,0102 Applied Mathematics,01 Mathematical Sciences,12 Built Environment and Design,1205 Urban and Regional Planning,
76,100,pub.1053630048,10.1007/s11269-012-0013-5,,,Spatial Optimization Models for Water Supply Allocation,Water Resources Management,,,2012-06,2012,26,8,2243-2257,Closed,Article,"Murray, Alan T.; Gober, Patricia; Anselin, Luc; Rey, Sergio J.; Sampson, David; Padegimas, Paul D.; Liu, Yin","Murray, Alan T.","Murray, Alan T. (Arizona State University); Gober, Patricia (Arizona State University); Anselin, Luc (Arizona State University); Rey, Sergio J. (Arizona State University); Sampson, David (Arizona State University); Padegimas, Paul D. (Arizona State University); Liu, Yin (Arizona State University)",9,5,,1.63,,https://app.dimensions.ai/details/publication/pub.1053630048,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
77,100,pub.1049974453,10.1016/j.seps.2011.12.002,,,Assessing geographic coverage of the essential air service program,Socio-Economic Planning Sciences,,,2012-06,2012,46,2,124-135,Closed,Article,"Grubesic, Tony H.; Matisziw, Timothy C.; Murray, Alan T.","Grubesic, Tony H.","Grubesic, Tony H. (Drexel University); Matisziw, Timothy C. (University of Missouri); Murray, Alan T. (Arizona State University)",16,3,,4.66,,https://app.dimensions.ai/details/publication/pub.1049974453,0102 Applied Mathematics; 01 Mathematical Sciences; 12 Built Environment and Design; 1205 Urban and Regional Planning,0102 Applied Mathematics,01 Mathematical Sciences,12 Built Environment and Design,1205 Urban and Regional Planning,
78,400,pub.1053670017,10.3109/10903127.2011.615009,21950551,,Surrogate Markers of Transport Distance for Out-of-Hospital Cardiac Arrest Patients,Prehospital Emergency Care,,"Adult; Aged; Aged, 80 and over; Ambulances; Biomarkers; Cohort Studies; Emergencies; Emergency Medical Services; Female; Geographic Information Systems; Health Services Accessibility; Humans; Male; Middle Aged; Out-of-Hospital Cardiac Arrest; Prospective Studies; Quality Control; Registries; Risk Assessment; Survival Rate; Transportation of Patients; Young Adult",2012-03-07,2012,16,2,266-272,Closed,Article,"Cudnik, Michael T.; Yao, Jing; Zive, Dana; Newgard, Craig; Murray, Alan T.",,"Cudnik, Michael T. (The Ohio State University); Yao, Jing (The Ohio State University); Zive, Dana (The Ohio State University); Newgard, Craig (The Ohio State University); Murray, Alan T. (The Ohio State University)",11,3,0.52,3.85,,https://app.dimensions.ai/details/publication/pub.1053670017,1110 Nursing; 1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,1110 Nursing,1117 Public Health and Health Services,11 Medical and Health Sciences,1103 Clinical Sciences,
79,400,pub.1005883341,10.1016/j.apgeog.2011.07.009,22505786,PMC3324281,Geographic influences on sexual and reproductive health service utilization in rural Mozambique,Applied Geography,,,2012-03,2012,32,2,601-607,"All OA; Green, Accepted & Submitted",Article,"Yao, Jing; Murray, Alan T.; Agadjanian, Victor; Hayford, Sarah R.","Yao, Jing","Yao, Jing (Arizona State University); Murray, Alan T. (Arizona State University); Agadjanian, Victor (Arizona State University); Hayford, Sarah R. (Arizona State University)",29,4,1.72,6.78,http://europepmc.org/articles/pmc3324281?pdf=render,https://app.dimensions.ai/details/publication/pub.1005883341,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
80,100,pub.1035619529,10.1016/j.tele.2011.05.001,,,Critical infrastructure protection: The vulnerability conundrum,Telematics and Informatics,,,2012-02,2012,29,1,56-65,Closed,Article,"Murray, Alan T.; Grubesic, Tony H.","Murray, Alan T.","Murray, Alan T. (Arizona State University); Grubesic, Tony H. (Drexel University)",21,8,,7.5,,https://app.dimensions.ai/details/publication/pub.1035619529,08 Information and Computing Sciences; 0899 Other Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0899 Other Information and Computing Sciences,0806 Information Systems,,
81,200,pub.1004159265,10.4337/9781781007969.00012,,,Chapter 7: Spatial optimization: expanding emergency services to address regional growth and development,,Studies in Applied Geography and Spatial Analysis,,2012,2012,,,109-122,Closed,Chapter,"Murray, Alan T.; Tong, Daoqin; Grubesic, Tony H.",,"Murray, Alan T. (); Tong, Daoqin (); Grubesic, Tony H. ()",13,3,,,,https://app.dimensions.ai/details/publication/pub.1004159265,,,,,,
82,100,pub.1009536463,10.1007/978-1-4614-0806-2_5,,,Spatial Optimization and Geographic Uncertainty: Implications for Sex Offender Management Strategies,International Series in Operations Research & Management Science,Community-Based Operations Research,,2012,2012,167,,121-142,Closed,Chapter,"Murray, Alan T.; Grubesic, Tony H.","Grubesic, Tony H.","Murray, Alan T. (Arizona State University); Grubesic, Tony H. (Drexel University)",10,4,,4.26,,https://app.dimensions.ai/details/publication/pub.1009536463,1605 Policy and Administration; 16 Studies in Human Society,1605 Policy and Administration,16 Studies in Human Society,,,
83,100,pub.1042984825,10.1111/j.1467-9671.2011.01289.x,,,A Hybrid Geocoding Methodology for Spatio‐Temporal Data,Transactions in GIS,,,2011-12,2011,15,6,795-809,Closed,Article,"Murray, Alan T.; Grubesic, Tony H.; Wei, Ran; Mack, Elizabeth A.",,"Murray, Alan T. (Arizona State University); Grubesic, Tony H. (Drexel University); Wei, Ran (Arizona State University); Mack, Elizabeth A. (Arizona State University)",19,1,,7.33,,https://app.dimensions.ai/details/publication/pub.1042984825,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
84,200,pub.1049768706,10.1177/0160017611403142,,,Introduction to the ISOLDE X Special Issue,International Regional Science Review,,,2011-07,2011,34,3,283-284,Closed,Article,"Murray, Alan T.; Church, Richard L.",,"Murray, Alan T. (Arizona State University); Church, Richard L. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1049768706,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1499 Other Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1499 Other Economics
85,100,pub.1042701791,10.1177/0160017610386479,,,Market Coverage and Service Quality in Digital Subscriber Lines Infrastructure Planning,International Regional Science Review,,,2011-07,2011,34,3,368-390,Closed,Article,"Grubesic, Tony H.; Matisziw, Timothy C.; Murray, Alan T.",,"Grubesic, Tony H. (Drexel University); Matisziw, Timothy C. (University of Missouri); Murray, Alan T. (Arizona State University)",9,0,,2.77,,https://app.dimensions.ai/details/publication/pub.1042701791,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1499 Other Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1499 Other Economics
86,100,pub.1063746733,10.1177/0160017610386481,,,Spatially Disaggregating Employment Growth Estimates,International Regional Science Review,,,2011-04,2011,34,2,138-156,Closed,Article,"Corcoran, Jonathan; Murray, Alan T.; Stimson, Robert J.",,"Corcoran, Jonathan (University of Queensland); Murray, Alan T. (Arizona State University); Stimson, Robert J. (University of Queensland)",3,1,,0.95,,https://app.dimensions.ai/details/publication/pub.1063746733,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
87,100,pub.1017316530,10.1007/s10980-011-9571-9,,,A multiobjective evolutionary algorithm for optimizing spatial contiguity in reserve network design,Landscape Ecology,,,2011-03,2011,26,3,425-437,Closed,Article,"Wu, Xiaolan; Murray, Alan T.; Xiao, Ningchuan","Wu, Xiaolan","Wu, Xiaolan (Central Michigan University); Murray, Alan T. (Arizona State University); Xiao, Ningchuan (The Ohio State University)",14,4,,2.34,,https://app.dimensions.ai/details/publication/pub.1017316530,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
