,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Todd H Oakley. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
30,100,pub.1085109221,10.1101/017129,,,How complexity originates: The evolution of animal eyes,bioRxiv,,,2015-03-26,2015,,,017129,"All OA; Green, Published",Preprint,"Oakley, Todd H; Speiser, Daniel I",,"Oakley, Todd H (); Speiser, Daniel I (University of South Carolina System)",3,0,,0.61,https://www.biorxiv.org/content/biorxiv/early/2015/03/26/017129.full.pdf,https://app.dimensions.ai/details/publication/pub.1085109221,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
31,400,pub.1041938974,10.1242/jeb.116087,25524988,PMC4317242,Opsins in Limulus eyes: characterization of three visible light-sensitive opsins unique to and co-expressed in median eye photoreceptors and a peropsin/RGR that is expressed in all eyes,Journal of Experimental Biology,,"Animals; Cell Membrane; Compound Eye, Arthropod; Horseshoe Crabs; Light; Opsins; Photoreceptor Cells, Invertebrate; Phylogeny",2015-02-01,2015,218,3,466-479,"All OA; Green, Published",Article,"Battelle, Barbara-Anne; Kempler, Karen E; Saraf, Spencer R; Marten, Catherine E; Dugger, Donald R; Speiser, Daniel I; Oakley, Todd H",,"Battelle, Barbara-Anne (University of Florida); Kempler, Karen E (University of Florida); Saraf, Spencer R (University of Florida); Marten, Catherine E (University of Florida); Dugger, Donald R (University of Florida); Speiser, Daniel I (University of California, Santa Barbara); Oakley, Todd H (University of California, Santa Barbara)",9,1,0.71,2.37,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4317242/pdf,https://app.dimensions.ai/details/publication/pub.1041938974,1109 Neurosciences; 11 Medical and Health Sciences,1109 Neurosciences,11 Medical and Health Sciences,,,
32,400,pub.1009528400,10.1098/rspb.2014.1745,25473009,PMC4286037,Evolutionary relatedness does not predict competition and co-occurrence in natural or experimental communities of green algae,Proceedings of The Royal Society B Biological Sciences,,Biological Evolution; Chlorophyta; Ecosystem; Phylogeny; Population Dynamics; Species Specificity; Transcriptome,2015-01-22,2015,282,1799,20141745,All OA; Gold,Article,"Alexandrou, Markos A; Cardinale, Bradley J; Hall, John D; Delwiche, Charles F; Fritschie, Keith; Narwani, Anita; Venail, Patrick A; Bentlage, Bastian; Pankey, M Sabrina; Oakley, Todd H",,"Alexandrou, Markos A (University of California, Santa Barbara); Cardinale, Bradley J (University of Michigan); Hall, John D (University of Maryland, College Park); Delwiche, Charles F (University of Maryland, College Park); Fritschie, Keith (University of Michigan); Narwani, Anita (); Venail, Patrick A (); Bentlage, Bastian (University of Maryland, College Park); Pankey, M Sabrina (University of California, Santa Barbara); Oakley, Todd H (University of California, Santa Barbara)",15,4,0.74,2.94,http://rspb.royalsocietypublishing.org/content/282/1799/20141745.full.pdf,https://app.dimensions.ai/details/publication/pub.1009528400,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
33,100,pub.1045546418,10.1080/00222933.2014.959572,,,"The shell-eyes of the chiton Acanthopleura granulata (Mollusca, Polyplacophora) use pheomelanin as a screening pigment",Journal of Natural History,,,2014-12-25,2014,48,45-48,2899-2911,Closed,Article,"Speiser, Daniel I.; DeMartini, Daniel G.; Oakley, Todd H.",,"Speiser, Daniel I. (University of California, Santa Barbara); DeMartini, Daniel G. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",18,4,,4.35,,https://app.dimensions.ai/details/publication/pub.1045546418,0603 Evolutionary Biology; 06 Biological Sciences; 0608 Zoology,0603 Evolutionary Biology,06 Biological Sciences,0608 Zoology,,
34,400,pub.1038041133,10.1186/s12859-014-0350-x,25407802,PMC4255452,Using phylogenetically-informed annotation (PIA) to search for light-interacting genes in transcriptomes from non-model organisms,BMC Bioinformatics,,"Algorithms; Animals; Eye Proteins; Genome; High-Throughput Nucleotide Sequencing; Light; Likelihood Functions; Molecular Sequence Annotation; Phylogeny; Sequence Analysis, Protein; Transcriptome; Vision, Ocular",2014-12,2014,15,1,350,All OA; Gold,Article,"Speiser, Daniel I; Pankey, M Sabrina; Zaharoff, Alexander K; Battelle, Barbara A; Bracken-Grissom, Heather D; Breinholt, Jesse W; Bybee, Seth M; Cronin, Thomas W; Garm, Anders; Lindgren, Annie R; Patel, Nipam H; Porter, Megan L; Protas, Meredith E; Rivera, Ajna S; Serb, Jeanne M; Zigler, Kirk S; Crandall, Keith A; Oakley, Todd H","Oakley, Todd H","Speiser, Daniel I (University of California, Santa Barbara; University of South Carolina); Pankey, M Sabrina (University of California, Santa Barbara); Zaharoff, Alexander K (University of California, Santa Barbara); Battelle, Barbara A (University of Florida); Bracken-Grissom, Heather D (); Breinholt, Jesse W (University of Florida); Bybee, Seth M (Brigham Young University); Cronin, Thomas W (University of Maryland, Baltimore County); Garm, Anders (University of Copenhagen); Lindgren, Annie R (Portland State University); Patel, Nipam H (University of California, Berkeley); Porter, Megan L (University of South Dakota); Protas, Meredith E (Dominican University of California); Rivera, Ajna S (University of the Pacific); Serb, Jeanne M (Iowa State University); Zigler, Kirk S (); Crandall, Keith A (George Washington University; National Museum of Natural History); Oakley, Todd H (University of California, Santa Barbara)",33,9,1.59,4.29,https://bmcbioinformatics.biomedcentral.com/track/pdf/10.1186/s12859-014-0350-x,https://app.dimensions.ai/details/publication/pub.1038041133,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
35,400,pub.1036315928,10.1186/1471-2105-15-230,24990571,PMC4227113,Osiris: accessible and reproducible phylogenetic and phylogenomic analyses within the Galaxy workflow management system,BMC Bioinformatics,,Computational Biology; Phylogeny; Sequence Alignment; Software; User-Computer Interface; Workflow,2014-12,2014,15,1,230,All OA; Gold,Article,"Oakley, Todd H; Alexandrou, Markos A; Ngo, Roger; Pankey, M Sabrina; Churchill, Celia K C; Chen, William; Lopker, Karl B","Oakley, Todd H","Oakley, Todd H (University of California, Santa Barbara); Alexandrou, Markos A (University of California, Santa Barbara); Ngo, Roger (University of California, Santa Barbara); Pankey, M Sabrina (University of California, Santa Barbara); Churchill, Celia K C (University of California, Santa Barbara); Chen, William (University of California, Santa Barbara); Lopker, Karl B (University of California, Santa Barbara)",24,7,0.93,10.41,https://bmcbioinformatics.biomedcentral.com/track/pdf/10.1186/1471-2105-15-230,https://app.dimensions.ai/details/publication/pub.1036315928,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
36,100,pub.1063376988,10.11646/zootaxa.3884.6.9,,,"CELIA K. C. CHURCHILL, EMILY A. ELLIS, ALANNAH E. PIQUE & TODD H. OAKLEY (2014) Two new sympatric species of Eusarsiella (Ostracoda: Myodocopida: Sarsiellidae) from the Florida Keys with a morphological phylogeny of Sarsiellinae. Zootaxa , 3802 (4): 444–458.",Zootaxa,,,2014-11-19,2014,3884,6,600-600,All OA; Gold,Article,"CHURCHILL, CELIA K. C.; ELLIS, EMILY A.; PIQUE, ALANNAH E.; OAKLEY, TODD H.",,"CHURCHILL, CELIA K. C. (); ELLIS, EMILY A. (); PIQUE, ALANNAH E. (); OAKLEY, TODD H. ()",0,0,,0,https://biotaxa.org/Zootaxa/article/download/zootaxa.3884.6.9/10582,https://app.dimensions.ai/details/publication/pub.1063376988,06 Biological Sciences; 0608 Zoology; 0603 Evolutionary Biology,06 Biological Sciences,0608 Zoology,0603 Evolutionary Biology,,
37,400,pub.1000743544,10.1073/pnas.1416574111,25336755,PMC4226117,Predictable transcriptome evolution in the convergent and complex bioluminescent organs of squid,Proceedings of the National Academy of Sciences,,"Animals; Bacteria; Decapodiformes; Evolution, Molecular; Gene Expression Regulation; Symbiosis; Transcriptome",2014-11-04,2014,111,44,e4736-e4742,All OA; Gold,Article,"Pankey, M. Sabrina; Minin, Vladimir N.; Imholte, Greg C.; Suchard, Marc A.; Oakley, Todd H.",,"Pankey, M. Sabrina (University of California, Santa Barbara); Minin, Vladimir N. (University of Washington); Imholte, Greg C. (); Suchard, Marc A. (University of California Los Angeles); Oakley, Todd H. (University of California, Santa Barbara)",38,17,1.47,6.35,http://www.pnas.org/content/111/44/E4736.full.pdf,https://app.dimensions.ai/details/publication/pub.1000743544,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
38,100,pub.1005207719,10.1111/1365-2745.12271,,,The influence of phylogenetic relatedness on species interactions among freshwater green algae in a mesocosm experiment,Journal of Ecology,,,2014-09,2014,102,5,1288-1299,All OA; Gold,Article,"Venail, Patrick A.; Narwani, Anita; Fritschie, Keith; Alexandrou, Markos A.; Oakley, Todd H.; Cardinale, Bradley J.",,"Venail, Patrick A. (University of Michigan; University of Geneva); Narwani, Anita (University of Michigan); Fritschie, Keith (University of Michigan); Alexandrou, Markos A. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara); Cardinale, Bradley J. (University of Michigan)",35,7,,6.47,http://onlinelibrary.wiley.com/doi/10.1111/1365-2745.12271/pdf,https://app.dimensions.ai/details/publication/pub.1005207719,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
39,400,pub.1046515101,10.1093/gbe/evu154,25062921,PMC4159004,The Comb Jelly Opsins and the Origins of Animal Phototransduction,Genome Biology and Evolution,,"Animals; Cnidaria; Ctenophora; Evolution, Molecular; Light Signal Transduction; Opsins; Phylogeny",2014-08,2014,6,8,1964-1971,All OA; Gold,Article,"Feuda, Roberto; Rota-Stabelli, Omar; Oakley, Todd H.; Pisani, Davide",,"Feuda, Roberto (); Rota-Stabelli, Omar (Edmund Mach Foundation); Oakley, Todd H. (University of California, Santa Barbara); Pisani, Davide (University of Bristol)",34,10,1.59,4.42,https://academic.oup.com/gbe/article-pdf/6/8/1964/17923241/evu154.pdf,https://app.dimensions.ai/details/publication/pub.1046515101,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
40,400,pub.1012044965,10.1007/s00239-014-9636-x,25135304,,Occurrence of Hemocyanin in Ostracod Crustaceans,Journal of Molecular Evolution,,Amino Acid Sequence; Animals; Bayes Theorem; Biological Evolution; Crustacea; Expressed Sequence Tags; Female; Hemocyanins; Male; Molecular Sequence Data; Phylogeny; Reverse Transcriptase Polymerase Chain Reaction; Sequence Alignment,2014-08,2014,79,1-2,3-11,Closed,Article,"Marxen, Julia C.; Pick, Christian; Oakley, Todd H.; Burmester, Thorsten","Marxen, Julia C.","Marxen, Julia C. (University of Hamburg); Pick, Christian (University of Hamburg); Oakley, Todd H. (University of California, Santa Barbara); Burmester, Thorsten (University of Hamburg)",8,2,0.54,1.04,,https://app.dimensions.ai/details/publication/pub.1012044965,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
41,400,pub.1033047478,10.1371/journal.pone.0098870,24901369,PMC4047050,Ocular and Extraocular Expression of Opsins in the Rhopalium of Tripedalia cystophora (Cnidaria: Cubozoa),PLoS ONE,,"Animals; Cnidaria; Eye; Female; Gene Expression; Opsins; Photoreceptor Cells, Invertebrate; Phylogeny",2014-06-05,2014,9,6,e98870,All OA; Gold,Article,"Bielecki, Jan; Zaharoff, Alexander K.; Leung, Nicole Y.; Garm, Anders; Oakley, Todd H.",,"Bielecki, Jan (University of California, Santa Barbara); Zaharoff, Alexander K. (University of California, Santa Barbara); Leung, Nicole Y. (University of California, Santa Barbara); Garm, Anders (University of Copenhagen); Oakley, Todd H. (University of California, Santa Barbara)",14,5,0.52,3.84,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0098870&type=printable,https://app.dimensions.ai/details/publication/pub.1033047478,1113 Ophthalmology and Optometry; 11 Medical and Health Sciences,1113 Ophthalmology and Optometry,11 Medical and Health Sciences,,,
42,400,pub.1078918349,10.11646/zootaxa.3802.4.3,24871023,,Two new sympatric species of Eusarsiella (Ostracoda: Myodocopida: Sarsiellidae) from the Florida Keys with a morphological phylogeny of Sarsiellinae.,Zootaxa,,Animals; Crustacea; Female; Florida; Phylogeny; Sympatry,2014-05-28,2014,,3802,444-58,Closed,Article,"Churchill, Celia K C; Ellis, Emily A; Pique, Alannah E; Oakley, Todd H",,"Churchill, Celia K C (University of California, Santa Barbara); Ellis, Emily A (University of California, Santa Barbara); Pique, Alannah E (University of California, Santa Barbara); Oakley, Todd H (University of California, Santa Barbara)",0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1078918349,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
43,100,pub.1063375801,10.11646/zootaxa.3802.4.2,,,Two new sympatric species of Eusarsiella (Ostracoda: Myodocopida: Sarsiellidae) from the Florida Keys with a morphological phylogeny of Sarsiellinae,Zootaxa,,,2014-05-28,2014,3802,4,444-458,All OA; Gold,Article,"CHURCHILL, CELIA K.C.; ELLIS, EMILY A.; PIQUE, ALANNAH E.; OAKLEY, TODD H.",,"CHURCHILL, CELIA K.C. (University of California, Santa Barbara); ELLIS, EMILY A. (University of California, Santa Barbara); PIQUE, ALANNAH E. (University of California, Santa Barbara); OAKLEY, TODD H. (University of California, Santa Barbara)",2,2,,0.26,https://biotaxa.org/Zootaxa/article/download/zootaxa.3802.4.2/9090,https://app.dimensions.ai/details/publication/pub.1063375801,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
44,400,pub.1037101794,10.1890/13-0986.1,25000771,,Evolutionary history and the strength of species interactions: testing the phylogenetic limiting similarity hypothesis,Ecology,,"Biological Evolution; Models, Biological; Phylogeny; Phytoplankton; Species Specificity",2014-05,2014,95,5,1407-1417,"All OA; Green, Published",Article,"Fritschie, Keith J.; Cardinale, Bradley J.; Alexandrou, Markos A.; Oakley, Todd H.",,"Fritschie, Keith J. (University of Michigan); Cardinale, Bradley J. (University of Michigan); Alexandrou, Markos A. (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara)",42,11,1.36,7.76,https://deepblue.lib.umich.edu/bitstream/2027.42/116355/1/ecs214005021.pdf,https://app.dimensions.ai/details/publication/pub.1037101794,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
45,400,pub.1008212761,10.1016/j.mod.2013.09.004,24157521,PMC4000693,"Eye-specification genes in the bacterial light organ of the bobtail squid Euprymna scolopes, and their expression in response to symbiont cues",Mechanisms of Development,,"Aliivibrio fischeri; Animals; Biological Evolution; Decapodiformes; Embryo, Nonmammalian; Embryonic Development; Eye; Light; Symbiosis",2014-02,2014,131,Nat. Genet. 15 1997,111-126,All OA; Gold,Article,"Peyer, Suzanne M.; Pankey, M. Sabrina; Oakley, Todd H.; McFall-Ngai, Margaret J.","McFall-Ngai, Margaret J.","Peyer, Suzanne M. (University of Wisconsin–Madison); Pankey, M. Sabrina (University of California, Santa Barbara); Oakley, Todd H. (University of California, Santa Barbara); McFall-Ngai, Margaret J. (University of Wisconsin–Madison)",13,2,0.75,1.69,https://doi.org/10.1016/j.mod.2013.09.004,https://app.dimensions.ai/details/publication/pub.1008212761,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
46,400,pub.1023488774,10.1093/jhered/est084,24336862,PMC4072906,The Global Invertebrate Genomics Alliance (GIGA): Developing Community Resources to Study Diverse Invertebrate Genomes,Journal of Heredity,,Animals; Biological Evolution; Genome; Genomics; Invertebrates; Organizations; Phylogeny,2014-01-01,2014,105,1,1-18,All OA; Gold,Article,"Bracken-Grissom, Heather; Collins, Allen G; Collins, Timothy; Crandall, Keith; Distel, Daniel; Dunn, Casey; Giribet, Gonzalo; Haddock, Steven; Knowlton, Nancy; Martindale, Mark; Medina, Mónica; Messing, Charles; O'Brien, Stephen J; Paulay, Gustav; Putnam, Nicolas; Ravasi, Timothy; Rouse, Greg W; Ryan, Joseph F; Schulze, Anja; Wörheide, Gert; Adamska, Maja; Bailly, Xavier; Breinholt, Jesse; Browne, William E; Diaz, M Christina; Evans, Nathaniel; Flot, Jean-François; Fogarty, Nicole; Johnston, Matthew; Kamel, Bishoy; Kawahara, Akito Y; Laberge, Tammy; Lavrov, Dennis; Michonneau, François; Moroz, Leonid L; Oakley, Todd; Osborne, Karen; Pomponi, Shirley A; Rhodes, Adelaide; Santos, Scott R; Satoh, Nori; Thacker, Robert W; Van de Peer, Yves; Voolstra, Christian R; Welch, David Mark; Winston, Judith; Zhou, Xin",,"Bracken-Grissom, Heather (); Collins, Allen G (); Collins, Timothy (); Crandall, Keith (); Distel, Daniel (); Dunn, Casey (); Giribet, Gonzalo (); Haddock, Steven (); Knowlton, Nancy (); Martindale, Mark (); Medina, Mónica (); Messing, Charles (); O'Brien, Stephen J (); Paulay, Gustav (); Putnam, Nicolas (); Ravasi, Timothy (); Rouse, Greg W (); Ryan, Joseph F (); Schulze, Anja (); Wörheide, Gert (); Adamska, Maja (); Bailly, Xavier (); Breinholt, Jesse (); Browne, William E (); Diaz, M Christina (); Evans, Nathaniel (); Flot, Jean-François (); Fogarty, Nicole (); Johnston, Matthew (); Kamel, Bishoy (); Kawahara, Akito Y (); Laberge, Tammy (); Lavrov, Dennis (); Michonneau, François (); Moroz, Leonid L (); Oakley, Todd (); Osborne, Karen (); Pomponi, Shirley A (); Rhodes, Adelaide (); Santos, Scott R (); Satoh, Nori (); Thacker, Robert W (); Van de Peer, Yves (); Voolstra, Christian R (); Welch, David Mark (); Winston, Judith (); Zhou, Xin ()",51,13,2.02,9.45,https://academic.oup.com/jhered/article-pdf/105/1/1/17744282/est084.pdf,https://app.dimensions.ai/details/publication/pub.1023488774,0604 Genetics; 06 Biological Sciences; 0608 Zoology,0604 Genetics,06 Biological Sciences,0608 Zoology,,
47,400,pub.1040600023,10.1016/j.ympev.2013.07.026,23933489,,Genome duplication and multiple evolutionary origins of complex migratory behavior in Salmonidae,Molecular Phylogenetics and Evolution,,"Animal Migration; Animals; Bayes Theorem; Biological Evolution; Gene Duplication; Genome; Likelihood Functions; Models, Genetic; Phylogeny; Salmonidae; Sequence Analysis, DNA",2013-12,2013,69,3,514-523,Closed,Article,"Alexandrou, Markos A.; Swartz, Brian A.; Matzke, Nicholas J.; Oakley, Todd H.","Oakley, Todd H.","Alexandrou, Markos A. (University of California, Santa Barbara); Swartz, Brian A. (University of California, Berkeley; Stanford University); Matzke, Nicholas J. (University of California, Berkeley); Oakley, Todd H. (University of California, Santa Barbara)",51,23,1.59,7.58,,https://app.dimensions.ai/details/publication/pub.1040600023,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
48,400,pub.1022156279,10.1111/ele.12182,24112458,,Experimental evidence that evolutionary relatedness does not affect the ecological mechanisms of coexistence in freshwater green algae,Ecology Letters,,Biological Evolution; Chlorophyta; Ecosystem; Lakes; Species Specificity,2013-11,2013,16,11,1373-1381,"All OA; Green, Published",Article,"Narwani, Anita; Alexandrou, Markos A.; Oakley, Todd H.; Carroll, Ian T.; Cardinale, Bradley J.",,"Narwani, Anita (University of Michigan); Alexandrou, Markos A. (); Oakley, Todd H. (); Carroll, Ian T. (Woods Hole Oceanographic Institution); Cardinale, Bradley J. (University of Michigan)",89,29,2.95,13.06,https://deepblue.lib.umich.edu/bitstream/2027.42/100307/1/ele12182.pdf,https://app.dimensions.ai/details/publication/pub.1022156279,0604 Genetics; 0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,
49,400,pub.1025859565,10.1098/rspb.2013.1548,23945692,PMC3757983,Shared ancestry influences community stability by altering competitive interactions: evidence from a laboratory microcosm experiment using freshwater green algae,Proceedings of The Royal Society B Biological Sciences,,Biodiversity; Chlorophyta; Ecosystem; Fresh Water; Phylogeny; Population Dynamics; Species Specificity,2013-10-07,2013,280,1768,20131548,"All OA; Green, Published",Article,"Venail, Patrick A.; Alexandrou, Markos A.; Oakley, Todd H.; Cardinale, Bradley J.",,"Venail, Patrick A. (University of Michigan); Alexandrou, Markos A. (University of California System); Oakley, Todd H. (University of California System); Cardinale, Bradley J. (University of Michigan)",11,1,0.31,1.58,http://europepmc.org/articles/pmc3757983?pdf=render,https://app.dimensions.ai/details/publication/pub.1025859565,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
50,400,pub.1034890329,10.1093/icb/ict025,23652199,,Evasion of Predators Contributes to the Maintenance of Male Eyes in Sexually Dimorphic Euphilomedes Ostracods (Crustacea),Integrative and Comparative Biology,,"Animals; Base Sequence; Biological Evolution; Crustacea; Escape Reaction; Eye; Female; Food Chain; Gene Regulatory Networks; Male; Molecular Sequence Data; Selection, Genetic; Sequence Analysis, DNA; Sex Characteristics; Transcriptome",2013-07,2013,53,1,78-88,All OA; Gold,Article,"Speiser, Daniel I.; Lampe, Rebecca I.; Lovdahl, Valerie R.; Carrillo-Zazueta, Brenna; Rivera, Ajna S.; Oakley, Todd H.",,"Speiser, Daniel I. (); Lampe, Rebecca I. (); Lovdahl, Valerie R. (); Carrillo-Zazueta, Brenna (); Rivera, Ajna S. (); Oakley, Todd H. ()",15,7,0.51,1.69,https://academic.oup.com/icb/article-pdf/53/1/78/17176803/ict025.pdf,https://app.dimensions.ai/details/publication/pub.1034890329,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
51,400,pub.1028740280,10.1093/icb/ict060,23727979,,The Evolution of Complexity in the Visual Systems of Stomatopods: Insights from Transcriptomics,Integrative and Comparative Biology,,"Amino Acid Sequence; Animals; Arrestins; Base Sequence; Biological Evolution; Contig Mapping; Crustacea; DNA Primers; DNA, Complementary; Gene Expression Profiling; Genetic Variation; Light Signal Transduction; Likelihood Functions; Models, Genetic; Molecular Sequence Annotation; Molecular Sequence Data; Photoreceptor Cells, Invertebrate; Receptors, G-Protein-Coupled; Sequence Alignment; Sequence Analysis, DNA; Species Specificity; Vision, Ocular",2013-07,2013,53,1,39-49,All OA; Gold,Article,"Porter, Megan L.; Speiser, Daniel I.; Zaharoff, Alexander K.; Caldwell, Roy L.; Cronin, Thomas W.; Oakley, Todd H.",,"Porter, Megan L. (); Speiser, Daniel I. (); Zaharoff, Alexander K. (); Caldwell, Roy L. (); Cronin, Thomas W. (); Oakley, Todd H. ()",26,8,1.36,2.94,https://academic.oup.com/icb/article-pdf/53/1/39/17176960/ict060.pdf,https://app.dimensions.ai/details/publication/pub.1028740280,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
52,400,pub.1033918022,10.1093/molbev/mss216,22977117,,"Phylotranscriptomics to Bring the Understudied into the Fold: Monophyletic Ostracoda, Fossil Placement, and Pancrustacean Phylogeny",Molecular Biology and Evolution,,"Animals; Cell Nucleus; Crustacea; DNA, Ribosomal; Databases, Genetic; Evolution, Molecular; Expressed Sequence Tags; Fossils; Genome, Mitochondrial; Insecta; Phylogeny; Sequence Alignment; Sequence Analysis, DNA; Transcriptome",2013-01,2013,30,1,215-233,All OA; Gold,Article,"Oakley, Todd H.; Wolfe, Joanna M.; Lindgren, Annie R.; Zaharoff, Alexander K.",,"Oakley, Todd H. (University of California, Santa Barbara); Wolfe, Joanna M. (Yale University); Lindgren, Annie R. (University of California, Santa Barbara; Portland State University); Zaharoff, Alexander K. (University of California, Santa Barbara)",139,43,4.43,15.69,https://academic.oup.com/mbe/article-pdf/30/1/215/13177215/mss216.pdf,https://app.dimensions.ai/details/publication/pub.1033918022,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
53,400,pub.1037752879,10.1186/1741-7007-10-17,22390726,PMC3329406,Cnidocyte discharge is regulated by light and opsin-mediated phototransduction,BMC Biology,,Animals; Calcium Channel Blockers; Diltiazem; Gene Expression Profiling; Hydra; Light; Light Signal Transduction; Neurons; Opsins,2012-12,2012,10,1,17,All OA; Gold,Article,"Plachetzki, David C; Fong, Caitlin R; Oakley, Todd H","Plachetzki, David C","Plachetzki, David C (University of California, Davis); Fong, Caitlin R (University of California, Santa Barbara); Oakley, Todd H (University of California, Santa Barbara)",38,8,1.38,3.83,https://bmcbiol.biomedcentral.com/track/pdf/10.1186/1741-7007-10-17,https://app.dimensions.ai/details/publication/pub.1037752879,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
54,400,pub.1020968026,10.1186/1471-2148-12-129,22839506,PMC3733422,A multi-gene phylogeny of Cephalopoda supports convergent morphological evolution in association with multiple habitat shifts in the marine environment,BMC Evolutionary Biology,,Animals; Biological Evolution; Cephalopoda; Ecosystem; Phylogeny,2012-12,2012,12,1,129,All OA; Gold,Article,"Lindgren, Annie R; Pankey, Molly S; Hochberg, Frederick G; Oakley, Todd H","Lindgren, Annie R","Lindgren, Annie R (University of California, Santa Barbara; Portland State University); Pankey, Molly S (University of California, Santa Barbara); Hochberg, Frederick G (Santa Barbara Museum of Natural History); Oakley, Todd H (University of California, Santa Barbara)",44,14,0.79,5.47,https://bmcevolbiol.biomedcentral.com/track/pdf/10.1186/1471-2148-12-129,https://app.dimensions.ai/details/publication/pub.1020968026,0604 Genetics; 0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,
55,100,pub.1019722561,10.1146/annurev-ecolsys-110512-135907,,,How Complexity Originates: The Evolution of Animal Eyes,Annual Review of Ecology Evolution and Systematics,,,2012-11,2012,46,1,1-24,Closed,Article,"Oakley, Todd H.; Speiser, Daniel I.",,"Oakley, Todd H. (); Speiser, Daniel I. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1019722561,0604 Genetics; 06 Biological Sciences; 0603 Evolutionary Biology,0604 Genetics,06 Biological Sciences,0603 Evolutionary Biology,,
56,400,pub.1019213973,10.1242/jeb.067140,22442365,PMC3309880,Blue-light-receptive cryptochrome is expressed in a sponge eye lacking neurons and opsin,Journal of Experimental Biology,,"Animals; Cryptochromes; DNA Repair; Eye; Gene Expression Regulation, Developmental; Light; Neurons; Opsins; Phylogeny; Porifera; Proteolysis; Spectrum Analysis",2012-04-15,2012,215,8,1278-1286,All OA; Gold,Article,"Rivera, Ajna S.; Ozturk, Nuri; Fahey, Bryony; Plachetzki, David C.; Degnan, Bernard M.; Sancar, Aziz; Oakley, Todd H.",,"Rivera, Ajna S. (University of the Pacific); Ozturk, Nuri (University of North Carolina at Chapel Hill); Fahey, Bryony (University of Queensland); Plachetzki, David C. (University of California, Davis); Degnan, Bernard M. (University of Queensland); Sancar, Aziz (University of North Carolina at Chapel Hill); Oakley, Todd H. (University of California, Santa Barbara)",54,9,1.5,8.15,http://jeb.biologists.org/content/215/8/1278.full.pdf,https://app.dimensions.ai/details/publication/pub.1019213973,11 Medical and Health Sciences; 1109 Neurosciences; 0604 Genetics; 06 Biological Sciences; 0608 Zoology,11 Medical and Health Sciences,1109 Neurosciences,0604 Genetics,06 Biological Sciences,0608 Zoology
