,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Daniel C Reed. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
30,100,pub.1014245895,10.1890/13-0561r.1,,,"A multi‐decade time series of kelp forest community structure at San Nicolas Island, California (USA)",Ecology,,,2013-11,2013,94,11,2654-2654,All OA; Gold,Article,"Kenner, Michael C.; Estes, James A.; Tinker, M. Tim; Bodkin, James L.; Cowen, Robert K.; Harrold, Christopher; Hatfield, Brian B.; Novak, Mark; Rassweiler, Andrew; Reed, Daniel C.",,"Kenner, Michael C. (University of California, Santa Cruz); Estes, James A. (University of California, Santa Cruz); Tinker, M. Tim (); Bodkin, James L. (United States Geological Survey); Cowen, Robert K. (Oregon State University); Harrold, Christopher (); Hatfield, Brian B. (); Novak, Mark (Oregon State University); Rassweiler, Andrew (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara)",12,7,,1.72,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/13-0561R.1,https://app.dimensions.ai/details/publication/pub.1014245895,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
31,400,pub.1014514608,10.1111/mec.12444,23962179,,Looking into the black box: simulating the role of self‐fertilization and mortality in the genetic structure of Macrocystis pyrifera,Molecular Ecology,,"California; Computer Simulation; Gene Flow; Genetics, Population; Inbreeding; Logistic Models; Macrocystis; Microsatellite Repeats; Models, Genetic; Self-Fertilization; Sequence Analysis, DNA",2013-10,2013,22,19,4842-4854,Closed,Article,"Johansson, Mattias L.; Raimondi, Peter T.; Reed, Daniel C.; Coelho, Nelson C.; Serrão, Ester A.; Alberto, Filipe A.",,"Johansson, Mattias L. (University of Wisconsin–Milwaukee); Raimondi, Peter T. (University of California, Santa Cruz); Reed, Daniel C. (University of California, Santa Barbara); Coelho, Nelson C. (University of Algarve); Serrão, Ester A. (University of Algarve); Alberto, Filipe A. (University of Wisconsin–Milwaukee)",8,3,0.35,0.9,,https://app.dimensions.ai/details/publication/pub.1014514608,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
32,200,pub.1073068225,10.5670/oceanog.2013.53,,,Multiple Sources and Forms of Nitrogen Sustain Year-Round Kelp Growth on the Inner Continental Shelf of the Santa Barbara Channel,Oceanography,,,2013-09-01,2013,26,3,114-123,All OA; Gold,Article,"Brzezinksi, Mark; Reed, Daniel; Harrer, Shannon; Rassweiler, Andrew; Melack, John; Goodridge, Blair; Dugan, Jenifer",,"Brzezinksi, Mark (); Reed, Daniel (); Harrer, Shannon (); Rassweiler, Andrew (); Melack, John (); Goodridge, Blair (); Dugan, Jenifer ()",19,6,,2.31,https://tos.org/oceanography/assets/docs/26-3_brzezinski.pdf,https://app.dimensions.ai/details/publication/pub.1073068225,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
33,400,pub.1020236215,10.1890/12-1340.1,24015528,,The importance of progressive senescence in the biomass dynamics of giant kelp (Macrocystis pyrifera),Ecology,,"Animals; Biomass; Ecosystem; Macrocystis; Models, Biological; Population Dynamics; Time Factors",2013-08,2013,94,8,1848-1858,Closed,Article,"Rodriguez, Gabriel E.; Rassweiler, Andrew; Reed, Daniel C.; Holbrook, Sally J.",,"Rodriguez, Gabriel E. (University of California, Santa Barbara); Rassweiler, Andrew (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara)",18,8,0.17,2.58,,https://app.dimensions.ai/details/publication/pub.1020236215,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
34,400,pub.1001520571,10.1890/11-2310.1,23951723,,Interactions between sea urchin grazing and prey diversity on temperate rocky reef communities,Ecology,,"Animals; Biodiversity; Feeding Behavior; Kelp; Models, Biological; Pacific Ocean; Population Density; Sea Urchins",2013-07,2013,94,7,1636-1646,"All OA; Green, Accepted & Submitted",Article,"Byrnes, Jarrett E. K.; Cardinale, Bradley J.; Reed, Daniel C.",,"Byrnes, Jarrett E. K. (University of California, Santa Barbara); Cardinale, Bradley J. (University of California, Santa Barbara; University of Michigan); Reed, Daniel C. (University of California, Santa Barbara)",8,3,0.25,1.31,https://deepblue.lib.umich.edu/bitstream/2027.42/116948/1/ecy20139471636.pdf,https://app.dimensions.ai/details/publication/pub.1001520571,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
35,400,pub.1053629131,10.1111/jpy.12023,27008514,,Patterns and controls of the dynamics of net primary production by understory macroalgal assemblages in giant kelp forests,Journal of Phycology,,,2013-04,2013,49,2,248-257,Closed,Article,"Harrer, Shannon L.; Reed, Daniel C.; Holbrook, Sally J.; Miller, Robert J.",,"Harrer, Shannon L. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara); Miller, Robert J. (University of California, Santa Barbara)",13,4,0.39,1.86,,https://app.dimensions.ai/details/publication/pub.1053629131,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
36,400,pub.1017563269,10.1890/12-0268.1,23691668,,Synchrony in dynamics of giant kelp forests is driven by both local recruitment and regional environmental controls,Ecology,,Animals; Biomass; California; Demography; Ecosystem; Macrocystis; Pacific Ocean; Sea Urchins; Time Factors,2013-02,2013,94,2,499-509,"All OA; Green, Accepted & Submitted",Article,"Cavanaugh, Kyle C.; Kendall, Bruce E.; Siegel, David A.; Reed, Daniel C.; Alberto, Filipe; Assis, Jorge",,"Cavanaugh, Kyle C. (University of California, Santa Barbara); Kendall, Bruce E. (University of California, Santa Barbara); Siegel, David A. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Alberto, Filipe (University of Wisconsin–Milwaukee); Assis, Jorge (University of Algarve)",22,9,0.51,3.15,https://cloudfront.escholarship.org/dist/prd/content/qt7vw6c5gg/qt7vw6c5gg.pdf?t=mltxbc,https://app.dimensions.ai/details/publication/pub.1017563269,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
37,400,pub.1018966512,10.1371/journal.pone.0049396,23209573,PMC3510206,Trophic Cascades Induced by Lobster Fishing Are Not Ubiquitous in Southern California Kelp Forests,PLoS ONE,,Animals; California; Conservation of Natural Resources; Ecosystem; Fisheries; Food Chain; Kelp; Palinuridae; Population Density,2012-11-29,2012,7,11,e49396,All OA; Gold,Article,"Guenther, Carla M.; Lenihan, Hunter S.; Grant, Laura E.; Lopez-Carr, David; Reed, Daniel C.",,"Guenther, Carla M. (University of California, Santa Barbara); Lenihan, Hunter S. (University of California, Santa Barbara); Grant, Laura E. (University of California, Santa Barbara); Lopez-Carr, David (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara)",6,2,0.13,0.72,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0049396&type=printable,https://app.dimensions.ai/details/publication/pub.1018966512,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
38,400,pub.1012114928,10.1098/rspb.2012.1862,23015631,PMC3479736,Fluctuations in food supply drive recruitment variation in a marine fish,Proceedings of The Royal Society B Biological Sciences,,"Animals; Food Chain; Models, Theoretical; Perciformes; Population Density; Population Dynamics; Reproduction; Time Factors",2012-11-22,2012,279,1747,4542-4550,All OA; Gold,Article,"Okamoto, Daniel K.; Schmitt, Russell J.; Holbrook, Sally J.; Reed, Daniel C.",,"Okamoto, Daniel K. (University of California System); Schmitt, Russell J. (University of California System); Holbrook, Sally J. (University of California System); Reed, Daniel C. (University of California System)",14,7,0.2,1.68,http://rspb.royalsocietypublishing.org/content/279/1747/4542.full.pdf,https://app.dimensions.ai/details/publication/pub.1012114928,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
39,200,pub.1071157137,10.3354/ame01586,,,Annual cycle of organic matter partitioning and its availability to bacteria across the Santa Barbara Channel continental shelf,Aquatic Microbial Ecology,,,2012-11-02,2012,67,3,189-209,All OA; Gold,Article,"Halewood, ER; Carlson, CA; Brzezinski, MA; Reed, DC; Goodman, J",,"Halewood, ER (); Carlson, CA (); Brzezinski, MA (); Reed, DC (); Goodman, J ()",15,2,,1.78,https://www.int-res.com/articles/ame_oa/a067p189.pdf,https://app.dimensions.ai/details/publication/pub.1071157137,0605 Microbiology; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0602 Ecology,06 Biological Sciences,,
40,400,pub.1024815223,10.1007/s00442-011-2143-5,21987267,,Addition of species abundance and performance predicts community primary production of macroalgae,Oecologia,,"Biodiversity; Biomass; Ecosystem; Light; Macrocystis; Models, Biological; Photosynthesis; Population Density; Species Specificity",2012-03,2012,168,3,797-806,Closed,Article,"Miller, Robert J.; Harrer, Shannon; Reed, Daniel C.","Miller, Robert J.","Miller, Robert J. (University of California, Santa Barbara); Harrer, Shannon (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara)",12,3,0.52,1.79,,https://app.dimensions.ai/details/publication/pub.1024815223,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
41,400,pub.1029430663,10.1890/11-0377.1,22164835,,Wave disturbance overwhelms top‐down and bottom‐up control of primary production in California kelp forests,Ecology,,Animals; California; Ecosystem; Kelp; Otters; Sea Urchins; Seasons; Succinimides; Time Factors; Water Movements,2011-11,2011,92,11,2108-2116,Closed,Article,"Reed, Daniel C.; Rassweiler, Andrew; Carr, Mark H.; Cavanaugh, Kyle C.; Malone, Daniel P.; Siegel, David A.",,"Reed, Daniel C. (University of California, Santa Barbara); Rassweiler, Andrew (University of California, Santa Barbara); Carr, Mark H. (University of California, Santa Cruz); Cavanaugh, Kyle C. (University of California, Santa Barbara); Malone, Daniel P. (University of California, Santa Cruz); Siegel, David A. (University of California, Santa Barbara)",83,28,1.34,8.73,,https://app.dimensions.ai/details/publication/pub.1029430663,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
42,100,pub.1013042577,10.1111/j.1365-2486.2011.02409.x,,,Climate‐driven increases in storm frequency simplify kelp forest food webs,Global Change Biology,,,2011-08,2011,17,8,2513-2524,"All OA; Green, Accepted & Submitted",Article,"BYRNES, JARRETT E.; REED, DANIEL C.; CARDINALE, BRADLEY J.; CAVANAUGH, KYLE C.; HOLBROOK, SALLY J.; SCHMITT, RUSSELL J.",,"BYRNES, JARRETT E. (University of California, Santa Barbara); REED, DANIEL C. (University of California, Santa Barbara); CARDINALE, BRADLEY J. (University of Michigan); CAVANAUGH, KYLE C. (University of California, Santa Barbara); HOLBROOK, SALLY J. (University of California, Santa Barbara); SCHMITT, RUSSELL J. (University of California, Santa Barbara)",90,29,,9.85,https://deepblue.lib.umich.edu/bitstream/2027.42/86837/1/j.1365-2486.2011.02409.x.pdf,https://app.dimensions.ai/details/publication/pub.1013042577,0501 Ecological Applications; 05 Environmental Sciences; 0602 Ecology; 06 Biological Sciences,0501 Ecological Applications,05 Environmental Sciences,0602 Ecology,06 Biological Sciences,
43,400,pub.1032720395,10.1111/j.1365-294x.2011.05117.x,21535280,,Isolation by oceanographic distance explains genetic structure for Macrocystis pyrifera in the Santa Barbara Channel,Molecular Ecology,,"California; Gene Flow; Genetic Variation; Genetics, Population; Macrocystis; Models, Genetic; Oceanography; Regression Analysis; Seasons; Seawater; Spores; Time Factors; Water Movements",2011-06,2011,20,12,2543-2554,Closed,Article,"ALBERTO, FILIPE; RAIMONDI, PETER T.; REED, DANIEL C.; WATSON, JAMES R.; SIEGEL, DAVID A.; MITARAI, SATOSHI; COELHO, NELSON; SERRÃO, ESTER A.",,"ALBERTO, FILIPE (University of Algarve; University of Wisconsin–Milwaukee); RAIMONDI, PETER T. (University of California, Santa Cruz); REED, DANIEL C. (University of California, Santa Barbara); WATSON, JAMES R. (University of California, Santa Barbara); SIEGEL, DAVID A. (University of California, Santa Barbara); MITARAI, SATOSHI (University of California, Santa Barbara; Okinawa Institute of Science and Technology); COELHO, NELSON (University of Algarve); SERRÃO, ESTER A. (University of Algarve)",66,18,1.7,5.73,,https://app.dimensions.ai/details/publication/pub.1032720395,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
44,100,pub.1044037229,10.4319/lo.2011.56.1.0119,,,"Partitioning of primary production among giant kelp (Macrocystis pyrifera), understory macroalgae, and phytoplankton on a temperate reef",Limnology and Oceanography,,,2011-01,2011,56,1,119-132,All OA; Gold,Article,"Miller, Robert J.; Reed, Daniel C.; Brzezinski, Mark A.",,"Miller, Robert J. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara)",50,20,,6.58,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2011.56.1.0119,https://app.dimensions.ai/details/publication/pub.1044037229,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
45,200,pub.1071168563,10.3354/meps08467,,,Scaling giant kelp field measurements to regional scales using satellite observations,Marine Ecology Progress Series,,,2010-03-22,2010,403,,13-27,All OA; Gold,Article,"Cavanaugh, KC; Siegel, DA; Kinlan, BP; Reed, DC",,"Cavanaugh, KC (); Siegel, DA (); Kinlan, BP (); Reed, DC ()",35,8,,4.07,https://www.int-res.com/articles/meps_oa/m403p013.pdf,https://app.dimensions.ai/details/publication/pub.1071168563,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
46,400,pub.1041817599,10.1890/09-0050.1,20380195,,Habitat continuity and geographic distance predict population genetic differentiation in giant kelp,Ecology,,"Demography; Ecosystem; Genetic Variation; Macrocystis; Microsatellite Repeats; Models, Genetic; Oceans and Seas",2010-01,2010,91,1,49-56,All OA; Gold,Article,"Alberto, Filipe; Raimondi, Peter T.; Reed, Daniel C.; Coelho, Nelson C.; Leblois, Raphael; Whitmer, Allison; Serrão, Ester A.",,"Alberto, Filipe (University of Algarve); Raimondi, Peter T. (University of California, Santa Cruz); Reed, Daniel C. (University of California, Santa Barbara); Coelho, Nelson C. (University of Algarve); Leblois, Raphael (National Museum of Natural History); Whitmer, Allison (University of California, Santa Barbara); Serrão, Ester A. (University of Algarve)",61,13,1.63,6.61,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/09-0050.1,https://app.dimensions.ai/details/publication/pub.1041817599,06 Biological Sciences; 0604 Genetics; 05 Environmental Sciences; 0502 Environmental Science and Management,06 Biological Sciences,0604 Genetics,05 Environmental Sciences,0502 Environmental Science and Management,
47,100,pub.1020410623,10.1007/s10592-009-9853-9,,,Microsatellite markers for the giant kelp Macrocystis pyrifera,Conservation Genetics,,,2009-12,2009,10,6,1915,Closed,Article,"Alberto, Filipe; Whitmer, Allison; Coelho, Nélson C.; Zippay, Mackenzie; Varela-Alvarez, Elena; Raimondi, Peter T.; Reed, Daniel C.; Serrão, Ester A.","Alberto, Filipe","Alberto, Filipe (University of Algarve); Whitmer, Allison (University of California, Santa Barbara); Coelho, Nélson C. (University of Algarve); Zippay, Mackenzie (University of California, Santa Barbara); Varela-Alvarez, Elena (University of Algarve); Raimondi, Peter T. (University of California, Santa Cruz); Reed, Daniel C. (University of California, Santa Barbara); Serrão, Ester A. (University of Algarve)",12,2,,0.92,,https://app.dimensions.ai/details/publication/pub.1020410623,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
48,400,pub.1021501902,10.1890/08-1213.1,19967868,,Direct and indirect effects of giant kelp determine benthic community structure and dynamics,Ecology,,Animals; Ecosystem; Invertebrates; Macrocystis; Oceans and Seas; Time Factors,2009-11,2009,90,11,3126-3137,Closed,Article,"Arkema, Katie K.; Reed, Daniel C.; Schroeter, Stephen C.",,"Arkema, Katie K. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Schroeter, Stephen C. (University of California, Santa Barbara)",65,18,0.83,5.75,,https://app.dimensions.ai/details/publication/pub.1021501902,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
49,400,pub.1030525857,10.1007/s00227-009-1238-6,24391235,PMC3873067,Density derived estimates of standing crop and net primary production in the giant kelp Macrocystis pyrifera,Marine Biology,,,2009-09,2009,156,10,2077-2083,All OA; Gold,Article,"Reed, Daniel; Rassweiler, Andrew; Arkema, Katie","Reed, Daniel","Reed, Daniel (University of California, Santa Barbara); Rassweiler, Andrew (University of California, Santa Barbara); Arkema, Katie (Stanford University)",23,5,0.46,3.41,https://link.springer.com/content/pdf/10.1007%2Fs00227-009-1238-6.pdf,https://app.dimensions.ai/details/publication/pub.1030525857,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
50,200,pub.1071167652,10.3354/meps07752,,,"Differences in growth, morphology and tissue carbon and nitrogen of Macrocystis pyrifera within and at the outer edge of a giant kelp forest in California, USA",Marine Ecology Progress Series,,,2009-01-26,2009,375,,101-112,All OA; Gold,Article,"Stewart, HL; Fram, JP; Reed, DC; Williams, SL; Brzezinski, MA; MacIntyre, S; Gaylord, B",,"Stewart, HL (); Fram, JP (); Reed, DC (); Williams, SL (); Brzezinski, MA (); MacIntyre, S (); Gaylord, B ()",29,9,,3.23,https://www.int-res.com/articles/meps2008/375/m375p101.pdf,https://app.dimensions.ai/details/publication/pub.1071167652,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
51,400,pub.1034072800,10.1890/07-1106.1,18831171,,BIOMASS RATHER THAN GROWTH RATE DETERMINES VARIATION IN NET PRIMARY PRODUCTION BY GIANT KELP,Ecology,,"Biomass; Kelp; Models, Biological; Nitrogen; Seasons; Seawater; Time Factors",2008-09,2008,89,9,2493-2505,Closed,Article,"Reed, Daniel C.; Rassweiler, Andrew; Arkema, Katie K.",,"Reed, Daniel C. (University of California, Santa Barbara); Rassweiler, Andrew (University of California, Santa Barbara); Arkema, Katie K. (University of California, Santa Barbara)",83,28,1.34,12.44,,https://app.dimensions.ai/details/publication/pub.1034072800,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
52,400,pub.1032350117,10.1890/07-1109.1,18705392,,"NET PRIMARY PRODUCTION, GROWTH, AND STANDING CROP OF MACROCYSTIS PYRIFERA IN SOUTHERN CALIFORNIA",Ecology,,Animals; California; Ecosystem; Macrocystis; Oceans and Seas; Population Density,2008-07,2008,89,7,2068-2068,All OA; Gold,Article,"Rassweiler, Andrew; Arkema, Katie K.; Reed, Daniel C.; Zimmerman, Richard C.; Brzezinski, Mark A.",,"Rassweiler, Andrew (University of California, Santa Barbara); Arkema, Katie K. (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Zimmerman, Richard C. (); Brzezinski, Mark A. (University of California, Santa Barbara)",15,3,0.18,2.25,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/07-1109.1,https://app.dimensions.ai/details/publication/pub.1032350117,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
53,100,pub.1033775370,10.4319/lo.2008.53.4.1589,,,"Physical pathways and utilization of nitrate supply to the giant kelp, Macrocystis pyrifera",Limnology and Oceanography,,,2008-07,2008,53,4,1589-1603,All OA; Gold,Article,"Fram, Jonathan P.; Stewart, Hannah L.; Brzezinski, Mark A.; Gaylord, Brian; Reed, Daniel C.; Williams, Susan L.; MacIntyre, Sally",,"Fram, Jonathan P. (University of California, Santa Barbara); Stewart, Hannah L. (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Gaylord, Brian (University of California, Davis); Reed, Daniel C. (University of California, Santa Barbara); Williams, Susan L. (University of California, Davis); MacIntyre, Sally (University of California, Santa Barbara)",46,10,,,http://onlinelibrary.wiley.com/doi/10.4319/lo.2008.53.4.1589/pdf,https://app.dimensions.ai/details/publication/pub.1033775370,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
54,100,pub.1016770163,10.4319/lo.2007.52.5.1838,,,Spatial patterns of flow and their modification within and around a giant kelp forest,Limnology and Oceanography,,,2007-09,2007,52,5,1838-1852,All OA; Gold,Article,"Gaylord, Brian; Rosman, Johanna H.; Reed, Daniel C.; Koseff, Jeffrey R.; Fram, Jonathan; MacIntyre, Sally; Arkema, Katie; McDonald, Cameron; Brzezinski, Mark A.; Largier, John L.; Monismith, Stephen G.; Raimondi, Peter T.; Mardian, Brent",,"Gaylord, Brian (University of California, Davis); Rosman, Johanna H. (Stanford University); Reed, Daniel C. (University of California, Santa Barbara); Koseff, Jeffrey R. (Stanford University); Fram, Jonathan (University of California, Santa Barbara); MacIntyre, Sally (University of California, Santa Barbara); Arkema, Katie (University of California, Santa Barbara); McDonald, Cameron (Stanford University); Brzezinski, Mark A. (University of California, Santa Barbara); Largier, John L. (University of California, Davis); Monismith, Stephen G. (Stanford University); Raimondi, Peter T. (University of California, Santa Cruz); Mardian, Brent (University of California, Santa Barbara)",83,21,,6.93,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2007.52.5.1838,https://app.dimensions.ai/details/publication/pub.1016770163,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
55,100,pub.1034020092,10.1890/0012-9615(2006)076[0481:msdice]2.0.co;2,,,MACROALGAL SPORE DISPERSAL IN COASTAL ENVIRONMENTS: MECHANISTIC INSIGHTS REVEALED BY THEORY AND EXPERIMENT,Ecological Monographs,,,2006-11,2006,76,4,481-502,Closed,Article,"Gaylord, Brian; Reed, Daniel C.; Raimondi, Peter T.; Washburn, Libe",,"Gaylord, Brian (University of California, Davis); Reed, Daniel C. (University of California, Santa Barbara); Raimondi, Peter T. (University of California, Santa Cruz); Washburn, Libe (University of California, Santa Barbara)",61,12,,4.88,,https://app.dimensions.ai/details/publication/pub.1034020092,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
56,200,pub.1062593306,10.1126/science.313.5794.1737c,16990533,,Top-Down Vs. Bottom-Up Effects in Kelp Forests,Science,,Animals; California; Climate; Ecosystem; Eukaryota; Fishes; Food Chain; Invertebrates; Kelp; Seawater,2006-09-22,2006,313,5794,1737-1739,Closed,Article,"Foster, Michael S.; Edwards, Matthew S.; Reed, Daniel C.; Schiel, David R.; Zimmerman, Richard C.",,"Foster, Michael S. (California State University Los Angeles); Edwards, Matthew S. (San Diego State University); Reed, Daniel C. (University of California, Santa Barbara); Schiel, David R. (University of Canterbury); Zimmerman, Richard C. (Old Dominion University)",10,1,0.22,,,https://app.dimensions.ai/details/publication/pub.1062593306,,,,,,
57,100,pub.1051938613,10.1016/b978-012088781-1/50013-3,,,CHAPTER 10 A Metapopulation Perspective on the Patch Dynamics of Giant Kelp in Southern California,,Marine Metapopulations,,2006,2006,,Mar. Bid.1021989,353-386,Closed,Chapter,"REED, DANIEL C.; KINLAN, BRIAN P.; RAIMONDI, PETER T.; WASHBURN, LIBE; GAYLORD, BRIAN; DRAKE, PATRICK T.",,"REED, DANIEL C. (University of Windsor); KINLAN, BRIAN P. (University of Windsor); RAIMONDI, PETER T. (University of Windsor); WASHBURN, LIBE (University of Windsor); GAYLORD, BRIAN (University of Windsor); DRAKE, PATRICK T. (University of Windsor)",17,1,,1.85,,https://app.dimensions.ai/details/publication/pub.1051938613,0501 Ecological Applications; 05 Environmental Sciences,0501 Ecological Applications,05 Environmental Sciences,,,
58,100,pub.1031879619,10.1890/03-0559,,,"EFFECTS OF SELF‐FERTILIZATION IN THE GIANT KELP, MACROCYSTIS PYRIFERA",Ecology,,,2004-12,2004,85,12,3267-3276,Closed,Article,"Raimondi, P. T.; Reed, D. C.; Gaylord, B.; Washburn, L.",,"Raimondi, P. T. (University of California, Santa Cruz); Reed, D. C. (University of California, Santa Barbara); Gaylord, B. (University of California, Santa Barbara); Washburn, L. (University of California, Santa Barbara)",32,7,,2.29,,https://app.dimensions.ai/details/publication/pub.1031879619,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
59,100,pub.1050351761,10.1016/j.jmarsys.2003.05.003,,,Physical–biological coupling in spore dispersal of kelp forest macroalgae,Journal of Marine Systems,,,2004-08,2004,49,1-4,19-39,Closed,Article,"Gaylord, Brian; Reed, Daniel C.; Washburn, Libe; Raimondi, Peter T.","Gaylord, Brian","Gaylord, Brian (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Raimondi, Peter T. (University of California, Santa Cruz)",39,4,,2.5,,https://app.dimensions.ai/details/publication/pub.1050351761,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
60,100,pub.1046741542,10.1046/j.1529-8817.2004.03119.x,,,SPORE SUPPLY AND HABITAT AVAILABILITY AS SOURCES OF RECRUITMENT LIMITATION IN THE GIANT KELP MACROCYSTIS PYRIFERA (PHAEOPHYCEAE)1,Journal of Phycology,,,2004-04,2004,40,2,275-284,Closed,Article,"Reed, Daniel C.; Schroeter, Stephen C.; Raimondi, Peter T.",,"Reed, Daniel C. (University of California, Santa Barbara); Schroeter, Stephen C. (University of California, Santa Barbara); Raimondi, Peter T. (University of California, Santa Cruz)",57,5,,4.08,,https://app.dimensions.ai/details/publication/pub.1046741542,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
61,100,pub.1032045212,10.1111/j.1061-2971.2004.00258.x,,,An Experimental Evaluation of Different Methods of Restoring Phyllospadix torreyi (Surfgrass),Restoration Ecology,,,2004-03,2004,12,1,70-79,Closed,Article,"Bull, J. Scott; Reed, Daniel C.; Holbrook, Sally J.",,"Bull, J. Scott (University of California, Santa Barbara); Reed, Daniel C. (University of California, Santa Barbara); Holbrook, Sally J. (University of California, Santa Barbara)",22,3,,1.57,,https://app.dimensions.ai/details/publication/pub.1032045212,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
62,100,pub.1054491194,10.1006/jmsc.2002.1224,,,Survival experiments with outplanted seedlings of surfgrass ( Phyllospadix torreyi ) to enhance establishment on artificial structures,ICES Journal of Marine Science,,,2002-10,2002,59,suppl,s350-s355,All OA; Gold,Article,"Holbrook, Sally J.; Reed, Daniel C.; Bull, J. Scott",,"Holbrook, Sally J. (); Reed, Daniel C. (); Bull, J. Scott ()",11,1,,0.8,https://academic.oup.com/icesjms/article-pdf/59/suppl/S350/6756717/59-suppl-S350.pdf,https://app.dimensions.ai/details/publication/pub.1054491194,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
