,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Dar A Roberts. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
55,100,pub.1030522890,10.1016/j.worlddev.2015.10.040,,,Busting the Boom–Bust Pattern of Development in the Brazilian Amazon,World Development,,,2016-03,2016,79,,82-96,All OA; Gold,Article,"Caviglia-Harris, Jill; Sills, Erin; Bell, Andrew; Harris, Daniel; Mullan, Katrina; Roberts, Dar",,"Caviglia-Harris, Jill (Salisbury University); Sills, Erin (North Carolina State University); Bell, Andrew (New York University); Harris, Daniel (Salisbury University); Mullan, Katrina (University of Montana); Roberts, Dar (University of California, Santa Barbara)",14,7,,11.45,https://manuscript.elsevier.com/S0305750X15002697/pdf/S0305750X15002697.pdf,https://app.dimensions.ai/details/publication/pub.1030522890,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
56,400,pub.1014691508,10.1364/oe.24.002134,26906789,,Atmospheric correction with the Bayesian empirical line,Optics Express,,,2016-02-08,2016,24,3,2134-2144,Closed,Article,"Thompson, David R.; Roberts, Dar A.; Gao, Bo Cai; Green, Robert O.; Guild, Liane; Hayashi, Kendra; Kudela, Raphael; Palacios, Sherry",,"Thompson, David R. (Jet Propulsion Lab); Roberts, Dar A. (University of California, Santa Barbara); Gao, Bo Cai (United States Naval Research Laboratory); Green, Robert O. (Jet Propulsion Lab); Guild, Liane (Ames Research Center); Hayashi, Kendra (University of California, Santa Cruz); Kudela, Raphael (University of California, Santa Cruz); Palacios, Sherry ()",6,2,0.3,2.56,,https://app.dimensions.ai/details/publication/pub.1014691508,09 Engineering; 10 Technology; 0205 Optical Physics; 0906 Electrical and Electronic Engineering; 1005 Communications Technologies; 02 Physical Sciences,09 Engineering,10 Technology,0205 Optical Physics,0906 Electrical and Electronic Engineering,1005 Communications Technologies
57,200,pub.1005123100,10.1007/s11269-015-1157-x,,,"Erratum to: Measuring Spatio-temporal Trends in Residential Landscape Irrigation Extent and Rate in Los Angeles, California Using SPOT-5 Satellite Imagery",Water Resources Management,,,2016-01,2016,30,2,897-898,All OA; Gold,Article,"Chen, Ying-Jung; McFadden, Joseph P.; Clarke, Keith C.; Roberts, Dar A.","Chen, Ying-Jung","Chen, Ying-Jung (University of California, Santa Barbara); McFadden, Joseph P. (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara)",0,0,,,https://link.springer.com/content/pdf/10.1007%2Fs11269-015-1157-x.pdf,https://app.dimensions.ai/details/publication/pub.1005123100,,,,,,
58,100,pub.1032195279,10.1016/b978-0-444-63638-6.00017-6,,,"Chapter 17 Endmember Library Approaches to Resolve Spectral Mixing Problems in Remotely Sensed Data Potential, Challenges, and Applications",Data Handling in Science and Technology,Resolving Spectral Mixtures - With Applications from Ultrafast Time-Resolved Spectroscopy to Super-Resolution Imaging,,2016,2016,30,,551-577,Closed,Chapter,"Somers, B.; Tits, L.; Roberts, D.; Wetherley, E.","Somers, B.","Somers, B. (); Tits, L. (Flemish Institute for Technological Research); Roberts, D. (University of California, Santa Barbara); Wetherley, E. (University of California, Santa Barbara)",6,4,,3.53,,https://app.dimensions.ai/details/publication/pub.1032195279,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
59,100,pub.1047134164,10.1016/j.rse.2015.10.004,,,The impact of spatial resolution on the classification of plant species and functional types within imaging spectrometer data,Remote Sensing of Environment,,,2015-12,2015,171,,45-57,Closed,Article,"Roth, Keely L.; Roberts, Dar A.; Dennison, Philip E.; Peterson, Seth H.; Alonzo, Michael","Roth, Keely L.","Roth, Keely L. (University of California, Davis); Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Peterson, Seth H. (University of California, Santa Barbara); Alonzo, Michael (University of California, Santa Barbara)",27,15,,6.11,,https://app.dimensions.ai/details/publication/pub.1047134164,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
60,100,pub.1038328532,10.1007/s11269-015-1144-2,,,"Measuring Spatio-temporal Trends in Residential Landscape Irrigation Extent and Rate in Los Angeles, California Using SPOT-5 Satellite Imagery",Water Resources Management,,,2015-12,2015,29,15,5749-5763,"All OA; Green, Accepted & Submitted",Article,"Chen, Ying-Jung; McFadden, Joseph P.; Clarke, Keith C.; Roberts, Dar A.","Chen, Ying-Jung","Chen, Ying-Jung (University of California, Santa Barbara); McFadden, Joseph P. (University of California, Santa Barbara); Clarke, Keith C. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara)",3,2,,0.68,https://escholarship.org/content/qt27s6q0df/qt27s6q0df.pdf?t=nxljmk,https://app.dimensions.ai/details/publication/pub.1038328532,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
61,100,pub.1050257664,10.3390/rs71114276,,,Monitoring the Impacts of Severe Drought on Southern California Chaparral Species using Hyperspectral and Thermal Infrared Imagery,Remote Sensing,,,2015-10-28,2015,7,11,14276-14291,All OA; Gold,Article,"Coates, Austin R.; Dennison, Philip E.; Roberts, Dar A.; Roth, Keely L.",,"Coates, Austin R. (); Dennison, Philip E. (); Roberts, Dar A. (); Roth, Keely L. ()",16,10,,3.89,https://www.mdpi.com/2072-4292/7/11/14276/pdf,https://app.dimensions.ai/details/publication/pub.1050257664,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 02 Physical Sciences; 0203 Classical Physics; 04 Earth Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,02 Physical Sciences,0203 Classical Physics
62,100,pub.1051107815,10.1080/1747423x.2014.940614,,,Detecting and interpreting secondary forest on an old Amazonian frontier,Journal of Land Use Science,,,2015-10-02,2015,10,4,442-465,Closed,Article,"Caviglia-Harris, Jill L.; Toomey, Michael; Harris, Daniel W.; Mullan, Katrina; Bell, Andrew Reid; Sills, Erin O.; Roberts, Dar A.",,"Caviglia-Harris, Jill L. (); Toomey, Michael (); Harris, Daniel W. (); Mullan, Katrina (); Bell, Andrew Reid (); Sills, Erin O. (); Roberts, Dar A. ()",7,3,,2.02,,https://app.dimensions.ai/details/publication/pub.1051107815,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
63,100,pub.1035562031,10.1016/j.isprsjprs.2015.06.009,,,Mapping invasive species and spectral mixture relationships with neotropical woody formations in southeastern Brazil,ISPRS Journal of Photogrammetry and Remote Sensing,,,2015-10,2015,108,,80-93,Closed,Article,"Amaral, Cibele H.; Roberts, Dar A.; Almeida, Teodoro I.R.; Filho, Carlos R. Souza","Amaral, Cibele H.","Amaral, Cibele H. (University of Sao Paulo); Roberts, Dar A. (University of California, Santa Barbara); Almeida, Teodoro I.R. (University of Sao Paulo); Filho, Carlos R. Souza (State University of Campinas)",12,8,,2.62,,https://app.dimensions.ai/details/publication/pub.1035562031,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,
64,100,pub.1044591127,10.1016/j.rse.2015.05.007,,,Differentiating plant species within and across diverse ecosystems with imaging spectroscopy,Remote Sensing of Environment,,,2015-09,2015,167,,135-151,Closed,Article,"Roth, Keely L.; Roberts, Dar A.; Dennison, Philip E.; Alonzo, Michael; Peterson, Seth H.; Beland, Michael","Roth, Keely L.","Roth, Keely L. (University of California, Davis); Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Alonzo, Michael (University of California, Santa Barbara); Peterson, Seth H. (University of California, Santa Barbara); Beland, Michael (University of California, Santa Barbara; San Diego State University)",30,18,,6.79,,https://app.dimensions.ai/details/publication/pub.1044591127,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
65,100,pub.1018746967,10.1016/j.rse.2015.06.011,,,"Special issue on the Hyperspectral Infrared Imager (HyspIRI): Emerging science in terrestrial and aquatic ecology, radiation balance and hazards",Remote Sensing of Environment,,,2015-09,2015,167,,1-5,Closed,Article,"Hochberg, Eric J.; Roberts, Dar A.; Dennison, Philip E.; Hulley, Glynn C.","Hochberg, Eric J.","Hochberg, Eric J. (Bermuda Institute of Ocean Sciences); Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Hulley, Glynn C. (Jet Propulsion Lab)",34,19,,7.7,,https://app.dimensions.ai/details/publication/pub.1018746967,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
66,100,pub.1016221037,10.1016/j.rse.2015.05.019,,,Improved surface temperature estimates with MASTER/AVIRIS sensor fusion,Remote Sensing of Environment,,,2015-09,2015,167,,53-63,"All OA; Green, Published",Article,"Grigsby, Shane P.; Hulley, Glynn C.; Roberts, Dar A.; Scheele, Christopher; Ustin, Susan L.; Alsina, Maria Mar","Grigsby, Shane P.","Grigsby, Shane P. (Cooperative Institute for Research in Environmental Sciences; University of California, Santa Barbara); Hulley, Glynn C. (Jet Propulsion Lab); Roberts, Dar A. (University of California, Santa Barbara); Scheele, Christopher (University of Wisconsin–Madison); Ustin, Susan L. (University of California, Davis); Alsina, Maria Mar (University of California, Davis)",10,5,,2.56,https://escholarship.org/content/qt4mm1f3pq/qt4mm1f3pq.pdf?t=prk1vk,https://app.dimensions.ai/details/publication/pub.1016221037,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
67,100,pub.1011774585,10.1016/j.rse.2015.05.004,,,A multi-temporal spectral library approach for mapping vegetation species across spatial and temporal phenological gradients,Remote Sensing of Environment,,,2015-09,2015,167,,121-134,Closed,Article,"Dudley, Kenneth L.; Dennison, Philip E.; Roth, Keely L.; Roberts, Dar A.; Coates, Austin R.","Dudley, Kenneth L.","Dudley, Kenneth L. (University of Utah); Dennison, Philip E. (University of Utah); Roth, Keely L. (University of California, Davis); Roberts, Dar A. (University of California, Santa Barbara); Coates, Austin R. (University of Utah)",48,27,,12.28,,https://app.dimensions.ai/details/publication/pub.1011774585,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
68,100,pub.1006247894,10.1016/j.rse.2015.01.026,,,"Relationships between dominant plant species, fractional cover and Land Surface Temperature in a Mediterranean ecosystem",Remote Sensing of Environment,,,2015-09,2015,167,Tree Physiology 14 1994,152-167,Closed,Article,"Roberts, Dar A.; Dennison, Philip E.; Roth, Keely L.; Dudley, Kenneth; Hulley, Glynn","Roberts, Dar A.","Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Roth, Keely L. (University of California, Davis); Dudley, Kenneth (University of Utah); Hulley, Glynn (Jet Propulsion Lab)",36,18,,8.15,,https://app.dimensions.ai/details/publication/pub.1006247894,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
69,100,pub.1005052287,10.1016/j.rse.2015.02.010,,,Atmospheric correction for global mapping spectroscopy: ATREM advances for the HyspIRI preparatory campaign,Remote Sensing of Environment,,,2015-09,2015,167,,64-77,Closed,Article,"Thompson, David R.; Gao, Bo-Cai; Green, Robert O.; Roberts, Dar A.; Dennison, Philip E.; Lundeen, Sarah R.","Thompson, David R.","Thompson, David R. (Jet Propulsion Lab); Gao, Bo-Cai (United States Naval Research Laboratory); Green, Robert O. (Jet Propulsion Lab); Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Lundeen, Sarah R. (Jet Propulsion Lab)",77,40,,19.69,,https://app.dimensions.ai/details/publication/pub.1005052287,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
70,100,pub.1015833458,10.1016/j.rse.2015.02.025,,,Mapping urban forest leaf area index with airborne lidar using penetration metrics and allometry,Remote Sensing of Environment,,,2015-06,2015,162,Remote Sensing of Environment 148 2014,141-153,Closed,Article,"Alonzo, Michael; Bookhagen, Bodo; McFadden, Joseph P.; Sun, Alex; Roberts, Dar A.","Alonzo, Michael","Alonzo, Michael (University of California, Santa Barbara); Bookhagen, Bodo (University of Potsdam); McFadden, Joseph P. (University of California, Santa Barbara); Sun, Alex (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara)",45,30,,11.51,,https://app.dimensions.ai/details/publication/pub.1015833458,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
71,100,pub.1013156555,10.1016/j.rse.2014.12.009,,,Oil detection in the coastal marshes of Louisiana using MESMA applied to band subsets of AVIRIS data,Remote Sensing of Environment,,,2015-03,2015,159,,222-231,Closed,Article,"Peterson, Seth H.; Roberts, Dar A.; Beland, Michael; Kokaly, Raymond F.; Ustin, Susan L.","Peterson, Seth H.","Peterson, Seth H. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Beland, Michael (University of California, Santa Barbara; San Diego State University); Kokaly, Raymond F. (United States Geological Survey); Ustin, Susan L. (University of California, Davis)",20,6,,3.88,,https://app.dimensions.ai/details/publication/pub.1013156555,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
72,300,pub.1016265153,10.1038/nature13330,24759323,,Drought in the Congo Basin,Nature,,Climate Change; Plant Leaves; Rain; Trees; Tropical Climate,2014-05,2014,509,7498,36-37,All OA; Gold,Article,"Chambers, Jeffrey Q.; Roberts, Dar A.","Chambers, Jeffrey Q.","Chambers, Jeffrey Q. (University of California, Berkeley); Roberts, Dar A. (University of California, Santa Barbara)",3,1,0,0.49,https://www.nature.com/articles/nature13330.pdf,https://app.dimensions.ai/details/publication/pub.1016265153,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
73,100,pub.1052194887,10.1016/j.rse.2014.03.018,,,Urban tree species mapping using hyperspectral and lidar data fusion,Remote Sensing of Environment,,,2014-05,2014,148,Remote Sensing Letters 4 5 2013,70-83,Closed,Article,"Alonzo, Michael; Bookhagen, Bodo; Roberts, Dar A.","Alonzo, Michael","Alonzo, Michael (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara)",174,92,,42.02,,https://app.dimensions.ai/details/publication/pub.1052194887,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
74,100,pub.1007289096,10.5194/amt-7-491-2014,,,Retrieval techniques for airborne imaging of methane concentrations using high spatial and moderate spectral resolution: application to AVIRIS,Atmospheric Measurement Techniques Discussions,,,2014-02-10,2014,7,2,491-506,All OA; Gold,Article,"Thorpe, A. K.; Frankenberg, C.; Roberts, D. A.",,"Thorpe, A. K. (University of California, Santa Barbara; Jet Propulsion Lab); Frankenberg, C. (Jet Propulsion Lab); Roberts, D. A. (University of California, Santa Barbara)",25,8,,3.19,https://www.atmos-meas-tech.net/7/491/2014/amt-7-491-2014.pdf,https://app.dimensions.ai/details/publication/pub.1007289096,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
75,100,pub.1004987761,10.1016/j.isprsjprs.2013.11.016,,,"Estimation of higher chlorophylla concentrations using field spectral measurement and HJ-1A hyperspectral satellite data in Dianshan Lake, China",ISPRS Journal of Photogrammetry and Remote Sensing,,,2014-02,2014,88,,41-47,Closed,Article,"Zhou, Liguo; Roberts, Dar A.; Ma, Weichun; Zhang, Hao; Tang, Lin","Ma, Weichun","Zhou, Liguo (Fudan University; State Key Laboratory of Remote Sensing Science); Roberts, Dar A. (University of California, Santa Barbara); Ma, Weichun (Fudan University); Zhang, Hao (Fudan University); Tang, Lin ()",14,4,,3.38,,https://app.dimensions.ai/details/publication/pub.1004987761,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
76,200,pub.1007010657,10.1007/978-0-387-36699-9_48,,,Forestry,Encyclopedia of Earth Sciences Series,Encyclopedia of Remote Sensing,,2014,2014,,,210-218,Closed,Chapter,"Roberts, Dar",,"Roberts, Dar (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1007010657,,,,,,
77,100,pub.1053607465,10.1016/j.rse.2013.08.001,,,High spatial resolution mapping of elevated atmospheric carbon dioxide using airborne imaging spectroscopy: Radiative transfer modeling and power plant plume detection,Remote Sensing of Environment,,,2013-12,2013,139,,116-129,Closed,Article,"Dennison, Philip E.; Thorpe, Andrew K.; Pardyjak, Eric R.; Roberts, Dar A.; Qi, Yi; Green, Robert O.; Bradley, Eliza S.; Funk, Christopher C.","Dennison, Philip E.","Dennison, Philip E. (University of Utah); Thorpe, Andrew K. (University of California, Santa Barbara); Pardyjak, Eric R. (University of Utah); Roberts, Dar A. (University of California, Santa Barbara); Qi, Yi (University of Utah); Green, Robert O. (Jet Propulsion Lab); Bradley, Eliza S. (University of California, Santa Barbara); Funk, Christopher C. (University of California, Santa Barbara)",28,10,,5.2,,https://app.dimensions.ai/details/publication/pub.1053607465,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
78,400,pub.1014601622,10.1371/journal.pone.0078989,24223872,PMC3818498,"Detection of Salt Marsh Vegetation Stress and Recovery after the Deepwater Horizon Oil Spill in Barataria Bay, Gulf of Mexico Using AVIRIS Data",PLoS ONE,,"Adaptation, Physiological; Bays; Ecosystem; Gulf of Mexico; Louisiana; Petroleum; Petroleum Pollution; Plant Physiological Phenomena; Plants; Population Density; Population Dynamics; Salinity; Sodium Chloride; Stress, Physiological; Time Factors; Water Pollutants, Chemical; Wetlands",2013-11-05,2013,8,11,e78989,All OA; Gold,Article,"Khanna, Shruti; Santos, Maria J.; Ustin, Susan L.; Koltunov, Alexander; Kokaly, Raymond F.; Roberts, Dar A.",,"Khanna, Shruti (University of California, Davis); Santos, Maria J. (Stanford University); Ustin, Susan L. (University of California, Davis); Koltunov, Alexander (University of California, Davis); Kokaly, Raymond F. (United States Geological Survey); Roberts, Dar A. (University of California, Santa Barbara)",41,13,1,8.45,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0078989&type=printable,https://app.dimensions.ai/details/publication/pub.1014601622,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
79,100,pub.1037988003,10.3390/rs5115493,,,Ten-Year Landsat Classification of Deforestation and Forest Degradation in the Brazilian Amazon,Remote Sensing,,,2013-10-28,2013,5,11,5493-5513,All OA; Gold,Article,"Souza, Carlos M.; Siqueira, João V.; Sales, Marcio H.; Fonseca, Antônio V.; Ribeiro, Júlia G.; Numata, Izaya; Cochrane, Mark A.; Barber, Christopher P.; Roberts, Dar A.; Barlow, Jos",,"Souza, Carlos M. (); Siqueira, João V. (); Sales, Marcio H. (); Fonseca, Antônio V. (); Ribeiro, Júlia G. (); Numata, Izaya (); Cochrane, Mark A. (); Barber, Christopher P. (); Roberts, Dar A. (); Barlow, Jos ()",94,37,,19.03,https://www.mdpi.com/2072-4292/5/11/5493/pdf,https://app.dimensions.ai/details/publication/pub.1037988003,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 02 Physical Sciences; 0203 Classical Physics; 04 Earth Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,02 Physical Sciences,0203 Classical Physics
80,100,pub.1008929702,10.5194/amtd-6-8543-2013,,,Retrieval techniques for airborne imaging of methane concentrations using high spatial and moderate spectral resolution: application to AVIRIS,Atmospheric Measurement Techniques Discussions,,,2013-09-26,2013,6,5,8543-8588,All OA; Gold,Article,"Thorpe, A. K.; Frankenberg, C.; Roberts, D. A.",,"Thorpe, A. K. (University of California, Santa Barbara); Frankenberg, C. (Jet Propulsion Lab); Roberts, D. A. (University of California, Santa Barbara)",1,0,,0.17,https://doi.org/10.5194/amtd-6-8543-2013,https://app.dimensions.ai/details/publication/pub.1008929702,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
81,100,pub.1034965940,10.1016/j.rse.2013.04.017,,,Multiple Endmember Spectral Mixture Analysis (MESMA) to map burn severity levels from Landsat images in Mediterranean countries,Remote Sensing of Environment,,,2013-09,2013,136,,76-88,Closed,Article,"Quintano, Carmen; Fernández-Manso, Alfonso; Roberts, Dar A.","Quintano, Carmen","Quintano, Carmen (University of Valladolid); Fernández-Manso, Alfonso (University of Leon); Roberts, Dar A. (University of California, Santa Barbara)",64,27,,11.89,,https://app.dimensions.ai/details/publication/pub.1034965940,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
82,100,pub.1022041078,10.4025/actasciagron.v35i3.16119,,,The use of multiple endmember spectral mixture analysis (MESMA) for the mapping of soil attributes using Aster imagery,Acta Scientiarum Agronomy,,,2013-07-11,2013,35,3,377-386,All OA; Gold,Article,"Genú, Aline Marques; Roberts, Dar; Demattê, José Alexandre Melo",,"Genú, Aline Marques (Universidade Estadual do Centro-Oeste); Roberts, Dar (University of California, Santa Barbara); Demattê, José Alexandre Melo (University of Sao Paulo)",2,2,,0.37,http://periodicos.uem.br/ojs/index.php/ActaSciAgron/article/download/16119/pdf,https://app.dimensions.ai/details/publication/pub.1022041078,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
83,100,pub.1027278309,10.1016/j.rse.2013.03.018,,,High resolution mapping of methane emissions from marine and terrestrial sources using a Cluster-Tuned Matched Filter technique and imaging spectrometry,Remote Sensing of Environment,,,2013-07,2013,134,,305-318,Closed,Article,"Thorpe, Andrew K.; Roberts, Dar A.; Bradley, Eliza S.; Funk, Christopher C.; Dennison, Philip E.; Leifer, Ira","Thorpe, Andrew K.","Thorpe, Andrew K. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Bradley, Eliza S. (University of California, Santa Barbara); Funk, Christopher C. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Leifer, Ira (University of California, Santa Barbara)",28,6,,5.2,,https://app.dimensions.ai/details/publication/pub.1027278309,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
84,100,pub.1094926083,10.1109/whispers.2013.8080614,,,Modeling Sensitivity of Imaging Spectrometer Data to Carbon Dioxide and Methane Plumes,,2013 5th Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing (WHISPERS),,2013-06,2013,,,1-4,Closed,Proceeding,"Dennison, Philip E.; Thorpe, Andrew K.; Roberts, Dar A.; Green, Robert O.",,"Dennison, Philip E. (University of Utah); Thorpe, Andrew K. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Green, Robert O. (Jet Propulsion Lab)",1,0,,0.21,,https://app.dimensions.ai/details/publication/pub.1094926083,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
85,100,pub.1094279048,10.1109/whispers.2013.8080727,,,"Relationships Between Species Composition, Fractional Cover and Land Surface Temperature in a Mediterranean Ecosystem",,2013 5th Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing (WHISPERS),,2013-06,2013,,,1-4,Closed,Proceeding,"Roberts, Dar A.; Dennison, Philip; Roth, Keely; Hulley, Glynn",,"Roberts, Dar A. (); Dennison, Philip (University of Utah); Roth, Keely (); Hulley, Glynn (Jet Propulsion Lab)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094279048,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
86,100,pub.1011042566,10.1002/jgrg.20033,,,"Long‐term, high‐spatial resolution carbon balance monitoring of the Amazonian frontier: Predisturbance and postdisturbance carbon emissions and uptake",Journal of Geophysical Research Biogeosciences,,,2013-06,2013,118,2,400-411,All OA; Gold,Article,"Toomey, Michael; Roberts, Dar A.; Caviglia‐Harris, Jill; Cochrane, Mark A.; Dewes, Candida F.; Harris, Daniel; Numata, Izaya; Sales, Marcio H.; Sills, Erin; Souza, Carlos M.",,"Toomey, Michael (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Caviglia‐Harris, Jill (Salisbury University); Cochrane, Mark A. (South Dakota State University); Dewes, Candida F. (University of California, Santa Barbara); Harris, Daniel (Salisbury University); Numata, Izaya (South Dakota State University); Sales, Marcio H. (Institute of Man and Environment of Amazonia); Sills, Erin (North Carolina State University); Souza, Carlos M. (Institute of Man and Environment of Amazonia)",8,3,,1.48,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/jgrg.20033,https://app.dimensions.ai/details/publication/pub.1011042566,04 Earth Sciences; 0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,
87,100,pub.1040627759,10.1080/2150704x.2013.764027,,,Identifying Santa Barbara's urban tree species from AVIRIS imagery using canonical discriminant analysis,Remote Sensing Letters,,,2013-05,2013,4,5,513-521,Closed,Article,"Alonzo, Mike; Roth, Keely; Roberts, Dar",,"Alonzo, Mike (); Roth, Keely (); Roberts, Dar ()",32,16,,,,https://app.dimensions.ai/details/publication/pub.1040627759,08 Information and Computing Sciences; 04 Earth Sciences,08 Information and Computing Sciences,04 Earth Sciences,,,
