,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Armand M Kuris. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
26,400,pub.1014205615,10.1073/pnas.1502651112,26195752,PMC4534245,Reduced transmission of human schistosomiasis after restoration of a native river prawn that preys on the snail intermediate host,Proceedings of the National Academy of Sciences,,"Adolescent; Adult; Animals; Biomphalaria; Child; Child, Preschool; Female; Host-Parasite Interactions; Humans; Male; Middle Aged; Models, Biological; Palaemonidae; Predatory Behavior; Prevalence; Rivers; Schistosoma; Schistosomiasis; Young Adult",2015-08-04,2015,112,31,9650-9655,All OA; Gold,Article,"Sokolow, Susanne H; Huttinger, Elizabeth; Jouanard, Nicolas; Hsieh, Michael H; Lafferty, Kevin D; Kuris, Armand M; Riveau, Gilles; Senghor, Simon; Thiam, Cheikh; N'Diaye, Alassane; Faye, Djibril Sarr; De Leo, Giulio A",,"Sokolow, Susanne H (Stanford University); Huttinger, Elizabeth (); Jouanard, Nicolas (); Hsieh, Michael H (Stanford University); Lafferty, Kevin D (University of California, Santa Barbara); Kuris, Armand M (University of California, Santa Barbara); Riveau, Gilles (); Senghor, Simon (Espoir pour la Sante); Thiam, Cheikh (); N'Diaye, Alassane (); Faye, Djibril Sarr (); De Leo, Giulio A (Stanford University)",56,25,4.25,12.23,http://www.pnas.org/content/112/31/9650.full.pdf,https://app.dimensions.ai/details/publication/pub.1014205615,1108 Medical Microbiology; 11 Medical and Health Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,,,
27,400,pub.1050680576,10.1007/s00436-015-4437-8,25846835,,A synthetic workflow for coordinated direct observation and genetic tagging applied to a complex host-parasite interaction,Parasitology Research,,"Animals; Cercaria; DNA, Helminth; Fluorescent Dyes; Gastropoda; Genotype; Host Specificity; Host-Parasite Interactions; Humans; Trematoda",2015-05,2015,114,5,2015-2021,Closed,Article,"Nguyen, A. T.; Kuwata, C.; Kuris, A. M.","Nguyen, A. T.","Nguyen, A. T. (University of California, Santa Barbara); Kuwata, C. (St. George's University); Kuris, A. M. (University of California, Santa Barbara)",1,0,0.16,0.22,,https://app.dimensions.ai/details/publication/pub.1050680576,1108 Medical Microbiology; 11 Medical and Health Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,,,
28,400,pub.1002443945,10.1645/14-581.1,25220829,,"Monsters of the Sea Serpent: Parasites of an Oarfish, Regalecus russellii",Journal of Parasitology,,"Acanthocephala; Animals; Base Sequence; California; Cestoda; Cestode Infections; DNA, Ribosomal; Fish Diseases; Fishes; Helminthiasis, Animal; Microscopy, Electron, Scanning; Molecular Sequence Data; Nematoda; Nematode Infections; Pacific Ocean; RNA, Ribosomal, 28S; Viscera",2015-02,2015,101,1,41-44,Closed,Article,"Kuris, Armand M.; Jaramillo, Alejandra G.; McLaughlin, John P.; Weinstein, Sara B.; Garcia-Vedrenne, Ana E.; Poinar, George O.; Pickering, Maria; Steinauer, Michelle L.; Espinoza, Magaly; Ashford, Jacob E.; Dunn, Gabriela L. P.",,"Kuris, Armand M. (University of California, Santa Barbara); Jaramillo, Alejandra G. (University of California, Santa Barbara); McLaughlin, John P. (University of California, Santa Barbara); Weinstein, Sara B. (University of California, Santa Barbara); Garcia-Vedrenne, Ana E. (University of California, Santa Barbara); Poinar, George O. (University of California, Santa Barbara); Pickering, Maria (University of California, Santa Barbara); Steinauer, Michelle L. (University of California, Santa Barbara); Espinoza, Magaly (University of California, Santa Barbara); Ashford, Jacob E. (University of California, Santa Barbara); Dunn, Gabriela L. P. (University of California, Santa Barbara)",6,4,0.54,1.82,,https://app.dimensions.ai/details/publication/pub.1002443945,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
29,400,pub.1016377407,10.1146/annurev-marine-010814-015646,25251276,,Infectious Diseases Affect Marine Fisheries and Aquaculture Economics,Annual Review of Marine Science,,"Animals; Aquaculture; Aquatic Organisms; Bacterial Infections; Fish Diseases; Fisheries; Fishes; Parasitic Diseases, Animal; Seafood; Survival Rate; Virus Diseases",2015-01-03,2015,7,1,1-26,Closed,Article,"Lafferty, Kevin D.; Harvell, C. Drew; Conrad, Jon M.; Friedman, Carolyn S.; Kent, Michael L.; Kuris, Armand M.; Powell, Eric N.; Rondeau, Daniel; Saksida, Sonja M.",,"Lafferty, Kevin D. (University of California, Santa Barbara); Harvell, C. Drew (University of California, Santa Barbara); Conrad, Jon M. (University of California, Santa Barbara); Friedman, Carolyn S. (University of California, Santa Barbara); Kent, Michael L. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara); Powell, Eric N. (University of California, Santa Barbara); Rondeau, Daniel (University of California, Santa Barbara); Saksida, Sonja M. (University of California, Santa Barbara)",183,109,9.08,36.63,,https://app.dimensions.ai/details/publication/pub.1016377407,0602 Ecology; 0704 Fisheries Sciences; 0604 Genetics; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0704 Fisheries Sciences,0604 Genetics,06 Biological Sciences,07 Agricultural and Veterinary Sciences
30,200,pub.1017558073,10.1017/cbo9781139794749.031,,,Parasite diversity and diversification: conclusion and perspectives,,Parasite Diversity and Diversification,,2015,2015,,,473-479,Closed,Chapter,"Kuris, Armand M.",,"Kuris, Armand M. ()",1,1,,,,https://app.dimensions.ai/details/publication/pub.1017558073,,,,,,
31,200,pub.1058860616,10.1086/678657,,,"Walking Sideways: The Remarkable World of Crabs
                    . By Judith S. Weis. Ithaca (New York): Cornell University Press (Comstock Publishing Associates). $29.95. xv + 239 p. + 28 pl.; ill.; index. ISBN: 978-0-8014-5050-1. 2012.",The Quarterly Review of Biology,,,2014-12,2014,89,4,403-404,Closed,Article,"Kuris, Armand M.",,"Kuris, Armand M. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1058860616,06 Biological Sciences,06 Biological Sciences,,,,
32,100,pub.1045764302,10.1111/jbi.12329,,,Reduced parasite diversity and abundance in a marine whelk in its expanded geographical range,Journal of Biogeography,,,2014-09,2014,41,9,1674-1684,Closed,Article,"Hopper, Julie V.; Kuris, Armand M.; Lorda, Julio; Simmonds, Sara E.; White, Crow; Hechinger, Ryan F.",,"Hopper, Julie V. (University of California, Berkeley); Kuris, Armand M. (University of California, Santa Barbara); Lorda, Julio (University of California, Santa Barbara); Simmonds, Sara E. (University of California Los Angeles); White, Crow (California Polytechnic State University); Hechinger, Ryan F. (University of California, Santa Barbara)",10,2,,1.63,,https://app.dimensions.ai/details/publication/pub.1045764302,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
33,400,pub.1009178843,10.1016/j.pt.2014.06.006,25028088,,Sapronosis: a distinctive type of infectious agent,Trends in Parasitology,,"Animals; Biodiversity; Host-Pathogen Interactions; Humans; Infection; Models, Biological",2014-08,2014,30,8,386-393,Closed,Article,"Kuris, Armand M.; Lafferty, Kevin D.; Sokolow, Susanne H.",,"Kuris, Armand M. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Sokolow, Susanne H. (University of California, Santa Barbara; Stanford University)",15,6,0.85,2.52,,https://app.dimensions.ai/details/publication/pub.1009178843,1108 Medical Microbiology; 11 Medical and Health Sciences; 0605 Microbiology; 06 Biological Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,0605 Microbiology,06 Biological Sciences,
34,400,pub.1008438328,10.1093/icb/icu081,24935987,,A Lack of Crowding? Body Size Does Not Decrease with Density for Two Behavior-Manipulating Parasites,Integrative and Comparative Biology,,Animals; Body Size; California; Fundulidae; Heterophyidae; Population Density; Trematoda,2014-07-01,2014,54,2,184-192,All OA; Gold,Article,"Weinersmith, Kelly L.; Warinner, Chloe B.; Tan, Virginia; Harris, David J.; Mora, Adrienne B.; Kuris, Armand M.; Lafferty, Kevin D.; Hechinger, Ryan F.",,"Weinersmith, Kelly L. (University of California, Davis); Warinner, Chloe B. (Harvard University); Tan, Virginia (); Harris, David J. (University of California, Davis); Mora, Adrienne B. (University of California, Riverside); Kuris, Armand M. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Hechinger, Ryan F. (University of California, Santa Barbara)",13,5,0.9,2.32,https://academic.oup.com/icb/article-pdf/54/2/184/8951801/icu081.pdf,https://app.dimensions.ai/details/publication/pub.1008438328,0602 Ecology; 0601 Biochemistry and Cell Biology; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0601 Biochemistry and Cell Biology,06 Biological Sciences,0608 Zoology,
35,400,pub.1012148985,10.1016/j.actatropica.2013.12.013,24388955,PMC4280914,"Regulation of laboratory populations of snails (Biomphalaria and Bulinus spp.) by river prawns, Macrobrachium spp. (Decapoda, Palaemonidae): Implications for control of schistosomiasis",Acta Tropica,,Africa; Animals; Asia; Biological Control Agents; Biomphalaria; Feeding Behavior; Humans; Laboratories; Palaemonidae,2014-04,2014,132,J. Biochem. Mol. Toxicol. 18 2004,64-74,"All OA; Green, Accepted & Submitted",Article,"Sokolow, Susanne H.; Lafferty, Kevin D.; Kuris, Armand M.","Sokolow, Susanne H.","Sokolow, Susanne H. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",38,13,2.33,6.72,http://europepmc.org/articles/pmc4280914?pdf=render,https://app.dimensions.ai/details/publication/pub.1012148985,1108 Medical Microbiology; 11 Medical and Health Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,,,
36,400,pub.1009216946,10.1890/13-1041.1,24933803,,Does biodiversity protect humans against infectious disease?,Ecology,,"Adaptation, Biological; Animals; Biodiversity; Communicable Diseases; Disease Vectors; Genetic Predisposition to Disease; Host-Pathogen Interactions; Humans; Zoonoses",2014-04,2014,95,4,817-832,Closed,Article,"Wood, Chelsea L.; Lafferty, Kevin D.; DeLeo, Giulio; Young, Hillary S.; Hudson, Peter J.; Kuris, Armand M.",,"Wood, Chelsea L. (Stanford University; University of Colorado Boulder); Lafferty, Kevin D. (University of California, Santa Barbara); DeLeo, Giulio (Stanford University; University of Parma); Young, Hillary S. (University of California, Santa Barbara; Smithsonian Institution); Hudson, Peter J. (Pennsylvania State University); Kuris, Armand M. (University of California, Santa Barbara)",88,32,5.12,18.45,,https://app.dimensions.ai/details/publication/pub.1009216946,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
37,400,pub.1025146562,10.1371/journal.pbio.1001579,23776404,PMC3679000,Parasites Affect Food Web Structure Primarily through Increased Diversity and Complexity,PLoS Biology,,"Animals; Biodiversity; Food Chain; Linear Models; Models, Biological; Parasites; Probability; Species Specificity",2013-06-11,2013,11,6,e1001579,All OA; Gold,Article,"Dunne, Jennifer A.; Lafferty, Kevin D.; Dobson, Andrew P.; Hechinger, Ryan F.; Kuris, Armand M.; Martinez, Neo D.; McLaughlin, John P.; Mouritsen, Kim N.; Poulin, Robert; Reise, Karsten; Stouffer, Daniel B.; Thieltges, David W.; Williams, Richard J.; Zander, Claus Dieter",,"Dunne, Jennifer A. (Santa Fe Institute); Lafferty, Kevin D. (University of California, Santa Barbara); Dobson, Andrew P. (Princeton University); Hechinger, Ryan F. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara); Martinez, Neo D. (); McLaughlin, John P. (University of California, Santa Barbara); Mouritsen, Kim N. (Aarhus University); Poulin, Robert (University of Otago); Reise, Karsten (Alfred Wegener Institute for Polar and Marine Research); Stouffer, Daniel B. (Estación Biológica de Doñana); Thieltges, David W. (Royal Netherlands Institute for Sea Research); Williams, Richard J. (Microsoft Research (United Kingdom)); Zander, Claus Dieter (University of Hamburg)",117,38,4.36,16.76,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1001579&type=printable,https://app.dimensions.ai/details/publication/pub.1025146562,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
38,400,pub.1038806262,10.1007/s00442-012-2461-2,23053223,PMC3612402,New parasites and predators follow the introduction of two fish species to a subarctic lake: implications for food-web structure and functioning,Oecologia,,"Animals; Birds; Body Weights and Measures; Food Chain; Introduced Species; Lakes; Models, Biological; Norway; Population Dynamics; Predatory Behavior; Smegmamorpha; Species Specificity; Trout",2013-04,2013,171,4,993-1002,All OA; Gold,Article,"Amundsen, Per-Arne; Lafferty, Kevin D.; Knudsen, Rune; Primicerio, Raul; Kristoffersen, Roar; Klemetsen, Anders; Kuris, Armand M.",,"Amundsen, Per-Arne (The Arctic University of Norway); Lafferty, Kevin D. (University of California, Santa Barbara); Knudsen, Rune (The Arctic University of Norway); Primicerio, Raul (The Arctic University of Norway); Kristoffersen, Roar (The Arctic University of Norway); Klemetsen, Anders (The Arctic University of Norway); Kuris, Armand M. (University of California, Santa Barbara)",29,5,1.44,4.15,https://link.springer.com/content/pdf/10.1007%2Fs00442-012-2461-2.pdf,https://app.dimensions.ai/details/publication/pub.1038806262,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
39,400,pub.1014426351,10.3897/zookeys.258.4260,23653496,PMC3591753,"Ovicides paralithodis (Nemertea, Carcinonemertidae), a new species of symbiotic egg predator of the red king crab Paralithodes camtschaticus (Tilesius, 1815) (Decapoda, Anomura)",ZooKeys,,,2013-01-14,2013,258,258,1-15,All OA; Gold,Article,"Kajihara, Hiroshi; Kuris, Armand M.",,"Kajihara, Hiroshi (Hokkaido University); Kuris, Armand M. (University of California, Santa Barbara)",3,2,0.09,0.34,https://zookeys.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=3633,https://app.dimensions.ai/details/publication/pub.1014426351,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
40,400,pub.1023826181,10.1017/s0022149x11000526,22217399,,"Digenean metacercariae of fishes from the lagoon flats of Palmyra Atoll, Eastern Indo-Pacific",Journal of Helminthology,,Animals; Fish Diseases; Fishes; Metacercariae; Microscopy; Pacific Ocean; Prevalence; Trematode Infections; United States,2012-12,2012,86,4,493-509,Closed,Article,"Vidal-Martínez, V.M.; Aguirre-Macedo, M.L.; McLaughlin, J.P.; Hechinger, R.F.; Jaramillo, A.G.; Shaw, J.C.; James, A.K.; Kuris, A.M.; Lafferty, K.D.",,"Vidal-Martínez, V.M. (University of California, Santa Barbara; Autonomous University of Yucatán); Aguirre-Macedo, M.L. (University of California, Santa Barbara; Autonomous University of Yucatán); McLaughlin, J.P. (University of California, Santa Barbara); Hechinger, R.F. (University of California, Santa Barbara); Jaramillo, A.G. (University of California, Santa Barbara); Shaw, J.C. (University of California, Santa Barbara); James, A.K. (University of California, Santa Barbara); Kuris, A.M. (University of California, Santa Barbara); Lafferty, K.D. (University of California, Santa Barbara)",3,2,0.2,0.36,,https://app.dimensions.ai/details/publication/pub.1023826181,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
41,200,pub.1003013871,10.1645/12-90.1,23016827,,The Global Burden of Human Parasites: Who and Where are They? How are They Transmitted?,Journal of Parasitology,,Animals; Global Health; Humans; Parasites; Parasitic Diseases; Poverty; Zoonoses,2012-12,2012,98,6,1056-1064,Closed,Article,"Kuris, Armand M",,"Kuris, Armand M (University of California, Santa Barbara)",19,3,0.49,,,https://app.dimensions.ai/details/publication/pub.1003013871,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
42,200,pub.1089132090,10.1093/acprof:oso/9780199642236.003.0009,,,Ecological consequences of manipulative parasites,,Host Manipulation by Parasites,,2012-06-07,2012,,,158-168,Closed,Chapter,"Lafferty, Kevin D.; Kuris, Armand M.",,"Lafferty, Kevin D. (); Kuris, Armand M. ()",24,7,,,,https://app.dimensions.ai/details/publication/pub.1089132090,,,,,,
43,400,pub.1039645900,10.1645/ge-2964.1,22191581,,"The Role of Spatial and Temporal Heterogeneity and Competition In Structuring Trematode Communities In the Great Pond Snail, Lymnaea stagnalis (L.)",Journal of Parasitology,,"Animals; Behavior, Animal; Competitive Behavior; Czech Republic; Host-Parasite Interactions; Larva; Lymnaea; Ponds; Seasons; Social Dominance; Spatial Behavior; Time Factors; Trematoda",2012-06,2012,98,3,460-471,Closed,Article,"Soldnov, Miroslava; Kuris, Armand M.; Scholz, Tom; Lafferty, Kevin D.",,"Soldnov, Miroslava (); Kuris, Armand M. (); Scholz, Tom (); Lafferty, Kevin D. ()",14,7,0.72,,,https://app.dimensions.ai/details/publication/pub.1039645900,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
44,100,pub.1053247204,10.1002/9781119968535.ch19,,,Parasites,,Metabolic Ecology,,2012-04-13,2012,,,234-247,Closed,Chapter,"Hechinger, Ryan F.; Lafferty, Kevin D.; Kuris, Armand M.",,"Hechinger, Ryan F. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",6,0,,,,https://app.dimensions.ai/details/publication/pub.1053247204,,,,,,
45,400,pub.1062464632,10.1126/science.1204337,21778398,PMC3236646,"A Common Scaling Rule for Abundance, Energetics, and Production of Parasitic and Free-Living Species",Science,,Animals; Biodiversity; Biomass; Birds; Body Size; Body Temperature; Ecosystem; Energy Metabolism; Fishes; Food Chain; Invertebrates; Linear Models; Parasites; Population Dynamics; Regression Analysis; Vertebrates,2011-07-22,2011,333,6041,445-448,"All OA; Green, Accepted & Submitted",Article,"Hechinger, Ryan F.; Lafferty, Kevin D.; Dobson, Andy P.; Brown, James H.; Kuris, Armand M.",,"Hechinger, Ryan F. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Dobson, Andy P. (Princeton University; Santa Fe Institute); Brown, James H. (University of New Mexico); Kuris, Armand M. (University of California, Santa Barbara)",68,8,1.79,9.6,http://europepmc.org/articles/pmc3236646?pdf=render,https://app.dimensions.ai/details/publication/pub.1062464632,0602 Ecology; 06 Biological Sciences; 0608 Zoology,0602 Ecology,06 Biological Sciences,0608 Zoology,,
46,100,pub.1008386533,10.1111/j.1365-2435.2010.01798.x,,,Indirect effects of an ectoparasite reduce successful establishment of a damselfish at settlement,Functional Ecology,,,2011-06,2011,25,3,586-594,All OA; Gold,Article,"Grutter, Alexandra S.; Crean, Angela J.; Curtis, Lynda M.; Kuris, Armand M.; Warner, Robert R.; McCormick, Mark I.",,"Grutter, Alexandra S. (University of Queensland); Crean, Angela J. (University of Queensland); Curtis, Lynda M. (University of Queensland); Kuris, Armand M. (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara); McCormick, Mark I. (James Cook University)",31,11,,3.26,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2435.2010.01798.x/pdf,https://app.dimensions.ai/details/publication/pub.1008386533,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
47,400,pub.1053599242,10.1098/rspb.2010.1753,20851830,PMC3030857,Social organization in a flatworm: trematode parasites form soldier and reproductive castes,Proceedings of The Royal Society B Biological Sciences,,"Animals; Behavior, Animal; Reproduction; Social Behavior; Trematoda",2011-03-07,2011,278,1706,656-665,All OA; Gold,Article,"Hechinger, Ryan F.; Wood, Alan C.; Kuris, Armand M.",,"Hechinger, Ryan F. (University of California, Santa Barbara); Wood, Alan C. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",54,12,1.82,10.36,http://rspb.royalsocietypublishing.org/content/278/1706/656.full.pdf,https://app.dimensions.ai/details/publication/pub.1053599242,06 Biological Sciences; 0608 Zoology,06 Biological Sciences,0608 Zoology,,,
48,100,pub.1042408384,10.1007/s12237-010-9316-z,,,Is the Collapse of Mud Shrimp (Upogebia pugettensis) Populations Along the Pacific Coast of North America Caused by Outbreaks of a Previously Unknown Bopyrid Isopod Parasite (Orthione griffenis)?,Chesapeake Science,,,2011-03,2011,34,2,336-350,Closed,Article,"Dumbauld, Brett R.; Chapman, John W.; Torchin, Mark E.; Kuris, Armand M.","Dumbauld, Brett R.","Dumbauld, Brett R. (); Chapman, John W. (Oregon State University); Torchin, Mark E. (Smithsonian Tropical Research Institute); Kuris, Armand M. (University of California, Santa Barbara)",29,5,,3.83,,https://app.dimensions.ai/details/publication/pub.1042408384,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
49,100,pub.1011987018,10.1890/10-1383.1,,,"Food webs including parasites, biomass, body sizes, and life stages for three California/Baja California estuaries",Ecology,,,2011-03,2011,92,3,791-791,All OA; Gold,Article,"Hechinger, Ryan F.; Lafferty, Kevin D.; McLaughlin, John P.; Fredensborg, Brian L.; Huspeni, Todd C.; Lorda, Julio; Sandhu, Parwant K.; Shaw, Jenny C.; Torchin, Mark E.; Whitney, Kathleen L.; Kuris, Armand M.",,"Hechinger, Ryan F. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); McLaughlin, John P. (University of California, Santa Barbara); Fredensborg, Brian L. (The University of Texas Rio Grande Valley); Huspeni, Todd C. (); Lorda, Julio (University of California, Santa Barbara); Sandhu, Parwant K. (University of California, Santa Barbara); Shaw, Jenny C. (University of California, Santa Barbara); Torchin, Mark E. (Smithsonian Tropical Research Institute); Whitney, Kathleen L. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",41,13,,4.31,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/10-1383.1,https://app.dimensions.ai/details/publication/pub.1011987018,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
50,200,pub.1038419210,10.1645/ge-2609.1,21158607,,Acceptance of the Clark P. Read Mentor Award: John Wooden Informs the Academic Family,Journal of Parasitology,,"Awards and Prizes; History, 20th Century; History, 21st Century; Mentors; Parasitology; Societies, Scientific; United States",2010-12,2010,96,6,1044-1047,Closed,Article,"Kuris, Armand M",,"Kuris, Armand M (University of California, Santa Barbara)",0,0,0,,,https://app.dimensions.ai/details/publication/pub.1038419210,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
51,400,pub.1000075166,10.1007/s12080-009-0069-x,25540673,PMC4270433,The inverse niche model for food webs with parasites,Theoretical Ecology,,,2010-11,2010,3,4,285-294,All OA; Gold,Article,"Warren, Christopher P.; Pascual, Mercedes; Lafferty, Kevin D.; Kuris, Armand M.","Warren, Christopher P.","Warren, Christopher P. (University of Michigan); Pascual, Mercedes (University of Michigan; Howard Hughes Medical Institute); Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",14,4,0.23,1.31,https://link.springer.com/content/pdf/10.1007%2Fs12080-009-0069-x.pdf,https://app.dimensions.ai/details/publication/pub.1000075166,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
52,400,pub.1041526322,10.1645/ge-2188.1,20557191,,"Ecology of the Brain Trematode Euhaplorchis californiensis and Its Host, the California Killifish (Fundulus parvipinnis)",Journal of Parasitology,,Animals; Biomass; Brain; Brain Diseases; California; Ecosystem; Female; Fish Diseases; Fundulidae; Linear Models; Logistic Models; Male; Mexico; Prevalence; Snails; Trematoda; Trematode Infections,2010-06,2010,96,3,482-490,Closed,Article,"Shaw, J. C.; Hechinger, R. F.; Lafferty, K. D.; Kuris, A. M.",,"Shaw, J. C. (University of California, Santa Barbara); Hechinger, R. F. (University of California, Santa Barbara); Lafferty, K. D. (University of California, Santa Barbara); Kuris, A. M. (University of California, Santa Barbara)",12,1,0.53,1.12,,https://app.dimensions.ai/details/publication/pub.1041526322,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
53,400,pub.1003497603,10.1016/j.pt.2009.09.003,19800291,,Parasitic castration: the evolution and ecology of body snatchers,Trends in Parasitology,,Alveolata; Animals; Biological Evolution; Ecosystem; Host-Parasite Interactions; Invertebrates; Phenotype; Population Density; Reproduction,2009-12,2009,25,12,564-572,Closed,Article,"Lafferty, Kevin D.; Kuris, Armand M.",,"Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",132,30,4.06,14.8,,https://app.dimensions.ai/details/publication/pub.1003497603,1108 Medical Microbiology; 11 Medical and Health Sciences,1108 Medical Microbiology,11 Medical and Health Sciences,,,
54,200,pub.1006296167,10.1645/ge-2357.1,19821633,,Introduction of Kevin D. Lafferty as the Henry Baldwin Ward Medalist for 2009,Journal of Parasitology,,"Awards and Prizes; History, 20th Century; History, 21st Century; Parasitology; Societies, Scientific; United States",2009-12,2009,95,6,1264-1266,Closed,Article,"Kuris, Armand M",,"Kuris, Armand M (University of California, Santa Barbara)",0,0,0,,,https://app.dimensions.ai/details/publication/pub.1006296167,06 Biological Sciences; 07 Agricultural and Veterinary Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,,
55,200,pub.1071168259,10.3354/meps08225,,,Differential escape from parasites by two competing introduced crabs,Marine Ecology Progress Series,,,2009-10-30,2009,393,,83-96,All OA; Gold,Article,"Blakeslee, AMH; Keogh, CL; Byers, JE; Kuris, AM; Lafferty, KD; Torchin, ME",,"Blakeslee, AMH (); Keogh, CL (); Byers, JE (); Kuris, AM (); Lafferty, KD (); Torchin, ME ()",17,3,,1.89,https://www.int-res.com/articles/meps_oa/m393p083.pdf,https://app.dimensions.ai/details/publication/pub.1071168259,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
56,100,pub.1041624793,10.1007/s10682-008-9262-4,,,How large is the hand in the puppet? Ecological and evolutionary factors affecting body mass of 15 trematode parasitic castrators in their snail host,Evolutionary Ecology,,,2009-09,2009,23,5,651,Closed,Article,"Hechinger, Ryan F.; Lafferty, Kevin D.; Mancini, Frank T.; Warner, Robert R.; Kuris, Armand M.","Hechinger, Ryan F.","Hechinger, Ryan F. (University of California, Santa Barbara); Lafferty, Kevin D. (University of California, Santa Barbara); Mancini, Frank T. (University of California, Santa Barbara); Warner, Robert R. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",45,4,,3.98,,https://app.dimensions.ai/details/publication/pub.1041624793,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
57,400,pub.1010802568,10.1098/rstb.2008.0220,19451117,PMC2685421,Parasites reduce food web robustness because they are sensitive to secondary extinction as illustrated by an invasive estuarine snail,Philosophical Transactions of the Royal Society B Biological Sciences,,Animals; Biodiversity; California; Ecosystem; Food Chain; Host-Parasite Interactions; Snails; Trematoda,2009-06-27,2009,364,1524,1659-1663,"All OA; Green, Published",Article,"Lafferty, Kevin D.; Kuris, Armand M.",,"Lafferty, Kevin D. (University of California, Santa Barbara); Kuris, Armand M. (University of California, Santa Barbara)",41,1,0.85,3.63,http://europepmc.org/articles/pmc2685421?pdf=render,https://app.dimensions.ai/details/publication/pub.1010802568,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
