,"""About the data: Exported on Oct 31, 2019. Criteria: Researcher is Bodo Bookhagen. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
33,100,pub.1085736478,10.1002/2017gl073627,,,Temporal changes in rock uplift rates of folds in the foreland of the Tian Shan and the Pamir from geodetic and geologic data,Geophysical Research Letters,,,2017-11-16,2017,44,21,"10,977-10,987","All OA; Green, Published",Article,"Bufe, Aaron; Bekaert, David P. S.; Hussain, Ekbal; Bookhagen, Bodo; Burbank, Douglas W.; Jobe, Jessica A. Thompson; Chen, Jie; Li, Tao; Liu, Langtao; Gan, Weijun",,"Bufe, Aaron (University of California System; University of California, Santa Barbara; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Bekaert, David P. S. (Jet Propulsion Lab); Hussain, Ekbal (University of Leeds); Bookhagen, Bodo (University of California, Santa Barbara; University of Potsdam); Burbank, Douglas W. (University of California System; University of California, Santa Barbara); Jobe, Jessica A. Thompson (University of California, Santa Barbara; The University of Texas at El Paso); Chen, Jie (China Earthquake Administration); Li, Tao (China Earthquake Administration; Sun Yat-sen University); Liu, Langtao (China Earthquake Administration; Hebei University of Engineering); Gan, Weijun (China Earthquake Administration)",11,9,,4.52,http://eprints.whiterose.ac.uk/119226/8/Bufe_et_al-2017-Geophysical_Research_Letters.pdf,https://app.dimensions.ai/details/publication/pub.1085736478,09 Engineering; 0909 Geomatic Engineering; 04 Earth Sciences; 0403 Geology,09 Engineering,0909 Geomatic Engineering,04 Earth Sciences,0403 Geology,
34,100,pub.1092124500,10.5194/tc-11-2329-2017,,,"Spatiotemporal patterns of High Mountain Asia's snowmelt season identified with an automated snowmelt detection algorithm, 1987–2016",The Cryosphere,,,2017-10-06,2017,11,5,2329-2343,All OA; Gold,Article,"Smith, Taylor; Bookhagen, Bodo; Rheinwalt, Aljoscha",,"Smith, Taylor (University of Potsdam); Bookhagen, Bodo (University of Potsdam); Rheinwalt, Aljoscha (University of Potsdam)",8,8,,2.63,https://www.the-cryosphere.net/11/2329/2017/tc-11-2329-2017.pdf,https://app.dimensions.ai/details/publication/pub.1092124500,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
35,100,pub.1086117576,10.1016/j.epsl.2017.06.001,,,"100 kyr fluvial cut-and-fill terrace cycles since the Middle Pleistocene in the southern Central Andes, NW Argentina",Earth and Planetary Science Letters,,,2017-09,2017,473,Geology 24 1996,141-153,Closed,Article,"Tofelde, Stefanie; Schildgen, Taylor F.; Savi, Sara; Pingel, Heiko; Wickert, Andrew D.; Bookhagen, Bodo; Wittmann, Hella; Alonso, Ricardo N.; Cottle, John; Strecker, Manfred R.","Tofelde, Stefanie","Tofelde, Stefanie (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Schildgen, Taylor F. (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Savi, Sara (University of Potsdam); Pingel, Heiko (University of Potsdam); Wickert, Andrew D. (University of Minnesota); Bookhagen, Bodo (University of Potsdam); Wittmann, Hella (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Alonso, Ricardo N. (National University of Salta); Cottle, John (University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam)",20,20,,7.11,,https://app.dimensions.ai/details/publication/pub.1086117576,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
36,100,pub.1033697444,10.1007/s00382-016-3414-y,,,The spatiotemporal variability of precipitation over the Himalaya: evaluation of one-year WRF model simulation,Climate Dynamics,,,2017-09,2017,49,5-6,2179-2204,"All OA; Green, Published",Article,"Norris, Jesse; Carvalho, Leila M. V.; Jones, Charles; Cannon, Forest; Bookhagen, Bodo; Palazzi, Elisa; Tahir, Adnan Ahmad","Norris, Jesse","Norris, Jesse (University of California, Santa Barbara); Carvalho, Leila M. V. (University of California, Santa Barbara); Jones, Charles (University of California, Santa Barbara); Cannon, Forest (University of California, Santa Barbara); Bookhagen, Bodo (University of Potsdam); Palazzi, Elisa (Institute of Atmospheric Sciences and Climate); Tahir, Adnan Ahmad (COMSATS University Islamabad)",18,13,,5.45,https://link.springer.com/content/pdf/10.1007/s00382-016-3414-y.pdf,https://app.dimensions.ai/details/publication/pub.1033697444,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
37,100,pub.1085860841,10.1016/j.isprsjprs.2017.05.011,,,"High-resolution digital elevation models from single-pass TanDEM-X interferometry over mountainous regions: A case study of Inylchek Glacier, Central Asia",ISPRS Journal of Photogrammetry and Remote Sensing,,,2017-08,2017,130,,108-121,"All OA; Green, Accepted & Submitted",Article,"Neelmeijer, Julia; Motagh; Bookhagen, Bodo","Neelmeijer, Julia","Neelmeijer, Julia (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; University of Potsdam); Motagh (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; University of Hannover); Bookhagen, Bodo (University of Potsdam)",13,12,,5.73,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:2295890:4/component/escidoc:2305900/2295890.pdf,https://app.dimensions.ai/details/publication/pub.1085860841,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
38,100,pub.1085460709,10.1002/2017jf004250,,,An automated knickzone selection algorithm (KZ‐Picker) to analyze transient landscapes: Calibration and validation,Journal of Geophysical Research Earth Surface,,,2017-06,2017,122,6,1236-1261,"All OA; Green, Published",Article,"Neely, A. B.; Bookhagen, B.; Burbank, D. W.",,"Neely, A. B. (University of California, Santa Barbara); Bookhagen, B. (University of Potsdam; University of California, Santa Barbara); Burbank, D. W. (University of California, Santa Barbara)",17,15,,5.59,https://escholarship.org/content/qt01k0d8p5/qt01k0d8p5.pdf?t=p2n5xb,https://app.dimensions.ai/details/publication/pub.1085460709,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
39,100,pub.1085145090,10.5194/tc-2017-67,,,"Spatio-temporal Patterns of High Mountain Asia's Snowmelt Season Identified with an Automated Snowmelt Detection Algorithm, 1987–2016",The Cryosphere Discussions,,,2017-05-04,2017,,,1-25,All OA; Gold,Article,"Smith, Taylor; Bookhagen, Bodo; Rheinwalt, Aljoscha",,"Smith, Taylor (University of Potsdam); Bookhagen, Bodo (University of Potsdam); Rheinwalt, Aljoscha (University of Potsdam)",0,0,,0,https://doi.org/10.5194/tc-2017-67,https://app.dimensions.ai/details/publication/pub.1085145090,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
40,100,pub.1085206745,10.1002/2016ef000514,,,Toward mountains without permanent snow and ice,Earth's Future,,,2017-05,2017,5,5,418-435,All OA; Gold,Article,"Huss, M.; Bookhagen, B.; Huggel, C.; Jacobsen, D.; Bradley, R.S.; Clague, J.J.; Vuille, M.; Buytaert, W.; Cayan, D.R.; Greenwood, G.; Mark, B.G.; Milner, A.M.; Weingartner, R.; Winder, M.",,"Huss, M. (University of Fribourg); Bookhagen, B. (University of Potsdam); Huggel, C. (University of Zurich); Jacobsen, D. (University of Copenhagen); Bradley, R.S. (University of Massachusetts Amherst); Clague, J.J. (Simon Fraser University); Vuille, M. (University at Albany, State University of New York); Buytaert, W. (Imperial College London); Cayan, D.R. (Scripps Institution of Oceanography); Greenwood, G. (University of Bern); Mark, B.G. (The Ohio State University); Milner, A.M. (University of Birmingham); Weingartner, R. (University of Bern); Winder, M. (Stockholm University)",76,69,,25,https://doi.org/10.1002/2016ef000514,https://app.dimensions.ai/details/publication/pub.1085206745,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
41,100,pub.1083810856,10.1109/tgrs.2017.2654516,,,"Hyperspectral and Lidar Intensity Data Fusion: A Framework for the Rigorous Correction of Illumination, Anisotropic Effects, and Cross Calibration",IEEE Transactions on Geoscience and Remote Sensing,,,2017-05,2017,55,5,2799-2810,"All OA; Green, Accepted & Submitted",Article,"Brell, Maximilian; Segl, Karl; Guanter, Luis; Bookhagen, Bodo",,"Brell, Maximilian (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Segl, Karl (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Guanter, Luis (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Bookhagen, Bodo (University of Potsdam)",14,11,,6.17,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:2829888:5/component/escidoc:2840891/2829888.pdf,https://app.dimensions.ai/details/publication/pub.1083810856,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
42,100,pub.1084839662,10.5194/esurf-5-211-2017,,,Validation of digital elevation models (DEMs) and comparison of geomorphic metrics on the southern Central Andean Plateau,Earth Surface Dynamics,,,2017-04-13,2017,5,2,211-237,All OA; Gold,Article,"Purinton, Benjamin; Bookhagen, Bodo",,"Purinton, Benjamin (University of Potsdam); Bookhagen, Bodo (University of Potsdam)",32,30,,14.1,https://www.earth-surf-dynam.net/5/211/2017/esurf-5-211-2017.pdf,https://app.dimensions.ai/details/publication/pub.1084839662,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
43,100,pub.1000109130,10.1002/2016jd026038,,,Effects of topographic smoothing on the simulation of winter precipitation in High Mountain Asia,Journal of Geophysical Research Atmospheres,,,2017-02-16,2017,122,3,1456-1474,"All OA; Green, Published",Article,"Cannon, Forest; Carvalho, Leila M. V.; Jones, Charles; Norris, Jesse; Bookhagen, Bodo; Kiladis, George N.",,"Cannon, Forest (University of California, Santa Barbara); Carvalho, Leila M. V. (University of California, Santa Barbara); Jones, Charles (University of California, Santa Barbara); Norris, Jesse (University of California, Santa Barbara); Bookhagen, Bodo (University of Potsdam); Kiladis, George N. (Earth System Research Laboratory)",11,9,,3.33,https://escholarship.org/content/qt3sc73873/qt3sc73873.pdf?t=ovgdc1,https://app.dimensions.ai/details/publication/pub.1000109130,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
44,100,pub.1083414235,10.5194/esurf-2017-4,,,Validation of digital elevation models (DEMs) and comparison of geomorphic metrics on the southern Central Andean Plateau,Earth Surface Dynamics Discussions,,,2017-02-01,2017,,,1-47,All OA; Gold,Article,"Purinton, Benjamin; Bookhagen, Bodo",,"Purinton, Benjamin (University of Potsdam); Bookhagen, Bodo (University of Potsdam)",0,0,,0,https://doi.org/10.5194/esurf-2017-4,https://app.dimensions.ai/details/publication/pub.1083414235,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
45,100,pub.1039910292,10.1007/s00382-016-3127-2,,,Rainfall variability and trends of the past six decades (1950–2014) in the subtropical NW Argentine Andes,Climate Dynamics,,,2017-02,2017,48,3-4,1049-1067,Closed,Article,"Castino, F.; Bookhagen, B.; Strecker, M. R.","Castino, F.","Castino, F. (University of Potsdam); Bookhagen, B. (University of Potsdam); Strecker, M. R. (University of Potsdam)",13,10,,3.94,,https://app.dimensions.ai/details/publication/pub.1039910292,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
46,200,pub.1099588775,10.1130/abs/2017am-303759,,,SPATIAL AND TEMPORAL PATTERNS OF ANTHROPOGENIC-DRIVEN EROSION CONTROLLED BY ROCK TYPE,Abstracts with programs (Geological Society of America),,,2017,2017,,,,Closed,Proceeding,"Bingham, Nina L.; Bookhagen, Bodo; Chadwick, Oliver A.",,"Bingham, Nina L. (); Bookhagen, Bodo (); Chadwick, Oliver A. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1099588775,,,,,,
47,200,pub.1086886594,10.1017/9781316335420.014,,,The Influence of Hydrology and Glaciology on Wetlands in the Himalayas,,Bird Migration Across the Himalayas,,2017,2017,,,175-188,Closed,Chapter,"Bookhagen, Bodo",,"Bookhagen, Bodo ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1086886594,,,,,,
48,100,pub.1037478417,10.1002/2016gl070868,,,River‐discharge dynamics in the Southern Central Andes and the 1976–77 global climate shift,Geophysical Research Letters,,,2016-11-28,2016,43,22,"11,679-11,687",Closed,Article,"Castino, F.; Bookhagen, B.; Strecker, M. R.",,"Castino, F. (University of Potsdam); Bookhagen, B. (University of Potsdam); Strecker, M. R. (University of Potsdam)",9,8,,2.22,,https://app.dimensions.ai/details/publication/pub.1037478417,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
49,100,pub.1035645898,10.1111/rec.12402,,,The effects of check dams and other erosion control structures on the restoration of Andean bofedal ecosystems,Restoration Ecology,,,2016-11,2016,24,6,761-772,"All OA; Green, Published",Article,"Hartman, Brett D.; Bookhagen, Bodo; Chadwick, Oliver A.",,"Hartman, Brett D. (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara; University of Potsdam); Chadwick, Oliver A. (University of California, Santa Barbara)",3,2,,0.98,https://escholarship.org/content/qt434806vm/qt434806vm.pdf?t=ooylx2,https://app.dimensions.ai/details/publication/pub.1035645898,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
50,100,pub.1030598682,10.1002/2015tc004002,,,"Holocene internal shortening within the northwest Sub‐Himalaya: Out‐of‐sequence faulting of the Jwalamukhi Thrust, India",Tectonics,,,2016-11,2016,35,11,2677-2697,All OA; Gold,Article,"Dey, Saptarshi; Thiede, Rasmus C.; Schildgen, Taylor F.; Wittmann, Hella; Bookhagen, Bodo; Scherler, Dirk; Strecker, Manfred R.",,"Dey, Saptarshi (University of Potsdam); Thiede, Rasmus C. (University of Potsdam); Schildgen, Taylor F. (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Wittmann, Hella (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Bookhagen, Bodo (University of Potsdam); Scherler, Dirk (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; Free University of Berlin); Strecker, Manfred R. (University of Potsdam)",6,4,,1.61,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015TC004002,https://app.dimensions.ai/details/publication/pub.1030598682,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
51,100,pub.1023291036,10.1016/j.epsl.2016.07.008,,,"Climatic and geomorphic drivers of plant organic matter transport in the Arun River, E Nepal",Earth and Planetary Science Letters,,,2016-10,2016,452,Nat. Geosci. 5 2012,104-114,All OA; Gold,Article,"Hoffmann, Bernd; Feakins, Sarah J.; Bookhagen, Bodo; Olen, Stephanie M.; Adhikari, Danda P.; Mainali, Janardan; Sachse, Dirk","Hoffmann, Bernd","Hoffmann, Bernd (University of Potsdam); Feakins, Sarah J. (University of Southern California); Bookhagen, Bodo (University of Potsdam); Olen, Stephanie M. (University of Potsdam); Adhikari, Danda P. (Tribhuvan University); Mainali, Janardan (University of North Carolina Wilmington); Sachse, Dirk (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences)",6,5,,1.42,https://manuscript.elsevier.com/S0012821X16303569/pdf/S0012821X16303569.pdf,https://app.dimensions.ai/details/publication/pub.1023291036,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0402 Geochemistry,,
52,100,pub.1052683131,10.1016/j.epsl.2016.06.013,,,"Decoupling of modern shortening rates, climate, and topography in the Caucasus",Earth and Planetary Science Letters,,,2016-09,2016,449,Am. J. Sci. 268 1970,282-294,All OA; Gold,Article,"Forte, Adam M.; Whipple, Kelin X.; Bookhagen, Bodo; Rossi, Matthew W.","Forte, Adam M.","Forte, Adam M. (Arizona State University); Whipple, Kelin X. (Arizona State University); Bookhagen, Bodo (University of Potsdam); Rossi, Matthew W. (Northwestern University)",11,7,,2.95,https://manuscript.elsevier.com/S0012821X16303004/pdf/S0012821X16303004.pdf,https://app.dimensions.ai/details/publication/pub.1052683131,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
53,100,pub.1016959659,10.1016/j.epsl.2016.05.050,,,"Climate-driven sediment aggradation and incision since the late Pleistocene in the NW Himalaya, India",Earth and Planetary Science Letters,,,2016-09,2016,449,Geology 24 1996,321-331,Closed,Article,"Dey, Saptarshi; Thiede, Rasmus C.; Schildgen, Taylor F.; Wittmann, Hella; Bookhagen, Bodo; Scherler, Dirk; Jain, Vikrant; Strecker, Manfred R.","Dey, Saptarshi","Dey, Saptarshi (University of Potsdam); Thiede, Rasmus C. (University of Potsdam); Schildgen, Taylor F. (University of Potsdam); Wittmann, Hella (); Bookhagen, Bodo (University of Potsdam); Scherler, Dirk (); Jain, Vikrant (); Strecker, Manfred R. (University of Potsdam)",15,10,,3.86,,https://app.dimensions.ai/details/publication/pub.1016959659,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
54,100,pub.1033265798,10.1016/j.rse.2016.03.037,,,Assessing uncertainty and sensor biases in passive microwave data across High Mountain Asia,Remote Sensing of Environment,,,2016-08,2016,181,Journal of Hydrology 268 2002,174-185,Closed,Article,"Smith, Taylor; Bookhagen, Bodo","Smith, Taylor","Smith, Taylor (University of Potsdam); Bookhagen, Bodo (University of Potsdam)",14,8,,4.14,,https://app.dimensions.ai/details/publication/pub.1033265798,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
55,100,pub.1043515879,10.1016/j.epsl.2016.03.047,,,Role of climate and vegetation density in modulating denudation rates in the Himalaya,Earth and Planetary Science Letters,,,2016-07,2016,445,"Spec. Pap., Geol. Soc. Am. 398 2006",57-67,Closed,Article,"Olen, Stephanie M.; Bookhagen, Bodo; Strecker, Manfred R.","Olen, Stephanie M.","Olen, Stephanie M. (University of Potsdam); Bookhagen, Bodo (University of Potsdam); Strecker, Manfred R. (University of Potsdam)",22,11,,5.43,,https://app.dimensions.ai/details/publication/pub.1043515879,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
56,100,pub.1061614229,10.1109/tgrs.2016.2518930,,,Improving Sensor Fusion: A Parametric Method for the Geometric Coalignment of Airborne Hyperspectral and Lidar Data,IEEE Transactions on Geoscience and Remote Sensing,,,2016-06,2016,54,6,3460-3474,"All OA; Green, Accepted & Submitted",Article,"Brell, Maximilian; Rogass, Christian; Segl, Karl; Bookhagen, Bodo; Guanter, Luis",,"Brell, Maximilian (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; TU Dresden); Rogass, Christian (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; TU Dresden); Segl, Karl (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; Karlsruhe Institute of Technology); Bookhagen, Bodo (University of Potsdam); Guanter, Luis (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences)",10,7,,3.5,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:1480936:7/component/escidoc:1612892/1480936.pdf,https://app.dimensions.ai/details/publication/pub.1061614229,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
57,100,pub.1016534007,10.1002/2016gl068392,,,Tipping elements of the Indian monsoon: Prediction of onset and withdrawal,Geophysical Research Letters,,,2016-04-28,2016,43,8,3982-3990,All OA; Gold,Article,"Stolbova, Veronika; Surovyatkina, Elena; Bookhagen, Bodo; Kurths, Jürgen",,"Stolbova, Veronika (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin; Institute of Applied Physics; University of Zurich); Surovyatkina, Elena (Potsdam Institute for Climate Impact Research; Space Research Institute); Bookhagen, Bodo (University of Potsdam; University of California, Santa Barbara); Kurths, Jürgen (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin; Institute of Applied Physics; University of Aberdeen)",24,16,,4.89,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2016GL068392,https://app.dimensions.ai/details/publication/pub.1016534007,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
58,400,pub.1010568170,10.1002/2016gl067841,27909349,PMC5125774,Spatiotemporal patterns and trends of Indian monsoonal rainfall extremes,Geophysical Research Letters,,,2016-02-28,2016,43,4,1710-1717,"All OA; Green, Accepted & Submitted",Article,"Malik, Nishant; Bookhagen, Bodo; Mucha, Peter J.",,"Malik, Nishant (University of North Carolina at Chapel Hill; Dartmouth College); Bookhagen, Bodo (University of Potsdam); Mucha, Peter J. (University of North Carolina at Chapel Hill)",23,17,0.14,4.69,http://europepmc.org/articles/pmc5125774?pdf=render,https://app.dimensions.ai/details/publication/pub.1010568170,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
59,100,pub.1050216650,10.1002/2015jf003607,,,Landscape response to late Pleistocene climate change in NW Argentina: Sediment flux modulated by basin geometry and connectivity,Journal of Geophysical Research Earth Surface,,,2016-02,2016,121,2,392-414,All OA; Gold,Article,"Schildgen, Taylor F.; Robinson, Ruth A. J.; Savi, Sara; Phillips, William M.; Spencer, Joel Q. G.; Bookhagen, Bodo; Scherler, Dirk; Tofelde, Stefanie; Alonso, Ricardo N.; Kubik, Peter W.; Binnie, Steven A.; Strecker, Manfred R.",,"Schildgen, Taylor F. (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Robinson, Ruth A. J. (University of St Andrews); Savi, Sara (University of Potsdam); Phillips, William M. (University of Idaho); Spencer, Joel Q. G. (Kansas State University); Bookhagen, Bodo (University of Potsdam); Scherler, Dirk (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; Free University of Berlin); Tofelde, Stefanie (University of Potsdam); Alonso, Ricardo N. (National University of Salta); Kubik, Peter W. (); Binnie, Steven A. (University of Cologne); Strecker, Manfred R. (University of Potsdam)",23,15,,5.91,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015JF003607,https://app.dimensions.ai/details/publication/pub.1050216650,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
60,100,pub.1015861819,10.1016/j.advwatres.2015.12.004,,,"Differentiating between rain, snow, and glacier contributions to river discharge in the western Himalaya using remote-sensing data and distributed hydrological modeling",Advances in Water Resources,,,2016-02,2016,88,J Hydrol 355 1-4 2008,152-169,"All OA; Green, Accepted & Submitted",Article,"Wulf, Hendrik; Bookhagen, Bodo; Scherler, Dirk","Wulf, Hendrik","Wulf, Hendrik (University of Potsdam); Bookhagen, Bodo (University of Potsdam; University of California, Santa Barbara); Scherler, Dirk (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences; Free University of Berlin)",26,17,,9.1,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:1416067:5/component/escidoc:1443896/1416067.pdf,https://app.dimensions.ai/details/publication/pub.1015861819,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
61,100,pub.1006264582,10.1007/s00382-015-2601-6,,,Spatiotemporal characteristics and synchronization of extreme rainfall in South America with focus on the Andes Mountain range,Climate Dynamics,,,2016-01,2016,46,1-2,601-617,Closed,Article,"Boers, Niklas; Bookhagen, Bodo; Marwan, Norbert; Kurths, Jürgen","Boers, Niklas","Boers, Niklas (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin); Bookhagen, Bodo (University of Potsdam); Marwan, Norbert (Potsdam Institute for Climate Impact Research); Kurths, Jürgen (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin; N. I. Lobachevsky State University of Nizhny Novgorod; University of Aberdeen)",22,13,,5.43,,https://app.dimensions.ai/details/publication/pub.1006264582,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
62,200,pub.1108096276,10.1130/abs/2016am-286399,,,STABLE VS. EVOLVING HILLSLOPES: SETTING THE GEOMORPHIC STAGE FOR INTERPRETING SOILS,Abstracts with programs (Geological Society of America),,,2016,2016,,,,Closed,Proceeding,"Bingham, Nina L.; Chadwick, Oliver A.; Bookhagen, Bodo",,"Bingham, Nina L. (); Chadwick, Oliver A. (); Bookhagen, Bodo ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1108096276,,,,,,
63,100,pub.1034290318,10.1007/978-3-319-21650-8_11,,,Glaciers and Monsoon Systems,Springer Climate,The Monsoons and Climate Change,,2016,2016,,,225-249,Closed,Chapter,"Bookhagen, Bodo","Bookhagen, Bodo","Bookhagen, Bodo (University of Potsdam)",1,0,,0.25,,https://app.dimensions.ai/details/publication/pub.1034290318,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
64,100,pub.1044782218,10.1130/l444.1,,,Along-strike changes in Himalayan thrust geometry: Topographic and tectonic discontinuities in western Nepal,Литосфера,,,2015-10,2015,7,5,511-518,All OA; Gold,Article,"Harvey, Jonathan E.; Burbank, Douglas W.; Bookhagen, Bodo",,"Harvey, Jonathan E. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Bookhagen, Bodo (University of Potsdam)",29,17,,5.95,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/7/5/511/3045347/511.pdf,https://app.dimensions.ai/details/publication/pub.1044782218,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
65,100,pub.1025780924,10.1175/jcli-d-15-0137.1,,,Propagation of Strong Rainfall Events from Southeastern South America to the Central Andes,Journal of Climate,,,2015-10,2015,28,19,7641-7658,Closed,Article,"Boers, Niklas; Barbosa, Henrique M. J.; Bookhagen, Bodo; Marengo, José A.; Marwan, Norbert; Kurths, Jürgen",,"Boers, Niklas (); Barbosa, Henrique M. J. (); Bookhagen, Bodo (); Marengo, José A. (); Marwan, Norbert (); Kurths, Jürgen ()",9,5,,1.35,,https://app.dimensions.ai/details/publication/pub.1025780924,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
