,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Phillip B Gans. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
39,200,pub.1088802974,10.1130/0-8137-2360-4.111,,,"Deformation and exhumation of the Mount Igikpak region, central Brooks Range, Alaska",,Tectonic Evolution of the Bering Shelf-Chukchi Sea-Artic Margin and Adjacent Landmasses,,2002,2002,,,,Closed,Chapter,"Toro, J.; Gans, P.B.; McClelland, William C.; Dumitru, Trevor A.",,"Toro, J. (); Gans, P.B. (); McClelland, William C. (); Dumitru, Trevor A. ()",17,6,,,,https://app.dimensions.ai/details/publication/pub.1088802974,,,,,,
40,100,pub.1039717132,10.1007/s007100170010,,,New constraints on the pyroclastic eruptive history of the Campanian volcanic Plain (Italy),Mineralogy and Petrology,,,2001-11,2001,73,1,47-65,Closed,Article,"De Vivo, B.; Rolandi, G.; Gans, P. B.; Calvert, A.; Bohrson, W. A.; Spera, F. J.; Belkin, H. E.",,"De Vivo, B. (University of Naples Federico II); Rolandi, G. (University of Naples Federico II); Gans, P. B. (University of California, Santa Barbara); Calvert, A. (University of California, Santa Barbara); Bohrson, W. A. (Central Washington University); Spera, F. J. (University of California, Santa Barbara); Belkin, H. E. (United States Geological Survey)",470,86,,47.46,,https://app.dimensions.ai/details/publication/pub.1039717132,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
41,100,pub.1046894136,10.1130/0091-7613(2001)029<0475:reeitr>2.0.co;2,,,"Rapid Eocene extension in the Robinson district, White Pine County, Nevada: Constraints from 40Ar/39Ar dating",Geology,,,2001,2001,29,6,475-478,Closed,Article,"Gans, Phillip B.; Seedorff, Eric; Fahey, Patrick L.; Hasler, Richard W.; Maher, David J.; Jeanne, Richard A.; Shaver, Stephen A.",,"Gans, Phillip B. (University of California, Santa Barbara); Seedorff, Eric (); Fahey, Patrick L. (); Hasler, Richard W. (); Maher, David J. (); Jeanne, Richard A. (); Shaver, Stephen A. (Sewanee: The University of the South)",19,2,,1.92,,https://app.dimensions.ai/details/publication/pub.1046894136,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
42,100,pub.1053311582,10.1029/1999tc001147,,,"Evolution of the Kangmar Dome, southern Tibet: Structural, petrologic, and thermochronologic constraints",Tectonics,,,2000-10,2000,19,5,872-895,All OA; Gold,Article,"Lee, Jeffrey; Hacker, Bradley R.; Dinklage, William S.; Wang, Yu; Gans, Phillip; Calvert, Andrew; Wan, JingLin; Chen, Wenji; Blythe, Ann E.; McClelland, William",,"Lee, Jeffrey (); Hacker, Bradley R. (); Dinklage, William S. (); Wang, Yu (); Gans, Phillip (); Calvert, Andrew (); Wan, JingLin (); Chen, Wenji (); Blythe, Ann E. (); McClelland, William ()",174,21,,16.4,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/1999TC001147,https://app.dimensions.ai/details/publication/pub.1053311582,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
43,100,pub.1006570017,10.1130/0016-7606(1999)111<0886:rmsots>2.3.co;2,,,"Rapid Miocene slip on the Snake Range–Deep Creek Range fault system, east-central Nevada",Geological Society of America Bulletin,,,1999-06,1999,111,6,886-905,Closed,Article,"Miller, Elizabeth L.; Dumitru, Trevor A.; Brown, Roderick W.; Gans, Phillip B.",,"Miller, Elizabeth L. (Stanford University); Dumitru, Trevor A. (Stanford University); Brown, Roderick W. (La Trobe University); Gans, Phillip B. (University of California, Santa Barbara)",87,4,,,,https://app.dimensions.ai/details/publication/pub.1006570017,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
44,100,pub.1012997300,10.1144/gsl.sp.1999.154.01.09,,,"Diapiric ascent and cooling of a sillimanite gneiss dome revealed by 40Ar/39Ar thermochronology: the Kigluaik Mountains, Seward Peninsula, Alaska",Geological Society London Special Publications,,,1999,1999,154,1,205-232,Closed,Article,"Calvert, Andrew T.; Gans, Phillip B.; Amato, Jeffrey M.",,"Calvert, Andrew T. (University of California, Santa Barbara); Gans, Phillip B. (University of California, Santa Barbara); Amato, Jeffrey M. (University of Wisconsin–Madison)",18,0,,,,https://app.dimensions.ai/details/publication/pub.1012997300,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
45,100,pub.1010499355,10.1016/s0025-3227(98)00007-3,,,"Basement geology from Three Kings Ridge to West Norfolk Ridge, southwest Pacific Ocean: evidence from petrology, geochemistry and isotopic dating of dredge samples",Marine Geology,,,1998-07,1998,148,3-4,135-162,Closed,Article,"Mortimer, N.; Herzer, R.H.; Gans, P.B.; Parkinson, D.L.; Seward, D.","Mortimer, N.","Mortimer, N. (GNS Science); Herzer, R.H. (GNS Science); Gans, P.B. (University of California, Santa Barbara); Parkinson, D.L. (University of California, Santa Barbara); Seward, D. (Swiss Federal Institute of Technology in Zurich)",81,9,,,,https://app.dimensions.ai/details/publication/pub.1010499355,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
46,400,pub.1062559158,10.1126/science.279.5347.66,9417024,,"Suppression of Volcanism During Rapid Extension in the Basin and Range Province, United States",Science,,,1998-01-02,1998,279,5347,66-68,Closed,Article,"Gans, P. B.; Bohrson, W. A.",,"Gans, P. B. (University of California, Santa Barbara); Bohrson, W. A. (University of California, Santa Barbara)",76,5,0,,,https://app.dimensions.ai/details/publication/pub.1062559158,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
47,100,pub.1044237178,10.1029/95tc00206,,,"Cretaceous to Recent extension in the Bering Strait region, Alaska",Tectonics,,,1995-06,1995,14,3,549-563,Closed,Article,"Dumitru, Trevor A.; Miller, Elizabeth L.; O'Sullivan, Paul B.; Amato, Jeffrey M.; Hannula, Kimberly A.; Calvert, Andrew T.; Gans, Phillip B.",,"Dumitru, Trevor A. (); Miller, Elizabeth L. (); O'Sullivan, Paul B. (); Amato, Jeffrey M. (); Hannula, Kimberly A. (); Calvert, Andrew T. (); Gans, Phillip B. ()",39,4,,,,https://app.dimensions.ai/details/publication/pub.1044237178,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
48,100,pub.1005231006,10.1130/0016-7606(1995)107<0474:tcocva>2.3.co;2,,,"The chronology of Cenozoic volcanism and deformation in the Yerington area, western Basin and Range and Walker Lane",Geological Society of America Bulletin,,,1995,1995,107,4,474-486,Closed,Article,"Dilles, John H.; Gans, Phillip B.",,"Dilles, John H. (Oregon State University); Gans, Phillip B. (University of California, Santa Barbara)",61,4,,,,https://app.dimensions.ai/details/publication/pub.1005231006,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
49,100,pub.1024893338,10.1029/93tc03320,,,"Magmatically induced metamorphism and deformation in the Kigluaik gneiss dome, Seward Peninsula, Alaska",Tectonics,,,1994-06,1994,13,3,515-527,Closed,Article,"Amato, Jeffrey M.; Wright, James E.; Gans, Phillip B.; Miller, Elizabeth L.",,"Amato, Jeffrey M. (); Wright, James E. (); Gans, Phillip B. (); Miller, Elizabeth L. ()",42,6,,,,https://app.dimensions.ai/details/publication/pub.1024893338,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
50,100,pub.1027763145,10.1130/0091-7613(1991)019<1145:rotwcl>2.3.co;2,,,Refrigeration of the western Cordilleran lithosphere during Laramide shallow-angle subduction,Geology,,,1991,1991,19,11,1145-1148,Closed,Article,"Dumitru, Trevor A.; Gans, Phillip B.; Foster, David A.; Miller, Elizabeth L.",,"Dumitru, Trevor A. (Stanford University); Gans, Phillip B. (Stanford University); Foster, David A. (La Trobe University); Miller, Elizabeth L. (Stanford University)",105,12,,,,https://app.dimensions.ai/details/publication/pub.1027763145,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
51,200,pub.1021013593,10.1130/0091-7613(1990)018<0576:carocc>2.3.co;2,,,"Comment and Reply on Cretaceous crustal structure and metamorphism in the hinterland of the Sevier thrust belt, western U.S. Cordillera",Geology,,,1990,1990,18,6,576-578,Closed,Article,"Nelson, Robert B.; Miller, Elizabeth L.; Gans, Phillip B.",,"Nelson, Robert B. (University of Nebraska–Lincoln); Miller, Elizabeth L. (Stanford University); Gans, Phillip B. (Stanford University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1021013593,04 Earth Sciences,04 Earth Sciences,,,,
52,100,pub.1047931863,10.1029/jb094ib02p01827,,,Paleomagnetism of the Oligocene Kalamazoo Tuff: Implications for middle Tertiary extension in east central Nevada,Journal of Geophysical Research,,,1989,1989,94,B2,1827-1842,Closed,Article,"Hagstrum, Jonathan T.; Gans, Phillip B.",,"Hagstrum, Jonathan T. (); Gans, Phillip B. ()",32,0,,,,https://app.dimensions.ai/details/publication/pub.1047931863,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
53,100,pub.1017772309,10.1130/0091-7613(1989)017<0059:ccsami>2.3.co;2,,,"Cretaceous crustal structure and metamorphism in the hinterland of the Sevier thrust belt, western U.S. Cordillera",Geology,,,1989,1989,17,1,59-62,Closed,Article,"Miller, Elizabeth L.; Gans, Phillip B.",,"Miller, Elizabeth L. (Stanford University); Gans, Phillip B. (Stanford University)",64,1,,,,https://app.dimensions.ai/details/publication/pub.1017772309,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
54,100,pub.1037736384,10.1029/tc006i001p00001,,,"An open‐system, two‐layer crustal stretching model for the Eastern Great Basin",Tectonics,,,1987-02,1987,6,1,1-12,Closed,Article,"Gans, Phillip B.",,"Gans, Phillip B. ()",244,5,,,,https://app.dimensions.ai/details/publication/pub.1037736384,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
55,200,pub.1090070315,10.1130/0-8137-5401-1.77,,,"The Snake Range décollement, eastern Nevada",,Cordilleran Section of the Geological Society of America,,1987,1987,,,77-82,Closed,Chapter,"Miller, Elizabeth L.; Gans, Phillip B.; Lee, Jeffrey",,"Miller, Elizabeth L. (); Gans, Phillip B. (); Lee, Jeffrey ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1090070315,,,,,,
56,200,pub.1043289760,10.1029/tc004i004p00411,,,Comment on “The Snake Range Decollement interpreted as a major extensional shear zone” by John. M. Bartley and Brian P. Wernicke,Tectonics,,,1985-06,1985,4,4,411-415,All OA; Gold,Article,"Gans, Phillip B.; Miller, Elizabeth L.",,"Gans, Phillip B. (); Miller, Elizabeth L. ()",7,0,,,http://onlinelibrary.wiley.com/doi/10.1029/TC004i004p00411/pdf,https://app.dimensions.ai/details/publication/pub.1043289760,0403 Geology; 04 Earth Sciences; 0404 Geophysics,0403 Geology,04 Earth Sciences,0404 Geophysics,,
57,100,pub.1051871402,10.1130/0091-7613(1985)13<189:tefaed>2.0.co;2,,,Tertiary extensional faulting and evolving ductile-brittle transition zones in the northern Snake Range and vicinity: New insights from seismic data,Geology,,,1985,1985,13,3,189-193,Closed,Article,"Gans, P. B.; Miller, E. L.; McCarthy, J.; Ouldcott, M. L.",,"Gans, P. B. (Stanford University); Miller, E. L. (Stanford University); McCarthy, J. (Stanford University); Ouldcott, M. L. ()",93,3,,,,https://app.dimensions.ai/details/publication/pub.1051871402,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
58,100,pub.1001621192,10.1029/tc002i003p00239,,,The Snake Range Décollement: An exhumed Mid‐Tertiary ductile‐brittle transition,Tectonics,,,1983-06,1983,2,3,239-263,Closed,Article,"Miller, Elizabeth L.; Gans, Phillip B.; Garing, John",,"Miller, Elizabeth L. (); Gans, Phillip B. (); Garing, John ()",212,9,,,,https://app.dimensions.ai/details/publication/pub.1001621192,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
