,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jordan F Clark. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
33,100,pub.1025099892,10.1016/j.marpetgeo.2004.08.006,,,"The spatial scales, distribution, and intensity of natural marine hydrocarbon seeps near Coal Oil Point, California",Marine and Petroleum Geology,,,2005-04,2005,22,4,569-578,"All OA; Green, Accepted & Submitted",Article,"Washburn, Libe; Clark, Jordan F.; Kyriakidis, Phaedon","Washburn, Libe","Washburn, Libe (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Kyriakidis, Phaedon (University of California, Santa Barbara)",29,2,,3.2,https://escholarship.org/content/qt2nk6k83v/qt2nk6k83v.pdf?t=krnrtn,https://app.dimensions.ai/details/publication/pub.1025099892,0403 Geology; 04 Earth Sciences; 0404 Geophysics,0403 Geology,04 Earth Sciences,0404 Geophysics,,
34,100,pub.1005808276,10.1029/2003wr002805,,,"Old groundwater influence on stream hydrochemistry and catchment response times in a small Sierra Nevada catchment: Sagehen Creek, California",Water Resources Research,,,2005-02,2005,41,2,,"All OA; Green, Published",Article,"Rademacher, Laura K.; Clark, Jordan F.; Clow, David W.; Hudson, G. Bryant",,"Rademacher, Laura K. (California State University Los Angeles); Clark, Jordan F. (University of California, Santa Barbara); Clow, David W. (United States Geological Survey); Hudson, G. Bryant (Lawrence Livermore National Laboratory)",42,6,,8.12,https://escholarship.org/content/qt67k987pr/qt67k987pr.pdf?t=o1ytqj,https://app.dimensions.ai/details/publication/pub.1005808276,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
35,100,pub.1007161923,10.1007/s00254-004-1091-3,,,Transient discharges from marine hydrocarbon seeps: spatial and temporal variability,Environmental Earth Sciences,,,2004-11,2004,46,8,1038-1052,Closed,Article,"Leifer, I.; Boles, J. R.; Luyendyk, B. P.; Clark, J. F.","Leifer, I.","Leifer, I. (University of California, Santa Barbara); Boles, J. R. (University of California, Santa Barbara); Luyendyk, B. P. (University of California, Santa Barbara); Clark, J. F. (University of California, Santa Barbara)",55,4,,6.46,,https://app.dimensions.ai/details/publication/pub.1007161923,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
36,400,pub.1025607688,10.1111/j.1745-6584.2004.tb02665.x,15035582,,"Geochemical Imaging of Flow Near an Artificial Recharge Facility, Orange County, California",Ground Water,,"California; Environmental Monitoring; Gases; Geological Phenomena; Geology; Models, Theoretical; Water; Water Movements; Water Supply",2004-03,2004,42,2,167-174,"All OA; Green, Published",Article,"Clark, Jordan F.; Hudson, G. Bryant; Davisson, M. Lee; Woodside, Greg; Herndon, Roy",,"Clark, Jordan F. (University of California, Santa Barbara); Hudson, G. Bryant (); Davisson, M. Lee (Lawrence Livermore National Laboratory); Woodside, Greg (); Herndon, Roy ()",47,3,0.42,4.51,https://escholarship.org/content/qt0vx7c9r4/qt0vx7c9r4.pdf?t=o1ytrr,https://app.dimensions.ai/details/publication/pub.1025607688,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
37,100,pub.1038554283,10.1007/s00367-003-0137-y,,,Compositional changes in natural gas bubble plumes: observations from the Coal Oil Point marine hydrocarbon seep field,Geo-Marine Letters,,,2003-12,2003,23,3-4,187-193,"All OA; Green, Accepted & Submitted",Article,"Clark, Jordan F.; Leifer, Ira; Washburn, Libe; Luyendyk, Bruce P.","Clark, Jordan F.","Clark, Jordan F. (University of California, Santa Barbara); Leifer, Ira (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Luyendyk, Bruce P. (University of California, Santa Barbara)",32,1,,2.34,https://escholarship.org/content/qt5j26g0h4/qt5j26g0h4.pdf?t=o1ytsu,https://app.dimensions.ai/details/publication/pub.1038554283,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
38,100,pub.1086072302,10.1007/s00254-002-0681-1,,,Noble gas loss may indicate groundwater flow across flow barriers in southern Nevada,Environmental Earth Sciences,,,2003-02,2003,43,5,568-579,Closed,Article,"Thomas, James M.; Hudson, Bryant G.; Stute, Martin; Clark, Jordan F.",,"Thomas, James M. (); Hudson, Bryant G. (Lawrence Livermore National Laboratory); Stute, Martin (Lamont-Doherty Earth Observatory); Clark, Jordan F. (University of California, Santa Barbara)",12,2,,1.12,,https://app.dimensions.ai/details/publication/pub.1086072302,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
39,100,pub.1085981969,10.1007/s00254-002-0680-2,,,"Groundwater residence times and flow paths in fractured rock determined using environmental tracers in the Mission Tunnel; Santa Barbara County, California, USA",Environmental Earth Sciences,,,2003-02,2003,43,5,557-567,Closed,Article,"Rademacher, Laura K.; Clark, Jordan F.; Boles, James R.",,"Rademacher, Laura K. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Boles, James R. (University of California, Santa Barbara)",18,3,,1.68,,https://app.dimensions.ai/details/publication/pub.1085981969,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
40,100,pub.1016629047,10.1029/2003eo370007,,,Identifying future directions for subsurface hydrocarbon migration research,Eos,,,2003,2003,84,37,364-371,All OA; Gold,Article,"Leifer, I.; Clark, J. F.; Luyendyk, B.; Valentine, D.",,"Leifer, I. (University of California, Santa Barbara); Clark, J. F. (University of California, Santa Barbara); Luyendyk, B. (University of California, Santa Barbara); Valentine, D. (University of California, Santa Barbara)",2,1,,0.15,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003EO370007,https://app.dimensions.ai/details/publication/pub.1016629047,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
41,100,pub.1046962679,10.1016/s0016-7037(01)00804-3,,,"A paleotemperature record derived from dissolved noble gases in groundwater of the Aquia Aquifer (Maryland, USA)",Geochimica et Cosmochimica Acta,,,2002-03,2002,66,5,797-817,"All OA; Green, Published",Article,"Aeschbach-Hertig, Werner; Stute, Martin; Clark, Jordan F; Reuter, Robert F; Schlosser, Peter","Aeschbach-Hertig, Werner","Aeschbach-Hertig, Werner (Lamont-Doherty Earth Observatory; Swiss Federal Institute of Technology in Zurich); Stute, Martin (Lamont-Doherty Earth Observatory; Barnard College); Clark, Jordan F (University of California, Santa Barbara); Reuter, Robert F (University of Maryland, College Park); Schlosser, Peter (Lamont-Doherty Earth Observatory; Columbia University)",95,12,,9.09,https://escholarship.org/content/qt4k48q3zs/qt4k48q3zs.pdf?t=o1ytu6,https://app.dimensions.ai/details/publication/pub.1046962679,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
42,100,pub.1044689994,10.1130/0091-7613(2002)030<0139:tcisic>2.0.co;2,,,Temporal changes in stable isotope composition of spring waters: Implications for recent changes in climate and atmospheric circulation,Geology,,,2002,2002,30,2,139-142,Closed,Article,"Rademacher, L.K.; Clark, J.F.; Hudson, G.B.",,"Rademacher, L.K. (University of California, Santa Barbara); Clark, J.F. (University of California, Santa Barbara); Hudson, G.B. (Lawrence Livermore National Laboratory)",16,2,,1.63,,https://app.dimensions.ai/details/publication/pub.1044689994,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
43,100,pub.1038206498,10.1029/2000jc000774,,,"Temporal variation in natural methane seep rate due to tides, Coal Oil Point area, California",Journal of Geophysical Research,,,2001-11-15,2001,106,C11,27077-27086,All OA; Gold,Article,"Boles, J. R.; Clark, J. F.; Leifer, I.; Washburn, L.",,"Boles, J. R. (); Clark, J. F. (); Leifer, I. (); Washburn, L. ()",84,10,,15.58,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000JC000774,https://app.dimensions.ai/details/publication/pub.1038206498,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
44,100,pub.1036629192,10.1016/s0009-2541(01)00314-x,,,"Chemical evolution of shallow groundwater as recorded by springs, Sagehen basin; Nevada County, California",Chemical Geology,,,2001-09,2001,179,1-4,37-51,"All OA; Green, Published",Article,"Rademacher, Laura K; Clark, Jordan F; Hudson, G.Bryant; Erman, Don C; Erman, Nancy A","Rademacher, Laura K","Rademacher, Laura K (University of California, Santa Barbara); Clark, Jordan F (University of California, Santa Barbara); Hudson, G.Bryant (Lawrence Livermore National Laboratory); Erman, Don C (University of California, Davis); Erman, Nancy A (University of California, Davis)",63,10,,6.59,https://escholarship.org/content/qt6fv6t4cr/qt6fv6t4cr.pdf?t=o1ytzi,https://app.dimensions.ai/details/publication/pub.1036629192,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
45,200,pub.1057579243,10.1061/(asce)0733-9372(2001)127:2(171),,,Large-Scale Tracing of Ground Water with Sulfur Hexafluoride,Journal of Environmental Engineering,,,2001-02,2001,127,2,171-174,"All OA; Green, Accepted & Submitted",Article,"Gamlin, Jeff D.; Clark, Jordan F.; Woodside, Greg; Herndon, Roy",,"Gamlin, Jeff D. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Woodside, Greg (University of California, Santa Barbara); Herndon, Roy (University of California, Santa Barbara)",18,0,,2.64,https://escholarship.org/content/qt8368r1qm/qt8368r1qm.pdf?t=o1yu0r,https://app.dimensions.ai/details/publication/pub.1057579243,0905 Civil Engineering; 09 Engineering; 0904 Chemical Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0904 Chemical Engineering,0907 Environmental Engineering,
46,100,pub.1043621933,10.4319/lo.2001.46.1.0189,,,Quantifying the flux of hydrothermal fluids into Mono Lake by use of helium isotopes,Limnology and Oceanography,,,2001-01,2001,46,1,189-196,All OA; Gold,Article,"Clark, Jordan F.; Hudson, G. Bryant",,"Clark, Jordan F. (University of California, Santa Barbara); Hudson, G. Bryant (Lawrence Livermore National Laboratory)",12,0,,0.97,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2001.46.1.0189,https://app.dimensions.ai/details/publication/pub.1043621933,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
47,100,pub.1009700432,10.1029/2000gl011619,,,Modifications of the local environment by natural marine hydrocarbon seeps,Geophysical Research Letters,,,2000-11-15,2000,27,22,3711-3714,All OA; Gold,Article,"Leifer, Ira; Clark, Jordan F.; Chen, Robert F.",,"Leifer, Ira (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Chen, Robert F. (University of Massachusetts Boston)",63,4,,11.6,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2000GL011619,https://app.dimensions.ai/details/publication/pub.1009700432,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
48,100,pub.1015107557,10.1029/2000jc000259,,,Dissolved hydrocarbon flux from natural marine seeps to the southern California Bight,Journal of Geophysical Research,,,2000-05-15,2000,105,C5,11509-11522,"All OA; Green, Accepted & Submitted",Article,"Clark, Jordan F.; Washburn, Libe; Hornafius, J. Scott; Luyendyk, Bruce P.",,"Clark, Jordan F. (); Washburn, Libe (); Hornafius, J. Scott (); Luyendyk, Bruce P. ()",61,2,,3.78,https://escholarship.org/content/qt8jz3q08s/qt8jz3q08s.pdf?t=o1yu4e,https://app.dimensions.ai/details/publication/pub.1015107557,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
49,100,pub.1038786720,10.1006/qres.1999.2113,,,Late-Quaternary Recharge Determined from Chloride in Shallow Groundwater in the Central Great Plains,Quaternary Research,,,2000-03,2000,53,2,167-174,"All OA; Green, Published",Article,"Macfarlane, P. Allen; Clark, Jordan F.; Davisson, M. Lee; Hudson, G. Bryant; Whittemore, Donald O.",,"Macfarlane, P. Allen (); Clark, Jordan F. (University of California, Santa Barbara); Davisson, M. Lee (Lawrence Livermore National Laboratory); Hudson, G. Bryant (Lawrence Livermore National Laboratory); Whittemore, Donald O. ()",8,0,,0.82,https://escholarship.org/content/qt7b48q3wf/qt7b48q3wf.pdf?t=o1yu63,https://app.dimensions.ai/details/publication/pub.1038786720,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
50,100,pub.1014560497,10.1130/0091-7613(1999)027<1047:dinmhs>2.3.co;2,,,"Decrease in natural marine hydrocarbon seepage near Coal Oil Point, California, associated with offshore oil production",Geology,,,1999,1999,27,11,1047-1050,"All OA; Green, Accepted & Submitted",Article,"Quigley, Derek C.; Hornafius, J. Scott; Luyendyk, Bruce P.; Francis, Robert D.; Clark, Jordan; Washburn, Libe",,"Quigley, Derek C. (University of California, Santa Barbara); Hornafius, J. Scott (University of California, Santa Barbara); Luyendyk, Bruce P. (University of California, Santa Barbara); Francis, Robert D. (California State University, Long Beach); Clark, Jordan (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara)",59,3,,,https://escholarship.org/content/qt0r91j34g/qt0r91j34g.pdf?t=o1yu78,https://app.dimensions.ai/details/publication/pub.1014560497,04 Earth Sciences,04 Earth Sciences,,,,
51,100,pub.1044713418,10.1016/s0022-1694(98)00233-9,,,"Noble gases, stable isotopes, and radiocarbon as tracers of flow in the Dakota aquifer, Colorado and Kansas",Journal of Hydrology,,,1998-11,1998,211,1-4,151-167,"All OA; Green, Published",Article,"Clark, Jordan F.; Davisson, M.Lee; Hudson, G.Bryant; Macfarlane, P.Allen","Clark, Jordan F.","Clark, Jordan F. (University of California, Santa Barbara); Davisson, M.Lee (Lawrence Livermore National Laboratory); Hudson, G.Bryant (Lawrence Livermore National Laboratory); Macfarlane, P.Allen ()",40,2,,,https://escholarship.org/content/qt3wz4z3z0/qt3wz4z3z0.pdf?t=o1yu88,https://app.dimensions.ai/details/publication/pub.1044713418,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
52,100,pub.1031338700,10.1111/j.1745-6584.1998.tb02841.x,,,A 3H/3He Study of Ground Water Flow in a Fractured Bedrock Aquifer,Ground Water,,,1998-07,1998,36,4,661-670,Closed,Article,"Aeschbach‐Hertig, W.; Schlosser, P.; Stute, M.; Simpson, H.J.; Ludin, A.; Clark, J.F.",,"Aeschbach‐Hertig, W. (Lamont-Doherty Earth Observatory); Schlosser, P. (Lamont-Doherty Earth Observatory; Columbia University); Stute, M. (Lamont-Doherty Earth Observatory; Barnard College); Simpson, H.J. (Lamont-Doherty Earth Observatory; Columbia University); Ludin, A. (Lamont-Doherty Earth Observatory); Clark, J.F. (Lamont-Doherty Earth Observatory)",61,2,,,,https://app.dimensions.ai/details/publication/pub.1031338700,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
53,100,pub.1023877662,10.1029/96wr03017,,,A tracer study of the Floridan Aquifer in southeastern Georgia: Implications for groundwater flow and paleoclimate,Water Resources Research,,,1997-02,1997,33,2,281-289,All OA; Gold,Article,"Clark, Jordan F.; Stute, Martin; Schlosser, Peter; Drenkard, Stefan; Bonani, Georges",,"Clark, Jordan F. (); Stute, Martin (); Schlosser, Peter (); Drenkard, Stefan (); Bonani, Georges ()",45,6,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/96WR03017,https://app.dimensions.ai/details/publication/pub.1023877662,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
54,200,pub.1055518372,10.1021/es962016o,,,SF 6 − 3 He Tracer Release Experiment:  A New Method of Determining Longitudinal Dispersion Coefficients In Large Rivers,Environmental Science & Technology,,,1997-01,1997,31,1,308-308,All OA; Gold,Article,"Clark, Jordan F.; Schlosser, Peter; Stute, Martin; Simpson, H. James",,"Clark, Jordan F. (); Schlosser, Peter (); Stute, Martin (); Simpson, H. James ()",1,0,,,https://pubs.acs.org/doi/pdf/10.1021/es962016o,https://app.dimensions.ai/details/publication/pub.1055518372,,,,,,
55,200,pub.1055517635,10.1021/es9504606,,,SF 6 − 3 He Tracer Release Experiment:  A New Method of Determining Longitudinal Dispersion Coefficients in Large Rivers,Environmental Science & Technology,,,1996-01,1996,30,5,1527-1532,"All OA; Green, Accepted & Submitted",Article,"Clark, Jordan F.; Schlosser, Peter; Stute, Martin; Simpson, H. James",,"Clark, Jordan F. (); Schlosser, Peter (); Stute, Martin (); Simpson, H. James ()",42,2,,,https://escholarship.org/content/qt86k436v4/qt86k436v4.pdf?t=o1yuax,https://app.dimensions.ai/details/publication/pub.1055517635,,,,,,
56,200,pub.1057578030,10.1061/(asce)0733-9372(1995)121:10(760),,,Dissolved Oxygen in Lower Hudson Estuary: 1978–93,Journal of Environmental Engineering,,,1995-10,1995,121,10,760-763,"All OA; Green, Accepted & Submitted",Article,"Clark, Jordan F.; Simpson, H. James; Bopp, Richard F.; Deck, Bruce L.",,"Clark, Jordan F. (); Simpson, H. James (); Bopp, Richard F. (); Deck, Bruce L. ()",9,0,,,https://escholarship.org/content/qt2mj9346s/qt2mj9346s.pdf?t=o1yucg,https://app.dimensions.ai/details/publication/pub.1057578030,0905 Civil Engineering; 09 Engineering; 0904 Chemical Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0904 Chemical Engineering,0907 Environmental Engineering,
57,100,pub.1053514459,10.1029/95wr02103,,,Chlorofluorocarbons in the Hudson Estuary During Summer Months,Water Resources Research,,,1995-10,1995,31,10,2553-2560,"All OA; Green, Accepted & Submitted",Article,"Clark, Jordan F.; Smethie, William M.; Simpson, H. James",,"Clark, Jordan F. (); Smethie, William M. (); Simpson, H. James ()",13,0,,,https://escholarship.org/content/qt2c79636w/qt2c79636w.pdf?t=o1yudh,https://app.dimensions.ai/details/publication/pub.1053514459,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
58,400,pub.1062550564,10.1126/science.269.5222.379,17841260,,Cooling of Tropical Brazil (5°C) During the Last Glacial Maximum,Science,,,1995-07-21,1995,269,5222,379-383,"All OA; Green, Accepted & Submitted",Article,"Stute, M.; Forster, M.; Frischkorn, H.; Serejo, A.; Clark, J. F.; Schlosser, P.; Broecker, W. S.; Bonani, G.",,"Stute, M. (Lamont-Doherty Earth Observatory); Forster, M. (); Frischkorn, H. (Federal University of Ceará); Serejo, A. (Federal University of Ceará); Clark, J. F. (); Schlosser, P. (); Broecker, W. S. (); Bonani, G. (Swiss Federal Institute of Technology in Zurich)",411,22,0.74,,https://escholarship.org/content/qt7rk61806/qt7rk61806.pdf?t=o1yufi,https://app.dimensions.ai/details/publication/pub.1062550564,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
59,100,pub.1011290080,10.1006/qres.1995.1021,,,"A 30,000 yr Continental Paleotemperature Record Derived from Noble Gases Dissolved in Groundwater from the San Juan Basin, New Mexico",Quaternary Research,,,1995-03,1995,43,2,209-220,Closed,Article,"Stute, Martin; Clark, Jordan F.; Schlosser, Peter; Broecker, Wallace S.; Bonani, Georges",,"Stute, Martin (Lamont-Doherty Earth Observatory); Clark, Jordan F. (Lamont-Doherty Earth Observatory); Schlosser, Peter (Lamont-Doherty Earth Observatory); Broecker, Wallace S. (Lamont-Doherty Earth Observatory); Bonani, Georges (Swiss Federal Institute of Technology in Zurich)",94,3,,,,https://app.dimensions.ai/details/publication/pub.1011290080,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
60,100,pub.1011392533,10.1029/94gl02410,,,Gas transfer velocities for SF6 and ³He in a small pond at low wind speeds,Geophysical Research Letters,,,1995-01-15,1995,22,2,93-96,"All OA; Green, Accepted & Submitted",Article,"Clark, Jordan F.; Schlosser, Peter; Wanninkhof, Rik; Simpson, H. James; Schuster, William S. F.; Ho, David T.",,"Clark, Jordan F. (Lamont-Doherty Earth Observatory); Schlosser, Peter (Lamont-Doherty Earth Observatory); Wanninkhof, Rik (); Simpson, H. James (Lamont-Doherty Earth Observatory); Schuster, William S. F. (Black Rock Forest Consortium); Ho, David T. (Lamont-Doherty Earth Observatory)",35,3,,,https://escholarship.org/content/qt4606178z/qt4606178z.pdf?t=o1yuyh,https://app.dimensions.ai/details/publication/pub.1011392533,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
61,100,pub.1028750708,10.1034/j.1600-0889.1994.t01-2-00003.x,,,Gas exchange rates in the tidal Hudson river using a dual tracer technique,Tellus B,,,1994-09,1994,46,4,274-285,"All OA; Green, Accepted & Submitted",Article,"CLARK, JORDAN F.; WANNINKHOF, RIK; SCHLOSSER, PETER; SIMPSON, H. JAMES",,"CLARK, JORDAN F. (Lamont-Doherty Earth Observatory); WANNINKHOF, RIK (); SCHLOSSER, PETER (Lamont-Doherty Earth Observatory); SIMPSON, H. JAMES (Lamont-Doherty Earth Observatory)",64,4,,,https://escholarship.org/content/qt44k924mq/qt44k924mq.pdf?t=o1yuh6,https://app.dimensions.ai/details/publication/pub.1028750708,05 Environmental Sciences; 04 Earth Sciences; 0401 Atmospheric Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,04 Earth Sciences,0401 Atmospheric Sciences,0502 Environmental Science and Management,
62,100,pub.1071281828,10.3402/tellusb.v46i4.15802,,,Gas exchange rates in the tidal Hudson river using a dual tracer technique,Tellus B,,,1994-01,1994,46,4,274-285,All OA; Gold,Article,"Clark, Jordan F.; Wanninkhof, Rik; Schlosser, Peter; Simpson, H. James",,"Clark, Jordan F. (Lamont-Doherty Earth Observatory); Wanninkhof, Rik (); Schlosser, Peter (Lamont-Doherty Earth Observatory); Simpson, H. James (Lamont-Doherty Earth Observatory)",24,7,,,https://www.tandfonline.com/doi/pdf/10.3402/tellusb.v46i4.15802?needAccess=true,https://app.dimensions.ai/details/publication/pub.1071281828,05 Environmental Sciences; 04 Earth Sciences; 0401 Atmospheric Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,04 Earth Sciences,0401 Atmospheric Sciences,0502 Environmental Science and Management,
63,100,pub.1028149342,10.1029/92gl00558,,,Gas exchange in a contaminated estuary inferred from chlorofluorocarbons,Geophysical Research Letters,,,1992-06-02,1992,19,11,1133-1136,"All OA; Green, Published",Article,"Clark, Jordan F.; Simpson, H. James; Smethie, William M.; Toles, Chris",,"Clark, Jordan F. (Columbia University); Simpson, H. James (Columbia University); Smethie, William M. (Columbia University); Toles, Chris (Columbia University)",14,0,,,https://escholarship.org/content/qt1mp3m49v/qt1mp3m49v.pdf?t=o1yunp,https://app.dimensions.ai/details/publication/pub.1028149342,09 Engineering; 03 Chemical Sciences; 0399 Other Chemical Sciences; 0907 Environmental Engineering,09 Engineering,03 Chemical Sciences,0399 Other Chemical Sciences,0907 Environmental Engineering,
64,400,pub.1062543923,10.1126/science.256.5059.1000,17795002,,Paleotemperatures in the Southwestern United States Derived from Noble Gases in Ground Water,Science,,,1992-05-15,1992,256,5059,1000-1003,Closed,Article,"Stute, M.; Schlosser, P.; Clark, J. F.; Broecker, W. S.",,"Stute, M. (Columbia University); Schlosser, P. (Columbia University); Clark, J. F. (Columbia University); Broecker, W. S. (Columbia University)",176,6,0.14,,,https://app.dimensions.ai/details/publication/pub.1062543923,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
65,100,pub.1010703249,10.1016/s0272-7714(05)80080-0,,,Geochemistry and loading history of phosphate and silicate in the Hudson estuary,Estuarine Coastal and Shelf Science,,,1992-03,1992,34,3,213-233,"All OA; Green, Published",Article,"Clark, Jordan F.; Simpson, H. James; Bopp, Richard F.; Deck, Bruce",,"Clark, Jordan F. (Columbia University); Simpson, H. James (Columbia University); Bopp, Richard F. (New York State Department of Environmental Conservation); Deck, Bruce (University of California, San Diego)",39,0,,,https://escholarship.org/content/qt3491k2gn/qt3491k2gn.pdf?t=o1yup8,https://app.dimensions.ai/details/publication/pub.1010703249,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
