,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Alyson E Santoro. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
24,400,pub.1050721755,10.1038/ismej.2014.260,25615436,PMC4511931,Ecophysiology of uncultivated marine euryarchaea is linked to particulate organic matter,The ISME Journal,,"California; DNA, Bacterial; Euryarchaeota; Geologic Sediments; In Situ Hybridization, Fluorescence; Metagenome; Organic Chemicals; Particulate Matter; Phylogeny; Phytoplankton; RNA, Ribosomal, 16S; Seawater",2015-08,2015,9,8,1747-1763,All OA; Gold,Article,"Orsi, William D; Smith, Jason M; Wilcox, Heather M; Swalwell, Jarred E; Carini, Paul; Worden, Alexandra Z; Santoro, Alyson E","Orsi, William D","Orsi, William D (University of Maryland Center For Environmental Sciences); Smith, Jason M (Monterey Bay Aquarium Research Institute); Wilcox, Heather M (Monterey Bay Aquarium Research Institute); Swalwell, Jarred E (Monterey Bay Aquarium Research Institute; University of Washington); Carini, Paul (University of Maryland Center For Environmental Sciences); Worden, Alexandra Z (Monterey Bay Aquarium Research Institute; Canadian Institute for Advanced Research); Santoro, Alyson E (University of Maryland Center For Environmental Sciences; Canadian Institute for Advanced Research)",53,24,2.89,8.71,https://www.nature.com/articles/ismej2014260.pdf,https://app.dimensions.ai/details/publication/pub.1050721755,0605 Microbiology; 0604 Genetics; 06 Biological Sciences,0605 Microbiology,0604 Genetics,06 Biological Sciences,,
25,400,pub.1037828034,10.1073/pnas.1416223112,25587132,PMC4313803,Genomic and proteomic characterization of “Candidatus Nitrosopelagicus brevis”: An ammonia-oxidizing archaeon from the open ocean,Proceedings of the National Academy of Sciences,,"Amino Acid Sequence; Archaea; Archaeal Proteins; Gene Expression Regulation, Archaeal; Metagenomics; Molecular Sequence Data; Oceans and Seas; Proteome; Proteomics; Water Microbiology",2015-01-27,2015,112,4,1173-1178,All OA; Gold,Article,"Santoro, Alyson E.; Dupont, Christopher L.; Richter, R. Alex; Craig, Matthew T.; Carini, Paul; McIlvin, Matthew R.; Yang, Youngik; Orsi, William D.; Moran, Dawn M.; Saito, Mak A.",,"Santoro, Alyson E. (University of Maryland Center For Environmental Sciences); Dupont, Christopher L. (); Richter, R. Alex (); Craig, Matthew T. (University of San Diego); Carini, Paul (University of Maryland Center For Environmental Sciences); McIlvin, Matthew R. (); Yang, Youngik (); Orsi, William D. (University of Maryland Center For Environmental Sciences); Moran, Dawn M. (); Saito, Mak A. ()",106,53,5.49,17.21,http://www.pnas.org/content/112/4/1173.full.pdf,https://app.dimensions.ai/details/publication/pub.1037828034,0405 Oceanography; 0605 Microbiology; 0604 Genetics; 04 Earth Sciences; 06 Biological Sciences,0405 Oceanography,0605 Microbiology,0604 Genetics,04 Earth Sciences,06 Biological Sciences
26,100,pub.1049400905,10.5194/bg-10-7395-2013,,,Measurements of nitrite production in and around the primary nitrite maximum in the central California Current,Biogeosciences,,,2013-11-19,2013,10,11,7395-7410,All OA; Gold,Article,"Santoro, A. E.; Sakamoto, C. M.; Smith, J. M.; Plant, J. N.; Gehman, A. L.; Worden, A. Z.; Johnson, K. S.; Francis, C. A.; Casciotti, K. L.",,"Santoro, A. E. (University of Maryland Center For Environmental Sciences); Sakamoto, C. M. (Stanford University); Smith, J. M. (Monterey Bay Aquarium Research Institute); Plant, J. N. (Stanford University); Gehman, A. L. (Stanford University; University of Georgia); Worden, A. Z. (Stanford University); Johnson, K. S. (Stanford University); Francis, C. A. (Monterey Bay Aquarium Research Institute); Casciotti, K. L. (Monterey Bay Aquarium Research Institute)",38,8,,,https://www.biogeosciences.net/10/7395/2013/bg-10-7395-2013.pdf,https://app.dimensions.ai/details/publication/pub.1049400905,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
27,100,pub.1001635769,10.5194/bgd-10-5803-2013,,,Measurements of nitrite production and nitrite-producing organisms in and around the primary nitrite maximum in the central California Current,Biogeosciences Discussions,,,2013-03-26,2013,10,3,5803-5840,All OA; Gold,Article,"Santoro, A. E.; Sakamoto, C. M.; Smith, J. M.; Plant, J. N.; Gehman, A. L.; Worden, A. Z.; Johnson, K. S.; Francis, C. A.; Casciotti, K. L.",,"Santoro, A. E. (University of Maryland Center For Environmental Sciences); Sakamoto, C. M. (Monterey Bay Aquarium Research Institute); Smith, J. M. (Stanford University); Plant, J. N. (Monterey Bay Aquarium Research Institute); Gehman, A. L. (Monterey Bay Aquarium Research Institute; University of Georgia); Worden, A. Z. (Monterey Bay Aquarium Research Institute); Johnson, K. S. (Monterey Bay Aquarium Research Institute); Francis, C. A. (Stanford University); Casciotti, K. L. (Stanford University)",6,1,,0.71,https://doi.org/10.5194/bgd-10-5803-2013,https://app.dimensions.ai/details/publication/pub.1001635769,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
28,100,pub.1008338976,10.4319/lo.2012.57.5.1361,,,Oxygen isotopic composition of nitrate and nitrite produced by nitrifying cocultures and natural marine assemblages,Limnology and Oceanography,,,2012-09,2012,57,5,1361-1375,"All OA; Green, Accepted & Submitted",Article,"Buchwald, Carolyn; Santoro, Alyson E.; McIlvin, Matthew R.; Casciotti, Karen L.",,"Buchwald, Carolyn (Woods Hole Oceanographic Institution); Santoro, Alyson E. (Woods Hole Oceanographic Institution); McIlvin, Matthew R. (Woods Hole Oceanographic Institution); Casciotti, Karen L. (Woods Hole Oceanographic Institution)",66,22,,7.51,http://darchive.mblwhoilibrary.org/bitstream/1912/6567/1/1361.pdf,https://app.dimensions.ai/details/publication/pub.1008338976,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
29,100,pub.1038212517,10.1016/j.csr.2011.12.005,,,"Coupled physical, chemical, and microbiological measurements suggest a connection between internal waves and surf zone water quality in the Southern California Bight",Continental Shelf Research,,,2012-02,2012,34,,64-78,"All OA; Green, Published",Article,"Wong, Simon H.C.; Santoro, Alyson E.; Nidzieko, Nicholas J.; Hench, James L.; Boehm, Alexandria B.","Boehm, Alexandria B.","Wong, Simon H.C. (Stanford University); Santoro, Alyson E. (University of Maryland Center For Environmental Sciences); Nidzieko, Nicholas J. (University of Maryland Center For Environmental Sciences); Hench, James L. (Duke University); Boehm, Alexandria B. (Stanford University)",17,1,,1.93,https://dukespace.lib.duke.edu/dspace/bitstream/10161/10768/1/Wong_et_al_2012_CSR.pdf,https://app.dimensions.ai/details/publication/pub.1038212517,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
30,400,pub.1030024697,10.1038/ismej.2011.58,21562601,PMC3197170,"Enrichment and characterization of ammonia-oxidizing archaea from the open ocean: phylogeny, physiology and stable isotope fractionation",The ISME Journal,,"Ammonia; Archaea; DNA, Archaeal; DNA, Bacterial; Molecular Sequence Data; Nitrites; Nitrogen; Oxidoreductases; Pacific Ocean; Phylogeny; Proteobacteria; RNA, Ribosomal, 16S; Seawater",2011-11,2011,5,11,1796-1808,All OA; Gold,Article,"Santoro, Alyson E; Casciotti, Karen L","Santoro, Alyson E","Santoro, Alyson E (Woods Hole Oceanographic Institution; University of Maryland Center For Environmental Sciences); Casciotti, Karen L (Woods Hole Oceanographic Institution; Stanford University)",97,23,2.41,10.53,https://www.nature.com/articles/ismej201158.pdf,https://app.dimensions.ai/details/publication/pub.1030024697,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
31,400,pub.1052808959,10.1126/science.1208239,21798895,,Isotopic Signature of N<sub>2</sub>O Produced by Marine Ammonia-Oxidizing Archaea,Science,,Ammonia; Archaea; Bacteria; Culture Media; Denitrification; Linear Models; Molecular Sequence Data; Nitrification; Nitrogen Isotopes; Nitrous Oxide; Oxidation-Reduction; Oxygen Isotopes; Pacific Ocean; Seawater,2011-09-02,2011,333,6047,1282-1285,Closed,Article,"Santoro, Alyson E.; Buchwald, Carolyn; McIlvin, Matthew R.; Casciotti, Karen L.",,"Santoro, Alyson E. (Woods Hole Oceanographic Institution); Buchwald, Carolyn (); McIlvin, Matthew R. (Woods Hole Oceanographic Institution); Casciotti, Karen L. (Woods Hole Oceanographic Institution)",253,63,5.6,26.84,,https://app.dimensions.ai/details/publication/pub.1052808959,0405 Oceanography; 0402 Geochemistry; 0605 Microbiology; 04 Earth Sciences; 06 Biological Sciences,0405 Oceanography,0402 Geochemistry,0605 Microbiology,04 Earth Sciences,06 Biological Sciences
32,400,pub.1042986726,10.1016/b978-0-12-381294-0.00011-0,21185439,,Chapter eleven Assessment of Nitrogen and Oxygen Isotopic Fractionation During Nitrification and Its Expression in the Marine Environment,Methods in Enzymology,"Research on Nitrification and Related Processes, Part A",Ammonia; Archaea; Autotrophic Processes; Carbon Cycle; Chemical Fractionation; Environment; Isotope Labeling; Nitrates; Nitrification; Nitrites; Nitrogen; Nitrogen Cycle; Nitrogen Isotopes; Nitrosomonas; Nitrous Oxide; Oxidation-Reduction; Oxygen; Oxygen Isotopes; Seawater; Water Microbiology,2011,2011,486,,253-280,Closed,Chapter,"Casciotti, Karen L.; Buchwald, Carolyn; Santoro, Alyson E.; Frame, Caitlin",,"Casciotti, Karen L. (Woods Hole Oceanographic Institution); Buchwald, Carolyn (Woods Hole Oceanographic Institution); Santoro, Alyson E. (Woods Hole Oceanographic Institution); Frame, Caitlin (Woods Hole Oceanographic Institution)",16,2,0.35,1.74,,https://app.dimensions.ai/details/publication/pub.1042986726,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
33,100,pub.1011141031,10.4319/lo.2010.55.5.1881,,,Flow effects on benthic grazing on phytoplankton by a Caribbean reef,Limnology and Oceanography,,,2010-09,2010,55,5,1881-1892,All OA; Gold,Article,"Monismith, Stephen G.; Davis, Kristen A.; Shellenbarger, Gregory G.; Hench, James L.; Nidzieko, Nicholas J.; Santoro, Alyson E.; Reidenbach, Matthew A.; Rosman, Johanna H.; Holtzman, Roi; Martens, Christopher S.; Lindquist, Niels L.; Southwell, Melissa W.; Geninf, Amatzia",,"Monismith, Stephen G. (Stanford University); Davis, Kristen A. (Stanford University; Woods Hole Oceanographic Institution); Shellenbarger, Gregory G. (Stanford University); Hench, James L. (Stanford University; Duke University); Nidzieko, Nicholas J. (Stanford University; Woods Hole Oceanographic Institution); Santoro, Alyson E. (Stanford University; Woods Hole Oceanographic Institution); Reidenbach, Matthew A. (University of Virginia); Rosman, Johanna H. (Stanford University; University of North Carolina at Chapel Hill); Holtzman, Roi (University of California, Davis); Martens, Christopher S. (University of North Carolina System); Lindquist, Niels L. (University of North Carolina at Chapel Hill); Southwell, Melissa W. (University of North Carolina at Chapel Hill); Geninf, Amatzia ()",21,8,,1.97,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2010.55.5.1881,https://app.dimensions.ai/details/publication/pub.1011141031,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
34,400,pub.1044322600,10.1111/j.1462-2920.2010.02205.x,20345944,,"Activity, abundance and diversity of nitrifying archaea and bacteria in the central California Current",Environmental Microbiology,,"Ammonia; Archaea; Archaeal Proteins; Bacteria; Bacterial Proteins; Biodiversity; California; Cluster Analysis; DNA, Archaeal; DNA, Bacterial; DNA, Ribosomal; Genes, rRNA; Molecular Sequence Data; Nitrates; Nitrites; Nitrogen; Oxidoreductases; Phylogeny; RNA, Archaeal; RNA, Bacterial; RNA, Ribosomal, 16S; Seawater; Sequence Analysis, DNA; Sequence Homology, Nucleic Acid",2010-07,2010,12,7,1989-2006,Closed,Article,"Santoro, Alyson E.; Casciotti, Karen L.; Francis, Christopher A.",,"Santoro, Alyson E. (Woods Hole Oceanographic Institution; Stanford University); Casciotti, Karen L. (Woods Hole Oceanographic Institution); Francis, Christopher A. (Stanford University)",247,60,5.59,23.34,,https://app.dimensions.ai/details/publication/pub.1044322600,0605 Microbiology; 0604 Genetics; 0602 Ecology; 06 Biological Sciences,0605 Microbiology,0604 Genetics,0602 Ecology,06 Biological Sciences,
35,100,pub.1031093439,10.1007/s10040-009-0526-z,,,Microbial nitrogen cycling at the saltwater–freshwater interface,Hydrogeology Journal,,,2010-02,2010,18,1,187-202,Closed,Article,"Santoro, Alyson E.","Santoro, Alyson E.","Santoro, Alyson E. (Woods Hole Oceanographic Institution)",55,16,,,,https://app.dimensions.ai/details/publication/pub.1031093439,09 Engineering; 04 Earth Sciences,09 Engineering,04 Earth Sciences,,,
36,100,pub.1012479989,10.4319/lo.2010.55.1.0264,,,Contrasting spring and summer phytoplankton dynamics in the nearshore Southern California Bight,Limnology and Oceanography,,,2010-01,2010,55,1,264-278,All OA; Gold,Article,"Santoro, Alyson E.; Nidzieko, Nicholas J.; van Dijken, Gert L.; Arrigo, Kevin R.; Boehma, Alexandria B.",,"Santoro, Alyson E. (Stanford University); Nidzieko, Nicholas J. (Stanford University); van Dijken, Gert L. (Stanford University); Arrigo, Kevin R. (Stanford University); Boehma, Alexandria B. (Stanford University)",5,0,,0.52,http://onlinelibrary.wiley.com/doi/10.4319/lo.2010.55.1.0264/pdf,https://app.dimensions.ai/details/publication/pub.1012479989,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0405 Oceanography,,
37,400,pub.1013121861,10.1111/j.1462-2920.2007.01547.x,18266758,,Shifts in the relative abundance of ammonia‐oxidizing bacteria and archaea across physicochemical gradients in a subterranean estuary,Environmental Microbiology,,"Ammonia; Archaea; Betaproteobacteria; California; Ecosystem; Fresh Water; Genes, Archaeal; Genes, Bacterial; Geologic Sediments; Inorganic Chemicals; Molecular Sequence Data; Nitrogen; Oxidoreductases; Oxygen; Salinity; Seawater; Soil Microbiology; Water Microbiology",2008-04,2008,10,4,1068-1079,Closed,Article,"Santoro, Alyson E.; Francis, Christopher A.; De Sieyes, Nicholas R.; Boehm, Alexandria B.",,"Santoro, Alyson E. (); Francis, Christopher A. (Stanford University); De Sieyes, Nicholas R. (); Boehm, Alexandria B. ()",231,43,5.94,28.14,,https://app.dimensions.ai/details/publication/pub.1013121861,0605 Microbiology; 06 Biological Sciences; 0603 Evolutionary Biology,0605 Microbiology,06 Biological Sciences,0603 Evolutionary Biology,,
38,400,pub.1032682187,10.1111/j.1462-2920.2007.01319.x,17635548,,"Frequent occurrence of the human‐specific Bacteroides fecal marker at an open coast marine beach: relationship to waves, tides and traditional indicators",Environmental Microbiology,,Bacteroides; Bathing Beaches; California; Environmental Monitoring; Feces; Humans; Seawater,2007-08,2007,9,8,2038-2049,Closed,Article,"Santoro, Alyson E.; Boehm, Alexandria B.",,"Santoro, Alyson E. (); Boehm, Alexandria B. (Stanford University)",39,4,0.89,4.05,,https://app.dimensions.ai/details/publication/pub.1032682187,0605 Microbiology; 06 Biological Sciences; 0603 Evolutionary Biology,0605 Microbiology,06 Biological Sciences,0603 Evolutionary Biology,,
39,400,pub.1055500169,10.1021/es062822n,17695890,,Beach sands along the California coast are diffuse sources of fecal bacteria to coastal waters.,Environmental Science & Technology,,California; Enterobacteriaceae; Feces; Silicon Dioxide; Water Microbiology,2007-07,2007,41,13,4515-21,Closed,Article,"Yamahara, Kevan M; Layton, Blythe A; Santoro, Alyson E; Boehm, Alexandria B",,"Yamahara, Kevan M (Stanford University); Layton, Blythe A (); Santoro, Alyson E (); Boehm, Alexandria B ()",135,11,4.57,12.85,,https://app.dimensions.ai/details/publication/pub.1055500169,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
40,400,pub.1030336252,10.1128/aem.72.3.2102-2109.2006,16517659,PMC1393195,Denitrifier Community Composition along a Nitrate and Salinity Gradient in a Coastal Aquifer,Applied and Environmental Microbiology,,"Bacteria; California; Ecosystem; Fresh Water; Geologic Sediments; Molecular Sequence Data; Monte Carlo Method; Nitrate Reductase; Nitrates; Nitrite Reductases; Phylogeny; Sequence Analysis, DNA; Sodium Chloride",2006-03-01,2006,72,3,2102-2109,All OA; Gold,Article,"Santoro, Alyson E.; Boehm, Alexandria B.; Francis, Christopher A.",,"Santoro, Alyson E. (Stanford University); Boehm, Alexandria B. (Stanford University); Francis, Christopher A. (Stanford University)",117,16,2.72,13.98,https://aem.asm.org/content/72/3/2102.full.pdf,https://app.dimensions.ai/details/publication/pub.1030336252,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
41,400,pub.1005829689,10.1073/pnas.0506625102,16186488,PMC1253578,Ubiquity and diversity of ammonia-oxidizing archaea in water columns and sediments of the ocean,Proceedings of the National Academy of Sciences,,"Base Sequence; Cloning, Molecular; Cluster Analysis; Crenarchaeota; DNA Primers; Genetic Variation; Geologic Sediments; Mediterranean Sea; Molecular Sequence Data; Oxidoreductases; Pacific Ocean; Phylogeny; Seawater; Sequence Analysis, DNA; Species Specificity",2005-10-11,2005,102,41,14683-14688,All OA; Gold,Article,"Francis, Christopher A.; Roberts, Kathryn J.; Beman, J. Michael; Santoro, Alyson E.; Oakley, Brian B.",,"Francis, Christopher A. (); Roberts, Kathryn J. (); Beman, J. Michael (); Santoro, Alyson E. (Stanford University); Oakley, Brian B. (University of Washington)",1366,258,25.77,91.5,http://www.pnas.org/content/102/41/14683.full.pdf,https://app.dimensions.ai/details/publication/pub.1005829689,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
42,100,pub.1019117548,10.1016/s0378-1127(00)00389-3,,,Interactions between fire and bark beetles in an old growth pine forest,Forest Ecology and Management,,,2001-04,2001,144,1-3,245-254,Closed,Article,"Santoro, Alyson E; Lombardero, Marı́a J; Ayres, Matthew P; Ruel, Jonathan J","Ayres, Matthew P","Santoro, Alyson E (Dartmouth College); Lombardero, Marı́a J (Dartmouth College); Ayres, Matthew P (Dartmouth College); Ruel, Jonathan J (Northern Arizona University)",56,0,,5.91,,https://app.dimensions.ai/details/publication/pub.1019117548,0705 Forestry Sciences; 0602 Ecology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,0602 Ecology,06 Biological Sciences,07 Agricultural and Veterinary Sciences,
