,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Christina L Tague. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
31,100,pub.1002451112,10.1111/gec3.12259,,,Social Science/Natural Science Perspectives on Wildfire and Climate Change,Geography Compass,,,2016-02,2016,10,2,67-86,Closed,Article,"Ayres, Andrew; Degolia, Alexander; Fienup, Matthew; Kim, Yunyeol; Sainz, Jade; Urbisci, Laura; Viana, Daniel; Wesolowski, Graham; Plantinga, Andrew J.; Tague, Christina",,"Ayres, Andrew (); Degolia, Alexander (); Fienup, Matthew (); Kim, Yunyeol (); Sainz, Jade (); Urbisci, Laura (); Viana, Daniel (); Wesolowski, Graham (); Plantinga, Andrew J. (); Tague, Christina ()",3,3,,0.81,,https://app.dimensions.ai/details/publication/pub.1002451112,16 Studies in Human Society; 0699 Other Biological Sciences; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences; 06 Biological Sciences,16 Studies in Human Society,0699 Other Biological Sciences,0406 Physical Geography and Environmental Geoscience,1604 Human Geography,04 Earth Sciences
32,100,pub.1023438188,10.1071/wf16080,,,Chaparral growth-ring analysis as an indicator of stand biomass development,International Journal of Wildland Fire,,,2016,2016,25,10,1086-1092,Closed,Article,"Uyeda, Kellie A.; Stow, Douglas A.; O’Leary, John F.; Tague, Christina; Riggan, Philip J.",,"Uyeda, Kellie A. (San Diego State University; University of California, Santa Barbara); Stow, Douglas A. (San Diego State University); O’Leary, John F. (San Diego State University); Tague, Christina (University of California, Santa Barbara); Riggan, Philip J. (Pacific Southwest Research Station)",3,2,,0.78,,https://app.dimensions.ai/details/publication/pub.1023438188,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
33,100,pub.1039571178,10.5194/hess-19-4845-2015,,,Subsurface storage capacity influences climate–evapotranspiration interactions in three western United States catchments,Hydrology and Earth System Sciences,,,2015-12-18,2015,19,12,4845-4858,All OA; Gold,Article,"Garcia, E. S.; Tague, C. L.",,"Garcia, E. S. (University of Washington); Tague, C. L. (University of California, Santa Barbara)",17,7,,3.17,https://www.hydrol-earth-syst-sci.net/19/4845/2015/hess-19-4845-2015.pdf,https://app.dimensions.ai/details/publication/pub.1039571178,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
34,100,pub.1016317134,10.1002/eco.1590,,,Hydrological impacts of climate and land‐use changes in a mountain watershed: uncertainty estimation based on model comparison,Ecohydrology,,,2015-12,2015,8,8,1396-1416,All OA; Gold,Article,"Morán‐Tejeda, Enrique; Zabalza, Javier; Rahman, Kazi; Gago‐Silva, Ana; López‐Moreno, J. Ignacio; Vicente‐Serrano, Sergio; Lehmann, Anthony; Tague, Christina L.; Beniston, Martin",,"Morán‐Tejeda, Enrique (University of Geneva; Spanish National Research Council); Zabalza, Javier (Spanish National Research Council); Rahman, Kazi (Stanford University); Gago‐Silva, Ana (University of Geneva); López‐Moreno, J. Ignacio (Spanish National Research Council); Vicente‐Serrano, Sergio (Spanish National Research Council); Lehmann, Anthony (University of Geneva); Tague, Christina L. (University of California, Santa Barbara); Beniston, Martin (University of Geneva)",29,11,,,https://digital.csic.es/bitstream/10261/129311/1/restringido.pdf,https://app.dimensions.ai/details/publication/pub.1016317134,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
35,100,pub.1030174283,10.3390/w7116301,,,"An Eco-Hydrological Model-Based Assessment of the Impacts of Soil and Water Conservation Management in the Jinghe River Basin, China",Water,,,2015-11-11,2015,7,11,6301-6320,All OA; Gold,Article,"Peng, Hui; Jia, Yangwen; Tague, Christina; Slaughterer, Peter",,"Peng, Hui (Ocean University of China; China Institute of Water Resources and Hydropower Research); Jia, Yangwen (China Institute of Water Resources and Hydropower Research); Tague, Christina (); Slaughterer, Peter ()",9,7,,1.92,http://www.mdpi.com/2073-4441/7/11/6301/pdf,https://app.dimensions.ai/details/publication/pub.1030174283,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences,0502 Environmental Science and Management,
36,400,pub.1043546510,10.1111/nph.13477,26058406,,"Tree mortality from drought, insects, and their interactions in a changing climate",New Phytologist,,Animals; Climate Change; Droughts; Herbivory; Insecta; Trees,2015-11,2015,208,3,674-683,All OA; Gold,Article,"Anderegg, William R. L.; Hicke, Jeffrey A.; Fisher, Rosie A.; Allen, Craig D.; Aukema, Juliann; Bentz, Barbara; Hood, Sharon; Lichstein, Jeremy W.; Macalady, Alison K.; McDowell, Nate; Pan, Yude; Raffa, Kenneth; Sala, Anna; Shaw, John D.; Stephenson, Nathan L.; Tague, Christina; Zeppel, Melanie",,"Anderegg, William R. L. (Princeton University); Hicke, Jeffrey A. (University of Idaho); Fisher, Rosie A. (National Center for Atmospheric Research); Allen, Craig D. (); Aukema, Juliann (University of California, Santa Barbara); Bentz, Barbara (Rocky Mountain Research Station); Hood, Sharon (University of Montana); Lichstein, Jeremy W. (University of Florida); Macalady, Alison K. (University of Arizona); McDowell, Nate (Los Alamos National Laboratory); Pan, Yude (US Forest Service); Raffa, Kenneth (University of Wisconsin–Madison); Sala, Anna (University of Montana); Shaw, John D. (Rocky Mountain Research Station); Stephenson, Nathan L. (United States Geological Survey); Tague, Christina (University of California, Santa Barbara); Zeppel, Melanie (Macquarie University)",215,124,8.22,42.01,https://nph.onlinelibrary.wiley.com/doi/pdf/10.1111/nph.13477,https://app.dimensions.ai/details/publication/pub.1043546510,0602 Ecology; 0699 Other Biological Sciences; 0705 Forestry Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0699 Other Biological Sciences,0705 Forestry Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences
37,100,pub.1040229776,10.1002/2015wr017039,,,Hydrological partitioning in the critical zone: Recent advances and opportunities for developing transferable understanding of water cycle dynamics,Water Resources Research,,,2015-09,2015,51,9,6973-6987,All OA; Gold,Article,"Brooks, Paul D.; Chorover, Jon; Fan, Ying; Godsey, Sarah E.; Maxwell, Reed M.; McNamara, James P.; Tague, Christina",,"Brooks, Paul D. (University of Utah); Chorover, Jon (University of Arizona); Fan, Ying (Rutgers, The State University of New Jersey); Godsey, Sarah E. (Idaho State University); Maxwell, Reed M. (Colorado School of Mines); McNamara, James P. (Boise State University); Tague, Christina (University of California, Santa Barbara)",72,44,,24.89,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015WR017039,https://app.dimensions.ai/details/publication/pub.1040229776,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
38,100,pub.1020748354,10.5194/hessd-12-7893-2015,,,Soil storage influences climate–evapotranspiration interactions in three western United States catchments,Hydrology and Earth System Sciences Discussions,,,2015-08-14,2015,12,8,7893-7931,All OA; Gold,Article,"Garcia, E. S.; Tague, C. L.",,"Garcia, E. S. (University of Washington); Tague, C. L. (University of California, Santa Barbara)",0,0,,0,https://doi.org/10.5194/hessd-12-7893-2015,https://app.dimensions.ai/details/publication/pub.1020748354,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
39,100,pub.1021947478,10.1016/j.agrformet.2015.02.017,,,Evapotranspiration deficit controls net primary production and growth of silver fir: Implications for Circum-Mediterranean forests under forecasted warmer and drier conditions,Agricultural and Forest Meteorology,,,2015-06,2015,206,Proc. Natl. Acad. Sci. U. S. A. 106 2009,45-54,"All OA; Green, Accepted & Submitted",Article,"Vicente-Serrano, S.M.; Camarero, J.J.; Zabalza, J.; Sangüesa-Barreda, G.; López-Moreno, J.I.; Tague, C.L.","Vicente-Serrano, S.M.","Vicente-Serrano, S.M. (Instituto Pirenaico de Ecología); Camarero, J.J. (Instituto Pirenaico de Ecología); Zabalza, J. (Instituto Pirenaico de Ecología); Sangüesa-Barreda, G. (Instituto Pirenaico de Ecología); López-Moreno, J.I. (Instituto Pirenaico de Ecología); Tague, C.L. (University of California, Santa Barbara)",33,11,,6.93,https://digital.csic.es/bitstream/10261/113269/1/Vicente_Evapotranspiration_deficit_Agricul2015.pdf,https://app.dimensions.ai/details/publication/pub.1021947478,0699 Other Biological Sciences; 0406 Physical Geography and Environmental Geoscience; 0705 Forestry Sciences; 0607 Plant Biology; 04 Earth Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0699 Other Biological Sciences,0406 Physical Geography and Environmental Geoscience,0705 Forestry Sciences,0607 Plant Biology,04 Earth Sciences
40,100,pub.1034584142,10.1007/s10021-015-9842-4,,,Citizen Science as an Approach for Overcoming Insufficient Monitoring and Inadequate Stakeholder Buy-in in Adaptive Management: Criteria and Evidence,Ecosystems,,,2015-04,2015,18,3,493-506,"All OA; Green, Accepted & Submitted",Article,"Aceves-Bueno, Eréndira; Adeleye, Adeyemi S.; Bradley, Darcy; Tyler Brandt, W.; Callery, Patrick; Feraud, Marina; Garner, Kendra L.; Gentry, Rebecca; Huang, Yuxiong; McCullough, Ian; Pearlman, Isaac; Sutherland, Sara A.; Wilkinson, Whitney; Yang, Yi; Zink, Trevor; Anderson, Sarah E.; Tague, Christina","Anderson, Sarah E.","Aceves-Bueno, Eréndira (University of California, Santa Barbara); Adeleye, Adeyemi S. (University of California, Santa Barbara); Bradley, Darcy (University of California, Santa Barbara); Tyler Brandt, W. (University of California, Santa Barbara); Callery, Patrick (University of California, Santa Barbara); Feraud, Marina (University of California, Santa Barbara); Garner, Kendra L. (University of California, Santa Barbara); Gentry, Rebecca (University of California, Santa Barbara); Huang, Yuxiong (University of California, Santa Barbara); McCullough, Ian (University of California, Santa Barbara); Pearlman, Isaac (University of California, Santa Barbara); Sutherland, Sara A. (University of California, Santa Barbara); Wilkinson, Whitney (University of California, Santa Barbara); Yang, Yi (University of California, Santa Barbara); Zink, Trevor (University of California, Santa Barbara); Anderson, Sarah E. (University of California, Santa Barbara); Tague, Christina (University of California, Santa Barbara)",46,27,,,http://www.escholarship.org/uc/item/2qx5z0vb,https://app.dimensions.ai/details/publication/pub.1034584142,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
41,100,pub.1030318990,10.1007/s10584-014-1115-2,,,BioEarth: Envisioning and developing a new regional earth system model to inform natural and agricultural resource management,Climatic Change,,,2015-04,2015,129,3-4,555-571,All OA; Gold,Article,"Adam, Jennifer C.; Stephens, Jennie C.; Chung, Serena H.; Brady, Michael P.; Evans, R. David; Kruger, Chad E.; Lamb, Brian K.; Liu, Mingliang; Stöckle, Claudio O.; Vaughan, Joseph K.; Rajagopalan, Kirti; Harrison, John A.; Tague, Christina L.; Kalyanaraman, Ananth; Chen, Yong; Guenther, Alex; Leung, Fok-Yan; Leung, L. Ruby; Perleberg, Andrew B.; Yoder, Jonathan; Allen, Elizabeth; Anderson, Sarah; Chandrasekharan, Bhagyam; Malek, Keyvan; Mullis, Tristan; Miller, Cody; Nergui, Tsengel; Poinsatte, Justin; Reyes, Julian; Zhu, Jun; Choate, Janet S.; Jiang, Xiaoyan; Nelson, Roger; Yoon, Jin-Ho; Yorgey, Georgine G.; Johnson, Kristen; Chinnayakanahalli, Kiran J.; Hamlet, Alan F.; Nijssen, Bart; Walden, Von","Adam, Jennifer C.","Adam, Jennifer C. (Washington State University); Stephens, Jennie C. (Clark University); Chung, Serena H. (Washington State University); Brady, Michael P. (Washington State University); Evans, R. David (Washington State University); Kruger, Chad E. (Washington State University); Lamb, Brian K. (Washington State University); Liu, Mingliang (Washington State University); Stöckle, Claudio O. (Washington State University); Vaughan, Joseph K. (Washington State University); Rajagopalan, Kirti (Washington State University); Harrison, John A. (Washington State University); Tague, Christina L. (University of California, Santa Barbara); Kalyanaraman, Ananth (Washington State University); Chen, Yong (Oregon State University); Guenther, Alex (Washington State University; Pacific Northwest National Laboratory); Leung, Fok-Yan (Washington State University); Leung, L. Ruby (Pacific Northwest National Laboratory); Perleberg, Andrew B. (Washington State University); Yoder, Jonathan (Washington State University); Allen, Elizabeth (Washington State University); Anderson, Sarah (Washington State University); Chandrasekharan, Bhagyam (Washington State University); Malek, Keyvan (Washington State University); Mullis, Tristan (Washington State University); Miller, Cody (Washington State University); Nergui, Tsengel (Washington State University); Poinsatte, Justin (Washington State University); Reyes, Julian (Washington State University); Zhu, Jun (University of California, Santa Barbara); Choate, Janet S. (University of California, Santa Barbara); Jiang, Xiaoyan (National Center for Atmospheric Research); Nelson, Roger (Washington State University); Yoon, Jin-Ho (Pacific Northwest National Laboratory); Yorgey, Georgine G. (Washington State University); Johnson, Kristen (Washington State University); Chinnayakanahalli, Kiran J. (); Hamlet, Alan F. (University of Notre Dame); Nijssen, Bart (University of Washington); Walden, Von (Washington State University)",22,9,,5.4,https://link.springer.com/content/pdf/10.1007%2Fs10584-014-1115-2.pdf,https://app.dimensions.ai/details/publication/pub.1030318990,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
42,100,pub.1033060717,10.1002/2014wr016108,,,Ecohydrology in semiarid urban ecosystems: Modeling the relationship between connected impervious area and ecosystem productivity,Water Resources Research,,,2015-01,2015,51,1,302-319,All OA; Gold,Article,"Shields, Catherine; Tague, Christina",,"Shields, Catherine (University of California, Santa Barbara); Tague, Christina (University of California, Santa Barbara)",17,8,,5.88,http://onlinelibrary.wiley.com/doi/10.1002/2014WR016108/pdf,https://app.dimensions.ai/details/publication/pub.1033060717,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
43,200,pub.1071781118,10.3989/pirineos.2014.169004,,,Respuesta hidrológica del Pirineo central al cambio ambiental proyectado para el siglo XXI,Pirineos,,,2014-12-30,2014,169,0,e004,All OA; Gold,Article,"López-Moreno, J. I.; Vicente-Serrano, S. M.; Zabalza, J.; Revuelto, J.; Gilaberte, M.; Azorín-Molina, C.; Morán-Tejeda, E.; García-Ruiz, J. M.; Tague, C.",,"López-Moreno, J. I. (); Vicente-Serrano, S. M. (); Zabalza, J. (); Revuelto, J. (); Gilaberte, M. (); Azorín-Molina, C. (); Morán-Tejeda, E. (); García-Ruiz, J. M. (); Tague, C. ()",2,0,,,http://pirineos.revistas.csic.es/index.php/pirineos/article/download/247/253,https://app.dimensions.ai/details/publication/pub.1071781118,,,,,,
44,100,pub.1033372161,10.1002/hyp.9943,,,"Effects of changes in winter snowpacks on summer low flows: case studies in the Sierra Nevada, California, USA",Hydrological Processes,,,2014-09-15,2014,28,19,5048-5064,Closed,Article,"Godsey, S. E.; Kirchner, J. W.; Tague, C. L.",,"Godsey, S. E. (Idaho State University); Kirchner, J. W. (Swiss Federal Institute of Technology in Zurich); Tague, C. L. (University of California, Santa Barbara)",55,24,,8.52,,https://app.dimensions.ai/details/publication/pub.1033372161,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
45,400,pub.1051363020,10.1016/j.scitotenv.2013.09.031,24090497,,"Impact of climate and land use change on water availability and reservoir management: Scenarios in the Upper Aragón River, Spanish Pyrenees",The Science of The Total Environment,,,2014-09,2014,493,,1222-1231,"All OA; Green, Accepted & Submitted",Article,"López-Moreno, J.I.; Zabalza, J.; Vicente-Serrano, S.M.; Revuelto, J.; Gilaberte, M.; Azorin-Molina, C.; Morán-Tejeda, E.; García-Ruiz, J.M.; Tague, C.","López-Moreno, J.I.","López-Moreno, J.I. (Instituto Pirenaico de Ecología); Zabalza, J. (Instituto Pirenaico de Ecología); Vicente-Serrano, S.M. (Instituto Pirenaico de Ecología); Revuelto, J. (Instituto Pirenaico de Ecología); Gilaberte, M. (Instituto Pirenaico de Ecología); Azorin-Molina, C. (Instituto Pirenaico de Ecología); Morán-Tejeda, E. (University of Geneva); García-Ruiz, J.M. (Instituto Pirenaico de Ecología); Tague, C. ()",75,35,1.08,13.99,https://digital.csic.es/bitstream/10261/104274/1/Lopez_Moreno_et_al._Impact%20of%20climate%20and%20land%20use%20change_Sci%20Total%20Environ.%202014.pdf,https://app.dimensions.ai/details/publication/pub.1051363020,0501 Ecological Applications; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences,0501 Ecological Applications,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences,
46,100,pub.1028289637,10.5194/bg-11-2601-2014,,,What is the importance of climate model bias when projecting the impacts of climate change on land surface processes?,Biogeosciences,,,2014-05-16,2014,11,10,2601-2622,All OA; Gold,Article,"Liu, M.; Rajagopalan, K.; Chung, S. H.; Jiang, X.; Harrison, J.; Nergui, T.; Guenther, A.; Miller, C.; Reyes, J.; Tague, C.; Choate, J.; Salathé, E. P.; Stöckle, C. O.; Adam, J. C.",,"Liu, M. (Washington State University); Rajagopalan, K. (Washington State University); Chung, S. H. (Washington State University); Jiang, X. (National Center for Atmospheric Research); Harrison, J. (Washington State University); Nergui, T. (Washington State University); Guenther, A. (Washington State University; Pacific Northwest National Laboratory); Miller, C. (Washington State University); Reyes, J. (Washington State University); Tague, C. (University of California, Santa Barbara); Choate, J. (University of California, Santa Barbara); Salathé, E. P. (University of Washington Bothell); Stöckle, C. O. (Washington State University); Adam, J. C. (Washington State University)",17,6,,2.39,https://www.biogeosciences.net/11/2601/2014/bg-11-2601-2014.pdf,https://app.dimensions.ai/details/publication/pub.1028289637,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
47,100,pub.1005259561,10.1016/j.procs.2014.05.157,,,Design and Implementation of Kepler Workflows for BioEarth,Procedia Computer Science,,,2014,2014,29,,1722-1732,All OA; Gold,Article,"Mullis, Tristan; Liu, Mingliang; Kalyanaraman, Ananth; Vaughan, Joseph; Tague, Christina; Adam, Jennifer","Kalyanaraman, Ananth","Mullis, Tristan (Washington State University); Liu, Mingliang (Washington State University); Kalyanaraman, Ananth (Washington State University); Vaughan, Joseph (Washington State University); Tague, Christina (University of California, Santa Barbara); Adam, Jennifer (Washington State University)",4,3,,1.74,https://doi.org/10.1016/j.procs.2014.05.157,https://app.dimensions.ai/details/publication/pub.1005259561,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
48,400,pub.1027671519,10.1007/s00267-013-0165-y,24065384,,Perspectives on Disconnects Between Scientific Information and Management Decisions on Post-fire Recovery in Western US,Environmental Management,,"Conservation of Natural Resources; Decision Making, Organizational; Decision Support Techniques; Fires; Government Agencies; Information Dissemination; Northwestern United States; Politics; Southwestern United States; Time Factors",2013-12,2013,52,6,1415-1426,"All OA; Green, Accepted & Submitted",Article,"Chen, Xiaoli; Emery, Nathan; Garcia, Elizabeth S.; Hanan, Erin J.; Hodges, Heather E.; Martin, Tyronne; Meyers, Matthew A.; Peavey, Lindsey E.; Peng, Hui; Santamaria, Jaime Sainz; Uyeda, Kellie A.; Anderson, Sarah E.; Tague, Christina","Anderson, Sarah E.","Chen, Xiaoli (University of California, Santa Barbara); Emery, Nathan (University of California, Santa Barbara); Garcia, Elizabeth S. (University of California, Santa Barbara); Hanan, Erin J. (University of California, Santa Barbara); Hodges, Heather E. (University of California System); Martin, Tyronne (University of California, Santa Barbara); Meyers, Matthew A. (University of California, Santa Barbara); Peavey, Lindsey E. (University of California, Santa Barbara); Peng, Hui (University of California, Santa Barbara; China Institute of Water Resources and Hydropower Research); Santamaria, Jaime Sainz (University of California, Santa Barbara); Uyeda, Kellie A. (University of California, Santa Barbara; San Diego State University); Anderson, Sarah E. (University of California, Santa Barbara); Tague, Christina (University of California, Santa Barbara)",5,1,0,0.94,https://escholarship.org/content/qt35n8t4pf/qt35n8t4pf.pdf?t=odg0uy,https://app.dimensions.ai/details/publication/pub.1027671519,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
49,400,pub.1053367374,10.1371/journal.pone.0080286,24282532,PMC3840024,"An Integrated Model of Environmental Effects on Growth, Carbohydrate Balance, and Mortality of Pinus ponderosa Forests in the Southern Rocky Mountains",PLoS ONE,,"Carbohydrate Metabolism; Carbon Cycle; Climate Change; Droughts; Ecosystem; Models, Theoretical; New Mexico; Pinus ponderosa; Plant Stems; Rain; Seasons",2013-11-25,2013,8,11,e80286,All OA; Gold,Article,"Tague, Christina L.; McDowell, Nathan G.; Allen, Craig D.",,"Tague, Christina L. (University of California, Santa Barbara); McDowell, Nathan G. (Los Alamos National Laboratory); Allen, Craig D. (United States Geological Survey)",23,4,0.25,3.63,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0080286&type=printable,https://app.dimensions.ai/details/publication/pub.1053367374,0602 Ecology; 0699 Other Biological Sciences; 0705 Forestry Sciences; 0607 Plant Biology; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,0602 Ecology,0699 Other Biological Sciences,0705 Forestry Sciences,0607 Plant Biology,06 Biological Sciences
50,100,pub.1015513024,10.5194/bgd-10-17145-2013,,,What is the importance of climate model bias when projecting the impacts of climate change on land surface processes?,Biogeosciences Discussions,,,2013-11-04,2013,10,11,17145-17192,All OA; Gold,Article,"Liu, M.; Rajagopalan, K.; Chung, S. H.; Jiang, X.; Harrison, J.; Nergui, T.; Guenther, A.; Miller, C.; Reyes, J.; Tague, C.; Choate, J.; Salathé, E. P.; Stöckle, C. O.; Adam, J. C.",,"Liu, M. (Washington State University); Rajagopalan, K. (Washington State University); Chung, S. H. (Washington State University); Jiang, X. (National Center for Atmospheric Research); Harrison, J. (Washington State University); Nergui, T. (Washington State University); Guenther, A. (National Center for Atmospheric Research); Miller, C. (Washington State University); Reyes, J. (Washington State University); Tague, C. (University of California, Santa Barbara); Choate, J. (University of California, Santa Barbara); Salathé, E. P. (University of Washington Bothell); Stöckle, C. O. (Washington State University); Adam, J. C. (Washington State University)",4,0,,0.51,https://escholarship.org/content/qt2mk7n31p/qt2mk7n31p.pdf?t=ntqtrw,https://app.dimensions.ai/details/publication/pub.1015513024,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
51,100,pub.1043836916,10.5194/hessd-10-11983-2013,,,Senstitivity of water balance components to environmental changes in a mountainous watershed: uncertainty assessment based on models comparison,Hydrology and Earth System Sciences Discussions,,,2013-10-01,2013,10,10,11983-12026,All OA; Gold,Article,"Morán-Tejeda, E.; Zabalza, J.; Rahman, K.; Gago-Silva, A.; López-Moreno, J. I.; Vicente-Serrano, S.; Lehmann, A.; Tague, C. L.; Beniston, M.",,"Morán-Tejeda, E. (University of Geneva); Zabalza, J. (Instituto Pirenaico de Ecología); Rahman, K. (University of Geneva); Gago-Silva, A. (University of Geneva); López-Moreno, J. I. (Instituto Pirenaico de Ecología); Vicente-Serrano, S. (Instituto Pirenaico de Ecología); Lehmann, A. (University of Geneva); Tague, C. L. (); Beniston, M. (University of Geneva)",2,1,,0.25,https://archive-ouverte.unige.ch/unige:83348/ATTACHMENT01,https://app.dimensions.ai/details/publication/pub.1043836916,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
52,100,pub.1033694698,10.1007/s10745-013-9590-z,,,"Water Scarcity in the Andes: A Comparison of Local Perceptions and Observed Climate, Land Use and Socioeconomic Changes",Human Ecology,,,2013-10,2013,41,5,667-681,Closed,Article,"Murtinho, Felipe; Tague, Christina; de Bievre, Bert; Eakin, Hallie; Lopez-Carr, David","Murtinho, Felipe","Murtinho, Felipe (Seattle University); Tague, Christina (University of California, Santa Barbara); de Bievre, Bert (); Eakin, Hallie (Arizona State University); Lopez-Carr, David (University of California, Santa Barbara)",19,5,,11.74,,https://app.dimensions.ai/details/publication/pub.1033694698,16 Studies in Human Society; 1601 Anthropology,16 Studies in Human Society,1601 Anthropology,,,
53,100,pub.1032728583,10.1890/120209,,,Watering the forest for the trees: an emerging priority for managing water in forest landscapes,Frontiers in Ecology and the Environment,,,2013-08-08,2013,11,6,314-321,Closed,Article,"Grant, Gordon E; Tague, Christina L; Allen, Craig D",,"Grant, Gordon E (Pacific Northwest Research Station); Tague, Christina L (University of California, Santa Barbara); Allen, Craig D ()",63,15,,11.47,,https://app.dimensions.ai/details/publication/pub.1032728583,0602 Ecology; 0705 Forestry Sciences; 0501 Ecological Applications; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management; 07 Agricultural and Veterinary Sciences,0602 Ecology,0705 Forestry Sciences,0501 Ecological Applications,06 Biological Sciences,05 Environmental Sciences
54,100,pub.1013436369,10.1002/jgrg.20073,,,The sensitivity of forest water use to the timing of precipitation and snowmelt recharge in the California Sierra: Implications for a warming climate,Journal of Geophysical Research Biogeosciences,,,2013-06,2013,118,2,875-887,All OA; Gold,Article,"Tague, Christina; Peng, Hui",,"Tague, Christina (University of California, Santa Barbara); Peng, Hui (University of California, Santa Barbara; China Institute of Water Resources and Hydropower Research)",47,16,,6.92,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/jgrg.20073,https://app.dimensions.ai/details/publication/pub.1013436369,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
55,100,pub.1053185331,10.1002/wrcr.20140,,,Influence of spatial temperature estimation method in ecohydrologic modeling in the Western Oregon Cascades,Water Resources Research,,,2013-03,2013,49,3,1611-1624,All OA; Gold,Article,"Garcia, Elizabeth S.; Tague, Christina L.; Choate, Janet S.",,"Garcia, Elizabeth S. (University of California, Santa Barbara); Tague, Christina L. (University of California, Santa Barbara); Choate, Janet S. (University of California, Santa Barbara)",13,3,,4,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/wrcr.20140,https://app.dimensions.ai/details/publication/pub.1053185331,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
