,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Thiago Sanna Freire Silva. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
26,200,pub.1040638397,10.1016/j.biocon.2015.12.033,,,Linking plant phenology to conservation biology,Biological Conservation,,,2016-03,2016,195,,60-72,"All OA; Green, Published",Article,"Morellato, Leonor Patrícia Cerdeira; Alberton, Bruna; Alvarado, Swanni T.; Borges, Bruno; Buisson, Elise; Camargo, Maria Gabriela G.; Cancian, Leonardo F.; Carstensen, Daniel W.; Escobar, Diego F.E.; Leite, Patrícia T.P.; Mendoza, Irene; Rocha, Nathália M.W.B.; Soares, Natalia C.; Silva, Thiago Sanna Freire; Staggemeier, Vanessa G.; Streher, Annia Susin; Vargas, Betânia C.; Peres, Carlos A.","Morellato, Leonor Patrícia Cerdeira","Morellato, Leonor Patrícia Cerdeira (Sao Paulo State University); Alberton, Bruna (Sao Paulo State University); Alvarado, Swanni T. (Sao Paulo State University); Borges, Bruno (Sao Paulo State University); Buisson, Elise (University of Avignon); Camargo, Maria Gabriela G. (Sao Paulo State University); Cancian, Leonardo F. (Sao Paulo State University); Carstensen, Daniel W. (Sao Paulo State University); Escobar, Diego F.E. (Sao Paulo State University); Leite, Patrícia T.P. (Sao Paulo State University); Mendoza, Irene (Sao Paulo State University); Rocha, Nathália M.W.B. (Sao Paulo State University); Soares, Natalia C. (Sao Paulo State University); Silva, Thiago Sanna Freire (Sao Paulo State University); Staggemeier, Vanessa G. (Sao Paulo State University); Streher, Annia Susin (Sao Paulo State University); Vargas, Betânia C. (Sao Paulo State University); Peres, Carlos A. (University of East Anglia)",70,44,,,https://repositorio.unesp.br/bitstream/11449/172408/1/2-s2.0-84953897243.pdf,https://app.dimensions.ai/details/publication/pub.1040638397,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
27,100,pub.1039683628,10.1590/1809-4392201500835,,,Reconstructing historical forest cover change in the Lower Amazon floodplains using the LandTrendr algorithm,Acta Amazonica,,,2016-03,2016,46,1,13-24,All OA; Gold,Article,"FRAGAL, Everton Hafemann; SILVA, Thiago Sanna Freire; de Moraes NOVO, Evlyn Márcia Leão",,"FRAGAL, Everton Hafemann (National Institute for Space Research); SILVA, Thiago Sanna Freire (Sao Paulo State University); de Moraes NOVO, Evlyn Márcia Leão (National Institute for Space Research)",9,7,,5.3,http://www.scielo.br/pdf/aa/v46n1/1809-4392-aa-46-01-00013.pdf,https://app.dimensions.ai/details/publication/pub.1039683628,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
28,200,pub.1114199264,10.1007/978-94-007-6172-8_303-2,,,Remote Sensing of Wetland Types: Tropical Flooded Forests,,The Wetland Book,,2016,2016,,,1-5,All OA; Gold,Chapter,"Hess, Laura; Costa, Maycira; Evans, Teresa; Silva, Thiago S. F.; Chapman, Bruce; Milne, Tony",,"Hess, Laura (); Costa, Maycira (); Evans, Teresa (); Silva, Thiago S. F. (); Chapman, Bruce (); Milne, Tony ()",0,0,,,https://link.springer.com/content/pdf/10.1007%2F978-94-007-6172-8_303-2.pdf,https://app.dimensions.ai/details/publication/pub.1114199264,,,,,,
29,100,pub.1074202384,10.1007/978-94-007-6172-8_307-3,,,Remote Sensing of Wetland Types: Subtropical Wetlands of Southern Hemisphere,,The Wetland Book,,2016,2016,,,1-6,All OA; Gold,Chapter,"Costa, Maycira; Evans, Teresa; Silva, Thiago S.F.",,"Costa, Maycira (); Evans, Teresa (); Silva, Thiago S.F. (Sao Paulo State University)",0,0,,0,https://link.springer.com/content/pdf/10.1007%2F978-94-007-6172-8_307-3.pdf,https://app.dimensions.ai/details/publication/pub.1074202384,0602 Ecology; 0502 Environmental Science and Management; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
30,100,pub.1006846686,10.1007/978-94-007-6172-8_307-2,,,Remote Sensing of Wetland Types: Subtropical Wetlands of Southern Hemisphere,,The Wetland Book,,2016,2016,,,1-6,Closed,Chapter,"Costa, Maycira; Evans, Teresa; Silva, Thiago S. F.",,"Costa, Maycira (); Evans, Teresa (); Silva, Thiago S. F. (Sao Paulo State University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1006846686,0602 Ecology; 0502 Environmental Science and Management; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
31,100,pub.1067897786,10.15560/11.6.1789,,,"A floristic survey of angiosperm species occurring at three landscapes of the Central Amazon várzea, Brazil",Check List,,,2015-11-10,2015,11(6),6,1,All OA; Gold,Article,"Luize, Bruno Garcia; Venticinque, Eduardo Martins; Silva, Thiago Sanna Freire; Novo, Evlyn Marcia Leão de Moraes",,"Luize, Bruno Garcia (); Venticinque, Eduardo Martins (); Silva, Thiago Sanna Freire (); Novo, Evlyn Marcia Leão de Moraes ()",1,1,,0.2,https://checklist.pensoft.net/lib/ajax_srv/article_elements_srv.php?action=download_pdf&item_id=19391,https://app.dimensions.ai/details/publication/pub.1067897786,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
32,100,pub.1032526969,10.1590/1809-4392201401439,,,"Land cover classification of Lago Grande de Curuai floodplain (Amazon, Brazil) using multi-sensor and image fusion techniques",Acta Amazonica,,,2015-06,2015,45,2,195-202,All OA; Gold,Article,"de Almeida FURTADO, Luiz Felipe; SILVA, Thiago Sanna Freire; FERNANDES, Pedro José Farias; de Moraes NOVO, Evelyn Márcia Leão",,"de Almeida FURTADO, Luiz Felipe (National Institute for Space Research); SILVA, Thiago Sanna Freire (Sao Paulo State University); FERNANDES, Pedro José Farias (Fluminense Federal University); de Moraes NOVO, Evelyn Márcia Leão (National Institute for Space Research)",13,7,,4.54,https://doi.org/10.1590/1809-4392201401439,https://app.dimensions.ai/details/publication/pub.1032526969,08 Information and Computing Sciences; 09 Engineering; 0801 Artificial Intelligence and Image Processing; 0909 Geomatic Engineering,08 Information and Computing Sciences,09 Engineering,0801 Artificial Intelligence and Image Processing,0909 Geomatic Engineering,
33,200,pub.1051614562,10.1201/b18210-25,,,Capturing the Dynamics of Amazonian Wetlands Using Synthetic Aperture Radar: Lessons Learned and Future Directions,,Remote Sensing of Wetlands,,2015-03-23,2015,,,455-472,Closed,Chapter,"Silva, Thiago; Melack, John; Streher, Annia; Ferreira-Ferreira, Jefferson; de Almeida, Luiz",,"Silva, Thiago (); Melack, John (); Streher, Annia (); Ferreira-Ferreira, Jefferson (); de Almeida, Luiz ()",3,2,,,,https://app.dimensions.ai/details/publication/pub.1051614562,,,,,,
34,100,pub.1024048598,10.1111/btp.12203,,,"Effects of the Flooding Gradient on Tree Community Diversity in Várzea Forests of the Purus River, Central Amazon, Brazil",Biotropica,,,2015-03,2015,47,2,137-142,Closed,Article,"Luize, Bruno G.; Silva, Thiago S. F.; Wittmann, Florian; Assis, Rafael L.; Venticinque, Eduardo M.",,"Luize, Bruno G. (); Silva, Thiago S. F. (); Wittmann, Florian (Max Planck Institute for Chemistry); Assis, Rafael L. (Norwegian University of Life Sciences); Venticinque, Eduardo M. ()",7,4,,,,https://app.dimensions.ai/details/publication/pub.1024048598,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
35,100,pub.1006113387,10.1007/s11273-014-9359-1,,,"Combining ALOS/PALSAR derived vegetation structure and inundation patterns to characterize major vegetation types in the Mamirauá Sustainable Development Reserve, Central Amazon floodplain, Brazil",Wetlands Ecology and Management,,,2015-02,2015,23,1,41-59,Closed,Article,"Ferreira-Ferreira, Jefferson; Silva, Thiago Sanna Freire; Streher, Annia Susin; Affonso, Adriana Gomes; de Almeida Furtado, Luiz Felipe; Forsberg, Bruce Rider; Valsecchi, João; Queiroz, Helder Lima; de Moraes Novo, Evlyn Márcia Leão","Ferreira-Ferreira, Jefferson","Ferreira-Ferreira, Jefferson (Instituto de Desenvolvimento Sustentável Mamirauá); Silva, Thiago Sanna Freire (Sao Paulo State University); Streher, Annia Susin (Instituto de Desenvolvimento Sustentável Mamirauá); Affonso, Adriana Gomes (National Institute for Space Research); de Almeida Furtado, Luiz Felipe (National Institute for Space Research); Forsberg, Bruce Rider (National Institute of Amazonian Research); Valsecchi, João (Instituto de Desenvolvimento Sustentável Mamirauá); Queiroz, Helder Lima (Instituto de Desenvolvimento Sustentável Mamirauá); de Moraes Novo, Evlyn Márcia Leão (National Institute for Space Research)",22,14,,4.82,,https://app.dimensions.ai/details/publication/pub.1006113387,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
36,100,pub.1036607149,10.1016/j.jag.2014.01.001,,,Empirical models for estimating the suspended sediment concentration in Amazonian white water rivers using Landsat 5/TM,International Journal of Applied Earth Observation and Geoinformation,,,2014-06,2014,29,,67-77,Closed,Article,"Montanher, Otávio C.; Novo, Evlyn M.L.M.; Barbosa, Cláudio C.F.; Rennó, Camilo D.; Silva, Thiago S.F.","Montanher, Otávio C.","Montanher, Otávio C. (National Institute for Space Research; State University of Maringa); Novo, Evlyn M.L.M. (National Institute for Space Research); Barbosa, Cláudio C.F. (National Institute for Space Research); Rennó, Camilo D. (National Institute for Space Research); Silva, Thiago S.F. ()",24,15,,3.72,,https://app.dimensions.ai/details/publication/pub.1036607149,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
37,100,pub.1028762311,10.1590/s1415-43662014000100008,,,Identificação da dinâmica espaço-temporal para estimar área cultivada de soja a partir de imagens MODIS no Rio Grande do Sul,Revista Brasileira de Engenharia Agrícola e Ambiental,,,2014-01,2014,18,1,54-63,All OA; Gold,Article,"Santos, Juliana S. dos; Fontana, Denise C.; Silva, Thiago S. F.; Rudorff, Bernardo F. T.",,"Santos, Juliana S. dos (National Institute for Space Research); Fontana, Denise C. (Federal University of Rio Grande do Sul); Silva, Thiago S. F. (Sao Paulo State University); Rudorff, Bernardo F. T. ()",8,2,,,http://www.scielo.br/pdf/rbeaa/v18n1/v18n1a08.pdf,https://app.dimensions.ai/details/publication/pub.1028762311,,,,,,
38,400,pub.1010755260,10.1111/gcb.12308,23818397,,Responses of aquatic macrophyte cover and productivity to flooding variability on the Amazon floodplain,Global Change Biology,,"Brazil; Climate Change; Computer Simulation; Floods; Models, Theoretical; Plant Development; Rivers; Satellite Imagery",2013-09,2013,19,11,3379-3389,Closed,Article,"Silva, Thiago S. F.; Melack, John M.; Novo, Evlyn M. L. M.",,"Silva, Thiago S. F. (National Institute for Space Research); Melack, John M. (University of California, Santa Barbara); Novo, Evlyn M. L. M. (National Institute for Space Research)",20,10,0.11,,,https://app.dimensions.ai/details/publication/pub.1010755260,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
39,200,pub.1024087728,10.1201/b15159-32,,,Wetland Classification,Remote Sensing Applications Series,Remote Sensing of Natural Resources,,2013-07-18,2013,20135777,,461-478,Closed,Chapter,"Wang, Guangxing; Weng, Qihao; Costa, Maycira; Silva, Thiago; Evans, Teresa",,"Wang, Guangxing (); Weng, Qihao (); Costa, Maycira (); Silva, Thiago (); Evans, Teresa ()",2,1,,,,https://app.dimensions.ai/details/publication/pub.1024087728,,,,,,
40,100,pub.1094849302,10.1109/multi-temp.2013.6866019,,,"A multisensor, multitemporal approach for monitoring herbaceous vegetation growth in the Amazon floodplain",,MultiTemp 2013: 7th International Workshop on the Analysis of Multi-temporal Remote Sensing Images,,2013-06,2013,,,1-4,Closed,Proceeding,"Silva, Thiago Sanna Freire; Costa, Maycira P.F.; Novo, Evlyn M.L. M.; Melack, John M.",,"Silva, Thiago Sanna Freire (Sao Paulo State University); Costa, Maycira P.F. (University of Victoria); Novo, Evlyn M.L. M. (); Melack, John M. (University of California, Santa Barbara)",1,0,,0.14,,https://app.dimensions.ai/details/publication/pub.1094849302,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
41,100,pub.1019634681,10.1016/j.rse.2012.10.035,,,Monitoring flood extent in the lower Amazon River floodplain using ALOS/PALSAR ScanSAR images,Remote Sensing of Environment,,,2013-03,2013,130,,51-61,Closed,Article,"Arnesen, Allan S.; Silva, Thiago S.F.; Hess, Laura L.; Novo, Evlyn M.L.M.; Rudorff, Conrado M.; Chapman, Bruce D.; McDonald, Kyle C.","Arnesen, Allan S.","Arnesen, Allan S. (National Institute for Space Research); Silva, Thiago S.F. (National Institute for Space Research); Hess, Laura L. (University of California, Santa Barbara); Novo, Evlyn M.L.M. (National Institute for Space Research); Rudorff, Conrado M. (University of California, Santa Barbara); Chapman, Bruce D. (Jet Propulsion Lab); McDonald, Kyle C. (Jet Propulsion Lab)",67,27,,12.45,,https://app.dimensions.ai/details/publication/pub.1019634681,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
42,200,pub.1072520306,10.4322/natcon.2013.028,,,Restoration Challenges and Opportunities for Increasing Landscape Connectivity under the New Brazilian Forest Act,Natureza & Conservação,,,2013,2013,11,2,181-185,All OA; Gold,Article,"Garcia, Letícia Couto; Santos, Juliana Silveira dos; Matsumoto, Marcelo; Silva, Thiago Sanna Freire; Padovezi, Aurélio; Sparovek, Gerd; Hobbs, Richard J.",,"Garcia, Letícia Couto (); Santos, Juliana Silveira dos (); Matsumoto, Marcelo (); Silva, Thiago Sanna Freire (); Padovezi, Aurélio (); Sparovek, Gerd (); Hobbs, Richard J. ()",25,7,,4.09,https://doi.org/10.4322/natcon.2013.028,https://app.dimensions.ai/details/publication/pub.1072520306,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
43,100,pub.1001266780,10.1590/s0100-204x2012000900010,,,Classificação orientada a objetos aplicada na caracterização da cobertura da terra no Araguaia,Pesquisa Agropecuária Brasileira,,,2012-09,2012,47,9,1251-1260,All OA; Gold,Article,"Fernandes, Rener Ribeiro; Nunes, Gustavo Manzon; Silva, Thiago Sanna Freire",,"Fernandes, Rener Ribeiro (Federal University of Mato Grosso); Nunes, Gustavo Manzon (Federal University of Mato Grosso); Silva, Thiago Sanna Freire ()",3,1,,,http://www.scielo.br/pdf/pab/v47n9/10.pdf,https://app.dimensions.ai/details/publication/pub.1001266780,07 Agricultural and Veterinary Sciences,07 Agricultural and Veterinary Sciences,,,,
44,100,pub.1094718580,10.1109/igarss.2012.6352695,,,Spatial - Temporal Pattern of Forest Regeneration in Areas Deforested in the Eastern Amazon,,2012 IEEE International Geoscience and Remote Sensing Symposium,,2012-07,2012,,,6283-6286,Closed,Proceeding,"Lima, Andre; Moscardo, Andre; Silva, Thiago; Leitold, Veronika; Coura, Samuel; Aragao, O.C. Luize; Rudorf, Bernardo Friedrich; Formaggio, Antonio Roberto; Edemir, Shimabukuro Yosio",,"Lima, Andre (National Institute for Space Research); Moscardo, Andre (National Institute for Space Research); Silva, Thiago (National Institute for Space Research); Leitold, Veronika (National Institute for Space Research); Coura, Samuel (National Institute for Space Research); Aragao, O.C. Luize (National Institute for Space Research); Rudorf, Bernardo Friedrich (National Institute for Space Research); Formaggio, Antonio Roberto (National Institute for Space Research); Edemir, Shimabukuro Yosio (National Institute for Space Research)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094718580,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
45,100,pub.1024875779,10.1016/j.apgeog.2011.10.013,,,Land use and land cover changes determine the spatial relationship between fire and deforestation in the Brazilian Amazon,Applied Geography,,,2012-05,2012,34,,239-246,Closed,Article,"Lima, André; Silva, Thiago Sanna Freire; de Aragão, Luiz Eduardo Oliveira e Cruz; de Feitas, Ramon Morais; Adami, Marcos; Formaggio, Antônio Roberto; Shimabukuro, Yosio Edemir","Lima, André","Lima, André (National Institute for Space Research); Silva, Thiago Sanna Freire (National Institute for Space Research); de Aragão, Luiz Eduardo Oliveira e Cruz (University of Exeter); de Feitas, Ramon Morais (National Institute for Space Research); Adami, Marcos (National Institute for Space Research); Formaggio, Antônio Roberto (National Institute for Space Research); Shimabukuro, Yosio Edemir (National Institute for Space Research)",25,6,,5.84,,https://app.dimensions.ai/details/publication/pub.1024875779,16 Studies in Human Society; 1604 Human Geography; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,16 Studies in Human Society,1604 Human Geography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
46,100,pub.1028292420,10.1590/s2179-975x2012005000001,,,Impact of the 2009 extreme water level variation on phytoplankton community structure in Lower Amazon floodplain lakes,Acta Limnologica Brasiliensia,,,2012-02-16,2012,23,3,260-270,All OA; Gold,Article,"Casali, Simone; Calijuri, Maria do Carmo; Barbarisi, Bernard; Renó, Vivian Fróes; Affonso, Adriana Gomes; Barbosa, Cláudio; Silva, Thiago Sanna Freire; de Moraes Novo, Evlyn Márcia Leão",,"Casali, Simone (University of Sao Paulo); Calijuri, Maria do Carmo (University of Sao Paulo); Barbarisi, Bernard (National Institute for Space Research); Renó, Vivian Fróes (National Institute for Space Research); Affonso, Adriana Gomes (National Institute for Space Research); Barbosa, Cláudio (National Institute for Space Research); Silva, Thiago Sanna Freire (National Institute for Space Research); de Moraes Novo, Evlyn Márcia Leão (National Institute for Space Research)",7,2,,0.84,http://www.scielo.br/pdf/alb/v23n3/alb_aop_230305.pdf,https://app.dimensions.ai/details/publication/pub.1028292420,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
47,100,pub.1061611903,10.1109/tgrs.2011.2157972,,,Mapping Macrophyte Species in the Amazon Floodplain Wetlands Using Fully Polarimetric ALOS/PALSAR Data,IEEE Transactions on Geoscience and Remote Sensing,,,2011-12,2011,49,12,4717-4728,Closed,Article,"Sartori, Lauriana Rúbio; Imai, Nilton Nobuhiro; Mura, José Claudio; de Moraes Novo, Evlyn Márcia Leão; Silva, Thiago Sanna Freire",,"Sartori, Lauriana Rúbio (Sao Paulo State University); Imai, Nilton Nobuhiro (State University of Campinas; Sao Paulo State University); Mura, José Claudio (University of Sao Paulo; National Institute for Space Research); de Moraes Novo, Evlyn Márcia Leão (National Institute for Space Research); Silva, Thiago Sanna Freire (Federal University of Rio Grande do Norte; National Institute for Space Research; University of Victoria)",22,3,,4.68,,https://app.dimensions.ai/details/publication/pub.1061611903,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
48,100,pub.1052099886,10.1016/j.rse.2011.08.008,,,Assessment of deforestation in the Lower Amazon floodplain using historical Landsat MSS/TM imagery,Remote Sensing of Environment,,,2011-12,2011,115,12,3446-3456,Closed,Article,"Renó, Vivian F.; Novo, Evlyn M.L.M.; Suemitsu, Chieno; Rennó, Camilo D.; Silva, Thiago S.F.","Renó, Vivian F.","Renó, Vivian F. (National Institute for Space Research); Novo, Evlyn M.L.M. (National Institute for Space Research); Suemitsu, Chieno (Federal University of Para); Rennó, Camilo D. (National Institute for Space Research); Silva, Thiago S.F. (National Institute for Space Research)",42,15,,6.97,,https://app.dimensions.ai/details/publication/pub.1052099886,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
49,100,pub.1061332521,10.1109/jstars.2010.2089042,,,Using ALOS/PALSAR and RADARSAT-2 to Map Land Cover and Seasonal Inundation in the Brazilian Pantanal,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2010-12,2010,3,4,560-575,Closed,Article,"Evans, Teresa L.; Costa, Maycira; Telmer, Kevin; Silva, Thiago S. F.",,"Evans, Teresa L. (Camosun College; University of Victoria); Costa, Maycira (University of Victoria); Telmer, Kevin (University of Ottawa; University of Victoria); Silva, Thiago S. F. (Federal University of Rio Grande do Norte; National Institute for Space Research)",75,17,,28.16,,https://app.dimensions.ai/details/publication/pub.1061332521,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
50,100,pub.1039889781,10.1016/j.rse.2010.04.007,,,Spatial and temporal variability of macrophyte cover and productivity in the eastern Amazon floodplain: A remote sensing approach,Remote Sensing of Environment,,,2010-09,2010,114,9,1998-2010,Closed,Article,"Silva, Thiago Sanna F.; Costa, Maycira P.F.; Melack, John M.","Silva, Thiago Sanna F.","Silva, Thiago Sanna F. (University of Victoria); Costa, Maycira P.F. (University of Victoria); Melack, John M. (University of California, Santa Barbara)",57,8,,8.59,,https://app.dimensions.ai/details/publication/pub.1039889781,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
51,100,pub.1094123345,10.1109/igarss.2010.5652492,,,INVESTIGATIONS ON THE FULL POLARIMETRIC PALSAR DATA TO DISCRIMINATE MACROPHYTES SPECIES IN THE AMAZON FLOODPLAIN WETLAND,,2010 IEEE International Geoscience and Remote Sensing Symposium,,2010-07,2010,,,413-416,Closed,Proceeding,"Sartori, Lauriana Rúbio; Imai, Nilton Nobuhiro; Mura, José Claudio; de Moraes Novo, Evlyn Márcia Leão; Silva, Thiago Sanna Freire",,"Sartori, Lauriana Rúbio (Sao Paulo State University); Imai, Nilton Nobuhiro (Sao Paulo State University); Mura, José Claudio (); de Moraes Novo, Evlyn Márcia Leão (); Silva, Thiago Sanna Freire ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094123345,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
52,100,pub.1028699594,10.1016/j.aquabot.2009.10.015,,,Assessment of two biomass estimation methods for aquatic vegetation growing on the Amazon Floodplain,Aquatic Botany,,,2010-04,2010,92,3,161-167,Closed,Article,"Silva, Thiago Sanna F.; Costa, Maycira P.F.; Melack, John M.","Silva, Thiago Sanna F.","Silva, Thiago Sanna F. (University of Victoria); Costa, Maycira P.F. (University of Victoria); Melack, John M. (University of California, Santa Barbara)",15,4,,1.4,,https://app.dimensions.ai/details/publication/pub.1028699594,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
53,100,pub.1027811548,10.1672/08-107.1,,,Annual Net Primary Production of Macrophytes in the Eastern Amazon Floodplain,Wetlands,,,2009-06,2009,29,2,747-758,Closed,Article,"Silva, Thiago S. F.; Costa, Maycira P. F.; Melack, John M.",,"Silva, Thiago S. F. (University of Victoria); Costa, Maycira P. F. (University of Victoria); Melack, John M. (University of California, Santa Barbara)",30,7,,4.45,,https://app.dimensions.ai/details/publication/pub.1027811548,0607 Plant Biology; 06 Biological Sciences,0607 Plant Biology,06 Biological Sciences,,,
54,400,pub.1008077028,10.1007/s10661-007-9855-3,17593532,,Remote sensing of aquatic vegetation: theory and applications,Environmental Monitoring and Assessment,,Geographic Information Systems; Plants; Water,2008-05,2008,140,1-3,131-145,Closed,Article,"Silva, Thiago S. F.; Costa, Maycira P. F.; Melack, John M.; Novo, Evlyn M. L. M.","Silva, Thiago S. F.","Silva, Thiago S. F. (University of Victoria); Costa, Maycira P. F. (University of Victoria); Melack, John M. (University of California, Santa Barbara); Novo, Evlyn M. L. M. (National Institute for Space Research)",158,31,0.25,19.48,,https://app.dimensions.ai/details/publication/pub.1008077028,09 Engineering; 0602 Ecology; 0502 Environmental Science and Management; 0909 Geomatic Engineering; 05 Environmental Sciences; 06 Biological Sciences,09 Engineering,0602 Ecology,0502 Environmental Science and Management,0909 Geomatic Engineering,05 Environmental Sciences
55,400,pub.1002547585,10.1016/s0960-8524(00)00158-9,11272017,,Seasonal variation in the biomass and agar yield from Gracilaria cervicornis and Hydropuntia cornea from Brazil,Bioresource Technology,,Agar; Analysis of Variance; Biomass; Brazil; Rhodophyta; Seasons,2001-04,2001,77,2,115-120,Closed,Article,"Marinho-Soriano, E.; Silva, T.S.F.; Moreira, W.S.C.","Marinho-Soriano, E.","Marinho-Soriano, E. (); Silva, T.S.F. (); Moreira, W.S.C. ()",25,2,0.14,2.01,,https://app.dimensions.ai/details/publication/pub.1002547585,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
