,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Matthew G Jackson. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
30,400,pub.1055874512,10.1021/jacs.5b08162,26488848,,"Anionic chemistry of noble gases: formation of Mg-NG (NG = Xe, Kr, Ar) compounds under pressure.",Journal of the American Chemical Society,,,2015-11-11,2015,137,44,14122-8,Closed,Article,"Miao, Mao-Sheng; Wang, Xiao-Li; Brgoch, Jakoah; Spera, Frank; Jackson, Matthew G; Kresse, Georg; Lin, Hai-Qing",,"Miao, Mao-Sheng (California State University, Northridge; Beijing Computational Science Research Center); Wang, Xiao-Li (Linyi University; University of California, Santa Barbara); Brgoch, Jakoah (University of Houston); Spera, Frank (University of California, Santa Barbara); Jackson, Matthew G (University of California, Santa Barbara); Kresse, Georg (University of Vienna); Lin, Hai-Qing (Beijing Computational Science Research Center)",28,14,1.31,5.49,,https://app.dimensions.ai/details/publication/pub.1055874512,0307 Theoretical and Computational Chemistry; 03 Chemical Sciences; 0302 Inorganic Chemistry; 0306 Physical Chemistry (incl. Structural),0307 Theoretical and Computational Chemistry,03 Chemical Sciences,0302 Inorganic Chemistry,0306 Physical Chemistry (incl. Structural),
31,100,pub.1035620478,10.1016/j.chemgeo.2015.08.014,,,Ultra-depleted melts in olivine-hosted melt inclusions from the Ontong Java Plateau,Chemical Geology,,,2015-10,2015,414,Nature 372 1994,124-137,All OA; Gold,Article,"Jackson, M.G.; Cabral, R.A.; Rose-Koga, E.F.; Koga, K.T.; Price, A.; Hauri, E.H.; Michael, P.","Jackson, M.G.","Jackson, M.G. (); Cabral, R.A. (Boston University); Rose-Koga, E.F. (Laboratoire Magmas et Volcans); Koga, K.T. (Laboratoire Magmas et Volcans); Price, A. (); Hauri, E.H. (Carnegie Institution for Science); Michael, P. (University of Tulsa)",12,9,,2.23,https://manuscript.elsevier.com/S0009254115300127/pdf/S0009254115300127.pdf,https://app.dimensions.ai/details/publication/pub.1035620478,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
32,100,pub.1030930762,10.2138/am-2015-5154,,,"Oceanic lavas sampling the high-3He/4He mantle reservoir: Primitive, depleted, or re-enriched?",American Mineralogist,,,2015-10,2015,100,10,2066-2081,Closed,Article,"Garapić, Gordana; Mallik, Ananya; Dasgupta, Rajdeep; Jackson, Matthew G.",,"Garapić, Gordana (State University of New York at New Paltz; University of California, Santa Barbara); Mallik, Ananya (Rice University); Dasgupta, Rajdeep (Rice University); Jackson, Matthew G. (University of California, Santa Barbara)",9,5,,1.67,,https://app.dimensions.ai/details/publication/pub.1030930762,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
33,100,pub.1007017912,10.1002/2015gc005966,,,"Deeply dredged submarine HIMU glasses from the Tuvalu Islands, Polynesia: Implications for volatile budgets of recycled oceanic crust",Geochemistry Geophysics Geosystems,,,2015-09,2015,16,9,3210-3234,All OA; Gold,Article,"Jackson, M. G.; Koga, K. T.; Price, A.; Konter, J. G.; Koppers, A. A. P.; Finlayson, V. A.; Konrad, K.; Hauri, E. H.; Kylander‐Clark, A.; Kelley, K. A.; Kendrick, M. A.",,"Jackson, M. G. (University of California System); Koga, K. T. (Laboratoire Magmas et Volcans); Price, A. (University of California System); Konter, J. G. (University of Hawaii at Manoa); Koppers, A. A. P. (Oregon State University); Finlayson, V. A. (University of Hawaii at Manoa); Konrad, K. (Oregon State University); Hauri, E. H. (Department of Terrestrial Magnetism); Kylander‐Clark, A. (University of California System); Kelley, K. A. (University of Rhode Island); Kendrick, M. A. (Australian National University)",11,5,,2.05,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015GC005966,https://app.dimensions.ai/details/publication/pub.1007017912,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
34,100,pub.1039196747,10.1038/ngeo2488,,,"Connections between the bulk composition, geodynamics and habitability of Earth",Nature Geoscience,,,2015-08,2015,8,8,587-593,Closed,Article,"Jellinek, A. M.; Jackson, M. G.","Jellinek, A. M.","Jellinek, A. M. (University of British Columbia); Jackson, M. G. (University of California, Santa Barbara)",33,13,,7.39,,https://app.dimensions.ai/details/publication/pub.1039196747,0404 Geophysics; 04 Earth Sciences; 0403 Geology,0404 Geophysics,04 Earth Sciences,0403 Geology,,
35,100,pub.1021824599,10.1016/j.lithos.2015.04.010,,,A radiogenic isotopic (He-Sr-Nd-Pb-Os) study of lavas from the Pitcairn hotspot: Implications for the origin of EM-1 (enriched mantle 1),Lithos,,,2015-07,2015,228,,1-11,All OA; Gold,Article,"Garapić, G.; Jackson, M.G.; Hauri, E.H.; Hart, S.R.; Farley, K.A.; Blusztajn, J.S.; Woodhead, J.D.","Garapić, G.","Garapić, G. (University of California, Santa Barbara); Jackson, M.G. (University of California, Santa Barbara); Hauri, E.H. (Carnegie Institution for Science); Hart, S.R. (Woods Hole Oceanographic Institution); Farley, K.A. (California Institute of Technology); Blusztajn, J.S. (Woods Hole Oceanographic Institution); Woodhead, J.D. (University of Melbourne)",18,6,,3.35,https://manuscript.elsevier.com/S002449371500136X/pdf/S002449371500136X.pdf,https://app.dimensions.ai/details/publication/pub.1021824599,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
36,100,pub.1042513443,10.1016/j.epsl.2015.02.004,,,Multiple sulfur isotope composition of oxidized Samoan melts and the implications of a sulfur isotope ‘mantle array’ in chemical geodynamics,Earth and Planetary Science Letters,,,2015-05,2015,417,Phys. Earth Planet. Inter. 19 4 1979,28-39,Closed,Article,"Labidi, J.; Cartigny, P.; Jackson, M.G.","Labidi, J.","Labidi, J. (Paris Diderot University); Cartigny, P. (Paris Diderot University); Jackson, M.G. (University of California, Santa Barbara)",20,9,,3.72,,https://app.dimensions.ai/details/publication/pub.1042513443,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
37,100,pub.1044078159,10.1016/j.epsl.2014.11.026,,,"The halogen (F, Cl, Br, I) and H2O systematics of Samoan lavas: Assimilated-seawater, EM2 and high-3He/4He components",Earth and Planetary Science Letters,,,2015-01,2015,410,Geochem. Geophys. Geosyst. 11 2010,197-209,Closed,Article,"Kendrick, Mark A.; Jackson, Matthew G.; Hauri, Erik H.; Phillips, David","Kendrick, Mark A.","Kendrick, Mark A. (University of Melbourne; Australian National University); Jackson, Matthew G. (University of California, Santa Barbara); Hauri, Erik H. (); Phillips, David (University of Melbourne)",37,19,,6.25,,https://app.dimensions.ai/details/publication/pub.1044078159,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
38,100,pub.1044966614,10.1002/2014gc005473,,,"Volatile cycling of H2O, CO2, F, and Cl in the HIMU mantle: A new window provided by melt inclusions from oceanic hot spot lavas at Mangaia, Cook Islands",Geochemistry Geophysics Geosystems,,,2014-11,2014,15,11,4445-4467,All OA; Gold,Article,"Cabral, Rita A.; Jackson, Matthew G.; Koga, Kenneth T.; Rose‐Koga, Estelle F.; Hauri, Erik H.; Whitehouse, Martin J.; Price, Allison A.; Day, James M. D.; Shimizu, Nobumichi; Kelley, Katherine A.",,"Cabral, Rita A. (Boston University); Jackson, Matthew G. (University of California, Santa Barbara); Koga, Kenneth T. (Laboratoire Magmas et Volcans); Rose‐Koga, Estelle F. (Laboratoire Magmas et Volcans); Hauri, Erik H. (); Whitehouse, Martin J. (Swedish Museum of Natural History); Price, Allison A. (University of California, Santa Barbara); Day, James M. D. (Scripps Institution of Oceanography); Shimizu, Nobumichi (Woods Hole Oceanographic Institution); Kelley, Katherine A. (University of Rhode Island)",33,15,,5.14,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014GC005473,https://app.dimensions.ai/details/publication/pub.1044966614,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
39,400,pub.1026076155,10.1038/nature13794,25318524,,Helium and lead isotopes reveal the geochemical geometry of the Samoan plume,Nature,,,2014-10,2014,514,7522,355-358,"All OA; Green, Accepted & Submitted",Article,"Jackson, M. G.; Hart, S. R.; Konter, J. G.; Kurz, M. D.; Blusztajn, J.; Farley, K. A.","Jackson, M. G.","Jackson, M. G. (University of California, Santa Barbara); Hart, S. R. (Woods Hole Oceanographic Institution); Konter, J. G. (University of Hawaii at Manoa); Kurz, M. D. (Woods Hole Oceanographic Institution); Blusztajn, J. (Woods Hole Oceanographic Institution); Farley, K. A. (California Institute of Technology)",43,17,0.19,6.7,http://scholarspace.manoa.hawaii.edu/bitstream/10125/39579/1/FinalDraft_Konter.pdf,https://app.dimensions.ai/details/publication/pub.1026076155,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
40,100,pub.1049824441,10.1002/9781118852538.ch3,,,Galápagos and Easter,Geophysical Monograph Series,The Galápagos,,2014-07-22,2014,,,27-40,Closed,Chapter,"Harpp, Karen S.; Hall, Paul S.; Jackson, Matthew G.",,"Harpp, Karen S. (Colgate University); Hall, Paul S. (Boston University); Jackson, Matthew G. ()",10,3,,1.56,,https://app.dimensions.ai/details/publication/pub.1049824441,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
41,100,pub.1026482164,10.1016/j.epsl.2014.03.065,,,Phantom Archean crust in Mangaia hotspot lavas and the meaning of heterogeneous mantle,Earth and Planetary Science Letters,,,2014-06,2014,396,J. Petrol. 38 1997,97-106,Closed,Article,"Herzberg, C.; Cabral, R.A.; Jackson, M.G.; Vidito, C.; Day, J.M.D.; Hauri, E.H.","Herzberg, C.","Herzberg, C. (Rutgers, The State University of New Jersey); Cabral, R.A. (Boston University); Jackson, M.G. (University of California, Santa Barbara); Vidito, C. (Rutgers, The State University of New Jersey); Day, J.M.D. (Scripps Institution of Oceanography); Hauri, E.H. (Carnegie Institution for Science)",42,17,,6.55,,https://app.dimensions.ai/details/publication/pub.1026482164,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
42,100,pub.1025260737,10.1002/2013gc005221,,,"Ta'u and Ofu/Olosega volcanoes: The “Twin Sisters” of Samoa, their P, T, X melting regime, and global implications",Geochemistry Geophysics Geosystems,,,2014-06,2014,15,6,2301-2318,All OA; Gold,Article,"Hart, Stanley R.; Jackson, Matthew G.",,"Hart, Stanley R. (Woods Hole Oceanographic Institution); Jackson, Matthew G. (University of California, Santa Barbara)",12,3,,2.02,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013GC005221,https://app.dimensions.ai/details/publication/pub.1025260737,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
43,100,pub.1030297047,10.1002/2013gc005061,,,Evidence for a broadly distributed Samoan‐plume signature in the northern Lau and North Fiji Basins,Geochemistry Geophysics Geosystems,,,2014-04,2014,15,4,986-1008,All OA; Gold,Article,"Price, Allison A.; Jackson, Matthew G.; Blichert‐Toft, Janne; Hall, Paul S.; Sinton, John M.; Kurz, Mark D.; Blusztajn, Jerzy",,"Price, Allison A. (University of California, Santa Barbara); Jackson, Matthew G. (University of California, Santa Barbara); Blichert‐Toft, Janne (Claude Bernard University Lyon 1); Hall, Paul S. (Boston University); Sinton, John M. (University of Hawaii at Manoa); Kurz, Mark D. (Woods Hole Oceanographic Institution); Blusztajn, Jerzy (Woods Hole Oceanographic Institution)",13,5,,2.19,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2013GC005061,https://app.dimensions.ai/details/publication/pub.1030297047,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
44,100,pub.1021953522,10.1016/j.epsl.2014.01.028,,,A geochemical evaluation of potential magma ocean dynamics using a parameterized model for perovskite crystallization,Earth and Planetary Science Letters,,,2014-04,2014,392,Nature 346 1990,154-165,Closed,Article,"Jackson, Colin R.M.; Ziegler, Leah B.; Zhang, Hongluo; Jackson, Matthew G.; Stegman, Dave R.","Jackson, Colin R.M.","Jackson, Colin R.M. (Brown University); Ziegler, Leah B. (Oregon State University); Zhang, Hongluo (University of Minnesota); Jackson, Matthew G. (University of California, Santa Barbara); Stegman, Dave R. (University of California, San Diego)",6,2,,0.94,,https://app.dimensions.ai/details/publication/pub.1021953522,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
45,100,pub.1046747878,10.1016/j.chemgeo.2014.01.019,,,"Contrasting behaviours of CO2, S, H2O and halogens (F, Cl, Br, and I) in enriched-mantle melts from Pitcairn and Society seamounts",Chemical Geology,,,2014-03,2014,370,Mineral. Petrol. 64 1–4 1998,69-81,Closed,Article,"Kendrick, Mark A.; Jackson, Matthew G.; Kent, Adam J.R.; Hauri, Erik H.; Wallace, Paul J.; Woodhead, Jon","Kendrick, Mark A.","Kendrick, Mark A. (University of Melbourne; Australian National University); Jackson, Matthew G. (University of California, Santa Barbara); Kent, Adam J.R. (Oregon State University); Hauri, Erik H. (); Wallace, Paul J. (University of Oregon); Woodhead, Jon (University of Melbourne)",45,17,,7.59,,https://app.dimensions.ai/details/publication/pub.1046747878,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
46,100,pub.1037904099,10.1007/978-3-319-04996-0_89,,,"Flank-Collapse on Ta’u Island, Samoan Archipelago: Timing and Hazard Implications",,Landslide Science for a Safer Geoenvironment,,2014,2014,,,583-588,Closed,Chapter,"Williams, Shaun P.; Davies, Tim R.; Barrows, Timothy T.; Jackson, Matthew G.; Hart, Stanley R.; Cole, Jim W.","Davies, Tim R.","Williams, Shaun P. (University of Canterbury); Davies, Tim R. (University of Canterbury); Barrows, Timothy T. (University of Exeter); Jackson, Matthew G. (University of California, Santa Barbara); Hart, Stanley R. (Woods Hole Oceanographic Institution); Cole, Jim W. (University of Canterbury)",4,1,,0.65,,https://app.dimensions.ai/details/publication/pub.1037904099,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
47,200,pub.1058944764,10.1088/0004-637x/779/2/123,,,Si ISOTOPE HOMOGENEITY OF THE SOLAR NEBULA,The Astrophysical Journal,,,2013-12-02,2013,779,2,123,All OA; Gold,Article,"Pringle, Emily A.; Savage, Paul S.; Jackson, Matthew G.; Barrat, Jean-Alix; Moynier, Frédéric",,"Pringle, Emily A. (); Savage, Paul S. (); Jackson, Matthew G. (); Barrat, Jean-Alix (); Moynier, Frédéric ()",12,2,,2.7,http://iopscience.iop.org/article/10.1088/0004-637X/779/2/123/pdf,https://app.dimensions.ai/details/publication/pub.1058944764,"0306 Physical Chemistry (incl. Structural); 0201 Astronomical and Space Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 03 Chemical Sciences",0306 Physical Chemistry (incl. Structural),0201 Astronomical and Space Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,03 Chemical Sciences
48,100,pub.1053715365,10.1002/ggge.20188,,,Major and trace element composition of the high 3He/4He mantle: Implications for the composition of a nonchonditic Earth,Geochemistry Geophysics Geosystems,,,2013-08,2013,14,8,2954-2976,All OA; Gold,Article,"Jackson, Matthew G.; Jellinek, A. Mark",,"Jackson, Matthew G. (); Jellinek, A. Mark (University of British Columbia)",42,8,,6.4,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/ggge.20188,https://app.dimensions.ai/details/publication/pub.1053715365,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
49,400,pub.1037426216,10.1038/nature12020,23619695,,Anomalous sulphur isotopes in plume lavas reveal deep mantle storage of Archaean crust,Nature,,,2013-04,2013,496,7446,490-493,Closed,Article,"Cabral, Rita A.; Jackson, Matthew G.; Rose-Koga, Estelle F.; Koga, Kenneth T.; Whitehouse, Martin J.; Antonelli, Michael A.; Farquhar, James; Day, James M. D.; Hauri, Erik H.","Cabral, Rita A.","Cabral, Rita A. (Boston University); Jackson, Matthew G. (Boston University); Rose-Koga, Estelle F. (Laboratoire Magmas et Volcans); Koga, Kenneth T. (Laboratoire Magmas et Volcans); Whitehouse, Martin J. (Swedish Museum of Natural History; Stockholm University); Antonelli, Michael A. (University of Maryland, College Park); Farquhar, James (University of Maryland, College Park); Day, James M. D. (Scripps Institution of Oceanography); Hauri, Erik H. (Carnegie Institution for Science)",118,46,0.73,16.97,,https://app.dimensions.ai/details/publication/pub.1037426216,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
50,400,pub.1030294626,10.1038/nature11771,23302797,,Nickel and helium evidence for melt above the core–mantle boundary,Nature,,,2013-01,2013,493,7432,393-397,"All OA; Green, Accepted & Submitted",Article,"Herzberg, Claude; Asimow, Paul D.; Ionov, Dmitri A.; Vidito, Chris; Jackson, Matthew G.; Geist, Dennis","Herzberg, Claude","Herzberg, Claude (Rutgers, The State University of New Jersey); Asimow, Paul D. (California Institute of Technology); Ionov, Dmitri A. (University of Lyon System; Laboratoire Magmas et Volcans); Vidito, Chris (Rutgers, The State University of New Jersey); Jackson, Matthew G. (Boston University); Geist, Dennis (University of Idaho)",49,16,0.18,7.05,https://authors.library.caltech.edu/36826/7/nature11771-s1.pdf,https://app.dimensions.ai/details/publication/pub.1030294626,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
51,100,pub.1045884863,10.1130/g33273.1,,,Parallel volcano trends and geochemical asymmetry of the Society Islands hotspot track,Geology,,,2013-01,2013,41,1,19-22,Closed,Article,"Payne, Jarod A.; Jackson, Matthew G.; Hall, Paul S.",,"Payne, Jarod A. (Boston University); Jackson, Matthew G. (Boston University); Hall, Paul S. (Boston University)",24,6,,3.66,,https://app.dimensions.ai/details/publication/pub.1045884863,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
52,100,pub.1008747620,10.1029/2012gc004268,,,Major element variations in Hawaiian shield lavas: Source features and perspectives from global ocean island basalt (OIB) systematics,Geochemistry Geophysics Geosystems,,,2012-09,2012,13,9,,All OA; Gold,Article,"Jackson, Matthew G.; Weis, Dominique; Huang, Shichun",,"Jackson, Matthew G. (Boston University); Weis, Dominique (University of British Columbia); Huang, Shichun (Harvard University)",46,11,,7.68,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2012GC004268,https://app.dimensions.ai/details/publication/pub.1008747620,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
53,100,pub.1053378407,10.1029/2012gc004114,,,Homogeneous superchondritic 142Nd/144Nd in the mid‐ocean ridge basalt and ocean island basalt mantle,Geochemistry Geophysics Geosystems,,,2012-06,2012,13,6,n/a-n/a,All OA; Gold,Article,"Jackson, Matthew G.; Carlson, Richard W.",,"Jackson, Matthew G. (Boston University); Carlson, Richard W. (Carnegie Institution for Science)",31,5,,5.17,http://onlinelibrary.wiley.com/doi/10.1029/2012GC004114/pdf,https://app.dimensions.ai/details/publication/pub.1053378407,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
54,100,pub.1053126677,10.1029/2011gc003974,,,Large volumes of rejuvenated volcanism in Samoa: Evidence supporting a tectonic influence on late‐stage volcanism,Geochemistry Geophysics Geosystems,,,2012-06,2012,13,6,n/a-n/a,All OA; Gold,Article,"Konter, Jasper G.; Jackson, Matthew G.",,"Konter, Jasper G. (The University of Texas at El Paso); Jackson, Matthew G. (Boston University)",28,9,,4.67,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011GC003974,https://app.dimensions.ai/details/publication/pub.1053126677,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
55,100,pub.1007074571,10.1038/ngeo1263,,,Geochemical zoning of volcanic chains associated with Pacific hotspots,Nature Geoscience,,,2011-12,2011,4,12,874-878,Closed,Article,"Huang, Shichun; Hall, Paul S.; Jackson, Matthew G.","Huang, Shichun","Huang, Shichun (Harvard University); Hall, Paul S. (Boston University); Jackson, Matthew G. (Boston University)",65,15,,8.17,,https://app.dimensions.ai/details/publication/pub.1007074571,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
56,100,pub.1000809737,10.1016/j.epsl.2011.09.046,,,Re–Os isotope systematics in Samoan shield lavas and the use of Os-isotopes in olivine phenocrysts to determine primary magmatic compositions,Earth and Planetary Science Letters,,,2011-12,2011,312,1-2,91-101,Closed,Article,"Jackson, Matthew G.; Shirey, Steven B.","Jackson, Matthew G.","Jackson, Matthew G. (Boston University); Shirey, Steven B. ()",23,3,,2.89,,https://app.dimensions.ai/details/publication/pub.1000809737,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
57,400,pub.1024337007,10.1038/nature10326,21796117,,An ancient recipe for flood-basalt genesis,Nature,,,2011-08,2011,476,7360,316-319,Closed,Article,"Jackson, Matthew G.; Carlson, Richard W.","Jackson, Matthew G.","Jackson, Matthew G. (Boston University); Carlson, Richard W. ()",58,10,0.16,6.55,,https://app.dimensions.ai/details/publication/pub.1024337007,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
58,100,pub.1024119097,10.1029/2010gc003438,,,Age systematics of two young en echelon Samoan volcanic trails,Geochemistry Geophysics Geosystems,,,2011-07,2011,12,7,n/a-n/a,All OA; Gold,Article,"Koppers, Anthony A. P.; Russell, Jamie A.; Roberts, Jed; Jackson, Matthew G.; Konter, Jasper G.; Wright, Dawn J.; Staudigel, Hubert; Hart, Stanley R.",,"Koppers, Anthony A. P. (Oregon State University; Scripps Institution of Oceanography); Russell, Jamie A. (Scripps Institution of Oceanography); Roberts, Jed (Oregon State University; Oregon Department of Geology and Mineral Industries); Jackson, Matthew G. (Woods Hole Oceanographic Institution; Boston University); Konter, Jasper G. (Scripps Institution of Oceanography; The University of Texas at El Paso); Wright, Dawn J. (Oregon State University); Staudigel, Hubert (Scripps Institution of Oceanography); Hart, Stanley R. (Woods Hole Oceanographic Institution)",32,10,,4.02,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010GC003438,https://app.dimensions.ai/details/publication/pub.1024119097,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
59,100,pub.1022264823,10.1029/2010gc003232,,,Samoan hot spot track on a “hot spot highway”: Implications for mantle plumes and a deep Samoan mantle source,Geochemistry Geophysics Geosystems,,,2010-12,2010,11,12,n/a-n/a,All OA; Gold,Article,"Jackson, Matthew G.; Hart, Stanley R.; Konter, Jasper G.; Koppers, Anthony A. P.; Staudigel, Hubert; Kurz, Mark D.; Blusztajn, Jerzy; Sinton, John M.",,"Jackson, Matthew G. (Boston University); Hart, Stanley R. (Woods Hole Oceanographic Institution); Konter, Jasper G. (The University of Texas at El Paso); Koppers, Anthony A. P. (Oregon State University); Staudigel, Hubert (); Kurz, Mark D. (Woods Hole Oceanographic Institution); Blusztajn, Jerzy (Woods Hole Oceanographic Institution); Sinton, John M. (University of Hawaii at Manoa)",44,12,,4.58,http://onlinelibrary.wiley.com/doi/10.1029/2010GC003232/pdf,https://app.dimensions.ai/details/publication/pub.1022264823,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
60,400,pub.1008112472,10.1038/nature09287,20703304,,Evidence for the survival of the oldest terrestrial mantle reservoir,Nature,,,2010-08,2010,466,7308,853-856,Closed,Article,"Jackson, Matthew G.; Carlson, Richard W.; Kurz, Mark D.; Kempton, Pamela D.; Francis, Don; Blusztajn, Jerzy","Jackson, Matthew G.","Jackson, Matthew G. (Boston University; Carnegie Institution for Science); Carlson, Richard W. (Carnegie Institution for Science); Kurz, Mark D. (Woods Hole Oceanographic Institution); Kempton, Pamela D. (Natural Environment Research Council); Francis, Don (McGill University); Blusztajn, Jerzy (Woods Hole Oceanographic Institution)",100,22,0.32,9.98,,https://app.dimensions.ai/details/publication/pub.1008112472,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
61,100,pub.1047722487,10.1016/j.epsl.2009.11.027,,,Major element chemistry of ocean island basalts — Conditions of mantle melting and heterogeneity of mantle source,Earth and Planetary Science Letters,,,2010-01,2010,289,3-4,377-392,Closed,Article,"Dasgupta, Rajdeep; Jackson, Matthew G.; Lee, Cin-Ty A.","Dasgupta, Rajdeep","Dasgupta, Rajdeep (Rice University); Jackson, Matthew G. (Carnegie Institution for Science); Lee, Cin-Ty A. (Rice University)",96,16,,10,,https://app.dimensions.ai/details/publication/pub.1047722487,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
62,100,pub.1008174378,10.1016/j.epsl.2009.08.039,,,Helium and neon isotopes in phenocrysts from Samoan lavas: Evidence for heterogeneity in the terrestrial high 3He/4He mantle,Earth and Planetary Science Letters,,,2009-10,2009,287,3-4,519-528,Closed,Article,"Jackson, Matthew G.; Kurz, Mark D.; Hart, Stanley R.","Jackson, Matthew G.","Jackson, Matthew G. (Carnegie Institution for Science); Kurz, Mark D. (Woods Hole Oceanographic Institution); Hart, Stanley R. (Woods Hole Oceanographic Institution)",33,5,,6.04,,https://app.dimensions.ai/details/publication/pub.1008174378,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
63,100,pub.1004818410,10.1029/2008gc002324,,,The 87Sr/86Sr and 143Nd/144Nd disequilibrium between Polynesian hot spot lavas and the clinopyroxenes they host: Evidence complementing isotopic disequilibrium in melt inclusions,Geochemistry Geophysics Geosystems,,,2009-03,2009,10,3,n/a-n/a,All OA; Gold,Article,"Jackson, Matthew G.; Hart, Stanley R.; Shimizu, Nobumichi; Blusztajn, Jerzy S.",,"Jackson, Matthew G. (Woods Hole Oceanographic Institution; Carnegie Institution for Science); Hart, Stanley R. (Woods Hole Oceanographic Institution); Shimizu, Nobumichi (Woods Hole Oceanographic Institution); Blusztajn, Jerzy S. (Woods Hole Oceanographic Institution)",22,4,,2.95,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008GC002324,https://app.dimensions.ai/details/publication/pub.1004818410,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
64,100,pub.1048198284,10.1016/j.epsl.2008.09.023,,,"Compositions of HIMU, EM1, and EM2 from global trends between radiogenic isotopes and major elements in ocean island basalts",Earth and Planetary Science Letters,,,2008-11,2008,276,1-2,175-186,Closed,Article,"Jackson, Matthew G.; Dasgupta, Rajdeep","Jackson, Matthew G.","Jackson, Matthew G. (Carnegie Institution for Science); Dasgupta, Rajdeep (Rice University)",142,29,,14.01,,https://app.dimensions.ai/details/publication/pub.1048198284,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
