,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is John M Cottle. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
36,100,pub.1091444593,10.1130/g39167.1,,,Complementary crystal accumulation and rhyolite melt segregation in a late Miocene Andean pluton,Geology,,,2017-09-01,2017,45,9,835-838,Closed,Article,"Schaen, Allen J.; Cottle, John M.; Singer, Brad S.; Keller, C. Brenhin; Garibaldi, Nicolas; Schoene, Blair",,"Schaen, Allen J. (University of Wisconsin–Madison); Cottle, John M. (University of California, Santa Barbara); Singer, Brad S. (University of Wisconsin–Madison); Keller, C. Brenhin (Princeton University; Berkeley Geochronology Center); Garibaldi, Nicolas (University of Wisconsin–Madison); Schoene, Blair (Princeton University)",8,7,,3.08,,https://app.dimensions.ai/details/publication/pub.1091444593,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
37,100,pub.1086117576,10.1016/j.epsl.2017.06.001,,,"100 kyr fluvial cut-and-fill terrace cycles since the Middle Pleistocene in the southern Central Andes, NW Argentina",Earth and Planetary Science Letters,,,2017-09,2017,473,Geology 24 1996,141-153,Closed,Article,"Tofelde, Stefanie; Schildgen, Taylor F.; Savi, Sara; Pingel, Heiko; Wickert, Andrew D.; Bookhagen, Bodo; Wittmann, Hella; Alonso, Ricardo N.; Cottle, John; Strecker, Manfred R.","Tofelde, Stefanie","Tofelde, Stefanie (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Schildgen, Taylor F. (University of Potsdam; Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Savi, Sara (University of Potsdam); Pingel, Heiko (University of Potsdam); Wickert, Andrew D. (University of Minnesota); Bookhagen, Bodo (University of Potsdam); Wittmann, Hella (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Alonso, Ricardo N. (National University of Salta); Cottle, John (University of California, Santa Barbara); Strecker, Manfred R. (University of Potsdam)",20,20,,7.11,,https://app.dimensions.ai/details/publication/pub.1086117576,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
38,100,pub.1085218360,10.1016/j.lithos.2017.04.023,,,Segmentation and rejuvenation of the Greater Himalayan sequence in western Nepal revealed by in situ U–Th/Pb monazite petrochronology,Lithos,,,2017-07,2017,284,Terra Nova 0 2013,751-765,Closed,Article,"Braden, Zoe; Godin, Laurent; Cottle, John M.","Braden, Zoe","Braden, Zoe (Queen's University); Godin, Laurent (Queen's University); Cottle, John M. (University of California, Santa Barbara)",7,7,,2.69,,https://app.dimensions.ai/details/publication/pub.1085218360,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
39,100,pub.1085438499,10.1002/2017tc004496,,,"Cooling, exhumation, and kinematics of the Kanchenjunga Himal, far east Nepal",Tectonics,,,2017-06,2017,36,6,1037-1052,All OA; Gold,Article,"Larson, Kyle P.; Camacho, Alfredo; Cottle, John M.; Coutand, Isabelle; Buckingham, Heather M.; Ambrose, Tyler K.; Rai, Santa Man",,"Larson, Kyle P. (University of British Columbia); Camacho, Alfredo (University of Manitoba); Cottle, John M. (University of California System); Coutand, Isabelle (Dalhousie University); Buckingham, Heather M. (University of British Columbia); Ambrose, Tyler K. (University of British Columbia; University of Oxford); Rai, Santa Man (Tribhuvan University)",8,8,,3.08,https://doi.org/10.1002/2017tc004496,https://app.dimensions.ai/details/publication/pub.1085438499,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
40,100,pub.1084608215,10.1130/ges01373.1,,,Defining shear zone boundaries using fabric intensity gradients: An example from the east-central Nepal Himalaya,Geosphere,,,2017-06,2017,13,3,771-781,All OA; Gold,Article,"Larson, K.; Cottle, J.; Lederer, G.; Rai, S.M.",,"Larson, K. (University of British Columbia); Cottle, J. (University of California, Santa Barbara); Lederer, G. (University of California, Santa Barbara; United States Geological Survey); Rai, S.M. (Tribhuvan University)",6,6,,2.31,https://pubs.geoscienceworld.org/gsa/geosphere/article-pdf/13/3/771/2316425/771.pdf,https://app.dimensions.ai/details/publication/pub.1084608215,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
41,100,pub.1017290291,10.1111/bre.12141,,,"Controls on intermontane basin filling, isolation and incision on the margin of the Puna Plateau, NW Argentina (~23°S)",Basin Research,,,2017-02,2017,29,S1,131-155,"All OA; Green, Published",Article,"Streit, Rebecca L.; Burbank, Douglas W.; Strecker, Manfred R.; Alonso, Ricardo N.; Cottle, John M.; Kylander‐Clark, Andrew R.C.",,"Streit, Rebecca L. (University of California System); Burbank, Douglas W. (University of California System); Strecker, Manfred R. (University of Potsdam); Alonso, Ricardo N. (National University of Salta); Cottle, John M. (University of California System); Kylander‐Clark, Andrew R.C. (University of California System)",10,6,,3.84,http://ri.conicet.gov.ar/bitstream/11336/66948/4/CONICET_Digital_Nro.d0bc78a9-c7d9-463c-80ea-1be3b0055773_C.pdf,https://app.dimensions.ai/details/publication/pub.1017290291,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
42,200,pub.1099589964,10.1130/abs/2017am-296084,,,CONTRASTING ACCESSORY MINERAL BEHAVIOR IN MINIMUM-TEMPERATURE MELTS: EMPIRICAL CONSTRAINTS FROM THE HIMALAYAN METAMORPHIC CORE,Abstracts with programs (Geological Society of America),,,2017,2017,,,,Closed,Proceeding,"Cottle, John M.; Larson, Kyle P.; Yakymchuk, Chris",,"Cottle, John M. (); Larson, Kyle P. (); Yakymchuk, Chris ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1099589964,,,,,,
43,200,pub.1099589472,10.1130/abs/2017am-298324,,,DEFORMATION AND MELT CRYSTALLIZATION IN LESSER HIMALAYAN SEQUENCE ROCKS AT 7 MA REVEALED BY U-TH/PB ZIRCON GEOCHRONOLOGY AND IN SITU MONAZITE PETROCHRONOLOGY,Abstracts with programs (Geological Society of America),,,2017,2017,,,,Closed,Proceeding,"Braden, Zoe; Godin, Laurent; Cottle, John M.; Yakymchuk, Chris; Davis, W.J.",,"Braden, Zoe (); Godin, Laurent (); Cottle, John M. (); Yakymchuk, Chris (); Davis, W.J. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1099589472,,,,,,
44,200,pub.1099588783,10.1130/abs/2017am-299525,,,"MONAZITE AND TITANITE CONSTRAINTS ON THE PRECAMBRIAN METAMORPHIC EVOLUTION OF THE NW HIGHLANDS TERRANE, SCOTLAND",Abstracts with programs (Geological Society of America),,,2017,2017,,,,Closed,Proceeding,"Mako, Calvin A.; Law, Richard D.; Mazza, Sarah E.; Ashley, Kyle; Thigpen, J. Ryan; Cottle, John; Kylander-Clark, Andrew",,"Mako, Calvin A. (); Law, Richard D. (); Mazza, Sarah E. (); Ashley, Kyle (); Thigpen, J. Ryan (); Cottle, John (); Kylander-Clark, Andrew ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1099588783,,,,,,
45,200,pub.1099587119,10.1130/abs/2017am-302535,,,TEXTURAL AND MINERAL COMPOSITIONAL EVIDENCE OF SILICIC CUMULATE FORMATION VIA RHYOLITE MELT SEGREGATION,Abstracts with programs (Geological Society of America),,,2017,2017,,,,Closed,Proceeding,"Schaen, Allen; Singer, Brad S.; Cottle, John M.; Garibaldi, Nicolas; Fournelle, John H.",,"Schaen, Allen (); Singer, Brad S. (); Cottle, John M. (); Garibaldi, Nicolas (); Fournelle, John H. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1099587119,,,,,,
46,200,pub.1099586904,10.1130/abs/2017am-305394,,,SPEED DATING!: SAMPLING AND APPLICATIONS FOR U-TH-PB GEOCHRONOLOGY,Abstracts with programs (Geological Society of America),,,2017,2017,,,,Closed,Proceeding,"Schoene, Blair; Cottle, John; Eddy, Michael P.",,"Schoene, Blair (); Cottle, John (); Eddy, Michael P. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1099586904,,,,,,
47,200,pub.1099586239,10.1130/abs/2017am-305263,,,"TIMING OF METAMORPHISM, DUCTILE DEFORMATION, AND EXHUMATION IN THE LHAGOI KANGRI DOME, SOUTH-CENTRAL TIBET",Abstracts with programs (Geological Society of America),,,2017,2017,,,,Closed,Proceeding,"Diedesch, Timothy F.; Jessup, Micah J.; Cottle, John M.; Zeng, Linseng",,"Diedesch, Timothy F. (); Jessup, Micah J. (); Cottle, John M. (); Zeng, Linseng ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1099586239,,,,,,
48,200,pub.1099585823,10.1130/abs/2017am-304132,,,"TIMING OF METAMORPHISM AND DEFORMATION IN THE FOOTWALL OF THE MAIN MANTLE THRUST, SWAT VALLEY, PAKISTAN",Abstracts with programs (Geological Society of America),,,2017,2017,,,,Closed,Proceeding,"Larson, Kyle P.; Shrestha, Sudip; Ali, Asghar; Cottle, John M.; Ahmad, Rafique",,"Larson, Kyle P. (); Shrestha, Sudip (); Ali, Asghar (); Cottle, John M. (); Ahmad, Rafique ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1099585823,,,,,,
49,100,pub.1100222830,10.2113/gselements.12.5.317,,,Advances in Isotope Ratio Determination by LA–ICP–MS,Elements,,,2016-10,2016,12,5,317-322,"All OA; Green, Accepted & Submitted",Article,"Woodhead, Jon D.; Horstwood, Matthew S.A.; Cottle, John M.",,"Woodhead, Jon D. (); Horstwood, Matthew S.A. (); Cottle, John M. (University of California, Santa Barbara)",13,10,,2.95,http://nora.nerc.ac.uk/id/eprint/515980/1/Woodhead%20et%20al%202016%20-%20Advances%20in%20isotope%20ratio%20LA-ICP-MS%20-%20Elements%20%28NORA%29.pdf,https://app.dimensions.ai/details/publication/pub.1100222830,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
50,100,pub.1062736017,10.1130/l506.1,,,Tectonic evolution of the middle crust in southern Tibet from structural and kinematic studies in the Lhagoi Kangri gneiss dome,Литосфера,,,2016-10,2016,8,5,480-504,All OA; Gold,Article,"Diedesch, Timothy F.; Jessup, Micah J.; Cottle, John M.; Zeng, Lingsen",,"Diedesch, Timothy F. (University of Tennessee at Knoxville); Jessup, Micah J. (University of Tennessee at Knoxville); Cottle, John M. (University of California, Santa Barbara); Zeng, Lingsen (Chinese Academy of Geological Sciences)",7,7,,1.87,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/8/5/480/3040293/480.pdf,https://app.dimensions.ai/details/publication/pub.1062736017,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
51,100,pub.1062735713,10.1130/ges01293.1,,,"Anatexis, cooling, and kinematics during orogenesis: Miocene development of the Himalayan metamorphic core, east-central Nepal",Geosphere,,,2016-10,2016,12,5,1575-1593,All OA; Gold,Article,"Larson, Kyle P.; Kellett, Dawn A.; Cottle, John M.; King, Jess; Lederer, Graham; Santa Man Rai",,"Larson, Kyle P. (University of British Columbia); Kellett, Dawn A. (Geological Survey of Canada); Cottle, John M. (University of California, Santa Barbara); King, Jess (University of Hong Kong); Lederer, Graham (University of California, Santa Barbara); Santa Man Rai (Tribhuvan University)",10,6,,2.68,https://pubs.geoscienceworld.org/gsa/geosphere/article-pdf/12/5/1575/3338168/1575.pdf,https://app.dimensions.ai/details/publication/pub.1062735713,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
52,100,pub.1002350737,10.1016/j.lithos.2016.07.032,,,"Synchronous alkaline and subalkaline magmatism during the late Neoproterozoic–early Paleozoic Ross orogeny, Antarctica: Insights into magmatic sources and processes within a continental arc",Lithos,,,2016-10,2016,262,Geology 29 2001,677-698,All OA; Gold,Article,"Hagen-Peter, Graham; Cottle, John M.","Hagen-Peter, Graham","Hagen-Peter, Graham (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara)",9,3,,2.22,https://manuscript.elsevier.com/S0024493716302067/pdf/S0024493716302067.pdf,https://app.dimensions.ai/details/publication/pub.1002350737,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
53,200,pub.1059973462,10.1093/petrology/egw050,,,"Petrochronological Constraints on the Origin of the Mountain Pass Ultrapotassic and Carbonatite Intrusive Suite, California",Journal of Petrology,,,2016-09-22,2016,,,egw050,All OA; Gold,Article,"Poletti, Jacob E.; Cottle, John M.; Hagen-Peter, Graham A.; Lackey, Jade Star",,"Poletti, Jacob E. (); Cottle, John M. (); Hagen-Peter, Graham A. (); Lackey, Jade Star ()",14,9,,3.69,https://academic.oup.com/petrology/article-pdf/57/8/1555/16678569/egw050.pdf,https://app.dimensions.ai/details/publication/pub.1059973462,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
54,100,pub.1051096107,10.1016/j.gr.2015.05.014,,,"Rifting, subduction and collisional records from pluton petrogenesis and geochronology in the Hindu Kush, NW Pakistan",Gondwana Research,,,2016-07,2016,35,,286-304,All OA; Gold,Article,"Faisal, Shah; Larson, Kyle P.; King, Jess; Cottle, John M.","Faisal, Shah","Faisal, Shah (University of British Columbia; University of Peshawar); Larson, Kyle P. (University of British Columbia); King, Jess (University of Hong Kong); Cottle, John M. (University of California, Santa Barbara)",8,5,,2.14,https://manuscript.elsevier.com/S1342937X15001355/pdf/S1342937X15001355.pdf,https://app.dimensions.ai/details/publication/pub.1051096107,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
55,100,pub.1062734490,10.1130/g37754.1,,,Direct shear fabric dating constrains early Oligocene onset of the South Tibetan detachment in the western Nepal Himalaya,Geology,,,2016-06,2016,44,6,403-406,Closed,Article,"La Roche, Renaud Soucy; Godin, Laurent; Cottle, John M.; Kellett, Dawn A.",,"La Roche, Renaud Soucy (Queen's University); Godin, Laurent (Queen's University); Cottle, John M. (University of California, Santa Barbara); Kellett, Dawn A. (Geological Survey of Canada)",20,14,,5.36,,https://app.dimensions.ai/details/publication/pub.1062734490,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
56,100,pub.1062733631,10.1130/b31328.1,,,"Diachronous deformation along the base of the Himalayan metamorphic core, west-central Nepal",Geological Society of America Bulletin,,,2016-05,2016,128,5-6,860-878,Closed,Article,"Gibson, Rohanna; Godin, Laurent; Kellett, Dawn A.; Cottle, John M.; Archibald, Douglas",,"Gibson, Rohanna (Queen's University); Godin, Laurent (Queen's University); Kellett, Dawn A. (Geological Survey of Canada); Cottle, John M. (University of California, Santa Barbara); Archibald, Douglas (Queen's University)",16,11,,4.29,,https://app.dimensions.ai/details/publication/pub.1062733631,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
57,100,pub.1015808090,10.1111/jmg.12182,,,"Coupled garnet Lu–Hf and monazite U–Pb geochronology constrain early convergent margin dynamics in the Ross orogen, Antarctica",Journal of Metamorphic Geology,,,2016-05,2016,34,4,293-319,Closed,Article,"Hagen‐Peter, G.; Cottle, J. M.; Smit, M.; Cooper, A. F.",,"Hagen‐Peter, G. (University of California, Santa Barbara; Carleton College); Cottle, J. M. (University of California, Santa Barbara); Smit, M. (University of British Columbia); Cooper, A. F. (University of Otago)",13,4,,3.2,,https://app.dimensions.ai/details/publication/pub.1015808090,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
58,100,pub.1015842613,10.1016/j.epsl.2016.02.009,,,"Surface uplift and convective rainfall along the southern Central Andes (Angastaco Basin, NW Argentina)",Earth and Planetary Science Letters,,,2016-04,2016,440,Annu. Rev. Earth Planet. Sci. 25 1997,33-42,Closed,Article,"Pingel, Heiko; Mulch, Andreas; Alonso, Ricardo N.; Cottle, John; Hynek, Scott A.; Poletti, Jacob; Rohrmann, Alexander; Schmitt, Axel K.; Stockli, Daniel F.; Strecker, Manfred R.","Pingel, Heiko","Pingel, Heiko (University of Potsdam); Mulch, Andreas (Goethe University Frankfurt; Senckenberg Nature Research Society); Alonso, Ricardo N. (National University of Salta); Cottle, John (University of California, Santa Barbara); Hynek, Scott A. (Pennsylvania State University); Poletti, Jacob (University of California, Santa Barbara); Rohrmann, Alexander (University of Potsdam); Schmitt, Axel K. (Heidelberg University); Stockli, Daniel F. (The University of Texas at Austin); Strecker, Manfred R. (University of Potsdam)",12,8,,2.96,,https://app.dimensions.ai/details/publication/pub.1015842613,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
59,100,pub.1034139666,10.1016/j.chemgeo.2015.12.011,,,Extracting thermal histories from the near-rim zoning in titanite using coupled U-Pb and trace-element depth profiles by single-shot laser-ablation split stream (SS-LASS) ICP-MS,Chemical Geology,,,2016-03,2016,422,PNAS 109 2012,13-24,All OA; Gold,Article,"Stearns, M.A.; Cottle, J.M.; Hacker, B.R.; Kylander-Clark, A.R.C.","Stearns, M.A.","Stearns, M.A. (); Cottle, J.M. (); Hacker, B.R. (); Kylander-Clark, A.R.C. ()",19,9,,4.31,https://manuscript.elsevier.com/S0009254115301303/pdf/S0009254115301303.pdf,https://app.dimensions.ai/details/publication/pub.1034139666,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
60,100,pub.1047234268,10.1002/2015tc003962,,,"Crustal thickening, Barrovian metamorphism, and exhumation of midcrustal rocks during doming and extrusion: Insights from the Himalaya, NW India",Tectonics,,,2016-01,2016,35,1,160-186,All OA; Gold,Article,"Jessup, M. J.; Langille, J. M.; Cottle, J. M.; Ahmad, T.",,"Jessup, M. J. (University of Tennessee at Knoxville); Langille, J. M. (University of North Carolina at Asheville); Cottle, J. M. (University of California, Santa Barbara); Ahmad, T. (University of Delhi)",4,3,,1.07,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015TC003962,https://app.dimensions.ai/details/publication/pub.1047234268,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
61,200,pub.1108096131,10.1130/abs/2016am-286628,,,"CRUSTAL THICKENING, METAMORPHISM, AND EXHUMATION OF MID-CRUSTAL ROCKS DURING DOMING AND EXTRUSION: INSIGHTS INTO THE LEO PARGIL DOME, NW INDIAN HIMALAYA",Abstracts with programs (Geological Society of America),,,2016,2016,,,,Closed,Proceeding,"Jessup, Micah J.; Langille, Jackie; Cottle, John M.; Ahmad, Talat",,"Jessup, Micah J. (); Langille, Jackie (); Cottle, John M. (); Ahmad, Talat ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1108096131,,,,,,
62,200,pub.1108095359,10.1130/abs/2016am-284730,,,"MONAZITE-XENOTIME THERMOMETRY CONSTRAINTS ON THE METAMORPHIC EVOLUTION OF THE SCANDIAN NAPPE STACK, NW HIGHLANDS TERRANE, SCOTLAND",Abstracts with programs (Geological Society of America),,,2016,2016,,,,Closed,Proceeding,"Mako, Calvin A.; Law, Richard D.; Cottle, John M.; Thigpen, J. Ryan; Ashley, Kyle T.",,"Mako, Calvin A. (); Law, Richard D. (); Cottle, John M. (); Thigpen, J. Ryan (); Ashley, Kyle T. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1108095359,,,,,,
63,200,pub.1108090366,10.1130/abs/2016cd-274408,,,SYSTEMATIC MIDDDLE TO LATE JURASSIC CHANGES IN MAGMA SOURCE IN THE MOJAVE SEGMENT OF CALIFORNIA’S CONTINENTAL ARC,Abstracts with programs (Geological Society of America),,,2016,2016,,,,Closed,Proceeding,"Lackey, Jade Star; McCarty, Kyle R.; Fulton, Anne A.; Ryan-Davis, Juliet; Sendek, Callie; Miller, Jonathan S.; Davies, Gareth R.; Bindeman, Ilya N.; Cottle, John M.",,"Lackey, Jade Star (); McCarty, Kyle R. (); Fulton, Anne A. (); Ryan-Davis, Juliet (); Sendek, Callie (); Miller, Jonathan S. (); Davies, Gareth R. (); Bindeman, Ilya N. (); Cottle, John M. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1108090366,,,,,,
64,200,pub.1108090260,10.1130/abs/2016cd-274602,,,NEW AGE AND GEOCHEMICAL PERSPECTIVE ON LATE JURASSIC DIKE SWARMS OF THE SW MOJAVE,Abstracts with programs (Geological Society of America),,,2016,2016,,,,Closed,Proceeding,"Fulton, Anne A.; Lackey, Jade Star; McCarty, Kyle R.; Ryan-Davis, Juliet; Wucher, Michael J.; Barry, Erin E.; Harris, Jonathan R.; Bindeman, Ilya N.; Cottle, John M.",,"Fulton, Anne A. (); Lackey, Jade Star (); McCarty, Kyle R. (); Ryan-Davis, Juliet (); Wucher, Michael J. (); Barry, Erin E. (); Harris, Jonathan R. (); Bindeman, Ilya N. (); Cottle, John M. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1108090260,,,,,,
65,100,pub.1003809757,10.1016/j.chemgeo.2015.10.024,,,"Magma emplacement, differentiation and cooling in the middle crust: Integrated zircon geochronological–geochemical constraints from the Bergell Intrusion, Central Alps",Chemical Geology,,,2015-12,2015,417,Earth Planet. Sci. Lett. 284 2009,322-340,Closed,Article,"Samperton, Kyle M.; Schoene, Blair; Cottle, John M.; Keller, C. Brenhin; Crowley, James L.; Schmitz, Mark D.","Samperton, Kyle M.","Samperton, Kyle M. (Princeton University); Schoene, Blair (Princeton University); Cottle, John M. (University of California, Santa Barbara); Keller, C. Brenhin (Princeton University); Crowley, James L. (Boise State University); Schmitz, Mark D. (Boise State University)",46,28,,8.56,,https://app.dimensions.ai/details/publication/pub.1003809757,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
66,100,pub.1027230005,10.1016/j.epsl.2015.07.070,,,Reconciling Himalayan midcrustal discontinuities: The Main Central thrust system,Earth and Planetary Science Letters,,,2015-11,2015,429,,139-146,"All OA; Green, Published",Article,"Larson, Kyle P.; Ambrose, Tyler K.; Webb, A. Alexander G.; Cottle, John M.; Shrestha, Sudip","Larson, Kyle P.","Larson, Kyle P. (University of British Columbia); Ambrose, Tyler K. (University of British Columbia; University of Oxford); Webb, A. Alexander G. (University of Leeds); Cottle, John M. (University of California, Santa Barbara); Shrestha, Sudip (University of British Columbia)",42,21,,8.62,http://eprints.whiterose.ac.uk/90221/1/EPSL-D-15-00450R2%20-%20Accepted%20Version.pdf,https://app.dimensions.ai/details/publication/pub.1027230005,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
67,100,pub.1000440093,10.1130/l425.1,,,"Mid-Miocene initiation of orogen-parallel extension, NW Nepal Himalaya",Литосфера,,,2015-10,2015,7,5,483-502,All OA; Gold,Article,"Nagy, Carl; Godin, Laurent; Antolín, Borja; Cottle, John; Archibald, Douglas",,"Nagy, Carl (Queen's University); Godin, Laurent (Queen's University); Antolín, Borja (Queen's University); Cottle, John (University of California, Santa Barbara); Archibald, Douglas (Queen's University)",7,2,,1.44,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/7/5/483/3045040/483.pdf,https://app.dimensions.ai/details/publication/pub.1000440093,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
68,100,pub.1037804139,10.1016/j.jsg.2015.06.008,,,"How does the mid-crust accommodate deformation in large, hot collisional orogens? A review of recent research in the Himalayan orogen",Journal of Structural Geology,,,2015-09,2015,78,,119-133,All OA; Gold,Article,"Cottle, John M.; Larson, Kyle P.; Kellett, Dawn A.","Cottle, John M.","Cottle, John M. (University of California, Santa Barbara); Larson, Kyle P. (University of British Columbia); Kellett, Dawn A. (Geological Survey of Canada)",51,21,,10.47,https://manuscript.elsevier.com/S0191814115300080/pdf/S0191814115300080.pdf,https://app.dimensions.ai/details/publication/pub.1037804139,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
69,100,pub.1043704443,10.1130/l437.1,,,"Lateral extrusion, underplating, and out-of-sequence thrusting within the Himalayan metamorphic core, Kanchenjunga, Nepal",Литосфера,,,2015-08,2015,7,4,441-464,All OA; Gold,Article,"Ambrose, T.K.; Larson, K.P.; Guilmette, C.; Cottle, J.M.; Buckingham, H.; Rai, S.",,"Ambrose, T.K. (University of British Columbia; University of Oxford); Larson, K.P. (University of British Columbia); Guilmette, C. (Laval University); Cottle, J.M. (University of California, Santa Barbara); Buckingham, H. (University of British Columbia); Rai, S. (Tribhuvan University)",25,11,,5.13,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/7/4/441/3040341/441.pdf,https://app.dimensions.ai/details/publication/pub.1043704443,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
70,100,pub.1032866468,10.1016/j.chemgeo.2015.04.021,,,"Monazite trace-element and isotopic signatures of (ultra)high-pressure metamorphism: Examples from the Western Gneiss Region, Norway",Chemical Geology,,,2015-08,2015,409,Contrib. Mineral. Petrol. 153 2007,99-111,All OA; Gold,Article,"Holder, Robert M.; Hacker, Bradley R.; Kylander-Clark, Andrew R.C.; Cottle, John M.","Holder, Robert M.","Holder, Robert M. (University of California, Santa Barbara); Hacker, Bradley R. (University of California, Santa Barbara); Kylander-Clark, Andrew R.C. (University of California, Santa Barbara); Cottle, John M. (University of California, Santa Barbara)",28,11,,5.21,https://manuscript.elsevier.com/S000925411500234X/pdf/S000925411500234X.pdf,https://app.dimensions.ai/details/publication/pub.1032866468,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
71,100,pub.1051384616,10.1111/ter.12145,,,Initiation of crustal shortening in the Himalaya,Terra Nova,,,2015-06,2015,27,3,169-174,Closed,Article,"Larson, Kyle P.; Cottle, John M.",,"Larson, Kyle P. (University of British Columbia); Cottle, John M. (University of California, Santa Barbara)",16,7,,2.98,,https://app.dimensions.ai/details/publication/pub.1051384616,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
72,100,pub.1006229229,10.1016/j.lithos.2015.03.019,,,"Rongbuk re-visited: Geochronology of leucogranites in the footwall of the South Tibetan Detachment System, Everest Region, Southern Tibet",Lithos,,,2015-06,2015,227,Geological Society of America Bulletin 118 2006,94-106,Closed,Article,"Cottle, John M.; Searle, Michael P.; Jessup, Micah J.; Crowley, James L.; Law, Richard D.","Cottle, John M.","Cottle, John M. (University of California, Santa Barbara); Searle, Michael P. (University of Oxford); Jessup, Micah J. (University of Tennessee at Knoxville); Crowley, James L. (Boise State University); Law, Richard D. (Virginia Tech)",28,15,,5.75,,https://app.dimensions.ai/details/publication/pub.1006229229,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
