,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Charles Jones. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
33,100,pub.1024966945,10.1175/jcli-d-11-00586.1,,,Forecast Skill of the South American Monsoon System,Journal of Climate,,,2012-03,2012,25,6,1883-1889,Closed,Article,"Jones, Charles; Carvalho, Leila M. V.; Liebmann, Brant",,"Jones, Charles (); Carvalho, Leila M. V. (); Liebmann, Brant ()",10,1,,1.03,,https://app.dimensions.ai/details/publication/pub.1024966945,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
34,100,pub.1001393576,10.1007/978-3-642-13914-7_4,,,Pan America,,Intraseasonal Variability in the Atmosphere-Ocean Climate System,,2012,2012,,,111-145,Closed,Chapter,"Lau, William K. M.; Waliser, Duane E.; Mo, Kingtse C.; Jones, Charles; Paegle, Julia Nogués","Lau, William K. M.","Lau, William K. M. (Goddard Space Flight Center); Waliser, Duane E. (California Institute of Technology); Mo, Kingtse C. (); Jones, Charles (); Paegle, Julia Nogués ()",3,1,,0.54,,https://app.dimensions.ai/details/publication/pub.1001393576,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
35,100,pub.1007485960,10.1002/joc.2147,,,The South American Monsoon System and the 1970s climate transition,International Journal of Climatology,,,2011-06-30,2011,31,8,1248-1256,All OA; Gold,Article,"Carvalho, Leila M. V.; Jones, Charles; Silva, Ana E.; Liebmann, Brant; Dias, Pedro L. Silva",,"Carvalho, Leila M. V. (University of Sao Paulo; University of California, Santa Barbara); Jones, Charles (University of California, Santa Barbara); Silva, Ana E. (University of Sao Paulo); Liebmann, Brant (Cooperative Institute for Research in Environmental Sciences); Dias, Pedro L. Silva (University of Sao Paulo)",48,12,,4.89,http://onlinelibrary.wiley.com/doi/10.1002/joc.2147/pdf,https://app.dimensions.ai/details/publication/pub.1007485960,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
36,100,pub.1038791724,10.1007/s00382-010-0806-2,,,Moisture transport and intraseasonal variability in the South America monsoon system,Climate Dynamics,,,2011-05,2011,36,9-10,1865-1880,All OA; Gold,Article,"Carvalho, Leila M. V.; Silva, Ana E.; Jones, Charles; Liebmann, Brant; Silva Dias, Pedro L.; Rocha, Humberto R.","Carvalho, Leila M. V.","Carvalho, Leila M. V. (University of Sao Paulo; University of California, Santa Barbara); Silva, Ana E. (University of Sao Paulo); Jones, Charles (University of California, Santa Barbara); Liebmann, Brant (Cooperative Institute for Research in Environmental Sciences); Silva Dias, Pedro L. (University of Sao Paulo); Rocha, Humberto R. (University of Sao Paulo)",47,11,,4.79,https://link.springer.com/content/pdf/10.1007%2Fs00382-010-0806-2.pdf,https://app.dimensions.ai/details/publication/pub.1038791724,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
37,100,pub.1036017573,10.1175/2011jcli-d-10-05002.1,,,The Madden–Julian Oscillation and the Relative Value of Deterministic Forecasts of Extreme Precipitation in the Contiguous United States,Journal of Climate,,,2011-05,2011,24,10,2421-2428,Closed,Article,"Jones, Charles; Carvalho, Leila M. V.; Gottschalck, Jon; Higgins, Wayne",,"Jones, Charles (); Carvalho, Leila M. V. (); Gottschalck, Jon (); Higgins, Wayne ()",20,0,,2.1,,https://app.dimensions.ai/details/publication/pub.1036017573,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,,
38,100,pub.1037349186,10.1175/2010mwr3512.1,,,Influence of the Madden–Julian Oscillation on Forecasts of Extreme Precipitation in the Contiguous United States,Monthly Weather Review,,,2011-02,2011,139,2,332-350,Closed,Article,"Jones, Charles; Gottschalck, Jon; Carvalho, Leila M. V.; Higgins, Wayne",,"Jones, Charles (); Gottschalck, Jon (); Carvalho, Leila M. V. (); Higgins, Wayne ()",33,7,,3.46,,https://app.dimensions.ai/details/publication/pub.1037349186,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,,
39,100,pub.1039147686,10.1002/qj.765,,,Will global warming modify the activity of the Madden–Julian Oscillation?,Quarterly Journal of the Royal Meteorological Society,,,2011-01,2011,137,655,544-552,All OA; Gold,Article,"Jones, Charles; Carvalho, Leila M. V.",,"Jones, Charles (University of California, Santa Barbara); Carvalho, Leila M. V. (University of California, Santa Barbara)",29,3,,3.14,https://rmets.onlinelibrary.wiley.com/doi/pdf/10.1002/qj.765,https://app.dimensions.ai/details/publication/pub.1039147686,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
40,100,pub.1023065572,10.1175/2010jcli3457.1,,,Mechanisms Associated with Large Daily Rainfall Events in Northeast Brazil,Journal of Climate,,,2011-01,2011,24,2,376-396,Closed,Article,"Liebmann, Brant; Kiladis, George N.; Allured, Dave; Vera, Carolina S.; Jones, Charles; Carvalho, Leila M. V.; Bladé, Ileana; Gonzáles, Paula L. M.",,"Liebmann, Brant (); Kiladis, George N. (); Allured, Dave (); Vera, Carolina S. (); Jones, Charles (); Carvalho, Leila M. V. (); Bladé, Ileana (); Gonzáles, Paula L. M. ()",14,2,,1.43,,https://app.dimensions.ai/details/publication/pub.1023065572,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
41,100,pub.1022713569,10.1007/s00382-009-0660-2,,,Stochastic simulations of the Madden–Julian oscillation activity,Climate Dynamics,,,2011-01,2011,36,1-2,229-246,All OA; Gold,Article,"Jones, Charles; Carvalho, Leila M. V.","Jones, Charles","Jones, Charles (University of California, Santa Barbara); Carvalho, Leila M. V. (University of California, Santa Barbara; University of Sao Paulo)",27,2,,3.49,https://link.springer.com/content/pdf/10.1007%2Fs00382-009-0660-2.pdf,https://app.dimensions.ai/details/publication/pub.1022713569,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
42,100,pub.1000634922,10.1175/2010mwr3406.1,,,Forecast Skill of Synoptic Conditions Associated with Santa Ana Winds in Southern California,Monthly Weather Review,,,2010-12,2010,138,12,4528-4541,Closed,Article,"Jones, Charles; Fujioka, Francis; Carvalho, Leila M. V.",,"Jones, Charles (); Fujioka, Francis (); Carvalho, Leila M. V. ()",14,5,,1.3,,https://app.dimensions.ai/details/publication/pub.1000634922,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
43,100,pub.1046274755,10.1175/2010bams3030.1,,,Influence of Choice of Time Period on Global Surface Temperature Trend Estimates,Bulletin of the American Meteorological Society,,,2010-11,2010,91,11,1485-1491,All OA; Gold,Article,"Liebmann, Brant; Dole, Randall M.; Jones, Charles; Bladé, Ileana; Allured, Dave",,"Liebmann, Brant (); Dole, Randall M. (); Jones, Charles (); Bladé, Ileana (); Allured, Dave ()",73,20,,9.52,http://journals.ametsoc.org/doi/pdf/10.1175/2010BAMS3030.1,https://app.dimensions.ai/details/publication/pub.1046274755,0201 Astronomical and Space Sciences; 0406 Physical Geography and Environmental Geoscience; 02 Physical Sciences; 04 Earth Sciences; 0401 Atmospheric Sciences,0201 Astronomical and Space Sciences,0406 Physical Geography and Environmental Geoscience,02 Physical Sciences,04 Earth Sciences,0401 Atmospheric Sciences
44,100,pub.1035618466,10.1175/2008jcli2257.1,,,Intraseasonal and Interannual Variability of Extreme Dry and Wet Events over Southeastern South America and the Subtropical Atlantic during Austral Summer,Journal of Climate,,,2009-04,2009,22,7,1682-1699,"All OA; Green, Accepted & Submitted",Article,"Muza, Michel N.; Carvalho, Leila M. V.; Jones, Charles; Liebmann, Brant",,"Muza, Michel N. (); Carvalho, Leila M. V. (); Jones, Charles (); Liebmann, Brant ()",43,10,,4.43,http://www.icess.ucsb.edu/gem/papers/Muza_et_al_2009_interan_intras.pdf,https://app.dimensions.ai/details/publication/pub.1035618466,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
45,100,pub.1035543199,10.1175/2008jcli2340.1,,,Origin of Convectively Coupled Kelvin Waves over South America,Journal of Climate,,,2009-01,2009,22,2,300-315,Closed,Article,"Liebmann, Brant; Kiladis, George N.; Carvalho, Leila M. V.; Jones, Charles; Vera, Carolina S.; Bladé, Ileana; Allured, Dave",,"Liebmann, Brant (); Kiladis, George N. (); Carvalho, Leila M. V. (); Jones, Charles (); Vera, Carolina S. (); Bladé, Ileana (); Allured, Dave ()",37,5,,3,,https://app.dimensions.ai/details/publication/pub.1035543199,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
46,100,pub.1038274331,10.1175/2007mwr2305.1,,,Assessing the Skill of an All-Season Statistical Forecast Model for the Madden–Julian Oscillation,Monthly Weather Review,,,2008-06,2008,136,6,1940-1956,Closed,Article,"Jiang, Xianan; Waliser, Duane E.; Wheeler, Matthew C.; Jones, Charles; Lee, Myong-In; Schubert, Siegfried D.",,"Jiang, Xianan (); Waliser, Duane E. (); Wheeler, Matthew C. (); Jones, Charles (); Lee, Myong-In (); Schubert, Siegfried D. ()",61,9,,18.99,,https://app.dimensions.ai/details/publication/pub.1038274331,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
47,100,pub.1050847678,10.5194/npg-14-723-2007,,,Anti-persistence in the global temperature anomaly field,Nonlinear Processes in Geophysics,,,2007-11-26,2007,14,6,723-733,All OA; Gold,Article,"Carvalho, L. M. V.; Tsonis, A. A.; Jones, C.; Rocha, H. R.; Polito, P. S.",,"Carvalho, L. M. V. (University of Sao Paulo; University of California, Santa Barbara); Tsonis, A. A. (University of Wisconsin–Milwaukee); Jones, C. (University of California, Santa Barbara); Rocha, H. R. (University of Sao Paulo); Polito, P. S. (University of Sao Paulo)",14,2,,,https://www.nonlin-processes-geophys.net/14/723/2007/npg-14-723-2007.pdf,https://app.dimensions.ai/details/publication/pub.1050847678,04 Earth Sciences,04 Earth Sciences,,,,
48,100,pub.1051176986,10.1007/978-0-387-34918-3_21,,,On the Spatiotemporal Variability of the Temperature Anomaly Field,,Nonlinear Dynamics in Geosciences,,2007,2007,,,393-406,Closed,Chapter,"Carvalho, Leila M. V.; Tsonis, Anastasios A.; Jones, Charles",,"Carvalho, Leila M. V. (); Tsonis, Anastasios A. (); Jones, Charles ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1051176986,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
49,100,pub.1029601220,10.1175/jcli3972.1,,,Changes in the Activity of the Madden–Julian Oscillation during 1958–2004,Journal of Climate,,,2006-12,2006,19,24,6353-6370,Closed,Article,"Jones, Charles; Carvalho, Leila M. V.",,"Jones, Charles (); Carvalho, Leila M. V. ()",47,11,,4.49,,https://app.dimensions.ai/details/publication/pub.1029601220,09 Engineering; 0405 Oceanography; 0909 Geomatic Engineering; 04 Earth Sciences; 0401 Atmospheric Sciences,09 Engineering,0405 Oceanography,0909 Geomatic Engineering,04 Earth Sciences,0401 Atmospheric Sciences
50,200,pub.1001513399,10.1175/bams-87-4-425,,,The Experimental MJO Prediction Project,Bulletin of the American Meteorological Society,,,2006-04,2006,87,4,425-431,All OA; Gold,Article,"Waliser, Duane; Weickmann, Klaus; Dole, Randall; Schubert, Siegfried; Alves, Oscar; Jones, Charles; Newman, Matthew; Pan, Hua-Lu; Roubicek, Andres; Saha, Suranjana; Smith, Cathy; Van den Dool, Huug; Vitart, Frederic; Wheeler, Matthew; Whitaker, Jeffrey",,"Waliser, Duane (Jet Propulsion Lab); Weickmann, Klaus (Earth System Research Laboratory); Dole, Randall (Earth System Research Laboratory); Schubert, Siegfried (); Alves, Oscar (); Jones, Charles (University of California, Santa Barbara); Newman, Matthew (University of Colorado Boulder); Pan, Hua-Lu (); Roubicek, Andres (University of Colorado Boulder); Saha, Suranjana (); Smith, Cathy (University of Colorado Boulder); Van den Dool, Huug (); Vitart, Frederic (European Centre for Medium-Range Weather Forecasts); Wheeler, Matthew (); Whitaker, Jeffrey (Earth System Research Laboratory)",41,11,,4.93,http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-87-4-425,https://app.dimensions.ai/details/publication/pub.1001513399,0201 Astronomical and Space Sciences; 0406 Physical Geography and Environmental Geoscience; 02 Physical Sciences; 04 Earth Sciences; 0401 Atmospheric Sciences,0201 Astronomical and Space Sciences,0406 Physical Geography and Environmental Geoscience,02 Physical Sciences,04 Earth Sciences,0401 Atmospheric Sciences
51,100,pub.1007770622,10.1007/s00382-005-0035-2,,,Forecast skill of the tropical intraseasonal oscillation in the NCEP GFS dynamical extended range forecasts,Climate Dynamics,,,2005-08,2005,25,2-3,265,Closed,Article,"Seo, K. -H.; Schemm, J. -K. E.; Jones, C.; Moorthi, S.","Seo, K. -H.","Seo, K. -H. (); Schemm, J. -K. E. (); Jones, C. (University of California, Santa Barbara); Moorthi, S. (National Centers for Environmental Prediction)",44,2,,3.42,,https://app.dimensions.ai/details/publication/pub.1007770622,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
52,100,pub.1020856448,10.1175/jcli-3284.1,,,Opposite Phases of the Antarctic Oscillation and Relationships with Intraseasonal to Interannual Activity in the Tropics during the Austral Summer,Journal of Climate,,,2005-03,2005,18,5,702-718,Closed,Article,"Carvalho, Leila M. V.; Jones, Charles; Ambrizzi, Tércio",,"Carvalho, Leila M. V. (); Jones, Charles (); Ambrizzi, Tércio ()",115,16,,8.93,,https://app.dimensions.ai/details/publication/pub.1020856448,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
53,100,pub.1009537501,10.1175/3238.1,,,Global Occurrences of Extreme Precipitation and the Madden–Julian Oscillation: Observations and Predictability,Journal of Climate,,,2004-12,2004,17,23,4575-4589,"All OA; Green, Accepted & Submitted",Article,"Jones, Charles; Waliser, Duane E.; Lau, K. M.; Stern, W.",,"Jones, Charles (); Waliser, Duane E. (); Lau, K. M. (); Stern, W. ()",119,21,,11.26,http://www.gfdl.noaa.gov/reference/bibliography/2004/cjones0402.pdf,https://app.dimensions.ai/details/publication/pub.1009537501,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
54,100,pub.1024587759,10.1175/jcli3202.1,,,The Role of Coupled Sea Surface Temperatures in the Simulation of the Tropical Intraseasonal Oscillation,Journal of Climate,,,2004-11,2004,17,21,4109-4134,"All OA; Green, Accepted & Submitted",Article,"Zheng, Y.; Waliser, D. E.; Stern, W. F.; Jones, C.",,"Zheng, Y. (); Waliser, D. E. (); Stern, W. F. (); Jones, C. ()",66,4,,5.13,http://www.gfdl.noaa.gov/reference/bibliography/2004/yzheng0401.pdf,https://app.dimensions.ai/details/publication/pub.1024587759,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,,
55,100,pub.1051508583,10.1029/2004gl020107,,,Observational evidence of African desert dust intensification of easterly waves,Geophysical Research Letters,,,2004-09,2004,31,17,n/a-n/a,All OA; Gold,Article,"Jones, Charles; Mahowald, Natalie; Luo, Chao",,"Jones, Charles (University of California, Santa Barbara); Mahowald, Natalie (National Center for Atmospheric Research; University of California, Santa Barbara); Luo, Chao (University of California, Santa Barbara)",40,4,,3.58,http://onlinelibrary.wiley.com/doi/10.1029/2004GL020107/pdf,https://app.dimensions.ai/details/publication/pub.1051508583,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
56,100,pub.1051819436,10.1175/1520-0493(2004)132<1462:tmoaii>2.0.co;2,,,The Madden–Julian Oscillation and Its Impact on Northern Hemisphere Weather Predictability,Monthly Weather Review,,,2004-06,2004,132,6,1462-1471,Closed,Article,"Jones, Charles; Waliser, Duane E.; Lau, K. M.; Stern, W.",,"Jones, Charles (); Waliser, Duane E. (); Lau, K. M. (); Stern, W. ()",70,7,,6.62,,https://app.dimensions.ai/details/publication/pub.1051819436,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
57,100,pub.1048294570,10.1175/1520-0442(2004)017<2078:asfmot>2.0.co;2,,,A Statistical Forecast Model of Tropical Intraseasonal Convective Anomalies,Journal of Climate,,,2004-06,2004,17,11,2078-2095,Closed,Article,"Jones, Charles; Carvalho, Leila M. V.; Higgins, R. Wayne; Waliser, Duane E.; Schemm, J-K. E.",,"Jones, Charles (); Carvalho, Leila M. V. (); Higgins, R. Wayne (); Waliser, Duane E. (); Schemm, J-K. E. ()",59,7,,5.6,,https://app.dimensions.ai/details/publication/pub.1048294570,09 Engineering; 0405 Oceanography; 0909 Geomatic Engineering; 04 Earth Sciences; 0401 Atmospheric Sciences,09 Engineering,0405 Oceanography,0909 Geomatic Engineering,04 Earth Sciences,0401 Atmospheric Sciences
58,100,pub.1005636358,10.1175/1520-0442(2004)017<0523:cotica>2.0.co;2,,,Climatology of Tropical Intraseasonal Convective Anomalies: 1979–2002,Journal of Climate,,,2004-02,2004,17,3,523-539,Closed,Article,"Jones, Charles; Carvalho, Leila M. V.; Higgins, R. Wayne; Waliser, Duane E.; Schemm, J-K. E.",,"Jones, Charles (); Carvalho, Leila M. V. (); Higgins, R. Wayne (); Waliser, Duane E. (); Schemm, J-K. E. ()",82,9,,5.26,,https://app.dimensions.ai/details/publication/pub.1005636358,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
59,100,pub.1047365283,10.1175/1520-0442(2004)017<0088:tsaczi>2.0.co;2,,,"The South Atlantic Convergence Zone: Intensity, Form, Persistence, and Relationships with Intraseasonal to Interannual Activity and Extreme Rainfall",Journal of Climate,,,2004-01,2004,17,1,88-108,"All OA; Green, Accepted & Submitted",Article,"Carvalho, Leila M. V.; Jones, Charles; Liebmann, Brant",,"Carvalho, Leila M. V. (); Jones, Charles (); Liebmann, Brant ()",354,78,,33.49,http://www.icess.ucsb.edu/gem/Carvalho_Jones_Liebmann_2004_sacz_jclimate.pdf,https://app.dimensions.ai/details/publication/pub.1047365283,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
60,100,pub.1031605078,10.1029/2004jd004861,,,Temporal variability of dust mobilization and concentration in source regions,Journal of Geophysical Research,,,2004,2004,109,D20,,Closed,Article,"Luo, Chao; Mahowald, Natalie; Jones, Charles",,"Luo, Chao (University of California, Santa Barbara); Mahowald, Natalie (National Center for Atmospheric Research); Jones, Charles (University of California, Santa Barbara)",31,1,,2.93,,https://app.dimensions.ai/details/publication/pub.1031605078,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
61,100,pub.1041789574,10.1175/1520-0442(2003)016<3617:troewo>2.0.co;2,,,The Role of Easterly Waves on African Desert Dust Transport,Journal of Climate,,,2003-11,2003,16,22,3617-3628,Closed,Article,"Jones, Charles; Mahowald, Natalie; Luo, Chao",,"Jones, Charles (); Mahowald, Natalie (); Luo, Chao ()",69,11,,5.04,,https://app.dimensions.ai/details/publication/pub.1041789574,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
62,100,pub.1017712882,10.1175/bams-84-1-33,,,Potential Predictability of the Madden–Julian Oscillation,Bulletin of the American Meteorological Society,,,2003-01,2003,84,1,33-50,All OA; Gold,Article,"Waliser, D. E.; Lau, K. M.; Stern, W.; Jones, C.",,"Waliser, D. E. (); Lau, K. M. (); Stern, W. (); Jones, C. ()",207,34,,17.3,http://journals.ametsoc.org/doi/pdf/10.1175/BAMS-84-1-33,https://app.dimensions.ai/details/publication/pub.1017712882,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
63,100,pub.1035581502,10.1175/1520-0442(2002)015<2377:epeiss>2.0.co;2,,,Extreme Precipitation Events in Southeastern South America and Large-Scale Convective Patterns in the South Atlantic Convergence Zone,Journal of Climate,,,2002-09,2002,15,17,2377-2394,Closed,Article,"Carvalho, Leila M. V.; Jones, Charles; Liebmann, Brant",,"Carvalho, Leila M. V. (); Jones, Charles (); Liebmann, Brant ()",158,26,,11.72,,https://app.dimensions.ai/details/publication/pub.1035581502,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,,
64,100,pub.1051906249,10.1029/2001gl014276,,,Multifractal properties of evolving convective systems over tropical South America,Geophysical Research Letters,,,2002-08,2002,29,15,33-1-33-4,All OA; Gold,Article,"Carvalho, Leila M. V.; Lavallée, Daniel; Jones, Charles",,"Carvalho, Leila M. V. (University of Sao Paulo; University of California, Santa Barbara); Lavallée, Daniel (University of California, Santa Barbara); Jones, Charles (University of California, Santa Barbara)",14,2,,2.18,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001GL014276,https://app.dimensions.ai/details/publication/pub.1051906249,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
65,100,pub.1018669282,10.1016/s0034-4257(01)00309-1,,,Remote sensing of surface solar irradiance with corrections for 3-D cloud effects,Remote Sensing of Environment,,,2002-05,2002,80,2,272-284,Closed,Article,"Wyser, Klaus; O'Hirok, William; Gautier, Catherine; Jones, Charles","Wyser, Klaus","Wyser, Klaus (University of California, Santa Barbara); O'Hirok, William (University of California, Santa Barbara); Gautier, Catherine (University of California, Santa Barbara); Jones, Charles (University of California, Santa Barbara)",40,3,,4.79,,https://app.dimensions.ai/details/publication/pub.1018669282,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
66,100,pub.1009654630,10.1175/1520-0442(2002)015<0905:aabpit>2.0.co;2,,,Active and Break Phases in the South American Monsoon System,Journal of Climate,,,2002-04,2002,15,8,905-914,"All OA; Green, Accepted & Submitted",Article,"Jones, Charles; Carvalho, Leila M. V.",,"Jones, Charles (); Carvalho, Leila M. V. ()",125,16,,10.24,https://escholarship.org/content/qt8g24n5kr/qt8g24n5kr.pdf?t=ogbwp3,https://app.dimensions.ai/details/publication/pub.1009654630,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
67,100,pub.1035216224,10.1029/2001jd000745,,,Intraseasonal large‐scale circulations and mesoscale convective activity in tropical South America during the TRMM‐LBA campaign,Journal of Geophysical Research,,,2002,2002,107,D20,lba 9-1-lba 9-20,All OA; Gold,Article,"Carvalho, Leila M. V.; Jones, Charles; Dias, Maria A. F. Silva",,"Carvalho, Leila M. V. (University of Sao Paulo; University of California, Santa Barbara); Jones, Charles (University of California, Santa Barbara); Dias, Maria A. F. Silva (University of Sao Paulo)",57,6,,4.67,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001JD000745,https://app.dimensions.ai/details/publication/pub.1035216224,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
68,100,pub.1000845906,10.1175/1520-0450(2001)040<1683:asmtis>2.0.co;2,,,A Satellite Method to Identify Structural Properties of Mesoscale Convective Systems Based on the Maximum Spatial Correlation Tracking Technique (MASCOTTE),Journal of Applied Meteorology,,,2001-10,2001,40,10,1683-1701,"All OA; Green, Accepted & Submitted",Article,"Carvalho, Leila M. V.; Jones, Charles",,"Carvalho, Leila M. V. (); Jones, Charles ()",75,11,,12.16,https://escholarship.org/content/qt48b7v75r/qt48b7v75r.pdf?t=ogbvdn,https://app.dimensions.ai/details/publication/pub.1000845906,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
69,100,pub.1023177781,10.1175/1520-0442(2001)014<0208:ivodep>2.0.co;2,,,"Interannual Variability of Daily Extreme Precipitation Events in the State of São Paulo, Brazil",Journal of Climate,,,2001-01,2001,14,2,208-218,"All OA; Green, Accepted & Submitted",Article,"Liebmann, Brant; Jones, Charles; de Carvalho, Leila M. V.",,"Liebmann, Brant (); Jones, Charles (); de Carvalho, Leila M. V. ()",70,8,,6.61,https://escholarship.org/content/qt26692053/qt26692053.pdf?t=ogbwv7,https://app.dimensions.ai/details/publication/pub.1023177781,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
70,100,pub.1004019774,10.1007/s003820050327,,,Prediction skill of the Madden and Julian Oscillation in dynamical extended range forecasts,Climate Dynamics,,,2000-04,2000,16,4,273-289,Closed,Article,"Jones, C.; Waliser, D. E.; Schemm, J.-K. E.; Lau, W. K. M.",,"Jones, C. (University of California, Santa Barbara); Waliser, D. E. (State University of New York); Schemm, J.-K. E. (); Lau, W. K. M. (Goddard Space Flight Center)",77,6,,6.6,,https://app.dimensions.ai/details/publication/pub.1004019774,04 Earth Sciences; 0401 Atmospheric Sciences; 0405 Oceanography,04 Earth Sciences,0401 Atmospheric Sciences,0405 Oceanography,,
71,100,pub.1011022184,10.1175/1520-0450(1999)038<1229:anmfdo>2.0.co;2,,,A New Method for Deriving Ocean Surface Specific Humidity and Air Temperature: An Artificial Neural Network Approach,Journal of Applied Meteorology,,,1999-08,1999,38,8,1229-1245,Closed,Article,"Jones, Charles; Peterson, Pete; Gautier, Catherine",,"Jones, Charles (); Peterson, Pete (); Gautier, Catherine ()",44,5,,,,https://app.dimensions.ai/details/publication/pub.1011022184,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
72,100,pub.1033506458,10.1175/1520-0442(1999)012<1918:asertf>2.0.co;2,,,A Statistical Extended-Range Tropical Forecast Model Based on the Slow Evolution of the Madden–Julian Oscillation,Journal of Climate,,,1999-07,1999,12,7,1918-1939,Closed,Article,"Waliser, Duane E.; Jones, Charles; Schemm, Jae-Kyung E.; Graham, Nicholas E.",,"Waliser, Duane E. (); Jones, Charles (); Schemm, Jae-Kyung E. (); Graham, Nicholas E. ()",92,6,,,,https://app.dimensions.ai/details/publication/pub.1033506458,09 Engineering; 0405 Oceanography; 0909 Geomatic Engineering; 04 Earth Sciences; 0401 Atmospheric Sciences,09 Engineering,0405 Oceanography,0909 Geomatic Engineering,04 Earth Sciences,0401 Atmospheric Sciences
73,100,pub.1007440246,10.1029/1998gl900086,,,Ocean surface air temperature derived from multiple data sets and artificial neural networks,Geophysical Research Letters,,,1998-11-15,1998,25,22,4217-4220,All OA; Gold,Article,"Gautier, Catherine; Peterson, Pete; Jones, Charles",,"Gautier, Catherine (University of California, Santa Barbara); Peterson, Pete (); Jones, Charles ()",10,0,,,http://onlinelibrary.wiley.com/doi/10.1029/1998GL900086/pdf,https://app.dimensions.ai/details/publication/pub.1007440246,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
