,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Martin Raubal. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
36,100,pub.1017444812,10.1111/gec3.12269,,,Exploring Georeferenced Mobile Phone Datasets – A Survey and Reference Framework,Geography Compass,,,2016-06,2016,10,6,239-252,Closed,Article,"Yuan, Yihong; Raubal, Martin",,"Yuan, Yihong (Texas State University); Raubal, Martin ()",2,2,,0.54,,https://app.dimensions.ai/details/publication/pub.1017444812,16 Studies in Human Society; 0699 Other Biological Sciences; 0406 Physical Geography and Environmental Geoscience; 1604 Human Geography; 04 Earth Sciences; 06 Biological Sciences,16 Studies in Human Society,0699 Other Biological Sciences,0406 Physical Geography and Environmental Geoscience,1604 Human Geography,04 Earth Sciences
37,100,pub.1036817593,10.1016/j.rser.2015.11.099,,,Statistical learning approach for wind resource assessment,Renewable and Sustainable Energy Reviews,,,2016-04,2016,56,,836-850,"All OA; Green, Accepted & Submitted",Article,"Veronesi, F.; Grassi, S.; Raubal, M.","Veronesi, F.","Veronesi, F. (); Grassi, S. (); Raubal, M. ()",12,8,,3.97,https://hau.collections.crest.ac.uk/17284/1/Fabio%20Veronesi%20Statistical%20learning%20upload.pdf,https://app.dimensions.ai/details/publication/pub.1036817593,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
38,100,pub.1018183339,10.1007/s10707-015-0242-x,,,Towards sustainable mobility behavior: research challenges for location-aware information and communication technology,GeoInformatica,,,2016-04,2016,20,2,213-239,Closed,Article,"Weiser, Paul; Scheider, Simon; Bucher, Dominik; Kiefer, Peter; Raubal, Martin","Weiser, Paul","Weiser, Paul (Swiss Federal Institute of Technology in Zurich); Scheider, Simon (Swiss Federal Institute of Technology in Zurich); Bucher, Dominik (Swiss Federal Institute of Technology in Zurich); Kiefer, Peter (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",15,10,,4.39,,https://app.dimensions.ai/details/publication/pub.1018183339,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 0499 Other Earth Sciences; 04 Earth Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,0499 Other Earth Sciences,04 Earth Sciences
39,100,pub.1036713107,10.1007/s11042-014-2412-5,,,Attention as an input modality for Post-WIMP interfaces using the viGaze eye tracking framework,Multimedia Tools and Applications,,,2016-03,2016,75,6,2913-2929,Closed,Article,"Giannopoulos, Ioannis; Schöning, Johannes; Krüger, Antonio; Raubal, Martin","Schöning, Johannes","Giannopoulos, Ioannis (); Schöning, Johannes (University of Hasselt); Krüger, Antonio (German Research Centre for Artificial Intelligence); Raubal, Martin ()",4,3,,2.3,,https://app.dimensions.ai/details/publication/pub.1036713107,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
40,100,pub.1028367030,10.1002/9781118786352.wbieg0296,,,Cognitive Geoengineering,,"International Encyclopedia of Geography: People, the Earth, Environment and Technology",,2016-02-23,2016,,,1-5,Closed,Chapter,"Raubal, Martin",,"Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1028367030,08 Information and Computing Sciences; 09 Engineering; 0806 Information Systems; 17 Psychology and Cognitive Sciences; 0909 Geomatic Engineering; 1701 Psychology; 1702 Cognitive Sciences,08 Information and Computing Sciences,09 Engineering,0806 Information Systems,17 Psychology and Cognitive Sciences,0909 Geomatic Engineering
41,200,pub.1003410734,10.1007/978-3-319-23519-6_1469-2,,,Wayfinding: Affordances and Agent Simulation,,Encyclopedia of GIS,,2016,2016,,,1-5,Closed,Chapter,"Raubal, Martin",,"Raubal, Martin (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1003410734,,,,,,
42,100,pub.1099196875,10.2991/ict4s-16.2016.11,,,Exploiting Fitness Apps for Sustainable Mobility - Challenges Deploying the GoEco! App,Advances in Computer Science Research,Proceedings of ICT for Sustainability 2016,,2016,2016,,,,All OA; Gold,Proceeding,"Bucher, Dominik; Cellina, Francesca; Mangili, Francesca; Raubal, Martin; Rudel, Roman; Rizzoli, Andrea Emilio; Elabed, Omar",,"Bucher, Dominik (); Cellina, Francesca (); Mangili, Francesca (); Raubal, Martin (); Rudel, Roman (); Rizzoli, Andrea Emilio (); Elabed, Omar ()",14,12,,8.24,https://download.atlantis-press.com/article/25860371.pdf,https://app.dimensions.ai/details/publication/pub.1099196875,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
43,100,pub.1051549486,10.1007/978-3-319-45738-3_21,,,Measuring Cognitive Load for Map Tasks Through Pupil Diameter,Lecture Notes in Computer Science,Geographic Information Science,,2016,2016,9927,,323-337,Closed,Chapter,"Kiefer, Peter; Giannopoulos, Ioannis; Duchowski, Andrew; Raubal, Martin","Kiefer, Peter","Kiefer, Peter (Swiss Federal Institute of Technology in Zurich); Giannopoulos, Ioannis (Swiss Federal Institute of Technology in Zurich); Duchowski, Andrew (Clemson University); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",13,9,,5.11,,https://app.dimensions.ai/details/publication/pub.1051549486,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
44,100,pub.1037737155,10.1007/978-3-319-33783-8_4,,,Measuring Space-Time Prism Similarity Through Temporal Profile Curves,Lecture Notes in Geoinformation and Cartography,Geospatial Data in a Changing World,,2016,2016,,,51-66,Closed,Chapter,"Miller, Harvey J.; Raubal, Martin; Jaegal, Young","Miller, Harvey J.","Miller, Harvey J. (The Ohio State University); Raubal, Martin (Swiss Federal Institute of Technology in Zurich); Jaegal, Young (The Ohio State University)",6,4,,3.45,,https://app.dimensions.ai/details/publication/pub.1037737155,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
45,100,pub.1032754004,10.1145/2957265.2962659,,,The importance of visual attention for adaptive interfaces,,Proceedings of the 18th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct - MobileHCI '16,,2016,2016,,,930-935,Closed,Proceeding,"Göbel, Fabian; Giannopoulos, Ioannis; Raubal, Martin",,"Göbel, Fabian (Swiss Federal Institute of Technology in Zurich); Giannopoulos, Ioannis (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",5,5,,2.36,,https://app.dimensions.ai/details/publication/pub.1032754004,08 Information and Computing Sciences; 17 Psychology and Cognitive Sciences; 1701 Psychology; 0806 Information Systems,08 Information and Computing Sciences,17 Psychology and Cognitive Sciences,1701 Psychology,0806 Information Systems,
46,100,pub.1025876031,10.1145/2983310.2985747,,,Interacting with Maps on Optical Head-Mounted Displays,,Proceedings of the 2016 Symposium on Spatial User Interaction - SUI '16,,2016,2016,,,3-12,Closed,Proceeding,"Rudi, David; Giannopoulos, Ioannis; Kiefer, Peter; Peier, Christian; Raubal, Martin",,"Rudi, David (Swiss Federal Institute of Technology in Zurich); Giannopoulos, Ioannis (Swiss Federal Institute of Technology in Zurich); Kiefer, Peter (Swiss Federal Institute of Technology in Zurich); Peier, Christian (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",6,3,,2.36,,https://app.dimensions.ai/details/publication/pub.1025876031,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
47,100,pub.1036134058,10.1080/13658816.2015.1063151,,,"Everyday space–time geographies: using mobile phone-based sensor data to monitor urban activity in Harbin, Paris, and Tallinn",International Journal of Geographical Information Science,,,2015-11-02,2015,29,11,2017-2039,Closed,Article,"Ahas, R.; Aasa, A.; Yuan, Y.; Raubal, M.; Smoreda, Z.; Liu, Y.; Ziemlicki, C.; Tiru, M.; Zook, M.",,"Ahas, R. (University of Tartu); Aasa, A. (University of Tartu); Yuan, Y. (Texas State University); Raubal, M. (Swiss Federal Institute of Technology in Zurich); Smoreda, Z. (Orange (France)); Liu, Y. (Peking University); Ziemlicki, C. (Texas State University); Tiru, M. (University of Tartu); Zook, M. (University of Kentucky)",52,35,,13.3,,https://app.dimensions.ai/details/publication/pub.1036134058,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
48,100,pub.1095347436,10.1109/acc.2015.7172119,,,Optimal Placement of Wind Turbines on a Continuous Domain: An Milp-Based Approach,,2015 American Control Conference (ACC),,2015-07,2015,,,5010-5015,Closed,Proceeding,"Marseglia, G. R.; Arbasini, A.; Grassi, S.; Raubal, M.; Raimondo, D. M.",,"Marseglia, G. R. (University of Pavia); Arbasini, A. (University of Pavia); Grassi, S. (); Raubal, M. (); Raimondo, D. M. (University of Pavia)",4,3,,1.18,,https://app.dimensions.ai/details/publication/pub.1095347436,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
49,100,pub.1052645717,10.1007/978-3-319-25684-9_18,,,Teachers Matter: Challenges of Using a Location-Based Mobile Learning Platform,Communications in Computer and Information Science,The Mobile Learning Voyage - From Small Ripples to Massive Open Waters,,2015,2015,560,,239-255,Closed,Chapter,"Sailer, Christian; Schito, Joram; Kiefer, Peter; Raubal, Martin","Sailer, Christian","Sailer, Christian (Swiss Federal Institute of Technology in Zurich); Schito, Joram (Swiss Federal Institute of Technology in Zurich); Kiefer, Peter (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",3,2,,1.72,,https://app.dimensions.ai/details/publication/pub.1052645717,08 Information and Computing Sciences; 1303 Specialist Studies In Education; 13 Education; 0806 Information Systems,08 Information and Computing Sciences,1303 Specialist Studies In Education,13 Education,0806 Information Systems,
50,100,pub.1051972059,10.1145/2786567.2794321,,,Mobile Cognition: Balancing User Support and Learning,,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct - MobileHCI '15,,2015,2015,,,1018-1023,Closed,Proceeding,"Raubal, Martin",,"Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1051972059,08 Information and Computing Sciences; 17 Psychology and Cognitive Sciences; 1701 Psychology; 0806 Information Systems,08 Information and Computing Sciences,17 Psychology and Cognitive Sciences,1701 Psychology,0806 Information Systems,
51,100,pub.1040201307,10.1007/978-3-319-16787-9_12,,,Usage Differences Between Bikes and E-Bikes,Lecture Notes in Geoinformation and Cartography,AGILE 2015,,2015,2015,,,201-217,Closed,Chapter,"Allemann, Dominik; Raubal, Martin","Allemann, Dominik","Allemann, Dominik (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",3,2,,0.99,,https://app.dimensions.ai/details/publication/pub.1040201307,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
52,100,pub.1038654297,10.1145/2785830.2785873,,,GazeNav: Gaze-Based Pedestrian Navigation,,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services - MobileHCI '15,,2015,2015,,,337-346,Closed,Proceeding,"Giannopoulos, Ioannis; Kiefer, Peter; Raubal, Martin",,"Giannopoulos, Ioannis (); Kiefer, Peter (); Raubal, Martin ()",20,8,,9.78,,https://app.dimensions.ai/details/publication/pub.1038654297,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
53,100,pub.1027358007,10.1007/978-3-319-16787-9_10,,,Statistical Learning Approach for Wind Speed Distribution Mapping: The UK as a Case Study,Lecture Notes in Geoinformation and Cartography,AGILE 2015,,2015,2015,,,165-180,Closed,Chapter,"Veronesi, Fabio; Grassi, Stefano; Raubal, Martin; Hurni, Lorenz","Veronesi, Fabio","Veronesi, Fabio (); Grassi, Stefano (); Raubal, Martin (); Hurni, Lorenz ()",2,0,,1.36,,https://app.dimensions.ai/details/publication/pub.1027358007,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
54,100,pub.1014082883,10.1145/2786567.2801607,,,An evaluation method for location-based mobile learning based on spatio-temporal analysis of learner trajectories,,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct - MobileHCI '15,,2015,2015,,,1212-1218,Closed,Proceeding,"Sailer, Christian; Kiefer, Peter; Schito, Joram; Raubal, Martin",,"Sailer, Christian (); Kiefer, Peter (); Schito, Joram (); Raubal, Martin ()",1,0,,0.5,,https://app.dimensions.ai/details/publication/pub.1014082883,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
55,100,pub.1041902906,10.1016/j.apenergy.2014.05.066,,,Assessment of the wake effect on the energy production of onshore wind farms using GIS,Applied Energy,,,2014-12,2014,136,,827-837,Closed,Article,"Grassi, Stefano; Junghans, Sven; Raubal, Martin","Grassi, Stefano","Grassi, Stefano (Swiss Federal Institute of Technology in Zurich); Junghans, Sven (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",26,13,,7.02,,https://app.dimensions.ai/details/publication/pub.1041902906,0915 Interdisciplinary Engineering; 09 Engineering; 0913 Mechanical Engineering,0915 Interdisciplinary Engineering,09 Engineering,0913 Mechanical Engineering,,
56,100,pub.1020801923,10.1111/tgis.12067,,,Where Am I? Investigating Map Matching During Self‐Localization With Mobile Eye Tracking in an Urban Environment,Transactions in GIS,,,2014-10,2014,18,5,660-686,Closed,Article,"Kiefer, Peter; Giannopoulos, Ioannis; Raubal, Martin",,"Kiefer, Peter (); Giannopoulos, Ioannis (); Raubal, Martin ()",41,18,,13.35,,https://app.dimensions.ai/details/publication/pub.1020801923,08 Information and Computing Sciences; 09 Engineering; 16 Studies in Human Society; 0909 Geomatic Engineering; 1604 Human Geography; 0804 Data Format,08 Information and Computing Sciences,09 Engineering,16 Studies in Human Society,0909 Geomatic Engineering,1604 Human Geography
57,100,pub.1016406918,10.1080/13658816.2013.854369,,,Measuring similarity of mobile phone user trajectories– a Spatio-temporal Edit Distance method,International Journal of Geographical Information Science,,,2014-03-04,2014,28,3,496-520,Closed,Article,"Yuan, Yihong; Raubal, Martin",,"Yuan, Yihong (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",41,16,,17.8,,https://app.dimensions.ai/details/publication/pub.1016406918,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
58,100,pub.1026866674,10.1007/978-3-319-11593-1_15,,,Wayfinding Decision Situations: A Conceptual Model and Evaluation,Lecture Notes in Computer Science,Geographic Information Science,,2014,2014,8728,,221-234,"All OA; Green, Accepted & Submitted",Chapter,"Giannopoulos, Ioannis; Kiefer, Peter; Raubal, Martin; Richter, Kai-Florian; Thrash, Tyler",,"Giannopoulos, Ioannis (Swiss Federal Institute of Technology in Zurich); Kiefer, Peter (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich); Richter, Kai-Florian (University of Zurich); Thrash, Tyler (Swiss Federal Institute of Technology in Zurich)",11,5,,2.76,http://www.zora.uzh.ch/id/eprint/99076/1/2014%20RichterKF_giannopouloskieferraubalrichterthrash.pdf,https://app.dimensions.ai/details/publication/pub.1026866674,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
59,100,pub.1018282914,10.1007/978-3-319-03611-3_22,,,A GIS-Based Process for Calculating Visibility Impact from Buildings During Transmission Line Routing,Lecture Notes in Geoinformation and Cartography,Connecting a Digital Europe Through Location and Place,,2014,2014,,,383-402,Closed,Chapter,"Grassi, Stefano; Friedli, Roman; Grangier, Michel; Raubal, Martin","Grassi, Stefano","Grassi, Stefano (Swiss Federal Institute of Technology in Zurich); Friedli, Roman (Swiss Federal Institute of Technology in Zurich); Grangier, Michel (); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",7,2,,3.04,,https://app.dimensions.ai/details/publication/pub.1018282914,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
60,100,pub.1011119892,10.1145/2578153.2578216,,,Starting to get bored: an outdoor eye tracking study of tourists exploring a city panorama,,Proceedings of the Symposium on Eye Tracking Research and Applications - ETRA '14,,2014,2014,,,315-318,Closed,Proceeding,"Kiefer, Peter; Giannopoulos, Ioannis; Kremer, Dominik; Schlieder, Christoph; Raubal, Martin",,"Kiefer, Peter (Swiss Federal Institute of Technology in Zurich); Giannopoulos, Ioannis (Swiss Federal Institute of Technology in Zurich); Kremer, Dominik (University of Bamberg); Schlieder, Christoph (University of Bamberg); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",12,7,,3.29,,https://app.dimensions.ai/details/publication/pub.1011119892,1113 Ophthalmology and Optometry; 11 Medical and Health Sciences,1113 Ophthalmology and Optometry,11 Medical and Health Sciences,,,
61,200,pub.1072758287,10.5311/josis.2013.7.158,,,"Synthesizing population, health, and place",Journal of Spatial Information Science,,,2013-12-06,2013,,7,,All OA; Gold,Article,"Raubal, Martin; Jacquez, Geoffrey; Wilson, John; Kuhn, Werner",,"Raubal, Martin (); Jacquez, Geoffrey (); Wilson, John (); Kuhn, Werner ()",2,1,,,https://doi.org/10.5311/josis.2013.7.158,https://app.dimensions.ai/details/publication/pub.1072758287,,,,,,
62,100,pub.1049784784,10.1007/978-3-642-34359-9_1,,,Researching Cognitive and Linguistic Aspects of Geographic Space: Las Navas Then and Now,Lecture Notes in Geoinformation and Cartography,Cognitive and Linguistic Aspects of Geographic Space,,2013,2013,,,1-22,Closed,Chapter,"Frank, Andrew U.; Mark, David; Raubal, Martin","Frank, Andrew U.","Frank, Andrew U. (TU Wien); Mark, David (University at Buffalo, State University of New York); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",3,2,,0.63,,https://app.dimensions.ai/details/publication/pub.1049784784,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
63,100,pub.1041420218,10.1145/2535708.2535716,,,Envisioning a future for a spatial-health CyberGIS marketplace,,Proceedings of the Second ACM SIGSPATIAL International Workshop on the Use of GIS in Public Health - HealthGIS '13,,2013,2013,,,27-30,Closed,Proceeding,"Goldberg, Daniel W.; Cockburn, Myles G.; Hammond, Tracy A.; Jacquez, Geoffrey M.; Janies, Daniel; Knoblock, Craig; Kuhn, Werner; Pultar, Edward; Raubal, Martin",,"Goldberg, Daniel W. (Texas A&M University); Cockburn, Myles G. (University of Southern California); Hammond, Tracy A. (Texas A&M University); Jacquez, Geoffrey M. (University at Buffalo, State University of New York); Janies, Daniel (University of North Carolina at Charlotte); Knoblock, Craig (University of Southern California); Kuhn, Werner (University of Münster); Pultar, Edward (University of Southern California); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",3,0,,1.27,,https://app.dimensions.ai/details/publication/pub.1041420218,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
64,100,pub.1015861378,10.1145/2534931.2534940,,,The influence of gaze history visualization on map interaction sequences and cognitive maps,,Proceedings of the 1st ACM SIGSPATIAL International Workshop on MapInteraction - MapInteract '13,,2013,2013,,,1-6,Closed,Proceeding,"Giannopoulos, Ioannis; Kiefer, Peter; Raubal, Martin",,"Giannopoulos, Ioannis (); Kiefer, Peter (); Raubal, Martin ()",3,0,,0.63,,https://app.dimensions.ai/details/publication/pub.1015861378,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
65,100,pub.1014688152,10.1145/2525314.2525467,,,Using eye movements to recognize activities on cartographic maps,,Proceedings of the 21st ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems - SIGSPATIAL'13,,2013,2013,,,488-491,Closed,Proceeding,"Kiefer, Peter; Giannopoulos, Ioannis; Raubal, Martin",,"Kiefer, Peter (); Giannopoulos, Ioannis (); Raubal, Martin ()",20,5,,8.48,,https://app.dimensions.ai/details/publication/pub.1014688152,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
66,100,pub.1013901903,10.1145/2494091.2499212,,,Towards healthier urban mobility,,Proceedings of the 2013 ACM conference on Pervasive and ubiquitous computing adjunct publication - UbiComp '13 Adjunct,,2013,2013,,,1317-1320,Closed,Proceeding,"Allemann, Dominik; Raubal, Martin",,"Allemann, Dominik (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",1,0,,0.32,,https://app.dimensions.ai/details/publication/pub.1013901903,16 Studies in Human Society; 1604 Human Geography,16 Studies in Human Society,1604 Human Geography,,,
67,100,pub.1010582885,10.1007/978-3-642-34359-9_8,,,Many to Many Mobile Maps,Lecture Notes in Geoinformation and Cartography,Cognitive and Linguistic Aspects of Geographic Space,,2013,2013,,,141-157,Closed,Chapter,"Hirtle, Stephen C.; Raubal, Martin","Hirtle, Stephen C.","Hirtle, Stephen C. (University of Pittsburgh); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",12,7,,5.39,,https://app.dimensions.ai/details/publication/pub.1010582885,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
68,100,pub.1006687238,10.1145/2535708.2535713,,,Towards health-optimal routing in urban areas,,Proceedings of the Second ACM SIGSPATIAL International Workshop on the Use of GIS in Public Health - HealthGIS '13,,2013,2013,,,56-59,Closed,Proceeding,"Allemann, Dominik; Raubal, Martin",,"Allemann, Dominik (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",2,0,,0.43,,https://app.dimensions.ai/details/publication/pub.1006687238,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
69,100,pub.1009019701,10.1016/j.compenvurbsys.2011.07.003,,,"Correlating mobile phone usage and travel behavior – A case study of Harbin, China",Computers Environment and Urban Systems,,,2012-03,2012,36,2,118-130,Closed,Article,"Yuan, Yihong; Raubal, Martin; Liu, Yu","Yuan, Yihong","Yuan, Yihong (University of California, Santa Barbara); Raubal, Martin (University of California, Santa Barbara; Swiss Federal Institute of Technology in Zurich); Liu, Yu (Peking University)",116,47,,29.41,,https://app.dimensions.ai/details/publication/pub.1009019701,09 Engineering; 0909 Geomatic Engineering; 12 Built Environment and Design; 1205 Urban and Regional Planning,09 Engineering,0909 Geomatic Engineering,12 Built Environment and Design,1205 Urban and Regional Planning,
70,100,pub.1031044409,10.1145/2348283.2348341,,,Explanatory semantic relatedness and explicit spatialization for exploratory search,,Proceedings of the 35th international ACM SIGIR conference on Research and development in information retrieval - SIGIR '12,,2012,2012,,,415-424,"All OA; Green, Published",Proceeding,"Hecht, Brent; Carton, Samuel H.; Quaderi, Mahmood; Schöning, Johannes; Raubal, Martin; Gergle, Darren; Downey, Doug",,"Hecht, Brent (Northwestern University); Carton, Samuel H. (Northwestern University); Quaderi, Mahmood (Northwestern University); Schöning, Johannes (University of Münster); Raubal, Martin (Swiss Federal Institute of Technology in Zurich); Gergle, Darren (Northwestern University); Downey, Doug (Northwestern University)",23,3,,9.86,https://doclib.uhasselt.be/dspace/bitstream/1942/13970/1/explanatory Semantic.pdf,https://app.dimensions.ai/details/publication/pub.1031044409,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
71,100,pub.1007287005,10.1145/2168556.2168624,,,Towards location-aware mobile eye tracking,,Proceedings of the Symposium on Eye Tracking Research and Applications - ETRA '12,,2012,2012,,,313-316,Closed,Proceeding,"Kiefer, Peter; Straub, Florian; Raubal, Martin",,"Kiefer, Peter (Swiss Federal Institute of Technology in Zurich); Straub, Florian (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",15,6,,6.43,,https://app.dimensions.ai/details/publication/pub.1007287005,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
72,100,pub.1006488887,10.1145/2388676.2388711,,,GeoGazemarks: providing gaze history for the orientation on small display maps,,Proceedings of the 14th ACM international conference on Multimodal interaction - ICMI '12,,2012,2012,,,165-172,Closed,Proceeding,"Giannopoulos, Ioannis; Kiefer, Peter; Raubal, Martin",,"Giannopoulos, Ioannis (Swiss Federal Institute of Technology in Zurich); Kiefer, Peter (Swiss Federal Institute of Technology in Zurich); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",25,7,,4.99,,https://app.dimensions.ai/details/publication/pub.1006488887,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
73,100,pub.1002316295,10.1007/978-3-642-33024-7_26,,,Extracting Dynamic Urban Mobility Patterns from Mobile Phone Data,Lecture Notes in Computer Science,Geographic Information Science,,2012,2012,7478,,354-367,Closed,Chapter,"Yuan, Yihong; Raubal, Martin",,"Yuan, Yihong (Swiss Federal Institute of Technology in Zurich; University of California, Santa Barbara); Raubal, Martin (Swiss Federal Institute of Technology in Zurich)",54,20,,23.15,,https://app.dimensions.ai/details/publication/pub.1002316295,08 Information and Computing Sciences; 0806 Information Systems,08 Information and Computing Sciences,0806 Information Systems,,,
74,200,pub.1072758252,10.5311/josis.2011.2.3,,,The semantics of similarity in geographic information retrieval,Journal of Spatial Information Science,,,2011-05-25,2011,,2,,All OA; Gold,Article,"Janowicz, Krzysztof; Raubal, Martin; Kuhn, Werner",,"Janowicz, Krzysztof (); Raubal, Martin (); Kuhn, Werner ()",71,23,,,https://doi.org/10.5311/josis.2011.2.3,https://app.dimensions.ai/details/publication/pub.1072758252,,,,,,
75,100,pub.1038091048,10.1145/1869790.1869874,,,Time geography inverted: recognizing intentions in space and time,,Proceedings of the 18th SIGSPATIAL International Conference on Advances in Geographic Information Systems - GIS '10,,2010,2010,,,510-513,Closed,Proceeding,"Kiefer, Peter; Raubal, Martin; Schlieder, Christoph",,"Kiefer, Peter (University of Bamberg); Raubal, Martin (University of California, Santa Barbara); Schlieder, Christoph (University of Bamberg)",2,1,,0.75,,https://app.dimensions.ai/details/publication/pub.1038091048,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing; 0806 Information Systems,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,0806 Information Systems,,
