,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Joshua P Schimel. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
26,100,pub.1031392756,10.1002/ecm.1234,,,Nitrogen cycling and export in California chaparral: the role of climate in shaping ecosystem responses to fire,Ecological Monographs,,,2017-02,2017,87,1,76-90,All OA; Gold,Article,"Hanan, Erin J.; Tague, Christina; Schimel, Joshua P.",,"Hanan, Erin J. (Washington State University); Tague, Christina (University of California, Santa Barbara); Schimel, Joshua P. ()",7,7,,3.16,http://onlinelibrary.wiley.com/doi/10.1002/ecm.1234/pdf,https://app.dimensions.ai/details/publication/pub.1031392756,0602 Ecology; 0501 Ecological Applications; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0501 Ecological Applications,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
27,100,pub.1000976420,10.1016/j.soilbio.2016.11.012,,,Shifting patterns of microbial N-metabolism across seasons in upland Alaskan tundra soils,Soil Biology and Biochemistry,,,2017-02,2017,105,,96-107,Closed,Article,"McMahon, Shawna; Schimel, Joshua P.","Schimel, Joshua P.","McMahon, Shawna (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",7,6,,2.46,,https://app.dimensions.ai/details/publication/pub.1000976420,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
28,400,pub.1031350746,10.1038/nature20139,27871089,,Water balance creates a threshold in soil pH at the global scale,Nature,,,2016-12,2016,540,7634,567-569,"All OA; Green, Published",Article,"Slessarev, E. W.; Lin, Y.; Bingham, N. L.; Johnson, J. E.; Dai, Y.; Schimel, J. P.; Chadwick, O. A.","Slessarev, E. W.","Slessarev, E. W. (University of California, Santa Barbara); Lin, Y. (University of California, Berkeley); Bingham, N. L. (University of California, Santa Barbara); Johnson, J. E. (University of Arizona; Department of Plant Biology); Dai, Y. (Sun Yat-sen University); Schimel, J. P. (University of California, Santa Barbara); Chadwick, O. A. (University of California, Santa Barbara)",61,57,2.65,17.7,https://escholarship.org/content/qt30f631wk/qt30f631wk.pdf?t=ohrc2r,https://app.dimensions.ai/details/publication/pub.1031350746,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
29,100,pub.1027452494,10.1007/s10021-016-9975-0,,,Factors Regulating Nitrogen Retention During the Early Stages of Recovery from Fire in Coastal Chaparral Ecosystems,Ecosystems,,,2016-08,2016,19,5,910-926,Closed,Article,"Hanan, Erin J.; D’Antonio, Carla M.; Roberts, Dar A.; Schimel, Joshua P.","Hanan, Erin J.","Hanan, Erin J. (University of California, Santa Barbara); D’Antonio, Carla M. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",15,10,,4.53,,https://app.dimensions.ai/details/publication/pub.1027452494,0602 Ecology; 0502 Environmental Science and Management; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences
30,100,pub.1011072622,10.1016/j.geoderma.2016.03.008,,,Plant versus microbial controls on soil aggregate stability in a seasonally dry ecosystem,Geoderma,,,2016-06,2016,272,,39-50,All OA; Gold,Article,"Blankinship, Joseph C.; Fonte, Steven J.; Six, Johan; Schimel, Joshua P.","Blankinship, Joseph C.","Blankinship, Joseph C. (University of California, Santa Barbara); Fonte, Steven J. (University of California, Davis; Colorado State University); Six, Johan (Swiss Federal Institute of Technology in Zurich); Schimel, Joshua P. (University of California, Santa Barbara)",27,20,,7.54,https://manuscript.elsevier.com/S0016706116301069/pdf/S0016706116301069.pdf,https://app.dimensions.ai/details/publication/pub.1011072622,0602 Ecology; 0605 Microbiology; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0605 Microbiology,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences
31,400,pub.1050166541,10.1073/pnas.1520496113,27114523,PMC4868446,Aridity and plant uptake interact to make dryland soils hotspots for nitric oxide (NO) emissions,Proceedings of the National Academy of Sciences,,Air Pollutants; Desert Climate; Ecosystem; Humidity; Nitric Oxide; Plants; Poaceae; Soil Pollutants,2016-05-10,2016,113,19,e2608-e2616,"All OA; Green, Published",Article,"Homyak, Peter M.; Blankinship, Joseph C.; Marchus, Kenneth; Lucero, Delores M.; Sickman, James O.; Schimel, Joshua P.",,"Homyak, Peter M. (University of California, Santa Barbara); Blankinship, Joseph C. (University of California, Santa Barbara); Marchus, Kenneth (University of California, Santa Barbara); Lucero, Delores M. (University of California, Riverside); Sickman, James O. (University of California, Riverside); Schimel, Joshua P. (University of California, Santa Barbara)",34,20,1.74,9.33,http://europepmc.org/articles/pmc4868446?pdf=render,https://app.dimensions.ai/details/publication/pub.1050166541,06 Biological Sciences; 0503 Soil Sciences; 0602 Ecology; 05 Environmental Sciences,06 Biological Sciences,0503 Soil Sciences,0602 Ecology,05 Environmental Sciences,
32,400,pub.1055088609,10.1021/acs.est.5b05620,26962674,,Long-Term Effects of Multiwalled Carbon Nanotubes and Graphene on Microbial Communities in Dry Soil.,Environmental Science & Technology,,"Aerobiosis; Bacteria; Biomass; DNA, Bacterial; Desiccation; Fungi; Graphite; Nanotubes, Carbon; Polymorphism, Restriction Fragment Length; Soil Microbiology; Time Factors",2016-04-05,2016,50,7,3965-74,"All OA; Green, Published",Article,"Ge, Yuan; Priester, John H; Mortimer, Monika; Chang, Chong Hyun; Ji, Zhaoxia; Schimel, Joshua P; Holden, Patricia A",,"Ge, Yuan (Research Center for Eco-Environmental Sciences); Priester, John H (); Mortimer, Monika (National Institute of Chemical Physics and Biophysics); Chang, Chong Hyun (); Ji, Zhaoxia (); Schimel, Joshua P (); Holden, Patricia A ()",30,20,2.49,7.92,http://ir.rcees.ac.cn/bitstream/311016/36258/1/Long-Term%20Effects%20of%20Multiwalled%20Carbon%20Nanotubes%20and%20Graphene%20on%20Microbial%20Communities%20in%20Dry%20Soil.pdf,https://app.dimensions.ai/details/publication/pub.1055088609,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
33,100,pub.1052753238,10.1016/j.soilbio.2015.12.017,,,"Effects of substrate supply, pH, and char on net nitrogen mineralization and nitrification along a wildfire-structured age gradient in chaparral",Soil Biology and Biochemistry,,,2016-04,2016,95,Soil Biology Biochemistry 27 1995,87-99,Closed,Article,"Hanan, Erin J.; Schimel, Joshua P.; Dowdy, Kelsey; D'Antonio, Carla M.","Hanan, Erin J.","Hanan, Erin J. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Dowdy, Kelsey (University of California, Santa Barbara); D'Antonio, Carla M. (University of California, Santa Barbara)",24,19,,6.34,,https://app.dimensions.ai/details/publication/pub.1052753238,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
34,100,pub.1016118998,10.1007/s10021-015-9947-9,,,Vegetation Leachate During Arctic Thaw Enhances Soil Microbial Phosphorus,Ecosystems,,,2016-04,2016,19,3,477-489,All OA; Gold,Article,"Buckeridge, Kate M.; Schaeffer, Sean M.; Schimel, Joshua P.","Buckeridge, Kate M.","Buckeridge, Kate M. (University of California, Santa Barbara; Lancaster University); Schaeffer, Sean M. (University of California, Santa Barbara; University of Tennessee at Knoxville); Schimel, Joshua P. (University of California, Santa Barbara)",6,5,,1.64,https://link.springer.com/content/pdf/10.1007%2Fs10021-015-9947-9.pdf,https://app.dimensions.ai/details/publication/pub.1016118998,0602 Ecology; 0605 Microbiology; 0503 Soil Sciences; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0605 Microbiology,0503 Soil Sciences,0501 Ecological Applications,05 Environmental Sciences
35,100,pub.1004890634,10.1016/j.soilbio.2016.01.006,,,Modeling coupled enzymatic and solute transport controls on decomposition in drying soils,Soil Biology and Biochemistry,,,2016-04,2016,95,Soil Biology Biochemistry 39 2007,275-287,Closed,Article,"Manzoni, S.; Moyano, F.; Kätterer, T.; Schimel, J.","Manzoni, S.","Manzoni, S. (Stockholm University); Moyano, F. (University of Göttingen); Kätterer, T. (Swedish University of Agricultural Sciences); Schimel, J. (University of California, Santa Barbara)",36,24,,9.51,,https://app.dimensions.ai/details/publication/pub.1004890634,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
36,300,pub.1041739301,10.1038/nmicrobiol.2015.28,27571981,,Microbial ecology: Linking omics to biogeochemistry,Nature Microbiology,,Ecology; Ecosystem; Metagenomics; Microbial Consortia; Proteomics,2016-02,2016,1,2,15028,Closed,Article,"Schimel, Joshua","Schimel, Joshua","Schimel, Joshua (University of California, Santa Barbara)",16,11,0.82,,,https://app.dimensions.ai/details/publication/pub.1041739301,,,,,,
37,400,pub.1041949393,10.1093/femsec/fiv113,26371074,,Linking microbial community structure and microbial processes: an empirical and conceptual overview,FEMS Microbiology Ecology,,Archaea; Bacteria; Ecosystem; Fungi; Microbial Consortia,2015-10,2015,91,10,fiv113,All OA; Gold,Article,"Bier, Raven L; Bernhardt, Emily S; Boot, Claudia M; Graham, Emily B; Hall, Edward K; Lennon, Jay T; Nemergut, Diana R; Osborne, Brooke B; Ruiz-González, Clara; Schimel, Joshua P; Waldrop, Mark P; Wallenstein, Matthew D",,"Bier, Raven L (Duke University); Bernhardt, Emily S (Duke University); Boot, Claudia M (Colorado State University); Graham, Emily B (Duke University); Hall, Edward K (Colorado State University); Lennon, Jay T (Indiana University Bloomington); Nemergut, Diana R (Duke University); Osborne, Brooke B (Brown University); Ruiz-González, Clara (University of Quebec at Montreal); Schimel, Joshua P (University of California, Santa Barbara); Waldrop, Mark P (United States Geological Survey); Wallenstein, Matthew D (Colorado State University)",58,38,2.26,9.76,https://academic.oup.com/femsec/article-pdf/91/10/fiv113/16733850/fiv113.pdf,https://app.dimensions.ai/details/publication/pub.1041949393,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
38,200,pub.1069052876,10.2136/sssaj2015.02.0061n,,,Improving Nitrite Analysis in Soils: Drawbacks of the Conventional 2 M KCl Extraction,Soil Science Society of America Journal,,,2015,2015,79,4,1237,"All OA; Green, Published",Article,"Homyak, Peter M.; Vasquez, Krystal T.; Sickman, James O.; Parker, David R.; Schimel, Joshua P.",,"Homyak, Peter M. (); Vasquez, Krystal T. (); Sickman, James O. (); Parker, David R. (); Schimel, Joshua P. ()",12,8,,,https://escholarship.org/content/qt23j0k29h/qt23j0k29h.pdf?t=o6yh3q,https://app.dimensions.ai/details/publication/pub.1069052876,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
39,400,pub.1055508280,10.1021/es5031646,25354168,,Soybean plants modify metal oxide nanoparticle effects on soil bacterial communities.,Environmental Science & Technology,,Bacteria; Cerium; Metal Nanoparticles; Soil Microbiology; Soil Pollutants; Soybeans; Zinc Oxide,2014-11-18,2014,48,22,13489-96,Closed,Article,"Ge, Yuan; Priester, John H.; Van De Werfhorst, Laurie C.; Walker, Sharon L.; Nisbet, Roger M.; An, Youn-Joo; Schimel, Joshua P.; Gardea-Torresdey, Jorge L.; Holden, Patricia A.",,"Ge, Yuan (); Priester, John H. (); Van De Werfhorst, Laurie C. (); Walker, Sharon L. (University of California, Riverside); Nisbet, Roger M. (University of California, Santa Barbara); An, Youn-Joo (Konkuk University); Schimel, Joshua P. (University of California, Santa Barbara); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso); Holden, Patricia A. ()",37,15,2.24,7.12,,https://app.dimensions.ai/details/publication/pub.1055508280,0605 Microbiology; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
40,100,pub.1025869297,10.1007/s10021-014-9792-2,,,Assessing Nitrogen-Saturation in a Seasonally Dry Chaparral Watershed: Limitations of Traditional Indicators of N-Saturation,Ecosystems,,,2014-11,2014,17,7,1286-1305,"All OA; Green, Accepted & Submitted",Article,"Homyak, Peter M.; Sickman, James O.; Miller, Amy E.; Melack, John M.; Meixner, Thomas; Schimel, Joshua P.","Homyak, Peter M.","Homyak, Peter M. (University of California, Santa Barbara; University of California, Riverside); Sickman, James O. (University of California, Riverside); Miller, Amy E. (National Park Service); Melack, John M. (University of California, Santa Barbara); Meixner, Thomas (University of Arizona); Schimel, Joshua P. (University of California, Santa Barbara)",31,17,,6.11,https://escholarship.org/content/qt2b55v1s6/qt2b55v1s6.pdf?t=o6yhix,https://app.dimensions.ai/details/publication/pub.1025869297,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
41,400,pub.1026553281,10.1371/journal.pone.0099414,24911191,PMC4049813,Analysis of Run-to-Run Variation of Bar-Coded Pyrosequencing for Evaluating Bacterial Community Shifts and Individual Taxa Dynamics,PLoS ONE,,"Analysis of Variance; Bacteria; Biodiversity; DNA Barcoding, Taxonomic; High-Throughput Nucleotide Sequencing; Metagenome; Reproducibility of Results; Soil Microbiology",2014-06-09,2014,9,6,e99414,All OA; Gold,Article,"Ge, Yuan; Schimel, Joshua P.; Holden, Patricia A.",,"Ge, Yuan (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",9,2,0.5,1.17,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0099414&type=printable,https://app.dimensions.ai/details/publication/pub.1026553281,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
42,400,pub.1029379889,10.1016/j.copbio.2013.11.008,24863899,,Five reasons to use bacteria when assessing manufactured nanomaterial environmental hazards and fates,Current Opinion in Biotechnology,,Animals; Bacteria; Ecosystem; Ecotoxicology; Environmental Microbiology; Humans; Nanostructures; Refuse Disposal; Risk Assessment; Toxicity Tests; Waste Water,2014-06,2014,27,,73-78,Closed,Article,"Holden, Patricia A; Schimel, Joshua P; Godwin, Hilary A",,"Holden, Patricia A (University of California, Santa Barbara; University of California Los Angeles); Schimel, Joshua P (University of California, Santa Barbara; University of California Los Angeles); Godwin, Hilary A (University of California Los Angeles)",47,16,3.05,7.49,,https://app.dimensions.ai/details/publication/pub.1029379889,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
43,100,pub.1036417176,10.1016/j.soilbio.2014.02.008,,,A theoretical analysis of microbial eco-physiological and diffusion limitations to carbon cycling in drying soils,Soil Biology and Biochemistry,,,2014-06,2014,73,,69-83,Closed,Article,"Manzoni, S.; Schaeffer, S.M.; Katul, G.; Porporato, A.; Schimel, J.P.","Manzoni, S.","Manzoni, S. (Swedish University of Agricultural Sciences; Stockholm University); Schaeffer, S.M. (University of Tennessee at Knoxville); Katul, G. (Duke University); Porporato, A. (Duke University); Schimel, J.P. (University of California, Santa Barbara)",102,45,,18.06,,https://app.dimensions.ai/details/publication/pub.1036417176,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
44,400,pub.1004582926,10.1111/ele.12254,24529215,,Substrate and environmental controls on microbial assimilation of soil organic carbon: a framework for Earth system models,Ecology Letters,,"Carbon; Environment; Microbiota; Models, Biological; Soil; Soil Microbiology",2014-05,2014,17,5,547-555,Closed,Article,"Xu, Xiaofeng; Schimel, Joshua P.; Thornton, Peter E.; Song, Xia; Yuan, Fengming; Goswami, Santonu",,"Xu, Xiaofeng (Oak Ridge National Laboratory); Schimel, Joshua P. (University of California, Santa Barbara); Thornton, Peter E. (Oak Ridge National Laboratory); Song, Xia (Oak Ridge National Laboratory); Yuan, Fengming (Oak Ridge National Laboratory); Goswami, Santonu (Oak Ridge National Laboratory)",71,31,1.42,12.57,,https://app.dimensions.ai/details/publication/pub.1004582926,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
45,100,pub.1026989622,10.1016/j.soilbio.2014.01.010,,,Separating cellular metabolism from exoenzyme activity in soil organic matter decomposition,Soil Biology and Biochemistry,,,2014-04,2014,71,Soil Science 72 1951,68-75,Closed,Article,"Blankinship, Joseph C.; Becerra, Caryl A.; Schaeffer, Sean M.; Schimel, Joshua P.","Blankinship, Joseph C.","Blankinship, Joseph C. (University of California, Santa Barbara); Becerra, Caryl A. (University of California, Santa Barbara); Schaeffer, Sean M. (University of Tennessee at Knoxville); Schimel, Joshua P. (University of California, Santa Barbara)",41,18,,5.44,,https://app.dimensions.ai/details/publication/pub.1026989622,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
46,100,pub.1008216135,10.1890/es13-00377.1,,,Soil heterogeneity and the distribution of native grasses in California: Can soil properties inform restoration plans?,Ecosphere,,,2014-04,2014,5,4,1-14,All OA; Gold,Article,"Hufford, Kristina M.; Mazer, Susan J.; Schimel, Joshua P.",,"Hufford, Kristina M. (University of California, Santa Barbara); Mazer, Susan J. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",3,2,,0.55,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/ES13-00377.1,https://app.dimensions.ai/details/publication/pub.1008216135,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
47,200,pub.1089091518,10.1093/acprof:osobl/9780199860401.003.0005,,,"Terrestrial Ecosystems at Toolik Lake, Alaska",,Alaska's Changing Arctic,,2014-03-27,2014,,,90-142,Closed,Chapter,"Shaver, Gaius R.; Laundre, James A.; Bret-Harte, M. Syndonia; Chapin, F. Stuart; Mercado-Díaz, Joel A.; Giblin, Anne E.; Gough, Laura; Gould, William A.; Hobbie, Sarah E.; Kling, George W.; Mack, Michelle C.; Moore, John C.; Nadelhoffer, Knute J.; Rastetter, Edward B.; Schimel, Joshua P.",,"Shaver, Gaius R. (); Laundre, James A. (); Bret-Harte, M. Syndonia (); Chapin, F. Stuart (); Mercado-Díaz, Joel A. (); Giblin, Anne E. (); Gough, Laura (); Gould, William A. (); Hobbie, Sarah E. (); Kling, George W. (); Mack, Michelle C. (); Moore, John C. (); Nadelhoffer, Knute J. (); Rastetter, Edward B. (); Schimel, Joshua P. ()",19,9,,,,https://app.dimensions.ai/details/publication/pub.1089091518,,,,,,
48,100,pub.1049386570,10.1890/12-2119.1,,,"Responses of a tundra system to warming using SCAMPS: a stoichiometrically coupled, acclimating microbe–plant–soil model",Ecological Monographs,,,2014-02,2014,84,1,151-170,"All OA; Green, Accepted & Submitted",Article,"Sistla, Seeta A.; Rastetter, Edward B.; Schimel, Joshua P.",,"Sistla, Seeta A. (University of California, Santa Barbara); Rastetter, Edward B. (Marine Biological Laboratory); Schimel, Joshua P. (University of California, Santa Barbara)",32,11,,5.91,http://darchive.mblwhoilibrary.org/bitstream/1912/6524/1/12-2119.1.pdf,https://app.dimensions.ai/details/publication/pub.1049386570,0602 Ecology; 0605 Microbiology; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0605 Microbiology,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences
49,400,pub.1055506814,10.1021/es403385c,24256577,,Potential mechanisms and environmental controls of TiO2 nanoparticle effects on soil bacterial communities.,Environmental Science & Technology,,"Bacteria; Carbon; Nanoparticles; Nitrogen; Polymorphism, Restriction Fragment Length; Principal Component Analysis; Regression Analysis; Soil; Soil Microbiology; Titanium; Water",2013-12-17,2013,47,24,14411-7,Closed,Article,"Ge, Yuan; Priester, John H.; Van De Werfhorst, Laurie C.; Schimel, Joshua P.; Holden, Patricia A.",,"Ge, Yuan (University of California, Santa Barbara); Priester, John H. (University of California, Santa Barbara); Van De Werfhorst, Laurie C. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",46,17,2,6.78,,https://app.dimensions.ai/details/publication/pub.1055506814,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
50,100,pub.1039003626,10.1016/j.soilbio.2013.07.003,,,Seasonal patterns of microbial extracellular enzyme activities in an arctic tundra soil: Identifying direct and indirect effects of long-term summer warming,Soil Biology and Biochemistry,,,2013-11,2013,66,Global Change Biology 14 2008,119-129,Closed,Article,"Sistla, Seeta A.; Schimel, Joshua P.","Sistla, Seeta A.","Sistla, Seeta A. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",43,20,,6.97,,https://app.dimensions.ai/details/publication/pub.1039003626,05 Environmental Sciences; 0503 Soil Sciences; 0602 Ecology; 06 Biological Sciences,05 Environmental Sciences,0503 Soil Sciences,0602 Ecology,06 Biological Sciences,
51,200,pub.1022162628,10.1890/13.wb.016,,,What's in a name? The importance of soil taxonomy for ecology and biogeochemistry,Frontiers in Ecology and the Environment,,,2013-10,2013,11,8,405-406,Closed,Article,"Schimel, Joshua; Chadwick, Oliver",,"Schimel, Joshua (University of California, Santa Barbara); Chadwick, Oliver (University of California, Santa Barbara)",4,1,,,,https://app.dimensions.ai/details/publication/pub.1022162628,,,,,,
52,100,pub.1008939422,10.1038/nclimate2015,,,Microbes and global carbon,Nature Climate Change,,,2013-10,2013,3,10,867-868,Closed,Article,"Schimel, Joshua","Schimel, Joshua","Schimel, Joshua (University of California, Santa Barbara)",36,15,,5.2,,https://app.dimensions.ai/details/publication/pub.1008939422,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences,0502 Environmental Science and Management,0401 Atmospheric Sciences
53,400,pub.1015653369,10.1111/gcb.12318,23843128,,"Soil–plant N processes in a High Arctic ecosystem, NW Greenland are altered by long‐term experimental warming and higher rainfall",Global Change Biology,,"Arctic Regions; Carbon; Fluorides, Topical; Greenland; Nitrogen; Plant Leaves; Rain; Rosaceae; Salix; Soil; Soil Microbiology; Temperature; Water",2013-09,2013,19,11,3529-3539,Closed,Article,"Schaeffer, Sean M.; Sharp, Elizabeth; Schimel, Joshua P.; Welker, Jeffery M.",,"Schaeffer, Sean M. (University of California, Santa Barbara; University of Tennessee at Knoxville); Sharp, Elizabeth (University of Alaska Anchorage); Schimel, Joshua P. (University of California, Santa Barbara); Welker, Jeffery M. (University of Alaska Anchorage)",52,15,1.63,7.84,,https://app.dimensions.ai/details/publication/pub.1015653369,0602 Ecology; 0699 Other Biological Sciences; 0503 Soil Sciences; 06 Biological Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0602 Ecology,0699 Other Biological Sciences,0503 Soil Sciences,06 Biological Sciences,05 Environmental Sciences
54,100,pub.1036957523,10.1007/s11051-013-1899-4,,,Assessing interactions of hydrophilic nanoscale TiO2 with soil water,Journal of Nanoparticle Research,,,2013-09,2013,15,9,1899,Closed,Article,"Priester, John H.; Ge, Yuan; Chang, Vivian; Stoimenov, Peter K.; Schimel, Joshua P.; Stucky, Galen D.; Holden, Patricia A.","Holden, Patricia A.","Priester, John H. (University of California, Santa Barbara); Ge, Yuan (University of California, Santa Barbara); Chang, Vivian (University of California, Santa Barbara); Stoimenov, Peter K. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Stucky, Galen D. (University of California, Santa Barbara); Holden, Patricia A. (University of California, Santa Barbara)",11,3,,2.79,,https://app.dimensions.ai/details/publication/pub.1036957523,"09 Engineering; 10 Technology; 0912 Materials Engineering; 1007 Nanotechnology; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences",09 Engineering,10 Technology,0912 Materials Engineering,1007 Nanotechnology,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics"
55,400,pub.1020759734,10.1038/nature12129,23676669,,Long-term warming restructures Arctic tundra without changing net soil carbon storage,Nature,,"Animals; Arctic Regions; Biomass; Carbon; Carbon Cycle; Cold Climate; Discriminant Analysis; Ecosystem; Food Chain; Global Warming; History, 20th Century; History, 21st Century; Nitrogen; Photosynthesis; Plants; Rain; Soil; Soil Microbiology; Temperature; Time Factors; Uncertainty",2013-05,2013,497,7451,615-618,Closed,Article,"Sistla, Seeta A.; Moore, John C.; Simpson, Rodney T.; Gough, Laura; Shaver, Gaius R.; Schimel, Joshua P.","Sistla, Seeta A.","Sistla, Seeta A. (University of California, Santa Barbara); Moore, John C. (Colorado State University); Simpson, Rodney T. (Colorado State University); Gough, Laura (The University of Texas at Arlington); Shaver, Gaius R. (Marine Biological Laboratory); Schimel, Joshua P. (University of California, Santa Barbara)",191,57,4.37,34.85,,https://app.dimensions.ai/details/publication/pub.1020759734,0602 Ecology; 0501 Ecological Applications; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0501 Ecological Applications,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences
56,100,pub.1006888244,10.1016/j.soilbio.2013.01.003,,,Drivers of microbial respiration and net N mineralization at the continental scale,Soil Biology and Biochemistry,,,2013-05,2013,60,,65-76,Closed,Article,"Colman, Benjamin P.; Schimel, Joshua P.","Colman, Benjamin P.","Colman, Benjamin P. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara)",65,33,,9.58,,https://app.dimensions.ai/details/publication/pub.1006888244,0605 Microbiology; 0503 Soil Sciences; 05 Environmental Sciences; 06 Biological Sciences,0605 Microbiology,0503 Soil Sciences,05 Environmental Sciences,06 Biological Sciences,
