,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Andrew John Plantinga. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
33,100,pub.1031707796,10.1016/j.reseneeco.2013.11.001,,,Mitigating climate change through afforestation: New cost estimates for the United States,Resource and Energy Economics,,,2014-01,2014,36,1,83-98,Closed,Article,"Nielsen, Anne Sofie Elberg; Plantinga, Andrew J.; Alig, Ralph J.","Plantinga, Andrew J.","Nielsen, Anne Sofie Elberg (University of Copenhagen); Plantinga, Andrew J. (University of California, Santa Barbara); Alig, Ralph J. (Agricultural Research Service)",9,4,,3.5,,https://app.dimensions.ai/details/publication/pub.1031707796,"1505 Marketing; 14 Economics; 15 Commerce, Management, Tourism and Services; 1403 Econometrics; 1402 Applied Economics",1505 Marketing,14 Economics,"15 Commerce, Management, Tourism and Services",1403 Econometrics,1402 Applied Economics
34,100,pub.1053650429,10.1016/j.regsciurbeco.2013.10.002,,,How well do urban growth boundaries contain development? Results for Oregon using a difference-in-difference estimator,Regional Science and Urban Economics,,,2013-11,2013,43,6,996-1007,Closed,Article,"Dempsey, Judith A.; Plantinga, Andrew J.","Plantinga, Andrew J.","Dempsey, Judith A. (Federal Communications Commission); Plantinga, Andrew J. (University of California, Santa Barbara)",23,10,,13.67,,https://app.dimensions.ai/details/publication/pub.1053650429,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
35,100,pub.1024362864,10.1016/j.biocon.2013.05.016,,,The loss of forest birds habitats under different land use policies as projected by a coupled ecological-econometric model,Biological Conservation,,,2013-09,2013,165,Science 279 1998,1-9,Closed,Article,"Beaudry, Frederic; Radeloff, Volker C.; Pidgeon, Anna M.; Plantinga, Andrew J.; Lewis, David J.; Helmers, David; Butsic, Van","Beaudry, Frederic","Beaudry, Frederic (Alfred University); Radeloff, Volker C. (University of Wisconsin–Madison); Pidgeon, Anna M. (University of Wisconsin–Madison); Plantinga, Andrew J. (Oregon State University); Lewis, David J. (University of Puget Sound); Helmers, David (University of Wisconsin–Madison); Butsic, Van (University of Wisconsin–Madison)",6,1,,1.06,,https://app.dimensions.ai/details/publication/pub.1024362864,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
36,100,pub.1030962966,10.1002/wrcr.20249,,,Toward a formal definition of water scarcity in natural‐human systems,Water Resources Research,,,2013-07,2013,49,7,4506-4517,All OA; Gold,Article,"Jaeger, W. K.; Plantinga, A. J.; Chang, H.; Dello, K.; Grant, G.; Hulse, D.; McDonnell, J. J.; Lancaster, S.; Moradkhani, H.; Morzillo, A. T.; Mote, P.; Nolin, A.; Santelmann, M.; Wu, J.",,"Jaeger, W. K. (Oregon State University); Plantinga, A. J. (University of California, Santa Barbara); Chang, H. (Portland State University); Dello, K. (Oregon State University); Grant, G. (Pacific Northwest Research Station); Hulse, D. (University of Oregon); McDonnell, J. J. (University of Saskatchewan); Lancaster, S. (Oregon State University); Moradkhani, H. (Portland State University); Morzillo, A. T. (Oregon State University); Mote, P. (Oregon State University); Nolin, A. (Oregon State University); Santelmann, M. (Oregon State University); Wu, J. (Oregon State University)",38,15,,11.68,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/wrcr.20249,https://app.dimensions.ai/details/publication/pub.1030962966,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
37,100,pub.1015922603,10.1016/j.jeem.2013.02.003,,,The additionality problem with offsets: Optimal contracts for carbon sequestration in forests,Journal of Environmental Economics and Management,,,2013-07,2013,66,1,1-14,Closed,Article,"Mason, Charles F.; Plantinga, Andrew J.","Mason, Charles F.","Mason, Charles F. (University of Wyoming); Plantinga, Andrew J. (University of California, Santa Barbara)",36,12,,21.39,,https://app.dimensions.ai/details/publication/pub.1015922603,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
38,400,pub.1030221163,10.1371/journal.pone.0062202,23776429,PMC3679083,Evaluating the Return in Ecosystem Services from Investment in Public Land Acquisitions,PLoS ONE,,Conservation of Natural Resources; Ecosystem; Environmental Monitoring; Investments,2013-06-11,2013,8,6,e62202,All OA; Gold,Article,"Kovacs, Kent; Polasky, Stephen; Nelson, Erik; Keeler, Bonnie L.; Pennington, Derric; Plantinga, Andrew J.; Taff, Steven J.",,"Kovacs, Kent (University of Arkansas at Fayetteville); Polasky, Stephen (University of Minnesota); Nelson, Erik (Bowdoin College); Keeler, Bonnie L. (University of Minnesota); Pennington, Derric (World Wildlife Fund); Plantinga, Andrew J. (Oregon State University); Taff, Steven J. (University of Minnesota)",25,9,0.17,6.87,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0062202&type=printable,https://app.dimensions.ai/details/publication/pub.1030221163,14 Economics; 0501 Ecological Applications; 1402 Applied Economics; 05 Environmental Sciences; 0502 Environmental Science and Management,14 Economics,0501 Ecological Applications,1402 Applied Economics,05 Environmental Sciences,0502 Environmental Science and Management
39,100,pub.1026790979,10.1890/es12-00376.1,,,Key areas for conserving United States' biodiversity likely threatened by future land use change,Ecosphere,,,2013-05,2013,4,5,1-13,All OA; Gold,Article,"Martinuzzi, S.; Radeloff, V. C.; Higgins, J. V.; Helmers, D. P.; Plantinga, A. J.; Lewis, D. J.",,"Martinuzzi, S. (University of Wisconsin–Madison); Radeloff, V. C. (University of Wisconsin–Madison); Higgins, J. V. (The Nature Conservancy); Helmers, D. P. (University of Wisconsin–Madison); Plantinga, A. J. (Oregon State University); Lewis, D. J. (University of Puget Sound)",15,1,,2.64,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/ES12-00376.1,https://app.dimensions.ai/details/publication/pub.1026790979,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
40,100,pub.1035401114,10.1016/j.regsciurbeco.2012.07.009,,,Housing prices and inter-urban migration,Regional Science and Urban Economics,,,2013-03,2013,43,2,296-306,"All OA; Green, Accepted & Submitted",Article,"Plantinga, Andrew J.; Détang-Dessendre, Cécile; Hunt, Gary L.; Piguet, Virginie","Plantinga, Andrew J.","Plantinga, Andrew J. (Oregon State University); Détang-Dessendre, Cécile (Agrosup Dijon); Hunt, Gary L. (University of Maine); Piguet, Virginie (Agrosup Dijon)",21,10,,12.48,http://www-sre.wu.ac.at/ersa/ersaconfs/ersa11/e110830aFinal00938.pdf,https://app.dimensions.ai/details/publication/pub.1035401114,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
41,400,pub.1041345899,10.1371/journal.pone.0055737,23383275,PMC3561326,Current and Future Land Use around a Nationwide Protected Area Network,PLoS ONE,,Agriculture; Biodiversity; Conservation of Natural Resources; Ecosystem; Humans; United States,2013-01-31,2013,8,1,e55737,All OA; Gold,Article,"Hamilton, Christopher M.; Martinuzzi, Sebastian; Plantinga, Andrew J.; Radeloff, Volker C.; Lewis, David J.; Thogmartin, Wayne E.; Heglund, Patricia J.; Pidgeon, Anna M.",,"Hamilton, Christopher M. (University of Wisconsin–Madison); Martinuzzi, Sebastian (University of Wisconsin–Madison); Plantinga, Andrew J. (Oregon State University); Radeloff, Volker C. (University of Wisconsin–Madison); Lewis, David J. (University of Puget Sound); Thogmartin, Wayne E. (United States Geological Survey); Heglund, Patricia J. (United States Geological Survey); Pidgeon, Anna M. (University of Wisconsin–Madison)",47,14,0.62,8.29,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0055737&type=printable,https://app.dimensions.ai/details/publication/pub.1041345899,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
42,400,pub.1043345095,10.1111/j.1461-0248.2012.01847.x,22913646,,Maximising return on conservation investment in the conterminous USA,Ecology Letters,,"Biodiversity; Conservation of Natural Resources; Cost-Benefit Analysis; Models, Theoretical; United States",2012-11,2012,15,11,1249-1256,Closed,Article,"Withey, John C; Lawler, Joshua J; Polasky, Stephen; Plantinga, Andrew J; Nelson, Erik J; Kareiva, Peter; Wilsey, Chad B; Schloss, Carrie A; Nogeire, Theresa M; Ruesch, Aaron; Ramos, Jorge; Reid, Walter",,"Withey, John C (University of Washington); Lawler, Joshua J (University of Washington); Polasky, Stephen (University of Minnesota); Plantinga, Andrew J (Oregon State University); Nelson, Erik J (Bowdoin College); Kareiva, Peter (The Nature Conservancy); Wilsey, Chad B (University of Washington); Schloss, Carrie A (University of Washington); Nogeire, Theresa M (University of Washington); Ruesch, Aaron (University of Washington); Ramos, Jorge (University of Washington); Reid, Walter (David and Lucile Packard Foundation)",48,9,0.83,8.2,,https://app.dimensions.ai/details/publication/pub.1043345095,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
43,400,pub.1021107068,10.1890/11-0306.1,22645830,,Economic‐based projections of future land use in the conterminous United States under alternative policy scenarios,Ecological Applications,,"Conservation of Natural Resources; Environmental Monitoring; Human Activities; Models, Econometric; Public Policy; United States",2012-04,2012,22,3,1036-1049,"All OA; Green, Accepted & Submitted",Article,"Radeloff, V. C.; Nelson, E; Plantinga, A. J.; Lewis, D. J.; Helmers, D; Lawler, J. J.; Withey, J. C.; Beaudry, F; Martinuzzi, S; Butsic, V; Lonsdorf, E; White, D; Polasky, S",,"Radeloff, V. C. (University of Wisconsin–Madison); Nelson, E (Bowdoin College); Plantinga, A. J. (Oregon State University); Lewis, D. J. (University of Puget Sound); Helmers, D (University of Wisconsin–Madison); Lawler, J. J. (); Withey, J. C. (); Beaudry, F (Alfred University); Martinuzzi, S (University of Wisconsin–Madison); Butsic, V (University of Wisconsin–Madison); Lonsdorf, E (Lincoln Park Zoo); White, D (Oregon State University); Polasky, S (University of Minnesota)",83,18,0.75,13.37,https://soundideas.pugetsound.edu/cgi/viewcontent.cgi?article=3021&context=faculty_pubs,https://app.dimensions.ai/details/publication/pub.1021107068,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
44,100,pub.1032696380,10.1016/j.landusepol.2011.05.005,,,How has Oregon's land use planning system affected property values?,Land Use Policy,,,2012-01,2012,29,1,62-72,Closed,Article,"Jaeger, William K.; Plantinga, Andrew J.; Grout, Cyrus","Jaeger, William K.","Jaeger, William K. (Oregon State University); Plantinga, Andrew J. (Oregon State University); Grout, Cyrus ()",15,6,,2.56,,https://app.dimensions.ai/details/publication/pub.1032696380,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
45,200,pub.1023310017,10.1093/oxrep/grs011,,,Are investments to promote biodiversity conservation and ecosystem services aligned?,Oxford Review of Economic Policy,,,2012,2012,28,1,139-163,Closed,Article,"Polasky, Stephen; Johnson, Kris; Keeler, Bonnie; Kovacs, Kent; Nelson, Erik; Pennington, Derric; Plantinga, Andrew J.; Withey, John",,"Polasky, Stephen (); Johnson, Kris (); Keeler, Bonnie (); Kovacs, Kent (); Nelson, Erik (); Pennington, Derric (); Plantinga, Andrew J. (); Withey, John ()",34,8,,16.43,,https://app.dimensions.ai/details/publication/pub.1023310017,1403 Econometrics; 1402 Applied Economics; 14 Economics,1403 Econometrics,1402 Applied Economics,14 Economics,,
46,200,pub.1064525376,10.1257/aer.101.3.152,,,What Is the Value of Terroir?,American Economic Review,,,2011-05,2011,101,3,152-156,Closed,Article,"Cross, Robin; Plantinga, Andrew J; Stavins, Robert N",,"Cross, Robin (); Plantinga, Andrew J (); Stavins, Robert N ()",30,4,,,,https://app.dimensions.ai/details/publication/pub.1064525376,"14 Economics; 15 Commerce, Management, Tourism and Services",14 Economics,"15 Commerce, Management, Tourism and Services",,,
47,200,pub.1089131594,10.1093/acprof:oso/9780199588992.003.0007,,,Terrestrial carbon sequestration and storage,,Natural Capital,,2011-04-07,2011,,,111-128,Closed,Chapter,"Conte, Marc; Nelson, Erik; Carney, Karen; Fissore, Cinzia; Olwero, Nasser; Plantinga, Andrew J.; Stanley, Bill; Ricketts, Taylor",,"Conte, Marc (); Nelson, Erik (); Carney, Karen (); Fissore, Cinzia (); Olwero, Nasser (); Plantinga, Andrew J. (); Stanley, Bill (); Ricketts, Taylor ()",11,1,,,,https://app.dimensions.ai/details/publication/pub.1089131594,,,,,,
48,100,pub.1042954495,10.1016/j.regsciurbeco.2010.09.002,,,"Land-use regulations and property values in Portland, Oregon: A regression discontinuity design approach",Regional Science and Urban Economics,,,2011-03,2011,41,2,98-107,Closed,Article,"Grout, Cyrus A.; Jaeger, William K.; Plantinga, Andrew J.","Plantinga, Andrew J.","Grout, Cyrus A. (Oregon State University); Jaeger, William K. (Oregon State University); Plantinga, Andrew J. (Oregon State University)",30,5,,14.44,,https://app.dimensions.ai/details/publication/pub.1042954495,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
49,100,pub.1063026755,10.1142/s2010007811000218,,,CLIMATE CHANGE AND FUTURE LAND USE IN THE UNITED STATES: AN ECONOMIC APPROACH,Climate Change Economics,,,2011-02,2011,02,01,27-51,Closed,Article,"HAIM, DAVID; ALIG, RALPH J.; PLANTINGA, ANDREW J.; SOHNGEN, BRENT",,"HAIM, DAVID (Oregon State University); ALIG, RALPH J. (Agricultural Research Service); PLANTINGA, ANDREW J. (Oregon State University); SOHNGEN, BRENT (The Ohio State University)",25,4,,12.03,,https://app.dimensions.ai/details/publication/pub.1063026755,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
50,100,pub.1003326515,10.1016/j.reseneeco.2010.04.012,,,The efficiency of voluntary incentive policies for preventing biodiversity loss,Resource and Energy Economics,,,2011-01,2011,33,1,192-211,"All OA; Green, Accepted & Submitted",Article,"Lewis, David J.; Plantinga, Andrew J.; Nelson, Erik; Polasky, Stephen","Lewis, David J.","Lewis, David J. (University of Puget Sound); Plantinga, Andrew J. (Oregon State University); Nelson, Erik (Stanford University); Polasky, Stephen (University of Minnesota)",59,12,,28.4,http://www.aae.wisc.edu/events/papers/appecon/2008/lewis.10.29.pdf,https://app.dimensions.ai/details/publication/pub.1003326515,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
51,100,pub.1102302095,10.2139/ssrn.1761982,,,The Value of Terroir: Hedonic Estimation of Vineyard Sale Prices,SSRN Electronic Journal,,,2011,2011,,,,"All OA; Green, Accepted & Submitted",Preprint,"Cross, Robin M; Plantinga, Andrew; Stavins, Robert N.",,"Cross, Robin M (); Plantinga, Andrew (Oregon State University); Stavins, Robert N. ()",0,0,,0,http://ageconsearch.umn.edu/record/101289/files/NDL2011-012.pdf,https://app.dimensions.ai/details/publication/pub.1102302095,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
52,100,pub.1021661900,10.1017/s1931436100001036,,,The Value of Terroir: Hedonic Estimation of Vineyard Sale Prices*,Journal of Wine Economics,,,2011,2011,6,1,1-14,"All OA; Green, Accepted & Submitted",Article,"Cross, Robin; Plantinga, Andrew J.; Stavins, Robert N.",,"Cross, Robin (Oregon State University); Plantinga, Andrew J. (Oregon State University); Stavins, Robert N. (Harvard University)",18,6,,8.66,http://ageconsearch.umn.edu/record/101289/files/NDL2011-012.pdf,https://app.dimensions.ai/details/publication/pub.1021661900,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
53,100,pub.1103743003,10.2737/pnw-gtr-815,,,"Area changes in U.S. forests and other major land uses, 1982 to 2002, with projections to 2062.",,,,2010-01,2010,815,,,All OA; Gold,Article,"Alig, Ralph J.; Plantinga, Andrew J.; Haim, David; Todd, Maribeth.",,"Alig, Ralph J. (); Plantinga, Andrew J. (); Haim, David (); Todd, Maribeth. ()",7,1,,,https://www.fs.usda.gov/treesearch/pubs/download/35690.pdf,https://app.dimensions.ai/details/publication/pub.1103743003,,,,,,
54,100,pub.1034966862,10.2202/1935-1682.2313,,,Optimally Managing a Stochastic Renewable Resource under General Economic Conditions,The B.E. Journal of Economic Analysis & Policy,,,2009-12-28,2009,9,1,,"All OA; Green, Accepted & Submitted",Article,"McGough, Bruce; Plantinga, Andrew J.; Costello, Christopher",,"McGough, Bruce (Oregon State University); Plantinga, Andrew J. (Oregon State University); Costello, Christopher (University of California, Santa Barbara)",8,2,,2.85,http://ir.library.oregonstate.edu/xmlui/bitstream/handle/1957/14967/McGough_Plantinga_Costello_OptimallyManaging.pdf%3Bjsessionid%3D620C9140467D99EB7EAC6BA6F613A127?sequence%3D1,https://app.dimensions.ai/details/publication/pub.1034966862,01 Mathematical Sciences; 1402 Applied Economics; 0104 Statistics; 14 Economics,01 Mathematical Sciences,1402 Applied Economics,0104 Statistics,14 Economics,
55,200,pub.1061934172,10.1111/j.1467-8276.2009.01310.x,,,Targeting Incentives to Reduce Habitat Fragmentation,American Journal of Agricultural Economics,,,2009-11,2009,91,4,1080-1096,Closed,Article,"Lewis, David J.; Plantinga, Andrew J.; Wu, JunJie",,"Lewis, David J. (); Plantinga, Andrew J. (); Wu, JunJie ()",35,5,,13.77,,https://app.dimensions.ai/details/publication/pub.1061934172,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
56,200,pub.1071225828,10.3368/le.84.4.529,,,What Drives Land-Use Change in the United States? A National Analysis of Landowner Decisions,Land Economics,,,2008-11-01,2008,84,4,529-550,"All OA; Green, Published",Article,"Lubowski, R. N.; Plantinga, A. J.; Stavins, R. N.",,"Lubowski, R. N. (); Plantinga, A. J. (); Stavins, R. N. ()",127,31,,47.8,http://www.nber.org/papers/w13572.pdf,https://app.dimensions.ai/details/publication/pub.1071225828,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
57,400,pub.1014172479,10.1073/pnas.0706178105,18621703,PMC2474525,Efficiency of incentives to jointly increase carbon sequestration and species conservation on a landscape,Proceedings of the National Academy of Sciences,,"Carbon; Conservation of Natural Resources; Ecosystem; Environment; Extinction, Biological; Motivation",2008-07-15,2008,105,28,9471-9476,All OA; Gold,Article,"Nelson, Erik; Polasky, Stephen; Lewis, David J.; Plantinga, Andrew J.; Lonsdorf, Eric; White, Denis; Bael, David; Lawler, Joshua J.",,"Nelson, Erik (Stanford University); Polasky, Stephen (University of Minnesota); Lewis, David J. (University of Wisconsin–Madison); Plantinga, Andrew J. (Oregon State University); Lonsdorf, Eric (Lincoln Park Zoo); White, Denis (Environmental Protection Agency); Bael, David (University of Minnesota); Lawler, Joshua J. ()",207,34,1.23,36.96,http://www.pnas.org/content/105/28/9471.full.pdf,https://app.dimensions.ai/details/publication/pub.1014172479,14 Economics; 0501 Ecological Applications; 1402 Applied Economics; 05 Environmental Sciences; 0502 Environmental Science and Management,14 Economics,0501 Ecological Applications,1402 Applied Economics,05 Environmental Sciences,0502 Environmental Science and Management
58,100,pub.1102256227,10.2139/ssrn.1281520,,,What Drives Land-Use Change in the United States? A National Analysis of Landowner Decisions,SSRN Electronic Journal,,,2008,2008,,,,"All OA; Green, Published",Preprint,"Lubowski, Ruben N.; Plantinga, Andrew; Stavins, Robert N.",,"Lubowski, Ruben N. (Environmental Defense Fund); Plantinga, Andrew (Oregon State University); Stavins, Robert N. ()",1,0,,0.23,http://www.nber.org/papers/w13572.pdf,https://app.dimensions.ai/details/publication/pub.1102256227,14 Economics; 1403 Econometrics; 1402 Applied Economics; 05 Environmental Sciences; 0502 Environmental Science and Management,14 Economics,1403 Econometrics,1402 Applied Economics,05 Environmental Sciences,0502 Environmental Science and Management
59,100,pub.1040445041,10.1111/j.1467-9787.2007.00533.x,,,THE ASSOCIATION BETWEEN URBAN SPRAWL AND OBESITY: IS IT A TWO‐WAY STREET?,Journal of Regional Science,,,2007-12,2007,47,5,857-879,"All OA; Green, Accepted & Submitted",Article,"Plantinga, Andrew J.; Bernell, Stephanie",,"Plantinga, Andrew J. (Oregon State University); Bernell, Stephanie (Oregon State University)",84,9,,21.62,http://www.americandreamcoalition.org/safety/OSUonSprawl%26Obesity.pdf,https://app.dimensions.ai/details/publication/pub.1040445041,12 Built Environment and Design; 14 Economics; 16 Studies in Human Society; 1604 Human Geography; 1402 Applied Economics; 1205 Urban and Regional Planning,12 Built Environment and Design,14 Economics,16 Studies in Human Society,1604 Human Geography,1402 Applied Economics
60,200,pub.1061936432,10.1111/j.1467-9353.2007.00370.x,,,Can Urban Planning Reduce Obesity? The Role of Self-Selection in Explaining the Link between Weight and Urban Sprawl,Review of Agricultural Economics,,,2007-09,2007,29,3,557-563,Closed,Article,"Plantinga, Andrew J.; Bernell, Stephanie",,"Plantinga, Andrew J. (); Bernell, Stephanie ()",16,0,,,,https://app.dimensions.ai/details/publication/pub.1061936432,,,,,,
61,100,pub.1103741543,10.2737/pnw-rp-570,,,Linking land-use projections and forest fragmentation analysis.,,,,2007-01,2007,570,,,All OA; Gold,Article,"Plantinga, Andrew J.; Alig, Ralph J.; Eichman, Henry; Lewis, David J.",,"Plantinga, Andrew J. (); Alig, Ralph J. (); Eichman, Henry (); Lewis, David J. ()",4,1,,,https://www.fs.usda.gov/treesearch/pubs/download/26191.pdf,https://app.dimensions.ai/details/publication/pub.1103741543,,,,,,
62,100,pub.1046552896,10.1007/978-1-4020-6309-1_5,,,Methods for Projecting Areas of Private Timberland and Forest Cover Types,Managing Forest Ecosystems,Resource and Market Projections for Forest Policy Development,,2007,2007,14,,175-227,Closed,Chapter,"Alig, Ralph J.; Plantinga, Andrew",,"Alig, Ralph J. (Pacific Northwest Research Station); Plantinga, Andrew (Oregon State University)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1046552896,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
63,100,pub.1011892975,10.1016/j.jeem.2005.08.001,,,Land-use change and carbon sinks: Econometric estimation of the carbon sequestration supply function,Journal of Environmental Economics and Management,,,2006-03,2006,51,2,135-152,"All OA; Green, Accepted & Submitted",Article,"Lubowski, Ruben N.; Plantinga, Andrew J.; Stavins, Robert N.","Lubowski, Ruben N.","Lubowski, Ruben N. (Agricultural Research Service); Plantinga, Andrew J. (Oregon State University); Stavins, Robert N. (Harvard University; Resources For The Future)",193,32,,34.32,https://digital.library.unt.edu/ark:/67531/metadc718510/m2/1/high_res_d/771286.pdf,https://app.dimensions.ai/details/publication/pub.1011892975,14 Economics; 0503 Soil Sciences; 1403 Econometrics; 1402 Applied Economics; 05 Environmental Sciences,14 Economics,0503 Soil Sciences,1403 Econometrics,1402 Applied Economics,05 Environmental Sciences
64,100,pub.1039956021,10.1111/j.0022-4146.2005.00380.x,,,A Spatial Economic Analysis of Urban Land Use and Obesity*,Journal of Regional Science,,,2005-08,2005,45,3,473-492,Closed,Article,"Plantinga, Andrew J.; Bernell, Stephanie",,"Plantinga, Andrew J. (Oregon State University); Bernell, Stephanie (Oregon State University)",40,1,,12.23,,https://app.dimensions.ai/details/publication/pub.1039956021,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
65,100,pub.1008581526,10.1016/j.jeem.2004.09.002,,,Carbon sequestration or abatement? The effect of rising carbon prices on the optimal portfolio of greenhouse-gas mitigation strategies,Journal of Environmental Economics and Management,,,2005-07,2005,50,1,59-81,Closed,Article,"van ’t Veld, Klaas; Plantinga, Andrew","van ’t Veld, Klaas","van ’t Veld, Klaas (University of Wyoming); Plantinga, Andrew (Oregon State University)",32,2,,6.31,,https://app.dimensions.ai/details/publication/pub.1008581526,14 Economics; 1401 Economic Theory; 1402 Applied Economics; 05 Environmental Sciences; 0502 Environmental Science and Management,14 Economics,1401 Economic Theory,1402 Applied Economics,05 Environmental Sciences,0502 Environmental Science and Management
66,100,pub.1102180934,10.2139/ssrn.645061,,,Land-Use Change and Carbon Sinks: Econometric Estimation of the Carbon Sequestration Supply Function,SSRN Electronic Journal,,,2005,2005,,,,"All OA; Green, Accepted & Submitted",Preprint,"Plantinga, Andrew; Lubowski, Ruben N.; Stavins, Robert N.",,"Plantinga, Andrew (Oregon State University); Lubowski, Ruben N. (Environmental Defense Fund); Stavins, Robert N. ()",2,0,,0.31,https://digital.library.unt.edu/ark:/67531/metadc718510/m2/1/high_res_d/771286.pdf,https://app.dimensions.ai/details/publication/pub.1102180934,14 Economics; 0699 Other Biological Sciences; 0503 Soil Sciences; 1403 Econometrics; 1402 Applied Economics; 05 Environmental Sciences; 06 Biological Sciences,14 Economics,0699 Other Biological Sciences,0503 Soil Sciences,1403 Econometrics,1402 Applied Economics
67,200,pub.1070211697,10.2307/3147146,,,The Dynamic Behavior of Efficient Timber Prices,Land Economics,,,2004-02,2004,80,1,95-108,Closed,Article,"McGough, Bruce; Plantinga, Andrew J.; Provencher, Bill",,"McGough, Bruce (); Plantinga, Andrew J. (); Provencher, Bill ()",10,0,,2.94,,https://app.dimensions.ai/details/publication/pub.1070211697,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
68,100,pub.1001214399,10.1016/s0095-0696(03)00023-8,,,The influence of public open space on urban spatial structure,Journal of Environmental Economics and Management,,,2003-09,2003,46,2,288-309,Closed,Article,"Wu, JunJie; Plantinga, Andrew J.","Wu, JunJie","Wu, JunJie (Oregon State University); Plantinga, Andrew J. (Oregon State University)",128,14,,27.4,,https://app.dimensions.ai/details/publication/pub.1001214399,14 Economics; 1401 Economic Theory; 1402 Applied Economics; 05 Environmental Sciences; 0502 Environmental Science and Management,14 Economics,1401 Economic Theory,1402 Applied Economics,05 Environmental Sciences,0502 Environmental Science and Management
69,100,pub.1029184091,10.1111/1468-2257.00199,,,Does Public Lands Policy Affect Local Wage Growth?,Growth and Change,,,2003-02,2003,34,1,64-86,Closed,Article,"Lewis, David J.; Hunt, Gary L.; Plantinga, Andrew J.",,"Lewis, David J. (Oregon State University); Hunt, Gary L. (Oregon State University); Plantinga, Andrew J. (University of Maine System)",26,2,,7.85,,https://app.dimensions.ai/details/publication/pub.1029184091,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
70,100,pub.1103744215,10.2737/pnw-gtr-587,,,"Land use changes involving forestry in the United States: 1952 to 1997, with projections to 2050.",,,,2003-01,2003,587,,,"All OA; Green, Accepted & Submitted",Article,"Alig, Ralph J.; Plantinga, Andrew J.; Ahn, SoEun; Kline, Jeffrey D.",,"Alig, Ralph J. (); Plantinga, Andrew J. (); Ahn, SoEun (); Kline, Jeffrey D. ()",27,5,,,http://www.fs.fed.us/pnw/pubs/gtr587.pdf,https://app.dimensions.ai/details/publication/pub.1103744215,,,,,,
