,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Thomas Dunne. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
43,100,pub.1033576849,10.1002/esp.1259,,,Erosion rates driven by channel network incision in the Bolivian Andes,Earth Surface Processes and Landforms,,,2005-08,2005,30,8,1007-1024,Closed,Article,"Safran, Elizabeth B.; Bierman, Paul R.; Aalto, Rolf; Dunne, Thomas; Whipple, Kelin X.; Caffee, Marc",,"Safran, Elizabeth B. (Lewis & Clark College); Bierman, Paul R. (University of Vermont); Aalto, Rolf (University of Washington); Dunne, Thomas (University of California, Santa Barbara); Whipple, Kelin X. (Massachusetts Institute of Technology); Caffee, Marc (Lawrence Livermore National Laboratory)",164,22,,15.43,,https://app.dimensions.ai/details/publication/pub.1033576849,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
44,100,pub.1037484967,10.1029/2004wr003288,,,Influence of sediment storage on downstream delivery of contaminated sediment,Water Resources Research,,,2005-05,2005,41,5,,All OA; Gold,Article,"Malmon, Daniel V.; Reneau, Steven L.; Dunne, Thomas; Katzman, Danny; Drakos, Paul G.",,"Malmon, Daniel V. (University of California, Santa Barbara; United States Geological Survey); Reneau, Steven L. (Los Alamos National Laboratory); Dunne, Thomas (University of California, Santa Barbara); Katzman, Danny (Los Alamos National Laboratory); Drakos, Paul G. ()",19,1,,2.26,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004WR003288,https://app.dimensions.ai/details/publication/pub.1037484967,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
45,100,pub.1023593755,10.1002/hyp.5567,,,Understanding and modeling basin hydrology: interpreting the hydrogeological signature,Hydrological Processes,,,2005-04-30,2005,19,7,1333-1353,Closed,Article,"Beighley, R. E.; Dunne, T.; Melack, J. M.",,"Beighley, R. E. (University of California, Santa Barbara; San Diego State University); Dunne, T. (University of California, Santa Barbara); Melack, J. M. (University of California, Santa Barbara)",29,7,,2.64,,https://app.dimensions.ai/details/publication/pub.1023593755,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
46,100,pub.1009602737,10.1029/2005gl024412,,,Diffusion modeling of recessional flow on central Amazonian floodplains,Geophysical Research Letters,,,2005,2005,32,21,,All OA; Gold,Article,"Alsdorf, Douglas; Dunne, Thomas; Melack, John; Smith, Laurence; Hess, Laura",,"Alsdorf, Douglas (The Ohio State University); Dunne, Thomas (University of California, Santa Barbara); Melack, John (University of California, Santa Barbara); Smith, Laurence (University of California Los Angeles); Hess, Laura (University of California, Santa Barbara)",28,1,,2.54,http://onlinelibrary.wiley.com/doi/10.1029/2005GL024412/pdf,https://app.dimensions.ai/details/publication/pub.1009602737,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
47,200,pub.1040473034,10.1029/2004wr003422,,,Correction to “Sediment detachment by rain power”,Water Resources Research,,,2004-08,2004,40,8,,All OA; Gold,Article,"Gabet, Emmanuel J.; Dunne, Thomas",,"Gabet, Emmanuel J. (); Dunne, Thomas ()",5,1,,0.93,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2004WR003422,https://app.dimensions.ai/details/publication/pub.1040473034,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
48,100,pub.1025997258,10.1029/2003wr002725,,,"An empirical‐stochastic, event‐based program for simulating inflow from a tributary network: Framework and application to the Sacramento River basin, California",Water Resources Research,,,2004-07,2004,40,7,,All OA; Gold,Article,"Singer, Michael Bliss; Dunne, Thomas",,"Singer, Michael Bliss (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara)",22,1,,4.11,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003WR002725,https://app.dimensions.ai/details/publication/pub.1025997258,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
49,100,pub.1025081679,10.1029/2003jf000067,,,Sediment sorting and transport by flash floods,Journal of Geophysical Research,,,2004-06,2004,109,F2,n/a-n/a,All OA; Gold,Article,"Malmon, Daniel V.; Reneau, Steven L.; Dunne, Thomas",,"Malmon, Daniel V. (University of California, Santa Barbara); Reneau, Steven L. (Los Alamos National Laboratory); Dunne, Thomas (University of California, Santa Barbara)",26,2,,2.5,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003JF000067,https://app.dimensions.ai/details/publication/pub.1025081679,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
50,100,pub.1038462723,10.1023/b:biog.0000025744.78309.2e,,,Natural controls and human impacts on stream nutrient concentrations in a deforested region of the Brazilian Amazon basin,Biogeochemistry,,,2004-04,2004,68,2,227-257,Closed,Article,"Biggs, T.W.; Dunne, T.; Martinelli, L.A.",,"Biggs, T.W. (); Dunne, T. (); Martinelli, L.A. ()",81,10,,7.57,,https://app.dimensions.ai/details/publication/pub.1038462723,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
51,100,pub.1008644999,10.1029/2003wr002723,,,Modeling decadal bed material sediment flux based on stochastic hydrology,Water Resources Research,,,2004-03,2004,40,3,,"All OA; Green, Published",Article,"Singer, Michael Bliss; Dunne, Thomas",,"Singer, Michael Bliss (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara)",25,1,,4.67,https://escholarship.org/content/qt0x44f33j/qt0x44f33j.pdf?t=lnpday,https://app.dimensions.ai/details/publication/pub.1008644999,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
52,100,pub.1010795737,10.1641/0006-3568(2004)054[0413:tndhhc]2.0.co;2,,,The Network Dynamics Hypothesis: How Channel Networks Structure Riverine Habitats,BioScience,,,2004,2004,54,5,413-427,All OA; Gold,Article,"BENDA, LEE; POFF, N. LEROY; MILLER, DANIEL; DUNNE, THOMAS; REEVES, GORDON; PESS, GEORGE; POLLOCK, MICHAEL",,"BENDA, LEE (); POFF, N. LEROY (); MILLER, DANIEL (); DUNNE, THOMAS (); REEVES, GORDON (); PESS, GEORGE (); POLLOCK, MICHAEL ()",482,68,,,https://academic.oup.com/bioscience/article-pdf/54/5/413/19411986/54-5-413.pdf,https://app.dimensions.ai/details/publication/pub.1010795737,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
53,100,pub.1006678915,10.1111/j.1752-1688.2003.tb04428.x,,,IMPACTS OF CALIFORNIA'S CLIMATIC REGIMES AND COASTAL LAND USE CHANGE ON STREAMFLOW CHARACTERISTICS1,JAWRA Journal of the American Water Resources Association,,,2003-12,2003,39,6,1419-1433,Closed,Article,"Beighley, R. Edward; Melack, John M.; Dunne, Thomas",,"Beighley, R. Edward (University of California, Santa Barbara); Melack, John M. (); Dunne, Thomas ()",65,9,,6.08,,https://app.dimensions.ai/details/publication/pub.1006678915,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
54,400,pub.1000235651,10.1038/nature02002,14523442,,Episodic sediment accumulation on Amazonian flood plains influenced by El Niño/Southern Oscillation,Nature,,,2003-10,2003,425,6957,493-497,Closed,Article,"Aalto, Rolf; Maurice-Bourgoin, Laurence; Dunne, Thomas; Montgomery, David R.; Nittrouer, Charles A.; Guyot, Jean-Loup","Aalto, Rolf","Aalto, Rolf (University of Washington); Maurice-Bourgoin, Laurence (); Dunne, Thomas (University of California, Santa Barbara); Montgomery, David R. (University of Washington); Nittrouer, Charles A. (University of Washington); Guyot, Jean-Loup (Institute of Research for Development)",202,30,0.36,16.43,,https://app.dimensions.ai/details/publication/pub.1000235651,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
55,200,pub.1058669998,10.1086/376764,,,Stochastic Theory of Particle Trajectories through Alluvial Valley Floors,The Journal of Geology,,,2003-09,2003,111,5,525-542,Closed,Article,"Malmon, Daniel V.; Dunne, Thomas; Reneau, Steven L.",,"Malmon, Daniel V. (); Dunne, Thomas (); Reneau, Steven L. ()",44,7,,3.58,,https://app.dimensions.ai/details/publication/pub.1058669998,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
56,100,pub.1044213349,10.1029/2003wr002341,,,A stochastic sediment delivery model for a steep Mediterranean landscape,Water Resources Research,,,2003-09,2003,39,9,,All OA; Gold,Article,"Gabet, Emmanuel J.; Dunne, Thomas",,"Gabet, Emmanuel J. (University of Montana); Dunne, Thomas (University of California, Santa Barbara)",64,6,,12.55,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003WR002341,https://app.dimensions.ai/details/publication/pub.1044213349,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
57,100,pub.1018108905,10.1029/2001wr000656,,,Sediment detachment by rain power,Water Resources Research,,,2003-01,2003,39,1,esg 1-1-esg 1-12,"All OA; Green, Published",Article,"Gabet, Emmanuel J.; Dunne, Thomas",,"Gabet, Emmanuel J. (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara)",71,17,,13.93,https://works.bepress.com/emmanuel_gabet/7/download/,https://app.dimensions.ai/details/publication/pub.1018108905,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
58,100,pub.1022638976,10.1130/0016-7606(2002)114<0983:locssa>2.0.co;2,,,Landslides on coastal sage-scrub and grassland hillslopes in a severe El Niño winter: The effects of vegetation conversion on sediment delivery,Geological Society of America Bulletin,,,2002-08,2002,114,8,983-990,Closed,Article,"Gabet, Emmanuel J.; Dunne, Thomas",,"Gabet, Emmanuel J. (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara)",72,17,,6.47,,https://app.dimensions.ai/details/publication/pub.1022638976,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
59,100,pub.1011675533,10.1029/2001wr000271,,,Relative influence of natural watershed properties and human disturbance on stream solute concentrations in the southwestern Brazilian Amazon basin,Water Resources Research,,,2002-08,2002,38,8,25-1-25-16,Closed,Article,"Biggs, Trent Wade; Dunne, Thomas; Domingues, Tomas Ferreira; Martinelli, Luiz Antonio",,"Biggs, Trent Wade (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara); Domingues, Tomas Ferreira (University of Utah); Martinelli, Luiz Antonio ()",43,4,,8.22,,https://app.dimensions.ai/details/publication/pub.1011675533,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
60,400,pub.1055493196,10.1021/es010509+,12026988,,Predicting the fate of sediment and pollutants in river floodplains.,Environmental Science & Technology,,"Adsorption; Decision Making; Environmental Pollution; Forecasting; Geologic Sediments; Geological Phenomena; Geology; Models, Theoretical; Particle Size; Water Movements; Water Pollutants",2002-05,2002,36,9,2026-32,Closed,Article,"Malmon, Daniel V; Dunne, Thomas; Reneau, Steven L",,"Malmon, Daniel V (University of California, Santa Barbara); Dunne, Thomas (); Reneau, Steven L ()",34,4,0.19,3.25,,https://app.dimensions.ai/details/publication/pub.1055493196,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
61,100,pub.1004266328,10.1029/2001jd000609,,,Surface water dynamics in the Amazon Basin: Application of satellite radar altimetry,Journal of Geophysical Research,,,2002,2002,107,D20,lba 26-1-lba 26-21,All OA; Gold,Article,"Birkett, C. M.; Mertes, L. A. K.; Dunne, T.; Costa, M. H.; Jasinski, M. J.",,"Birkett, C. M. (Universities Space Research Association); Mertes, L. A. K. (University of California, Santa Barbara); Dunne, T. (University of California, Santa Barbara); Costa, M. H. (Federal University of Viçosa); Jasinski, M. J. ()",194,32,,19.77,http://onlinelibrary.wiley.com/doi/10.1029/2001JD000609/pdf,https://app.dimensions.ai/details/publication/pub.1004266328,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
62,100,pub.1029118872,10.1029/2001wr000457,,,"Identifying eroding and depositional reaches of valley by analysis of suspended sediment Transport in the Sacramento River, California",Water Resources Research,,,2001-12,2001,37,12,3371-3381,All OA; Gold,Article,"Singer, Michael Bliss; Dunne, Thomas",,"Singer, Michael Bliss (); Dunne, Thomas ()",38,2,,7.4,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001WR000457,https://app.dimensions.ai/details/publication/pub.1029118872,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
63,100,pub.1006735966,10.1029/2001gl012962,,,Water level changes in a large Amazon lake measured with spaceborne radar interferometry and altimetry,Geophysical Research Letters,,,2001-07-15,2001,28,14,2671-2674,All OA; Gold,Article,"Alsdorf, Doug; Birkett, Charon; Dunne, Thomas; Melack, John; Hess, Laura",,"Alsdorf, Doug (University of California, Santa Barbara); Birkett, Charon (Goddard Space Flight Center); Dunne, Thomas (); Melack, John (); Hess, Laura (University of California, Santa Barbara)",87,13,,9.43,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2001GL012962,https://app.dimensions.ai/details/publication/pub.1006735966,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
64,100,pub.1046191325,10.1029/ws002p0077,,,Introduction to Section 2—Problems in Measuring and Modeling the Influence of Forest Management on Hydrologic and Geomorphic Processes,Water Science and Application,Land Use and Watersheds: Human Influence on Hydrology and Geomorphology in Urban and Forest Areas,,2001,2001,2,,77-83,Closed,Chapter,"Dunne, Thomas",,"Dunne, Thomas (University of California, Santa Barbara)",9,0,,,,https://app.dimensions.ai/details/publication/pub.1046191325,,,,,,
65,400,pub.1045159954,10.1038/35004560,10724167,,Interferometric radar measurements of water level changes on the Amazon flood plain,Nature,,,2000-03,2000,404,6774,174-177,Closed,Article,"Alsdorf, Douglas E.; Melack, John M.; Dunne, Thomas; Mertes, Leal A. K.; Hess, Laura L.; Smith, Laurence C.","Alsdorf, Douglas E.","Alsdorf, Douglas E. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara); Mertes, Leal A. K. (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara); Smith, Laurence C. (University of California Los Angeles)",192,30,0.2,23.18,,https://app.dimensions.ai/details/publication/pub.1045159954,09 Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering,
66,100,pub.1028870491,10.1175/1520-0477(1999)080<2043:aaflsh>2.0.co;2,,,An Agenda for Land Surface Hydrology Research and a Call for the Second International Hydrological Decade,Bulletin of the American Meteorological Society,,,1999-10,1999,80,10,2043-2058,"All OA; Green, Accepted & Submitted",Article,"Entekhabi, Dara; Asrar, Ghassem R.; Betts, Alan K.; Beven, Keith J.; Bras, Rafael L.; Duffy, Christopher J.; Dunne, Thomas; Koster, Randal D.; Lettenmaier, Dennis P.; McLaughlin, Dennis B.; Shuttleworth, William J.; van Genuchten, Martinus T.; Wei, Ming-Ying; Wood, Eric F.",,"Entekhabi, Dara (); Asrar, Ghassem R. (); Betts, Alan K. (); Beven, Keith J. (); Bras, Rafael L. (); Duffy, Christopher J. (); Dunne, Thomas (); Koster, Randal D. (); Lettenmaier, Dennis P. (); McLaughlin, Dennis B. (); Shuttleworth, William J. (); van Genuchten, Martinus T. (); Wei, Ming-Ying (); Wood, Eric F. ()",155,12,,,http://hdl.handle.net/2060/19990014050,https://app.dimensions.ai/details/publication/pub.1028870491,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
67,100,pub.1002671789,10.1002/(sici)1099-1085(19990630)13:9<1417::aid-hyp816>3.0.co;2-6,,,"Soil hydraulic conductivities of latosols under pasture, forest and teak in Rondonia, Brazil",Hydrological Processes,,,1999-06-30,1999,13,9,1417-1422,Closed,Article,"Elsenbeer, Helmut; Newton, Bradley E.; Dunne, Thomas; de Moraes, Jorge M.",,"Elsenbeer, Helmut (University of Bern; University of Cincinnati); Newton, Bradley E. (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara); de Moraes, Jorge M. (University of Sao Paulo)",31,2,,,,https://app.dimensions.ai/details/publication/pub.1002671789,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
68,100,pub.1032258910,10.1111/j.1752-1688.1998.tb01516.x,,,CRITICAL DATA REQUIREMENTS FOR PREDICTION OF EROSION AND SEDIMENTATION IN MOUNTAIN DRAINAGE BASINS1,JAWRA Journal of the American Water Resources Association,,,1998-08,1998,34,4,795-808,Closed,Article,"Dunne, Thomas",,"Dunne, Thomas (University of California, Santa Barbara)",23,0,,,,https://app.dimensions.ai/details/publication/pub.1032258910,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
69,200,pub.1089530733,10.1007/978-1-4612-1652-0_11,,,Dynamic Landscape Systems,,River Ecology and Management,,1998,1998,,,261-288,Closed,Chapter,"Benda, Lee E.; Miller, Daniel J.; Dunne, Thomas; Reeves, Gordon H.; Agee, James K.",,"Benda, Lee E. (); Miller, Daniel J. (); Dunne, Thomas (); Reeves, Gordon H. (); Agee, James K. ()",51,1,,,,https://app.dimensions.ai/details/publication/pub.1089530733,,,,,,
70,100,pub.1029488960,10.1130/0016-7606(1998)110<0450:eosbtf>2.3.co;2,,,Exchanges of sediment between the flood plain and channel of the Amazon River in Brazil,Geological Society of America Bulletin,,,1998,1998,110,4,450-467,Closed,Article,"Dunne, Thomas; Mertes, Leal A. K.; Meade, Robert H.; Richey, Jeffrey E.; Forsberg, Bruce R.",,"Dunne, Thomas (University of California, Santa Barbara); Mertes, Leal A. K. (University of California, Santa Barbara); Meade, Robert H. (Denver Federal Center); Richey, Jeffrey E. (University of Washington); Forsberg, Bruce R. ()",269,34,,,,https://app.dimensions.ai/details/publication/pub.1029488960,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
71,100,pub.1040531206,10.1029/97wr02388,,,Stochastic forcing of sediment supply to channel networks from landsliding and debris flow,Water Resources Research,,,1997-12,1997,33,12,2849-2863,All OA; Gold,Article,"Benda, Lee; Dunne, Thomas",,"Benda, Lee (); Dunne, Thomas ()",308,33,,,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/97WR02388,https://app.dimensions.ai/details/publication/pub.1040531206,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
72,100,pub.1034244754,10.1029/97wr02387,,,Stochastic forcing of sediment routing and storage in channel networks,Water Resources Research,,,1997-12,1997,33,12,2865-2880,All OA; Gold,Article,"Benda, Lee; Dunne, Thomas",,"Benda, Lee (); Dunne, Thomas ()",226,23,,,http://onlinelibrary.wiley.com/doi/10.1029/97WR02387/pdf,https://app.dimensions.ai/details/publication/pub.1034244754,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
73,100,pub.1017740000,10.1029/96jb02531,,,Topographic perturbations of regional stresses and consequent bedrock fracturing,Journal of Geophysical Research,,,1996-11-10,1996,101,B11,25523-25536,Closed,Article,"Miller, Daniel J.; Dunne, Thomas",,"Miller, Daniel J. (); Dunne, Thomas ()",90,16,,,,https://app.dimensions.ai/details/publication/pub.1017740000,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
74,100,pub.1010870144,10.1130/0016-7606(1996)108<1089:cfgats>2.3.co;2,,,"Channel-floodplain geomorphology along the Solimões-Amazon River, Brazil",Geological Society of America Bulletin,,,1996-09,1996,108,9,1089-1107,Closed,Article,"Mertes, Leal A. K.; Dunne, Thomas; Martinelli, Luiz A.",,"Mertes, Leal A. K. (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara); Martinelli, Luiz A. ()",173,25,,,,https://app.dimensions.ai/details/publication/pub.1010870144,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
75,100,pub.1051718388,10.1130/0016-7606(1992)104<0887:tiodfr>2.3.co;2,,,"The influence of debris-flow rheology on fan morphology, Owens Valley, California",Geological Society of America Bulletin,,,1992-07,1992,104,7,887-900,Closed,Article,"WHIPPLE, KELIN X.; DUNNE, THOMAS",,"WHIPPLE, KELIN X. (University of Washington); DUNNE, THOMAS (University of Washington)",133,16,,,,https://app.dimensions.ai/details/publication/pub.1051718388,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
76,100,pub.1027875697,10.1029/91wr01585,,,"Effects of Rainfall, Vegetation, and Microtopography on Infiltration and Runoff",Water Resources Research,,,1991-09,1991,27,9,2271-2285,Closed,Article,"Dunne, Thomas; Zhang, Weihua; Aubry, Brian F.",,"Dunne, Thomas (); Zhang, Weihua (); Aubry, Brian F. ()",336,47,,,,https://app.dimensions.ai/details/publication/pub.1027875697,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
77,100,pub.1006351374,10.1029/gb003i003p00191,,,Sources and routing of the Amazon River Flood Wave,Global Biogeochemical Cycles,,,1989-09,1989,3,3,191-204,Closed,Article,"Richey, Jeffrey E.; Mertes, Leal A. K.; Dunne, Thomas; Victoria, Reynaldo L.; Forsberg, Bruce R.; Tancredi, Antônio C. N. S.; Oliveira, Eurides",,"Richey, Jeffrey E. (); Mertes, Leal A. K. (); Dunne, Thomas (); Victoria, Reynaldo L. (); Forsberg, Bruce R. (); Tancredi, Antônio C. N. S. (); Oliveira, Eurides ()",129,10,,,,https://app.dimensions.ai/details/publication/pub.1006351374,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
78,100,pub.1037869096,10.1007/bf01665371,,,"Gravel transport, gravel harvesting, and channel-bed degradation in rivers draining the southern olympic mountains, Washington, U.S.A.",Environmental Earth Sciences,,,1989-05,1989,13,3,213-224,Closed,Article,"Collins, Brian D.; Dunne, Thomas",,"Collins, Brian D. (University of Washington); Dunne, Thomas (University of Washington)",45,6,,,,https://app.dimensions.ai/details/publication/pub.1037869096,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
79,100,pub.1049251220,10.1002/esp.3290130302,,,Effects of forest land management on erosion and revegetation after the eruption of Mount St. Helens,Earth Surface Processes and Landforms,,,1988-05,1988,13,3,193-205,Closed,Article,"Collins, Brian D.; Dunne, Thomas",,"Collins, Brian D. (University of Washington); Dunne, Thomas (University of Washington)",14,2,,,,https://app.dimensions.ai/details/publication/pub.1049251220,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
80,200,pub.1090265291,10.1130/dnag-gna-o2.383,,,Landform development,,Hydrogeology,,1988,1988,,,383-400,All OA; Gold,Chapter,"Higgins, Charles G.; Coates, Donald R.; Baker, Victor R.; Dietrich, William E.; Dunne, Thomas; Keller, Edward A.; Norris, Robert M.; Parker, Garald G.; Pavich, Milan; Péwé, Troy L.; Robb, James M.; Rogers, J. David; Sloan, Charles E.",,"Higgins, Charles G. (); Coates, Donald R. (); Baker, Victor R. (); Dietrich, William E. (); Dunne, Thomas (); Keller, Edward A. (); Norris, Robert M. (); Parker, Garald G. (); Pavich, Milan (); Péwé, Troy L. (); Robb, James M. (); Rogers, J. David (); Sloan, Charles E. ()",3,0,,,https://doi.org/10.1130/dnag-gna-o2.383,https://app.dimensions.ai/details/publication/pub.1090265291,,,,,,
81,100,pub.1044789355,10.1130/0016-7606(1986)97<896:eotfte>2.0.co;2,,,Erosion of tephra from the 1980 eruption of Mount St. Helens,Geological Society of America Bulletin,,,1986,1986,97,7,896-905,Closed,Article,"COLLINS, BRIAN D.; DUNNE, THOMAS",,"COLLINS, BRIAN D. (University of Washington); DUNNE, THOMAS (University of Washington)",92,11,,,,https://app.dimensions.ai/details/publication/pub.1044789355,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
82,400,pub.1062530150,10.1126/science.228.4698.488,17746891,,Storage and Remobilization of Suspended Sediment in the Lower Amazon River of Brazil,Science,,,1985-04-26,1985,228,4698,488-490,Closed,Article,"MEADE, ROBERT H.; DUNNE, THOMAS; RICHEY, JEFFREY E.; DE M. SANTOS, UMBERTO; SALATI, ENEAS",,"MEADE, ROBERT H. (United States Geological Survey); DUNNE, THOMAS (University of Washington); RICHEY, JEFFREY E. (); DE M. SANTOS, UMBERTO (National Institute of Amazonian Research); SALATI, ENEAS ()",322,28,0.11,,,https://app.dimensions.ai/details/publication/pub.1062530150,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
83,100,pub.1027109281,10.1029/wr020i011p01753,,,Sediment production from forest road surfaces,Water Resources Research,,,1984-11,1984,20,11,1753-1761,Closed,Article,"Reid, Leslie M.; Dunne, Thomas",,"Reid, Leslie M. (); Dunne, Thomas ()",284,29,,,,https://app.dimensions.ai/details/publication/pub.1027109281,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
