,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Douglas W Burbank. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
28,100,pub.1022277584,10.1029/2012gl051782,,,Equivalency of geologic and geodetic rates in contractional orogens: New insights from the Pamir Frontal Thrust,Geophysical Research Letters,,,2012-08-16,2012,39,15,,All OA; Gold,Article,"Li, Tao; Chen, Jie; Thompson, Jessica A.; Burbank, Douglas W.; Xiao, Weipeng",,"Li, Tao (China Earthquake Administration); Chen, Jie (China Earthquake Administration); Thompson, Jessica A. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Xiao, Weipeng (China Earthquake Administration)",52,19,,8.68,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2012GL051782,https://app.dimensions.ai/details/publication/pub.1022277584,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
29,100,pub.1047609013,10.1029/2011tc003066,,,Cenozoic shortening budget for the northeastern edge of the Tibetan Plateau: Is lower crustal flow necessary?,Tectonics,,,2012-06,2012,31,3,n/a-n/a,All OA; Gold,Article,"Lease, Richard O.; Burbank, Douglas W.; Zhang, Huiping; Liu, Jianhui; Yuan, Daoyang",,"Lease, Richard O. (University of California, Santa Barbara; United States Geological Survey); Burbank, Douglas W. (University of California, Santa Barbara); Zhang, Huiping (China Earthquake Administration); Liu, Jianhui (Chinese Academy of Geological Sciences); Yuan, Daoyang (China Earthquake Administration)",49,16,,8.18,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011TC003066,https://app.dimensions.ai/details/publication/pub.1047609013,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
30,100,pub.1016887959,10.1130/b30524.1,,,Pulsed Miocene range growth in northeastern Tibet: Insights from Xunhua Basin magnetostratigraphy and provenance,Geological Society of America Bulletin,,,2012-05-01,2012,124,5-6,657-677,"All OA; Green, Published",Article,"Lease, Richard O.; Burbank, Douglas W.; Hough, Brian; Wang, Zhicai; Yuan, Daoyang",,"Lease, Richard O. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Hough, Brian (University of Rochester); Wang, Zhicai (China Earthquake Administration); Yuan, Daoyang (China Earthquake Administration)",81,25,,13.51,https://escholarship.org/content/qt6n73c02p/qt6n73c02p.pdf?t=p2n76m,https://app.dimensions.ai/details/publication/pub.1016887959,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
31,100,pub.1039698396,10.1029/2011gl049940,,,"Topographic control of asynchronous glacial advances: A case study from Annapurna, Nepal",Geophysical Research Letters,,,2011-12-28,2011,38,24,n/a-n/a,"All OA; Green, Published",Article,"Pratt‐Sitaula, Beth; Burbank, Douglas W.; Heimsath, Arjun M.; Humphrey, Neil F.; Oskin, Michael; Putkonen, Jaakko",,"Pratt‐Sitaula, Beth (Central Washington University); Burbank, Douglas W. (University of California, Santa Barbara); Heimsath, Arjun M. (Arizona State University); Humphrey, Neil F. (University of Wyoming); Oskin, Michael (University of California, Davis); Putkonen, Jaakko (University of North Dakota)",25,6,,3.23,http://repository.uwyo.edu/cgi/viewcontent.cgi?article=1049&context=geology_facpub,https://app.dimensions.ai/details/publication/pub.1039698396,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
32,100,pub.1028315217,10.1029/2011tc002910,,,"Basin width control of faulting in the Naryn Basin, south‐central Kyrgyzstan",Tectonics,,,2011-12,2011,30,6,n/a-n/a,All OA; Gold,Article,"Goode, Joseph K.; Burbank, Douglas W.; Bookhagen, Bodo",,"Goode, Joseph K. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Bookhagen, Bodo (University of California, Santa Barbara)",12,4,,1.51,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011TC002910,https://app.dimensions.ai/details/publication/pub.1028315217,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
33,100,pub.1023319897,10.1080/00288306.2011.601746,,,"Palaeoseismic constraints on Holocene surface ruptures along the Ostler Fault, southern New Zealand",New Zealand Journal of Geology and Geophysics,,,2011-12,2011,54,4,367-378,All OA; Gold,Article,"Amos, CB; Lapwood†, JJ; Nobes, DC; Burbank, DW; Rieser, U; Wade, A",,"Amos, CB (); Lapwood†, JJ (); Nobes, DC (); Burbank, DW (); Rieser, U (); Wade, A ()",5,3,,0.64,https://www.tandfonline.com/doi/pdf/10.1080/00288306.2011.601746?needAccess=true,https://app.dimensions.ai/details/publication/pub.1023319897,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
34,200,pub.1108247903,10.1002/9781444345063,,,Tectonic Geomorphology,,,,2011-10-28,2011,,,,All OA; Gold,Monograph,"Burbank, Douglas W.; Anderson, Robert S.",,"Burbank, Douglas W. (); Anderson, Robert S. ()",318,62,,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781444345063.fmatter,https://app.dimensions.ai/details/publication/pub.1108247903,,,,,,
35,100,pub.1026246963,10.1029/2010tc002754,,,"Rates and timing of vertical‐axis block rotations across the central Sierra Nevada‐Walker Lane transition in the Bodie Hills, California/Nevada",Tectonics,,,2011-10,2011,30,5,n/a-n/a,"All OA; Green, Accepted & Submitted",Article,"Rood, Dylan H.; Burbank, Douglas W.; Herman, Scott W.; Bogue, Scott",,"Rood, Dylan H. (University of California, Santa Barbara; Lawrence Livermore National Laboratory); Burbank, Douglas W. (University of California, Santa Barbara); Herman, Scott W. (University of California, Santa Barbara); Bogue, Scott (Occidental College)",9,3,,1.13,http://www.geol.ucsb.edu/faculty/burbank/Site/Publications_files/Rood%20Tectonic%20rotation%20Sierra%20Nev-Walker%20Lane%20Tectonics%202011%20copy.pdf,https://app.dimensions.ai/details/publication/pub.1026246963,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
36,100,pub.1062734213,10.1130/g31356.1,,,Middle Miocene reorganization of deformation along the northeastern Tibetan Plateau,Geology,,,2011-04,2011,39,4,359-362,Closed,Article,"Lease, Richard O.; Burbank, Douglas W.; Clark, Marin K.; Farley, Kenneth A.; Zheng, Dewen; Zhang, Huiping",,"Lease, Richard O. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Clark, Marin K. (University of Michigan); Farley, Kenneth A. (California Institute of Technology); Zheng, Dewen (China Earthquake Administration); Zhang, Huiping (China Earthquake Administration)",114,29,,14.33,,https://app.dimensions.ai/details/publication/pub.1062734213,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
37,100,pub.1001101319,10.1016/j.quascirev.2010.12.001,,,"Chronology of glaciations in the Sierra Nevada, California, from 10Be surface exposure dating",Quaternary Science Reviews,,,2011-03,2011,30,5-6,646-661,Closed,Article,"Rood, Dylan H.; Burbank, Douglas W.; Finkel, Robert C.","Rood, Dylan H.","Rood, Dylan H. (University of California, Santa Barbara; Lawrence Livermore National Laboratory); Burbank, Douglas W. (University of California, Santa Barbara); Finkel, Robert C. (Centre for Research and Teaching in Environmental Geoscience; University of California, Berkeley)",38,8,,4.85,,https://app.dimensions.ai/details/publication/pub.1001101319,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
38,100,pub.1024576566,10.1130/b30090.1,,,Stable isotope evidence for topographic growth and basin segmentation: Implications for the evolution of the NE Tibetan Plateau,Geological Society of America Bulletin,,,2011-01-01,2011,123,1-2,168-185,Closed,Article,"Hough, Brian G.; Garzione, Carmala N.; Wang, Zhicai; Lease, Richard O.; Burbank, Douglas W.; Yuan, Daoyang",,"Hough, Brian G. (University of Rochester); Garzione, Carmala N. (University of Rochester); Wang, Zhicai (China Earthquake Administration); Lease, Richard O. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Yuan, Daoyang (China Earthquake Administration)",76,14,,9.55,,https://app.dimensions.ai/details/publication/pub.1024576566,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
39,100,pub.1006057386,10.1016/j.epsl.2010.11.006,,,Spatiotemporal patterns of fault slip rates across the Central Sierra Nevada frontal fault zone,Earth and Planetary Science Letters,,,2011-01,2011,301,3-4,457-468,Closed,Article,"Rood, Dylan H.; Burbank, Douglas W.; Finkel, Robert C.","Rood, Dylan H.","Rood, Dylan H. (University of California, Santa Barbara; Lawrence Livermore National Laboratory); Burbank, Douglas W. (University of California, Santa Barbara); Finkel, Robert C. (Centre for Research and Teaching in Environmental Geoscience; University of California, Berkeley)",20,3,,2.51,,https://app.dimensions.ai/details/publication/pub.1006057386,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
40,100,pub.1050490535,10.1029/2011jf001987,,,"Quantifying bedrock‐fracture patterns within the shallow subsurface: Implications for rock mass strength, bedrock landslides, and erodibility",Journal of Geophysical Research,,,2011,2011,116,F4,,All OA; Gold,Article,"Clarke, Brian A.; Burbank, Douglas W.",,"Clarke, Brian A. (University of California, Santa Barbara; University of Potsdam); Burbank, Douglas W. (University of California, Santa Barbara)",46,17,,12.48,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011JF001987,https://app.dimensions.ai/details/publication/pub.1050490535,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,,,
41,100,pub.1020471171,10.1029/2010jb007617,,,Kinematic implications of consequent channels on growing folds,Journal of Geophysical Research,,,2011,2011,116,B4,,All OA; Gold,Article,"Goode, Joseph K.; Burbank, Douglas W.",,"Goode, Joseph K. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara)",8,2,,1.01,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010JB007617,https://app.dimensions.ai/details/publication/pub.1020471171,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
42,100,pub.1000128595,10.1029/2011jb008272,,,Mechanical analysis of controls on strain partitioning in the Himalayas of central Nepal,Journal of Geophysical Research,,,2011,2011,116,B10,,All OA; Gold,Article,"Godard, V.; Burbank, D. W.",,"Godard, V. (French National Centre for Scientific Research; University of California, Santa Barbara); Burbank, D. W. (University of California, Santa Barbara)",12,0,,1.51,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011JB008272,https://app.dimensions.ai/details/publication/pub.1000128595,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
43,100,pub.1005279203,10.1016/j.geomorph.2010.06.016,,,Geomorphic and climatic controls on chemical weathering in the High Himalayas of Nepal,Geomorphology,,,2010-10,2010,122,1-2,205-210,Closed,Article,"Gabet, Emmanuel J.; Wolff-Boenisch, Domenik; Langner, Heiko; Burbank, Douglas W.; Putkonen, Jaakko","Gabet, Emmanuel J.","Gabet, Emmanuel J. (San Jose State University); Wolff-Boenisch, Domenik (University of Iceland); Langner, Heiko (University of Montana); Burbank, Douglas W. (University of California System); Putkonen, Jaakko (University of North Dakota)",21,4,,2.28,,https://app.dimensions.ai/details/publication/pub.1005279203,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
44,100,pub.1043489474,10.1016/j.epsl.2010.07.011,,,"Bedrock fracturing, threshold hillslopes, and limits to the magnitude of bedrock landslides",Earth and Planetary Science Letters,,,2010-09,2010,297,3-4,577-586,"All OA; Green, Published",Article,"Clarke, Brian A.; Burbank, Douglas W.","Clarke, Brian A.","Clarke, Brian A. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara)",61,15,,6.35,https://escholarship.org/content/qt3mx2x3wm/qt3mx2x3wm.pdf?t=p2n8bb,https://app.dimensions.ai/details/publication/pub.1043489474,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
45,100,pub.1049329177,10.1029/2009tc002613,,,"Along‐strike growth of the Ostler fault, New Zealand: Consequences for drainage deflection above active thrusts",Tectonics,,,2010-08,2010,29,4,n/a-n/a,All OA; Gold,Article,"Amos, Colin B.; Burbank, Douglas W.; Read, Stuart A. L.",,"Amos, Colin B. (University of California, Santa Barbara; University of California, Berkeley); Burbank, Douglas W. (University of California, Santa Barbara); Read, Stuart A. L. (GNS Science)",23,4,,2.5,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009TC002613,https://app.dimensions.ai/details/publication/pub.1049329177,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
46,100,pub.1048503790,10.1130/l85.1,,,Millennial slip rates along the eastern Kunlun fault: Implications for the dynamics of intracontinental deformation in Asia,Литосфера,,,2010-08,2010,2,4,247-266,All OA; Gold,Article,"Harkins, Nathan; Kirby, E.; Shi, X.; Wang, E.; Burbank, D.; Chun, Fan",,"Harkins, Nathan (Pennsylvania State University); Kirby, E. (Pennsylvania State University); Shi, X. (Pennsylvania State University); Wang, E. (Chinese Academy of Sciences); Burbank, D. (University of California, Santa Barbara); Chun, Fan (Ministry of Education of the People's Republic of China)",42,13,,4.37,https://pubs.geoscienceworld.org/gsa/lithosphere/article-pdf/2/4/247/3038116/247.pdf,https://app.dimensions.ai/details/publication/pub.1048503790,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
47,100,pub.1014643375,10.1111/j.1365-2117.2009.00412.x,,,Late Cenozoic structural and stratigraphic evolution of the northern Chinese Tian Shan foreland,Basin Research,,,2010-06,2010,22,3,249-269,Closed,Article,"Lu, Honghua; Burbank, Douglas W.; Li, Youli; Liu, Yunming",,"Lu, Honghua (Peking University); Burbank, Douglas W. (); Li, Youli (Peking University); Liu, Yunming (Southwest University)",42,14,,4.37,,https://app.dimensions.ai/details/publication/pub.1014643375,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
48,100,pub.1000635067,10.1029/2009jf001279,,,Evaluating hillslope diffusion and terrace riser degradation in New Zealand and Idaho,Journal of Geophysical Research,,,2010-06,2010,115,F2,,All OA; Gold,Article,"Clarke, Brian A.; Burbank, Douglas W.",,"Clarke, Brian A. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara)",11,2,,1.15,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009JF001279,https://app.dimensions.ai/details/publication/pub.1000635067,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
49,100,pub.1041136849,10.1111/j.1365-246x.2009.04400.x,,,"Three‐dimensional GPR imaging of the Benmore anticline and step‐over of the Ostler Fault, South Island, New Zealand",Geophysical Journal International,,,2010-02,2010,180,2,465-474,All OA; Gold,Article,"Wallace, Shamus C.; Nobes, David C.; Davis, Kenneth J.; Burbank, Douglas W.; White, Antony",,"Wallace, Shamus C. (University of Canterbury); Nobes, David C. (University of Canterbury); Davis, Kenneth J. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); White, Antony (Flinders University)",17,3,,1.77,https://academic.oup.com/gji/article-pdf/180/2/465/6044153/180-2-465.pdf,https://app.dimensions.ai/details/publication/pub.1041136849,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
50,100,pub.1042639675,10.1016/j.palaeo.2009.11.031,,,Alluvial sequence in the north piedmont of the Chinese Tian Shan over the past 550kyr and its relationship to climate change,Palaeogeography Palaeoclimatology Palaeoecology,,,2010-01,2010,285,3-4,343-353,Closed,Article,"Lu, Honghua; Burbank, Douglas W.; Li, Youli","Lu, Honghua","Lu, Honghua (Tongji University; Peking University); Burbank, Douglas W. (); Li, Youli (Peking University)",45,10,,4.89,,https://app.dimensions.ai/details/publication/pub.1042639675,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
51,100,pub.1037027480,10.1029/2009jf001426,,,Toward a complete Himalayan hydrological budget: Spatiotemporal distribution of snowmelt and rainfall and their impact on river discharge,Journal of Geophysical Research,,,2010,2010,115,F3,,All OA; Gold,Article,"Bookhagen, Bodo; Burbank, Douglas W.",,"Bookhagen, Bodo (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara)",509,170,,52.26,http://onlinelibrary.wiley.com/doi/10.1029/2009JF001426/pdf,https://app.dimensions.ai/details/publication/pub.1037027480,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0401 Atmospheric Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0401 Atmospheric Sciences,,
52,100,pub.1046081377,10.1016/j.gca.2009.03.012,,,Spatial variations in chemical weathering and CO2 consumption in Nepalese High Himalayan catchments during the monsoon season,Geochimica et Cosmochimica Acta,,,2009-06,2009,73,11,3148-3170,Closed,Article,"Wolff-Boenisch, Domenik; Gabet, Emmanuel J.; Burbank, Douglas W.; Langner, Heiko; Putkonen, Jaakko","Wolff-Boenisch, Domenik","Wolff-Boenisch, Domenik (University of California, Merced); Gabet, Emmanuel J. (San Jose State University); Burbank, Douglas W. (University of California, Santa Barbara); Langner, Heiko (University of Montana); Putkonen, Jaakko (University of Washington)",27,4,,4.94,,https://app.dimensions.ai/details/publication/pub.1046081377,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
53,200,pub.1035548059,10.1007/978-1-4020-4411-3_148,,,Mountain Uplift and Climate Change,Encyclopedia of Earth Sciences Series,Encyclopedia of Paleoclimatology and Ancient Environments,,2009,2009,,,596-605,Closed,Chapter,"Burbank, Douglas W.",,"Burbank, Douglas W. ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1035548059,,,,,,
54,100,pub.1031822615,10.1029/2007jf000965,,,Numerical study of degradation of fluvial hanging valleys due to climate change,Journal of Geophysical Research,,,2009,2009,114,F1,,All OA; Gold,Article,"Goode, Joseph K.; Burbank, Douglas W.",,"Goode, Joseph K. (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara)",13,1,,1.34,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007JF000965,https://app.dimensions.ai/details/publication/pub.1031822615,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
55,100,pub.1044356386,10.1029/2007tc002226,,,"Temporal constraints and pulsed Late Cenozoic deformation during the structural disruption of the active Kashi foreland, northwest China",Tectonics,,,2008-12,2008,27,6,n/a-n/a,All OA; Gold,Article,"Heermance, Richard V.; Chen, Jie; Burbank, Douglas W.; Miao, Jijung",,"Heermance, Richard V. (University of California, Santa Barbara); Chen, Jie (Guangzhou Institute of Geochemistry); Burbank, Douglas W. (University of California, Santa Barbara); Miao, Jijung (Sinopec (China))",67,17,,6.61,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007TC002226,https://app.dimensions.ai/details/publication/pub.1044356386,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
56,100,pub.1028953700,10.1016/j.epsl.2007.11.059,,,Modern erosion rates in the High Himalayas of Nepal,Earth and Planetary Science Letters,,,2008-03-30,2008,267,3-4,482-494,Closed,Article,"Gabet, Emmanuel J.; Burbank, Douglas W.; Pratt-Sitaula, Beth; Putkonen, Jaakko; Bookhagen, Bodo","Gabet, Emmanuel J.","Gabet, Emmanuel J. (San Jose State University); Burbank, Douglas W. (University of California, Santa Barbara); Pratt-Sitaula, Beth (Central Washington University); Putkonen, Jaakko (University of Washington); Bookhagen, Bodo (Stanford University)",99,17,,9.78,,https://app.dimensions.ai/details/publication/pub.1028953700,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
57,100,pub.1046317660,10.1016/j.epsl.2007.10.022,,,Anomalous cosmogenic 3He production and elevation scaling in the high Himalaya,Earth and Planetary Science Letters,,,2008-01,2008,265,1-2,287-301,Closed,Article,"Amidon, William H.; Farley, Kenneth A.; Burbank, Douglas W.; Pratt-Sitaula, Beth","Amidon, William H.","Amidon, William H. (California Institute of Technology); Farley, Kenneth A. (California Institute of Technology); Burbank, Douglas W. (University of California, Santa Barbara); Pratt-Sitaula, Beth (Central Washington University)",24,2,,2.37,,https://app.dimensions.ai/details/publication/pub.1046317660,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
58,100,pub.1013708302,10.1002/9781444304411.ch12,,,Single‐Crystal Dating and the Detrital Record of Orogenesis,,"Sedimentary Processes, Environments and Basins",,2007-12-07,2007,,,253-281,Closed,Chapter,"Burbank, Douglas W.; Brewer, Ian D.; Sobel, Edward R.; Bullen, Michael E.",,"Burbank, Douglas W. (University of California, Santa Barbara); Brewer, Ian D. (Pennsylvania State University); Sobel, Edward R. (University of Potsdam); Bullen, Michael E. (Pennsylvania State University)",6,0,,0.6,,https://app.dimensions.ai/details/publication/pub.1013708302,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
59,100,pub.1037663817,10.1111/j.1365-2117.2007.00339.x,,,"Chronology and tectonic controls of Late Tertiary deposition in the southwestern Tian Shan foreland, NW China",Basin Research,,,2007-12,2007,19,4,599-632,Closed,Article,"Heermance, Richard V.; Chen, Jie; Burbank, Douglas W.; Wang, Changsheng",,"Heermance, Richard V. (University of California, Santa Barbara); Chen, Jie (China Earthquake Administration); Burbank, Douglas W. (University of California, Santa Barbara); Wang, Changsheng (China Earthquake Administration)",106,21,,11.01,,https://app.dimensions.ai/details/publication/pub.1037663817,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
60,100,pub.1051098658,10.1016/j.yqres.2007.03.005,,,Bedload-to-suspended load ratio and rapid bedrock incision from Himalayan Landslide-dam lake record,Quaternary Research,,,2007-07,2007,68,1,111-120,Closed,Article,"Pratt-Sitaula, Beth; Garde, Michelle; Burbank, Douglas W.; Oskin, Michael; Heimsath, Arjun; Gabet, Emmanuel",,"Pratt-Sitaula, Beth (University of California System); Garde, Michelle (University of California System); Burbank, Douglas W. (University of California System); Oskin, Michael (University of North Carolina at Chapel Hill); Heimsath, Arjun (Dartmouth College); Gabet, Emmanuel (University of California, Riverside)",65,6,,6.75,,https://app.dimensions.ai/details/publication/pub.1051098658,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
61,100,pub.1053731422,10.1029/2006tc001991,,,Plio‐Quaternary exhumation history of the central Nepalese Himalaya: 2. Thermokinematic and thermochronometer age prediction model,Tectonics,,,2007-06,2007,26,3,n/a-n/a,All OA; Gold,Article,"Whipp, David M.; Ehlers, Todd A.; Blythe, Ann E.; Huntington, Katharine W.; Hodges, Kip V.; Burbank, Douglas W.",,"Whipp, David M. (University of Michigan); Ehlers, Todd A. (University of Michigan); Blythe, Ann E. (University of Southern California; Occidental College); Huntington, Katharine W. (Massachusetts Institute of Technology; California Institute of Technology); Hodges, Kip V. (Massachusetts Institute of Technology; Arizona State University); Burbank, Douglas W. (University of California, Santa Barbara)",73,12,,7.58,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006TC001991,https://app.dimensions.ai/details/publication/pub.1053731422,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
62,100,pub.1048125045,10.1029/2006tc001990,,,Plio‐Quaternary exhumation history of the central Nepalese Himalaya: 1. Apatite and zircon fission track and apatite [U‐Th]/He analyses,Tectonics,,,2007-06,2007,26,3,n/a-n/a,"All OA; Green, Published",Article,"Blythe, A. E.; Burbank, D. W.; Carter, A.; Schmidt, K.; Putkonen, J.",,"Blythe, A. E. (University of Southern California; Occidental College); Burbank, D. W. (University of California, Santa Barbara); Carter, A. (Birkbeck, University of London); Schmidt, K. (Lewis–Clark State College); Putkonen, J. (University of Washington)",68,4,,7.06,http://discovery.ucl.ac.uk/40907/1/2006TC001990.pdf,https://app.dimensions.ai/details/publication/pub.1048125045,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
63,100,pub.1032724686,10.1029/2006tc002033,,,Slip rate gradients along the eastern Kunlun fault,Tectonics,,,2007-04,2007,26,2,n/a-n/a,All OA; Gold,Article,"Kirby, Eric; Harkins, Nathan; Wang, Erqi; Shi, Xuhua; Fan, Chun; Burbank, Douglas",,"Kirby, Eric (Pennsylvania State University); Harkins, Nathan (Pennsylvania State University); Wang, Erqi (Chinese Academy of Sciences); Shi, Xuhua (Chinese Academy of Sciences); Fan, Chun (Chinese Academy of Sciences); Burbank, Douglas (University of California, Santa Barbara)",167,32,,17.34,http://onlinelibrary.wiley.com/doi/10.1029/2006TC002033/pdf,https://app.dimensions.ai/details/publication/pub.1032724686,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
64,100,pub.1049805864,10.1029/2006jb004345,,,"Quantification of growth and lateral propagation of the Kashi anticline, southwest Chinese Tian Shan",Journal of Geophysical Research,,,2007,2007,112,B3,,All OA; Gold,Article,"Chen, Jie; Heermance, Richard; Burbank, Douglas W.; Scharer, Katherine M.; Miao, Jijun; Wang, Changsheng",,"Chen, Jie (Guangzhou Institute of Geochemistry); Heermance, Richard (University of California, Santa Barbara); Burbank, Douglas W. (University of California, Santa Barbara); Scharer, Katherine M. (Appalachian State University); Miao, Jijun (China University of Petroleum, Beijing; China National Petroleum Corporation (China)); Wang, Changsheng (Guangzhou Institute of Geochemistry)",59,9,,6.13,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006JB004345,https://app.dimensions.ai/details/publication/pub.1049805864,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
65,100,pub.1046247447,10.1029/2006jf000563,,,"Transient landscape evolution of basement‐cored uplifts: Example of the Kyrgyz Range, Tian Shan",Journal of Geophysical Research,,,2007,2007,112,F3,,All OA; Gold,Article,"Oskin, Michael E.; Burbank, Douglas",,"Oskin, Michael E. (University of North Carolina at Chapel Hill); Burbank, Douglas (University of California, Santa Barbara)",40,6,,3.81,http://onlinelibrary.wiley.com/doi/10.1029/2006JF000563/pdf,https://app.dimensions.ai/details/publication/pub.1046247447,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
