,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Sangwon Suh. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
35,100,pub.1012127288,10.1088/1748-9326/10/9/094016,,,Changes in environmental impacts of major crops in the US,Environmental Research Letters,,,2015-09-01,2015,10,9,094016,All OA; Gold,Article,"Yang, Yi; Suh, Sangwon",,"Yang, Yi (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara)",20,11,,4.96,https://doi.org/10.1088/1748-9326/10/9/094016,https://app.dimensions.ai/details/publication/pub.1012127288,0703 Crop and Pasture Production; 05 Environmental Sciences; 0502 Environmental Science and Management; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,05 Environmental Sciences,0502 Environmental Science and Management,07 Agricultural and Veterinary Sciences,
36,100,pub.1006872648,10.1111/gcbb.12205,,,Bioenergy and climate change mitigation: an assessment,GCB Bioenergy,,,2015-09,2015,7,5,916-944,All OA; Gold,Article,"Creutzig, Felix; Ravindranath, N. H.; Berndes, Göran; Bolwig, Simon; Bright, Ryan; Cherubini, Francesco; Chum, Helena; Corbera, Esteve; Delucchi, Mark; Faaij, Andre; Fargione, Joseph; Haberl, Helmut; Heath, Garvin; Lucon, Oswaldo; Plevin, Richard; Popp, Alexander; Robledo‐Abad, Carmenza; Rose, Steven; Smith, Pete; Stromman, Anders; Suh, Sangwon; Masera, Omar",,"Creutzig, Felix (Technical University of Berlin); Ravindranath, N. H. (Indian Institute of Science Bangalore); Berndes, Göran (Chalmers University of Technology); Bolwig, Simon (Technical University of Denmark); Bright, Ryan (Norwegian University of Science and Technology); Cherubini, Francesco (Norwegian University of Science and Technology); Chum, Helena (National Renewable Energy Laboratory); Corbera, Esteve (Autonomous University of Barcelona); Delucchi, Mark (University of California, Davis); Faaij, Andre (University of Groningen); Fargione, Joseph (The Nature Conservancy); Haberl, Helmut (University of Klagenfurt; Humboldt University of Berlin); Heath, Garvin (National Renewable Energy Laboratory); Lucon, Oswaldo (); Plevin, Richard (University of California, Davis); Popp, Alexander (Potsdam Institute for Climate Impact Research); Robledo‐Abad, Carmenza (); Rose, Steven (Electric Power Research Institute); Smith, Pete (University of Aberdeen); Stromman, Anders (Norwegian University of Science and Technology); Suh, Sangwon (University of California, Santa Barbara); Masera, Omar (National Autonomous University of Mexico)",220,120,,42.61,https://onlinelibrary.wiley.com/doi/pdf/10.1111/gcbb.12205,https://app.dimensions.ai/details/publication/pub.1006872648,1001 Agricultural Biotechnology; 10 Technology,1001 Agricultural Biotechnology,10 Technology,,,
37,200,pub.1018443178,10.1021/acs.est.5b02960,26230673,,A Moonshot for Sustainability Assessment.,Environmental Science & Technology,,Animals; Aquatic Organisms; Climate Change; Conservation of Natural Resources; Decision Making; Humans; Moon,2015-08-18,2015,49,16,9497-8,Closed,Article,"Cucurachi, Stefano; Suh, Sangwon",,"Cucurachi, Stefano (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara)",10,3,0.39,,,https://app.dimensions.ai/details/publication/pub.1018443178,,,,,,
38,400,pub.1047460055,10.1021/es5056512,26061620,,Industry-Cost-Curve Approach for Modeling the Environmental Impact of Introducing New Technologies in Life Cycle Assessment.,Environmental Science & Technology,,"Alkalies; Costs and Cost Analysis; Electrolysis; Environment; Global Warming; Humans; Industry; Models, Theoretical; Technology",2015-07-07,2015,49,13,7543-51,All OA; Gold,Article,"Kätelhön, Arne; von der Assen, Niklas; Suh, Sangwon; Jung, Johannes; Bardow, André",,"Kätelhön, Arne (RWTH Aachen University); von der Assen, Niklas (RWTH Aachen University); Suh, Sangwon (University of California, Santa Barbara); Jung, Johannes (RWTH Aachen University); Bardow, André (RWTH Aachen University)",7,3,0.46,5.05,https://doi.org/10.1021/es5056512,https://app.dimensions.ai/details/publication/pub.1047460055,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
39,100,pub.1025507175,10.1007/s11367-015-0893-8,,,Environmental impacts of thermal emissions to freshwater: spatially explicit fate and effect modeling for life cycle assessment and water footprinting,The International Journal of Life Cycle Assessment,,,2015-07,2015,20,7,927-936,Closed,Article,"Pfister, Stephan; Suh, Sangwon","Pfister, Stephan","Pfister, Stephan (Swiss Federal Institute of Technology in Zurich; University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara)",11,3,,3.24,,https://app.dimensions.ai/details/publication/pub.1025507175,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
40,400,pub.1051916691,10.1073/pnas.1312753111,25288741,PMC4443343,Integrated life-cycle assessment of electricity-supply scenarios confirms global environmental benefit of low-carbon technologies,Proceedings of the National Academy of Sciences,,"Carbon Dioxide; Copper; Electric Power Supplies; Environmental Pollutants; Global Warming; Humans; Iron; Models, Economic; Renewable Energy",2015-05-19,2015,112,20,6277-6282,All OA; Gold,Article,"Hertwich, Edgar G.; Gibon, Thomas; Bouman, Evert A.; Arvesen, Anders; Suh, Sangwon; Heath, Garvin A.; Bergesen, Joseph D.; Ramirez, Andrea; Vega, Mabel I.; Shi, Lei",,"Hertwich, Edgar G. (Norwegian University of Science and Technology); Gibon, Thomas (Norwegian University of Science and Technology); Bouman, Evert A. (Norwegian University of Science and Technology); Arvesen, Anders (Norwegian University of Science and Technology); Suh, Sangwon (University of California, Santa Barbara); Heath, Garvin A. (National Renewable Energy Laboratory); Bergesen, Joseph D. (University of California, Santa Barbara); Ramirez, Andrea (Utrecht University); Vega, Mabel I. (University of Concepción); Shi, Lei (Tsinghua University)",205,110,1.88,52.06,http://www.pnas.org/content/112/20/6277.full.pdf,https://app.dimensions.ai/details/publication/pub.1051916691,09 Engineering; 0906 Electrical and Electronic Engineering; 0907 Environmental Engineering,09 Engineering,0906 Electrical and Electronic Engineering,0907 Environmental Engineering,,
41,400,pub.1004301385,10.1073/pnas.1220362110,24003158,PMC4443380,The material footprint of nations,Proceedings of the National Academy of Sciences,,,2015-05-19,2015,112,20,6271-6276,All OA; Gold,Article,"Wiedmann, Thomas O.; Schandl, Heinz; Lenzen, Manfred; Moran, Daniel; Suh, Sangwon; West, James; Kanemoto, Keiichiro",,"Wiedmann, Thomas O. (UNSW Sydney; Commonwealth Scientific and Industrial Research Organisation; University of Sydney); Schandl, Heinz (Commonwealth Scientific and Industrial Research Organisation; Australian National University); Lenzen, Manfred (University of Sydney); Moran, Daniel (University of Sydney; Norwegian University of Science and Technology); Suh, Sangwon (University of California, Santa Barbara); West, James (Commonwealth Scientific and Industrial Research Organisation); Kanemoto, Keiichiro (University of Sydney; Tohoku University)",464,233,3.83,334.62,http://www.pnas.org/content/112/20/6271.full.pdf,https://app.dimensions.ai/details/publication/pub.1004301385,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
42,200,pub.1027936841,10.1073/pnas.1506532112,25986375,PMC4443377,Industrial Ecology: The role of manufactured capital in sustainability,Proceedings of the National Academy of Sciences,,"Conservation of Natural Resources; Ecology; Economics; Environmental Restoration and Remediation; History, 20th Century; History, 21st Century; Industry; Models, Economic",2015-05-19,2015,112,20,6260-6264,All OA; Gold,Article,"Weisz, Helga; Suh, Sangwon; Graedel, T. E.",,"Weisz, Helga (Potsdam Institute for Climate Impact Research; Humboldt University of Berlin); Suh, Sangwon (University of California, Santa Barbara); Graedel, T. E. (Yale University)",28,17,0.5,,http://www.pnas.org/content/112/20/6260.full.pdf,https://app.dimensions.ai/details/publication/pub.1027936841,,,,,,
43,400,pub.1004747681,10.1021/acs.est.5b00081,25875138,,Species sensitivity distributions for engineered nanomaterials.,Environmental Science & Technology,,"Ecosystem; Nanostructures; Nanotechnology; Nanotubes, Carbon; Uncertainty",2015-05-05,2015,49,9,5753-9,All OA; Gold,Article,"Garner, Kendra L; Suh, Sangwon; Lenihan, Hunter S; Keller, Arturo A",,"Garner, Kendra L (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara); Lenihan, Hunter S (University of California, Santa Barbara); Keller, Arturo A (University of California, Santa Barbara)",53,23,5.4,10.85,https://doi.org/10.1021/acs.est.5b00081,https://app.dimensions.ai/details/publication/pub.1004747681,03 Chemical Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,05 Environmental Sciences,0502 Environmental Science and Management,0306 Physical Chemistry (incl. Structural),
44,400,pub.1047942774,10.1021/es504255r,25622132,,"Global mining risk footprint of critical metals necessary for low-carbon technologies: the case of neodymium, cobalt, and platinum in Japan.",Environmental Science & Technology,,"Carbon; Cobalt; Commerce; Conservation of Natural Resources; Global Warming; Japan; Metals; Mining; Models, Economic; Neodymium; Platinum; Risk; Technology",2015-02-17,2015,49,4,2022-31,All OA; Gold,Article,"Nansai, Keisuke; Nakajima, Kenichi; Kagawa, Shigemi; Kondo, Yasushi; Shigetomi, Yosuke; Suh, Sangwon",,"Nansai, Keisuke (National Institute for Environmental Studies); Nakajima, Kenichi (National Institute for Environmental Studies); Kagawa, Shigemi (Kyushu University); Kondo, Yasushi (Waseda University); Shigetomi, Yosuke (National Institute for Environmental Studies; Kyoto University; Japan Society for the Promotion of Science); Suh, Sangwon (University of California, Santa Barbara)",28,15,0.5,20.19,https://doi.org/10.1021/es504255r,https://app.dimensions.ai/details/publication/pub.1047942774,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
45,100,pub.1037493477,10.1007/s11367-014-0827-x,,,"Marginal yield, technological advances, and emissions timing in corn ethanol’s carbon payback time",The International Journal of Life Cycle Assessment,,,2015-02,2015,20,2,226-232,Closed,Article,"Yang, Yi; Suh, Sangwon","Suh, Sangwon","Yang, Yi (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara)",13,4,,2.93,,https://app.dimensions.ai/details/publication/pub.1037493477,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
46,100,pub.1029485763,10.1111/jiec.12175,,,The Role of Scale and Technology Maturity in Life Cycle Assessment of Emerging Technologies: A Case Study on Carbon Nanotubes,Journal of Industrial Ecology,,,2015-02,2015,19,1,51-60,"All OA; Green, Published",Article,"Gavankar, Sheetal; Suh, Sangwon; Keller, Arturo A.",,"Gavankar, Sheetal (); Suh, Sangwon (University of California, Santa Barbara); Keller, Arturo A. ()",45,24,,8.17,https://escholarship.org/content/qt5hh93790/qt5hh93790.pdf?t=o962i8,https://app.dimensions.ai/details/publication/pub.1029485763,09 Engineering; 0904 Chemical Engineering,09 Engineering,0904 Chemical Engineering,,,
47,100,pub.1010777851,10.1007/s11367-014-0817-z,,,Land cover change from cotton to corn in the USA relieves freshwater ecotoxicity impact but may aggravate other regional environmental impacts,The International Journal of Life Cycle Assessment,,,2015-02,2015,20,2,196-203,Closed,Article,"Yang, Yi; Suh, Sangwon","Suh, Sangwon","Yang, Yi (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara)",12,4,,2.7,,https://app.dimensions.ai/details/publication/pub.1010777851,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
48,400,pub.1055507421,10.1021/es405539z,24984196,,Thin-film photovoltaic power generation offers decreasing greenhouse gas emissions and increasing environmental co-benefits in the long term.,Environmental Science & Technology,,Cadmium Compounds; Carcinogens; Climate Change; Conservation of Natural Resources; Electricity; Energy-Generating Resources; Environment; Gallium; Gases; Greenhouse Effect; Metals; Selenium; Tellurium; Uncertainty; United States,2014-08-19,2014,48,16,9834-43,Closed,Article,"Bergesen, Joseph D.; Heath, Garvin A.; Gibon, Thomas; Suh, Sangwon",,"Bergesen, Joseph D. (University of California, Santa Barbara); Heath, Garvin A. (National Renewable Energy Laboratory); Gibon, Thomas (Norwegian University of Science and Technology); Suh, Sangwon (University of California, Santa Barbara)",28,13,0.7,6.92,,https://app.dimensions.ai/details/publication/pub.1055507421,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
49,100,pub.1016269597,10.1007/s11367-014-0739-9,,,On the uncanny capabilities of consequential LCA,The International Journal of Life Cycle Assessment,,,2014-06,2014,19,6,1179-1184,"All OA; Green, Accepted & Submitted",Article,"Suh, Sangwon; Yang, Yi","Suh, Sangwon","Suh, Sangwon (University of California, Santa Barbara); Yang, Yi (University of California, Santa Barbara)",61,25,,13.48,https://escholarship.org/content/qt0hq5v8xz/qt0hq5v8xz.pdf?t=pqrr5q,https://app.dimensions.ai/details/publication/pub.1016269597,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
50,200,pub.1030955262,10.1007/s11367-013-0696-8,,,Call for applications: graduate student researcher (PhD student) and postdoctoral associates on LCA research,The International Journal of Life Cycle Assessment,,,2014-04,2014,19,4,977-978,All OA; Gold,Article,"Suh, Sangwon","Suh, Sangwon","Suh, Sangwon (University of California, Santa Barbara)",0,0,,0,https://link.springer.com/content/pdf/10.1007%2Fs11367-013-0696-8.pdf,https://app.dimensions.ai/details/publication/pub.1030955262,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
51,400,pub.1055507004,10.1021/es4040792,24483287,,Environmental performance of green building code and certification systems.,Environmental Science & Technology,,"Building Codes; Certification; Conservation of Natural Resources; Construction Industry; Environmental Pollution; Global Warming; Humans; Manufactured Materials; Models, Theoretical; Transportation; United States",2014-03-04,2014,48,5,2551-60,"All OA; Green, Published",Article,"Suh, Sangwon; Tomar, Shivira; Leighton, Matthew; Kneifel, Joshua",,"Suh, Sangwon (University of California, Santa Barbara); Tomar, Shivira (); Leighton, Matthew (); Kneifel, Joshua (National Institute of Standards and Technology)",18,11,0.08,3.77,https://escholarship.org/content/qt1wv6m7hr/qt1wv6m7hr.pdf?t=pqrr85,https://app.dimensions.ai/details/publication/pub.1055507004,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
52,100,pub.1039564564,10.1007/s11367-013-0673-2,,,Fusion of conflicting information for improving representativeness of data used in LCAs,The International Journal of Life Cycle Assessment,,,2014-03,2014,19,3,480-490,Closed,Article,"Gavankar, Sheetal; Suh, Sangwon","Gavankar, Sheetal","Gavankar, Sheetal (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara)",2,0,,0.44,,https://app.dimensions.ai/details/publication/pub.1039564564,09 Engineering; 12 Built Environment and Design; 0912 Materials Engineering; 1202 Building; 0907 Environmental Engineering,09 Engineering,12 Built Environment and Design,0912 Materials Engineering,1202 Building,0907 Environmental Engineering
53,400,pub.1047197186,10.1021/es4033452,24387330,PMC3915747,"Global flows of critical metals necessary for low-carbon technologies: the case of neodymium, cobalt, and platinum.",Environmental Science & Technology,,"Cobalt; Commerce; Conservation of Natural Resources; Energy-Generating Resources; Models, Economic; Neodymium; Platinum; Technology",2014-02-04,2014,48,3,1391-400,All OA; Gold,Article,"Nansai, Keisuke; Nakajima, Kenichi; Kagawa, Shigemi; Kondo, Yasushi; Suh, Sangwon; Shigetomi, Yosuke; Oshita, Yuko",,"Nansai, Keisuke (National Institute for Environmental Studies); Nakajima, Kenichi (National Institute for Environmental Studies); Kagawa, Shigemi (Kyushu University); Kondo, Yasushi (Waseda University); Suh, Sangwon (University of California, Santa Barbara); Shigetomi, Yosuke (National Institute for Environmental Studies; Kyoto University); Oshita, Yuko (Kobe University)",60,27,0.76,37.13,https://doi.org/10.1021/es4033452,https://app.dimensions.ai/details/publication/pub.1047197186,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
54,200,pub.1021953794,10.1016/b978-0-85709-655-5.50016-7,,,Contributor contact details,,Health and Environmental Safety of Nanomaterials,,2014,2014,,,xi-xiii,Closed,Chapter,"Njuguna, James; Pielichowski, Krzysztof; Zhu, Huijun; Njuguna, James; Sachse, Sophia; Zhu, Huijun; Rodriguez, Veronica Marchante; Ansari, Farahnaz; Pietroiusti, Antonio; Magrini, A.; Campagnolo, L.; Yu, Il Je; Ichihara, Gaku; Ahn, Kangho; Sánchez, María Blázquez; Njuguna, James; Sachse, Sophia; Gavankar, Sheetal; Suh, Sangwon; Keller, Arturo A.; Zhu, Huijun; Njuguna, James; Ghiazza, Mara; Fenoglio, Ivana; Vietti, Giulia; Petersen, Elijah J.; Cañas-Carrell, Jaclyn E.; Li, Shibin; Parra, Amanda M.; Shrestha, Babina; Reijnders, L.; Pielichowski, Krzysztof; Michalowski, Sławomir; Lopez-Cuesta, J.-M.; Longuet, C.; Chivas-Joly, Carine",,"Njuguna, James (); Pielichowski, Krzysztof (Cracow University of Technology); Zhu, Huijun (); Sachse, Sophia (); Rodriguez, Veronica Marchante (Cranfield University); Ansari, Farahnaz (Newcastle University); Pietroiusti, Antonio (University of Rome Tor Vergata); Magrini, A. (University of Rome Tor Vergata); Campagnolo, L. (University of Rome Tor Vergata); Yu, Il Je (Hoseo University); Ichihara, Gaku (Nagoya University); Ahn, Kangho (Hanyang University); Sánchez, María Blázquez (); Gavankar, Sheetal (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Ghiazza, Mara (University of Turin); Fenoglio, Ivana (University of Turin); Vietti, Giulia (Catholic University of Louvain); Petersen, Elijah J. (National Institute of Standards and Technology); Cañas-Carrell, Jaclyn E. (Texas Tech University); Li, Shibin (Texas Tech University); Parra, Amanda M. (Texas Tech University); Shrestha, Babina (Texas Tech University); Reijnders, L. (University of Amsterdam); Michalowski, Sławomir (Cracow University of Technology); Lopez-Cuesta, J.-M. (École des Mines d'Alès); Longuet, C. (École des Mines d'Alès); Chivas-Joly, Carine (National Laboratory of Metrology and Testing)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1021953794,,,,,,
55,100,pub.1086141579,10.1533/9780857096678.2.112,,,6 Life cycle assessment of engineered nanomaterials,,Health and Environmental Safety of Nanomaterials,,2014,2014,,,112-129,"All OA; Green, Accepted & Submitted",Chapter,"Gavankar, S.; Suh, S.; Keller, A.A.",,"Gavankar, S. (); Suh, S. (); Keller, A.A. (University of California, Santa Barbara)",4,2,,0.84,https://escholarship.org/content/qt4k7211xd/qt4k7211xd.pdf?t=ow5y3i,https://app.dimensions.ai/details/publication/pub.1086141579,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
56,100,pub.1048717161,10.1080/09535314.2013.846902,,,INPUT–OUTPUT ANALYSIS: THE NEXT 25 YEARS,Economic Systems Research,,,2013-12,2013,25,4,369-389,"All OA; Green, Published",Article,"Dietzenbacher, Erik; Lenzen, Manfred; Los, Bart; Guan, Dabo; Lahr, Michael L.; Sancho, Ferran; Suh, Sangwon; Yang, Cuihong",,"Dietzenbacher, Erik (); Lenzen, Manfred (); Los, Bart (); Guan, Dabo (); Lahr, Michael L. (); Sancho, Ferran (); Suh, Sangwon (); Yang, Cuihong ()",40,22,,23.77,http://eprints.whiterose.ac.uk/80151/1/Guan-ESR-2013-IO%20next%2025%20years.pdf,https://app.dimensions.ai/details/publication/pub.1048717161,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
57,100,pub.1016771617,10.1016/j.gloenvcha.2013.07.023,,,Better cars or older cars?: Assessing CO2 emission reduction potential of passenger vehicle replacement programs,Global Environmental Change,,,2013-12,2013,23,6,1807-1818,Closed,Article,"Kagawa, Shigemi; Hubacek, Klaus; Nansai, Keisuke; Kataoka, Minori; Managi, Shunsuke; Suh, Sangwon; Kudoh, Yuki","Kagawa, Shigemi","Kagawa, Shigemi (Kyushu University; National Institute of Advanced Industrial Science and Technology); Hubacek, Klaus (University of Maryland, College Park); Nansai, Keisuke (National Institute for Environmental Studies); Kataoka, Minori (Kyushu University); Managi, Shunsuke (Tohoku University); Suh, Sangwon (University of California, Santa Barbara); Kudoh, Yuki (National Institute of Advanced Industrial Science and Technology)",22,8,,13.07,,https://app.dimensions.ai/details/publication/pub.1016771617,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
58,400,pub.1055506552,10.1021/es402458u,24117387,,Unintended environmental consequences and co-benefits of economic restructuring.,Environmental Science & Technology,,China; Commerce; Environmental Pollution; Family Characteristics; Humans; Industry,2013-11-19,2013,47,22,12894-902,Closed,Article,"Liang, Sai; Xu, Ming; Suh, Sangwon; Tan, Raymond R.",,"Liang, Sai (Tsinghua University; University of Michigan); Xu, Ming (University of Michigan); Suh, Sangwon (University of California, Santa Barbara); Tan, Raymond R. (De La Salle University)",24,6,0.34,4.49,,https://app.dimensions.ai/details/publication/pub.1055506552,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
59,100,pub.1024608248,10.1080/09535314.2012.730992,,,Identifying environmentally important supply chain clusters in the automobile industry,Economic Systems Research,,,2013-09,2013,25,3,265-286,"All OA; Green, Published",Article,"Kagawa, Shigemi; Suh, Sangwon; Kondo, Yasushi; Nansai, Keisuke",,"Kagawa, Shigemi (Kyushu University); Suh, Sangwon (University of California, Santa Barbara); Kondo, Yasushi (Waseda University; Norwegian University of Science and Technology); Nansai, Keisuke (National Institute for Environmental Studies; University of Sydney)",20,6,,6.93,https://www.tandfonline.com/doi/pdf/10.1080/09535314.2012.730992?needAccess=true,https://app.dimensions.ai/details/publication/pub.1024608248,1499 Other Economics; 14 Economics,1499 Other Economics,14 Economics,,,
60,100,pub.1043655902,10.1016/j.socnet.2013.04.009,,,Finding environmentally important industry clusters: Multiway cut approach using nonnegative matrix factorization,Social Networks,,,2013-07,2013,35,3,423-438,Closed,Article,"Kagawa, Shigemi; Okamoto, Shunsuke; Suh, Sangwon; Kondo, Yasushi; Nansai, Keisuke","Kagawa, Shigemi","Kagawa, Shigemi (Kyushu University); Okamoto, Shunsuke (Kyushu University); Suh, Sangwon (University of California, Santa Barbara); Kondo, Yasushi (Waseda University; Norwegian University of Science and Technology); Nansai, Keisuke (National Institute for Environmental Studies; University of Sydney)",26,9,,13.95,,https://app.dimensions.ai/details/publication/pub.1043655902,1608 Sociology; 1601 Anthropology; 16 Studies in Human Society,1608 Sociology,1601 Anthropology,16 Studies in Human Society,,
61,100,pub.1052539188,10.1007/s11051-013-1692-4,,,Global life cycle releases of engineered nanomaterials,Journal of Nanoparticle Research,,,2013-06,2013,15,6,1692,Closed,Article,"Keller, Arturo A.; McFerran, Suzanne; Lazareva, Anastasiya; Suh, Sangwon","Keller, Arturo A.","Keller, Arturo A. (University of California, Santa Barbara); McFerran, Suzanne (University of California, Santa Barbara); Lazareva, Anastasiya (University of California, Santa Barbara); Suh, Sangwon (University of California, Santa Barbara)",550,215,,139.69,,https://app.dimensions.ai/details/publication/pub.1052539188,"09 Engineering; 10 Technology; 0912 Materials Engineering; 1007 Nanotechnology; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences",09 Engineering,10 Technology,0912 Materials Engineering,1007 Nanotechnology,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics"
62,100,pub.1020783463,10.1111/j.1530-9290.2012.00535.x,,,The Importance of Normalization References in Interpreting Life Cycle Assessment Results,Journal of Industrial Ecology,,,2013-06,2013,17,3,385-395,Closed,Article,"Kim, Junbeum; Yang, Yi; Bae, Junghan; Suh, Sangwon",,"Kim, Junbeum (); Yang, Yi (); Bae, Junghan (); Suh, Sangwon (University of California, Santa Barbara)",25,7,,4.31,,https://app.dimensions.ai/details/publication/pub.1020783463,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
63,400,pub.1055505373,10.1021/es303728d,23473539,,Socioeconomic drivers of mercury emissions in China from 1992 to 2007.,Environmental Science & Technology,,Air Pollutants; China; Cities; Human Activities; Humans; Mercury; Public Policy; Socioeconomic Factors; Urban Population,2013-04-02,2013,47,7,3234-40,Closed,Article,"Liang, Sai; Xu, Ming; Liu, Zhu; Suh, Sangwon; Zhang, Tianzhu",,"Liang, Sai (Tsinghua University); Xu, Ming (University of Michigan); Liu, Zhu (Institute of Applied Ecology; University of Chinese Academy of Sciences); Suh, Sangwon (University of California, Santa Barbara); Zhang, Tianzhu (Tsinghua University)",52,14,1.29,30.9,,https://app.dimensions.ai/details/publication/pub.1055505373,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
64,100,pub.1005712993,10.1016/j.enpol.2012.12.016,,,Production possibility frontier analysis of biodiesel from waste cooking oil,Energy Policy,,,2013-04,2013,55,,362-368,Closed,Article,"Kagawa, Shigemi; Takezono, Kanako; Suh, Sangwon; Kudoh, Yuki","Kagawa, Shigemi","Kagawa, Shigemi (Kyushu University; National Institute of Advanced Industrial Science and Technology); Takezono, Kanako (Kyushu University); Suh, Sangwon (University of California, Santa Barbara); Kudoh, Yuki (National Institute of Advanced Industrial Science and Technology)",13,3,,2.24,,https://app.dimensions.ai/details/publication/pub.1005712993,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
65,100,pub.1001248363,10.1186/2193-2409-1-9,,,Accounting for Changes in Automobile Gasoline Consumption in Japan: 2000–2007,Journal of Economic Structures,,,2012-12,2012,1,1,9,All OA; Gold,Article,"Kagawa, Shigemi; Goto, Yuriko; Suh, Sangwon; Nansai, Keisuke; Kudoh, Yuki","Kagawa, Shigemi","Kagawa, Shigemi (Kyushu University); Goto, Yuriko (); Suh, Sangwon (University of California, Santa Barbara); Nansai, Keisuke (National Institute for Environmental Studies; University of Sydney); Kudoh, Yuki (National Institute of Advanced Industrial Science and Technology)",2,0,,1.17,https://journalofeconomicstructures.springeropen.com/track/pdf/10.1186/2193-2409-1-9,https://app.dimensions.ai/details/publication/pub.1001248363,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
66,400,pub.1005148835,10.1021/es2043257,22881452,PMC3424834,Estimates of embodied global energy and air-emission intensities of Japanese products for building a Japanese input-output life cycle assessment database with a global system boundary.,Environmental Science & Technology,,"Databases, Factual; Electric Power Supplies; Japan",2012-08-21,2012,46,16,9146-54,All OA; Gold,Article,"Nansai, Keisuke; Kondo, Yasushi; Kagawa, Shigemi; Suh, Sangwon; Nakajima, Kenichi; Inaba, Rokuta; Tohno, Susumu",,"Nansai, Keisuke (National Institute for Environmental Studies; University of Sydney); Kondo, Yasushi (Waseda University); Kagawa, Shigemi (Kyushu University); Suh, Sangwon (University of California, Santa Barbara); Nakajima, Kenichi (National Institute for Environmental Studies); Inaba, Rokuta (National Institute for Environmental Studies); Tohno, Susumu (Kyoto University)",45,16,0.1,7.69,https://doi.org/10.1021/es2043257,https://app.dimensions.ai/details/publication/pub.1005148835,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
